"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"repaving","New York State Department of Transportation Traffic Management Center - Albany","NY 150","Both directions","between Schodack","Rensselaer","NY","2020-04-09T09:26:26.000",,"Repaving on NY 150 both directions between Columbia Turnpike; US 9; US 20 (Schodack) and Seaman Avenue; CR 6 (Schodack) , Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 07:00 PM, alternate lanes closed","New York State Department of Transportation Traffic Management Center - Albany","42.552898","-73.674896"
"drainage improvements, reconstruction","New York State Department of Transportation Region 3","NY 31","Eastbound","between Elbridge","Onondaga","NY","2020-04-09T08:16:26.000",,"Drainage improvements and reconstruction on NY 31 eastbound between North Main Street; NY 317 (Elbridge) and Sweeney Place (Elbridge), Tuesday April 14th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 03:30 PM right shoulder closed","New York State Department of Transportation Region 3","43.072344","-76.479392"
"roadwork","Niagra International Transportation Technology Coaliition","NY 179","Both directions","Hamburg","Erie","NY","2020-04-09T07:58:21.000",,"Roadwork on NY 179 both directions South Park Avenue; US 62 (Hamburg) to Southwestern Boulevard; US 20 (Orchard Park), Monday April 13th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 05:00 PM lane closures","Niagra International Transportation Technology Coaliition","42.789199","-78.823799"
"roadwork","Niagra International Transportation Technology Coaliition","NY 16","Both directions","at Aurora","Cayuga","NY","2020-04-09T07:47:15.000",,"Roadwork on NY 16 both directions at Exit - NY 400; Aurora Expressway; Olean Road (Aurora), Continuous Monday April 6th, 2020 12:00 AM thru Tuesday July 7th, 2020 11:59 PM lane closures","Niagra International Transportation Technology Coaliition","42.713401","-78.579597"
"construction","New York State Thruway-State Wide Operations Center - Albany","I-90 - NYS Thruway","Eastbound","from Dunkirk",,"NY","2020-04-08T23:58:35.000",,"Road maintenance operations, right lane closed on I-90 - NYS Thruway eastbound from after Exit 59 (I-90) - Dunkirk (Rte 60) to before Exit 57A (I-90) - Eden - Angola until further notice. [CARS NYSTA4-5260]","New York State Thruway-State Wide Operations Center - Albany","42.546369","-79.113937"
"construction","New York State Department of Transportation (Region 11)","30th Street",,,"Queens","NY","2020-04-08T20:40:20.000",,"Crane operations on 30th Street between 48th Avenue (New York) and Hunters Point Avenue Only Saturday and Sunday, Saturday April 11th, 2020 thru Sunday May 10th, 2020, Saturday/ Sunday, 07:00 AM thru 06:00 PM all lanes closed","New York State Department of Transportation (Region 11)","40.74096","-73.938149"
"construction","New York State Department of Transportation (Region 11)","West 47th Street",,,"New York","NY","2020-04-08T20:21:36.000",,"Construction on West 47th Street between 10th Avenue (New York) and 11th Avenue Only Saturday, Saturday April 11th, 2020 thru Saturday May 9th, 2020, 08:00 AM thru 06:00 PM all lanes closed","New York State Department of Transportation (Region 11)","40.763465","-73.994672"
"bridge work","New Jersey DOT - Statewide Traffic Management Center","US 22","Both directions","area of Hillside Twp","Union","NJ","2020-04-08T18:32:21.000",,"Bridge work on US 22 both directions area of Hillside Av (Hillside Twp) , Thursday April 16th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, 1 lane may be closed","New Jersey DOT - Statewide Traffic Management Center","40.696981","-74.220307"
"incident","MTA - Metro-North Railroad","Systemwide",,,"New York","NY","2020-04-08T12:41:24.000",,"Due to operational activity, Systemwide (New York) Metro-North will operate on an hourly schedule on the Hudson, Harlem and New Haven Lines on both weekdays and weekends. The new, temporary schedule is in response to a reduction in ridership of more than 95 percent as customers in the region have honored stay-at-home orders as a precaution against COVID-19. We would like to remind customers that trains are running for healthcare workers, first responders and essential personnel only. If you don't absolutely need to be traveling, please stay home. The service modification also includes the following changes: On the Harlem Line, trains will operate every two hours on weekdays between Southeast and Wassaic; there is no service between Southeast and Wassaic on weekends. Trains will operate hourly on the New Canaan Branch and every three hours on the Danbury and Waterbury Branches daily, Continuous Monday April 13th, 2020 12:00 AM thru Monday June 8th, 2020 11:59 PM","MTA - Metro-North Railroad","40.752746","-73.976935"
"construction","New York State Thruway-State Wide Operations Center - Albany","I-90 - Berkshire Connector","Eastbound","from Coeymans","Albany","NY","2020-04-08T11:10:27.000",,"Road maintenance operations, right lane closed on I-90 - Berkshire Connector eastbound from after I-87 Exit 21A - Start of Berkshire Connector to before Exit B1 - Hudson - Rensselaer (US9 - I-90W) until further notice. [CARS CAD-200990086]","New York State Thruway-State Wide Operations Center - Albany","42.514791","-73.787964"
"construction","New Jersey DOT - Statewide Traffic Management Center","US 9","Northbound","area of Old Bridge Twp","Middlesex","NJ","2020-04-08T10:32:15.000",,"Construction on US 9 northbound area of Spring Valley Rd (Old Bridge Twp) , Monday April 20th, 2020 thru Saturday April 25th, 2020, Monday thru Friday, 08:00 PM thru 05:00 AM, right lane and shoulder closed","New Jersey DOT - Statewide Traffic Management Center","40.371726","-74.306404"
"incident","MTA NYC Transit Subway","Times Square-Grand Central Station Shuttle","Both directions","between Manhattan","New York","NY","2020-04-08T09:47:12.000",,"Due to operational activity, both directions Times Square-Grand Central Station Shuttle between Grand Central-42nd Street Station (Manhattan) and Times Square-42nd Street Station (Manhattan) Until further notice As part of the MTA Essential Service plan, the 42 St Shuttle will not run. For crosstown service, take the 7 train., Wednesday April 8th, 2020 thru Friday May 1st, 2020, Sunday thru Saturday, 09:45 PM thru 11:59 PM, service suspended","MTA NYC Transit Subway","40.752071","-73.977653"
"construction","New Jersey DOT - Statewide Traffic Management Center","NJ 24","Eastbound","ramp to Hanover Twp","Morris","NJ","2020-04-08T09:29:11.000",,"Road maintenance operations on NJ 24 eastbound ramp to Exit 2 - CR 510/Columbia Turnpike (Hanover Twp) , Continuous Wednesday April 8th, 2020 12:00 AM thru Wednesday May 13th, 2020 11:59 PM ramp closed and detoured","New Jersey DOT - Statewide Traffic Management Center","40.79114","-74.426166"
"road maintenance operations","New Jersey DOT - Statewide Traffic Management Center","I-80","Westbound","Mount Arlington","Morris","NJ","2020-04-07T21:47:11.000",,"Road maintenance operations on I-80 westbound Exit 30 - Howard Blvd (Mount Arlington) , Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 03:00 PM, left lane closed","New Jersey DOT - Statewide Traffic Management Center","40.897155","-74.635298"
"incident","MTA NYC Transit Subway","# 4 Line","Both directions","between Bronx","Bronx","NY","2020-04-07T16:35:17.000",,"Due to Operational activity, both directions # 4 Line between Woodlawn Station (Bronx) and Utica Avenue-Crown Hts Station (Brooklyn) trains are running approximately every 8 minutes between Woodlawn and Crown Hts-Utica Av.","MTA NYC Transit Subway","40.887529","-73.878011"
"operational activity","New Jersey DOT - Statewide Traffic Management Center","I-676",,"Camden","Camden","NJ","2020-04-07T15:07:20.000",,"Operational activity on I-676 Exit 5B - Linden St/N. 8th St (Camden) area delays due to COVID-19 Testing Site at Cooper's Poynt Park, Monday April 6th, 2020 thru Wednesday May 6th, 2020, Sunday thru Saturday, 08:00 AM thru 04:00 PM","New Jersey DOT - Statewide Traffic Management Center","39.942612","-75.113479"
"operational activity","New Jersey DOT - Statewide Traffic Management Center","NJ 440",,"Bayonne","Hudson","NJ","2020-04-07T15:07:20.000",,"Operational activity on NJ 440 W 63rd St (Bayonne) area delays due to COVID-19 Testing Site at Jersey City designated area, Monday April 6th, 2020 thru Wednesday May 6th, 2020, Sunday thru Saturday, 08:00 AM thru 04:00 PM","New Jersey DOT - Statewide Traffic Management Center","40.694963","-74.10893"
"bridge work","New York State Department of Transportation (Region 8)","Taconic State Parkway","Northbound","between East Fishkill","Dutchess","NY","2020-04-07T12:59:34.000",,"Bridge work on Taconic State Parkway northbound between Exit 38 - NY 52 (East Fishkill) and Exit 41 - Beekman Rd. - CR 9 (East Fishkill) D263817, Continuous Tuesday April 14th, 2020 12:00 AM thru Sunday April 26th, 2020 11:59 PM right lane closure","New York State Department of Transportation (Region 8)","41.557899","-73.780502"
"road rehabilitation","New York State Department of Transportation (Region 8)","Taconic State Parkway","Southbound","between Putnam Valley","Putnam","NY","2020-04-07T09:38:20.000",,"Road rehabilitation on Taconic State Parkway southbound between Exit 23 - Bryant Pond Rd. - CR 30 (Putnam Valley) and Exit 20 - US 6 (Yorktown) D263996 - This is a moving operation, use caution in the work zone - delays may exist, plan travel accordingly, Wednesday April 22nd, 2020 thru Friday April 24th, 2020, Wednesday/Thursday/Friday, 10:00 AM thru 04:00 PM various lane closures","New York State Department of Transportation (Region 8)","41.371615","-73.801034"
"road rehabilitation","New York State Department of Transportation (Region 8)","Taconic State Parkway","Northbound","between Yorktown","Westchester","NY","2020-04-07T09:38:20.000",,"Road rehabilitation on Taconic State Parkway northbound between Exit 20 - US 6 (Yorktown) and Exit 31A - NY 301 EB; Kent/Putnam Valley Town Line (Putnam Valley) D263996 - This is a moving operation, use caution in the work zone - delays may exist, plan travel accordingly, Wednesday April 22nd, 2020 thru Friday April 24th, 2020, Wednesday/Thursday/Friday, 07:00 AM thru 03:00 PM various lane closure","New York State Department of Transportation (Region 8)","41.3297","-73.817901"
"roadwork","New York State Department of Transportation (Region 8)","I-587","Both directions","between Kingston","Ulster","NY","2020-04-07T07:13:12.000",,"Roadwork on I-587 both directions between Albany Avenue; NY 32; START ROUTE I-587; Broadway (Kingston) and Sandy Road (Kingston) D264036, Monday April 20th, 2020 thru Thursday April 23rd, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closures, Monday April 27th, 2020 thru Thursday April 30th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closures, Monday May 4th, 2020 thru Thursday May 7th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closures, Monday May 11th, 2020 thru Thursday May 14th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closures, Monday May 18th, 2020 thru Thursday May 21st, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closures, Tuesday May 26th, 2020, 10:00 AM thru 06:00 PM, left lane closures, Wednesday May 27th, 2020 thru Thursday May 28th, 2020 Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closures, Monday June 1st, 2020 thru Thursday June 4th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closure, Monday June 8th, 2020 thru Thursday June 11th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closure, Monday June 15th, 2020 thru Thursday June 18th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closure, Monday June 22nd, 2020 thru Thursday June 25th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 06:30 AM thru 06:00 PM, left lane closure, Monday June 29th, 2020 thru Tuesday June 30th, 2020 Monday/ Tuesday, 06:30 AM thru 06:00 PM, left lane closure","New York State Department of Transportation (Region 8)","41.932598","-74.011199"
"incident","MTA NYC Transit Subway","Staten Island Railway","Both directions","between Staten Island","Richmond","NY","2020-04-07T01:30:43.000",,"Due to Schedule modification, both directions Staten Island Railway between Tottenville Station (Staten Island) and St George Ferry Terminal Station (Staten Island) rains run hourly making all station stops to accommodate SI Ferry customers as part of the MTA's Essential Service plan. service will run as follows: Tottenville-Bound trains will operate hourly departing St. George Ferry Terminal at :06 after the hour. St. George-Bound trains will operate hourly departing Tottenville at :01 after every hour.","MTA NYC Transit Subway","40.512345","-74.253224"
"incident","MTA NYC Transit Subway","J Line","Both directions","between Queens","Queens","NY","2020-04-06T19:37:37.000",,"Due to Operational activity, both directions J Line between Jamaica Center-Parsons/Archer Station (Queens) and Broad Street Station (Manhattan) running every 10-12 minutes as part of the MTA's Essential Service plan.","MTA NYC Transit Subway","40.702411","-73.800085"
"incident","MTA NYC Transit Subway","C Line","Both directions","between Brooklyn","Kings","NY","2020-04-06T19:34:34.000",,"Due to Operational activity, both directions C Line service suspended between Euclid Avenue Station (Brooklyn) and 168th Street-Washington Hts Station (Manhattan) as part of the MTA's Essential Service plan. A trains are making all local stops in Manhattan and Brooklyn. Also, consider the E for local service in midtown Manhattan.","MTA NYC Transit Subway","40.6755","-73.872125"
"incident","MTA NYC Transit Subway","# 5 Line","Both directions","between Bronx","Bronx","NY","2020-04-06T19:08:16.000",,"Due to Operational activity, both directions # 5 Line between Dyre Avenue-Eastchester Station (Bronx) and Bowling Green Station (Manhattan) trains are running approximately every 12 minutes We're running as many trains as we possibly can with the crews we have available. As part of MTA's Essential Service Plan.","MTA NYC Transit Subway","40.889158","-73.831155"
"incident","MTA NYC Transit Subway","G Line","Both directions","between Queens","Queens","NY","2020-04-06T18:31:24.000",,"Due to Operational activity, both directions G Line between Court Square Station (Queens) and Church Avenue Station (Brooklyn) trains are running every 10-15 minutes as part of the MTA's Essential Service plan.","MTA NYC Transit Subway","40.746397","-73.944422"
"incident","NJ Transit Rail","Systemwide",,,,"NJ","2020-04-06T18:28:14.000",,"Due to Operational activity Systemwide Effective immediately and continuing until further notice, all station waiting rooms will be temporarily closed systemwide due to community-health precautions surrounding the COVID-19 pandemic. Access to trains and platforms will remain open at most stations unless otherwise posted. Customers may continue to purchase tickets at available station TVMs or through the NJ TRANSIT mobile app.","NJ Transit Rail","40.734104","-74.164123"
"utility work","New York State Department of Transportation (Region 8)","US 9","Southbound","between Rhinebeck","Dutchess","NY","2020-04-06T16:32:22.000",,"Utility work on US 9 southbound between Montgomery Street (Rhinebeck) and East Market Street; NY 308; West Market Street (Rhinebeck) 20200883347, Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 04:30 PM center lane closures","New York State Department of Transportation (Region 8)","41.926917","-73.912584"
"roadwork","New York State Department of Transportation Region 3","I-690","Eastbound","before Geddes","Onondaga","NY","2020-04-06T16:15:15.000",,"Roadwork on I-690 eastbound before Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes), Continuous Wednesday April 8th, 2020 09:00 AM thru Wednesday July 1st, 2020 03:00 PM left shoulder closed","New York State Department of Transportation Region 3","43.0764","-76.214302"
"incident","Newark AirTrain","Newark AirTrain",,,,"NJ","2020-04-06T16:06:18.000",,"Due to Operational activity at Newark Liberty Airport Station Newark AirTrain will operate on a modified schedule and service from 8pm until 6am until further notice. A three train shuttle will operate. Trains will run from the Rail Link station to Terminal C, from Terminal C to Terminal A and from Terminal A to P3. Daytime service remains unchanged at this time.","Newark AirTrain","40.694258","-74.184179"
"incident","Port Authority Trans-Hudson","Systemwide","Both directions",,"Essex","NJ","2020-04-06T15:29:39.000",,"Due to Operational activity, both directions Systemwide (Newark) operates on a modified schedule until further notice. The first and last car of PATH trains will be closed to passengers until further notice. PATH is operating in a manner that is allowing customers to social distance, PATH will continue to monitor conditions at all stations. For real-time info use RidePATH App.","Port Authority Trans-Hudson","40.733773","-74.163271"
"roadwork","New York State Department of Transportation Region 9","I-88","Both directions","between Richmondville","Schoharie","NY","2020-04-06T11:22:22.000",,"Roadwork, roadwork on I-88 both directions between Exit 21 - Mickle Road; I-88 ramps (Exit 21) to NY 7/NY 10; Warnersville (Richmondville) and Exit 22 - NY 145 (Cobleskill) 1 alternate lanes of 2 lanes blocked for bridge work to occur from 4/6 through 7/31/20 during the hours of 7:00 AM to 5:30 PM. This work is not weather depndent with no flagger personnel present. IR# 39670 D264146","New York State Department of Transportation Region 9","42.652099","-74.514801"
"roadwork","New York State Department of Transportation Region 9","NY 41","Both directions","between Smithville","Chenango","NY","2020-04-06T08:55:16.000",,"Roadwork, roadwork on NY 41 both directions between Tarbell Road (Smithville) and NY 220 (Smithville) 1 alternate lanes of 2 lanes blocked for staged bridge replacement to occur from 4/6 through 11/1/20 with one way alternating traffic controlled via temporary signal. This work is not weather dependent with no flagger personnel present. IR# 39668 D264073","New York State Department of Transportation Region 9","42.416066","-75.828924"
"construction","New York State Department of Transportation Region 4","NY 19","Both directions","on Pike","Wyoming","NY","2020-04-06T08:21:21.000",,"Construction, street sweeping on NY 19 both directions on Town of Gainesville and Town of Pike Line (Pike) right shoulder closure until 1:00 P.M. Mobile Sweeping Operation in Gainesville & Pike NY.","New York State Department of Transportation Region 4","42.608798","-78.134002"
"operational activity","New Jersey DOT - Statewide Traffic Management Center","US 1",,"West Windsor Twp","Mercer","NJ","2020-04-06T08:14:15.000",,"Operational activity on US 1 Quaker Bridge Rd (West Windsor Twp) area delays due to COVID-19 Testing Site at Quakerbridge Mall, Monday April 6th, 2020 thru Wednesday May 6th, 2020, Sunday thru Saturday, 08:00 AM thru 04:00 PM","New Jersey DOT - Statewide Traffic Management Center","40.296681","-74.680059"
"roadwork","New York State Department of Transportation (Region 8)","NY 17M","Both directions","between Goshen","Orange","NY","2020-04-06T07:41:45.000",,"Roadwork on NY 17M both directions between South Street (Goshen) and Old Chester Road (Goshen) 20190876460, Monday April 20th, 2020 thru Saturday April 25th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 04:00 PM, various lane closures","New York State Department of Transportation (Region 8)","41.37929","-74.296602"
"roadwork","New York State Department of Transportation (Region 8)","NY 17","Both directions","between Goshen","Orange","NY","2020-04-06T07:31:17.000",,"Roadwork on NY 17 both directions between Exit 125 - South Street; NY 17M (Goshen) and Exit 126 - NY 94 (Orange) 20190876460 , Monday April 20th, 2020 thru Saturday April 25th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 02:30 PM, various lane closures","New York State Department of Transportation (Region 8)","41.3903","-74.319999"
"incident","NJ Transit Rail","Hudson Bergen Light Rail",,"from North Bergen Twp","Hudson","NJ","2020-04-06T05:45:26.000",,"Due to Schedule modification Hudson Bergen Light Rail from Tonnelle Ave Light Rail Stop (North Bergen Twp) to 8th St Light Rail Stop (Bayonne) Effective until futher notice. Hudson Bergen Light Rail service will operate on a weekend schedule.","NJ Transit Rail","40.787338","-74.031265"
"incident","MTA NYC Transit Bus","Various Brooklyn Buses",,,"New York/Kings","NY","2020-04-05T08:43:14.000",,"Due to Operational activity Various Brooklyn Buses in (Manhattan/Brooklyn) B4, B7, B8, B9, B11, B12, B13, B14, B15, B16, B17, B20, B24, Q24, B25, B26, B32, B35, B37, B38, B42, B43, B45, B47, B48, B52, B54, Q54, Q55, Q56, B57, Q58, Q59, B60, B61, B62, B63, B65, B67, B68, B69, B70, B82, B82-SBS, and B83 You may experience longer waits for buses while crews take precautions against COVID.","MTA NYC Transit Bus","40.678252","-73.944345"
"intersection improvements","New York State Department of Transportation (Region 8)","NY 28","Both directions","between Shandaken","Ulster","NY","2020-04-04T18:01:47.000",,"Intersection improvements on NY 28 both directions between Risley Road (Shandaken) and Hudler Road (Shandaken) D264093, Monday April 20th, 2020 thru Saturday April 25th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closure, Monday April 27th, 2020 thru Saturday May 2nd, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closure, Monday May 4th, 2020 thru Saturday May 9th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closure, Monday May 11th, 2020 thru Saturday May 16th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closure, Monday May 18th, 2020 thru Thursday May 21st, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 07:00 AM thru 06:00 PM, alternate lanes closure, Tuesday May 26th, 2020, 10:00 AM thru 06:00 PM, alternate lanes closure, Wednesday May 27th, 2020 thru Saturday May 30th, 2020 Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closure, Monday June 1st, 2020 thru Saturday June 6th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closures, Monday June 8th, 2020 thru Saturday June 13th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closure, Monday June 15th, 2020 thru Saturday June 20th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closure, Monday June 22nd, 2020 thru Saturday June 27th, 2020 Monday/ Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 07:00 AM thru 06:00 PM, alternate lanes closure, Monday June 29th, 2020 thru Wednesday July 1st, 2020 Monday/ Tuesday/ Wednesday, 07:00 AM thru 06:00 PM, alternate lanes closure","New York State Department of Transportation (Region 8)","42.034943","-74.276286"
"incident","MTA NYC Transit Subway","R Line","Both directions","between Manhattan","New York","NY","2020-04-04T07:56:14.000",,"Due to Operational activity, both directions R Line between Whitehall Street-South Ferry Station (Manhattan) and Bay Ridge-95th Street Station (Brooklyn) trains run every 12 minutes as part of the MTA's Essential Service plan.","MTA NYC Transit Subway","40.701445","-74.012474"
"bridge rehabilitation","Westchester County Department of Public Works","Bronx River Parkway","Northbound","between Mount Vernon","Westchester","NY","2020-04-04T06:01:24.000",,"Bridge rehabilitation on Bronx River Parkway northbound between Exit 11E - Cross County Parkway (Mount Vernon) and Exit - Sprain Brook Parkway (Yonkers) , Continuous Friday April 10th, 2020 12:00 AM thru Sunday April 26th, 2020 11:59 PM 1 lane remains closed","Westchester County Department of Public Works","40.9228","-73.8452"
"construction","New Jersey Department of Transportation - Traffic Operations Center South","NJ 72","Eastbound","area of Stafford Twp","Ocean","NJ","2020-04-03T21:53:20.000",,"Construction on NJ 72 eastbound area of Washington Ave (Stafford Twp) , Friday April 10th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 PM thru 07:00 AM, right lane closed","New Jersey Department of Transportation - Traffic Operations Center South","39.705187","-74.274363"
"construction","New Jersey DOT - Statewide Traffic Management Center","NJ 10","Westbound","ramp to Randolph Twp","Morris","NJ","2020-04-03T21:23:12.000",,"Construction on NJ 10 westbound ramp to CR 656 (Randolph Twp) , Monday April 6th, 2020 thru Friday April 24th, 2020, Sunday thru Saturday, 09:00 AM thru 03:00 PM, lane shift","New Jersey DOT - Statewide Traffic Management Center","40.864821","-74.557265"
"construction","New Jersey DOT - Statewide Traffic Management Center","NJ 28","Both directions","between Cranford Twp","Union","NJ","2020-04-03T20:37:12.000",,"Construction on NJ 28 both directions between Garden State Parkway (Cranford Twp) and CR 616A/Galloping Hill Rd (Roselle Park) , Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 08:00 AM thru 04:00 PM, right lane closed for repairs","New Jersey DOT - Statewide Traffic Management Center","40.658085","-74.289947"
"operational activity","Delaware River Port Authority","Commodore Barry Bridge","Westbound","approaching Logan Twp","Gloucester","NJ","2020-04-03T18:37:10.000",,"Operational Activity on Commodore Barry Bridge westbound approaching New Jersey Side - Toll Plaza (Logan Twp) EZ-Pass toll lanes open to traffic BE ADVISED ALL BRIDGES ARE CASHLESS. ALL VEHICLES MUST USE EZPASS LANES.","Delaware River Port Authority","39.809982","-75.352331"
"traffic signal repairs","New York State Department of Transportation Region 3","NY 34B","Both directions","at Lansing","Tompkins","NY","2020-04-03T18:20:16.000",,"Traffic signal repairs on NY 34B both directions at North Triphammer Road; CR 122; NY 122 (Lansing) alternate lane closures in all directions, Monday April 6th, 2020 thru Friday November 20th, 2020, Monday thru Friday, 07:00 AM thru 03:30 PM","New York State Department of Transportation Region 3","42.538398","-76.4925"
"traffic signal repairs","New York State Department of Transportation Region 3","NY 34","Both directions","at Lansing","Tompkins","NY","2020-04-03T18:18:14.000",,"Traffic signal repairs on NY 34 both directions at Ridge Road; NY 34B (Lansing) alternate lane closures in all directions, Monday April 6th, 2020 thru Friday November 20th, 2020, Monday thru Friday, 07:00 AM thru 03:30 PM","New York State Department of Transportation Region 3","42.537998","-76.505996"
"incident","NJ Transit Rail","Gladstone Branch","Both directions","into/out of Gladstone","Somerset","NJ","2020-04-03T18:02:10.000",,"Due to operational activity, both directions Gladstone Branch into/out of Gladstone Station (Gladstone) Lakeland Bus Service continues to provide weekend substitute bus service, replacing trains on NJ TRANSIT's Gladstone Branch rail line., Continuous Saturday April 4th, 2020 6:30 AM thru Sunday May 3rd, 2020 11:59 PM , bus service only","NJ Transit Rail","40.721265","-74.667066"
"construction","Niagra International Transportation Technology Coaliition","US 62","Southbound","Amherst","Erie","NY","2020-04-03T16:31:31.000",,"Construction on US 62 southbound Tonawanda Creek Road (Amherst) to Creekside Drive (Amherst) Not currently scheduled","Niagra International Transportation Technology Coaliition","43.042598","-78.8246"
"safety improvements","New York State Department of Transportation (Region 8)","NY 9A","Northbound","ramp to Croton on Hudson","Westchester","NY","2020-04-03T16:01:16.000",,"Safety improvements on NY 9A northbound ramp to Croton Point Avenue (Croton on Hudson) 20190883245, Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, right shoulder closures, Monday April 27th, 2020 thru Friday May 1st, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, right shoulder closures","New York State Department of Transportation (Region 8)","41.191978","-73.880439"
"utility work","New Jersey Department of Transportation - Traffic Operations Center South","NJ 73","Both directions","between Winslow Twp","Camden","NJ","2020-04-03T14:16:13.000",,"Utility work on NJ 73 both directions between South of CR 680/Tom Wells Rd (Winslow Twp) and South of US 30 (Winslow Twp) , Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 05:00 PM, right lane and shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","39.735554","-74.907333"
"deck work","New York State Department of Transportation Region 3","I-81","Northbound","between Syracuse","Onondaga","NY","2020-04-03T13:10:26.000",,"Deck work on I-81 northbound between Exit 18 - Adams Street; Harrison Street (Syracuse) and I-690 West (Syracuse), Thursday April 23rd, 2020 thru Thursday April 30th, 2020, Monday thru Friday, 07:00 AM thru 03:00 PM left and center lanes closed","New York State Department of Transportation Region 3","43.039398","-76.142097"
"drainage improvements","New York State Department of Transportation (Region 8)","Taconic State Parkway","Southbound",,"Dutchess","NY","2020-04-03T11:25:36.000",,"Drainage improvements on Taconic State Parkway southbound between Exit 58 - NY 115 - Salt Point Turnpike (Clinton) and Exit 43A - NY 82 Northbound (East Fishkill) D263999 - Motorists are advised to plan travel accordingly as delays may exist and to proceed with caution through the work zone, Continuous Monday March 30th, 2020 09:00 AM thru Friday May 15th, 2020 11:59 PM various lanes closed","New York State Department of Transportation (Region 8)","41.824614","-73.771904"
"bridge work","New York State Department of Transportation Region 3","930P; Bridge Street","Northbound","under De Witt","Onondaga","NY","2020-04-03T11:02:20.000",,"Bridge work on 930P; Bridge Street northbound under I-690 (De Witt), Continuous Monday April 6th, 2020 07:00 AM thru Tuesday June 30th, 2020 04:00 PM left lane closed","New York State Department of Transportation Region 3","43.056999","-76.066802"
"bridge rehabilitation, deck work","New York State Department of Transportation Region 3","I-690","Westbound","at Geddes","Onondaga","NY","2020-04-03T10:29:13.000",,"Bridge rehabilitation and deck work on I-690 westbound at Exit 5 - State Fair Boulevard; Van Vleck Road; CR 80 (Geddes) , Continuous Thursday April 16th, 2020 7:00 AM thru Monday August 17th, 2020 3:00 PM 2 right lanes closed","New York State Department of Transportation Region 3","43.1067","-76.253402"
