"county","fips","bggeoid10","latitude","longitude","location_1"
"Bronx","36005","360050039001","40.8081960","-73.9177200","(40.808196, -73.91772)"
"Bronx","36005","360050050014","40.8252420","-73.8760060","(40.825242, -73.876006)"
"Bronx","36005","360050072001","40.8302500","-73.8605720","(40.83025, -73.860572)"
"Bronx","36005","360050093001","40.8104820","-73.8956350","(40.810482, -73.895635)"
"Bronx","36005","360050429023","40.8761720","-73.8754550","(40.876172, -73.875455)"
"Cattaraugus","36009","360099618006","42.0644410","-78.4297010","(42.064441, -78.429701)"
"Franklin","36033","360339506002","44.6993160","-74.1484160","(44.699316, -74.148416)"
"Fulton","36035","360359708002","43.0410420","-74.3427100","(43.041042, -74.34271)"
"Kings","36047","360470035001","40.6852720","-73.9765980","(40.685272, -73.976598)"
"Kings","36047","360470069001","40.6856580","-73.9898060","(40.685658, -73.989806)"
"Kings","36047","360470230003","40.6399370","-73.9864090","(40.639937, -73.986409)"
"Kings","36047","360470259021","40.6969660","-73.9451540","(40.696966, -73.945154)"
"Kings","36047","360470377004","40.6839330","-73.9215580","(40.683933, -73.921558)"
"Kings","36047","360470403003","40.6854650","-73.9090350","(40.685465, -73.909035)"
"Kings","36047","360470527001","40.7086680","-73.9514970","(40.708668, -73.951497)"
"Kings","36047","360470539001","40.7018550","-73.9631250","(40.701855, -73.963125)"
"Kings","36047","360470866003","40.6545930","-73.9272700","(40.654593, -73.92727)"
"Kings","36047","360470906003","40.6720700","-73.9092240","(40.67207, -73.909224)"
"Monroe","36055","360550035001","43.1334610","-77.6027440","(43.133461, -77.602744)"
"Monroe","36055","360550053001","43.1744900","-77.5815570","(43.17449, -77.581557)"
"Monroe","36055","360550088002","43.1746070","-77.6640930","(43.174607, -77.664093)"
"Monroe","36055","360550109011","43.1932190","-77.5659790","(43.193219, -77.565979)"
"New York","36061","360610192001","40.8014410","-73.9301140","(40.801441, -73.930114)"
"Onondaga","36067","360670111021","43.1238400","-76.2110490","(43.12384, -76.211049)"
"Orange","36071","360710004002","41.5047170","-74.0050530","(41.504717, -74.005053)"
"Queens","36081","360810031001","40.7540570","-73.9354520","(40.754057, -73.935452)"
"Queens","36081","360810043002","40.7591480","-73.9389160","(40.759148, -73.938916)"
"Queens","36081","360810260002","40.6916830","-73.7952590","(40.691683, -73.795259)"
"Queens","36081","360810274001","40.6849050","-73.7889890","(40.684905, -73.788989)"
"Bronx","36005","360050061001","40.8252179","-73.9202975","(40.8252179, -73.9202975)"
"Kings","36047","360471130004","40.6597974","-73.8953427","(40.6597974, -73.8953427)"
"Bronx","36005","360050399022","40.8595849","-73.8939541","(40.8595849, -73.8939541)"
"Kings","36047","360470139004","40.6688898","-73.9865823","(40.6688898, -73.9865823)"
"Queens","36081","360810394001","40.6917750","-73.7576730","(40.691775, -73.757673)"
"Bronx","36005","360050336006","40.8672576","-73.8682502","(40.8672576, -73.8682502)"
"St. Lawrence","36089","360894903001","44.9270752","-74.8887047","(44.9270752, -74.8887047)"
"Bronx","36005","360050093006","40.8063931","-73.8829019","(40.8063931, -73.8829019)"
"Albany","36001","360010002004","42.6564868","-73.755763","(42.6564868, -73.755763)"
"Kings","36047","360470145001","40.6601235","-73.992902","(40.6601235, -73.992902)"
"Cortland","36023","360239706002","42.5997124","-76.1763501","(42.5997124, -76.1763501)"
"Kings","36047","360471128002","40.6617844","-73.8919061","(40.6617844, -73.8919061)"
"Sullivan","36105","361059502002","41.8871637","-74.8236427","(41.8871637, -74.8236427)"
"Bronx","36005","360050374001","40.8721925","-73.8662685","(40.8721925, -73.8662685)"
"Kings","36047","360471106001","40.6579938","-73.8848055","(40.6579938, -73.8848055)"
"Kings","36047","360471192003","40.677549","-73.8792434","(40.677549, -73.8792434)"
"Westchester","36119","361190063004","40.9114628","-73.788885","(40.9114628, -73.788885)"
"Queens","36081","360810401003","40.7494100","-73.8564040","(40.74941, -73.856404)"
"New York","36061","360610273002","40.853445","-73.9368981","(40.853445, -73.9368981)"
"Kings","36047","360470076003","40.6444986","-74.0160873","(40.6444986, -74.0160873)"
"Kings","36047","360470220002","40.6349198","-73.995214","(40.6349198, -73.995214)"
"Queens","36081","360810403003","40.7485410","-73.8593240","(40.748541, -73.859324)"
"Kings","36047","360470361002","40.6688112","-73.9203665","(40.6688112, -73.9203665)"
"Bronx","36005","360050087005","40.8215994","-73.896713","(40.8215994, -73.896713)"
"Erie","36029","360290037001","42.9188715","-78.8067542","(42.9188715, -78.8067542)"
"Queens","36081","360810547003","40.7022393","-73.9111993","(40.7022393, -73.9111993)"
"Bronx","36005","360050239004","40.8589889","-73.9041038","(40.8589889, -73.9041038)"
"Sullivan","36105","361059523001","41.5703095","-74.9953079","(41.5703095, -74.9953079)"
"Kings","36047","360470520002","40.6366695","-73.9635656","(40.6366695, -73.9635656)"
"Monroe","36055","360550087013","43.1661554","-77.6590473","(43.1661554, -77.6590473)"
"Otsego","36077","360775913001","42.4666647","-75.06346","(42.4666647, -75.06346)"
"St. Lawrence","36089","360894927005","44.311885","-75.5199626","(44.311885, -75.5199626)"
"St. Lawrence","36089","360894902004","44.9263084","-74.8946584","(44.9263084, -74.8946584)"
"Franklin","36033","360339504002","44.8531856","-74.2831746","(44.8531856, -74.2831746)"
"Kings","36047","360470315004","40.6778127","-73.9513001","(40.6778127, -73.9513001)"
"New York","36061","360610036011","40.7218441","-73.9896236","(40.7218441, -73.9896236)"
"Bronx","36005","360050411001","40.877251","-73.8861168","(40.877251, -73.8861168)"
"Westchester","36119","361190030001","40.9095255","-73.8403402","(40.9095255, -73.8403402)"
