"month","division","line","num_sched_trains","num_actual_trains","service_delivered"
"2020-09","B DIVISION","G","945","937","0.9915"
"2020-09","B DIVISION","JZ","1071","1061","0.9907"
"2020-09","B DIVISION","L","2016","1996","0.9901"
"2020-09","B DIVISION","M","1890","1821","0.9635"
"2020-09","B DIVISION","N","1888","1799","0.9529"
"2020-09","B DIVISION","Q","2163","2092","0.9672"
"2020-09","B DIVISION","R","2079","1971","0.9481"
"2020-09","B DIVISION","S Fkln","756","756","1"
"2020-09","B DIVISION","S Rock","462","457","0.9892"
"2020-09","B DIVISION","W","819","756","0.9231"
"2020-08","A DIVISION","1","1743","1691","0.9702"
"2020-08","A DIVISION","2","2310","2157","0.9338"
"2020-08","A DIVISION","3","2142","1979","0.9239"
"2020-08","A DIVISION","4","2961","2803","0.9466"
"2020-08","A DIVISION","5","2527","2326","0.9205"
"2020-08","A DIVISION","6","2151","2064","0.9596"
"2020-08","A DIVISION","7","2856","2650","0.9279"
"2020-08","A DIVISION","S 42nd","1600","1586","0.9913"
"2020-08","B DIVISION","A","2709","2537","0.9365"
"2020-08","B DIVISION","B","1764","1648","0.9342"
"2020-08","B DIVISION","C","1218","1173","0.9631"
"2020-08","B DIVISION","D","1911","1852","0.9691"
"2020-08","B DIVISION","E","1638","1596","0.9744"
"2020-08","B DIVISION","F","1866","1871","1.0027"
"2020-08","B DIVISION","G","945","931","0.9852"
"2020-08","B DIVISION","JZ","1071","1052","0.9823"
"2020-08","B DIVISION","L","2016","2022","1.003"
"2020-08","B DIVISION","M","1890","1825","0.9656"
"2020-08","B DIVISION","N","1890","1800","0.9524"
"2020-08","B DIVISION","Q","2163","2054","0.9496"
"2020-08","B DIVISION","R","2079","1983","0.9538"
"2020-08","B DIVISION","S Fkln","756","755","0.9987"
"2020-08","B DIVISION","S Rock","462","449","0.9719"
"2020-08","B DIVISION","W","819","767","0.9365"
"2020-07","A DIVISION","1","1743","1721","0.9874"
"2020-07","A DIVISION","2","2310","2230","0.9654"
"2020-07","A DIVISION","3","2142","2081","0.9715"
"2020-07","A DIVISION","4","2961","2870","0.9693"
"2020-07","A DIVISION","5","2585","2388","0.9238"
"2020-07","A DIVISION","6","2163","2104","0.9727"
"2020-07","A DIVISION","7","2992","2922","0.9766"
"2020-07","B DIVISION","A","2838","2666","0.9394"
"2020-07","B DIVISION","B","1848","1762","0.9535"
"2020-07","B DIVISION","C","1272","1216","0.956"
"2020-07","B DIVISION","D","2002","1947","0.9725"
"2020-07","B DIVISION","E","1716","1676","0.9767"
"2020-07","B DIVISION","F","1977","1948","0.9853"
"2020-07","B DIVISION","G","990","979","0.9889"
"2020-07","B DIVISION","JZ","1122","1095","0.9759"
"2020-07","B DIVISION","L","2112","2090","0.9896"
"2020-07","B DIVISION","M","1980","1894","0.9566"
"2020-07","B DIVISION","N","1980","1866","0.9424"
"2020-07","B DIVISION","Q","2266","2179","0.9616"
"2020-07","B DIVISION","R","2178","2056","0.944"
"2020-07","B DIVISION","S Fkln","792","789","0.9962"
"2020-07","B DIVISION","S Rock","484","482","0.9959"
"2020-07","B DIVISION","W","858","781","0.9103"
"2020-06","A DIVISION","1","1789","1783","0.9966"
"2020-06","A DIVISION","2","2420","2390","0.9876"
"2020-06","A DIVISION","3","2244","2226","0.992"
"2020-06","A DIVISION","4","3102","3016","0.9723"
"2020-06","A DIVISION","5","2459","2362","0.9606"
"2020-06","A DIVISION","6","2134","2090","0.9794"
"2020-06","A DIVISION","7","2759","2695","0.9768"
"2020-06","B DIVISION","A","2382","2281","0.9576"
"2020-06","B DIVISION","B","1428","1375","0.9629"
"2020-06","B DIVISION","C","1268","1216","0.959"
"2020-06","B DIVISION","D","1997","1951","0.977"
"2020-06","B DIVISION","E","1536","1494","0.9727"
"2020-06","B DIVISION","F","1947","1932","0.9923"
"2020-06","B DIVISION","G","945","955","1.0106"
"2020-06","B DIVISION","JZ","1042","1026","0.9846"
"2020-06","B DIVISION","L","1034","1056","1.0213"
"2020-06","B DIVISION","M","1950","1912","0.9805"
"2020-06","B DIVISION","N","1975","1904","0.9641"
"2020-06","B DIVISION","Q","2266","2216","0.9779"
"2020-06","B DIVISION","R","2139","2043","0.9551"
"2020-06","B DIVISION","S Fkln","792","789","0.9962"
"2020-06","B DIVISION","S Rock","452","447","0.9889"
"2020-06","B DIVISION","W","663","618","0.9321"
"2020-05","A DIVISION","1","920","895","0.9728"
"2020-05","A DIVISION","2","2200","2184","0.9927"
"2020-05","A DIVISION","3","1954","1964","1.0051"
"2020-05","A DIVISION","4","2820","2760","0.9787"
"2020-05","A DIVISION","5","1200","1168","0.9733"
"2020-05","A DIVISION","6","925","927","1.0022"
"2020-05","A DIVISION","7","1063","1041","0.9793"
"2020-05","B DIVISION","A","1440","1429","0.9924"
"2020-05","B DIVISION","C","1160","1155","0.9957"
"2020-05","B DIVISION","D","1477","1476","0.9993"
"2020-05","B DIVISION","E","600","595","0.9917"
"2020-05","B DIVISION","F","1200","1215","1.0125"
"2020-05","B DIVISION","G","600","600","1"
"2020-05","B DIVISION","JZ","700","699","0.9986"
"2020-05","B DIVISION","L","753","755","1.0027"
"2020-05","B DIVISION","M","1200","1195","0.9958"
"2020-05","B DIVISION","N","1474","1463","0.9925"
"2020-05","B DIVISION","Q","2060","2031","0.9859"
"2020-05","B DIVISION","R","1200","1206","1.005"
"2020-05","B DIVISION","S Fkln","720","713","0.9903"
"2020-05","B DIVISION","S Rock","360","360","1"
"2020-04","A DIVISION","1","598","564","0.9431"
"2020-04","A DIVISION","2","1177","1095","0.9303"
"2020-04","A DIVISION","3","767","769","1.0026"
"2020-04","A DIVISION","4","1272","1245","0.9788"
"2020-04","A DIVISION","5","780","772","0.9897"
"2020-04","A DIVISION","6","572","577","1.0087"
"2020-04","A DIVISION","7","675","543","0.8044"
"2020-04","B DIVISION","A","676","660","0.9763"
"2020-04","B DIVISION","D","923","901","0.9762"
"2020-04","B DIVISION","E","390","375","0.9615"
"2020-04","B DIVISION","F","780","769","0.9859"
"2020-04","B DIVISION","G","495","394","0.796"
"2020-04","B DIVISION","JZ","455","367","0.8066"
"2020-04","B DIVISION","L","459","456","0.9935"
"2020-04","B DIVISION","M","789","655","0.8302"
"2020-04","B DIVISION","N","923","809","0.8765"
"2020-04","B DIVISION","Q","936","878","0.938"
"2020-04","B DIVISION","R","780","679","0.8705"
"2020-04","B DIVISION","S Fkln","468","467","0.9979"
"2020-04","B DIVISION","S Rock","234","234","1"
"2020-03","A DIVISION","1","1245","1243","0.9984"
"2020-03","A DIVISION","2","1650","1631","0.9885"
"2020-03","A DIVISION","3","1530","1527","0.998"
"2020-03","A DIVISION","4","2035","1998","0.9818"
"2020-03","A DIVISION","5","1805","1795","0.9945"
"2020-03","A DIVISION","6","1545","1470","0.9515"
"2020-03","A DIVISION","7","2040","1996","0.9784"
"2020-03","A DIVISION","S 42nd","1550","1535","0.9903"
"2020-03","B DIVISION","A","1935","1843","0.9525"
"2020-03","B DIVISION","B","1260","1216","0.9651"
"2020-03","B DIVISION","C","1125","1061","0.9431"
"2020-03","B DIVISION","D","1365","1328","0.9729"
"2020-03","B DIVISION","E","1170","1093","0.9342"
"2020-03","B DIVISION","F","2175","2093","0.9623"
"2020-03","B DIVISION","G","675","659","0.9763"
"2020-03","B DIVISION","JZ","765","752","0.983"
"2020-03","B DIVISION","L","1440","1379","0.9576"
"2020-03","B DIVISION","M","1350","1268","0.9393"
"2020-03","B DIVISION","N","1350","1283","0.9504"
"2020-03","B DIVISION","Q","1545","1495","0.9676"
"2020-03","B DIVISION","R","1485","1404","0.9455"
"2020-03","B DIVISION","S Fkln","540","538","0.9963"
"2020-03","B DIVISION","S Rock","330","325","0.9848"
"2020-03","B DIVISION","W","585","536","0.9162"
"2020-02","A DIVISION","1","1577","1565","0.9924"
"2020-02","A DIVISION","2","2090","2054","0.9828"
"2020-02","A DIVISION","3","1938","1909","0.985"
"2020-02","A DIVISION","4","2679","2548","0.9511"
"2020-02","A DIVISION","5","2413","2291","0.9494"
"2020-02","A DIVISION","6","1954","1868","0.956"
"2020-02","A DIVISION","7","2584","2527","0.9779"
"2020-02","A DIVISION","S 42nd","1900","1865","0.9816"
"2020-02","B DIVISION","A","2451","2321","0.947"
"2020-02","B DIVISION","B","1596","1512","0.9474"
"2020-02","B DIVISION","C","1425","1366","0.9586"
"2020-02","B DIVISION","D","1729","1674","0.9682"
"2020-02","B DIVISION","E","1482","1424","0.9609"
"2020-02","B DIVISION","F","2755","2677","0.9717"
"2020-02","B DIVISION","G","855","828","0.9684"
"2020-02","B DIVISION","JZ","969","947","0.9773"
"2020-02","B DIVISION","L","1824","1765","0.9677"
"2020-02","B DIVISION","M","1710","1625","0.9503"
"2020-02","B DIVISION","N","1620","1532","0.9457"
"2020-02","B DIVISION","Q","1957","1892","0.9668"
"2020-02","B DIVISION","R","1881","1786","0.9495"
"2020-02","B DIVISION","S Fkln","684","676","0.9883"
"2020-02","B DIVISION","S Rock","418","419","1.0024"
"2020-02","B DIVISION","W","741","694","0.9366"
"2020-01","A DIVISION","1","1826","1773","0.971"
"2020-01","A DIVISION","2","2420","2322","0.9595"
"2020-01","A DIVISION","3","2244","2174","0.9688"
"2020-01","A DIVISION","4","3102","2965","0.9558"
"2020-01","A DIVISION","5","2794","2693","0.9639"
"2020-01","A DIVISION","6","2266","2193","0.9678"
"2020-01","A DIVISION","7","2931","2795","0.9536"
"2020-01","A DIVISION","S 42nd","2200","2133","0.9695"
"2020-01","B DIVISION","A","2838","2712","0.9556"
"2020-01","B DIVISION","B","1848","1796","0.9719"
"2020-01","B DIVISION","C","1650","1614","0.9782"
"2020-01","B DIVISION","D","2002","1943","0.9705"
"2020-01","B DIVISION","E","1716","1630","0.9499"
"2020-01","B DIVISION","F","3190","3080","0.9655"
"2020-01","B DIVISION","G","990","979","0.9889"
"2020-01","B DIVISION","JZ","1122","1105","0.9848"
"2020-01","B DIVISION","L","2112","2086","0.9877"
"2020-01","B DIVISION","M","1980","1877","0.948"
"2020-01","B DIVISION","N","1980","1889","0.954"
"2020-01","B DIVISION","Q","2266","2188","0.9656"
"2020-01","B DIVISION","R","2178","2058","0.9449"
"2020-01","B DIVISION","S Fkln","792","792","1"
"2020-01","B DIVISION","S Rock","484","473","0.9773"
"2020-01","B DIVISION","W","858","817","0.9522"
"2019-12","A DIVISION","1","1743","1717","0.9851"
"2019-12","A DIVISION","2","2310","2212","0.9576"
"2019-12","A DIVISION","3","2142","2060","0.9617"
"2019-12","A DIVISION","4","2961","2833","0.9568"
"2019-12","A DIVISION","5","2667","2523","0.946"
"2019-12","A DIVISION","6","2163","2074","0.9589"
"2019-12","A DIVISION","7","2840","2705","0.9525"
"2019-12","A DIVISION","S 42nd","2100","2040","0.9714"
"2019-12","B DIVISION","A","2709","2529","0.9336"
"2019-12","B DIVISION","B","1764","1669","0.9461"
"2019-12","B DIVISION","C","1575","1493","0.9479"
"2019-12","B DIVISION","D","1911","1841","0.9634"
"2019-12","B DIVISION","E","1638","1560","0.9524"
"2019-12","B DIVISION","F","3045","2966","0.9741"
"2019-12","B DIVISION","G","945","918","0.9714"
"2019-12","B DIVISION","JZ","1071","1052","0.9823"
"2019-12","B DIVISION","L","2016","1992","0.9881"
"2019-12","B DIVISION","M","1890","1794","0.9492"
"2019-12","B DIVISION","N","1890","1811","0.9582"
"2019-12","B DIVISION","Q","2163","2054","0.9496"
"2019-12","B DIVISION","R","2079","1973","0.949"
"2019-12","B DIVISION","S Fkln","756","756","1"
"2019-12","B DIVISION","S Rock","462","452","0.9784"
"2019-12","B DIVISION","W","819","775","0.9463"
"2019-11","A DIVISION","1","1660","1639","0.9873"
"2019-11","A DIVISION","2","2200","2171","0.9868"
"2019-11","A DIVISION","3","2040","2022","0.9912"
"2019-11","A DIVISION","4","2820","2670","0.9468"
"2019-11","A DIVISION","5","2540","2366","0.9315"
"2019-11","A DIVISION","6","2059","1930","0.9373"
"2019-11","A DIVISION","7","2721","2648","0.9732"
"2019-11","A DIVISION","S 42nd","2000","1936","0.968"
"2019-11","B DIVISION","A","2580","2453","0.9508"
"2019-11","B DIVISION","B","1681","1632","0.9709"
"2019-11","B DIVISION","C","1500","1447","0.9647"
"2019-11","B DIVISION","D","1820","1773","0.9742"
"2019-11","B DIVISION","E","1560","1478","0.9474"
"2019-11","B DIVISION","F","2900","2834","0.9772"
"2019-11","B DIVISION","G","902","879","0.9745"
"2019-11","B DIVISION","JZ","1020","998","0.9784"
"2019-11","B DIVISION","L","1920","1906","0.9927"
"2019-11","B DIVISION","M","1800","1736","0.9644"
"2019-11","B DIVISION","N","1800","1715","0.9528"
"2019-11","B DIVISION","Q","2060","1943","0.9432"
"2019-11","B DIVISION","R","1980","1900","0.9596"
"2019-11","B DIVISION","S Fkln","720","715","0.9931"
"2019-11","B DIVISION","S Rock","439","434","0.9886"
"2019-11","B DIVISION","W","780","742","0.9513"
"2019-10","A DIVISION","1","1909","1884","0.9869"
"2019-10","A DIVISION","2","2530","2504","0.9897"
"2019-10","A DIVISION","3","2346","2320","0.9889"
"2019-10","A DIVISION","4","3243","3080","0.9497"
"2019-10","A DIVISION","5","2921","2757","0.9439"
"2019-10","A DIVISION","6","2368","2236","0.9443"
"2019-10","A DIVISION","7","3136","2976","0.949"
"2019-10","A DIVISION","S 42nd","2300","2229","0.9691"
"2019-10","B DIVISION","A","2967","2786","0.939"
"2019-10","B DIVISION","B","1932","1868","0.9669"
"2019-10","B DIVISION","C","1725","1660","0.9623"
"2019-10","B DIVISION","D","2093","2019","0.9646"
"2019-10","B DIVISION","E","1794","1711","0.9537"
"2019-10","B DIVISION","F","3335","3171","0.9508"
"2019-10","B DIVISION","G","1035","1011","0.9768"
"2019-10","B DIVISION","JZ","1173","1159","0.9881"
"2019-10","B DIVISION","L","2208","2202","0.9973"
"2019-10","B DIVISION","M","2070","1986","0.9594"
"2019-10","B DIVISION","N","2070","1996","0.9643"
"2019-10","B DIVISION","Q","2369","2267","0.9569"
"2019-10","B DIVISION","R","2277","2191","0.9622"
"2019-10","B DIVISION","S Fkln","756","756","1"
"2019-10","B DIVISION","S Rock","503","502","0.998"
"2019-10","B DIVISION","W","897","855","0.9532"
"2019-09","A DIVISION","1","1660","1645","0.991"
"2019-09","A DIVISION","2","2200","2154","0.9791"
"2019-09","A DIVISION","3","2040","2025","0.9926"
"2019-09","A DIVISION","4","2820","2688","0.9532"
"2019-09","A DIVISION","5","2528","2392","0.9462"
"2019-09","A DIVISION","6","2059","1968","0.9558"
"2019-09","A DIVISION","7","2740","2710","0.9891"
"2019-09","A DIVISION","S 42nd","1900","1882","0.9905"
"2019-09","B DIVISION","A","2580","2459","0.9531"
"2019-09","B DIVISION","B","1680","1628","0.969"
"2019-09","B DIVISION","C","1500","1452","0.968"
"2019-09","B DIVISION","D","1820","1787","0.9819"
"2019-09","B DIVISION","E","1560","1500","0.9615"
"2019-09","B DIVISION","F","2891","2823","0.9765"
"2019-09","B DIVISION","G","891","885","0.9933"
"2019-09","B DIVISION","JZ","1020","999","0.9794"
"2019-09","B DIVISION","L","1920","1889","0.9839"
"2019-09","B DIVISION","M","1810","1755","0.9696"
"2019-09","B DIVISION","N","1800","1749","0.9717"
"2019-09","B DIVISION","Q","2060","2022","0.9816"
"2019-09","B DIVISION","R","1981","1924","0.9712"
"2019-09","B DIVISION","S Fkln","720","717","0.9958"
"2019-09","B DIVISION","S Rock","435","438","1.0069"
"2019-09","B DIVISION","W","780","760","0.9744"
"2019-08","A DIVISION","1","1826","1813","0.9929"
"2019-08","A DIVISION","2","2420","2337","0.9657"
"2019-08","A DIVISION","3","2244","2157","0.9612"
"2019-08","A DIVISION","4","3102","2938","0.9471"
"2019-08","A DIVISION","5","2794","2693","0.9639"
"2019-08","A DIVISION","6","2264","2201","0.9722"
"2019-08","A DIVISION","7","3011","2879","0.9562"
"2019-08","A DIVISION","S 42nd","2752","2736","0.9942"
"2019-08","B DIVISION","A","2838","2735","0.9637"
"2019-08","B DIVISION","B","1848","1809","0.9789"
"2019-08","B DIVISION","C","1650","1584","0.96"
"2019-08","B DIVISION","D","2002","1981","0.9895"
"2019-08","B DIVISION","E","1716","1636","0.9534"
"2019-08","B DIVISION","F","3168","3087","0.9744"
"2019-08","B DIVISION","G","968","989","1.0217"
"2019-08","B DIVISION","JZ","1122","1112","0.9911"
"2019-08","B DIVISION","L","2112","2047","0.9692"
"2019-08","B DIVISION","M","2002","1904","0.951"
"2019-08","B DIVISION","N","1980","1930","0.9747"
"2019-08","B DIVISION","Q","2266","2209","0.9748"
"2019-08","B DIVISION","R","2177","2072","0.9518"
"2019-08","B DIVISION","S Fkln","792","792","1"
"2019-08","B DIVISION","S Rock","462","464","1.0043"
"2019-08","B DIVISION","W","858","826","0.9627"
"2019-07","A DIVISION","1","1826","1753","0.96"
"2019-07","A DIVISION","2","2420","2292","0.9471"
"2019-07","A DIVISION","3","2244","2148","0.9572"
"2019-07","A DIVISION","4","3102","2825","0.9107"
"2019-07","A DIVISION","5","2794","2564","0.9177"
"2019-07","A DIVISION","6","2264","2133","0.9421"
"2019-07","A DIVISION","7","3008","2903","0.9651"
"2019-07","A DIVISION","S 42nd","3212","3078","0.9583"
"2019-07","B DIVISION","A","2838","2681","0.9447"
"2019-07","B DIVISION","B","1848","1806","0.9773"
"2019-07","B DIVISION","C","1650","1582","0.9588"
"2019-07","B DIVISION","D","2002","1976","0.987"
"2019-07","B DIVISION","E","1716","1655","0.9645"
"2019-07","B DIVISION","F","3168","3097","0.9776"
"2019-07","B DIVISION","G","968","978","1.0103"
"2019-07","B DIVISION","JZ","1122","1117","0.9955"
"2019-07","B DIVISION","L","2112","2078","0.9839"
"2019-07","B DIVISION","M","2002","1930","0.964"
"2019-07","B DIVISION","N","1980","1910","0.9646"
"2019-07","B DIVISION","Q","2266","2205","0.9731"
"2019-07","B DIVISION","R","2178","2102","0.9651"
"2019-07","B DIVISION","S Fkln","792","789","0.9962"
"2019-07","B DIVISION","S Rock","484","489","1.0103"
"2019-07","B DIVISION","W","858","829","0.9662"
"2019-06","A DIVISION","1","1660","1643","0.9898"
"2019-06","A DIVISION","2","2200","2142","0.9736"
"2019-06","A DIVISION","3","2040","1983","0.9721"
"2019-06","A DIVISION","4","2817","2648","0.94"
"2019-06","A DIVISION","5","2540","2387","0.9398"
"2019-06","A DIVISION","6","2056","1968","0.9572"
"2019-06","A DIVISION","7","2740","2642","0.9642"
"2019-06","A DIVISION","S 42nd","2920","2917","0.999"
"2019-06","B DIVISION","A","2580","2480","0.9612"
"2019-06","B DIVISION","B","1680","1632","0.9714"
"2019-06","B DIVISION","C","1500","1456","0.9707"
"2019-06","B DIVISION","D","1820","1797","0.9874"
"2019-06","B DIVISION","E","1560","1466","0.9397"
"2019-06","B DIVISION","F","2880","2803","0.9733"
"2019-06","B DIVISION","G","880","896","1.0182"
"2019-06","B DIVISION","JZ","1020","1021","1.001"
"2019-06","B DIVISION","L","1920","1885","0.9818"
"2019-06","B DIVISION","M","1820","1718","0.944"
"2019-06","B DIVISION","N","1800","1751","0.9728"
"2019-06","B DIVISION","Q","2060","2017","0.9791"
"2019-06","B DIVISION","R","1980","1843","0.9308"
"2019-06","B DIVISION","S Fkln","720","703","0.9764"
"2019-06","B DIVISION","S Rock","440","444","1.0091"
"2019-06","B DIVISION","W","780","736","0.9436"
"2019-05","A DIVISION","1","1826","1801","0.9863"
"2019-05","A DIVISION","2","2420","2339","0.9665"
"2019-05","A DIVISION","3","2244","2186","0.9742"
"2019-05","A DIVISION","4","3102","2936","0.9465"
"2019-05","A DIVISION","5","2780","2669","0.9601"
"2019-05","A DIVISION","6","2266","2148","0.9479"
"2019-05","A DIVISION","7","3012","2920","0.9695"
"2019-05","A DIVISION","S 42nd","3212","3194","0.9944"
"2019-05","B DIVISION","A","2838","2724","0.9598"
"2019-05","B DIVISION","B","1848","1794","0.9708"
"2019-05","B DIVISION","C","1650","1602","0.9709"
"2019-05","B DIVISION","D","2002","1957","0.9775"
"2019-05","B DIVISION","E","1716","1638","0.9545"
"2019-05","B DIVISION","F","3168","3070","0.9691"
"2019-05","B DIVISION","G","968","981","1.0134"
"2019-05","B DIVISION","JZ","1122","1102","0.9822"
"2019-05","B DIVISION","L","2112","2040","0.9659"
"2019-05","B DIVISION","M","2002","1901","0.9496"
"2019-05","B DIVISION","N","1980","1915","0.9672"
"2019-05","B DIVISION","Q","2266","2217","0.9784"
"2019-05","B DIVISION","R","2178","2081","0.9555"
"2019-05","B DIVISION","S Fkln","788","786","0.9975"
"2019-05","B DIVISION","S Rock","474","471","0.9937"
"2019-05","B DIVISION","W","858","830","0.9674"
"2019-04","A DIVISION","1","1826","1799","0.9852"
"2019-04","A DIVISION","2","2420","2347","0.9698"
"2019-04","A DIVISION","3","2244","2227","0.9924"
"2019-04","A DIVISION","4","3102","2918","0.9407"
"2019-04","A DIVISION","5","2794","2631","0.9417"
"2019-04","A DIVISION","6","2266","2136","0.9426"
"2019-04","A DIVISION","7","2833","2704","0.9545"
"2019-04","A DIVISION","S 42nd","3212","3197","0.9953"
"2019-04","B DIVISION","A","2838","2709","0.9545"
"2019-04","B DIVISION","B","1848","1812","0.9805"
"2019-04","B DIVISION","C","1650","1616","0.9794"
"2019-04","B DIVISION","D","2002","1979","0.9885"
"2019-04","B DIVISION","E","1716","1650","0.9615"
"2019-04","B DIVISION","F","3168","3099","0.9782"
"2019-04","B DIVISION","G","968","990","1.0227"
"2019-04","B DIVISION","JZ","1122","1102","0.9822"
"2019-04","B DIVISION","L","2112","2078","0.9839"
"2019-04","B DIVISION","M","2002","1921","0.9595"
"2019-04","B DIVISION","N","1980","1903","0.9611"
"2019-04","B DIVISION","Q","2266","2217","0.9784"
"2019-04","B DIVISION","R","2178","2104","0.966"
"2019-04","B DIVISION","S Fkln","792","790","0.9975"
"2019-04","B DIVISION","S Rock","484","481","0.9938"
"2019-04","B DIVISION","W","858","831","0.9685"
"2019-03","A DIVISION","1","1660","1640","0.988"
"2019-03","A DIVISION","2","2200","2113","0.9605"
"2019-03","A DIVISION","3","2040","1985","0.973"
"2019-03","A DIVISION","4","2820","2612","0.9262"
"2019-03","A DIVISION","5","2540","2393","0.9421"
"2019-03","A DIVISION","6","2060","1945","0.9442"
"2019-03","A DIVISION","7","2688","2601","0.9676"
"2019-03","A DIVISION","S 42nd","2920","2883","0.9873"
"2019-03","B DIVISION","A","2709","2599","0.9594"
"2019-03","B DIVISION","B","1764","1744","0.9887"
"2019-03","B DIVISION","C","1575","1518","0.9638"
"2019-03","B DIVISION","D","1911","1892","0.9901"
"2019-03","B DIVISION","E","1638","1562","0.9536"
"2019-03","B DIVISION","F","3024","2920","0.9656"
"2019-03","B DIVISION","G","924","931","1.0076"
"2019-03","B DIVISION","JZ","1071","1057","0.9869"
"2019-03","B DIVISION","L","2016","1975","0.9797"
"2019-03","B DIVISION","M","1911","1829","0.9571"
"2019-03","B DIVISION","N","1890","1834","0.9704"
"2019-03","B DIVISION","Q","2163","2115","0.9778"
"2019-03","B DIVISION","R","2079","2009","0.9663"
"2019-03","B DIVISION","S Fkln","756","754","0.9974"
"2019-03","B DIVISION","S Rock","462","464","1.0043"
"2019-03","B DIVISION","W","819","803","0.9805"
"2019-02","A DIVISION","1","1577","1540","0.9765"
"2019-02","A DIVISION","2","2090","2020","0.9665"
"2019-02","A DIVISION","3","1938","1908","0.9845"
"2019-02","A DIVISION","4","2679","2482","0.9265"
"2019-02","A DIVISION","5","2413","2268","0.9399"
"2019-02","A DIVISION","6","1957","1845","0.9428"
"2019-02","A DIVISION","7","2432","2339","0.9618"
"2019-02","A DIVISION","S 42nd","2774","2771","0.9989"
"2019-02","B DIVISION","A","2451","2333","0.9519"
"2019-02","B DIVISION","B","1596","1543","0.9668"
"2019-02","B DIVISION","C","1425","1372","0.9628"
"2019-02","B DIVISION","D","1729","1676","0.9693"
"2019-02","B DIVISION","E","1482","1413","0.9534"
"2019-02","B DIVISION","F","2736","2618","0.9569"
"2019-02","B DIVISION","G","836","854","1.0215"
"2019-02","B DIVISION","JZ","969","958","0.9886"
"2019-02","B DIVISION","L","1824","1752","0.9605"
"2019-02","B DIVISION","M","1729","1630","0.9427"
"2019-02","B DIVISION","N","1710","1626","0.9509"
"2019-02","B DIVISION","Q","1957","1888","0.9647"
"2019-02","B DIVISION","R","1881","1816","0.9654"
"2019-02","B DIVISION","S Fkln","684","683","0.9985"
"2019-02","B DIVISION","S Rock","418","416","0.9952"
"2019-02","B DIVISION","W","741","694","0.9366"
"2019-01","A DIVISION","1","1826","1808","0.9901"
"2019-01","A DIVISION","2","2420","2332","0.9636"
"2019-01","A DIVISION","3","2244","2208","0.984"
"2019-01","A DIVISION","4","3101","2831","0.9129"
"2019-01","A DIVISION","5","2794","2612","0.9349"
"2019-01","A DIVISION","6","2266","2113","0.9325"
"2019-01","A DIVISION","7","2816","2690","0.9553"
"2019-01","A DIVISION","S 42nd","3212","3196","0.995"
"2019-01","B DIVISION","A","2838","2700","0.9514"
"2019-01","B DIVISION","B","1848","1822","0.9859"
"2019-01","B DIVISION","C","1650","1569","0.9509"
"2019-01","B DIVISION","D","2002","1951","0.9745"
"2019-01","B DIVISION","E","1716","1617","0.9423"
"2019-01","B DIVISION","F","3173","3026","0.9537"
"2019-01","B DIVISION","G","968","986","1.0186"
"2019-01","B DIVISION","JZ","1122","1104","0.984"
"2019-01","B DIVISION","L","2112","2044","0.9678"
"2019-01","B DIVISION","M","2002","1893","0.9456"
"2019-01","B DIVISION","N","1980","1900","0.9596"
"2019-01","B DIVISION","Q","2266","2218","0.9788"
"2019-01","B DIVISION","R","2178","2097","0.9628"
"2019-01","B DIVISION","S Fkln","792","791","0.9987"
"2019-01","B DIVISION","S Rock","484","488","1.0083"
"2019-01","B DIVISION","W","858","818","0.9534"
"2018-12","A DIVISION","1","1660","1604","0.9663"
"2018-12","A DIVISION","2","2200","2101","0.955"
"2018-12","A DIVISION","3","2040","1958","0.9598"
"2018-12","A DIVISION","4","2820","2551","0.9046"
