"sample_id","org_id","capture_event","capture_loc","latitude","longitude","site_id","project_id","org_hg_id","bdate","year","band_number","tissuecollected","analysis_tissue","analysis_tissue_wgt_g","analysis_tissue_moist","chem_value","chem_units","chemical_type","ww_dw_fw","convert_chem_value_fishadj","final_chem_standardized","final_convertedtissue","steps_reasonnotconverted","pcode","rmk","rmk_desc","limit","limit_desc","method","lab_code","lab_abbrev","duplicate1","hg_comments"
"NY001-NY015NYT368-41.40403-74.02695-06102017-C4388-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102017-C4388","NY001-NY015NYT368-41.40403-74.02695-06102017","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7BD0118","2017-06-10T00:00:00.000","2017","2631-41323","Blood","Blood","0.0185",,"0.205","ppm","THg","ww",,"0.205","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102017-C4388-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102017-C4388","NY001-NY015NYT368-41.40403-74.02695-06102017","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7BR0112","2017-06-10T00:00:00.000","2017","2631-41323","Feather","Tail Feather",,,"1.434","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06102017-C4389-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102017-C4389","NY001-NY015NYT368-41.40403-74.02695-06102017","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7BD0119","2017-06-10T00:00:00.000","2017","2631-41324","Blood","Blood","0.0209",,"0.079","ppm","THg","ww",,"0.079","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102017-C4389-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102017-C4389","NY001-NY015NYT368-41.40403-74.02695-06102017","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7BR0113","2017-06-10T00:00:00.000","2017","2631-41324","Feather","Tail Feather",,,"0.867","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06102017-C7323-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102017-C7323","NY001-NY015NYT368-41.40403-74.02695-06102017","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7BD0111","2017-06-10T00:00:00.000","2017","1871-11466","Blood","Blood","0.029",,"0.209","ppm","THg","ww",,"0.209","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102017-C7323-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102017-C7323","NY001-NY015NYT368-41.40403-74.02695-06102017","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7BR0105","2017-06-10T00:00:00.000","2017","1871-11466","Feather","Tail Feather",,,"0.309","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C0154-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C0154","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10036","2013-06-17T00:00:00.000","2013","2270-33583","Blood","Blood","0.0055",,"0.147","ppm","THg","ww",,"0.147","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C0154-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C0154","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0036","2013-06-17T00:00:00.000","2013","2270-33583","Feather","Tail Feather",,,"1.748","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C0365-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C0365","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10037","2013-06-17T00:00:00.000","2013","2270-33584","Blood","Blood","0.0218",,"0.117","ppm","THg","ww",,"0.117","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C0365-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C0365","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0037","2013-06-17T00:00:00.000","2013","2270-33584","Feather","Tail Feather",,,"2.838","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C2274-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C2274","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10040","2013-06-17T00:00:00.000","2013","1781-91370","Blood","Blood","0.0144",,"0.116","ppm","THg","ww",,"0.116","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C2274-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C2274","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0033","2013-06-17T00:00:00.000","2013","1781-91370","Feather","Tail Feather",,,"0.467","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C2275-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C2275","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10039","2013-06-17T00:00:00.000","2013","1781-91389","Blood","Blood","0.0289",,"0.196","ppm","THg","ww",,"0.196","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C2275-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C2275","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0034","2013-06-17T00:00:00.000","2013","1781-91389","Feather","Tail Feather",,,"3.948","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C4384-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C4384","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10045","2013-06-17T00:00:00.000","2013","1601-37300","Blood","Blood","0.0162",,"0.054","ppm","THg","ww",,"0.054","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C4384-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C4384","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0032","2013-06-17T00:00:00.000","2013","1601-37300","Feather","Tail Feather",,,"0.683","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C4882-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C4882","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10052","2013-06-17T00:00:00.000","2013","1601-37299","Blood","Blood","0.0201",,"0.082","ppm","THg","ww",,"0.082","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C4882-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C4882","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0031","2013-06-17T00:00:00.000","2013","1601-37299","Feather","Tail Feather",,,"0.335","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C4883-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C4883","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10053","2013-06-17T00:00:00.000","2013","2391-76439","Blood","Blood","0.0252",,"0.059","ppm","THg","ww",,"0.059","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C4883-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C4883","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0039","2013-06-17T00:00:00.000","2013","2391-76439","Feather","Tail Feather",,,"0.855","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C4884-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C4884","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10054","2013-06-17T00:00:00.000","2013","2391-76440","Blood","Blood","0.0307",,"0.046","ppm","THg","ww",,"0.046","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C4884-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C4884","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0040","2013-06-17T00:00:00.000","2013","2391-76440","Feather","Tail Feather",,,"0.312","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C7310-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C7310","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10056","2013-06-17T00:00:00.000","2013","2441-22225","Blood","Blood","0.0278",,"0.096","ppm","THg","ww",,"0.096","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C7310-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C7310","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0050","2013-06-17T00:00:00.000","2013","2441-22225","Feather","Tail Feather",,,"2.394","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C7311-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C7311","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10057","2013-06-17T00:00:00.000","2013","2441-22226","Blood","Blood","0.03",,"0.067","ppm","THg","ww",,"0.067","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C7311-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C7311","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0051","2013-06-17T00:00:00.000","2013","2441-22226","Feather","Tail Feather",,,"2.137","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C7312-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C7312","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10058","2013-06-17T00:00:00.000","2013","2441-22227","Blood","Blood","0.0368",,"0.095","ppm","THg","ww",,"0.095","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C7312-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C7312","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0052","2013-06-17T00:00:00.000","2013","2441-22227","Feather","Tail Feather",,,"0.879","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C7313-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C7313","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B3A10059","2013-06-17T00:00:00.000","2013","2441-22228","Blood","Blood","0.029",,"0.06","ppm","THg","ww",,"0.06","Blood","Value Maintained",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06172013-C7313-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06172013-C7313","NY001-NY015NYT368-41.40403-74.02695-06172013","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B82E0053","2013-06-17T00:00:00.000","2013","2441-22228","Feather","Tail Feather",,,"0.526","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C0155-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C0155","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0110","2015-07-03T00:00:00.000","2015","2670-35654","Blood","Blood","0.0186",,"0.185","ppm","THg","ww",,"0.185","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C0588-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C0588","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0107","2015-07-03T00:00:00.000","2015","2690-82428","Blood","Blood","0.0215",,"0.063","ppm","THg","ww",,"0.063","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C0588-FlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C0588","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BN0056","2015-07-03T00:00:00.000","2015","2690-82428","Feather","Flank Feather",,,"0.244","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C0588-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C0588","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BU0053","2015-07-03T00:00:00.000","2015","2690-82428","Feather","Tail Feather",,,"0.378","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1537-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1537","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0106","2015-07-03T00:00:00.000","2015","2690-82427","Blood","Blood","0.0031",,"0.291","ppm","THg","ww",,"0.291","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1537-FlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1537","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BN0055","2015-07-03T00:00:00.000","2015","2690-82427","Feather","Flank Feather",,,"11.07","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1537-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1537","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BU0052","2015-07-03T00:00:00.000","2015","2690-82427","Feather","Tail Feather",,,"4.69","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1746-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1746","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0251","2015-07-03T00:00:00.000","2015","1871-11436","Blood","Blood","0.0251",,"0.03","ppm","THg","ww",,"0.03","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1747-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1747","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0111","2015-07-03T00:00:00.000","2015","1871-11437","Blood","Blood","0.0165",,"0.026","ppm","THg","ww",,"0.026","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1748-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1748","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0112","2015-07-03T00:00:00.000","2015","1871-11438","Blood","Blood","0.0249",,"0.039","ppm","THg","ww",,"0.039","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1863-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1863","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0252","2015-07-03T00:00:00.000","2015","1292-68713","Blood","Blood","0.0201",,"0.06","ppm","THg","ww",,"0.06","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1899-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1899","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0254","2015-07-03T00:00:00.000","2015","2690-82429","Blood","Blood","0.015",,"0.236","ppm","THg","ww",,"0.236","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1899-FlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1899","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BN0057","2015-07-03T00:00:00.000","2015","2690-82429","Feather","Flank Feather",,,"5.667","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C1899-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C1899","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BU0054","2015-07-03T00:00:00.000","2015","2690-82429","Feather","Tail Feather",,,"5.313","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C2276-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C2276","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0113","2015-07-03T00:00:00.000","2015","2641-65134","Blood","Blood","0.0178",,"0.087","ppm","THg","ww",,"0.087","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C2276-FlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C2276","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BN0054","2015-07-03T00:00:00.000","2015","2641-65134","Feather","Flank Feather",,,"0.661","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C2276-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C2276","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BU0051","2015-07-03T00:00:00.000","2015","2641-65134","Feather","Tail Feather",,,"0.489","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C4385-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C4385","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0247","2015-07-03T00:00:00.000","2015","2511-45963","Blood","Blood","0.0216",,"0.075","ppm","THg","ww",,"0.075","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C4385-FlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C4385","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BN0049","2015-07-03T00:00:00.000","2015","2511-45963","Feather","Flank Feather",,,"1.092","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C4385-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C4385","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BU0046","2015-07-03T00:00:00.000","2015","2511-45963","Feather","Tail Feather",,,"0.279","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C4386-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C4386","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0105","2015-07-03T00:00:00.000","2015","2511-45964","Blood","Blood","0.0245",,"0.028","ppm","THg","ww",,"0.028","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-07032015-C4885-BlTHg","NY001-NY015NYT368-41.40403-74.02695-07032015-C4885","NY001-NY015NYT368-41.40403-74.02695-07032015","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B5BC0108","2015-07-03T00:00:00.000","2015","2511-45965","Blood","Blood","0.0118",,"0.194","ppm","THg","ww",,"0.194","Blood","Value Maintained",,,,,,,,"BRI",,
