"month","borough","trip_type","total_miles","number_of_failures","mean_distance_between_failures"
"2021-07","Bronx","LCL/LTD","18614180","3837","4851.232734"
"2021-07","Bronx","SBS","1734753","249","6966.879518"
"2021-07","Brooklyn","EXP","1566248","157","9976.101911"
"2021-07","Brooklyn","LCL/LTD","29768223","3530","8432.924363"
"2021-07","Brooklyn","SBS","2296610","224","10252.72321"
"2021-07","Manhattan","LCL/LTD","11777754","2623","4490.184522"
"2021-07","Manhattan","SBS","3867252","505","7657.924752"
"2021-07","Non Depot","LCL/LTD","133905","0","0"
"2021-07","Queens","EXP","8000843","821","9745.241169"
"2021-07","Queens","LCL/LTD","37114107","5055","7342.058754"
"2021-07","Queens","SBS","3717655","463","8029.492441"
"2021-07","Staten Island","EXP","13639523","554","24620.07762"
"2021-07","Staten Island","LCL/LTD","10896912","379","28751.7467"
"2021-07","Staten Island","SBS","1357309","83","16353.12048"
"2021-06","Bronx","EXP","5601416","588","9526.217687"
"2021-06","Bronx","LCL/LTD","18707127","3918","4774.662328"
"2021-06","Bronx","SBS","1731312","234","7398.769231"
"2021-06","Brooklyn","EXP","1573220","154","10215.71429"
"2021-06","Brooklyn","LCL/LTD","29720778","3571","8322.816578"
"2021-06","Brooklyn","SBS","2387275","229","10424.78166"
"2021-06","Manhattan","LCL/LTD","11835847","2683","4411.422661"
"2021-06","Manhattan","SBS","3904251","516","7566.377907"
"2021-06","Non Depot","LCL/LTD","131673","0","0"
"2021-06","Queens","EXP","8069886","807","9999.858736"
"2021-06","Queens","LCL/LTD","37286175","5064","7362.988744"
"2021-06","Queens","SBS","3753437","457","8213.210066"
"2021-06","Staten Island","EXP","13763268","546","25207.45055"
"2021-06","Staten Island","LCL/LTD","10998260","407","27022.75184"
"2021-06","Staten Island","SBS","1335986","86","15534.72093"
"2021-05","Bronx","EXP","5618184","583","9636.679245"
"2021-05","Bronx","LCL/LTD","18787622","3817","4922.091171"
"2021-05","Bronx","SBS","1725631","234","7374.491453"
"2021-05","Brooklyn","EXP","1577589","148","10659.38514"
"2021-05","Brooklyn","LCL/LTD","29638602","3495","8480.286695"
"2021-05","Brooklyn","SBS","2446374","237","10322.25316"
"2021-05","Manhattan","LCL/LTD","11760017","2630","4471.489354"
"2021-05","Manhattan","SBS","3894979","504","7728.132937"
"2021-05","Non Depot","LCL/LTD","130773","0","0"
"2021-05","Queens","EXP","8082511","803","10065.39352"
"2021-05","Queens","LCL/LTD","37223937","4981","7473.185505"
"2021-05","Queens","SBS","3742511","476","7862.418067"
"2021-05","Staten Island","EXP","13633336","550","24787.88364"
"2021-05","Staten Island","LCL/LTD","10984924","413","26597.87893"
"2021-05","Staten Island","SBS","1296413","93","13939.92473"
"2021-04","Bronx","EXP","5518916","547","10089.42596"
"2021-04","Bronx","LCL/LTD","18546798","3698","5015.359113"
"2021-04","Bronx","SBS","1702730","226","7534.20354"
"2021-04","Brooklyn","EXP","1508988","141","10702.04255"
"2021-04","Brooklyn","LCL/LTD","29177121","3469","8410.816085"
"2021-04","Brooklyn","SBS","2467245","232","10634.67672"
"2021-04","Manhattan","LCL/LTD","11651553","2576","4523.118401"
"2021-04","Manhattan","SBS","3889292","485","8019.158763"
"2021-04","Non Depot","LCL/LTD","131371","0","0"
"2021-04","Queens","EXP","7936217","789","10058.57668"
"2021-04","Queens","LCL/LTD","36480737","4819","7570.188213"
"2021-04","Queens","SBS","3684382","464","7940.478448"
"2021-04","Staten Island","EXP","12868455","514","25035.90467"
"2021-04","Staten Island","LCL/LTD","10730267","405","26494.48642"
"2021-04","Staten Island","SBS","1248588","87","14351.58621"
"2021-03","Bronx","EXP","5412063","516","10488.49419"
"2021-03","Bronx","LCL/LTD","18169290","3570","5089.436975"
"2021-03","Bronx","SBS","1671557","213","7847.685446"
"2021-03","Brooklyn","EXP","1429753","135","10590.76296"
"2021-03","Brooklyn","LCL/LTD","28397789","3372","8421.645611"
"2021-03","Brooklyn","SBS","2465229","218","11308.38991"
"2021-03","Manhattan","LCL/LTD","11443620","2514","4551.957041"
"2021-03","Manhattan","SBS","3863746","452","8548.110619"
"2021-03","Non Depot","LCL/LTD","132139","0","0"
"2021-03","Queens","EXP","7710723","742","10391.80997"
"2021-03","Queens","LCL/LTD","35568982","4634","7675.654294"
"2021-03","Queens","SBS","3604782","464","7768.926724"
"2021-03","Staten Island","EXP","12240708","481","25448.45738"
"2021-03","Staten Island","LCL/LTD","10474071","398","26316.76131"
"2021-03","Staten Island","SBS","1201205","78","15400.0641"
"2021-02","Bronx","EXP","5388133","500","10776.266"
"2021-02","Bronx","LCL/LTD","18086801","3532","5120.838335"
"2021-02","Bronx","SBS","1665060","214","7780.654206"
"2021-02","Brooklyn","EXP","1427516","136","10496.44118"
"2021-02","Brooklyn","LCL/LTD","28189594","3316","8501.083836"
"2021-02","Brooklyn","SBS","2543105","225","11302.68889"
"2021-02","Manhattan","LCL/LTD","11361648","2481","4579.46312"
"2021-02","Manhattan","SBS","3854909","442","8721.513575"
"2021-02","Non Depot","LCL/LTD","18922","0","0"
"2021-02","Queens","EXP","7646690","744","10277.80914"
"2021-02","Queens","LCL/LTD","35433718","4579","7738.309238"
"2021-02","Queens","SBS","3565899","453","7871.741722"
"2021-02","Staten Island","EXP","12203812","484","25214.4876"
"2021-02","Staten Island","LCL/LTD","10405696","398","26144.96482"
"2021-02","Staten Island","SBS","1188175","78","15233.01282"
"2021-01","Bronx","EXP","5395836","493","10944.90061"
"2021-01","Bronx","LCL/LTD","18207334","3528","5160.808957"
"2021-01","Bronx","SBS","1706381","218","7827.43578"
"2021-01","Brooklyn","EXP","1434767","132","10869.44697"
"2021-01","Brooklyn","LCL/LTD","28306429","3349","8452.203344"
"2021-01","Brooklyn","SBS","2772482","253","10958.42688"
"2021-01","Manhattan","LCL/LTD","11363299","2428","4680.106672"
"2021-01","Manhattan","SBS","3948656","435","9077.370115"
"2021-01","Non Depot","LCL/LTD","21965","0","0"
"2021-01","Queens","EXP","7699639","741","10390.87584"
"2021-01","Queens","LCL/LTD","35733170","4550","7853.443956"
"2021-01","Queens","SBS","3641825","455","8004.010989"
"2021-01","Staten Island","EXP","12335173","478","25805.80126"
"2021-01","Staten Island","LCL/LTD","10513625","398","26416.14322"
"2021-01","Staten Island","SBS","1192934","72","16568.52778"
"2020-12","Bronx","EXP","5415235","498","10873.96586"
"2020-12","Bronx","LCL/LTD","18237887","3471","5254.360991"
"2020-12","Bronx","SBS","1711928","207","8270.183575"
"2020-12","Brooklyn","EXP","1443633","133","10854.38346"
"2020-12","Brooklyn","LCL/LTD","28417418","3385","8395.101329"
"2020-12","Brooklyn","SBS","2848131","270","10548.63333"
"2020-12","Manhattan","LCL/LTD","11333921","2415","4693.13499"
"2020-12","Manhattan","SBS","3969505","423","9384.172577"
"2020-12","Non Depot","LCL/LTD","18138","0","0"
"2020-12","Queens","EXP","7761150","767","10118.83963"
"2020-12","Queens","LCL/LTD","35977598","4567","7877.731115"
"2020-12","Queens","SBS","3634767","458","7936.172489"
"2020-12","Staten Island","EXP","12458650","490","25425.81633"
"2020-12","Staten Island","LCL/LTD","10601464","406","26111.9803"
"2020-12","Staten Island","SBS","1176712","59","19944.27119"
"2020-11","Bronx","EXP","5409129","502","10775.15737"
"2020-11","Bronx","LCL/LTD","18231508","3480","5238.93908"
"2020-11","Bronx","SBS","1720177","196","8776.413265"
"2020-11","Brooklyn","EXP","1442538","133","10846.15038"
"2020-11","Brooklyn","LCL/LTD","28572522","3449","8284.291679"
"2020-11","Brooklyn","SBS","2888527","278","10390.38489"
"2020-11","Manhattan","LCL/LTD","11283023","2408","4685.640781"
"2020-11","Manhattan","SBS","3999365","424","9432.464623"
"2020-11","Non Depot","LCL/LTD","31125","0","0"
"2020-11","Queens","EXP","7781421","807","9642.405204"
"2020-11","Queens","LCL/LTD","36173105","4626","7819.521185"
"2020-11","Queens","SBS","3643830","473","7703.657505"
"2020-11","Staten Island","EXP","12494797","508","24596.05709"
"2020-11","Staten Island","LCL/LTD","10701349","421","25418.88124"
"2020-11","Staten Island","SBS","1123335","51","22026.17647"
"2020-10","Bronx","EXP","5405896","507","10662.51677"
"2020-10","Bronx","LCL/LTD","18210694","3451","5276.932483"
"2020-10","Bronx","SBS","1718566","193","8904.487047"
"2020-10","Brooklyn","EXP","1445196","134","10785.04478"
"2020-10","Brooklyn","LCL/LTD","28780655","3451","8339.801507"
"2020-10","Brooklyn","SBS","2832320","284","9972.957746"
"2020-10","Manhattan","LCL/LTD","11266829","2473","4555.935706"
"2020-10","Manhattan","SBS","4003587","431","9289.064965"
"2020-10","Non Depot","LCL/LTD","51786","0","0"
"2020-10","Queens","EXP","7807446","840","9294.578571"
"2020-10","Queens","LCL/LTD","36272046","4614","7861.301691"
"2020-10","Queens","SBS","3633676","481","7554.419958"
"2020-10","Staten Island","EXP","12582714","527","23876.11765"
"2020-10","Staten Island","LCL/LTD","10830359","434","24954.74424"
"2020-10","Staten Island","SBS","1038649","47","22098.91489"
"2020-09","Bronx","EXP","5397610","524","10300.78244"
"2020-09","Bronx","LCL/LTD","18172900","3426","5304.407472"
"2020-09","Bronx","SBS","1721492","183","9407.060109"
"2020-09","Brooklyn","EXP","1450551","139","10435.61871"
"2020-09","Brooklyn","LCL/LTD","28954747","3460","8368.423988"
"2020-09","Brooklyn","SBS","2762368","281","9830.491103"
"2020-09","Manhattan","LCL/LTD","11237282","2489","4514.777822"
"2020-09","Manhattan","SBS","4014558","430","9336.181395"
"2020-09","Non Depot","LCL/LTD","65318","0","0"
"2020-09","Queens","EXP","7857858","869","9042.414269"
"2020-09","Queens","LCL/LTD","36386971","4646","7831.892165"
"2020-09","Queens","SBS","3611769","486","7431.623457"
"2020-09","Staten Island","EXP","12675957","534","23737.74719"
"2020-09","Staten Island","LCL/LTD","10920331","452","24160.02434"
"2020-09","Staten Island","SBS","978275","41","23860.36585"
"2020-08","Bronx","EXP","5371513","518","10369.71622"
"2020-08","Bronx","LCL/LTD","18136983","3325","5454.731729"
"2020-08","Bronx","SBS","1724103","169","10201.7929"
"2020-08","Brooklyn","EXP","1448855","141","10275.56738"
"2020-08","Brooklyn","LCL/LTD","29164385","3455","8441.211288"
"2020-08","Brooklyn","SBS","2683464","269","9975.702602"
"2020-08","Manhattan","LCL/LTD","11182513","2496","4480.173478"
"2020-08","Manhattan","SBS","4022957","419","9601.329356"
"2020-08","Non Depot","LCL/LTD","86710","0","0"
"2020-08","Queens","EXP","7834935","911","8600.367728"
"2020-08","Queens","LCL/LTD","36407276","4663","7807.693759"
"2020-08","Queens","SBS","3600508","476","7564.092437"
"2020-08","Staten Island","EXP","12662811","559","22652.6136"
"2020-08","Staten Island","LCL/LTD","11002192","464","23711.62069"
"2020-08","Staten Island","SBS","912269","36","25340.80556"
"2020-07","Bronx","EXP","5372623","514","10452.57393"
"2020-07","Bronx","LCL/LTD","18201888","3268","5569.73317"
"2020-07","Bronx","SBS","1727110","170","10159.47059"
"2020-07","Brooklyn","EXP","1458805","147","9923.843537"
"2020-07","Brooklyn","LCL/LTD","29468558","3400","8667.222941"
"2020-07","Brooklyn","SBS","2615918","243","10765.09465"
"2020-07","Manhattan","LCL/LTD","11220564","2481","4522.59734"
"2020-07","Manhattan","SBS","3997248","418","9562.794258"
"2020-07","Non Depot","LCL/LTD","119917","0","0"
"2020-07","Queens","EXP","7890963","936","8430.516026"
"2020-07","Queens","LCL/LTD","36497010","4649","7850.507636"
"2020-07","Queens","SBS","3585526","461","7777.713666"
"2020-07","Staten Island","EXP","12759768","605","21090.52562"
"2020-07","Staten Island","LCL/LTD","11034658","453","24359.06843"
"2020-07","Staten Island","SBS","915011","41","22317.34146"
"2020-06","Bronx","EXP","5364378","512","10477.30078"
"2020-06","Bronx","LCL/LTD","18219221","3282","5551.255637"
"2020-06","Bronx","SBS","1733865","175","9907.8"
"2020-06","Brooklyn","EXP","1456944","151","9648.635762"
"2020-06","Brooklyn","LCL/LTD","29698396","3405","8721.995888"
"2020-06","Brooklyn","SBS","2557515","242","10568.2438"
"2020-06","Manhattan","LCL/LTD","11241013","2524","4453.650158"
"2020-06","Manhattan","SBS","3955963","402","9840.70398"
"2020-06","Non Depot","LCL/LTD","162285","0","0"
"2020-06","Queens","EXP","7884054","974","8094.511294"
"2020-06","Queens","LCL/LTD","36475594","4677","7798.929656"
"2020-06","Queens","SBS","3565428","462","7717.376623"
"2020-06","Staten Island","EXP","12780631","600","21301.05167"
"2020-06","Staten Island","LCL/LTD","11211000","457","24531.72867"
"2020-06","Staten Island","SBS","746735","25","29869.4"
"2020-05","Bronx","EXP","5329698","513","10389.27485"
"2020-05","Bronx","LCL/LTD","18235725","3299","5527.652319"
"2020-05","Bronx","SBS","1741489","162","10749.9321"
"2020-05","Brooklyn","EXP","1454106","166","8759.674699"
"2020-05","Brooklyn","LCL/LTD","29913825","3406","8782.684968"
"2020-05","Brooklyn","SBS","2526483","231","10937.15584"
"2020-05","Manhattan","LCL/LTD","11364033","2596","4377.516564"
"2020-05","Manhattan","SBS","3977476","400","9943.69"
"2020-05","Non Depot","LCL/LTD","207402","0","0"
"2020-05","Queens","EXP","7853740","992","7917.076613"
"2020-05","Queens","LCL/LTD","36558582","4696","7785.047274"
"2020-05","Queens","SBS","3582647","459","7805.331155"
"2020-05","Staten Island","EXP","12924032","606","21326.78548"
"2020-05","Staten Island","LCL/LTD","11310890","465","24324.49462"
"2020-05","Staten Island","SBS","739308","21","35205.14286"
"2020-04","Bronx","EXP","5448432","542","10052.45756"
"2020-04","Bronx","LCL/LTD","18584175","3393","5477.210433"
"2020-04","Bronx","SBS","1769095","165","10721.78788"
"2020-04","Brooklyn","EXP","1534437","177","8669.135593"
"2020-04","Brooklyn","LCL/LTD","30598827","3486","8777.63253"
"2020-04","Brooklyn","SBS","2543615","246","10339.89837"
"2020-04","Manhattan","LCL/LTD","11512060","2716","4238.608247"
"2020-04","Manhattan","SBS","4003388","430","9310.204651"
"2020-04","Non Depot","LCL/LTD","291276","0","0"
"2020-04","Queens","EXP","8089287","1036","7808.192085"
"2020-04","Queens","LCL/LTD","37521350","4964","7558.692587"
"2020-04","Queens","SBS","3651903","468","7803.211538"
"2020-04","Staten Island","EXP","13865086","677","20480.18612"
"2020-04","Staten Island","LCL/LTD","11732698","503","23325.44334"
"2020-04","Staten Island","SBS","723158","25","28926.32"
"2020-03","Bronx","EXP","5545677","581","9545.055077"
"2020-03","Bronx","LCL/LTD","19031900","3569","5332.55814"
"2020-03","Bronx","SBS","1808156","171","10574.0117"
"2020-03","Brooklyn","EXP","1632047","183","8918.289617"
"2020-03","Brooklyn","LCL/LTD","31575261","3609","8749.03325"
"2020-03","Brooklyn","SBS","2583140","263","9821.825095"
"2020-03","Manhattan","LCL/LTD","11756307","2815","4176.307993"
"2020-03","Manhattan","SBS","4020603","459","8759.48366"
"2020-03","Non Depot","LCL/LTD","350708","0","0"
"2020-03","Queens","EXP","8348173","1090","7658.874312"
"2020-03","Queens","LCL/LTD","38507176","5192","7416.636364"
"2020-03","Queens","SBS","3737297","467","8002.777302"
"2020-03","Staten Island","EXP","14576628","706","20646.78187"
"2020-03","Staten Island","LCL/LTD","12034040","532","22620.37594"
"2020-03","Staten Island","SBS","756075","30","25202.5"
"2020-02","Bronx","EXP","5538286","573","9665.420593"
"2020-02","Bronx","LCL/LTD","19143137","3609","5304.277362"
"2020-02","Bronx","SBS","1812469","168","10788.50595"
"2020-02","Brooklyn","EXP","1649134","180","9161.855556"
"2020-02","Brooklyn","LCL/LTD","31963550","3688","8666.906182"
"2020-02","Brooklyn","SBS","2540059","254","10000.23228"
"2020-02","Manhattan","LCL/LTD","11865898","2895","4098.755786"
"2020-02","Manhattan","SBS","3963484","460","8616.269565"
"2020-02","Non Depot","LCL/LTD","430670","0","0"
"2020-02","Queens","EXP","8390074","1115","7524.730045"
"2020-02","Queens","LCL/LTD","38627095","5259","7344.950561"
"2020-02","Queens","SBS","3765116","467","8062.346895"
"2020-02","Staten Island","EXP","14653108","702","20873.37322"
"2020-02","Staten Island","LCL/LTD","12097389","544","22237.84743"
"2020-02","Staten Island","SBS","763578","32","23861.8125"
"2020-01","Bronx","EXP","5520893","568","9719.882042"
"2020-01","Bronx","LCL/LTD","19158100","3609","5308.423386"
"2020-01","Bronx","SBS","1816783","161","11284.36646"
"2020-01","Brooklyn","EXP","1658620","181","9163.646409"
"2020-01","Brooklyn","LCL/LTD","32041622","3690","8683.366396"
"2020-01","Brooklyn","SBS","2486517","237","10491.63291"
"2020-01","Manhattan","LCL/LTD","11924238","2954","4036.641165"
"2020-01","Manhattan","SBS","3876003","447","8671.147651"
"2020-01","Non Depot","LCL/LTD","480211","0","0"
"2020-01","Queens","EXP","8380011","1129","7422.507529"
"2020-01","Queens","LCL/LTD","38499027","5247","7337.340766"
"2020-01","Queens","SBS","3770659","451","8360.662971"
"2020-01","Staten Island","EXP","14649685","701","20898.26676"
"2020-01","Staten Island","LCL/LTD","12080857","546","22126.11172"
"2020-01","Staten Island","SBS","762563","35","21787.51429"
"2019-12","Bronx","EXP","5513693","560","9845.880357"
"2019-12","Bronx","LCL/LTD","19196464","3670","5230.644142"
"2019-12","Bronx","SBS","1816973","154","11798.52597"
"2019-12","Brooklyn","EXP","1670152","185","9027.848649"
"2019-12","Brooklyn","LCL/LTD","32146614","3770","8526.953316"
"2019-12","Brooklyn","SBS","2460292","220","11183.14545"
"2019-12","Manhattan","LCL/LTD","11992353","3103","3864.760877"
"2019-12","Manhattan","SBS","3787442","445","8511.105618"
"2019-12","Non Depot","LCL/LTD","534281","0","0"
"2019-12","Queens","EXP","8372105","1130","7408.942478"
"2019-12","Queens","LCL/LTD","38473440","5337","7208.81394"
"2019-12","Queens","SBS","3777613","437","8644.423341"
