"reporting_period","project_number","legacy_project_number","street_address","city","county","state","zip_code","incorporated_municipality","municipality_type","census_tract","sector","program_type","solicitation","electric_utility","purchase_type","date_application_received","date_install","project_status","contractor","minority_or_women_owned_business_enterprise_mwbe","inverter_manufacturer","primary_inverter_model_number","inverter_quantity","pv_module_manufacturer","pv_module_model_number","pv_module_quantity","project_cost","incentive","totalnameplatekwdc","expected_kwh_annual_production","remote_net_metering","affordable_solar","community_distributed_generation","green_jobs_green_new_york_participant","latitude","longitude","georeference"
"2022-07-31T00:00:00.000","2011-158894-SLPR",,,"Bethpage","Nassau","NY","11714","Oyster Bay","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-02-10T00:00:00.000","2009-02-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","52100.00","23677.50","6.77","7947",,"No","No","No","40.7478936","-73.4919968","POINT (-73.4919968 40.7478936)"
"2022-07-31T00:00:00.000","2011-159506-SLPR",,,"Miller Place","Suffolk","NY","11764","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-11-10T00:00:00.000","2009-11-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","27091.00","12880.00","3.68","4320",,"No","No","No","40.9277179","-72.9789836","POINT (-72.9789836 40.9277179)"
"2022-07-31T00:00:00.000","2011-160198-SLPR",,,"Malverne","Nassau","NY","11565","Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-03-01T00:00:00.000","2010-03-01T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","40320.00","19320.00","5.52","6480",,"No","No","No","40.6773176","-73.6740082","POINT (-73.6740082 40.6773176)"
"2022-07-31T00:00:00.000","2011-188713-SLPR",,,"Bellport","Suffolk","NY","11713","Brookhaven","Town",,"Non-Residential","Residential/Small Commercial","SLPR ENTRPNR 2010 NFP","Long Island Power Authority","Purchase","2006-03-28T00:00:00.000","2006-03-28T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","16632.40","15000.00","3","3522",,"No","No","No","40.762586743","-72.935923969","POINT (-72.935923969 40.762586743)"
"2022-07-31T00:00:00.000","2011-157248-SLPR",,,"Franklin Square","Nassau","NY","11010","Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2006-06-09T00:00:00.000","2006-06-09T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","44880.00","22440.00","5.61","6585",,"No","No","No","40.7026302","-73.6717331","POINT (-73.6717331 40.7026302)"
"2022-07-31T00:00:00.000","2011-157148-SLPR",,,"Patchogue","Suffolk","NY","11772","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2006-10-17T00:00:00.000","2006-10-17T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","33600.00","16800.00","4.2","4930",,"No","No","No","40.7757063","-72.9850742","POINT (-72.9850742 40.7757063)"
"2022-07-31T00:00:00.000","2011-158969-SLPR",,,"Selden","Suffolk","NY","11784","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-08-22T00:00:00.000","2009-08-22T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","36640.00","16100.00","4.6","5400",,"No","No","No","40.8730905","-73.0423199","POINT (-73.0423199 40.8730905)"
"2022-07-31T00:00:00.000","2011-160425-SLPR",,,"Bayville","Nassau","NY","11709","Oyster Bay","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-05-10T00:00:00.000","2010-05-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","20991.00","10495.50","3.4","3991",,"No","No","No","40.9096067","-73.5695586","POINT (-73.5695586 40.9096067)"
"2022-07-31T00:00:00.000","2011-160154-SLPR",,,"Bellmore","Nassau","NY","11710","Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-04-10T00:00:00.000","2010-04-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","49542.00","24150.00","6.9","8099",,"No","No","No","40.6833768","-73.5424561","POINT (-73.5424561 40.6833768)"
"2022-07-31T00:00:00.000","2011-160859-SLPR",,,"Huntington","Suffolk","NY","11743","Huntington","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-11-10T00:00:00.000","2010-11-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","31781.00","15890.50","5.88","6902",,"No","No","No","40.921496","-73.4433864","POINT (-73.4433864 40.921496)"
"2022-07-31T00:00:00.000","2011-157958-SLPR",,,"Mill Neck","Nassau","NY","11765","Oyster Bay","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2008-09-19T00:00:00.000","2008-09-19T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","29665.20","12300.00","3.28","3850",,"No","No","No","40.8946396","-73.5953435","POINT (-73.5953435 40.8946396)"
"2022-07-31T00:00:00.000","2011-160978-SLPR",,,"Southampton","Suffolk","NY","11968","Southampton","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-11-04T00:00:00.000","2010-11-04T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","43254.00","21262.50","6.08","7137",,"No","No","No","40.9275064","-72.4206917","POINT (-72.4206917 40.9275064)"
"2022-07-31T00:00:00.000","2011-188578-SLPR",,,"Mastic Beach","Suffolk","NY","11951","Brookhaven","Town",,"Non-Residential","Residential/Small Commercial","SLPR ENTRPNR 2010 NFP","Long Island Power Authority","Purchase","2008-05-07T00:00:00.000","2008-05-07T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","23351.80","19541.50","4.11","4824",,"No","No","No","40.770116738","-72.838013951","POINT (-72.838013951 40.770116738)"
"2022-07-31T00:00:00.000","2011-161179-SLPR",,,"Selden","Suffolk","NY","11784","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-11-24T00:00:00.000","2010-11-24T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","45099.00","10669.50","4.32","5071",,"No","No","No","40.8730905","-73.0423199","POINT (-73.0423199 40.8730905)"
"2022-07-31T00:00:00.000","2011-158788-SLPR",,,"Brentwood","Suffolk","NY","11717","Islip","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-10-29T00:00:00.000","2009-10-29T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","22772.00","15246.00","4.36","5118",,"No","No","No","40.7840854","-73.2545303","POINT (-73.2545303 40.7840854)"
"2022-07-31T00:00:00.000","2011-159332-SLPR",,,"West Islip","Suffolk","NY","11795","Islip","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-04-23T00:00:00.000","2010-04-23T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","51650.00","23625.00","6.75","7923",,"No","No","No","40.7028427","-73.2999569","POINT (-73.2999569 40.7028427)"
"2022-07-31T00:00:00.000","2011-159566-SLPR",,,"Syosset","Nassau","NY","11791","Oyster Bay","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-11-10T00:00:00.000","2009-11-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","34560.00","15120.00","4.32","5071",,"No","No","No","40.8293919","-73.5060245","POINT (-73.5060245 40.8293919)"
"2022-07-31T00:00:00.000","2011-157818-SLPR",,,"Manhasset","Nassau","NY","11030","North Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2007-11-20T00:00:00.000","2007-11-20T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","18442.00","14910.00","3.98","4672",,"No","No","No","40.7923459","-73.679644","POINT (-73.679644 40.7923459)"
"2022-07-31T00:00:00.000","2011-158341-SLPR",,,"Islip","Suffolk","NY","11751","Islip","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2008-12-09T00:00:00.000","2008-12-09T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","50160.00","22500.00","6","7043",,"No","No","No","40.735292","-73.2136402","POINT (-73.2136402 40.735292)"
"2022-07-31T00:00:00.000","2011-158593-SLPR",,,"Bethpage","Nassau","NY","11714","Oyster Bay","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2008-12-16T00:00:00.000","2008-12-16T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","47150.00","21262.50","6.08","7137",,"No","No","No","40.7478936","-73.4919968","POINT (-73.4919968 40.7478936)"
"2022-07-31T00:00:00.000","2011-156598-SLPR",,,"East Setauket","Suffolk","NY","11733","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2003-09-19T00:00:00.000","2003-09-19T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","13532.70","10200.00","2.04","2395",,"No","No","No","40.9579663","-73.113254","POINT (-73.113254 40.9579663)"
"2022-07-31T00:00:00.000","2011-157725-SLPR",,,"Ridge","Suffolk","NY","11961","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2007-06-21T00:00:00.000","2007-06-21T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","46500.00","19125.00","5.1","5987",,"No","No","No","40.8878148","-72.8806528","POINT (-72.8806528 40.8878148)"
"2022-07-31T00:00:00.000","2011-157178-SLPR",,,"Medford","Suffolk","NY","11763","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2005-12-14T00:00:00.000","2005-12-14T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","47285.20","25840.00","6.46","7583",,"No","No","No","40.826361","-72.9868667","POINT (-72.9868667 40.826361)"
"2022-07-31T00:00:00.000","2011-158480-SLPR",,,"Baldwin","Nassau","NY","11510","Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-01-15T00:00:00.000","2009-01-15T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","38500.00","16632.00","4.75","5576",,"No","No","No","40.6576037","-73.6111953","POINT (-73.6111953 40.6576037)"
"2022-07-31T00:00:00.000","2011-158765-SLPR",,,"Quogue","Suffolk","NY","11959","Southampton","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-09-04T00:00:00.000","2009-09-04T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","34024.00","20090.00","5.74","6738",,"No","No","No","40.8241254","-72.5868779","POINT (-72.5868779 40.8241254)"
"2022-07-31T00:00:00.000","2011-157141-SLPR",,,"East Quogue","Suffolk","NY","11942","Southampton","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2006-09-18T00:00:00.000","2006-09-18T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","84148.90","33520.00","8.38","9837",,"No","No","No","40.841907","-72.6309756","POINT (-72.6309756 40.841907)"
"2022-07-31T00:00:00.000","2011-159971-SLPR",,,"Yaphank","Suffolk","NY","11980","Brookhaven","Town",,"Residential","Residential/Small Commercial","SPLR","Long Island Power Authority","Purchase","2010-04-29T00:00:00.000","2010-04-29T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","160000.00","51500.00","21","24651",,"No","No","No","40.8338913","-72.946127","POINT (-72.946127 40.8338913)"
"2022-07-31T00:00:00.000","31276-1",,,"Hudson","Columbia","NY","12534","Greenport","Town","36021001100","Non-Residential","Commercial/Industrial (Competitive)","PON 2589B","National Grid","Power Purchase Agreement","2013-02-21T00:00:00.000","2013-10-31T00:00:00.000","Complete","Tesla Energy Operations Inc","No",,,,,,,"1195437.00","238651.00","393.12","378810",,"No","No","No","42.277931322","-73.750040915","POINT (-73.750040915 42.277931322)"
"2022-07-31T00:00:00.000","2011-157033-SLPR",,,"Bohemia","Suffolk","NY","11716","Islip","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2006-07-07T00:00:00.000","2006-07-07T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","70000.00","40000.00","10.2","11973",,"No","No","No","40.7703685","-73.1464445","POINT (-73.1464445 40.7703685)"
"2022-07-31T00:00:00.000","2011-160593-SLPR",,,"Holbrook","Suffolk","NY","11741","Islip","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-04-16T00:00:00.000","2010-04-16T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","61000.00","30500.00","9.45","11093",,"No","No","No","40.7925353","-73.0722548","POINT (-73.0722548 40.7925353)"
"2022-07-31T00:00:00.000","2011-160299-SLPR",,,"Long Beach","Nassau","NY","11561","Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-08-13T00:00:00.000","2010-08-13T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","62627.50","31313.80","9.64","11316",,"No","No","No","40.6048438","-73.5586235","POINT (-73.5586235 40.6048438)"
"2022-07-31T00:00:00.000","2011-159909-SLPR",,,"Albertson","Nassau","NY","11507","North Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-01-23T00:00:00.000","2010-01-23T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","64880.00","35000.00","10.12","11879",,"No","No","No","40.7704286","-73.660339","POINT (-73.660339 40.7704286)"
"2022-07-31T00:00:00.000","2011-159542-SLPR",,,"Miller Place","Suffolk","NY","11764","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-11-10T00:00:00.000","2009-11-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","60900.00","35000.00","10.15","11914",,"No","No","No","40.9277179","-72.9789836","POINT (-72.9789836 40.9277179)"
"2022-07-31T00:00:00.000","2011-160413-SLPR",,,"Montauk","Suffolk","NY","11954","East Hampton","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2011-02-16T00:00:00.000","2011-08-19T00:00:00.000","Complete",,"No",,,"1.00","SunPower",,"44.00","72515.00","34650.00","9.9","11621",,"No","No","No","41.0475334","-71.9463865","POINT (-71.9463865 41.0475334)"
"2022-07-31T00:00:00.000","2011-156832-SLPR",,,"Manorville","Suffolk","NY","11949","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2004-07-19T00:00:00.000","2004-07-19T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","68500.00","45000.00","10","11738",,"No","No","No","40.8443948","-72.8224691","POINT (-72.8224691 40.8443948)"
"2022-07-31T00:00:00.000","2011-159457-SLPR",,,"Laurel","Suffolk","NY","11948","Southold","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-09-25T00:00:00.000","2009-09-25T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","75244.00","33075.00","9.45","11093",,"No","No","No","40.9801897","-72.5313642","POINT (-72.5313642 40.9801897)"
"2022-07-31T00:00:00.000","2011-161034-SLPR",,,"Seaford","Nassau","NY","11783","Hempstead","Town",,"Residential","Residential/Small Commercial","SPLR","Long Island Power Authority","Purchase","2010-05-10T00:00:00.000","2010-05-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","92358.60","35750.00","10.5","12325",,"No","No","No","40.6572288","-73.4946006","POINT (-73.4946006 40.6572288)"
"2022-07-31T00:00:00.000","2011-157376-SLPR",,,"Islandia","Suffolk","NY","11749","Islip","Town",,"Residential","Residential/Small Commercial","SPLR","Long Island Power Authority","Purchase","2007-06-21T00:00:00.000","2007-06-21T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","74000.00","40000.00","10.15","11914",,"No","No","No","40.8068436","-73.1710513","POINT (-73.1710513 40.8068436)"
"2022-07-31T00:00:00.000","2011-156932-SLPR",,,"East Meadow","Nassau","NY","11554","Hempstead","Town",,"Residential","Residential/Small Commercial","SPLR","Long Island Power Authority","Purchase","2005-09-07T00:00:00.000","2005-09-07T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","69980.00","44955.00","9.99","11727",,"No","No","No","40.7191361","-73.5541464","POINT (-73.5541464 40.7191361)"
"2022-07-31T00:00:00.000","2011-159193-SLPR",,,"Hampton Bays","Suffolk","NY","11946","Southampton","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2009-09-25T00:00:00.000","2009-09-25T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","70415.00","31395.00","8.97","10529",,"No","No","No","40.9007601","-72.5375563","POINT (-72.5375563 40.9007601)"
"2022-07-31T00:00:00.000","2011-157647-SLPR",,,"Mastic Beach","Suffolk","NY","11951","Brookhaven","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2007-05-21T00:00:00.000","2007-05-21T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","69700.00","34500.00","9.2","10799",,"No","No","No","40.7678406","-72.8323816","POINT (-72.8323816 40.7678406)"
"2022-07-31T00:00:00.000","2011-160473-SLPR",,,"Southampton","Suffolk","NY","11968","Southampton","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-07-15T00:00:00.000","2010-07-15T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","60480.00","30240.00","10.08","11832",,"No","No","No","40.9275064","-72.4206917","POINT (-72.4206917 40.9275064)"
"2022-07-31T00:00:00.000","2011-156408-SLPR",,,"Islandia","Suffolk","NY","11749","Islip","Town",,"Residential","Residential/Small Commercial","SPLR","Long Island Power Authority","Purchase","2002-12-03T00:00:00.000","2002-12-03T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","69373.10","60000.00","10.56","12396",,"No","No","No","40.8068436","-73.1710513","POINT (-73.1710513 40.8068436)"
"2022-07-31T00:00:00.000","2011-157151-SLPR",,,"Roslyn Heights","Nassau","NY","11577","North Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2006-01-26T00:00:00.000","2006-01-26T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","67500.00","37240.00","9.31","10928",,"No","No","No","40.7877287","-73.6304131","POINT (-73.6304131 40.7877287)"
"2022-07-31T00:00:00.000","2011-157059-SLPR",,,"Floral Park","Nassau","NY","11001","Hempstead","Town",,"Residential","Residential/Small Commercial","SPLR","Long Island Power Authority","Purchase","2005-12-16T00:00:00.000","2005-12-16T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","75000.00","40000.00","10","11738",,"No","No","No","40.7249464","-73.6974348","POINT (-73.6974348 40.7249464)"
"2022-07-31T00:00:00.000","2011-160219-SLPR",,,"Long Beach","Nassau","NY","11561","Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-04-10T00:00:00.000","2010-04-10T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","58984.00","35000.00","10.11","11868",,"No","No","No","40.6048438","-73.5586235","POINT (-73.5586235 40.6048438)"
"2022-07-31T00:00:00.000","2011-159901-SLPR",,,"Babylon","Suffolk","NY","11702","Babylon","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2010-04-29T00:00:00.000","2010-04-29T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","79120.00","34615.00","9.89","11609",,"No","No","No","40.6428807","-73.3497917","POINT (-73.3497917 40.6428807)"
"2022-07-31T00:00:00.000","2011-157970-SLPR",,,"Franklin Square","Nassau","NY","11010","Hempstead","Town",,"Residential","Residential/Small Commercial","SLPR 2010 Residential","Long Island Power Authority","Purchase","2008-02-20T00:00:00.000","2008-02-20T00:00:00.000","Complete",,"No",,,"0.00",,,"0.00","70000.00","30000.00","8","9391",,"No","No","No","40.7026302","-73.6717331","POINT (-73.6717331 40.7026302)"
"2022-07-31T00:00:00.000","0000096911",,,"Bronx","Bronx","NY","10469","New York","City","36005046202","Residential","Residential/Small Commercial","PON 2112","Consolidated Edison","Lease","2017-08-23T00:00:00.000","2017-12-25T00:00:00.000","Complete","SunRun Inc.","No","ABB","PVI-3.0-OUTD-S-US-A (240V)","1.00","REC Solar","REC290TP2 BLK","9.00","9017.00","1044.00","2.61","3250",,"No","No","No","40.8794276","-73.8341062","POINT (-73.8341062 40.8794276)"
"2022-07-31T00:00:00.000","0000380227",,,"Brooklyn","Kings","NY","11233","New York","City","36047036300","Residential","Residential/Small Commercial","PON 2112","Consolidated Edison","Purchase","2022-01-12T00:00:00.000",,"Pipeline",,"No","SMA America","SB6.0-1SP-US-41 [240V]","1.00","CSI Solar Co., Ltd.","CS3W-450MS","8.00","50410.00","720.00","3.6","4108",,"No","No","No","40.6721757","-73.9169923","POINT (-73.9169923 40.6721757)"
"2022-07-31T00:00:00.000","0000264490",,,"Stony Brook","Suffolk","NY","11790","Brookhaven","Town","36103158006","Residential","Residential/Small Commercial","PON 2112","Long Island Power Authority","Purchase","2020-09-25T00:00:00.000","2021-03-19T00:00:00.000","Complete","SuNation Solar Systems, Inc.","No","Enphase Energy Inc.","IQ7PLUS-72-x-US-& [240V]","35.00","LG Electronics Inc.","LG375Q1C-V5","35.00","40249.00",,"13.13","13380",,"No","No","Yes","40.8895299","-73.1256171","POINT (-73.1256171 40.8895299)"
"2022-07-31T00:00:00.000","0000271753",,,"Plainview","Nassau","NY","11803","Oyster Bay","Town","36059519802","Residential","Residential/Small Commercial","PON 2112","Long Island Power Authority","Purchase","2020-11-19T00:00:00.000","2020-12-23T00:00:00.000","Complete","NY State Solar (dba for NYSS LLC)","No","Enphase Energy Inc.","IQ7-60-x-ACM-US [240V]","17.00","Hanwha Q CELLS","Q.PEAK DUO BLK-G6+ 340","17.00","24016.13",,"5.78","6369",,"No","No","Yes","40.7700003","-73.470091","POINT (-73.470091 40.7700003)"
"2022-07-31T00:00:00.000","0000156573",,,"Farmingdale","Nassau","NY","11735","Oyster Bay","Town","36059520600","Residential","Residential/Small Commercial","PON 2112","Long Island Power Authority","Purchase","2018-09-28T00:00:00.000","2018-12-12T00:00:00.000","Complete","SuNation Solar Systems, Inc.","No","SolarEdge Technologies Ltd.","SE6000 [240V]","1.00","Silfab","SLG370M","20.00","28813.00",,"7.4","8221",,"No","No","Yes","40.7144672","-73.4372586","POINT (-73.4372586 40.7144672)"
