"start_time","end_time","plaza","direction","e_zpass_total_vehicle_count","cash_total_vehicle_count"
"2013-01-01T00:00:00.000","2013-01-01T01:00:00.000","06","N","196","85"
"2013-01-01T00:00:00.000","2013-01-01T01:00:00.000","06","S","147","86"
"2013-01-01T01:00:00.000","2013-01-01T02:00:00.000","06","N","320","141"
"2013-01-01T01:00:00.000","2013-01-01T02:00:00.000","06","S","251","149"
"2013-01-01T02:00:00.000","2013-01-01T03:00:00.000","06","N","238","121"
"2013-01-01T02:00:00.000","2013-01-01T03:00:00.000","06","S","164","97"
"2013-01-01T03:00:00.000","2013-01-01T04:00:00.000","06","N","176","101"
"2013-01-01T03:00:00.000","2013-01-01T04:00:00.000","06","S","105","67"
"2013-01-01T04:00:00.000","2013-01-01T05:00:00.000","06","N","130","78"
"2013-01-01T04:00:00.000","2013-01-01T05:00:00.000","06","S","80","62"
"2013-01-01T05:00:00.000","2013-01-01T06:00:00.000","06","N","95","68"
"2013-01-01T05:00:00.000","2013-01-01T06:00:00.000","06","S","102","47"
"2013-01-01T06:00:00.000","2013-01-01T07:00:00.000","06","N","94","63"
"2013-01-01T06:00:00.000","2013-01-01T07:00:00.000","06","S","233","82"
"2013-01-01T07:00:00.000","2013-01-01T08:00:00.000","06","N","142","75"
"2013-01-01T07:00:00.000","2013-01-01T08:00:00.000","06","S","167","58"
"2013-01-01T08:00:00.000","2013-01-01T09:00:00.000","06","N","197","94"
"2013-01-01T08:00:00.000","2013-01-01T09:00:00.000","06","S","167","51"
"2013-01-01T09:00:00.000","2013-01-01T10:00:00.000","06","N","271","135"
"2013-01-01T09:00:00.000","2013-01-01T10:00:00.000","06","S","213","75"
"2013-01-01T10:00:00.000","2013-01-01T11:00:00.000","06","N","354","162"
"2013-01-01T10:00:00.000","2013-01-01T11:00:00.000","06","S","355","131"
"2013-01-01T11:00:00.000","2013-01-01T12:00:00.000","06","N","486","207"
"2013-01-01T11:00:00.000","2013-01-01T12:00:00.000","06","S","570","182"
"2013-01-01T12:00:00.000","2013-01-01T13:00:00.000","06","N","594","240"
"2013-01-01T12:00:00.000","2013-01-01T13:00:00.000","06","S","763","258"
"2013-01-01T13:00:00.000","2013-01-01T14:00:00.000","06","N","688","276"
"2013-01-01T13:00:00.000","2013-01-01T14:00:00.000","06","S","940","273"
"2013-01-01T14:00:00.000","2013-01-01T15:00:00.000","06","N","677","324"
"2013-01-01T14:00:00.000","2013-01-01T15:00:00.000","06","S","1037","325"
"2013-01-01T15:00:00.000","2013-01-01T16:00:00.000","06","N","708","351"
"2013-01-01T15:00:00.000","2013-01-01T16:00:00.000","06","S","1024","350"
"2013-01-01T16:00:00.000","2013-01-01T17:00:00.000","06","N","605","278"
"2013-01-01T16:00:00.000","2013-01-01T17:00:00.000","06","S","1002","369"
"2013-01-01T17:00:00.000","2013-01-01T18:00:00.000","06","N","590","308"
"2013-01-01T17:00:00.000","2013-01-01T18:00:00.000","06","S","873","292"
"2013-01-01T18:00:00.000","2013-01-01T19:00:00.000","06","N","495","226"
"2013-01-01T18:00:00.000","2013-01-01T19:00:00.000","06","S","865","390"
"2013-01-01T19:00:00.000","2013-01-01T20:00:00.000","06","N","435","210"
"2013-01-01T19:00:00.000","2013-01-01T20:00:00.000","06","S","694","315"
"2013-01-01T20:00:00.000","2013-01-01T21:00:00.000","06","N","349","172"
"2013-01-01T20:00:00.000","2013-01-01T21:00:00.000","06","S","593","282"
"2013-01-01T21:00:00.000","2013-01-01T22:00:00.000","06","N","266","142"
"2013-01-01T21:00:00.000","2013-01-01T22:00:00.000","06","S","410","208"
"2013-01-01T22:00:00.000","2013-01-01T23:00:00.000","06","N","172","108"
"2013-01-01T22:00:00.000","2013-01-01T23:00:00.000","06","S","299","175"
"2013-01-01T23:00:00.000","2013-01-01T00:00:00.000","06","N","150","93"
"2013-01-01T23:00:00.000","2013-01-01T00:00:00.000","06","S","164","95"
"2013-01-02T00:00:00.000","2013-01-02T01:00:00.000","06","N","87","54"
"2013-01-02T00:00:00.000","2013-01-02T01:00:00.000","06","S","80","55"
"2013-01-02T01:00:00.000","2013-01-02T02:00:00.000","06","N","82","39"
"2013-01-02T01:00:00.000","2013-01-02T02:00:00.000","06","S","48","33"
"2013-01-02T02:00:00.000","2013-01-02T03:00:00.000","06","N","52","26"
"2013-01-02T02:00:00.000","2013-01-02T03:00:00.000","06","S","51","24"
"2013-01-02T03:00:00.000","2013-01-02T04:00:00.000","06","N","69","23"
