"swis_code","type_code","type","county","town_name","website","gnis_id"
"012000","3","Town","Albany","Berne","http://berneny.org","978728"
"012200","3","Town","Albany","Bethlehem","http://www.townofbethlehem.org","978731"
"012400","3","Town","Albany","Coeymans","http://www.coeymans.org","978845"
"012600","3","Town","Albany","Colonie","http://www.colonie.org","978853"
"012800","3","Town","Albany","Green Island","http://www.villageofgreenisland.com/town/","979020"
"013000","3","Town","Albany","Guilderland","http://www.townofguilderland.org/","979030"
"013200","3","Town","Albany","Knox","http://www.knoxny.org","979122"
"013400","3","Town","Albany","New Scotland","http://www.townofnewscotland.com","979272"
"013600","3","Town","Albany","Rensselaerville","http://www.rensselaerville.com","979415"
"013800","3","Town","Albany","Westerlo","http://townofwesterlony.com","979619"
"022000","3","Town","Allegany","Alfred","http://www.townofalfred.com/","978665"
"022200","3","Town","Allegany","Allen","http://www.alleganyco.com/local_govt/Allen/","978668"
"022400","3","Town","Allegany","Alma","http://www.townofalma.org","978669"
"022600","3","Town","Allegany","Almond","http://www.almondny.us","978670"
"022800","3","Town","Allegany","Amity","http://www.townofamity-ny.com","978676"
"023000","3","Town","Allegany","Andover","http://www.alleganyco.com/local_govt/Andover/","978681"
"023200","3","Town","Allegany","Angelica","http://www.alleganyco.com/local_govt/Angelica/","978682"
"023400","3","Town","Allegany","Belfast","http://www.alleganyco.com/local_govt/Belfast/","978720"
"023600","3","Town","Allegany","Birdsall","http://www.alleganyco.com/local_govt/Birdsall/","978735"
"023800","3","Town","Allegany","Bolivar","http://www.townofbolivar.com","978740"
"024000","3","Town","Allegany","Burns","http://www.townofburnsny.com","978767"
"024200","3","Town","Allegany","Caneadea","http://townofcaneadea.org/","978787"
"024400","3","Town","Allegany","Centerville","http://centerville.wordpress.com/","978807"
"024600","3","Town","Allegany","Clarksville","http://www.alleganyco.com/local_govt/Clarksville/","978833"
"024800","3","Town","Allegany","Cuba","http://www.cubany.org/","978880"
"025000","3","Town","Allegany","Friendship","http://www.townoffriendship-ny.com/","978978"
"025200","3","Town","Allegany","Genesee","http://www.alleganyco.com/local_govt/Genesee/","978989"
"025400","3","Town","Allegany","Granger","http://www.grangerny.org/","979013"
"025600","3","Town","Allegany","Grove","http://townofgrove.com/","979028"
"025800","3","Town","Allegany","Hume","http://www.humetown.org","979084"
"026000","3","Town","Allegany","Independence","http://independenceny.org","979091"
"026200","3","Town","Allegany","New Hudson","http://www.newhudsonny.org","979266"
"026400","3","Town","Allegany","Rushford","http://www.rushfordny.org","979441"
"026600","3","Town","Allegany","Scio","http://townofsciony.org/","979475"
"026800","3","Town","Allegany","Ward","http://www.alleganyco.com/local_govt/Ward/","979596"
"027000","3","Town","Allegany","Wellsville","http://townofwellsvilleny.org","979616"
"027200","3","Town","Allegany","West Almond","http://www.alleganyco.com/local_govt/WAlmond/","979617"
"027400","3","Town","Allegany","Willing","http://willingny.org","979642"
"027600","3","Town","Allegany","Wirt","http://www.alleganyco.com/local_govt/Wirt/","979651"
"032000","3","Town","Broome","Barker","http://www.gobroomecounty.com/files/community/pdfs/TownofBarker.pdf","978709"
"032200","3","Town","Broome","Binghamton","http://www.townofbinghamton.com","978733"
"032400","3","Town","Broome","Chenango","http://www.townofchenango.com/","978819"
"032600","3","Town","Broome","Colesville","http://townofcolesville.org/","978851"
"032800","3","Town","Broome","Conklin","http://www.townofconklin.org","978861"
"033000","3","Town","Broome","Dickinson","http://www.townofdickinson.com","978903"
"033200","3","Town","Broome","Fenton","http://www.townoffenton.com","978956"
"033400","3","Town","Broome","Kirkwood","http://www.townofkirkwood.org","979121"
"033600","3","Town","Broome","Lisle","http://www.gobroomecounty.com/community/municipalities/lisle","979155"
"033800","3","Town","Broome","Maine","http://townofmaine.org/","979184"
