"tax_year","credit_type","place_of_residence","county","notes","number_of_claims_two_or_more_qualifying_persons","credit_amount_claimed_two_or_more_qualifying_persons_000","average_credit_two_or_more_qualifying_persons","place_of_residence_sort_order"
"2014","NYS CDCC","New York City - Queens","Queens",,"14146","8208","580","4"
"2014","NYS CDCC","New York City - Richmond","Richmond",,"3275","1318","402","5"
"2014","NYS CDCC","Total, New York City","Total, New York City",,"59224","35810","605","6"
"2014","NYS CDCC","Albany","Albany",,"2713","819","302","7"
"2014","NYS CDCC","Allegany","Allegany",,"182","52","285","8"
"2014","NYS CDCC","Broome","Broome",,"956","340","356","9"
"2014","NYS CDCC","Cattaraugus","Cattaraugus",,"334","96","288","10"
"2014","NYS CDCC","Cayuga","Cayuga",,"360","102","284","11"
"2014","NYS CDCC","Chautauqua","Chautauqua",,"549","153","279","12"
"2014","NYS CDCC","Chemung","Chemung",,"481","161","335","13"
"2014","NYS CDCC","Chenango","Chenango",,"274","90","330","14"
"2014","NYS CDCC","Clinton","Clinton",,"520","153","293","15"
"2014","NYS CDCC","Columbia","Columbia",,"285","79","276","16"
"2014","NYS CDCC","Cortland","Cortland",,"339","110","324","17"
"2014","NYS CDCC","Delaware","Delaware",,"186","67","359","18"
"2014","NYS CDCC","Dutchess","Dutchess",,"2303","689","299","19"
"2014","NYS CDCC","Erie","Erie",,"6518","2042","313","20"
"2014","NYS CDCC","Essex","Essex",,"189","62","328","21"
"2014","NYS CDCC","Franklin","Franklin",,"257","99","385","22"
"2014","NYS CDCC","Fulton","Fulton",,"209","77","369","23"
"2014","NYS CDCC","Genesee","Genesee",,"306","96","315","24"
"2014","NYS CDCC","Greene","Greene",,"150","56","375","25"
"2014","NYS CDCC","Hamilton","Hamilton",,"12","6","509","26"
"2014","NYS CDCC","Herkimer","Herkimer",,"304","119","391","27"
"2014","NYS CDCC","Jefferson","Jefferson",,"546","191","350","28"
"2014","NYS CDCC","Lewis","Lewis",,"97","33","339","29"
"2014","NYS CDCC","Livingston","Livingston",,"321","92","287","30"
"2014","NYS CDCC","Madison","Madison",,"377","124","329","31"
"2014","NYS CDCC","Monroe","Monroe",,"6097","2045","335","32"
"2014","NYS CDCC","Montgomery","Montgomery",,"228","87","383","33"
"2014","NYS CDCC","Nassau","Nassau",,"14827","4505","304","34"
"2014","NYS CDCC","Niagara","Niagara",,"1194","370","310","35"
"2014","NYS CDCC","Oneida","Oneida",,"1080","410","380","36"
"2014","NYS CDCC","Onondaga","Onondaga",,"3550","1274","359","37"
"2014","NYS CDCC","Ontario","Ontario",,"857","215","251","38"
"2014","NYS CDCC","Orange","Orange",,"2969","1051","354","39"
"2014","NYS CDCC","Orleans","Orleans",,"117","41","348","40"
"2014","NYS CDCC","Oswego","Oswego",,"464","144","310","41"
"2014","NYS CDCC","Otsego","Otsego",,"297","92","309","42"
"2014","NYS CDCC","Putnam","Putnam",,"1034","243","235","43"
"2014","NYS CDCC","Rensselaer","Rensselaer",,"1278","407","318","44"
"2014","NYS CDCC","Rockland","Rockland",,"3785","1595","421","45"
"2014","NYS CDCC","St. Lawrence","St. Lawrence",,"470","146","311","46"
"2014","NYS CDCC","Saratoga","Saratoga",,"2169","473","218","47"
"2014","NYS CDCC","Schenectady","Schenectady",,"1286","420","327","48"
"2014","NYS CDCC","Schoharie","Schoharie",,"146","58","400","49"
"2014","NYS CDCC","Schuyler","Schuyler","d/","75","20","268","50"
"2014","NYS CDCC","Seneca","Seneca",,"157","54","346","51"
"2014","NYS CDCC","Steuben","Steuben",,"582","177","305","52"
"2014","NYS CDCC","Suffolk","Suffolk",,"12949","4546","351","53"
"2014","NYS CDCC","Sullivan","Sullivan",,"429","183","426","54"
"2014","NYS CDCC","Tioga","Tioga",,"262","68","260","55"
"2014","NYS CDCC","Tompkins","Tompkins",,"794","157","198","56"
"2014","NYS CDCC","Ulster","Ulster",,"1050","356","339","57"
"2014","NYS CDCC","Warren","Warren",,"354","116","328","58"
"2014","NYS CDCC","Washington","Washington",,"259","88","338","59"
"2014","NYS CDCC","Wayne","Wayne",,"567","195","344","60"
"2014","NYS CDCC","Westchester","Westchester",,"10745","3402","317","61"
"2014","NYS CDCC","Wyoming","Wyoming","d/","216","60","279","62"
"2014","NYS CDCC","Yates","Yates",,"89","31","344","63"
"2014","NYS CDCC","NYS Unclassified +","All","d/","88","24","268","65"
"2014","NYS CDCC","All Other +","Not Applicable",,"29439","3195","109","66"
"2014","NYS CDCC","Full-Year Resident","All",,"147347","64645","439","67"
"2014","NYS CDCC","Part-Year Resident","Not Applicable",,"2761","428","155","68"
"2014","NYS CDCC","Full-Year Nonresident","Not Applicable",,"27787","2892","104","69"
"2014","NYS CDCC","Grand Total","Grand Total",,"177895","67966","382","70"
"2013","NYS CDCC","New York City - Bronx","Bronx",,"11127","9530","856","1"
"2013","NYS CDCC","New York City - Kings","Kings",,"19050","12610","662","2"
"2013","NYS CDCC","New York City - Manhattan","Manhattan",,"11077","5041","455","3"
"2013","NYS CDCC","New York City - Queens","Queens",,"13865","8281","597","4"
"2013","NYS CDCC","New York City - Richmond","Richmond",,"3268","1394","427","5"
"2013","NYS CDCC","Total, New York City","Total, New York City",,"58387","36856","631","6"
"2013","NYS CDCC","Albany","Albany",,"2656","851","320","7"
"2013","NYS CDCC","Allegany","Allegany",,"184","61","329","8"
"2013","NYS CDCC","Broome","Broome",,"958","339","354","9"
"2013","NYS CDCC","Cattaraugus","Cattaraugus",,"337","116","343","10"
"2013","NYS CDCC","Cayuga","Cayuga",,"371","112","302","11"
"2013","NYS CDCC","Chautauqua","Chautauqua",,"541","172","319","12"
"2013","NYS CDCC","Chemung","Chemung",,"500","182","365","13"
"2013","NYS CDCC","Chenango","Chenango",,"264","99","374","14"
"2013","NYS CDCC","Clinton","Clinton",,"518","163","315","15"
"2013","NYS CDCC","Columbia","Columbia",,"288","81","280","16"
"2013","NYS CDCC","Cortland","Cortland",,"370","120","325","17"
"2013","NYS CDCC","Delaware","Delaware",,"177","58","330","18"
"2013","NYS CDCC","Dutchess","Dutchess",,"2359","729","309","19"
"2013","NYS CDCC","Erie","Erie",,"6530","2072","317","20"
"2013","NYS CDCC","Essex","Essex",,"191","68","356","21"
"2013","NYS CDCC","Franklin","Franklin",,"266","100","375","22"
"2013","NYS CDCC","Fulton","Fulton",,"215","101","468","23"
"2013","NYS CDCC","Genesee","Genesee",,"341","96","281","24"
"2013","NYS CDCC","Greene","Greene",,"160","64","399","25"
"2013","NYS CDCC","Hamilton","Hamilton",,"14","4","295","26"
"2013","NYS CDCC","Herkimer","Herkimer",,"288","111","385","27"
"2013","NYS CDCC","Jefferson","Jefferson",,"586","231","395","28"
"2013","NYS CDCC","Lewis","Lewis","d/","110","33","300","29"
"2013","NYS CDCC","Livingston","Livingston",,"337","93","277","30"
"2013","NYS CDCC","Madison","Madison",,"371","121","325","31"
"2013","NYS CDCC","Monroe","Monroe",,"6108","2110","345","32"
"2013","NYS CDCC","Montgomery","Montgomery",,"223","92","411","33"
"2013","NYS CDCC","Nassau","Nassau",,"14335","4540","317","34"
"2013","NYS CDCC","Niagara","Niagara",,"1261","387","307","35"
"2013","NYS CDCC","Oneida","Oneida",,"1064","469","440","36"
"2013","NYS CDCC","Onondaga","Onondaga",,"3469","1272","367","37"
"2013","NYS CDCC","Ontario","Ontario",,"862","241","280","38"
"2013","NYS CDCC","Orange","Orange",,"2885","1056","366","39"
"2013","NYS CDCC","Orleans","Orleans",,"127","51","405","40"
"2013","NYS CDCC","Oswego","Oswego",,"452","152","337","41"
"2013","NYS CDCC","Otsego","Otsego",,"320","96","301","42"
"2013","NYS CDCC","Putnam","Putnam",,"987","229","232","43"
"2013","NYS CDCC","Rensselaer","Rensselaer",,"1266","371","293","44"
"2013","NYS CDCC","Rockland","Rockland",,"3601","1528","424","45"
"2013","NYS CDCC","St. Lawrence","St. Lawrence",,"472","158","335","46"
"2013","NYS CDCC","Saratoga","Saratoga",,"2129","471","221","47"
"2013","NYS CDCC","Schenectady","Schenectady",,"1261","429","340","48"
"2013","NYS CDCC","Schoharie","Schoharie",,"150","58","384","49"
"2013","NYS CDCC","Schuyler","Schuyler","d/","84","23","272","50"
"2013","NYS CDCC","Seneca","Seneca",,"165","57","348","51"
"2013","NYS CDCC","Steuben","Steuben",,"582","187","321","52"
"2013","NYS CDCC","Suffolk","Suffolk",,"12810","4561","356","53"
"2013","NYS CDCC","Sullivan","Sullivan",,"445","193","433","54"
"2013","NYS CDCC","Tioga","Tioga",,"289","81","280","55"
"2013","NYS CDCC","Tompkins","Tompkins",,"756","158","210","56"
"2013","NYS CDCC","Ulster","Ulster",,"1038","365","351","57"
"2013","NYS CDCC","Warren","Warren",,"353","108","305","58"
"2013","NYS CDCC","Washington","Washington",,"283","100","353","59"
"2013","NYS CDCC","Wayne","Wayne",,"600","218","364","60"
"2013","NYS CDCC","Westchester","Westchester",,"10433","3391","325","61"
"2013","NYS CDCC","Wyoming","Wyoming",,"219","64","290","62"
"2013","NYS CDCC","Yates","Yates",,"84","30","363","63"
"2013","NYS CDCC","NYS Unclassified +","All","d/","113","24","215","65"
"2013","NYS CDCC","All Other +","Not Applicable",,"27330","3046","111","66"
"2013","NYS CDCC","Total Full-Year Residents","All",,"145454","66162","455","67"
"2013","NYS CDCC","Total Part-Year Residents","Not Applicable",,"2605","399","153","68"
"2013","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"25816","2789","108","69"
"2013","NYS CDCC","Grand Total","Grand Total",,"173875","69350","399","70"
"2012","NYS CDCC","New York City - Bronx","Bronx",,"11297","10031","888","1"
"2012","NYS CDCC","New York City - Kings","Kings",,"18299","12383","677","2"
"2012","NYS CDCC","New York City - Manhattan","Manhattan",,"10934","5258","481","3"
"2012","NYS CDCC","New York City - Queens","Queens",,"13462","8254","613","4"
"2012","NYS CDCC","New York City - Richmond","Richmond",,"3185","1350","424","5"
"2012","NYS CDCC","Total, New York City","Total, New York City",,"57177","37277","652","6"
"2012","NYS CDCC","Albany","Albany",,"2490","825","331","7"
"2012","NYS CDCC","Allegany","Allegany",,"188","66","352","8"
"2012","NYS CDCC","Broome","Broome",,"974","359","369","9"
"2012","NYS CDCC","Cattaraugus","Cattaraugus",,"312","103","331","10"
"2012","NYS CDCC","Cayuga","Cayuga",,"368","117","319","11"
"2012","NYS CDCC","Chautauqua","Chautauqua",,"536","170","316","12"
"2012","NYS CDCC","Chemung","Chemung",,"474","163","343","13"
"2012","NYS CDCC","Chenango","Chenango",,"251","95","379","14"
"2012","NYS CDCC","Clinton","Clinton",,"495","156","314","15"
"2012","NYS CDCC","Columbia","Columbia",,"287","91","316","16"
"2012","NYS CDCC","Cortland","Cortland",,"334","121","363","17"
"2012","NYS CDCC","Delaware","Delaware",,"196","79","406","18"
"2012","NYS CDCC","Dutchess","Dutchess",,"2289","707","309","19"
"2012","NYS CDCC","Erie","Erie",,"6400","2099","328","20"
"2012","NYS CDCC","Essex","Essex",,"198","57","289","21"
"2012","NYS CDCC","Franklin","Franklin",,"274","110","402","22"
"2012","NYS CDCC","Fulton","Fulton",,"214","105","493","23"
"2012","NYS CDCC","Genesee","Genesee",,"327","98","298","24"
"2012","NYS CDCC","Greene","Greene",,"165","55","336","25"
"2012","NYS CDCC","Hamilton","Hamilton","d/","12","8","658","26"
"2012","NYS CDCC","Herkimer","Herkimer",,"284","120","422","27"
"2012","NYS CDCC","Jefferson","Jefferson",,"581","217","374","28"
"2012","NYS CDCC","Lewis","Lewis",,"123","35","284","29"
"2012","NYS CDCC","Livingston","Livingston",,"301","92","305","30"
"2012","NYS CDCC","Madison","Madison",,"375","123","327","31"
"2012","NYS CDCC","Monroe","Monroe",,"5990","2124","355","32"
"2012","NYS CDCC","Montgomery","Montgomery",,"180","79","439","33"
"2012","NYS CDCC","Nassau","Nassau",,"13622","4404","323","34"
"2012","NYS CDCC","Niagara","Niagara",,"1254","416","332","35"
"2012","NYS CDCC","Oneida","Oneida",,"1058","465","439","36"
"2012","NYS CDCC","Onondaga","Onondaga",,"3430","1332","388","37"
"2012","NYS CDCC","Ontario","Ontario",,"857","229","267","38"
"2012","NYS CDCC","Orange","Orange",,"2842","1022","359","39"
"2012","NYS CDCC","Orleans","Orleans",,"128","46","363","40"
"2012","NYS CDCC","Oswego","Oswego",,"441","144","326","41"
"2012","NYS CDCC","Otsego","Otsego",,"269","75","279","42"
"2012","NYS CDCC","Putnam","Putnam",,"983","229","233","43"
"2012","NYS CDCC","Rensselaer","Rensselaer",,"1233","395","320","44"
"2012","NYS CDCC","Rockland","Rockland",,"3382","1349","399","45"
"2012","NYS CDCC","St. Lawrence","St. Lawrence",,"476","173","364","46"
"2012","NYS CDCC","Saratoga","Saratoga",,"1923","404","210","47"
"2012","NYS CDCC","Schenectady","Schenectady",,"1252","465","371","48"
"2012","NYS CDCC","Schoharie","Schoharie",,"140","45","319","49"
"2012","NYS CDCC","Schuyler","Schuyler","d/","74","23","314","50"
"2012","NYS CDCC","Seneca","Seneca",,"159","62","389","51"
"2012","NYS CDCC","Steuben","Steuben",,"619","185","300","52"
"2012","NYS CDCC","Suffolk","Suffolk",,"12477","4607","369","53"
"2012","NYS CDCC","Sullivan","Sullivan",,"447","205","459","54"
"2012","NYS CDCC","Tioga","Tioga",,"293","84","288","55"
"2012","NYS CDCC","Tompkins","Tompkins",,"724","142","196","56"
"2012","NYS CDCC","Ulster","Ulster",,"1056","368","349","57"
"2012","NYS CDCC","Warren","Warren",,"322","95","294","58"
"2012","NYS CDCC","Washington","Washington",,"252","91","362","59"
"2012","NYS CDCC","Wayne","Wayne",,"612","226","369","60"
"2012","NYS CDCC","Westchester","Westchester",,"10194","3376","331","61"
"2012","NYS CDCC","Wyoming","Wyoming",,"208","55","265","62"
"2012","NYS CDCC","Yates","Yates","d/","86","33","386","63"
"2012","NYS CDCC","NYS Unclassified +","All","d/","150","30","203","65"
"2012","NYS CDCC","All Other +","Not Applicable",,"25400","2883","113","66"
"2012","NYS CDCC","Total Full-Year Residents","All",,"141735","66277","468","67"
"2012","NYS CDCC","Total Part-Year Residents","Not Applicable",,"2214","358","162","68"
"2012","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"24209","2676","111","69"
"2012","NYS CDCC","Grand Total","Grand Total",,"168158","69311","412","70"
"2011","NYS CDCC","New York City - Bronx","Bronx",,"11914","10390","872","1"
"2011","NYS CDCC","New York City - Kings","Kings",,"18033","12174","675","2"
"2011","NYS CDCC","New York City - Manhattan","Manhattan",,"9342","4539","486","3"
"2011","NYS CDCC","New York City - Queens","Queens",,"13509","8346","618","4"
"2011","NYS CDCC","New York City - Richmond","Richmond",,"3275","1374","419","5"
"2011","NYS CDCC","Total, New York City","Total, New York City",,"56073","36823","657","6"
"2011","NYS CDCC","Albany","Albany",,"2416","758","314","7"
"2011","NYS CDCC","Allegany","Allegany",,"186","60","320","8"
"2011","NYS CDCC","Broome","Broome",,"901","298","330","9"
"2011","NYS CDCC","Cattaraugus","Cattaraugus",,"327","105","320","10"
"2011","NYS CDCC","Cayuga","Cayuga",,"375","110","292","11"
"2011","NYS CDCC","Chautauqua","Chautauqua",,"551","174","316","12"
"2011","NYS CDCC","Chemung","Chemung",,"489","153","312","13"
"2011","NYS CDCC","Chenango","Chenango",,"228","87","380","14"
"2011","NYS CDCC","Clinton","Clinton",,"482","162","336","15"
"2011","NYS CDCC","Columbia","Columbia",,"245","69","282","16"
"2011","NYS CDCC","Cortland","Cortland",,"323","102","315","17"
"2011","NYS CDCC","Delaware","Delaware",,"178","62","351","18"
"2011","NYS CDCC","Dutchess","Dutchess",,"2320","708","305","19"
"2011","NYS CDCC","Erie","Erie",,"6287","1971","313","20"
"2011","NYS CDCC","Essex","Essex",,"179","53","294","21"
"2011","NYS CDCC","Franklin","Franklin",,"256","93","365","22"
"2011","NYS CDCC","Fulton","Fulton",,"174","76","439","23"
"2011","NYS CDCC","Genesee","Genesee",,"317","84","264","24"
"2011","NYS CDCC","Greene","Greene",,"164","51","308","25"
"2011","NYS CDCC","Hamilton","Hamilton","d/",,,"601","26"
"2011","NYS CDCC","Herkimer","Herkimer",,"309","119","386","27"
"2011","NYS CDCC","Jefferson","Jefferson",,"560","215","384","28"
"2011","NYS CDCC","Lewis","Lewis","d/",,,"313","29"
"2011","NYS CDCC","Livingston","Livingston",,"311","92","297","30"
"2011","NYS CDCC","Madison","Madison",,"351","107","304","31"
"2011","NYS CDCC","Monroe","Monroe",,"5840","1879","322","32"
"2011","NYS CDCC","Montgomery","Montgomery",,"210","80","380","33"
"2011","NYS CDCC","Nassau","Nassau",,"13371","4299","322","34"
"2011","NYS CDCC","Niagara","Niagara",,"1263","402","318","35"
"2011","NYS CDCC","Oneida","Oneida",,"1148","450","392","36"
"2011","NYS CDCC","Onondaga","Onondaga",,"3425","1216","355","37"
"2011","NYS CDCC","Ontario","Ontario",,"858","220","256","38"
"2011","NYS CDCC","Orange","Orange",,"2813","996","354","39"
"2011","NYS CDCC","Orleans","Orleans",,"129","47","361","40"
"2011","NYS CDCC","Oswego","Oswego",,"460","148","322","41"
"2011","NYS CDCC","Otsego","Otsego",,"281","77","275","42"
"2011","NYS CDCC","Putnam","Putnam",,"957","207","216","43"
"2011","NYS CDCC","Rensselaer","Rensselaer",,"1265","397","314","44"
"2011","NYS CDCC","Rockland","Rockland",,"3230","1190","368","45"
"2011","NYS CDCC","St. Lawrence","St. Lawrence",,"477","167","349","46"
"2011","NYS CDCC","Saratoga","Saratoga",,"1895","382","201","47"
"2011","NYS CDCC","Schenectady","Schenectady",,"1197","418","349","48"
"2011","NYS CDCC","Schoharie","Schoharie","d/","140","42","302","49"
"2011","NYS CDCC","Schuyler","Schuyler","d/","69","25","356","50"
"2011","NYS CDCC","Seneca","Seneca",,"157","53","340","51"
"2011","NYS CDCC","Steuben","Steuben",,"622","180","290","52"
"2011","NYS CDCC","Suffolk","Suffolk",,"12578","4436","353","53"
"2011","NYS CDCC","Sullivan","Sullivan",,"462","210","454","54"
"2011","NYS CDCC","Tioga","Tioga",,"306","88","287","55"
"2011","NYS CDCC","Tompkins","Tompkins",,"710","143","201","56"
"2011","NYS CDCC","Ulster","Ulster",,"1037","346","333","57"
"2011","NYS CDCC","Warren","Warren",,"287","81","282","58"
"2011","NYS CDCC","Washington","Washington",,"240","83","346","59"
"2011","NYS CDCC","Wayne","Wayne",,"608","198","326","60"
"2011","NYS CDCC","Westchester","Westchester",,"10008","3327","332","61"
"2011","NYS CDCC","Wyoming","Wyoming",,"225","65","290","62"
"2011","NYS CDCC","Yates","Yates","d/","91","33","360","63"
"2011","NYS CDCC","NYS Unclassified +","All","d/","173","34","196","65"
"2011","NYS CDCC","All Other +","Not Applicable",,"24260","2845","117","66"
"2011","NYS CDCC","Total Full-Year Residents","All",,"139717","64358","461","67"
"2011","NYS CDCC","Total Part-Year Residents","Not Applicable",,"2140","348","163","68"
"2011","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"23060","2626","114","69"
"2011","NYS CDCC","Grand Total","Grand Total",,"164917","67331","408","70"
"2010","NYS CDCC","New York City - Manhattan","Manhattan",,"9349","5007","536","1"
"2010","NYS CDCC","New York City - Bronx","Bronx",,"13013","11879","913","2"
"2010","NYS CDCC","New York City - Richmond","Richmond",,"3304","1453","440","3"
"2010","NYS CDCC","New York City - Kings","Kings",,"18599","13165","708","4"
"2010","NYS CDCC","New York City - Queens","Queens",,"13618","8801","646","5"
"2010","NYS CDCC","Total, New York City","Total, New York City",,"57883","40305","696","6"
"2010","NYS CDCC","Albany","Albany",,"2363","783","331","7"
"2010","NYS CDCC","Allegany","Allegany",,"188","55","293","8"
"2010","NYS CDCC","Broome","Broome",,"928","296","319","9"
"2010","NYS CDCC","Cattaraugus","Cattaraugus",,"371","125","337","10"
"2010","NYS CDCC","Cayuga","Cayuga",,"389","105","270","11"
"2010","NYS CDCC","Chautauqua","Chautauqua",,"557","187","335","12"
"2010","NYS CDCC","Chemung","Chemung",,"472","143","303","13"
"2010","NYS CDCC","Chenango","Chenango",,"262","87","331","14"
"2010","NYS CDCC","Clinton","Clinton",,"499","144","289","15"
"2010","NYS CDCC","Columbia","Columbia",,"245","74","300","16"
"2010","NYS CDCC","Cortland","Cortland",,"320","90","280","17"
"2010","NYS CDCC","Delaware","Delaware",,"171","61","359","18"
"2010","NYS CDCC","Dutchess","Dutchess",,"2295","683","297","19"
"2010","NYS CDCC","Erie","Erie",,"6363","2040","321","20"
"2010","NYS CDCC","Essex","Essex",,"174","47","272","21"
"2010","NYS CDCC","Franklin","Franklin",,"270","101","374","22"
"2010","NYS CDCC","Fulton","Fulton",,"192","81","420","23"
"2010","NYS CDCC","Genesee","Genesee",,"322","94","292","24"
"2010","NYS CDCC","Greene","Greene",,"167","62","371","25"
"2010","NYS CDCC","Hamilton","Hamilton","d/",,,"188","26"
"2010","NYS CDCC","Herkimer","Herkimer",,"279","106","379","27"
"2010","NYS CDCC","Jefferson","Jefferson",,"548","196","358","28"
"2010","NYS CDCC","Lewis","Lewis","d/","112","36","321","29"
"2010","NYS CDCC","Livingston","Livingston",,"319","87","272","30"
"2010","NYS CDCC","Madison","Madison",,"371","112","302","31"
"2010","NYS CDCC","Monroe","Monroe",,"5861","1945","332","32"
"2010","NYS CDCC","Montgomery","Montgomery",,"218","94","431","33"
"2010","NYS CDCC","Nassau","Nassau",,"12979","4312","332","34"
"2010","NYS CDCC","Niagara","Niagara",,"1269","390","307","35"
"2010","NYS CDCC","Oneida","Oneida",,"1173","456","389","36"
"2010","NYS CDCC","Onondaga","Onondaga",,"3408","1205","354","37"
"2010","NYS CDCC","Ontario","Ontario",,"799","200","250","38"
"2010","NYS CDCC","Orange","Orange",,"2837","960","338","39"
"2010","NYS CDCC","Orleans","Orleans",,"148","54","364","40"
"2010","NYS CDCC","Oswego","Oswego",,"463","149","321","41"
"2010","NYS CDCC","Otsego","Otsego",,"297","79","267","42"
"2010","NYS CDCC","Putnam","Putnam",,"985","212","215","43"
"2010","NYS CDCC","Rensselaer","Rensselaer",,"1267","387","306","44"
"2010","NYS CDCC","Rockland","Rockland",,"3173","1197","377","45"
"2010","NYS CDCC","St. Lawrence","St. Lawrence",,"476","141","296","46"
"2010","NYS CDCC","Saratoga","Saratoga",,"1873","382","204","47"
"2010","NYS CDCC","Schenectady","Schenectady",,"1191","427","358","48"
"2010","NYS CDCC","Schoharie","Schoharie","d/","125","31","248","49"
"2010","NYS CDCC","Schuyler","Schuyler","d/","81","23","285","50"
"2010","NYS CDCC","Seneca","Seneca",,"147","46","315","51"
"2010","NYS CDCC","Steuben","Steuben",,"621","184","297","52"
"2010","NYS CDCC","Suffolk","Suffolk",,"12649","4730","374","53"
"2010","NYS CDCC","Sullivan","Sullivan",,"459","202","440","54"
"2010","NYS CDCC","Tioga","Tioga",,"297","82","275","55"
"2010","NYS CDCC","Tompkins","Tompkins",,"716","155","217","56"
"2010","NYS CDCC","Ulster","Ulster",,"1011","338","335","57"
"2010","NYS CDCC","Warren","Warren",,"283","86","306","58"
"2010","NYS CDCC","Washington","Washington",,"242","84","347","59"
"2010","NYS CDCC","Wayne","Wayne",,"621","199","321","60"
"2010","NYS CDCC","Westchester","Westchester",,"9959","3675","369","61"
"2010","NYS CDCC","Wyoming","Wyoming",,"216","55","256","62"
"2010","NYS CDCC","Yates","Yates","d/","87","33","383","63"
"2010","NYS CDCC","NYS Unclassified +","All","d/",,,"224","65"
"2010","NYS CDCC","All Other +","Not Applicable",,"22742","2750","121","66"
"2010","NYS CDCC","Total Full-Year Residents","All",,"141231","68519","485","67"
"2010","NYS CDCC","Total Part-Year Residents","Not Applicable",,"2024","340","168","68"
"2010","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"21683","2552","118","69"
"2010","NYS CDCC","Grand Total","Grand Total",,"164938","71411","433","70"
"2009","NYS CDCC","New York City - Manhattan","Manhattan",,"10411","7192","691","1"
"2009","NYS CDCC","New York City - Bronx","Bronx",,"16750","17835","1065","2"
"2009","NYS CDCC","New York City - Richmond","Richmond",,"3500","1866","533","3"
"2009","NYS CDCC","New York City - Kings","Kings",,"21836","18998","870","4"
"2009","NYS CDCC","New York City - Queens","Queens",,"15765","12313","781","5"
"2009","NYS CDCC","Total, New York City","Total, New York City",,"68262","58203","853","6"
"2009","NYS CDCC","Albany","Albany",,"2478","959","387","7"
"2009","NYS CDCC","Allegany","Allegany",,"185","60","324","8"
"2009","NYS CDCC","Broome","Broome",,"1000","351","351","9"
"2009","NYS CDCC","Cattaraugus","Cattaraugus",,"382","145","379","10"
"2009","NYS CDCC","Cayuga","Cayuga",,"388","121","311","11"
"2009","NYS CDCC","Chautauqua","Chautauqua",,"577","209","362","12"
"2009","NYS CDCC","Chemung","Chemung",,"490","161","329","13"
"2009","NYS CDCC","Chenango","Chenango",,"260","91","350","14"
"2009","NYS CDCC","Clinton","Clinton",,"538","162","302","15"
"2009","NYS CDCC","Columbia","Columbia",,"272","89","326","16"
"2009","NYS CDCC","Cortland","Cortland",,"315","102","323","17"
"2009","NYS CDCC","Delaware","Delaware",,"168","64","381","18"
"2009","NYS CDCC","Dutchess","Dutchess",,"2304","781","339","19"
"2009","NYS CDCC","Erie","Erie",,"6719","2544","379","20"
"2009","NYS CDCC","Essex","Essex","d/","186","58","312","21"
"2009","NYS CDCC","Franklin","Franklin",,"277","103","373","22"
"2009","NYS CDCC","Fulton","Fulton",,"193","93","481","23"
"2009","NYS CDCC","Genesee","Genesee",,"312","99","319","24"
"2009","NYS CDCC","Greene","Greene",,"163","68","419","25"
"2009","NYS CDCC","Hamilton","Hamilton","d/",,,"427","26"
"2009","NYS CDCC","Herkimer","Herkimer",,"315","133","423","27"
"2009","NYS CDCC","Jefferson","Jefferson",,"593","242","408","28"
"2009","NYS CDCC","Lewis","Lewis",,"107","38","351","29"
"2009","NYS CDCC","Livingston","Livingston",,"298","84","282","30"
"2009","NYS CDCC","Madison","Madison",,"395","143","361","31"
"2009","NYS CDCC","Monroe","Monroe",,"6040","2355","390","32"
"2009","NYS CDCC","Montgomery","Montgomery",,"263","122","466","33"
"2009","NYS CDCC","Nassau","Nassau",,"13320","5505","413","34"
"2009","NYS CDCC","Niagara","Niagara",,"1318","449","341","35"
"2009","NYS CDCC","Oneida","Oneida",,"1237","588","475","36"
"2009","NYS CDCC","Onondaga","Onondaga",,"3590","1524","425","37"
"2009","NYS CDCC","Ontario","Ontario",,"809","211","261","38"
"2009","NYS CDCC","Orange","Orange",,"3085","1350","438","39"
"2009","NYS CDCC","Orleans","Orleans",,"146","65","444","40"
"2009","NYS CDCC","Oswego","Oswego",,"473","169","357","41"
"2009","NYS CDCC","Otsego","Otsego",,"304","99","326","42"
"2009","NYS CDCC","Putnam","Putnam",,"1025","264","258","43"
"2009","NYS CDCC","Rensselaer","Rensselaer",,"1289","477","370","44"
"2009","NYS CDCC","Rockland","Rockland",,"3291","1440","438","45"
"2009","NYS CDCC","St. Lawrence","St. Lawrence",,"482","168","348","46"
"2009","NYS CDCC","Saratoga","Saratoga",,"1800","407","226","47"
"2009","NYS CDCC","Schenectady","Schenectady",,"1197","523","437","48"
"2009","NYS CDCC","Schoharie","Schoharie",,"120","31","262","49"
"2009","NYS CDCC","Schuyler","Schuyler","d/","79","25","312","50"
"2009","NYS CDCC","Seneca","Seneca",,"151","58","386","51"
"2009","NYS CDCC","Steuben","Steuben",,"612","201","329","52"
"2009","NYS CDCC","Suffolk","Suffolk",,"13373","6567","491","53"
"2009","NYS CDCC","Sullivan","Sullivan",,"526","266","506","54"
"2009","NYS CDCC","Tioga","Tioga",,"312","93","299","55"
"2009","NYS CDCC","Tompkins","Tompkins",,"695","168","241","56"
"2009","NYS CDCC","Ulster","Ulster",,"1037","408","393","57"
