"service_date","month","year","provider_type","maxridetimeperfomance"
"2022-05-01T00:00:00.000","5","2022","Primary","0.98"
"2022-05-01T00:00:00.000","5","2022","Broker","0.99"
"2022-04-01T00:00:00.000","4","2022","Primary","0.98"
"2022-04-01T00:00:00.000","4","2022","Broker","0.99"
"2022-03-01T00:00:00.000","3","2022","Primary","0.98"
"2022-03-01T00:00:00.000","3","2022","Broker","0.99"
"2022-02-01T00:00:00.000","2","2022","Primary","0.98"
"2022-02-01T00:00:00.000","2","2022","Broker","0.99"
"2022-01-01T00:00:00.000","1","2022","Primary","0.99"
"2022-01-01T00:00:00.000","1","2022","Broker","0.99"
"2021-12-01T00:00:00.000","12","2021","Primary","0.98"
"2021-12-01T00:00:00.000","12","2021","Broker","0.97"
"2021-11-01T00:00:00.000","11","2021","Primary","0.98"
"2021-11-01T00:00:00.000","11","2021","Broker","0.96"
"2021-10-01T00:00:00.000","10","2021","Primary","0.98"
"2021-10-01T00:00:00.000","10","2021","Broker","0.99"
"2021-09-01T00:00:00.000","9","2021","Primary","0.98"
"2021-09-01T00:00:00.000","9","2021","Broker","0.99"
"2021-08-01T00:00:00.000","8","2021","Primary","0.99"
"2021-08-01T00:00:00.000","8","2021","Broker","0.99"
"2021-07-01T00:00:00.000","7","2021","Primary","0.99"
"2021-07-01T00:00:00.000","7","2021","Broker","0.99"
"2021-06-01T00:00:00.000","6","2021","Primary","0.99"
"2021-06-01T00:00:00.000","6","2021","Broker","0.99"
"2021-05-01T00:00:00.000","5","2021","Primary","0.99"
"2021-05-01T00:00:00.000","5","2021","Broker","0.99"
"2021-04-01T00:00:00.000","4","2021","Primary","0.99"
"2021-04-01T00:00:00.000","4","2021","Broker","0.99"
"2021-03-01T00:00:00.000","3","2021","Primary","0.99"
"2021-03-01T00:00:00.000","3","2021","Broker","0.99"
"2021-02-01T00:00:00.000","2","2021","Primary","0.99"
"2021-02-01T00:00:00.000","2","2021","Broker","0.99"
"2021-01-01T00:00:00.000","1","2021","Primary","0.99"
"2021-01-01T00:00:00.000","1","2021","Broker","0.99"
"2020-12-01T00:00:00.000","12","2020","Primary","0.99"
"2020-12-01T00:00:00.000","12","2020","Broker","0.99"
"2020-11-01T00:00:00.000","11","2020","Primary","0.99"
"2020-11-01T00:00:00.000","11","2020","Broker","0.99"
"2020-10-01T00:00:00.000","10","2020","Primary","0.99"
"2020-10-01T00:00:00.000","10","2020","Broker","0.99"
"2020-09-01T00:00:00.000","9","2020","Primary","0.99"
"2020-09-01T00:00:00.000","9","2020","Broker","0.99"
"2020-08-01T00:00:00.000","8","2020","Primary","0.99"
"2020-08-01T00:00:00.000","8","2020","Broker","0.99"
"2020-07-01T00:00:00.000","7","2020","Primary","0.99"
"2020-07-01T00:00:00.000","7","2020","Broker","0.99"
"2020-06-01T00:00:00.000","6","2020","Broker","0.98"
"2020-06-01T00:00:00.000","6","2020","Primary","0.99"
"2020-05-01T00:00:00.000","5","2020","Primary","0.99"
"2020-05-01T00:00:00.000","5","2020","Broker","0.99"
"2020-04-01T00:00:00.000","4","2020","Primary","0.9854"
"2020-04-01T00:00:00.000","4","2020","Broker","0.9965"
"2020-03-01T00:00:00.000","3","2020","Primary","0.99"
"2020-03-01T00:00:00.000","3","2020","Broker","0.99"
"2020-02-01T00:00:00.000","2","2020","Primary","0.99"
"2020-02-01T00:00:00.000","2","2020","Broker","0.99"
"2020-01-01T00:00:00.000","1","2020","Primary","0.99"
"2020-01-01T00:00:00.000","1","2020","Broker","0.99"
"2019-12-01T00:00:00.000","12","2019","Primary","0.98"
"2019-12-01T00:00:00.000","12","2019","Broker","0.99"
"2019-11-01T00:00:00.000","11","2019","Primary","0.9773"
"2019-11-01T00:00:00.000","11","2019","Broker","0.98"
"2019-10-01T00:00:00.000","10","2019","Primary","0.98"
"2019-10-01T00:00:00.000","10","2019","Broker","0.98"
"2019-09-01T00:00:00.000","9","2019","Primary","0.97"
"2019-09-01T00:00:00.000","9","2019","Broker","0.98"
"2019-08-01T00:00:00.000","8","2019","Primary","0.98"
"2019-08-01T00:00:00.000","8","2019","Broker","0.9867"
"2019-07-01T00:00:00.000","7","2019","Primary","0.9803"
"2019-07-01T00:00:00.000","7","2019","Broker","0.9857"
"2019-06-01T00:00:00.000","6","2019","Primary","0.97"
"2019-06-01T00:00:00.000","6","2019","Broker","0.9842"
"2019-05-01T00:00:00.000","5","2019","Broker","0.9844"
"2019-05-01T00:00:00.000","5","2019","Primary","0.97"
"2019-04-01T00:00:00.000","4","2019","Primary","0.98"
"2019-04-01T00:00:00.000","4","2019","Broker","0.982"
"2019-03-01T00:00:00.000","3","2019","Broker","0.9617"
"2019-03-01T00:00:00.000","3","2019","Primary","0.98"
"2019-02-01T00:00:00.000","2","2019","Primary","0.98"
"2019-02-01T00:00:00.000","2","2019","Broker","0.971"
"2019-01-01T00:00:00.000","1","2019","Broker","0.9774"
"2019-01-01T00:00:00.000","1","2019","Primary","0.9859"
"2018-12-01T00:00:00.000","12","2018","Primary","0.9771"
"2018-12-01T00:00:00.000","12","2018","Broker","0.9708"
"2018-11-01T00:00:00.000","11","2018","Broker","0.9618"
"2018-11-01T00:00:00.000","11","2018","Primary","0.9663"
"2018-10-01T00:00:00.000","10","2018","Primary","0.9729"
"2018-10-01T00:00:00.000","10","2018","Broker","0.9565"
"2018-09-01T00:00:00.000","9","2018","Broker","0.9554"
"2018-09-01T00:00:00.000","9","2018","Primary","0.9755"
