"airport","year","month","domestic","international","total"
"EWR","2011","Sep","24808","7728","32536"
"EWR","2011","Oct","25470","7777","33247"
"EWR","2011","Mar","26123","8687","34810"
"EWR","2011","Jun","26336","8519","34855"
"EWR","2011","May","25494","8347","33841"
"EWR","2011","Jan","22068","7882","29950"
"EWR","2011","Jul","26971","9229","36200"
"EWR","2011","Dec","26391","8143","34534"
"EWR","2011","Aug","25286","8410","33696"
"EWR","2010","Nov","24890","7597","32487"
"EWR","2010","Aug","28551","8985","37536"
"EWR","2010","Jul","25786","9125","34911"
"EWR","2010","Mar","25817","8256","34073"
"EWR","2010","Jun","25440","8420","33860"
"EWR","2010","Jan","24560","7832","32392"
"EWR","2010","Feb","20576","6579","27155"
"EWR","2010","Sep","23832","7553","31385"
"EWR","2010","Oct","27504","7962","35466"
"EWR","2010","Dec","23658","7512","31170"
"EWR","2010","Apr","25601","7892","33493"
"EWR","2010","May","25187","8151","33338"
"EWR","2009","Feb","23791","6848","30639"
"EWR","2009","Jun","25827","7833","33660"
"EWR","2009","Aug","26470","8623","35093"
"EWR","2009","Sep","24485","7119","31604"
"EWR","2009","Jan","25447","7410","32857"
"EWR","2009","Apr","26454","8178","34632"
"EWR","2009","May","26262","7884","34146"
"EWR","2009","Oct","25704","7209","32913"
"EWR","2009","Mar","26940","8098","35038"
"EWR","2009","Jul","26816","8547","35363"
"EWR","2009","Nov","24697","6970","31667"
"EWR","2009","Dec","24945","7372","32317"
"EWR","2008","Aug","28863","8694","37557"
"EWR","2008","Jan","26599","7399","33998"
"EWR","2008","Mar","27985","7894","35879"
"EWR","2008","Oct","28480","7429","35909"
"EWR","2008","Apr","28126","8343","36469"
"EWR","2008","Jul","29330","8576","37906"
"EWR","2008","Jun","27716","8087","35803"
"EWR","2008","May","27932","8425","36357"
"EWR","2008","Sep","25662","7461","33123"
"EWR","2008","Nov","26252","6802","33054"
"EWR","2008","Feb","24626","6975","31601"
"EWR","2008","Dec","26417","6854","33271"
"EWR","2007","Feb","25070","6291","31361"
"EWR","2007","Jan","28479","6686","35165"
"EWR","2007","Oct","28013","7507","35520"
"EWR","2007","Apr","28113","7301","35414"
"EWR","2007","Jun","27440","7707","35147"
"EWR","2007","Dec","26989","7237","34226"
"EWR","2007","Sep","26416","7465","33881"
"EWR","2007","Mar","28438","7016","35454"
"EWR","2007","Jul","27850","8292","36142"
"EWR","2007","Aug","29273","8479","37752"
"EWR","2007","Nov","27316","6930","34246"
"EWR","2007","May","29084","7498","36582"
"EWR","2006","Dec","29975","6755","36730"
"EWR","2006","Jan","27667","6161","33828"
"EWR","2006","Apr","29324","6679","36003"
"EWR","2006","Mar","31059","6829","37888"
"EWR","2006","Sep","27869","6845","34714"
"EWR","2006","May","29782","7136","36918"
"EWR","2006","Feb","25133","5668","30801"
"EWR","2006","Nov","28677","6273","34950"
"EWR","2006","Aug","30715","7913","38628"
"EWR","2006","Jul","29196","7862","37058"
"EWR","2006","Jun","28819","7342","36161"
"EWR","2006","Oct","29689","6927","36616"
"EWR","2005","Oct","29139","6258","35397"
"EWR","2005","Jul","29008","7575","36583"
"EWR","2005","Aug","30340","7278","37618"
"EWR","2005","May","29349","6304","35653"
"EWR","2005","Jun","28896","6694","35590"
"EWR","2005","Apr","28988","6172","35160"
"EWR","2005","Sep","27893","6327","34220"
"EWR","2005","Mar","30030","6216","36246"
"EWR","2005","Dec","30074","6151","36225"
"EWR","2005","Feb","25686","5475","31161"
"EWR","2005","Jan","26305","5908","32213"
"EWR","2005","Nov","28918","5571","34489"
"EWR","2004","Sep","27570","5887","33457"
"EWR","2004","Oct","30339","5945","36284"
"EWR","2004","Apr","29316","5997","35313"
"EWR","2004","Jul","29568","6764","36332"
"EWR","2004","Jan","27808","5541","33349"
"EWR","2004","Nov","29089","5540","34629"
"EWR","2004","May","28791","6048","34839"
"EWR","2004","Aug","30473","6874","37347"
"EWR","2004","Mar","29950","6016","35966"
"EWR","2004","Dec","29681","5811","35492"
"EWR","2004","Jun","29423","6172","35595"
"EWR","2004","Feb","27212","5318","32530"
"EWR","2003","Mar","27983","5701","33684"
"EWR","2003","Oct","29197","5558","34755"
"EWR","2003","Feb","22873","4681","27554"
"EWR","2003","Jan","26385","5366","31751"
"EWR","2003","Dec","27926","5272","33198"
"EWR","2003","Apr","26766","5272","32038"
"EWR","2003","Nov","27227","5026","32253"
"EWR","2003","Jul","28303","6167","34470"
"EWR","2003","Jun","27417","5830","33247"
"EWR","2003","Aug","27984","6164","34148"
"EWR","2003","Sep","25968","5504","31472"
"EWR","2003","May","27625","5419","33044"
"EWR","2002","Aug","28984","5741","34725"
"EWR","2002","Jan","26961","4854","31815"
"EWR","2002","Oct","28185","5076","33261"
"EWR","2002","Dec","26939","5114","32053"
"EWR","2002","May","27393","5671","33064"
"EWR","2002","Apr","27271","5158","32429"
"EWR","2002","Jul","28224","5876","34100"
"EWR","2002","Feb","24874","4519","29393"
"EWR","2002","Jun","26820","5670","32490"
"EWR","2002","Nov","26568","4666","31234"
"EWR","2002","Sep","26407","5170","31577"
"EWR","2002","Mar","27993","4973","32966"
"EWR","2001","Aug","33570","6333","39903"
"EWR","2001","Apr","32303","5011","37314"
"EWR","2001","Dec","25981","5025","31006"
"EWR","2001","Nov","26283","4447","30730"
"EWR","2001","Oct","27812","4734","32546"
"EWR","2001","Sep","23147","4746","27893"
"EWR","2001","Mar","31583","4924","36507"
"EWR","2001","May","32751","5293","38044"
"EWR","2001","Feb","29291","4218","33509"
"EWR","2001","Jun","31384","5489","36873"
"EWR","2001","Jan","31583","4883","36466"
"EWR","2001","Jul","32515","6296","38811"
"EWR","2000","May","30393","5238","35631"
"EWR","2000","Dec","29645","4732","34377"
"EWR","2000","Oct","31889","5040","36929"
"EWR","2000","Aug","31653","5672","37325"
"EWR","2000","Apr","30279","4851","35130"
"EWR","2000","Jul","30542","5671","36213"
"EWR","2000","Jun","29354","5287","34641"
"EWR","2000","Mar","32753","5055","37808"
"EWR","2000","Sep","30037","5329","35366"
"EWR","2000","Feb","29481","4504","33985"
"EWR","2000","Jan","28399","4642","33041"
"EWR","2000","Nov","30180","4798","34978"
"EWR","1999","Feb","28843","4080","32923"
"EWR","1999","Dec","32045","4500","36545"
"EWR","1999","May","31165","4901","36066"
"EWR","1999","Oct","32184","4837","37021"
"EWR","1999","Jul","32028","5238","37266"
"EWR","1999","Nov","30571","4497","35068"
"EWR","1999","Jun","31454","4939","36393"
"EWR","1999","Apr","31871","4748","36619"
"EWR","1999","Mar","32501","4654","37155"
"EWR","1999","Aug","33184","5368","38552"
"EWR","1999","Sep","30911","4798","35709"
"EWR","1999","Jan","28938","4447","33385"
"EWR","1998","May","32308","4697","37005"
"EWR","1998","Sep","30795","4275","35070"
"EWR","1998","Jan","30117","4020","34137"
"EWR","1998","Jun","30809","4351","35160"
"EWR","1998","Dec","32238","4385","36623"
"EWR","1998","Nov","30742","4219","34961"
"EWR","1998","Jul","33250","4855","38105"
"EWR","1998","Feb","28515","3771","32286"
"EWR","1998","Mar","32516","4366","36882"
"EWR","1998","Oct","32502","4556","37058"
"EWR","1998","Aug","32505","4886","37391"
"EWR","1998","Apr","32666","4473","37139"
"EWR","1997","Nov","30983","3917","34900"
"EWR","1997","Sep","32946","4102","37048"
"EWR","1997","Mar","33356","3361","36717"
"EWR","1997","Jun","32691","3952","36643"
"EWR","1997","Aug","34908","4414","39322"
"EWR","1997","Jul","34357","4443","38800"
"EWR","1997","Dec","32169","4008","36177"
"EWR","1997","Oct","33741","4161","37902"
"EWR","1997","Feb","31051","2905","33956"
"EWR","1997","Jan","33162","3163","36325"
"EWR","1997","May","32991","3769","36760"
"EWR","1997","Apr","33643","3445","37088"
"EWR","1996","Oct","35239","3236","38475"
"EWR","1996","Jan","26849","2623","29472"
"EWR","1996","Apr","32033","3058","35091"
"EWR","1996","Aug","36419","3750","40169"
"EWR","1996","Mar","30962","3003","33965"
"EWR","1996","Jun","33109","3298","36407"
"EWR","1996","Nov","32563","3021","35584"
"EWR","1996","Sep","33738","3317","37055"
"EWR","1996","Jul","34780","3657","38437"
"EWR","1996","Feb","28667","2668","31335"
"EWR","1996","May","33782","3120","36902"
"EWR","1996","Dec","33347","3219","36566"
"EWR","1995","Mar","30769","2675","33444"
"EWR","1995","Dec","29699","2731","32430"
"EWR","1995","Jun","30195","2823","33018"
"EWR","1995","May","29980","2593","32573"
"EWR","1995","Oct","31562","2660","34222"
"EWR","1995","Aug","32978","3127","36105"
"EWR","1995","Feb","28365","2307","30672"
"EWR","1995","Apr","29502","2590","32092"
"EWR","1995","Jan","30892","2427","33319"
"EWR","1995","Sep","30577","2777","33354"
"EWR","1995","Nov","29885","2484","32369"
"EWR","1995","Jul","31495","3121","34616"
"EWR","1994","Feb","26821","2363","29184"
"EWR","1994","Oct","32595","2531","35126"
"EWR","1994","Aug","33818","2792","36610"
"EWR","1994","Jun","32071","2720","34791"
"EWR","1994","Nov","32078","2311","34389"
"EWR","1994","Apr","32935","2635","35570"
"EWR","1994","May","33424","2548","35972"
"EWR","1994","Jul","32221","2865","35086"
"EWR","1994","Dec","32724","2389","35113"
"EWR","1994","Sep","31914","2534","34448"
"EWR","1994","Mar","32741","2794","35535"
"EWR","1994","Jan","29571","2591","32162"
"EWR","1993","Jun","32442","2507","34949"
"EWR","1993","Jul","34226","2639","36865"
"EWR","1993","Feb","27814","1945","29759"
"EWR","1993","Dec","34068","2650","36718"
"EWR","1993","Jan","31039","2285","33324"
"EWR","1993","May","32781","2233","35014"
"EWR","1993","Nov","32198","2612","34810"
"EWR","1993","Mar","29828","2117","31945"
"EWR","1993","Aug","34820","2747","37567"
"EWR","1993","Apr","31839","2353","34192"
"EWR","1993","Sep","32010","2615","34625"
"EWR","1993","Oct","33157","2692","35849"
"EWR","1992","Dec","30557","2171","32728"
"EWR","1992","Oct","31418","2309","33727"
"EWR","1992","May","30466","2229","32695"
"EWR","1992","Jul","30969","2630","33599"
"EWR","1992","Apr","29965","2079","32044"
"EWR","1992","Jun","30428","2414","32842"
"EWR","1992","Feb","27913","1872","29785"
"EWR","1992","Sep","30133","2338","32471"
"EWR","1992","Mar","30007","2086","32093"
"EWR","1992","Nov","29539","2272","31811"
"EWR","1992","Jan","28512","1925","30437"
"EWR","1992","Aug","30815","2604","33419"
"EWR","1991","Jan","27436","1852","29288"
"EWR","1991","Apr","26972","1635","28607"
"EWR","1991","Jun","27298","1819","29117"
"EWR","1991","Nov","27113","1816","28929"
"EWR","1991","May","27910","1774","29684"
"EWR","1991","Oct","28955","1908","30863"
"EWR","1991","Jul","28315","2111","30426"
"EWR","1991","Aug","29363","2059","31422"
"EWR","1991","Mar","27885","1694","29579"
"EWR","1991","Feb","24927","1637","26564"
"EWR","1991","Dec","28574","1801","30375"
"EWR","1991","Sep","27911","1981","29892"
"EWR","1990","Jun","27823","2172","29995"
"EWR","1990","Oct","28717","1885","30602"
"EWR","1990","Feb","24570","1258","25828"
"EWR","1990","Dec","27634","1765","29399"
"EWR","1990","Apr","27791","1813","29604"
"EWR","1990","Aug","29577","2322","31899"
"EWR","1990","Nov","28456","1804","30260"
"EWR","1990","Jan","26996","1478","28474"
"EWR","1990","Mar","28005","1589","29594"
"EWR","1990","Sep","27133","1967","29100"
"EWR","1990","May","28076","2056","30132"
"EWR","1990","Jul","28430","2390","30820"
"EWR","1989","Dec","26891","1416","28307"
"EWR","1989","Jan","27417","1088","28505"
"EWR","1989","Aug","28317","1659","29976"
"EWR","1989","May","26924","1349","28273"
"EWR","1989","Jul","27097","1681","28778"
"EWR","1989","Feb","24727","1032","25759"
"EWR","1989","Nov","27111","1340","28451"
"EWR","1989","Mar","26711","1104","27815"
"EWR","1989","Jun","25369","1544","26913"
"EWR","1989","Sep","26287","1422","27709"
"EWR","1989","Oct","28645","1374","30019"
"EWR","1989","Apr","25765","1149","26914"
"EWR","1988","Sep","28627","833","29460"
"EWR","1988","Apr","26206","800","27006"
"EWR","1988","Aug","28854","759","29613"
"EWR","1988","Nov","27116","897","28013"
"EWR","1988","Dec","29338","1011","30349"
"EWR","1988","Mar","27566","901","28467"
"EWR","1988","Feb","24808","830","25638"
"EWR","1988","Jan","25836","813","26649"
"EWR","1988","Jun","26898","866","27764"
"EWR","1988","Jul","27232","980","28212"
"EWR","1988","Oct","29404","925","30329"
"EWR","1988","May","26783","827","27610"
"EWR","1987","Dec","27741","342","28083"
"EWR","1987","Mar","28581","293","28874"
"EWR","1987","Sep","26435","373","26808"
"EWR","1987","Oct","27525","339","27864"
"EWR","1987","Jun","26995","281","27276"
"EWR","1987","Nov","26789","292","27081"
"EWR","1987","Aug","27360","436","27796"
"EWR","1987","Feb","25038","253","25291"
"EWR","1987","May","26865","299","27164"
"EWR","1987","Jan","27308","289","27597"
"EWR","1987","Apr","27282","306","27588"
"EWR","1987","Jul","27358","403","27761"
"EWR","1986","Nov","27456","331","27787"
"EWR","1986","Oct","30393","320","30713"
"EWR","1986","Aug","32296","442","32738"
"EWR","1986","Dec","28597","360","28957"
"EWR","1986","Mar","29700","350","30050"
"EWR","1986","Jan","28281","308","28589"
"EWR","1986","Feb","25491","271","25762"
"EWR","1986","Jun","30395","378","30773"
"EWR","1986","Apr","29680","337","30017"
"EWR","1986","Jul","31956","405","32361"
"EWR","1986","Sep","30267","333","30600"
"EWR","1986","May","30674","321","30995"
"EWR","1985","Feb","25153","223","25376"
"EWR","1985","Jan","27057","268","27325"
"EWR","1985","Mar","28494","274","28768"
"EWR","1985","Nov","27459","322","27781"
"EWR","1985","Oct","29431","362","29793"
"EWR","1985","Sep","26850","368","27218"
"EWR","1985","May","28651","320","28971"
"EWR","1985","Jul","29074","416","29490"
"EWR","1985","Dec","28502","328","28830"
"EWR","1985","Aug","30253","417","30670"
"EWR","1985","Apr","28104","305","28409"
"EWR","1985","Jun","27776","343","28119"
"EWR","1984","Jun","24782","272","25054"
"EWR","1984","Dec","26490","279","26769"
"EWR","1984","Feb","21706","191","21897"
"EWR","1984","Mar","23300","232","23532"
"EWR","1984","Aug","26425","379","26804"
"EWR","1984","May","24498","246","24744"
"EWR","1984","Jul","25756","391","26147"
"EWR","1984","Nov","25614","255","25869"
"EWR","1984","Oct","27015","302","27317"
"EWR","1984","Sep","25383","329","25712"
"EWR","1984","Jan","21921","178","22099"
"EWR","1984","Apr","23344","242","23586"
"EWR","1983","Mar","16116","222","16338"
"EWR","1983","Oct","21743","174","21917"
"EWR","1983","Jun","18856","248","19104"
"EWR","1983","Jul","19849","294","20143"
"EWR","1983","Jan","14750","156","14906"
"EWR","1983","May","16753","214","16967"
"EWR","1983","Feb","13017","173","13190"
"EWR","1983","Aug","20632","275","20907"
"EWR","1983","Apr","15776","231","16007"
"EWR","1983","Nov","21267","180","21447"
"EWR","1983","Sep","20422","238","20660"
"EWR","1983","Dec","22089","170","22259"
"EWR","1982","Mar","12940","163","13103"
"EWR","1982","Nov","13567","161","13728"
"EWR","1982","Feb","11502","142","11644"
"EWR","1982","Dec","14892","173","15065"
"EWR","1982","Jun","12816","290","13106"
"EWR","1982","Jul","12906","292","13198"
"EWR","1982","Sep","12945","183","13128"
"EWR","1982","Apr","12347","198","12545"
"EWR","1982","Jan","12226","163","12389"
"EWR","1982","May","12643","235","12878"
"EWR","1982","Aug","13496","292","13788"
"EWR","1982","Oct","13372","155","13527"
"EWR","1981","Dec","12791","111","12902"
"EWR","1981","Jun","14319","150","14469"
"EWR","1981","May","13879","123","14002"
"EWR","1981","Jan","12896","72","12968"
"EWR","1981","Apr","12874","116","12990"
"EWR","1981","Jul","15167","187","15354"
"EWR","1981","Oct","14036","118","14154"
"EWR","1981","Sep","13203","145","13348"
"EWR","1981","Mar","13360","94","13454"
"EWR","1981","Aug","12888","182","13070"
"EWR","1981","Feb","11829","52","11881"
"EWR","1981","Nov","13442","91","13533"
"EWR","1980","Apr","13069","185","13254"
"EWR","1980","Jun","12820","168","12988"
"EWR","1980","Aug","13175","140","13315"
"EWR","1980","Jan","13451","136","13587"
"EWR","1980","Sep","12640","124","12764"
"EWR","1980","Nov","12233","116","12349"
"EWR","1980","Feb","12128","127","12255"
"EWR","1980","Jul","13702","152","13854"
"EWR","1980","Mar","13157","160","13317"
"EWR","1980","May","13112","193","13305"
"EWR","1980","Dec","12588","68","12656"
"EWR","1980","Oct","13250","128","13378"
"EWR","1979","Apr","11619","398","12017"
"EWR","1979","Dec","12945","163","13108"
"EWR","1979","Jul","13354","298","13652"
"EWR","1979","Feb","11395","201","11596"
"EWR","1979","Jan","12810","233","13043"
"EWR","1979","Nov","13049","162","13211"
"EWR","1979","Sep","12924","277","13201"
"EWR","1979","Aug","13844","304","14148"
"EWR","1979","May","12176","420","12596"
"EWR","1979","Mar","13188","255","13443"
"EWR","1979","Jun","12768","283","13051"
"EWR","1979","Oct","13957","277","14234"
"EWR","1978","May","12173","333","12506"
"EWR","1978","Aug","13117","331","13448"
"EWR","1978","Apr","12076","263","12339"
"EWR","1978","Feb","10379","145","10524"
"EWR","1978","Mar","12757","237","12994"
"EWR","1978","Nov","12456","195","12651"
"EWR","1978","Oct","13118","265","13383"
"EWR","1978","Sep","12524","302","12826"
"EWR","1978","Jan","11075","148","11223"
"EWR","1978","Jun","12153","315","12468"
"EWR","1978","Jul","12322","336","12658"
"EWR","1978","Dec","13021","216","13237"
"EWR","1977","Jun","11073","253","11326"
"EWR","1977","Mar","11117","230","11347"
"EWR","1977","Feb","9914","176","10090"
"EWR","1977","Jan","10471","185","10656"
"EWR","1977","Apr","10847","313","11160"
"EWR","1977","Oct","11692","207","11899"
"EWR","1977","Dec","11563","190","11753"
"EWR","1977","Aug","11635","264","11899"
"EWR","1977","Jul","11464","270","11734"
"EWR","1977","Nov","10926","210","11136"
"EWR","1977","Sep","11120","235","11355"
"EWR","1977","May","10811","255","11066"
"JFK","2015","Jan","18777","13135","31912"
"JFK","2015","Apr","21055","14203","35258"
"JFK","2015","Nov","20253","13202","33455"
"JFK","2015","Oct","22111","14175","36286"
"JFK","2015","Aug","23323","17086","40409"
"JFK","2015","Mar","20189","13523","33712"
"JFK","2015","Sep","21119","14509","35628"
"JFK","2015","Dec","21740","14702","36442"
"JFK","2015","Jun","21936","15607","37543"
"JFK","2015","Jul","23006","17077","40083"
"JFK","2015","Feb","17510","11652","29162"
"JFK","2015","May","22016","14855","36871"
"JFK","2014","Dec","20601","14140","34741"
"JFK","2014","Jan","17193","12599","29792"
"JFK","2014","Apr","20041","13568","33609"
"JFK","2014","May","21597","14355","35952"
"JFK","2014","Jul","22427","16349","38776"
"JFK","2014","Mar","19924","13236","33160"
"JFK","2014","Aug","23200","16677","39877"
"JFK","2014","Sep","20651","14011","34662"
"JFK","2014","Jun","21846","15137","36983"
"JFK","2014","Oct","20935","13852","34787"
"JFK","2014","Feb","16225","11236","27461"
"JFK","2014","Nov","19389","13176","32565"
"JFK","2013","Dec","19542","13541","33083"
"JFK","2013","Sep","19453","13070","32523"
"JFK","2013","Feb","16987","10772","27759"
"JFK","2013","Aug","21921","15446","37367"
"JFK","2013","Apr","19376","12423","31799"
"JFK","2013","May","20228","13013","33241"
"JFK","2013","Jul","21695","15359","37054"
"JFK","2013","Nov","19013","12331","31344"
"JFK","2013","Jan","19290","12139","31429"
"JFK","2013","Mar","20176","12746","32922"
"JFK","2013","Jun","20317","13769","34086"
"JFK","2013","Oct","20135","13049","33184"
"JFK","2012","Dec","20063","12751","32814"
"JFK","2012","Sep","19760","13007","32767"
"JFK","2012","Nov","18802","11830","30632"
"JFK","2012","May","20105","12528","32633"
"JFK","2012","Jul","21348","14718","36066"
"JFK","2012","Aug","21285","14651","35936"
"JFK","2012","Mar","21143","12344","33487"
"JFK","2012","Apr","19935","12129","32064"
"JFK","2012","Jun","20668","13341","34009"
"JFK","2012","Feb","18886","10810","29696"
"JFK","2012","Jan","19507","11587","31094"
"JFK","2012","Oct","18249","11524","29773"
"JFK","2011","Aug","21083","13586","34669"
"JFK","2011","Jul","23061","14604","37665"
"JFK","2011","Apr","21056","12198","33254"
"JFK","2011","Nov","20046","11396","31442"
"JFK","2011","Jun","21747","13154","34901"
"JFK","2011","May","22166","12477","34643"
"JFK","2011","Dec","20241","12237","32478"
"JFK","2011","Mar","21683","12567","34250"
"JFK","2011","Sep","20929","12432","33361"
"JFK","2011","Oct","21090","12188","33278"
"JFK","2011","Feb","17940","10506","28446"
"JFK","2011","Jan","18979","11567","30546"
"JFK","2010","Dec","19702","11664","31366"
"JFK","2010","Oct","20689","11938","32627"
"JFK","2010","Feb","17495","10106","27601"
"JFK","2010","Jul","21825","14188","36013"
"JFK","2010","Jun","20296","12890","33186"
"JFK","2010","Aug","21955","13987","35942"
"JFK","2010","Sep","20113","11967","32080"
"JFK","2010","May","19999","12245","32244"
"JFK","2010","Jan","20283","11434","31717"
"JFK","2010","Apr","20120","10763","30883"
"JFK","2010","Mar","20459","11476","31935"
"JFK","2010","Nov","20500","11338","31838"
"JFK","2009","May","23604","12467","36071"
"JFK","2009","Mar","22840","11600","34440"
"JFK","2009","Sep","20357","11614","31971"
"JFK","2009","Jul","23820","13381","37201"
"JFK","2009","Feb","20426","10293","30719"
"JFK","2009","Aug","23894","13400","37294"
"JFK","2009","Oct","20658","11416","32074"
"JFK","2009","Jun","23155","12335","35490"
"JFK","2009","Dec","20863","11547","32410"
"JFK","2009","Apr","22261","11296","33557"
"JFK","2009","Jan","22152","11687","33839"
"JFK","2009","Nov","20145","10915","31060"
"JFK","2008","Apr","23491","12095","35586"
"JFK","2008","Jun","23388","12933","36321"
"JFK","2008","Feb","21447","11140","32587"
"JFK","2008","Oct","23110","12031","35141"
"JFK","2008","Jan","22860","11997","34857"
"JFK","2008","Aug","24300","14184","38484"
"JFK","2008","Dec","22697","12101","34798"
"JFK","2008","May","23488","12622","36110"
"JFK","2008","Mar","23760","12392","36152"
"JFK","2008","Nov","22210","11377","33587"
"JFK","2008","Jul","24553","14244","38797"
"JFK","2008","Sep","22421","12045","34466"
"JFK","2007","Mar","24809","11100","35909"
"JFK","2007","Jan","24181","10922","35103"
"JFK","2007","Jun","24097","12150","36247"
"JFK","2007","Feb","20309","9630","29939"
"JFK","2007","Apr","24441","11163","35604"
"JFK","2007","May","25155","11708","36863"
"JFK","2007","Dec","24173","11975","36148"
"JFK","2007","Aug","25815","13187","39002"
"JFK","2007","Sep","24513","11868","36381"
"JFK","2007","Nov","24343","11236","35579"
"JFK","2007","Jul","25129","13110","38239"
"JFK","2007","Oct","24941","11547","36488"
"JFK","2006","Jan","17501","9629","27130"
"JFK","2006","Dec","24099","11088","35187"
"JFK","2006","Jul","20315","11940","32255"
"JFK","2006","Jun","18341","11101","29442"
"JFK","2006","Nov","23192","10174","33366"
"JFK","2006","Sep","21445","10940","32385"
"JFK","2006","Mar","18419","10111","28530"
"JFK","2006","Oct","23416","10767","34183"
"JFK","2006","Apr","18235","9956","28191"
"JFK","2006","May","17918","10535","28453"
"JFK","2006","Aug","21151","11965","33116"
"JFK","2006","Feb","15478","8538","24016"
"JFK","2005","Dec","18034","9807","27841"
"JFK","2005","May","18659","9867","28526"
"JFK","2005","Oct","18573","9846","28419"
"JFK","2005","Feb","15941","8551","24492"
"JFK","2005","Jul","19396","11106","30502"
"JFK","2005","Aug","19843","10982","30825"
"JFK","2005","Jun","18496","10058","28554"
"JFK","2005","Apr","18079","9495","27574"
"JFK","2005","Jan","16531","9652","26183"
"JFK","2005","Mar","18222","9738","27960"
"JFK","2005","Sep","18065","9990","28055"
"JFK","2005","Nov","18725","9289","28014"
"JFK","2004","Sep","16436","9736","26172"
"JFK","2004","Jun","15954","9745","25699"
"JFK","2004","Jan","14371","8609","22980"
