"snapshot_year","latest_admission_type","county_of_indictment","gender","most_serious_crime","current_age","housing_facility","facility_security_level","race_ethnicity"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT POS FORGE 2ND","24","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","24","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","24","FISHKILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","GRAND LARCEN 2ND","24","WALLKILL","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 1ST B FELONY","24","SING SING GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","24","ELMIRA GENERAL","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","24","DOWNSTATE GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","24","FIVE POINTS","MAXIMUM SECURITY","OTHER"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","24","MOHAWK","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","AGG VEHICULAR ASSLT","24","GOWANDA","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","24","MID-STATE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","RAPE 3RD","24","MARCY OSOTP","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CR POSS FIREARM","24","FRANKLIN","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 4TH","24","CAYUGA","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","24","BARE HILL","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","24","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 5TH","24","RIVERVIEW","MEDIUM  SECURITY","OTHER"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","24","CAPE VINCENT GENERAL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 3RD","24","ULSTER RECEPTION","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","24","ORLEANS SHU200","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","24","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT RAPE 1ST","24","WYOMING","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","24","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CR POS WEAP 3 SUB1-3","24","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","24","SULLIVAN","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","24","GOUVERNEUR","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","24","GOUVERNEUR SHU200","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","24","HALE CREEK ASACTC","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 3RD","24","HALE CREEK ASACTC","MEDIUM  SECURITY","OTHER"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","25","ATTICA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","25","ATTICA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ARSON 2ND","25","CLINTON GENERAL","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","USE FIREAMS 1ST","25","CLINTON ANNEX","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 5TH","25","CLINTON ANNEX","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","25","WATERTOWN","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","25","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MURDER 1ST","25","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","25","FISHKILL KEEPLOCK","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","25","WALLKILL","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","25","SING SING GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","25","ELMIRA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 1ST B FELONY","25","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","25","DOWNSTATE RECEPTION","MAXIMUM SECURITY","UNKNOWN"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","25","DOWNSTATE RECEPTION","MAXIMUM SECURITY","UNKNOWN"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 2ND","25","GOWANDA","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","25","GOWANDA","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","AGGR DWI:WITH CHILD-1ST","25","GOWANDA","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","RAPE 2ND 2007","25","GROVELAND","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CRIM SEX ACT 2ND 2007","25","GROVELAND","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","25","MARCY RMHU","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","POS FORGE INS 2ND","25","FRANKLIN","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","25","FRANKLIN","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","25","FRANKLIN","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","25","BARE HILL","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","25","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 3RD","25","LAKEVIEW SHOCK","SHOCK INCARCERATION","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 3RD","25","LAKEVIEW SHOCK","SHOCK INCARCERATION","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 4TH","25","LAKEVIEW RECEPTION","MINIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","25","ORLEANS","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","25","WASHINGTON","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","25","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","25","WYOMING","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","25","LIVINGSTON","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","25","LIVINGSTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","25","UPSTATE GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MURDER 1ST","26","ATTICA GENERAL","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","26","CLINTON GENERAL","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","26","CLINTON GENERAL","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","26","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","26","CLINTON ANNEX","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","PRED SEXUAL ASLT/CHILD","26","CLINTON SNU","MAXIMUM SECURITY","UNKNOWN"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 3RD","26","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","JO-MURDER 2ND","26","GREEN HAVEN","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","26","EASTERN","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","26","DOWNSTATE GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","26","HUDSON IND TRAINING","MINIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","26","OTISVILLE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","OGDENSBURG","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 1ST B FELONY","26","FIVE POINTS","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","26","MOHAWK","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","RAPE 2ND 2007","26","WENDE","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","DRIVE IMPAIR 2 OFF","26","GOWANDA","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","26","GOWANDA","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","DRIVE INTOX 2 OFF","26","GOWANDA","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","POS SEX PERF CHILD E FELON","26","GROVELAND","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","26","COLLINS","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","26","COLLINS SHU200","MAXIMUM SECURITY","OTHER"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ASSAULT 2ND","26","MID-STATE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 1ST B FELONY","26","MARCY","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","FAIL REGIS SEX 2ND","26","MARCY","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","MARCY","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","26","FRANKLIN","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","26","ALTONA","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","26","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CPCS 3RD","26","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 2ND","26","RIVERVIEW","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 3RD","26","ORLEANS","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","ORLEANS SHU200","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","26","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 4TH","26","WYOMING","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","26","GREENE","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","26","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","AGG VEHICULAR HOMICD","26","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","26","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","26","LIVINGSTON","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","26","GOUVERNEUR","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","26","GOUVERNEUR SHU200","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","26","GOUVERNEUR SHU200","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CRIM SEX ACT 1ST","26","UPSTATE SHU","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","27","ATTICA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","27","ATTICA GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","27","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","27","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT MURDER 1ST","27","CLINTON GENERAL","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MURDER 2ND","27","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","27","WALLKILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","27","SING SING GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","27","EASTERN","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","27","EASTERN","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","27","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","27","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","27","HUDSON WORK RELEASE","MINIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","27","OGDENSBURG","MEDIUM  SECURITY","OTHER"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","27","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","27","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","27","MOHAWK","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","VEHIC ASSAULT 2ND","27","MOHAWK","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","27","WENDE","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","27","WENDE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 1ST","27","MARCY","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT RAPE 1ST","27","MARCY OSOTP","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","27","FRANKLIN","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CONTEMPT 1ST","27","ALTONA","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 3RD","27","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 2ND","27","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ASSAULT 2ND","27","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","27","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CPCS 3RD","27","CAPE VINCENT GENERAL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","27","WASHINGTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 3RD","27","WASHINGTON","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 2ND","27","WASHINGTON","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","JO-MURDER 2ND","27","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 5TH","27","GREENE","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","27","LIVINGSTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","27","LIVINGSTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","27","LIVINGSTON","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 1ST","27","UPSTATE GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","27","UPSTATE GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","27","HALE CREEK ASACTC","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","27","HALE CREEK ASACTC","MEDIUM  SECURITY","UNKNOWN"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","RAPE 1ST","28","ATTICA GENERAL","MAXIMUM SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MURDER 1ST","28","AUBURN GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT BURGLARY 1ST","28","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT MURDER 1ST","28","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CPCS 3RD","28","CLINTON GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","28","CLINTON ANNEX","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 2ND","28","CLINTON ANNEX","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 3RD","28","CLINTON ANNEX","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","28","WATERTOWN","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CONSPIRACY 2ND","28","GREAT MEADOW GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","28","FISHKILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","JO-MURDER 2ND","28","FISHKILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","28","FISHKILL","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","28","SING SING GENERAL","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","MANSLAUGHTER 1ST","28","SING SING TRANSIT","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","28","EASTERN","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","28","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","28","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","28","COXSACKIE","MAXIMUM SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","28","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","BURGLARY 2ND","28","COXSACKIE","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 3RD","28","OGDENSBURG","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT MURDER 2ND","28","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","STRANGULATION 2ND","28","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 1ST","28","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","C POS WEAPON 2ND","28","FIVE POINTS","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","RAPE 2ND 2007","28","MOHAWK","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 4TH","28","MOHAWK","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","28","MOHAWK","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","STRANGULATION 2ND","28","GOWANDA","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ROBBERY 2ND","28","COLLINS","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","RECK ENDANGER 1ST","28","COLLINS","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","28","COLLINS SHU200","MAXIMUM SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CSCS 3RD","28","MARCY","MEDIUM  SECURITY","HISPANIC"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 4TH","28","MORIAH","SHOCK INCARCERATION","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT C POS WEAP 2ND","28","FRANKLIN","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 1ST","28","FRANKLIN","MEDIUM  SECURITY","WHITE"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT ROBBERY 2ND","28","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","ATT CSCS 3RD","28","BARE HILL","MEDIUM  SECURITY","BLACK"
"2019","NEW COURT COMMITMENT","ALBANY","MALE","CPCS 3RD","28","CAPE VINCENT GENERAL","MEDIUM  SECURITY","BLACK"
