"swis_code","type_code","type","county","website","municipality","gnis_id"
"010000","1","County","Albany","http://www.albanycounty.com",,"974099"
"020000","1","County","Allegany","http://www.alleganyco.com",,"974100"
"030000","1","County","Broome","http://www.gobroomecounty.com",,"974102"
"040000","1","County","Cattaraugus","http://www.cattco.org",,"974103"
"050000","1","County","Cayuga","http://www.cayugacounty.us/",,"974104"
"060000","1","County","Chautauqua","http://www.co.chautauqua.ny.us",,"974105"
"070000","1","County","Chemung","http://www.chemungcounty.com",,"974106"
"080000","1","County","Chenango","http://www.co.chenango.ny.us",,"974107"
"090000","1","County","Clinton","http://www.clintoncountygov.com",,"974108"
"100000","1","County","Columbia","http://www.columbiacountyny.com",,"974109"
"110000","1","County","Cortland","http://www.cortland-co.org/",,"974110"
"120000","1","County","Delaware","http://www.co.delaware.ny.us",,"974111"
"130000","1","County","Dutchess","http://www.dutchessny.gov",,"974112"
"140000","1","County","Erie","http://www2.erie.gov/",,"974113"
"150000","1","County","Essex","http://www.co.essex.ny.us/",,"974114"
"160000","1","County","Franklin","http://www.franklincony.org",,"974115"
"170000","1","County","Fulton","http://www.fultoncountyny.gov/",,"974116"
"180000","1","County","Genesee","http://www.co.genesee.ny.us",,"974117"
"190000","1","County","Greene","http://www.discovergreene.com",,"974118"
"200000","1","County","Hamilton","http://www.hamiltoncounty.com",,"974119"
"210000","1","County","Herkimer","http://herkimercounty.org/content",,"974120"
"220000","1","County","Jefferson","http://www.co.jefferson.ny.us",,"974121"
"230000","1","County","Lewis","http://www.lewiscountyny.org",,"974123"
"240000","1","County","Livingston","http://www.livingstoncounty.us",,"974124"
"250000","1","County","Madison","http://www.madisoncounty.ny.gov/",,"974125"
"260000","1","County","Monroe","http://www.monroecounty.gov",,"974126"
"270000","1","County","Montgomery","http://www.co.montgomery.ny.us/",,"974127"
"280000","1","County","Nassau","http://www.nassaucountyny.gov",,"974128"
"290000","1","County","Niagara","http://www.niagaracounty.com",,"974130"
"300000","1","County","Oneida","http://www.ocgov.net/",,"974131"
"310000","1","County","Onondaga","http://www.ongov.net",,"974132"
"320000","1","County","Ontario","http://www.co.ontario.ny.us",,"974133"
"330000","1","County","Orange","http://www.co.orange.ny.us",,"974134"
"340000","1","County","Orleans","http://www.orleansny.com",,"974135"
"350000","1","County","Oswego","http://www.oswegocounty.com/rpts.shtml",,"974136"
"360000","1","County","Otsego","http://www.otsegocounty.com",,"974137"
"370000","1","County","Putnam","http://www.putnamcountyny.gov",,"974138"
"380000","1","County","Rensselaer","http://www.rensco.com",,"974140"
"390000","1","County","Rockland","http://rocklandgov.com",,"974142"
"410000","1","County","Saratoga","http://www.saratogacountyny.gov",,"974143"
"420000","1","County","Schenectady","http://www.schenectadycounty.com",,"974144"
"430000","1","County","Schoharie","http://www.schohariecounty-ny.gov",,"974145"
"440000","1","County","Schuyler","http://www.schuylercounty.us",,"974146"
"450000","1","County","Seneca","http://www.co.seneca.ny.us",,"974147"
"460000","1","County","Steuben","http://steubencony.org",,"974148"
"400000","1","County","St Lawrence","http://www.stlawco.org",,"977309"
"470000","1","County","Suffolk","http://www.suffolkcountyny.gov",,"974149"
"480000","1","County","Sullivan","http://www.co.sullivan.ny.us",,"974150"
"490000","1","County","Tioga","http://www.tiogacountyny.com",,"974151"
"500000","1","County","Tompkins","http://tompkinscountyny.gov/assessment",,"974152"
"510000","1","County","Ulster","http://www.co.ulster.ny.us",,"974153"
"520000","1","County","Warren","http://warrencountyny.gov",,"974154"
"530000","1","County","Washington","http://www.co.washington.ny.us",,"974155"
"540000","1","County","Wayne","http://www.co.wayne.ny.us",,"974156"
"550000","1","County","Westchester","http://www.westchestergov.com/",,"974157"
"560000","1","County","Wyoming","http://www.wyomingco.net",,"974158"
"570000","1","County","Yates","http://www.yatescounty.org",,"974159"
