"release_year","county_of_indictment","gender","age_at_release","return_status"
"2008","UNKNOWN","MALE","55","Not Returned"
"2008","ALBANY","MALE","16","Returned Parole Violation"
"2008","ALBANY","MALE","17","Not Returned"
"2008","ALBANY","MALE","17","Returned Parole Violation"
"2008","ALBANY","MALE","18","Not Returned"
"2008","ALBANY","MALE","18","Returned Parole Violation"
"2008","ALBANY","MALE","18","Returned Parole Violation"
"2008","ALBANY","MALE","18","Returned Parole Violation"
"2008","ALBANY","MALE","18","Returned Parole Violation"
"2008","ALBANY","MALE","18","Returned Parole Violation"
"2008","ALBANY","MALE","18","Returned Parole Violation"
"2008","ALBANY","MALE","18","Returned Parole Violation"
"2008","ALBANY","MALE","18","Returned Parole Violation"
"2008","ALBANY","MALE","18","New Felony Offense"
"2008","ALBANY","MALE","18","New Felony Offense"
"2008","ALBANY","MALE","18","New Felony Offense"
"2008","ALBANY","MALE","18","New Felony Offense"
"2008","ALBANY","MALE","19","Not Returned"
"2008","ALBANY","MALE","19","Not Returned"
"2008","ALBANY","MALE","19","Not Returned"
"2008","ALBANY","MALE","19","Not Returned"
"2008","ALBANY","MALE","19","Not Returned"
"2008","ALBANY","MALE","19","Not Returned"
"2008","ALBANY","MALE","19","Not Returned"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","19","Returned Parole Violation"
"2008","ALBANY","MALE","20","Not Returned"
"2008","ALBANY","MALE","20","Not Returned"
"2008","ALBANY","MALE","20","Not Returned"
"2008","ALBANY","MALE","20","Not Returned"
"2008","ALBANY","MALE","20","Not Returned"
"2008","ALBANY","MALE","20","Not Returned"
"2008","ALBANY","MALE","20","Not Returned"
"2008","ALBANY","MALE","20","Not Returned"
"2008","ALBANY","MALE","20","Returned Parole Violation"
