"title","date","link_to_board_decisions"
"State of New York Public Employment Relations Board Decisions from December 18, 2017","2017-12-18T00:00:00.000","https://hdl.handle.net/1813/89742"
"State of New York Public Employment Relations Board Decisions from November 06, 2017","2017-11-06T00:00:00.000","https://hdl.handle.net/1813/89741"
"State of New York Public Employment Relations Board Decisions from August 31, 2017","2017-08-31T00:00:00.000","https://hdl.handle.net/1813/89740"
"State of New York Public Employment Relations Board Decisions from June 14, 2017","2017-06-14T00:00:00.000","https://hdl.handle.net/1813/89739"
"State of New York Public Employment Relations Board Decisions from April 27, 2017","2017-04-27T00:00:00.000","https://hdl.handle.net/1813/89738"
"State of New York Public Employment Relations Board Decisions from April 10, 2017","2017-04-10T00:00:00.000","https://hdl.handle.net/1813/89737"
"State of New York Public Employment Relations Board Decisions from January 24, 2017","2017-01-24T00:00:00.000","https://hdl.handle.net/1813/89736"
"State of New York Public Employment Relations Board Decisions from November 15, 2016","2016-11-15T00:00:00.000","https://hdl.handle.net/1813/89735"
"State of New York Public Employment Relations Board Decisions from September 20, 2016","2016-09-20T00:00:00.000","https://hdl.handle.net/1813/89734"
"State of New York Public Employment Relations Board Decisions from July 13, 2016","2016-07-13T00:00:00.000","https://hdl.handle.net/1813/89733"
"State of New York Public Employment Relations Board Decisions from April 13, 2016","2016-04-13T00:00:00.000","https://hdl.handle.net/1813/89732"
"State of New York Public Employment Relations Board Decisions from January 25, 2016","2016-01-25T00:00:00.000","https://hdl.handle.net/1813/89731"
"State of New York Public Employment Relations Board Decisions from November 10, 2015","2015-11-10T00:00:00.000","https://hdl.handle.net/1813/89730"
"State of New York Public Employment Relations Board Decisions from September 10, 2015","2015-09-10T00:00:00.000","https://hdl.handle.net/1813/89729"
"State of New York Public Employment Relations Board Decisions from June 5, 2015","2015-06-05T00:00:00.000","https://hdl.handle.net/1813/89728"
"State of New York Public Employment Relations Board Decisions from January 15, 2015","2015-01-15T00:00:00.000","https://hdl.handle.net/1813/89727"
"State of New York Public Employment Relations Board Decisions from December 29, 2014","2014-12-29T00:00:00.000","https://hdl.handle.net/1813/89726"
"State of New York Public Employment Relations Board Decisions from October 6, 2014","2014-10-06T00:00:00.000","https://hdl.handle.net/1813/89725"
"State of New York Public Employment Relations Board Decisions from August 20, 2014","2014-08-20T00:00:00.000","https://hdl.handle.net/1813/89724"
"State of New York Public Employment Relations Board Decisions from June 20, 2014","2014-06-20T00:00:00.000","https://hdl.handle.net/1813/89723"
"State of New York Public Employment Relations Board Decisions from May 27, 2014","2014-05-27T00:00:00.000","https://hdl.handle.net/1813/89722"
"State of New York Public Employment Relations Board Decisions from April 3, 2014","2014-04-03T00:00:00.000","https://hdl.handle.net/1813/89721"
"State of New York Public Employment Relations Board Decisions from February 28, 2014","2014-02-28T00:00:00.000","https://hdl.handle.net/1813/89720"
"State of New York Public Employment Relations Board Decisions from November 13, 2013","2013-11-13T00:00:00.000","https://hdl.handle.net/1813/89719"
"State of New York Public Employment Relations Board Decisions from October 15, 2013","2013-10-15T00:00:00.000","https://hdl.handle.net/1813/89718"
"State of New York Public Employment Relations Board Decisions from August 23, 2013","2013-08-23T00:00:00.000","https://hdl.handle.net/1813/89717"
"State of New York Public Employment Relations Board Decisions from June 4, 2013","2013-06-04T00:00:00.000","https://hdl.handle.net/1813/89716"
"State of New York Public Employment Relations Board Decisions from April 12, 2013","2013-04-12T00:00:00.000","https://hdl.handle.net/1813/89715"
"State of New York Public Employment Relations Board Decisions from February 5, 2013","2013-02-05T00:00:00.000","https://hdl.handle.net/1813/89714"
"State of New York Public Employment Relations Board Decisions from December 19, 2012","2012-12-19T00:00:00.000","https://hdl.handle.net/1813/89713"
"State of New York Public Employment Relations Board Decisions from November 14, 2012","2012-11-14T00:00:00.000","https://hdl.handle.net/1813/89712"
"State of New York Public Employment Relations Board Decisions from September 20, 2012","2012-09-20T00:00:00.000","https://hdl.handle.net/1813/89711"
"State of New York Public Employment Relations Board Decisions from August 6, 2012","2012-08-06T00:00:00.000","https://hdl.handle.net/1813/89710"
"State of New York Public Employment Relations Board Decisions from June 12, 2012","2012-06-12T00:00:00.000","https://hdl.handle.net/1813/89709"
"State of New York Public Employment Relations Board Decisions from May 11, 2012","2012-05-11T00:00:00.000","https://hdl.handle.net/1813/89708"
"State of New York Public Employment Relations Board Decisions from April 23, 2012","2012-04-23T00:00:00.000","https://hdl.handle.net/1813/89707"
"State of New York Public Employment Relations Board Decisions from March 5, 2012","2012-03-05T00:00:00.000","https://hdl.handle.net/1813/89706"
"State of New York Public Employment Relations Board Decisions from January 24, 2012","2012-01-24T00:00:00.000","https://hdl.handle.net/1813/89705"
"State of New York Public Employment Relations Board Decisions from November 30, 2011","2011-11-30T00:00:00.000","https://hdl.handle.net/1813/89704"
"State of New York Public Employment Relations Board Decisions from October 31, 2011","2011-10-31T00:00:00.000","https://hdl.handle.net/1813/89703"
"State of New York Public Employment Relations Board Decisions from September 26, 2011","2011-09-26T00:00:00.000","https://hdl.handle.net/1813/89702"
"State of New York Public Employment Relations Board Decisions from August 19, 2011","2011-08-19T00:00:00.000","https://hdl.handle.net/1813/89701"
"State of New York Public Employment Relations Board Decisions from June 20, 2011","2011-06-20T00:00:00.000","https://hdl.handle.net/1813/89700"
"State of New York Public Employment Relations Board Decisions from May 27, 2011","2011-05-27T00:00:00.000","https://hdl.handle.net/1813/89699"
"State of New York Public Employment Relations Board Decisions from May 2, 2011","2011-05-02T00:00:00.000","https://hdl.handle.net/1813/89698"
"State of New York Public Employment Relations Board Decisions from March 1, 2011","2011-03-01T00:00:00.000","https://hdl.handle.net/1813/89697"
"State of New York Public Employment Relations Board Decisions from February 14, 2011","2011-02-14T00:00:00.000","https://hdl.handle.net/1813/89696"
"State of New York Public Employment Relations Board Decisions from December 24, 2010","2010-12-24T00:00:00.000","https://hdl.handle.net/1813/89695"
"State of New York Public Employment Relations Board Decisions from November 9, 2010","2010-11-09T00:00:00.000","https://hdl.handle.net/1813/89694"
"State of New York Public Employment Relations Board Decisions from September 21, 2010","2010-09-21T00:00:00.000","https://hdl.handle.net/1813/89693"
"State of New York Public Employment Relations Board Decisions from August 10, 2010","2010-08-10T00:00:00.000","https://hdl.handle.net/1813/89692"
"State of New York Public Employment Relations Board Decisions from April 22, 2010","2010-04-22T00:00:00.000","https://hdl.handle.net/1813/89691"
"State of New York Public Employment Relations Board Decisions from March 17, 2010","2010-03-17T00:00:00.000","https://hdl.handle.net/1813/89690"
"State of New York Public Employment Relations Board Decisions from February 8, 2010","2010-02-08T00:00:00.000","https://hdl.handle.net/1813/89689"
"State of New York Public Employment Relations Board Decisions from December 18, 2009","2009-12-18T00:00:00.000","https://hdl.handle.net/1813/89688"
"State of New York Public Employment Relations Board Decisions from October 30, 2009","2009-10-30T00:00:00.000","https://hdl.handle.net/1813/89687"
"State of New York Public Employment Relations Board Decisions from September 17, 2009","2009-09-17T00:00:00.000","https://hdl.handle.net/1813/89686"
"State of New York Public Employment Relations Board Decisions from July 23, 2009","2009-07-23T00:00:00.000","https://hdl.handle.net/1813/89685"
"State of New York Public Employment Relations Board Decisions from June 16, 2009","2009-06-16T00:00:00.000","https://hdl.handle.net/1813/89684"
"State of New York Public Employment Relations Board Decisions from June 9, 2009","2009-06-09T00:00:00.000","https://hdl.handle.net/1813/89683"
"State of New York Public Employment Relations Board Decisions from April 22, 2009","2009-04-22T00:00:00.000","https://hdl.handle.net/1813/89682"
"State of New York Public Employment Relations Board Decisions from March 18, 2009","2009-03-18T00:00:00.000","https://hdl.handle.net/1813/89681"
"State of New York Public Employment Relations Board Decisions from February 9, 2009","2009-02-09T00:00:00.000","https://hdl.handle.net/1813/89680"
"State of New York Public Employment Relations Board Decisions from December 29, 2008","2008-12-29T00:00:00.000","https://hdl.handle.net/1813/89679"
"State of New York Public Employment Relations Board Decisions from November 26, 2008","2008-09-24T00:00:00.000","https://hdl.handle.net/1813/89678"
"State of New York Public Employment Relations Board Decisions from September 24, 2008","2008-09-24T00:00:00.000","https://hdl.handle.net/1813/89677"
"State of New York Public Employment Relations Board Decisions from July 3, 2008","2008-07-03T00:00:00.000","https://hdl.handle.net/1813/89676"
"State of New York Public Employment Relations Board Decisions from May 20, 2008","2008-05-20T00:00:00.000","https://hdl.handle.net/1813/89675"
"State of New York Public Employment Relations Board Decisions from April 3, 2008","2008-04-03T00:00:00.000","https://hdl.handle.net/1813/89674"
"State of New York Public Employment Relations Board Decisions from January 23, 2008","2008-01-23T00:00:00.000","https://hdl.handle.net/1813/89673"
"State of New York Public Employment Relations Board Decisions from December 14, 2007","2007-12-14T00:00:00.000","https://hdl.handle.net/1813/89672"
"State of New York Public Employment Relations Board Decisions from November 5, 2007","2007-11-05T00:00:00.000","https://hdl.handle.net/1813/89671"
"State of New York Public Employment Relations Board Decisions from September 25, 2007","2007-09-25T00:00:00.000","https://hdl.handle.net/1813/89670"
"State of New York Public Employment Relations Board Decisions from August 29, 2007","2007-08-29T00:00:00.000","https://hdl.handle.net/1813/89669"
"State of New York Public Employment Relations Board Decisions from July 25, 2007","2007-07-27T00:00:00.000","https://hdl.handle.net/1813/89668"
"State of New York Public Employment Relations Board Decisions from June 27, 2007","2007-06-27T00:00:00.000","https://hdl.handle.net/1813/89667"
"State of New York Public Employment Relations Board Decisions from June 6, 2007","2007-06-06T00:00:00.000","https://hdl.handle.net/1813/89666"
"State of New York Public Employment Relations Board Decisions from May 2, 2007","2007-05-02T00:00:00.000","https://hdl.handle.net/1813/89665"
"State of New York Public Employment Relations Board Decisions from March 5, 2008","2007-03-05T00:00:00.000","https://hdl.handle.net/1813/89664"
"State of New York Public Employment Relations Board Decisions from December 20, 2006","2006-12-20T00:00:00.000","https://hdl.handle.net/1813/89663"
"State of New York Public Employment Relations Board Decisions from November 8, 2006","2006-11-08T00:00:00.000","https://hdl.handle.net/1813/89662"
"State of New York Public Employment Relations Board Decisions from November 1, 2006","2006-11-01T00:00:00.000","https://hdl.handle.net/1813/89661"
"State of New York Public Employment Relations Board Decisions from September 20, 2006","2006-09-20T00:00:00.000","https://hdl.handle.net/1813/89660"
"State of New York Public Employment Relations Board Decisions from August 9, 2006","2006-08-09T00:00:00.000","https://hdl.handle.net/1813/89659"
"State of New York Public Employment Relations Board Decisions from June 7, 2006","2006-06-07T00:00:00.000","https://hdl.handle.net/1813/89658"
"State of New York Public Employment Relations Board Decisions from April 24, 2006","2006-04-24T00:00:00.000","https://hdl.handle.net/1813/89657"
"State of New York Public Employment Relations Board Decisions from March 23, 2006","2006-03-23T00:00:00.000","https://hdl.handle.net/1813/89656"
"State of New York Public Employment Relations Board Decisions from March 10, 2006","2006-03-10T00:00:00.000","https://hdl.handle.net/1813/89655"
"State of New York Public Employment Relations Board Decisions from February 3, 2006","2006-02-03T00:00:00.000","https://hdl.handle.net/1813/89654"
"State of New York Public Employment Relations Board Decisions from December 29, 2005","2005-12-29T00:00:00.000","https://hdl.handle.net/1813/89653"
"State of New York Public Employment Relations Board Decisions from December 19, 2005","2005-12-19T00:00:00.000","https://hdl.handle.net/1813/89652"
"State of New York Public Employment Relations Board Decisions from November 3, 2005","2005-11-03T00:00:00.000","https://hdl.handle.net/1813/89651"
"State of New York Public Employment Relations Board Decisions from September 23, 2005","2005-09-23T00:00:00.000","https://hdl.handle.net/1813/89650"
"State of New York Public Employment Relations Board Decisions from August 8, 2005","2005-08-08T00:00:00.000","https://hdl.handle.net/1813/89649"
"State of New York Public Employment Relations Board Decisions from June 8, 2005","2005-06-08T00:00:00.000","https://hdl.handle.net/1813/89648"
"State of New York Public Employment Relations Board Decisions from April 27, 2005","2005-04-27T00:00:00.000","https://hdl.handle.net/1813/89647"
"State of New York Public Employment Relations Board Decisions from March 16, 2005","2005-03-16T00:00:00.000","https://hdl.handle.net/1813/89646"
"State of New York Public Employment Relations Board Decisions from February 9, 2005","2005-02-09T00:00:00.000","https://hdl.handle.net/1813/89645"
"State of New York Public Employment Relations Board Decisions from January 24, 2005","2005-01-24T00:00:00.000","https://hdl.handle.net/1813/89644"
"State of New York Public Employment Relations Board Decisions from December 1, 2004","2004-12-01T00:00:00.000","https://hdl.handle.net/1813/89643"
"State of New York Public Employment Relations Board Decisions from November 9, 2004","2004-11-09T00:00:00.000","https://hdl.handle.net/1813/89642"
"State of New York Public Employment Relations Board Decisions from October 26, 2004","2004-10-26T00:00:00.000","https://hdl.handle.net/1813/89641"
"State of New York Public Employment Relations Board Decisions from September 30, 2004","2004-09-30T00:00:00.000","https://hdl.handle.net/1813/89640"
"State of New York Public Employment Relations Board Decisions from August 25, 2004","2004-08-25T00:00:00.000","https://hdl.handle.net/1813/89639"
"State of New York Public Employment Relations Board Decisions from July 8, 2004","2004-07-08T00:00:00.000","https://hdl.handle.net/1813/89638"
"State of New York Public Employment Relations Board Decisions from May 26, 2004","2004-05-26T00:00:00.000","https://hdl.handle.net/1813/89637"
"State of New York Public Employment Relations Board Decisions from March 26, 2004","2004-03-26T00:00:00.000","https://hdl.handle.net/1813/89636"
"State of New York Public Employment Relations Board Decisions from January 23, 2004","2004-01-23T00:00:00.000","https://hdl.handle.net/1813/89635"
"State of New York Public Employment Relations Board Decisions from December 12, 2003","2003-12-12T00:00:00.000","https://hdl.handle.net/1813/89634"
"State of New York Public Employment Relations Board Decisions from October 31, 2003","2003-10-31T00:00:00.000","https://hdl.handle.net/1813/89633"
"State of New York Public Employment Relations Board Decisions from September 26, 2003","2003-09-26T00:00:00.000","https://hdl.handle.net/1813/89632"
"State of New York Public Employment Relations Board Decisions from August 18, 2003","2003-08-18T00:00:00.000","https://hdl.handle.net/1813/89631"
"State of New York Public Employment Relations Board Decisions from June 30, 2003","2003-06-30T00:00:00.000","https://hdl.handle.net/1813/89630"
"State of New York Public Employment Relations Board Decisions from May 7, 2003","2003-05-07T00:00:00.000","https://hdl.handle.net/1813/89629"
"State of New York Public Employment Relations Board Decisions from April 4, 2003","2003-04-04T00:00:00.000","https://hdl.handle.net/1813/89628"
"State of New York Public Employment Relations Board Decisions from February 28, 2003","2003-02-28T00:00:00.000","https://hdl.handle.net/1813/89627"
"State of New York Public Employment Relations Board Decisions from January 23, 2003","2003-01-23T00:00:00.000","https://hdl.handle.net/1813/89626"
