"swis_code","type_code","type","county","city_name","town_name","village_name","_2nd_county","website","municipality","gnis_id","state_fips","county_code","county_fips"
"010100","2","City","Albany","Albany",,,,"http://www.albanyny.org","Albany","978659","36","001","36001"
"270100","2","City","Montgomery","Amsterdam",,,,"http://www.amsterdamny.gov/","Amsterdam","978677","36","057","36057"
"050100","2","City","Cayuga","Auburn",,,,"http://www.auburnny.gov","Auburn","978695","36","011","36011"
"180200","2","City","Genesee","Batavia",,,,"http://www.batavianewyork.com","Batavia","978713","36","037","36037"
"130200","2","City","Dutchess","Beacon",,,,"http://www.cityofbeacon.org","Beacon","978716","36","027","36027"
"030200","2","City","Broome","Binghamton",,,,"http://www.cityofbinghamton.com","Binghamton","978733","36","007","36007"
"600000","1","Borough/County","Bronx","Bronx",,,,,"Bronx","974101","36","005","36005"
"610000","1","Borough/County","Kings","Brooklyn",,,,,"Brooklyn","974122","36","047","36047"
"140200","2","City","Erie","Buffalo",,,,"http://www.city-buffalo.com","Buffalo","978764","36","029","36029"
"320200","2","City","Ontario","Canandaigua",,,,"http://www.canandaiguanewyork.gov","Canandaigua","978784","36","069","36069"
"010300","2","City","Albany","Cohoes",,,,"http://www.cohoes.com","Cohoes","978847","36","001","36001"
"460300","2","City","Steuben","Corning",,,,"http://www.cityofcorning.com","Corning","978867","36","101","36101"
"110200","2","City","Cortland","Cortland",,,,"http://www.cortland.org/","Cortland","978870","36","023","36023"
"060300","2","City","Chautauqua","Dunkirk",,,,"http://www.dunkirktoday.com/","Dunkirk","978911","36","013","36013"
"070400","2","City","Chemung","Elmira",,,,"http://cityofelmira.net","Elmira","978938","36","015","36015"
"350400","2","City","Oswego","Fulton",,,,"http://www.cityoffulton.com","Fulton","978979","36","075","36075"
"320500","2","City","Ontario","Geneva",,,,"http://visitgenevany.com","Geneva","978992","36","069","36069"
"280500","2","City","Nassau","Glen Cove",,,,"http://www.glencove-li.com/","Glen Cove","979003","36","059","36059"
"520500","2","City","Warren","Glens Falls",,,,"http://www.cityofglensfalls.com","Glens Falls","979004","36","113","36113"
"170500","2","City","Fulton","Gloversville",,,,"http://www.cityofgloversville.com","Gloversville","979006","36","035","36035"
"460600","2","City","Steuben","Hornell",,,,"http://www.cityofhornell.com","Hornell","979078","36","101","36101"
"100600","2","City","Columbia","Hudson",,,,"http://www.cityofhudson.org","Hudson","979083","36","021","36021"
"500700","2","City","Tompkins","Ithaca",,,,"http://www.ci.ithaca.ny.us/","Ithaca","979099","36","109","36109"
"060800","2","City","Chautauqua","Jamestown",,,,"http://www.jamestownny.net","Jamestown","979102","36","013","36013"
"170800","2","City","Fulton","Johnstown",,,,"http://www.cityofjohnstown-ny.com","Johnstown","979110","36","035","36035"
"510800","2","City","Ulster","Kingston",,,,"http://www.kingston-ny.gov","Kingston","979118","36","111","36111"
"140900","2","City","Erie","Lackawanna",,,,"http://www.lackawannany.gov/","Lackawanna","979124","36","029","36029"
"210900","2","City","Herkimer","Little Falls",,,,"http://cityoflittlefalls.net/","Little Falls","979157","36","043","36043"
"290900","2","City","Niagara","Lockport",,,,"http://elockport.com/city-index.php","Lockport","979164","36","063","36063"
"280900","2","City","Nassau","Long Beach",,,,"http://www.longbeachny.org","Long Beach","979167","36","059","36059"
"620000","1","Borough/County","New York","Manhattan",,,,,"Manhattan","974129","36","061","36061"
"411000","2","City","Saratoga","Mechanicville",,,,"http://www.mechanicvilleny.gov","Mechanicville","979207","36","091","36091"
"330900","2","City","Orange","Middletown",,,,"http://www.middletown-ny.com","Middletown","979217","36","071","36071"
"550800","2","City","Westchester","Mt Vernon",,,,"http://www.cmvny.com","Mt Vernon","979245","36","119","36119"
"331100","2","City","Orange","Newburgh",,,,"http://www.CityofNewburgh-ny.gov","Newburgh","979258","36","071","36071"
