"public_authority_type","public_authority_name","address_line_1","city","state","zip","website"
"IDA","Albany City Industrial Development Agency","21 Lodge Street","ALBANY","NY","12207","http://www.albanyida.com"
"IDA","Albany County Industrial Development Agency","21 Everett Road Extension","ALBANY","NY","12205","http://www.albanycounty.com/ida/"
"IDA","Allegany Industrial Development Agency","Crossroads Commerce Center","BELMONT","NY","14813","http://www.acida.org"
"IDA","Amherst Industrial Development Agency","4287 Main St","AMHERST","NY","14226","http://www.amherstida.com"
"IDA","Amsterdam Industrial Development Agency","61 Church Street","AMSTERDAM","NY","12010","http://www.amsterdamny.gov/business/amsterdam-industrial-development-agency.php"
"IDA","Auburn Industrial Development Agency","24 South Street","AUBURN","NY","13021","http://www.auburnida.org"
"IDA","Babylon Industrial Development Agency","47 West Main Street, Suite 3","BABYLON","NY","11702","http://www.babylonida.org"
"IDA","Bethlehem Industrial Development Agency","445 Delaware Avenue","DELMAR","NY","12054","http://www.bethlehemida.com"
"IDA","Brookhaven Industrial Development Agency","1 Independence Hill","FARMINGVILLE","NY","11738","http://www.brookhavenida.org"
"IDA","Broome Industrial Development Agency","FIVE South College Drive, Suite 201","BINGHAMTON","NY","13905-9000","http://www.theagency-ny.com"
"IDA","Cattaraugus Industrial Development Agency","P.O. Box 1749","ELLICOTTVILLE","NY","14731","http://www.cattcoida.com"
"IDA","Cayuga Industrial Development Agency","Cayuga Economic Development Agency (CEDA)","AUBURN","NY","13021","http://www.cayugacountyida.com/"
"IDA","Chautauqua Industrial Development Agency","201 West 3rd Street","JAMESTOWN","NY","14701","http://www.ccida.com"
"IDA","Chemung Industrial Development Agency","400 East Church Street","ELMIRA","NY","14901","http://chemungcountyida.com"
"IDA","Chenango Industrial Development Agency","15 South Broad Street","NORWICH","NY","13815","http://www.commercechenango.com"
"IDA","City of Rensselaer Industrial Development Agency","62 Washington Street","RENSSELAER","NY","12144",
"IDA","City of Schenectady Industrial Development Agency","P O Box 68","SCHENECTADY","NY","12301-0068","http://www.cityofschenectady.com"
"IDA","City of Utica Industrial Development Agency","1 Kennedy Plaza","UTICA","NY","13502","http://www.cityofutica.com"
"IDA","Clarence Industrial Development Agency","One Town Place","CLARENCE","NY","14031","http://www.clarenceida.com"
"IDA","Clifton Park Industrial Development Agency","One Town Hall Plaza","CLIFTON PARK","NY","12065","http://www.cliftonpark.org/townhall/cpida"
"IDA","Clinton County Industrial Development Agency","137 Margaret Street, Suite 209","PLATTSBURGH","NY","12901","http://www.clintoncountyida.com/Clinton-IDA/clinton.html"
"IDA","Cohoes Industrial Development Agency","97 Mohawk Street","COHOES","NY","12047","http://www.cohoesida.org"
"IDA","Colonie Industrial Development Agency","347 Old Niskayuna Road","LATHAM","NY","12110",
"IDA","Columbia Industrial Development Agency","One Hudson City Centre","HUDSON","NY","12534","http://www.Columbiaedc.com"
"IDA","Concord Industrial Development Agency","86 Franklin Street","SPRINGVILLE","NY","14141",
"IDA","Corinth Industrial Development Agency","600 Palmer Avenue","CORINTH","NY","12822","http://www.townofcorinthny.com"
"IDA","Cortland Industrial Development Agency","40 Main Street, Suite A","CORTLAND","NY","13045","http://www.cortlandbusiness.com"
"IDA","Delaware County Industrial Development Agency","One Courthouse Square","DELHI","NY","13753",
"IDA","Dunkirk Industrial Development Agency","342 Central Avenue","DUNKIRK","NY","14048","http://www.cityofdunkirk,com"
"IDA","Dutchess County Industrial Development Agency","3 Neptune Road","POUGHKEEPSIE","NY","12601-5545",
"IDA","Erie County Industrial Development Agency","95 Perry Street","BUFFALO","NY","14203-6525","http://www.ecidany.com"
"IDA","Essex County Industrial Development Agency","P.O. Box 217","ELIZABETHTOWN","NY","12932","http://www.essexcountyida.com"
"IDA","Fairport Industrial Development Agency","31 South Main Street","FAIRPORT","NY","14450","http://www.fairportoced.org"
"IDA","Franklin County Industrial Development Agency","355 West Main Street","MALONE","NY","12953","http://www.franklinida.org"
"IDA","Fulton County Industrial Development Agency","1 East Montgomery Street","JOHNSTOWN","NY","12095",
"IDA","Genesee County Industrial Development Agency","99 MedTech Drive","BATAVIA","NY","14020","http://www.gcedc.com"
"IDA","Geneva Industrial Development Agency","47 Castle Street","GENEVA","NY","14456",
"IDA","Glen Cove Industrial Development Agency","9 Glen Street","GLEN COVE","NY","11542","http://www.glencoveida.org"
"IDA","Glens Falls Industrial Development Agency","42 Ridge Street","GLENS FALLS","NY","12801",
"IDA","Greene County Industrial Development Agency","45 Sunset Blvd.","COXSACKIE","NY","12051","http://www.greeneida.com"
"IDA","Green Island Industrial Development Agency","20 Clinton Street","GREEN ISLAND","NY","12183","http://www.villageofgreenisland.com"
"IDA","Guilderland Industrial Development Agency","Guilderland Town Hall","GUILDERLAND","NY","12084","http://www.townofguilderland.org/Pages/GuilderlandNY_IDA"
"IDA","Hamburg Industrial Development Agency","S6100 South Park Avenue","HAMBURG","NY","14075",
"IDA","Hamilton County Industrial Development Agency","P O Box 205","LAKE PLEASANT","NY","12108","http://www.hamiltoncounty.com/economic-development"
"IDA","Hempstead Industrial Development Agency","350 Front Street","HEMPSTEAD","NY","11550","http://www.tohida.org"
"IDA","Herkimer Industrial Development Agency","420 E. German St., Suite 101A","HERKIMER","NY","13350","http://www.herkimercountyida.org"
"IDA","Hornell Industrial Development Agency","40 Main Street","HORNELL","NY","14843","http://www.hornellny.com/"
"IDA","Hudson Industrial Development Agency","520 Warren Street","HUDSON","NY","12534","http://cityofhudson.org/content/Boards/View/1"
"IDA","Islip Industrial Development Agency","40 Nassau Avenue","ISLIP","NY","11751",
"IDA","Jefferson Industrial Development Agency","800 Starbuck Ave Suite 800","WATERTOWN","NY","13601","http://www.jcida.com"
"IDA","Lancaster Industrial Development Agency","21 Central Avenue","LANCASTER","NY","14086","http://www.lancasternyida.com/"
"IDA","Lewis County Industrial Development Agency","7551 S. State Street","LOWVILLE","NY","13367","http://www.naturallylewis.com"
"IDA","Livingston County Industrial Development Agency","6 Court Street Room 306","GENESEO","NY","14454","http://www.co.livingston.state.ny.us/lcida"
"IDA","Madison County Industrial Development Agency","3215 Seneca Turnpike","CANASTOTA","NY","13032","http://www.madisoncountyida.com"
"IDA","Mechanicville-Stillwater Industrial Development Agency","36 North Main Street","MECHANICVILLE","NY","12118","http://mechanicville-stillwater-ida.org"
"IDA","Middletown Industrial Development Agency","16 James St","MIDDLETOWN","NY","10940",
"IDA","Monroe Industrial Development Agency","50 West Main St Suite 1150","ROCHESTER","NY","14614","http://www.monroecountyida.org"
"IDA","Montgomery County Industrial Development Agency","P O Box 1500","FONDA","NY","12068","http://www.mcida.org"
"IDA","Mount Pleasant Industrial Development Agency","1 Town Hall Plaza","VALHALLA","NY","10595","http://www.mtpleasantny.com"
"IDA","Mount Vernon Industrial Development Agency","City Hall, One Roosevelt Square","MOUNT VERNON","NY","10550","http://cmvny.com/departments/planning/industrial-development-agency/"
"IDA","Nassau County Industrial Development Agency","1 West Street","MINEOLA","NY","11501","http://www.nassauida.org"
"IDA","Newburgh Industrial Development Agency","83 Broadway, 3rd Floor","NEWBURGH","NY","12551-1298","http://www.cityofnewburgh-ny.gov/industrial-development-agency"
"IDA","New Rochelle Industrial Development Agency","515 North Avenue","NEW ROCHELLE","NY","10801","http://www.newrochelleny.com"
"IDA","New York City Industrial Development Agency","1 Liberty Plaza","NEW YORK","NY","10006","http://www.nycedc.com/nycida"
"IDA","Niagara County Industrial Development Agency","6311 Inducon Corporate Dr Suite 1","SANBORN","NY","14132-9099","http://www.niagaracountybusiness.com"
"IDA","Niagara Town Industrial Development Agency","7105 Lockport Road","NIAGARA FALLS","NY","14305",
"IDA","North Greenbush Industrial Development Agency","2 Douglas Street","WYNANTSKILL","NY","12198","http://townofng.com"
"IDA","Oneida County Industrial Development Agency","584 Phoenix Drive","ROME","NY","13441","http://www.mvedge.org/ocida.asp"
"IDA","Onondaga County Industrial Development Agency","333 West Washington Street, Suite 130","SYRACUSE","NY","13202","http://www.syracusecentral.com"
