"waterbody_name","county","year","bloom_type","date_first_report","date_last_report","number_of_reports","latitude","longitude","georeference"
"Barger Pond","Putnam","2020","C","2020-07-25T00:00:00.000","2020-10-15T00:00:00.000","3","41.359501","-73.812698","POINT (-73.812698 41.359501)"
"Lake Ronkonkoma","Suffolk","2020","C","2020-08-31T00:00:00.000","2020-10-20T00:00:00.000","2","40.827599","-73.122498","POINT (-73.122498 40.827599)"
"Little Tupper Lake","Hamilton","2020","C","2020-09-20T00:00:00.000","2020-09-20T00:00:00.000","1","44.0406","-74.606499","POINT (-74.606499 44.0406)"
"Morningside Lake","Sullivan","2020","C","2020-09-14T00:00:00.000","2020-10-22T00:00:00.000","2","41.75116","-74.651001","POINT (-74.651001 41.75116)"
"Whaley Lake","Dutchess","2020","C","2020-09-28T00:00:00.000","2020-09-28T00:00:00.000","1","41.5537","-73.664902","POINT (-73.664902 41.5537)"
"Seneca River","Onondaga, Seneca","2020","C","2020-07-22T00:00:00.000","2020-08-19T00:00:00.000","4","43.16131633","-76.35584306","POINT (-76.35584306 43.16131633)"
"Lake Salubria","Steuben","2020","C","2020-06-23T00:00:00.000","2020-06-23T00:00:00.000","1","42.3293","-77.2929","POINT (-77.2929 42.3293)"
"Seneca Lake","Seneca, Schuyler, Yates, Ontario","2020","C","2020-08-22T00:00:00.000","2020-10-09T00:00:00.000","16","42.669266","-76.896473","POINT (-76.896473 42.669266)"
"Song Lake","Cortland","2020","C","2020-05-26T00:00:00.000","2020-10-28T00:00:00.000","3","42.772301","-76.146864","POINT (-76.146864 42.772301)"
"Page Pond","Broome","2020","C","2020-07-28T00:00:00.000","2020-07-28T00:00:00.000","1","42.142601","-75.482201","POINT (-75.482201 42.142601)"
"Keuka Lake","Steuben, Yates","2020","C","2020-07-21T00:00:00.000","2020-09-19T00:00:00.000","14","42.493401","-77.139504","POINT (-77.139504 42.493401)"
"Meacham Lake","Franklin","2019","S","2019-07-04T00:00:00.000","2019-09-21T00:00:00.000","3","44.5621","-74.286301","POINT (-74.28630100000001 44.5621)"
"Duane Lake","Schenectady","2019","C","2019-06-15T00:00:00.000","2019-06-15T00:00:00.000","1","42.7491","-74.112602","POINT (-74.112602 42.7491)"
"Lake Tiorati","Orange","2019","S","2019-07-17T00:00:00.000","2019-07-17T00:00:00.000","1","41.2617","-74.087898","POINT (-74.087898 41.2617)"
"Hyde Park Lake","Niagara","2019","S","2019-10-21T00:00:00.000","2019-10-21T00:00:00.000","1","43.100662","-79.022324","POINT (-79.022324 43.100662)"
"Barnes Lake","Orange","2019","S","2019-08-05T00:00:00.000","2019-08-27T00:00:00.000","2","41.325901","-74.080902","POINT (-74.08090200000001 41.325901)"
"Poxabogue Pond","Suffolk","2019","C","2019-08-20T00:00:00.000","2019-08-20T00:00:00.000","1","40.944698","-72.2854","POINT (-72.2854 40.944698)"
"Long Pond","Putnam","2019","S","2019-08-14T00:00:00.000","2019-08-14T00:00:00.000","1","41.4095","-73.7332","POINT (-73.7332 41.4095)"
"Cuba Lake","Allegany","2019","C","2019-09-03T00:00:00.000","2019-09-17T00:00:00.000","2","42.253399","-78.292801","POINT (-78.292801 42.253399)"
"Shadow Lake","Westchester","2019","S","2019-08-06T00:00:00.000","2019-08-06T00:00:00.000","1","41.208198","-73.819199","POINT (-73.819199 41.208198)"
"Lake Ontario","Jefferson, Niagara, Monroe, Oswego, Cayuga","2019","S","2019-07-05T00:00:00.000","2019-07-15T00:00:00.000","3","43.897698","-76.128101","POINT (-76.128101 43.897698)"
"Pleasant Lake","Oswego","2019","HT","2019-07-23T00:00:00.000","2019-07-23T00:00:00.000","1","43.235401","-76.222702","POINT (-76.222702 43.235401)"
"Mountain Lake","Sullivan","2019","C","2019-08-30T00:00:00.000","2019-09-18T00:00:00.000","2","41.657101","-74.814796","POINT (-74.814796 41.657101)"
"Lake Lucille","Rockland","2019","C","2019-09-15T00:00:00.000","2019-09-15T00:00:00.000","1","41.183701","-73.997803","POINT (-73.997803 41.183701)"
"Southards Pond","Suffolk","2019","S","2019-08-22T00:00:00.000","2019-08-22T00:00:00.000","1","40.710998","-73.328499","POINT (-73.328499 40.710998)"
"Strack Pond","Queens","2019","C","2019-10-01T00:00:00.000","2019-11-06T00:00:00.000","2","40.6994","-73.8554","POINT (-73.8554 40.6994)"
"Bosket Lake","Broome","2019","S","2019-08-28T00:00:00.000","2019-08-28T00:00:00.000","1","42.107101","-76.074501","POINT (-76.074501 42.107101)"
"Loon Lake","Steuben","2019","HT","2019-06-26T00:00:00.000","2019-09-21T00:00:00.000","3","42.492599","-77.566902","POINT (-77.566902 42.492599)"
"Plymouth Reservoir","Chenango","2019","C","2019-07-24T00:00:00.000","2019-07-24T00:00:00.000","1","42.5881","-75.651001","POINT (-75.651001 42.5881)"
"Lamoka Lake","Schuyler","2019","S","2019-08-31T00:00:00.000","2019-08-31T00:00:00.000","1","42.4058","-77.077797","POINT (-77.077797 42.4058)"
"De Ruyter Reservoir","Madison","2019","C","2019-08-26T00:00:00.000","2019-08-26T00:00:00.000","1","42.810699","-75.888603","POINT (-75.888603 42.810699)"
"Sodus Bay","Wayne","2019","C","2019-06-05T00:00:00.000","2019-07-03T00:00:00.000","4","43.248299","-76.958504","POINT (-76.958504 43.248299)"
"Sheldrake Lake","Westchester, Dutchess","2019","HT","2019-06-11T00:00:00.000","2019-09-10T00:00:00.000","5","40.9524","-73.774498","POINT (-73.774498 40.9524)"
"Lake Casse","Putnam","2019","S","2019-06-20T00:00:00.000","2019-07-29T00:00:00.000","4","41.386299","-73.709999","POINT (-73.70999900000001 41.38629900000001)"
"Deer Lake","Dutchess","2019","S","2019-06-29T00:00:00.000","2019-06-29T00:00:00.000","1","41.506401","-73.863296","POINT (-73.863296 41.506401)"
"Lake Sebago","Rockland","2019","S","2019-09-21T00:00:00.000","2019-09-22T00:00:00.000","2","41.198002","-74.134697","POINT (-74.134697 41.198002)"
"Honeoye Lake","Ontario","2019","HT","2019-07-01T00:00:00.000","2019-10-08T00:00:00.000","35","42.7542","-77.511597","POINT (-77.511597 42.7542)"
"Cross Lake","Cayuga, Onondaga","2019","S","2019-06-17T00:00:00.000","2019-06-17T00:00:00.000","2","43.111","-76.4692","POINT (-76.4692 43.111)"
"Long Pond","Rensselaer","2019","S","2019-07-16T00:00:00.000","2019-08-14T00:00:00.000","2","42.792099","-73.438698","POINT (-73.438698 42.792099)"
"Greenwood Lake","Orange","2019","C","2019-07-18T00:00:00.000","2019-07-25T00:00:00.000","3","41.1898","-74.319603","POINT (-74.319603 41.1898)"
"Tuscarora Lake","Madison","2019","C","2019-06-18T00:00:00.000","2019-06-18T00:00:00.000","1","42.866501","-75.758598","POINT (-75.758598 42.866501)"
"Saratoga Lake","Saratoga","2019","C","2019-09-06T00:00:00.000","2019-09-06T00:00:00.000","1","43.016701","-73.741501","POINT (-73.741501 43.016701)"
"Tanglewood Lake","Steuben","2019","C","2019-06-17T00:00:00.000","2019-09-15T00:00:00.000","7","42.193635","-77.251116","POINT (-77.251116 42.193635)"
"Kellis Pond","Suffolk","2019","HT","2019-10-23T00:00:00.000","2019-10-23T00:00:00.000","1","40.9272","-72.317497","POINT (-72.317497 40.9272)"
"Wainscott Pond","Suffolk","2019","C","2019-06-05T00:00:00.000","2019-10-28T00:00:00.000","16","40.929298","-72.242599","POINT (-72.242599 40.929298)"
"Washington Park Pond","Albany","2019","HT","2019-07-15T00:00:00.000","2019-10-19T00:00:00.000","7","42.657101","-73.7733","POINT (-73.7733 42.657101)"
"Lake Purdys","Westchester","2019","S","2019-06-20T00:00:00.000","2019-06-20T00:00:00.000","2","41.323299","-73.669998","POINT (-73.669998 41.323299)"
"Indian Lake","Hamilton","2019","S","2019-09-21T00:00:00.000","2019-09-21T00:00:00.000","1","43.685699","-74.329903","POINT (-74.329903 43.685699)"
"Pleasure Lake","Sullivan","2019","C","2019-08-12T00:00:00.000","2019-08-27T00:00:00.000","2","41.696098","-74.627998","POINT (-74.627998 41.696098)"
"Keuka Lake","Yates, Steuben","2019","S","2019-07-03T00:00:00.000","2019-10-30T00:00:00.000","24","42.493401","-77.139504","POINT (-77.139504 42.493401)"
"Seewackamano Lake","Ulster","2019","S","2019-08-14T00:00:00.000","2019-08-14T00:00:00.000","1","41.996201","-74.231003","POINT (-74.231003 41.996201)"
"Brooks Lake","Orange","2019","S","2019-08-21T00:00:00.000","2019-08-21T00:00:00.000","1","41.330299","-73.994698","POINT (-73.994698 41.330299)"
"Wilcox Park Pond North","Dutchess","2019","S","2019-07-19T00:00:00.000","2019-08-04T00:00:00.000","2","41.952761","-73.725794","POINT (-73.725794 41.952761)"
"New Croton Reservoir","Westchester","2019","S","2019-08-07T00:00:00.000","2019-08-07T00:00:00.000","1","41.2388","-73.821999","POINT (-73.821999 41.2388)"
"Unnamed Water","Erie","2019","S","2019-10-21T00:00:00.000","2019-10-21T00:00:00.000","1","42.8522","-78.858398","POINT (-78.858398 42.8522)"
"Butterfield Lake","Jefferson","2019","C","2019-09-08T00:00:00.000","2019-09-08T00:00:00.000","1","44.316502","-75.7752","POINT (-75.7752 44.316502)"
"Quaker Lake","Cattaraugus","2019","S","2019-07-03T00:00:00.000","2019-09-11T00:00:00.000","2","42.043301","-78.867798","POINT (-78.867798 42.043301)"
"Dryden Lake","Tompkins","2019","S","2019-07-24T00:00:00.000","2019-07-24T00:00:00.000","1","42.462002","-76.272598","POINT (-76.272598 42.462002)"
"Palmer Lake","Putnam","2019","C","2019-07-07T00:00:00.000","2019-07-07T00:00:00.000","1","41.438702","-73.673401","POINT (-73.673401 41.438702)"
"Mountain Lake","Fulton","2019","HT","2019-09-18T00:00:00.000","2019-09-18T00:00:00.000","1","43.106499","-74.370003","POINT (-74.37000300000001 43.106499)"
"Unnamed Water","Putnam","2019","S","2019-08-06T00:00:00.000","2019-08-06T00:00:00.000","1","41.4132","-73.863098","POINT (-73.863098 41.4132)"
"Waneta Lake","Schuyler","2019","S","2019-08-25T00:00:00.000","2019-08-25T00:00:00.000","1","42.4445","-77.101799","POINT (-77.101799 42.4445)"
"Song Lake","Cortland","2019","HT","2019-05-27T00:00:00.000","2019-10-08T00:00:00.000","9","42.772301","-76.146864","POINT (-76.146864 42.772301)"
"Agawam Lake","Suffolk","2019","HT","2019-06-18T00:00:00.000","2019-11-12T00:00:00.000","41","40.874401","-72.392197","POINT (-72.392197 40.874401)"
"Spitfire Lake","Franklin","2019","S","2019-08-26T00:00:00.000","2019-08-26T00:00:00.000","1","44.416401","-74.272797","POINT (-74.272797 44.416401)"
"Avon Marsh Dam Pond","Livingston","2019","S","2019-09-09T00:00:00.000","2019-09-17T00:00:00.000","2","42.9011","-77.668602","POINT (-77.668602 42.9011)"
"Unnamed Water","Columbia","2019","S","2019-07-17T00:00:00.000","2019-07-17T00:00:00.000","1","42.4701","-73.495201","POINT (-73.49520100000001 42.4701)"
"Laurel Lake","Suffolk","2019","C","2019-06-04T00:00:00.000","2019-08-19T00:00:00.000","11","40.978901","-72.557503","POINT (-72.557503 40.978901)"
"Casterline Pond","Cortland","2019","S","2019-07-26T00:00:00.000","2019-08-15T00:00:00.000","2","42.650799","-76.173798","POINT (-76.17379800000002 42.650799)"
"Harlem Meer","New York","2019","HT","2019-06-24T00:00:00.000","2019-09-16T00:00:00.000","7","40.796101","-73.951202","POINT (-73.951202 40.796101)"
"Beaver Lake","Lewis","2019","S","2019-06-20T00:00:00.000","2019-06-26T00:00:00.000","2","43.873199","-75.158096","POINT (-75.158096 43.873199)"
"Lake Peekskill","Putnam","2019","S","2019-07-15T00:00:00.000","2019-08-12T00:00:00.000","4","41.3395","-73.882797","POINT (-73.882797 41.3395)"
"Rockland Lake","Rockland","2019","C","2019-05-04T00:00:00.000","2019-10-31T00:00:00.000","5","41.138599","-73.922798","POINT (-73.922798 41.138599)"
"Findley Lake","Chautauqua","2019","HT","2019-07-18T00:00:00.000","2019-09-15T00:00:00.000","5","42.101898","-79.726196","POINT (-79.726196 42.101898)"
"Jamesville reservoir","Onondaga","2019","C","2019-07-08T00:00:00.000","2019-08-14T00:00:00.000","4","42.973999","-76.069099","POINT (-76.069099 42.973999)"
"Mill Pond (Watermill)","Suffolk","2019","C","2019-06-05T00:00:00.000","2019-07-24T00:00:00.000","7","40.914501","-72.358299","POINT (-72.358299 40.914501)"
"Montgomery Lake","Sullivan","2019","C","2019-07-14T00:00:00.000","2019-09-15T00:00:00.000","5","41.525299","-74.917297","POINT (-74.917297 41.525299)"
"Lake Carmel","Putnam","2019","S","2019-06-24T00:00:00.000","2019-08-12T00:00:00.000","4","41.4585","-73.665001","POINT (-73.665001 41.4585)"
"Unnamed Water","Dutchess","2019","S","2019-06-20T00:00:00.000","2019-07-03T00:00:00.000","3","41.504902","-73.873299","POINT (-73.873299 41.504902)"
"Moreau Lake","Saratoga","2019","S","2019-08-16T00:00:00.000","2019-10-30T00:00:00.000","3","43.2313","-73.711899","POINT (-73.711899 43.2313)"
"Orange Lake","Orange","2019","HT","2019-06-17T00:00:00.000","2019-09-15T00:00:00.000","13","41.548801","-74.103699","POINT (-74.103699 41.548801)"
"Lake Ronkonkoma","Suffolk","2019","HT","2019-06-17T00:00:00.000","2019-06-28T00:00:00.000","3","40.827599","-73.122498","POINT (-73.122498 40.827599)"
"Port Bay","Wayne","2019","S","2019-08-19T00:00:00.000","2019-09-16T00:00:00.000","3","43.2976","-76.8321","POINT (-76.8321 43.2976)"
"Winding Hills Park Lake","Orange","2019","S","2019-08-24T00:00:00.000","2019-08-24T00:00:00.000","1","41.538799","-74.275299","POINT (-74.275299 41.538799)"
"Whitney Point Reservoir","Broome","2019","S","2019-08-15T00:00:00.000","2019-09-25T00:00:00.000","3","42.3661","-75.977203","POINT (-75.977203 42.3661)"
"Basic Creek Reservoir","Albany","2019","S","2019-06-28T00:00:00.000","2019-09-27T00:00:00.000","4","42.481201","-74.013901","POINT (-74.013901 42.481201)"
"Black Lake","St Lawrence","2019","C","2019-08-13T00:00:00.000","2019-08-22T00:00:00.000","4","44.537998","-75.568802","POINT (-75.568802 44.537998)"
"Unnamed Wallkill Pond","Ulster","2019","C","2019-07-21T00:00:00.000","2019-08-19T00:00:00.000","3","41.650299","-74.220398","POINT (-74.22039800000002 41.650299)"
"Vosburg Pond","Rensselaer","2019","C","2019-08-16T00:00:00.000","2019-08-16T00:00:00.000","1","42.656898","-73.5606","POINT (-73.5606 42.656898)"
"Java Lake","Wyoming","2019","HT","2019-07-14T00:00:00.000","2019-09-15T00:00:00.000","8","42.631302","-78.343903","POINT (-78.343903 42.631302)"
"Little Fresh Pond","Suffolk","2019","C","2019-09-09T00:00:00.000","2019-09-11T00:00:00.000","6","40.918201","-72.408501","POINT (-72.408501 40.918201)"
"Bradley Brook Reservoir","Madison","2019","HT","2019-06-28T00:00:00.000","2019-06-28T00:00:00.000","1","42.834","-75.662201","POINT (-75.662201 42.834)"
"Craine Lake","Madison","2019","HT","2019-06-12T00:00:00.000","2019-09-16T00:00:00.000","8","42.760601","-75.5578","POINT (-75.5578 42.760601)"
"Yankee Lake","Sullivan","2019","C","2019-07-03T00:00:00.000","2019-07-03T00:00:00.000","2","41.584999","-74.553101","POINT (-74.553101 41.584999)"
"Pine Valley Campground Lake","Broome","2019","S","2019-08-01T00:00:00.000","2019-08-01T00:00:00.000","1","42.145698","-76.087799","POINT (-76.087799 42.145698)"
"Fort Pond","Suffolk","2019","C","2019-07-24T00:00:00.000","2019-08-14T00:00:00.000","7","41.041698","-71.953201","POINT (-71.953201 41.041698)"
"Skaneateles Lake","Onondaga, Cortland, Cayuga","2019","HT","2019-09-03T00:00:00.000","2019-10-11T00:00:00.000","24","42.8451","-76.350304","POINT (-76.350304 42.8451)"
"Clove Lake","Richmond","2019","C","2019-08-26T00:00:00.000","2019-09-23T00:00:00.000","2","40.616798","-74.107597","POINT (-74.107597 40.616798)"
"Canadice Lake","Ontario","2019","C","2019-09-20T00:00:00.000","2019-09-20T00:00:00.000","1","42.718399","-77.568802","POINT (-77.568802 42.718399)"
"Launt Pond","Delaware","2019","S","2019-09-04T00:00:00.000","2019-09-04T00:00:00.000","1","42.119999","-75.071503","POINT (-75.071503 42.119999)"
"Sagg Pond","Suffolk","2019","C","2019-08-19T00:00:00.000","2019-08-19T00:00:00.000","1","40.910599","-72.284302","POINT (-72.284302 40.910599)"
"Rushford Lake","Allegany","2019","C","2019-07-10T00:00:00.000","2019-10-19T00:00:00.000","2","42.3806","-78.192703","POINT (-78.192703 42.3806)"
"Lakeside Campground Lake","Broome","2019","S","2019-08-29T00:00:00.000","2019-08-29T00:00:00.000","1","42.018101","-75.683098","POINT (-75.683098 42.018101)"
"Cayuga Lake","Cayuga, Tompkins, Seneca","2019","HT","2019-07-07T00:00:00.000","2019-09-24T00:00:00.000","101","42.688301","-76.702103","POINT (-76.702103 42.688301)"
"Peach Lake","Putnam","2019","C","2019-07-20T00:00:00.000","2019-10-01T00:00:00.000","5","41.362999","-73.580002","POINT (-73.580002 41.362999)"
"Smith Pond","Steuben","2019","C","2019-06-17T00:00:00.000","2019-08-19T00:00:00.000","7","42.388802","-77.474403","POINT (-77.474403 42.388802)"
"Raquette Lake","Hamilton","2019","C","2019-10-21T00:00:00.000","2019-10-21T00:00:00.000","1","43.8396","-74.637604","POINT (-74.637604 43.8396)"
"Little Sodus Bay","Cayuga","2019","S","2019-07-07T00:00:00.000","2019-07-07T00:00:00.000","1","43.330502","-76.709198","POINT (-76.709198 43.330502)"
"Oneida Lake","Oswego, Oneida, Madison, Onondaga","2019","S","2019-07-05T00:00:00.000","2019-10-03T00:00:00.000","10","43.2033","-75.910004","POINT (-75.910004 43.2033)"
"Guymard Lake","Orange","2019","C","2019-06-30T00:00:00.000","2019-09-16T00:00:00.000","9","41.428398","-74.6008","POINT (-74.6008 41.428398)"
"Onondaga Lake","Onondaga","2019","S","2019-07-12T00:00:00.000","2019-07-12T00:00:00.000","2","43.0891","-76.210403","POINT (-76.210403 43.0891)"
"Indian Pond","Bronx","2019","HT","2019-05-22T00:00:00.000","2019-10-08T00:00:00.000","6","40.838299","-73.894096","POINT (-73.894096 40.838299)"
"Iroquois Lake","Schenectady","2019","S","2019-08-31T00:00:00.000","2019-09-15T00:00:00.000","2","42.799999","-73.9123","POINT (-73.9123 42.799999)"
"Unnamed Water","Orange","2019","S","2019-06-27T00:00:00.000","2019-08-17T00:00:00.000","2","41.219898","-74.2976","POINT (-74.2976 41.219898)"
"Bowne Pond","Queens","2019","C","2019-07-01T00:00:00.000","2019-07-01T00:00:00.000","1","40.770707","-73.808255","POINT (-73.80825500000002 40.770707)"
"Big Reed Pond","Suffolk","2019","C","2019-07-16T00:00:00.000","2019-07-16T00:00:00.000","1","41.078098","-71.910103","POINT (-71.910103 41.078098)"
"Kirk Lake","Putnam","2019","C","2019-07-04T00:00:00.000","2019-08-20T00:00:00.000","2","41.385601","-73.749802","POINT (-73.749802 41.385601)"
"Cossayuna Lake","Washington","2019","HT","2019-09-09T00:00:00.000","2019-09-09T00:00:00.000","1","43.2006","-73.423401","POINT (-73.423401 43.2006)"
"First Pond","Franklin","2019","S","2019-08-01T00:00:00.000","2019-08-01T00:00:00.000","1","44.2911","-74.190498","POINT (-74.190498 44.2911)"
"Bear Lake","Chautauqua","2019","S","2019-07-25T00:00:00.000","2019-08-02T00:00:00.000","2","42.346802","-79.383904","POINT (-79.383904 42.346802)"
"Thunder Lake","Chenango","2019","C","2019-08-07T00:00:00.000","2019-08-26T00:00:00.000","2","42.269001","-75.727997","POINT (-75.727997 42.269001)"
"Roaring Brook Lake","Putnam","2019","HT","2019-05-30T00:00:00.000","2019-10-30T00:00:00.000","10","41.438801","-73.807503","POINT (-73.807503 41.438801)"
"Unnamed Water","Albany","2019","S","2019-08-16T00:00:00.000","2019-08-16T00:00:00.000","1","42.607498","-73.8909","POINT (-73.8909 42.607498)"
"Lochada Lake","Sullivan","2019","S","2019-08-12T00:00:00.000","2019-08-19T00:00:00.000","2","41.494","-74.856598","POINT (-74.856598 41.494)"
"Cortlandt Lake","Putnam","2019","S","2019-08-27T00:00:00.000","2019-08-27T00:00:00.000","1","41.3293","-73.912399","POINT (-73.912399 41.3293)"
"Otter Lake","Oneida","2019","C","2019-07-29T00:00:00.000","2019-07-29T00:00:00.000","1","43.592098","-75.114601","POINT (-75.114601 43.592098)"
"Monroe Pond","Orange","2019","S","2019-09-04T00:00:00.000","2019-09-04T00:00:00.000","1","41.327599","-74.1893","POINT (-74.1893 41.327599)"
"Barrett Pond","Putnam","2019","C","2019-06-17T00:00:00.000","2019-06-17T00:00:00.000","1","41.434399","-73.740601","POINT (-73.740601 41.434399)"
"Wallkill River","Ulster, Orange","2019","S","2019-10-12T00:00:00.000","2019-10-12T00:00:00.000","1","41.825899","-74.046893","POINT (-74.046893 41.825899)"
"Nassau Lake","Rensselaer","2019","C","2019-07-17T00:00:00.000","2019-09-25T00:00:00.000","4","42.538101","-73.603798","POINT (-73.603798 42.538101)"
"Unnamed Water","Erie","2019","S","2019-06-19T00:00:00.000","2019-06-19T00:00:00.000","1","42.713299","-78.7379","POINT (-78.7379 42.713299)"
"Tomhannock Reservoir","Rensselaer","2019","S","2019-10-30T00:00:00.000","2019-10-30T00:00:00.000","1","42.857399","-73.568199","POINT (-73.568199 42.857399)"
"Marion Lake","Suffolk","2019","C","2019-08-19T00:00:00.000","2019-08-19T00:00:00.000","1","41.1255","-72.333397","POINT (-72.333397 41.1255)"
"Hatch Lake","Madison","2019","C","2019-10-08T00:00:00.000","2019-10-28T00:00:00.000","2","42.834598","-75.677803","POINT (-75.677803 42.834598)"
"Fresh Pond","Suffolk","2019","HT","2019-07-28T00:00:00.000","2019-09-22T00:00:00.000","5","41.056999","-72.336304","POINT (-72.336304 41.056999)"
"Bedford Lake","Westchester","2019","C","2019-07-21T00:00:00.000","2019-09-15T00:00:00.000","2","41.194801","-73.703697","POINT (-73.703697 41.194801)"
"Beaver Dam Lake","Orange","2019","S","2019-07-03T00:00:00.000","2019-07-03T00:00:00.000","1","41.442001","-74.115898","POINT (-74.115898 41.442001)"
"Morningside Lake","Sullivan","2019","S","2019-07-03T00:00:00.000","2019-08-27T00:00:00.000","2","41.75116","-74.651001","POINT (-74.651001 41.75116)"
"Hiawatha Lake","Onondaga","2019","S","2019-06-17T00:00:00.000","2019-06-17T00:00:00.000","1","43.025799","-76.168701","POINT (-76.168701 43.025799)"
"Owasco Lake","Cayuga","2019","HT","2019-07-31T00:00:00.000","2019-10-11T00:00:00.000","51","42.873798","-76.528198","POINT (-76.528198 42.873798)"
"Conesus Lake","Livingston","2019","C","2019-06-27T00:00:00.000","2019-10-21T00:00:00.000","10","42.752201","-77.718697","POINT (-77.71869700000002 42.752201)"
"Cannonsville Reservoir","Delaware","2019","S","2019-08-13T00:00:00.000","2019-08-13T00:00:00.000","1","42.1063","-75.280998","POINT (-75.280998 42.1063)"
"Morningside Pond","New York","2019","HT","2019-06-25T00:00:00.000","2019-09-10T00:00:00.000","6","40.803761","-73.958943","POINT (-73.958943 40.80376100000001)"
"Otisco Lake","Onondaga","2019","C","2019-06-27T00:00:00.000","2019-08-13T00:00:00.000","5","42.8591","-76.279404","POINT (-76.279404 42.8591)"
"Lake St Lawrence","St Lawrence","2019","S","2019-10-21T00:00:00.000","2019-10-21T00:00:00.000","1","44.880199","-75.179199","POINT (-75.179199 44.880199)"
"Old Town Pond","Suffolk","2019","C","2019-09-16T00:00:00.000","2019-09-16T00:00:00.000","1","40.8778","-72.3722","POINT (-72.3722 40.8778)"
"Kissena Lake","Queens","2019","C","2019-07-01T00:00:00.000","2019-09-10T00:00:00.000","3","40.7481","-73.805496","POINT (-73.805496 40.7481)"
"North Sandy Pond","Oswego","2019","S","2019-08-15T00:00:00.000","2019-08-20T00:00:00.000","2","43.6535","-76.176002","POINT (-76.176002 43.65350000000001)"
"Sturgeon Pool","Ulster","2019","C","2019-06-09T00:00:00.000","2019-09-03T00:00:00.000","2","41.843601","-74.042602","POINT (-74.042602 41.843601)"
"East Sidney Lake","Delaware","2019","C","2019-09-05T00:00:00.000","2019-09-05T00:00:00.000","1","42.327599","-75.2145","POINT (-75.2145 42.327599)"
"Mirror Lake","Rockland","2019","S","2019-08-19T00:00:00.000","2019-08-19T00:00:00.000","1","41.161999","-74.181503","POINT (-74.181503 41.161999)"
"Irondequoit Bay","Monroe","2019","S","2019-08-13T00:00:00.000","2019-10-15T00:00:00.000","2","43.191799","-77.522003","POINT (-77.522003 43.191799)"
"Chaumont Pond","St Lawrence","2019","S","2019-07-04T00:00:00.000","2019-07-04T00:00:00.000","1","44.2048","-74.943398","POINT (-74.943398 44.204800000000006)"
"Goose Pond","Queens","2019","HT","2019-06-18T00:00:00.000","2019-10-21T00:00:00.000","12","40.711899","-73.798698","POINT (-73.798698 40.711899)"
"Swinging Bridge Reservoir","Sullivan","2019","S","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","1","41.5895","-74.778603","POINT (-74.778603 41.5895)"
"Cayuta Lake","Schuyler","2019","S","2019-08-19T00:00:00.000","2019-08-19T00:00:00.000","1","42.367001","-76.735298","POINT (-76.735298 42.367001)"
"Sleepy Hollow Lake","Greene","2019","C","2019-09-17T00:00:00.000","2019-09-17T00:00:00.000","1","42.294399","-73.8069","POINT (-73.8069 42.294399)"
"Barger Pond","Putnam","2019","C","2019-06-01T00:00:00.000","2019-10-14T00:00:00.000","17","41.359501","-73.812698","POINT (-73.812698 41.359501)"
"Turtle Pond","New York","2019","HT","2019-07-22T00:00:00.000","2019-10-21T00:00:00.000","11","40.779301","-73.9674","POINT (-73.9674 40.779301)"
"Tully Lake","Cortland","2019","HT","2019-07-15T00:00:00.000","2019-10-08T00:00:00.000","2","42.776401","-76.1352","POINT (-76.1352 42.77640100000001)"
"Lake Salubria","Steuben","2019","C","2019-06-18T00:00:00.000","2019-06-18T00:00:00.000","1","42.3293","-77.2929","POINT (-77.2929 42.3293)"
"Little We Wah Lake","Orange","2019","C","2019-07-24T00:00:00.000","2019-07-24T00:00:00.000","1","41.210602","-74.2005","POINT (-74.2005 41.210602)"
"Stony Brook Duck Pond","Suffolk","2019","C","2019-08-19T00:00:00.000","2019-10-18T00:00:00.000","2","40.9142","-73.147003","POINT (-73.147003 40.9142)"
"Oneida River","Onondaga","2019","S","2019-08-02T00:00:00.000","2019-08-02T00:00:00.000","1","43.210484","-76.266313","POINT (-76.266313 43.210484)"
"Lake Lincolndale","Westchester","2019","C","2019-06-16T00:00:00.000","2019-09-22T00:00:00.000","11","41.341999","-73.725403","POINT (-73.725403 41.341999)"
"Prospect Park Lake","Kings","2019","HT","2019-05-20T00:00:00.000","2019-10-21T00:00:00.000","22","40.6549","-73.969902","POINT (-73.969902 40.6549)"
"Highland Lake","Sullivan","2019","S","2019-08-05T00:00:00.000","2019-08-05T00:00:00.000","1","41.5294","-74.848999","POINT (-74.848999 41.5294)"
"Silver Lake","Wyoming","2019","C","2019-05-27T00:00:00.000","2019-07-31T00:00:00.000","6","42.687199","-78.034798","POINT (-78.034798 42.687199)"
"Chautauqua Lake","Chautauqua","2019","HT","2019-07-01T00:00:00.000","2019-10-28T00:00:00.000","92","42.202801","-79.4385","POINT (-79.4385 42.202801)"
"Lake Champlain","Essex, Clinton","2019","S","2019-07-08T00:00:00.000","2019-10-21T00:00:00.000","15","44.577944","-73.385441","POINT (-73.385441 44.577944)"
"Putnam Lake","Putnam","2019","S","2019-07-03T00:00:00.000","2019-07-30T00:00:00.000","3","41.4664","-73.539597","POINT (-73.539597 41.4664)"
"Canandaigua Lake","Ontario, Yates","2019","HT","2019-08-13T00:00:00.000","2019-10-28T00:00:00.000","67","42.778","-77.305099","POINT (-77.305099 42.778)"
