"tax_year","credit_type","place_of_residence","county","notes","number_of_claims_one_qualifying_person","credit_amount_claimed_one_qualifying_person_000","average_credit_one_qualifying_person","place_of_residence_sort_order"
"2015","NYS CDCC","Oneida","Oneida",,"2181","699","321","36"
"2015","NYS CDCC","Onondaga","Onondaga",,"5947","1848","311","37"
"2015","NYS CDCC","Ontario","Ontario",,"1148","304","265","38"
"2015","NYS CDCC","Orange","Orange",,"5534","1608","291","39"
"2015","NYS CDCC","Orleans","Orleans",,"283","92","326","40"
"2015","NYS CDCC","Oswego","Oswego",,"882","235","266","41"
"2015","NYS CDCC","Otsego","Otsego",,"530","140","264","42"
"2015","NYS CDCC","Putnam","Putnam",,"1429","275","193","43"
"2015","NYS CDCC","Rensselaer","Rensselaer",,"2380","649","273","44"
"2015","NYS CDCC","Rockland","Rockland",,"4812","1470","305","45"
"2015","NYS CDCC","St. Lawrence","St. Lawrence",,"694","193","278","46"
"2015","NYS CDCC","Saratoga","Saratoga",,"3327","707","213","47"
"2015","NYS CDCC","Schenectady","Schenectady",,"2241","681","304","48"
"2015","NYS CDCC","Schoharie","Schoharie",,"252","68","271","49"
"2015","NYS CDCC","Schuyler","Schuyler",,"127","36","280","50"
"2015","NYS CDCC","Seneca","Seneca",,"302","87","288","51"
"2015","NYS CDCC","Steuben","Steuben",,"941","239","254","52"
"2015","NYS CDCC","Suffolk","Suffolk",,"21987","6474","294","53"
"2015","NYS CDCC","Sullivan","Sullivan",,"828","268","323","54"
"2015","NYS CDCC","Tioga","Tioga",,"476","118","248","55"
"2015","NYS CDCC","Tompkins","Tompkins",,"1093","255","233","56"
"2015","NYS CDCC","Ulster","Ulster",,"2181","607","278","57"
"2015","NYS CDCC","Warren","Warren",,"639","163","256","58"
"2015","NYS CDCC","Washington","Washington",,"508","152","298","59"
"2015","NYS CDCC","Wayne","Wayne",,"889","252","283","60"
"2015","NYS CDCC","Westchester","Westchester",,"16587","5111","308","61"
"2015","NYS CDCC","Wyoming","Wyoming",,"355","82","230","62"
"2015","NYS CDCC","Yates","Yates","d/","155","42","274","63"
"2015","NYS CDCC","NYS Unclassified +","All","d/","245","39","158","65"
"2015","NYS CDCC","All Other +","Not Applicable",,"33661","3337","99","66"
"2015","NYS CDCC","Full-Year Resident","All",,"293873","107833","367","67"
"2015","NYS CDCC","Part-Year Resident","Not Applicable",,"5193","674","130","68"
"2015","NYS CDCC","Full-Year Nonresident","Not Applicable",,"30699","2933","96","69"
"2015","NYS CDCC","Grand Total","Grand Total",,"329765","111439","338","70"
"2014","NYS CDCC","New York City - Bronx","Bronx",,"35480","19575","552","1"
"2014","NYS CDCC","New York City - Kings","Kings",,"52181","24812","476","2"
"2014","NYS CDCC","New York City - Manhattan","Manhattan",,"23810","9366","393","3"
"2014","NYS CDCC","New York City - Queens","Queens",,"37744","16656","441","4"
"2014","NYS CDCC","New York City - Richmond","Richmond",,"6910","2221","321","5"
"2014","NYS CDCC","Total, New York City","Total, New York City",,"156125","72630","465","6"
"2014","NYS CDCC","Albany","Albany",,"4872","1469","302","7"
"2014","NYS CDCC","Allegany","Allegany",,"270","77","286","8"
"2014","NYS CDCC","Broome","Broome",,"1865","556","298","9"
"2014","NYS CDCC","Cattaraugus","Cattaraugus",,"617","162","262","10"
"2014","NYS CDCC","Cayuga","Cayuga",,"768","192","250","11"
"2014","NYS CDCC","Chautauqua","Chautauqua",,"946","251","265","12"
"2014","NYS CDCC","Chemung","Chemung",,"906","248","274","13"
"2014","NYS CDCC","Chenango","Chenango",,"433","117","271","14"
"2014","NYS CDCC","Clinton","Clinton",,"978","256","262","15"
"2014","NYS CDCC","Columbia","Columbia",,"599","156","260","16"
"2014","NYS CDCC","Cortland","Cortland",,"572","175","305","17"
"2014","NYS CDCC","Delaware","Delaware",,"286","83","289","18"
"2014","NYS CDCC","Dutchess","Dutchess",,"4222","1160","275","19"
"2014","NYS CDCC","Erie","Erie",,"11215","3280","292","20"
"2014","NYS CDCC","Essex","Essex",,"319","100","313","21"
"2014","NYS CDCC","Franklin","Franklin",,"470","160","340","22"
"2014","NYS CDCC","Fulton","Fulton",,"519","168","323","23"
"2014","NYS CDCC","Genesee","Genesee",,"543","146","270","24"
"2014","NYS CDCC","Greene","Greene",,"375","103","274","25"
"2014","NYS CDCC","Hamilton","Hamilton",,"14","5","339","26"
"2014","NYS CDCC","Herkimer","Herkimer",,"507","158","312","27"
"2014","NYS CDCC","Jefferson","Jefferson",,"994","295","297","28"
"2014","NYS CDCC","Lewis","Lewis",,"171","47","276","29"
"2014","NYS CDCC","Livingston","Livingston",,"529","133","251","30"
"2014","NYS CDCC","Madison","Madison",,"575","163","283","31"
"2014","NYS CDCC","Monroe","Monroe",,"9928","3191","321","32"
"2014","NYS CDCC","Montgomery","Montgomery",,"494","156","316","33"
"2014","NYS CDCC","Nassau","Nassau",,"23693","6811","287","34"
"2014","NYS CDCC","Niagara","Niagara",,"2365","664","281","35"
"2014","NYS CDCC","Oneida","Oneida",,"2201","707","321","36"
"2014","NYS CDCC","Onondaga","Onondaga",,"6159","1961","318","37"
"2014","NYS CDCC","Ontario","Ontario",,"1143","304","266","38"
"2014","NYS CDCC","Orange","Orange",,"5570","1627","292","39"
"2014","NYS CDCC","Orleans","Orleans",,"308","96","312","40"
"2014","NYS CDCC","Oswego","Oswego",,"914","245","268","41"
"2014","NYS CDCC","Otsego","Otsego",,"547","157","287","42"
"2014","NYS CDCC","Putnam","Putnam",,"1529","323","212","43"
"2014","NYS CDCC","Rensselaer","Rensselaer",,"2487","685","276","44"
"2014","NYS CDCC","Rockland","Rockland",,"4969","1560","314","45"
"2014","NYS CDCC","St. Lawrence","St. Lawrence",,"721","211","292","46"
"2014","NYS CDCC","Saratoga","Saratoga",,"3241","709","219","47"
"2014","NYS CDCC","Schenectady","Schenectady",,"2335","727","311","48"
"2014","NYS CDCC","Schoharie","Schoharie",,"249","75","303","49"
"2014","NYS CDCC","Schuyler","Schuyler","d/","146","43","292","50"
"2014","NYS CDCC","Seneca","Seneca",,"267","79","296","51"
"2014","NYS CDCC","Steuben","Steuben",,"1029","265","257","52"
"2014","NYS CDCC","Suffolk","Suffolk",,"22881","6886","301","53"
"2014","NYS CDCC","Sullivan","Sullivan",,"874","287","328","54"
"2014","NYS CDCC","Tioga","Tioga",,"501","131","262","55"
"2014","NYS CDCC","Tompkins","Tompkins",,"1128","267","236","56"
"2014","NYS CDCC","Ulster","Ulster",,"2354","662","281","57"
"2014","NYS CDCC","Warren","Warren",,"651","179","274","58"
"2014","NYS CDCC","Washington","Washington",,"529","165","311","59"
"2014","NYS CDCC","Wayne","Wayne",,"940","291","310","60"
"2014","NYS CDCC","Westchester","Westchester",,"17038","5534","325","61"
"2014","NYS CDCC","Wyoming","Wyoming","d/","383","89","233","62"
"2014","NYS CDCC","Yates","Yates",,"161","52","323","63"
"2014","NYS CDCC","NYS Unclassified +","All","d/","160","24","151","65"
"2014","NYS CDCC","All Other +","Not Applicable",,"33830","3468","102","66"
"2014","NYS CDCC","Full-Year Resident","All",,"305497","117247","384","67"
"2014","NYS CDCC","Part-Year Resident","Not Applicable",,"5086","663","130","68"
"2014","NYS CDCC","Full-Year Nonresident","Not Applicable",,"30832","3012","98","69"
"2014","NYS CDCC","Grand Total","Grand Total",,"341415","120922","354","70"
"2013","NYS CDCC","New York City - Bronx","Bronx",,"35380","20006","565","1"
"2013","NYS CDCC","New York City - Kings","Kings",,"52520","25812","491","2"
"2013","NYS CDCC","New York City - Manhattan","Manhattan",,"24064","9845","409","3"
"2013","NYS CDCC","New York City - Queens","Queens",,"37318","17096","458","4"
"2013","NYS CDCC","New York City - Richmond","Richmond",,"6889","2240","325","5"
"2013","NYS CDCC","Total, New York City","Total, New York City",,"156171","74999","480","6"
"2013","NYS CDCC","Albany","Albany",,"4889","1485","304","7"
"2013","NYS CDCC","Allegany","Allegany",,"262","70","268","8"
"2013","NYS CDCC","Broome","Broome",,"1906","585","307","9"
"2013","NYS CDCC","Cattaraugus","Cattaraugus",,"676","166","246","10"
"2013","NYS CDCC","Cayuga","Cayuga",,"758","202","267","11"
"2013","NYS CDCC","Chautauqua","Chautauqua",,"982","267","272","12"
"2013","NYS CDCC","Chemung","Chemung",,"905","263","291","13"
"2013","NYS CDCC","Chenango","Chenango",,"466","124","266","14"
"2013","NYS CDCC","Clinton","Clinton",,"960","274","285","15"
"2013","NYS CDCC","Columbia","Columbia",,"615","154","250","16"
"2013","NYS CDCC","Cortland","Cortland",,"576","180","313","17"
"2013","NYS CDCC","Delaware","Delaware",,"291","92","316","18"
"2013","NYS CDCC","Dutchess","Dutchess",,"4164","1145","275","19"
"2013","NYS CDCC","Erie","Erie",,"11317","3316","293","20"
"2013","NYS CDCC","Essex","Essex",,"342","103","302","21"
"2013","NYS CDCC","Franklin","Franklin",,"490","156","319","22"
"2013","NYS CDCC","Fulton","Fulton",,"509","168","330","23"
"2013","NYS CDCC","Genesee","Genesee",,"552","150","273","24"
"2013","NYS CDCC","Greene","Greene",,"369","99","268","25"
"2013","NYS CDCC","Hamilton","Hamilton",,"18","6","327","26"
"2013","NYS CDCC","Herkimer","Herkimer",,"535","173","324","27"
"2013","NYS CDCC","Jefferson","Jefferson",,"1055","325","308","28"
"2013","NYS CDCC","Lewis","Lewis","d/","182","47","258","29"
"2013","NYS CDCC","Livingston","Livingston",,"510","134","263","30"
"2013","NYS CDCC","Madison","Madison",,"614","154","251","31"
"2013","NYS CDCC","Monroe","Monroe",,"10040","3265","325","32"
"2013","NYS CDCC","Montgomery","Montgomery",,"464","173","373","33"
"2013","NYS CDCC","Nassau","Nassau",,"23439","6944","296","34"
"2013","NYS CDCC","Niagara","Niagara",,"2419","694","287","35"
"2013","NYS CDCC","Oneida","Oneida",,"2213","731","331","36"
"2013","NYS CDCC","Onondaga","Onondaga",,"6324","2088","330","37"
"2013","NYS CDCC","Ontario","Ontario",,"1200","343","286","38"
"2013","NYS CDCC","Orange","Orange",,"5664","1655","292","39"
"2013","NYS CDCC","Orleans","Orleans",,"301","107","355","40"
"2013","NYS CDCC","Oswego","Oswego",,"901","236","262","41"
"2013","NYS CDCC","Otsego","Otsego",,"527","143","271","42"
"2013","NYS CDCC","Putnam","Putnam",,"1550","322","208","43"
"2013","NYS CDCC","Rensselaer","Rensselaer",,"2449","702","287","44"
"2013","NYS CDCC","Rockland","Rockland",,"4977","1604","322","45"
"2013","NYS CDCC","St. Lawrence","St. Lawrence",,"745","223","299","46"
"2013","NYS CDCC","Saratoga","Saratoga",,"3191","699","219","47"
"2013","NYS CDCC","Schenectady","Schenectady",,"2355","743","315","48"
"2013","NYS CDCC","Schoharie","Schoharie",,"256","73","287","49"
"2013","NYS CDCC","Schuyler","Schuyler","d/","160","38","236","50"
"2013","NYS CDCC","Seneca","Seneca",,"283","92","326","51"
"2013","NYS CDCC","Steuben","Steuben",,"984","275","279","52"
"2013","NYS CDCC","Suffolk","Suffolk",,"23431","7225","308","53"
"2013","NYS CDCC","Sullivan","Sullivan",,"887","294","331","54"
"2013","NYS CDCC","Tioga","Tioga",,"485","125","257","55"
"2013","NYS CDCC","Tompkins","Tompkins",,"1110","263","237","56"
"2013","NYS CDCC","Ulster","Ulster",,"2250","637","283","57"
"2013","NYS CDCC","Warren","Warren",,"677","190","280","58"
"2013","NYS CDCC","Washington","Washington",,"495","153","308","59"
"2013","NYS CDCC","Wayne","Wayne",,"984","288","293","60"
"2013","NYS CDCC","Westchester","Westchester",,"16900","5635","333","61"
"2013","NYS CDCC","Wyoming","Wyoming",,"401","98","245","62"
"2013","NYS CDCC","Yates","Yates",,"190","56","294","63"
"2013","NYS CDCC","NYS Unclassified +","All","d/","137","26","189","65"
"2013","NYS CDCC","All Other +","Not Applicable",,"32808","3378","103","66"
"2013","NYS CDCC","Total Full-Year Residents","All",,"306519","120742","394","67"
"2013","NYS CDCC","Total Part-Year Residents","Not Applicable",,"4873","625","128","68"
"2013","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"29919","2989","100","69"
"2013","NYS CDCC","Grand Total","Grand Total",,"341311","124356","364","70"
"2012","NYS CDCC","New York City - Bronx","Bronx",,"35121","19778","563","1"
"2012","NYS CDCC","New York City - Kings","Kings",,"51905","25463","491","2"
"2012","NYS CDCC","New York City - Manhattan","Manhattan",,"24204","10189","421","3"
"2012","NYS CDCC","New York City - Queens","Queens",,"36800","16818","457","4"
"2012","NYS CDCC","New York City - Richmond","Richmond",,"7023","2257","321","5"
"2012","NYS CDCC","Total, New York City","Total, New York City",,"155053","74505","481","6"
"2012","NYS CDCC","Albany","Albany",,"4926","1529","310","7"
"2012","NYS CDCC","Allegany","Allegany",,"317","84","264","8"
"2012","NYS CDCC","Broome","Broome",,"1951","573","294","9"
"2012","NYS CDCC","Cattaraugus","Cattaraugus",,"708","178","251","10"
"2012","NYS CDCC","Cayuga","Cayuga",,"821","203","247","11"
"2012","NYS CDCC","Chautauqua","Chautauqua",,"1073","293","273","12"
"2012","NYS CDCC","Chemung","Chemung",,"967","272","282","13"
"2012","NYS CDCC","Chenango","Chenango",,"458","129","282","14"
"2012","NYS CDCC","Clinton","Clinton",,"978","268","274","15"
"2012","NYS CDCC","Columbia","Columbia",,"613","170","278","16"
"2012","NYS CDCC","Cortland","Cortland",,"586","172","294","17"
"2012","NYS CDCC","Delaware","Delaware",,"314","91","290","18"
"2012","NYS CDCC","Dutchess","Dutchess",,"4226","1170","277","19"
"2012","NYS CDCC","Erie","Erie",,"11571","3368","291","20"
"2012","NYS CDCC","Essex","Essex",,"365","108","295","21"
"2012","NYS CDCC","Franklin","Franklin",,"530","177","334","22"
"2012","NYS CDCC","Fulton","Fulton",,"526","180","342","23"
"2012","NYS CDCC","Genesee","Genesee",,"582","146","251","24"
"2012","NYS CDCC","Greene","Greene",,"389","100","257","25"
"2012","NYS CDCC","Hamilton","Hamilton","d/","14","3","196","26"
"2012","NYS CDCC","Herkimer","Herkimer",,"574","188","328","27"
"2012","NYS CDCC","Jefferson","Jefferson",,"1129","348","308","28"
"2012","NYS CDCC","Lewis","Lewis",,"204","46","228","29"
"2012","NYS CDCC","Livingston","Livingston",,"559","139","248","30"
"2012","NYS CDCC","Madison","Madison",,"602","150","249","31"
"2012","NYS CDCC","Monroe","Monroe",,"10081","3332","331","32"
"2012","NYS CDCC","Montgomery","Montgomery",,"456","158","347","33"
"2012","NYS CDCC","Nassau","Nassau",,"23169","6858","296","34"
"2012","NYS CDCC","Niagara","Niagara",,"2390","657","275","35"
"2012","NYS CDCC","Oneida","Oneida",,"2322","769","331","36"
"2012","NYS CDCC","Onondaga","Onondaga",,"6238","2040","327","37"
"2012","NYS CDCC","Ontario","Ontario",,"1254","350","279","38"
"2012","NYS CDCC","Orange","Orange",,"5712","1669","292","39"
"2012","NYS CDCC","Orleans","Orleans",,"340","117","345","40"
"2012","NYS CDCC","Oswego","Oswego",,"939","246","262","41"
"2012","NYS CDCC","Otsego","Otsego",,"573","151","263","42"
"2012","NYS CDCC","Putnam","Putnam",,"1529","326","213","43"
"2012","NYS CDCC","Rensselaer","Rensselaer",,"2445","694","284","44"
"2012","NYS CDCC","Rockland","Rockland",,"4943","1616","327","45"
"2012","NYS CDCC","St. Lawrence","St. Lawrence",,"784","235","299","46"
"2012","NYS CDCC","Saratoga","Saratoga",,"3136","697","222","47"
"2012","NYS CDCC","Schenectady","Schenectady",,"2303","747","325","48"
"2012","NYS CDCC","Schoharie","Schoharie",,"265","70","266","49"
"2012","NYS CDCC","Schuyler","Schuyler","d/","160","36","227","50"
"2012","NYS CDCC","Seneca","Seneca",,"321","101","314","51"
"2012","NYS CDCC","Steuben","Steuben",,"1048","280","267","52"
"2012","NYS CDCC","Suffolk","Suffolk",,"23643","7332","310","53"
"2012","NYS CDCC","Sullivan","Sullivan",,"913","298","327","54"
"2012","NYS CDCC","Tioga","Tioga",,"485","122","252","55"
"2012","NYS CDCC","Tompkins","Tompkins",,"1168","273","234","56"
"2012","NYS CDCC","Ulster","Ulster",,"2252","657","292","57"
"2012","NYS CDCC","Warren","Warren",,"695","195","280","58"
"2012","NYS CDCC","Washington","Washington",,"543","178","328","59"
"2012","NYS CDCC","Wayne","Wayne",,"999","297","297","60"
"2012","NYS CDCC","Westchester","Westchester",,"16768","5628","336","61"
"2012","NYS CDCC","Wyoming","Wyoming",,"375","88","235","62"
"2012","NYS CDCC","Yates","Yates","d/","176","58","329","63"
"2012","NYS CDCC","NYS Unclassified +","All","d/","223","38","171","65"
"2012","NYS CDCC","All Other +","Not Applicable",,"31794","3363","106","66"
"2012","NYS CDCC","Total Full-Year Residents","All",,"306598","120652","394","67"
"2012","NYS CDCC","Total Part-Year Residents","Not Applicable",,"4482","586","131","68"
"2012","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"29398","3030","103","69"
"2012","NYS CDCC","Grand Total","Grand Total",,"340478","124268","365","70"
"2011","NYS CDCC","New York City - Bronx","Bronx",,"34978","18893","540","1"
"2011","NYS CDCC","New York City - Kings","Kings",,"50783","24087","474","2"
"2011","NYS CDCC","New York City - Manhattan","Manhattan",,"20924","8507","407","3"
"2011","NYS CDCC","New York City - Queens","Queens",,"37025","16389","443","4"
"2011","NYS CDCC","New York City - Richmond","Richmond",,"7102","2200","310","5"
"2011","NYS CDCC","Total, New York City","Total, New York City",,"150812","70076","465","6"
"2011","NYS CDCC","Albany","Albany",,"4641","1367","294","7"
"2011","NYS CDCC","Allegany","Allegany",,"289","68","235","8"
"2011","NYS CDCC","Broome","Broome",,"1762","497","282","9"
"2011","NYS CDCC","Cattaraugus","Cattaraugus",,"719","170","236","10"
"2011","NYS CDCC","Cayuga","Cayuga",,"778","197","253","11"
"2011","NYS CDCC","Chautauqua","Chautauqua",,"1086","273","251","12"
"2011","NYS CDCC","Chemung","Chemung",,"967","248","256","13"
"2011","NYS CDCC","Chenango","Chenango",,"451","110","245","14"
"2011","NYS CDCC","Clinton","Clinton",,"984","245","249","15"
"2011","NYS CDCC","Columbia","Columbia",,"641","152","237","16"
"2011","NYS CDCC","Cortland","Cortland",,"578","177","307","17"
"2011","NYS CDCC","Delaware","Delaware",,"307","84","275","18"
"2011","NYS CDCC","Dutchess","Dutchess",,"4254","1096","258","19"
"2011","NYS CDCC","Erie","Erie",,"11352","3164","279","20"
"2011","NYS CDCC","Essex","Essex",,"361","96","267","21"
"2011","NYS CDCC","Franklin","Franklin",,"487","154","317","22"
"2011","NYS CDCC","Fulton","Fulton",,"481","154","321","23"
"2011","NYS CDCC","Genesee","Genesee",,"568","138","243","24"
"2011","NYS CDCC","Greene","Greene",,"372","98","263","25"
"2011","NYS CDCC","Hamilton","Hamilton","d/",,,"314","26"
"2011","NYS CDCC","Herkimer","Herkimer",,"567","176","310","27"
"2011","NYS CDCC","Jefferson","Jefferson",,"1082","305","282","28"
"2011","NYS CDCC","Lewis","Lewis","d/",,,"167","29"
"2011","NYS CDCC","Livingston","Livingston",,"584","135","231","30"
"2011","NYS CDCC","Madison","Madison",,"612","146","239","31"
"2011","NYS CDCC","Monroe","Monroe",,"9764","3039","311","32"
"2011","NYS CDCC","Montgomery","Montgomery",,"524","169","323","33"
"2011","NYS CDCC","Nassau","Nassau",,"23174","6577","284","34"
"2011","NYS CDCC","Niagara","Niagara",,"2448","634","259","35"
"2011","NYS CDCC","Oneida","Oneida",,"2341","757","324","36"
"2011","NYS CDCC","Onondaga","Onondaga",,"6200","1888","305","37"
"2011","NYS CDCC","Ontario","Ontario",,"1284","335","261","38"
"2011","NYS CDCC","Orange","Orange",,"5715","1606","281","39"
"2011","NYS CDCC","Orleans","Orleans",,"299","88","294","40"
"2011","NYS CDCC","Oswego","Oswego",,"955","243","255","41"
"2011","NYS CDCC","Otsego","Otsego",,"578","151","262","42"
"2011","NYS CDCC","Putnam","Putnam",,"1543","310","201","43"
"2011","NYS CDCC","Rensselaer","Rensselaer",,"2604","699","268","44"
"2011","NYS CDCC","Rockland","Rockland",,"4902","1473","300","45"
"2011","NYS CDCC","St. Lawrence","St. Lawrence",,"742","204","275","46"
"2011","NYS CDCC","Saratoga","Saratoga",,"3191","650","204","47"
"2011","NYS CDCC","Schenectady","Schenectady",,"2246","695","310","48"
"2011","NYS CDCC","Schoharie","Schoharie","d/","235","58","248","49"
"2011","NYS CDCC","Schuyler","Schuyler","d/","175","48","275","50"
"2011","NYS CDCC","Seneca","Seneca",,"304","87","285","51"
"2011","NYS CDCC","Steuben","Steuben",,"1021","249","244","52"
"2011","NYS CDCC","Suffolk","Suffolk",,"23920","7027","294","53"
"2011","NYS CDCC","Sullivan","Sullivan",,"921","291","316","54"
"2011","NYS CDCC","Tioga","Tioga",,"529","119","226","55"
"2011","NYS CDCC","Tompkins","Tompkins",,"1187","257","216","56"
"2011","NYS CDCC","Ulster","Ulster",,"2291","615","269","57"
"2011","NYS CDCC","Warren","Warren",,"685","178","260","58"
"2011","NYS CDCC","Washington","Washington",,"520","156","300","59"
"2011","NYS CDCC","Wayne","Wayne",,"1042","283","271","60"
"2011","NYS CDCC","Westchester","Westchester",,"16705","5449","326","61"
"2011","NYS CDCC","Wyoming","Wyoming",,"391","99","252","62"
"2011","NYS CDCC","Yates","Yates","d/","155","47","304","63"
"2011","NYS CDCC","NYS Unclassified +","All","d/","313","59","189","65"
"2011","NYS CDCC","All Other +","Not Applicable",,"31931","3446","108","66"
"2011","NYS CDCC","Total Full-Year Residents","All",,"301913","113658","376","67"
"2011","NYS CDCC","Total Part-Year Residents","Not Applicable",,"4501","623","138","68"
"2011","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"29381","3072","105","69"
"2011","NYS CDCC","Grand Total","Grand Total",,"335795","117353","349","70"
"2010","NYS CDCC","New York City - Manhattan","Manhattan",,"22307","10019","449","1"
"2010","NYS CDCC","New York City - Bronx","Bronx",,"38931","22249","571","2"
"2010","NYS CDCC","New York City - Richmond","Richmond",,"7363","2356","320","3"
"2010","NYS CDCC","New York City - Kings","Kings",,"54766","27505","502","4"
"2010","NYS CDCC","New York City - Queens","Queens",,"38453","17807","463","5"
"2010","NYS CDCC","Total, New York City","Total, New York City",,"161820","79936","494","6"
"2010","NYS CDCC","Albany","Albany",,"4581","1352","295","7"
"2010","NYS CDCC","Allegany","Allegany",,"301","73","242","8"
"2010","NYS CDCC","Broome","Broome",,"1849","493","267","9"
"2010","NYS CDCC","Cattaraugus","Cattaraugus",,"684","162","236","10"
"2010","NYS CDCC","Cayuga","Cayuga",,"756","190","252","11"
"2010","NYS CDCC","Chautauqua","Chautauqua",,"1106","278","251","12"
"2010","NYS CDCC","Chemung","Chemung",,"926","235","254","13"
"2010","NYS CDCC","Chenango","Chenango",,"449","113","252","14"
"2010","NYS CDCC","Clinton","Clinton",,"986","250","254","15"
"2010","NYS CDCC","Columbia","Columbia",,"608","144","237","16"
"2010","NYS CDCC","Cortland","Cortland",,"562","161","286","17"
"2010","NYS CDCC","Delaware","Delaware",,"340","101","296","18"
"2010","NYS CDCC","Dutchess","Dutchess",,"4337","1105","255","19"
"2010","NYS CDCC","Erie","Erie",,"11309","3175","281","20"
"2010","NYS CDCC","Essex","Essex",,"353","82","233","21"
"2010","NYS CDCC","Franklin","Franklin",,"487","145","298","22"
"2010","NYS CDCC","Fulton","Fulton",,"517","162","313","23"
"2010","NYS CDCC","Genesee","Genesee",,"564","137","243","24"
"2010","NYS CDCC","Greene","Greene",,"383","102","266","25"
"2010","NYS CDCC","Hamilton","Hamilton","d/",,,"293","26"
"2010","NYS CDCC","Herkimer","Herkimer",,"567","164","290","27"
"2010","NYS CDCC","Jefferson","Jefferson",,"1074","275","256","28"
"2010","NYS CDCC","Lewis","Lewis","d/","197","33","169","29"
"2010","NYS CDCC","Livingston","Livingston",,"578","140","242","30"
"2010","NYS CDCC","Madison","Madison",,"618","147","238","31"
"2010","NYS CDCC","Monroe","Monroe",,"9586","2907","303","32"
"2010","NYS CDCC","Montgomery","Montgomery",,"531","185","348","33"
"2010","NYS CDCC","Nassau","Nassau",,"23371","6924","296","34"
"2010","NYS CDCC","Niagara","Niagara",,"2515","639","254","35"
"2010","NYS CDCC","Oneida","Oneida",,"2466","767","311","36"
"2010","NYS CDCC","Onondaga","Onondaga",,"6317","1914","303","37"
"2010","NYS CDCC","Ontario","Ontario",,"1238","306","247","38"
"2010","NYS CDCC","Orange","Orange",,"5944","1715","289","39"
"2010","NYS CDCC","Orleans","Orleans",,"297","88","296","40"
"2010","NYS CDCC","Oswego","Oswego",,"955","245","256","41"
"2010","NYS CDCC","Otsego","Otsego",,"595","148","249","42"
"2010","NYS CDCC","Putnam","Putnam",,"1589","314","198","43"
"2010","NYS CDCC","Rensselaer","Rensselaer",,"2572","697","271","44"
"2010","NYS CDCC","Rockland","Rockland",,"5004","1532","306","45"
"2010","NYS CDCC","St. Lawrence","St. Lawrence",,"737","202","274","46"
"2010","NYS CDCC","Saratoga","Saratoga",,"3149","657","209","47"
"2010","NYS CDCC","Schenectady","Schenectady",,"2231","699","313","48"
"2010","NYS CDCC","Schoharie","Schoharie","d/","235","63","268","49"
"2010","NYS CDCC","Schuyler","Schuyler","d/","170","42","250","50"
"2010","NYS CDCC","Seneca","Seneca",,"321","95","296","51"
"2010","NYS CDCC","Steuben","Steuben",,"1013","267","263","52"
"2010","NYS CDCC","Suffolk","Suffolk",,"24323","7427","305","53"
"2010","NYS CDCC","Sullivan","Sullivan",,"962","300","312","54"
"2010","NYS CDCC","Tioga","Tioga",,"532","121","228","55"
"2010","NYS CDCC","Tompkins","Tompkins",,"1165","249","213","56"
"2010","NYS CDCC","Ulster","Ulster",,"2271","610","268","57"
"2010","NYS CDCC","Warren","Warren",,"702","181","258","58"
"2010","NYS CDCC","Washington","Washington",,"522","152","291","59"
"2010","NYS CDCC","Wayne","Wayne",,"1070","281","263","60"
"2010","NYS CDCC","Westchester","Westchester",,"16976","5767","340","61"
"2010","NYS CDCC","Wyoming","Wyoming",,"394","89","227","62"
"2010","NYS CDCC","Yates","Yates","d/","186","48","257","63"
"2010","NYS CDCC","NYS Unclassified +","All","d/",,,"140","65"
"2010","NYS CDCC","All Other +","Not Applicable",,"30411","3401","112","66"
"2010","NYS CDCC","Total Full-Year Residents","All",,"314295","124609","396","67"
"2010","NYS CDCC","Total Part-Year Residents","Not Applicable",,"4109","583","142","68"
"2010","NYS CDCC","Total Full-Year Nonresidents","Not Applicable",,"28236","3046","108","69"
"2010","NYS CDCC","Grand Total","Grand Total",,"346640","128237","370","70"
"2009","NYS CDCC","New York City - Manhattan","Manhattan",,"24510","12051","492","1"
"2009","NYS CDCC","New York City - Bronx","Bronx",,"44049","26970","612","2"
"2009","NYS CDCC","New York City - Richmond","Richmond",,"7690","2640","343","3"
"2009","NYS CDCC","New York City - Kings","Kings",,"60140","32758","545","4"
"2009","NYS CDCC","New York City - Queens","Queens",,"41795","21113","505","5"
"2009","NYS CDCC","Total, New York City","Total, New York City",,"178184","95532","536","6"
"2009","NYS CDCC","Albany","Albany",,"4771","1501","315","7"
"2009","NYS CDCC","Allegany","Allegany",,"332","88","264","8"
"2009","NYS CDCC","Broome","Broome",,"1953","534","274","9"
"2009","NYS CDCC","Cattaraugus","Cattaraugus",,"682","178","261","10"
"2009","NYS CDCC","Cayuga","Cayuga",,"742","195","263","11"
"2009","NYS CDCC","Chautauqua","Chautauqua",,"1067","286","268","12"
"2009","NYS CDCC","Chemung","Chemung",,"921","260","282","13"
"2009","NYS CDCC","Chenango","Chenango",,"456","129","282","14"
"2009","NYS CDCC","Clinton","Clinton",,"982","268","273","15"
"2009","NYS CDCC","Columbia","Columbia",,"595","141","237","16"
"2009","NYS CDCC","Cortland","Cortland",,"601","174","290","17"
"2009","NYS CDCC","Delaware","Delaware",,"347","104","298","18"
