"violation_charged_code","violation_description","violation_year","violation_month","violation_dow","age_at_violation","gender","state_of_license","police_agency","court","source"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","49","F","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"4011A","UNREGISTERED MOTOR VEHICLE","2018","1","SUNDAY","20","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"3752A1I","INSUFF HEADLIGHTS","2018","1","SUNDAY","21","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","31","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","58","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","57","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"3191U","OPERATING W/O INSURANCE","2018","1","SUNDAY","20","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1128A","MOVED FROM LANE UNSAFELY/WEAVING","2018","1","SUNDAY","64","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","SUNDAY","49","M","NEW JERSEY","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","1","SUNDAY","62","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"412A3","FLD PRESENT DOC -NYC","2018","1","SUNDAY","49","M","NEW JERSEY","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","30","M","LOUISIANA","NYC POLICE DEPT","BRONX TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","31","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","SUNDAY","58","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","39","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","SUNDAY","25","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","31","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D22","SPD ON RST HWY 11-30","2018","1","SUNDAY","23","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","38","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1160C","IMPROPER LEFT TURN ON ONE-WAY RDWY","2018","1","SUNDAY","38","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1229C3W","NO SB/HB DRIVER","2018","1","SUNDAY","45","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","1","SUNDAY","49","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","47","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1111D3","FLD TO STOP ON A STEADY RED ARROW","2018","1","SUNDAY","28","M","OHIO","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","45","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","45","F","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","56","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","25","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","45","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","58","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","60","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","1","SUNDAY","53","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1160B","IMPROPER LEFT TURN ON TWO-WAY RDWY","2018","1","SUNDAY","37","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"5091","UNLICENSED OPERATOR","2018","1","SUNDAY","30","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1128A","MOVED FROM LANE UNSAFELY/WEAVING","2018","1","SUNDAY","26","M","NEW JERSEY","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","25","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","SUNDAY","64","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","52","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","38","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","1","SUNDAY","21","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","18","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","20","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","25","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","31","M","CONNECTICUT","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","37","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"5091","UNLICENSED OPERATOR","2018","1","SUNDAY","25","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","52","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","67","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","1","SUNDAY","26","M","NEW JERSEY","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","1","SUNDAY","21","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","31","M","CONNECTICUT","NYC POLICE DEPT","BRONX TVB","TVB"
"1128A","MOVED FROM LANE UNSAFELY/WEAVING","2018","1","SUNDAY","26","M","NEW JERSEY","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","35","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"37512A4","REAR WINDOW REFLECTIVE","2018","1","SUNDAY","26","M","NEW JERSEY","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1160B","IMPROPER LEFT TURN ON TWO-WAY RDWY","2018","1","SUNDAY","51","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","59","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","51","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","26","M","NEW JERSEY","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","34","F","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","SUNDAY","45","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D11","SPEED IN ZONE 1-10","2018","1","SUNDAY","33","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D11","SPEED IN ZONE 1-10","2018","1","SUNDAY","26","M","WASHINGTON","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","MONDAY","40","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","1","SUNDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"412A3","FLD PRESENT DOC -NYC","2018","1","SUNDAY","35","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","37","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","1","SUNDAY","47","F","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","45","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","1","SUNDAY","30","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","62","F","NEW JERSEY","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"3752A1I","INSUFF HEADLIGHTS","2018","1","SUNDAY","26","F","UNKNOWN","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"412P1","BIKING OFF LANE NYC","2018","7","MONDAY","28","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1229C3","NO SEAT BELT ADULT","2018","12","SUNDAY","34","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","6","WEDNESDAY","27","F","NEW YORK","TRIBOROUGH BRIDGE TUNNEL AUTH","MANHATTAN SOUTH TVB","TVB"
"4021","PLATE MISSING/INSECURE/DIRTY","2018","12","FRIDAY",,"M","NEW YORK","TRIBOROUGH BRIDGE TUNNEL AUTH","QUEENS NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","46","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","10","SATURDAY","39","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","10","SATURDAY","39","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","12","THURSDAY","26","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","12","THURSDAY","21","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"3191U","OPERATING W/O INSURANCE","2018","3","SUNDAY","34","F","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"37540B","INADEQUATE OR NO STOP LAMPS","2018","9","SATURDAY","33","F","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"37540B","INADEQUATE OR NO STOP LAMPS","2018","9","SATURDAY","33","F","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"3752A3","NO/INSUFFICIENT TAIL LAMPS","2018","12","WEDNESDAY","42","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","9","THURSDAY","57","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","9","SATURDAY","36","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"3191P","PERMITTING OPERATION W/O INSURANCE","2018","8","FRIDAY","42","M","UNKNOWN","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","7","FRIDAY","29","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","12","THURSDAY","33","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"4021","PLATE MISSING/INSECURE/DIRTY","2018","12","TUESDAY","34","M","CONNECTICUT","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","8","THURSDAY","26","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"408F1","OBSTR TRAFF LANE NYC","2018","11","WEDNESDAY","41","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","10","FRIDAY","20","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1122A","PASSED VEHICLE ON RIGHT","2018","8","FRIDAY","59","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","6","SATURDAY","52","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","11","WEDNESDAY","66","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D13","SPEED IN ZONE 31+","2018","10","WEDNESDAY","28","F","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","11","FRIDAY","38","M","UNKNOWN","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"37512A3","REAR SIDE WINDOWS NON/TRANSPARENT","2018","9","WEDNESDAY","22","M","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","9","SATURDAY","32","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","10","WEDNESDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4011AG","UNREG VEH > 60 DAYS","2018","10","WEDNESDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","8","THURSDAY","40","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","8","FRIDAY","57","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"3191U","OPERATING W/O INSURANCE","2018","11","WEDNESDAY","42","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4011A","UNREGISTERED MOTOR VEHICLE","2018","11","WEDNESDAY","42","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4011AG","UNREG VEH > 60 DAYS","2018","8","TUESDAY","23","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","10","TUESDAY","22","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D3","FLD TO STOP ON A STEADY RED ARROW","2018","10","SUNDAY","62","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","11","TUESDAY","70","M","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","11","THURSDAY","44","M","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","11","MONDAY","40","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","11","FRIDAY","33","F","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","11","MONDAY","37","M","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","11","MONDAY","58","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","9","THURSDAY","65","M","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1231","RULES ROAD VIO BICY","2018","8","FRIDAY","31","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","8","MONDAY","26","F","INDIANA","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"404B","FLD YLD PED CROSSWLK","2018","12","SATURDAY","61","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","10","WEDNESDAY","37","F","MARYLAND","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","11","SUNDAY","26","F","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","10","THURSDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1127AB","DROVE WRONG DIRECTION BICYCLE","2018","10","THURSDAY","30","M","OREGON","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","11","SATURDAY","24","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","12","MONDAY","40","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"3752A4","NO/INADEQUATE PLATE LAMPS","2018","12","THURSDAY","28","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1231","RULES ROAD VIO BICY","2018","10","TUESDAY","38","F","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","12","WEDNESDAY","41","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D1A","MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV","2018","12","THURSDAY","48","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","8","WEDNESDAY","42","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"3191U","OPERATING W/O INSURANCE","2018","5","WEDNESDAY","30","M","PENNSYLVANIA","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","6","MONDAY","59","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1123B","DROVE OFF PAVEMENT TO PASS ON RIGHT","2018","4","WEDNESDAY","19","F","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","4","WEDNESDAY","19","F","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","6","THURSDAY","52","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","3","SATURDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"37540B","INADEQUATE OR NO STOP LAMPS","2018","6","MONDAY","45","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"37540B","INADEQUATE OR NO STOP LAMPS","2018","6","MONDAY","37","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"37540B","INADEQUATE OR NO STOP LAMPS","2018","8","WEDNESDAY","36","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"37540B","INADEQUATE OR NO STOP LAMPS","2018","10","SUNDAY","40","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"37540B","INADEQUATE OR NO STOP LAMPS","2018","10","SUNDAY","40","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","4","SUNDAY","22","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","10","TUESDAY","27","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","7","SATURDAY","23","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","6","WEDNESDAY","41","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","6","WEDNESDAY","47","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1231","RULES ROAD VIO BICY","2018","1","SATURDAY","53","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1231","RULES ROAD VIO BICY","2018","1","SATURDAY","53","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","7","MONDAY","36","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","8","WEDNESDAY","22","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"3752A3","NO/INSUFFICIENT TAIL LAMPS","2018","8","WEDNESDAY","26","F","UNKNOWN","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","WEDNESDAY","73","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"3753","FAILED TO DIM HEADLAMPS","2018","11","FRIDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4011AG","UNREG VEH > 60 DAYS","2018","6","FRIDAY","34","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4014","FAILURE TO PRODUCE LICENSE OR REGISTRATION DOCUMENTS","2018","2","WEDNESDAY","64","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","1","SUNDAY","44","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","1","MONDAY","40","M","NORTH CAROLINA","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","WEDNESDAY","29","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"3752A3","NO/INSUFFICIENT TAIL LAMPS","2018","1","FRIDAY","26","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","35","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","7","WEDNESDAY","41","M","PENNSYLVANIA","NYC POLICE DEPT","BRONX TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","3","FRIDAY","60","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","SATURDAY","51","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1180A","SPEED NOT REASONABLE AND PRUDENT","2018","6","THURSDAY","23","M","NEW YORK","MTA POLICE DEPT HDQRS","QUEENS SOUTH TVB","TVB"
"1102","FAILED TO COMPLY W/LAWFUL ORDER","2018","1","SUNDAY","54","M","NEW YORK","NYC SANITATION DEPT","BROOKLYN NORTH TVB","TVB"
"306B","UNINSPECTED MOTOR VEHICLE","2018","3","MONDAY","37","M","NEW YORK","NYC SANITATION DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","2","THURSDAY","32","M","UNKNOWN","NYC SANITATION DEPT","RICHMOND TVB","TVB"
"306BG","UNINSPECTED GT 60DAY","2018","3","THURSDAY","67","M","VIRGINIA","NYC SANITATION DEPT","BRONX TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","3","THURSDAY","62","M","NEW YORK","NYC SANITATION DEPT","BRONX TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","3","WEDNESDAY","33","M","NEW YORK","NYC SANITATION DEPT","BRONX TVB","TVB"
"4011AG","UNREG VEH > 60 DAYS","2018","3","WEDNESDAY","33","M","NEW YORK","NYC SANITATION DEPT","BRONX TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","6","TUESDAY","28","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","6","TUESDAY","37","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","6","MONDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"3191U","OPERATING W/O INSURANCE","2018","6","SUNDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","5","WEDNESDAY","56","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1160E","IMPROPER U-TURN","2018","5","SUNDAY","56","M","MICHIGAN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","5","WEDNESDAY","31","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
