"state_fips","county_fips","county","industry","industry_title","year","reporting_units","average_employment","average_annual_wages","total_wages","average_weekly_wages"
"36","003","Allegany","04","Manufacturing","1992","62","3038","29018","88158829","558.04"
"36","003","Allegany","05","Transportation & Public Utilities","1992","46","399","31643","12638581","608.51"
"36","003","Allegany","06","Wholesale Trade","1992","41","361","19183","6920185","368.90"
"36","003","Allegany","07","Retail Trade","1992","239","2436","10437","25427999","200.71"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1992","56","289","20103","5814798","386.60"
"36","003","Allegany","09","Services","1992","267","5416","21757","117833847","418.40"
"36","003","Allegany","10","Public Administration","1992","51","995","20846","20731432","400.89"
"36","003","Allegany","00","All Industries","1991","842","13686","20736","283785035","398.77"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1991","32","177","34709","6131949","667.48"
"36","003","Allegany","03","Construction","1991","73","447","24409","10900612","469.40"
"36","003","Allegany","04","Manufacturing","1991","62","3216","27455","88290139","527.98"
"36","003","Allegany","05","Transportation & Public Utilities","1991","43","441","28995","12798681","557.59"
"36","003","Allegany","06","Wholesale Trade","1991","45","369","18352","6764122","352.92"
"36","003","Allegany","07","Retail Trade","1991","232","2366","9917","23460910","190.72"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1991","50","307","20404","6265851","392.39"
"36","003","Allegany","09","Services","1991","254","5383","20555","110655609","395.29"
"36","003","Allegany","10","Public Administration","1991","51","980","18889","18517162","363.24"
"36","003","Allegany","00","All Industries","1990","837","13943","19944","278081695","383.54"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1990","35","172","29584","5073724","568.93"
"36","003","Allegany","03","Construction","1990","71","521","25769","13432150","495.56"
"36","003","Allegany","04","Manufacturing","1990","62","3330","26414","87949105","507.97"
"36","003","Allegany","05","Transportation & Public Utilities","1990","50","466","25708","11988463","494.38"
"36","003","Allegany","06","Wholesale Trade","1990","48","367","17458","6414245","335.72"
"36","003","Allegany","07","Retail Trade","1990","231","2364","9507","22470669","182.82"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1990","47","254","19872","5050686","382.15"
"36","003","Allegany","09","Services","1990","242","5461","19726","107728088","379.35"
"36","003","Allegany","10","Public Administration","1990","51","1008","17830","17974565","342.89"
"36","003","Allegany","00","All Industries","1989","792","13637","18831","256793508","362.13"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1989","30","151","27675","4174350","532.22"
"36","003","Allegany","03","Construction","1989","63","390","25036","9774384","481.46"
"36","003","Allegany","04","Manufacturing","1989","58","3365","24818","83513989","477.28"
"36","003","Allegany","05","Transportation & Public Utilities","1989","43","452","25608","11583490","492.47"
"36","003","Allegany","06","Wholesale Trade","1989","45","352","16701","5885568","321.17"
"36","003","Allegany","07","Retail Trade","1989","232","2354","8784","20672071","168.91"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1989","48","254","19626","4976749","377.42"
"36","003","Allegany","09","Services","1989","222","5344","18483","98777346","355.45"
"36","003","Allegany","10","Public Administration","1989","51","975","17887","17435561","343.98"
"36","003","Allegany","00","All Industries","1988","812","13161","18010","237034464","346.34"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1988","35","138","21775","3006735","418.75"
"36","003","Allegany","03","Construction","1988","63","413","23442","9683502","450.81"
"36","003","Allegany","04","Manufacturing","1988","61","3310","23447","77598389","450.91"
"36","003","Allegany","05","Transportation & Public Utilities","1988","46","439","24144","10593081","464.30"
"36","003","Allegany","06","Wholesale Trade","1988","51","326","15212","4960431","292.54"
"36","003","Allegany","07","Retail Trade","1988","228","2173","8854","19241637","170.26"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1988","49","261","17929","4672034","344.79"
"36","003","Allegany","09","Services","1988","227","5167","17697","91444409","340.33"
"36","003","Allegany","10","Public Administration","1988","52","935","16940","15834246","325.76"
"36","003","Allegany","00","All Industries","1987","804","12503","17462","218320034","335.81"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1987","38","144","22716","3273053","436.85"
"36","003","Allegany","03","Construction","1987","57","448","22783","10195198","438.13"
"36","003","Allegany","04","Manufacturing","1987","60","2934","23901","70124616","459.64"
"36","003","Allegany","05","Transportation & Public Utilities","1987","45","418","23440","9792196","450.78"
"36","003","Allegany","06","Wholesale Trade","1987","46","326","14435","4699698","277.59"
"36","003","Allegany","07","Retail Trade","1987","223","2056","8600","17678127","165.39"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1987","42","263","17128","4497470","329.38"
"36","003","Allegany","09","Services","1987","241","4994","16718","83492025","321.50"
"36","003","Allegany","10","Public Administration","1987","52","922","15809","14567651","304.01"
"36","003","Allegany","00","All Industries","1986","788","11875","16379","194497127","314.98"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1986","39","152","17061","2598962","328.10"
"36","003","Allegany","03","Construction","1986","54","439","21890","9613382","420.96"
"36","003","Allegany","04","Manufacturing","1986","58","2593","22529","58412679","433.24"
"36","003","Allegany","05","Transportation & Public Utilities","1986","43","397","23203","9209760","446.22"
"36","003","Allegany","06","Wholesale Trade","1986","42","308","14130","4349837","271.74"
"36","003","Allegany","07","Retail Trade","1986","223","1980","8433","16697544","162.18"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1986","44","259","15427","4001930","296.67"
"36","003","Allegany","09","Services","1986","234","4849","15633","75805054","300.64"
"36","003","Allegany","10","Public Administration","1986","51","897","15386","13807979","295.89"
"36","003","Allegany","00","All Industries","1985","769","11989","15510","185949913","298.28"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1985","38","171","15496","2644628","298.00"
"36","003","Allegany","03","Construction","1985","53","443","22664","10043786","435.84"
"36","003","Allegany","04","Manufacturing","1985","55","2641","21636","57128881","416.07"
"36","003","Allegany","05","Transportation & Public Utilities","1985","43","402","23404","9418000","450.07"
"36","003","Allegany","06","Wholesale Trade","1985","43","298","13940","4157754","268.09"
"36","003","Allegany","07","Retail Trade","1985","221","1683","8349","14051829","160.56"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1985","44","360","14236","5122724","273.78"
"36","003","Allegany","09","Services","1985","221","5090","13817","70332509","265.71"
"36","003","Allegany","10","Public Administration","1985","51","901","14490","13049802","278.66"
"36","003","Allegany","00","All Industries","1984","765","11746","15056","176849897","289.54"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1984","39","169","17124","2889640","329.30"
"36","003","Allegany","03","Construction","1984","54","408","19393","7904224","372.94"
"36","003","Allegany","04","Manufacturing","1984","48","2627","21017","55210282","404.18"
"36","003","Allegany","05","Transportation & Public Utilities","1984","41","392","22323","8756341","429.30"
"36","003","Allegany","06","Wholesale Trade","1984","46","319","12976","4142483","249.53"
"36","003","Allegany","07","Retail Trade","1984","218","1611","8231","13264069","158.29"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1984","48","449","15011","6732419","288.67"
"36","003","Allegany","09","Services","1984","221","4872","13501","65782898","259.64"
"36","003","Allegany","10","Public Administration","1984","50","899","13535","12167541","260.28"
"36","003","Allegany","00","All Industries","1983","755","11601","14421","167296873","277.33"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1983","43","177","16694","2952041","321.04"
"36","003","Allegany","03","Construction","1983","51","374","19384","7247921","372.77"
"36","003","Allegany","04","Manufacturing","1983","44","2674","19971","53409134","384.06"
"36","003","Allegany","05","Transportation & Public Utilities","1983","40","370","21178","7832460","407.28"
"36","003","Allegany","06","Wholesale Trade","1983","45","307","13269","4077987","255.17"
"36","003","Allegany","07","Retail Trade","1983","218","1556","8002","12448118","153.88"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1983","51","485","13600","6597167","261.54"
"36","003","Allegany","09","Services","1983","213","4743","12918","61272369","248.42"
"36","003","Allegany","10","Public Administration","1983","50","914","12532","11459676","241.00"
"36","003","Allegany","00","All Industries","1982","766","12083","14072","170031400","270.62"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1982","41","193","15743","3034412","302.74"
"36","003","Allegany","03","Construction","1982","60","396","20210","7994861","388.66"
"36","003","Allegany","04","Manufacturing","1982","42","3158","19499","61568796","374.99"
"36","003","Allegany","05","Transportation & Public Utilities","1982","40","362","21505","7777648","413.56"
"36","003","Allegany","06","Wholesale Trade","1982","50","311","13210","4103823","254.03"
"36","003","Allegany","07","Retail Trade","1982","219","1500","7690","11536717","147.88"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1982","54","487","11799","5750004","226.90"
"36","003","Allegany","09","Services","1982","210","4737","12245","58008862","235.48"
"36","003","Allegany","10","Public Administration","1982","50","940","10915","10256277","209.90"
"36","003","Allegany","00","All Industries","1981","805","12666","13202","167206944","253.88"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1981","40","195","14722","2876917","283.11"
"36","003","Allegany","03","Construction","1981","63","400","18091","7243762","347.90"
"36","003","Allegany","04","Manufacturing","1981","43","3527","18515","65295986","356.06"
"36","003","Allegany","05","Transportation & Public Utilities","1981","36","362","19909","7203908","382.87"
"36","003","Allegany","06","Wholesale Trade","1981","50","322","13051","4202478","250.98"
"36","003","Allegany","07","Retail Trade","1981","237","1538","7210","11085917","138.66"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1981","52","552","10863","5997994","208.90"
"36","003","Allegany","09","Services","1981","217","4765","11285","53776721","217.02"
"36","003","Allegany","10","Public Administration","1981","67","1005","9481","9523261","182.32"
"36","003","Allegany","00","All Industries","1980","830","12585","12047","151616625","231.67"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1980","44","214","12941","2767226","248.87"
"36","003","Allegany","03","Construction","1980","68","403","15636","6294909","300.70"
"36","003","Allegany","04","Manufacturing","1980","48","3361","16907","56825260","325.14"
"36","003","Allegany","05","Transportation & Public Utilities","1980","41","379","17889","6774062","344.02"
"36","003","Allegany","06","Wholesale Trade","1980","48","315","12840","4050003","246.93"
"36","003","Allegany","07","Retail Trade","1980","243","1598","6688","10684429","128.61"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1980","52","543","9937","5395127","191.10"
"36","003","Allegany","09","Services","1980","225","4694","10569","49608212","203.25"
"36","003","Allegany","10","Public Administration","1980","61","1080","8537","9217397","164.18"
"36","003","Allegany","00","All Industries","1979","799","12957","10651","138002146","204.82"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1979","42","205","11640","2382290","223.84"
"36","003","Allegany","03","Construction","1979","69","452","14625","6610443","281.25"
"36","003","Allegany","04","Manufacturing","1979","44","3448","15293","52726008","294.09"
"36","003","Allegany","05","Transportation & Public Utilities","1979","41","379","15988","6061950","307.45"
"36","003","Allegany","06","Wholesale Trade","1979","49","325","11667","3795592","224.36"
"36","003","Allegany","07","Retail Trade","1979","231","1469","6415","9420775","123.37"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1979","46","509","10051","5111649","193.28"
"36","003","Allegany","09","Services","1979","216","5126","8628","44222323","165.92"
"36","003","Allegany","10","Public Administration","1979","61","1045","7338","7671116","141.11"
"36","003","Allegany","00","All Industries","1978","813","11869","10516","124820076","202.24"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1978","46","214","10901","2337311","209.63"
"36","003","Allegany","03","Construction","1978","66","378","13382","5058288","257.34"
"36","003","Allegany","04","Manufacturing","1978","39","3337","14412","48085468","277.15"
"36","003","Allegany","05","Transportation & Public Utilities","1978","41","349","15552","5427561","299.07"
"36","003","Allegany","06","Wholesale Trade","1978","54","337","11002","3703205","211.58"
"36","003","Allegany","07","Retail Trade","1978","245","1423","6183","8798730","118.91"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1978","45","476","9493","4514052","182.56"
"36","003","Allegany","09","Services","1978","218","4198","8980","37698393","172.69"
"36","003","Allegany","10","Public Administration","1978","59","1158","7943","9197068","152.76"
"36","003","Allegany","00","All Industries","1977","737","8986","10548","94779803","202.84"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1977","47","261","10656","2783023","204.93"
"36","003","Allegany","03","Construction","1977","71","316","12189","3849836","234.41"
"36","003","Allegany","04","Manufacturing","1977","40","3286","13454","44213260","258.72"
"36","003","Allegany","05","Transportation & Public Utilities","1977","44","320","14836","4746173","285.30"
"36","003","Allegany","06","Wholesale Trade","1977","50","334","9868","3292594","189.77"
"36","003","Allegany","07","Retail Trade","1977","243","1425","5772","8226094","111.01"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1977","42","467","8735","4080778","167.98"
"36","003","Allegany","09","Services","1977","194","2452","8950","21944922","172.11"
"36","003","Allegany","10","Public Administration","1977","6","125","13198","1643123","253.80"
"36","003","Allegany","00","All Industries","1976","726","9123","9886","90190485","190.12"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1976","47","258","9796","2524937","188.39"
"36","003","Allegany","03","Construction","1976","68","314","12008","3766515","230.92"
"36","003","Allegany","04","Manufacturing","1976","39","3410","12262","41819325","235.81"
"36","003","Allegany","05","Transportation & Public Utilities","1976","40","344","13588","4674284","261.31"
"36","003","Allegany","06","Wholesale Trade","1976","48","311","9514","2957953","182.95"
"36","003","Allegany","07","Retail Trade","1976","246","1451","5396","7827452","103.76"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1976","44","446","8310","3702998","159.82"
"36","003","Allegany","09","Services","1976","188","2467","8664","21369334","166.61"
"36","003","Allegany","10","Public Administration","1976","6","123","12574","1547687","241.81"
"36","003","Allegany","00","All Industries","1975","755","9062","9239","83730877","177.68"
"36","003","Allegany","01","Agriculture, Mining & Unclassified","1975","57","268","9880","2652035","190.01"
"36","003","Allegany","03","Construction","1975","73","284","11279","3207829","216.90"
"36","003","Allegany","04","Manufacturing","1975","39","3450","11303","38992234","217.36"
"36","003","Allegany","05","Transportation & Public Utilities","1975","40","249","12582","3130837","241.96"
"36","003","Allegany","06","Wholesale Trade","1975","48","311","9132","2837121","175.62"
"36","003","Allegany","07","Retail Trade","1975","257","1403","5062","7099038","97.34"
"36","003","Allegany","08","Finance,  Insurance & Real Estate","1975","43","444","7956","3530963","152.99"
"36","003","Allegany","09","Services","1975","190","2525","8200","20701936","157.70"
"36","003","Allegany","10","Public Administration","1975","8","130","12192","1578884","234.46"
"36","005","Bronx","00","All Industries","2000","14572","212982","32850","6996476345","631.73"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","2000","280","783","18356","14375949","353.00"
"36","005","Bronx","03","Construction","2000","1000","10860","47070","511163139","905.18"
"36","005","Bronx","04","Manufacturing","2000","435","10915","32375","353360402","622.60"
"36","005","Bronx","05","Transportation & Public Utilities","2000","473","11859","45693","541889562","878.72"
"36","005","Bronx","06","Wholesale Trade","2000","802","12008","41809","502064338","804.03"
"36","005","Bronx","07","Retail Trade","2000","4134","30912","18061","558278707","347.32"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","2000","2841","12505","28569","357245653","549.40"
"36","005","Bronx","09","Services","2000","4593","118256","33132","3918087578","637.16"
"36","005","Bronx","10","Public Administration","2000","14","4884","49138","240011017","944.96"
"36","005","Bronx","00","All Industries","1999","14596","209296","31975","6692307193","614.91"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1999","157","513","21016","10781167","404.15"
"36","005","Bronx","03","Construction","1999","973","9894","43241","427804996","831.55"
"36","005","Bronx","04","Manufacturing","1999","456","11307","30839","348686544","593.06"
"36","005","Bronx","05","Transportation & Public Utilities","1999","465","11906","43593","519021856","838.33"
"36","005","Bronx","06","Wholesale Trade","1999","837","12087","39276","474706723","755.30"
"36","005","Bronx","07","Retail Trade","1999","4140","30748","17359","533752503","333.82"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1999","2918","12540","28288","354720882","544.00"
"36","005","Bronx","09","Services","1999","4636","115843","32819","3801894811","631.14"
"36","005","Bronx","10","Public Administration","1999","14","4459","49548","220937711","952.84"
"36","005","Bronx","00","All Industries","1998","14434","205225","31131","6388832890","598.67"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1998","566","917","17591","16126238","338.28"
"36","005","Bronx","03","Construction","1998","946","9435","40581","382860784","780.40"
"36","005","Bronx","04","Manufacturing","1998","469","12253","29675","363602992","570.67"
"36","005","Bronx","05","Transportation & Public Utilities","1998","435","11986","42300","506982241","813.45"
"36","005","Bronx","06","Wholesale Trade","1998","818","11469","38758","444507376","745.35"
"36","005","Bronx","07","Retail Trade","1998","3949","29460","17298","509594437","332.65"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1998","2837","12204","27686","337878835","532.42"
"36","005","Bronx","09","Services","1998","4401","112946","31896","3602511196","613.38"
"36","005","Bronx","10","Public Administration","1998","13","4556","49334","224768791","948.73"
"36","005","Bronx","00","All Industries","1997","14511","204877","30163","6179691256","580.06"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1997","488","1078","15826","17053773","304.35"
"36","005","Bronx","03","Construction","1997","968","9046","38246","345966928","735.49"
"36","005","Bronx","04","Manufacturing","1997","481","12615","27986","353046381","538.19"
"36","005","Bronx","05","Transportation & Public Utilities","1997","464","11649","39092","455380683","751.77"
"36","005","Bronx","06","Wholesale Trade","1997","833","11223","37326","418905707","717.81"
"36","005","Bronx","07","Retail Trade","1997","4065","29269","16731","489692372","321.74"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1997","2905","12266","26913","330102291","517.56"
"36","005","Bronx","09","Services","1997","4294","113055","31298","3538386282","601.88"
"36","005","Bronx","10","Public Administration","1997","13","4677","49425","231156839","950.48"
"36","005","Bronx","00","All Industries","1996","14165","204517","29588","6051277940","569.00"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1996","315","1035","15390","15929474","295.95"
"36","005","Bronx","03","Construction","1996","968","9062","38307","347143001","736.67"
"36","005","Bronx","04","Manufacturing","1996","501","13408","27147","363988267","522.07"
"36","005","Bronx","05","Transportation & Public Utilities","1996","483","11626","38551","448205350","741.36"
"36","005","Bronx","06","Wholesale Trade","1996","855","11243","35540","399560244","683.46"
"36","005","Bronx","07","Retail Trade","1996","4012","28215","16225","457798775","312.03"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1996","2833","11888","26114","310436656","502.20"
"36","005","Bronx","09","Services","1996","4186","113228","30780","3485171742","591.93"
"36","005","Bronx","10","Public Administration","1996","12","4813","46344","223044431","891.22"
"36","005","Bronx","00","All Industries","1995","14089","203693","29174","5942607160","561.04"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1995","266","848","15625","13249759","300.48"
"36","005","Bronx","03","Construction","1995","964","8750","38188","334158191","734.39"
"36","005","Bronx","04","Manufacturing","1995","530","14503","25934","376114628","498.73"
"36","005","Bronx","05","Transportation & Public Utilities","1995","486","11511","37867","435876976","728.22"
"36","005","Bronx","06","Wholesale Trade","1995","869","11399","33879","386191812","651.53"
"36","005","Bronx","07","Retail Trade","1995","4019","27961","15950","445978892","306.74"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1995","2790","11781","25361","298773646","487.71"
"36","005","Bronx","09","Services","1995","4152","111881","30641","3428159011","589.25"
"36","005","Bronx","10","Public Administration","1995","13","5061","44285","224104245","851.63"
"36","005","Bronx","00","All Industries","1994","14040","201970","28730","5802537748","552.49"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1994","251","728","15453","11250813","297.17"
"36","005","Bronx","03","Construction","1994","974","8559","38355","328273195","737.59"
"36","005","Bronx","04","Manufacturing","1994","549","14890","25506","379784237","490.49"
"36","005","Bronx","05","Transportation & Public Utilities","1994","469","11202","38420","430390332","738.85"
"36","005","Bronx","06","Wholesale Trade","1994","862","11238","32426","364395450","623.57"
"36","005","Bronx","07","Retail Trade","1994","4068","27329","15863","433531587","305.06"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1994","2703","11667","24681","287958536","474.64"
"36","005","Bronx","09","Services","1994","4151","111176","30077","3343859459","578.41"
"36","005","Bronx","10","Public Administration","1994","13","5180","43067","223094139","828.21"
"36","005","Bronx","00","All Industries","1993","14043","199248","28053","5589588938","539.49"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1993","354","940","15137","14229852","291.09"
"36","005","Bronx","03","Construction","1993","992","8390","36543","306596121","702.74"
"36","005","Bronx","04","Manufacturing","1993","566","15314","24978","382497864","480.34"
"36","005","Bronx","05","Transportation & Public Utilities","1993","461","11020","37467","412891843","720.53"
"36","005","Bronx","06","Wholesale Trade","1993","881","11079","32177","356477893","618.80"
"36","005","Bronx","07","Retail Trade","1993","4098","27336","15582","425942483","299.65"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1993","2631","11459","23858","273398053","458.81"
"36","005","Bronx","09","Services","1993","4047","108435","29466","3195141104","566.65"
"36","005","Bronx","10","Public Administration","1993","13","5276","42160","222413725","810.76"
"36","005","Bronx","00","All Industries","1992","14008","195808","27696","5423178803","532.62"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1992","194","804","16381","13172061","315.03"
"36","005","Bronx","03","Construction","1992","1066","8585","36507","313419152","702.06"
"36","005","Bronx","04","Manufacturing","1992","615","15489","24585","380808792","472.79"
"36","005","Bronx","05","Transportation & Public Utilities","1992","485","10953","37119","406570943","713.82"
"36","005","Bronx","06","Wholesale Trade","1992","912","11036","32107","354351106","617.45"
"36","005","Bronx","07","Retail Trade","1992","4043","27696","15899","440319531","305.74"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1992","2584","11669","25292","295131621","486.39"
"36","005","Bronx","09","Services","1992","4096","104147","28846","3004239720","554.73"
"36","005","Bronx","10","Public Administration","1992","13","5428","39639","215165877","762.30"
"36","005","Bronx","00","All Industries","1991","14043","197145","25952","5116267989","499.07"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1991","231","604","16422","9923089","315.81"
"36","005","Bronx","03","Construction","1991","1109","10787","35061","378189270","674.24"
"36","005","Bronx","04","Manufacturing","1991","663","16339","24419","398980329","469.59"
"36","005","Bronx","05","Transportation & Public Utilities","1991","449","11687","33584","392507087","645.85"
"36","005","Bronx","06","Wholesale Trade","1991","929","11215","31011","347800538","596.37"
"36","005","Bronx","07","Retail Trade","1991","4134","27971","15321","428528728","294.63"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1991","2421","11103","22058","244899078","424.19"
"36","005","Bronx","09","Services","1991","4095","102072","26664","2721650522","512.77"
"36","005","Bronx","10","Public Administration","1991","12","5367","36106","193789348","694.34"
"36","005","Bronx","00","All Industries","1990","13910","203184","24541","4986373082","471.95"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1990","286","750","14258","10695870","274.19"
"36","005","Bronx","03","Construction","1990","1136","12426","36053","447985880","693.33"
"36","005","Bronx","04","Manufacturing","1990","713","17961","22209","398905241","427.10"
"36","005","Bronx","05","Transportation & Public Utilities","1990","454","11520","33100","381292942","636.53"
"36","005","Bronx","06","Wholesale Trade","1990","918","12019","29403","353380788","565.44"
"36","005","Bronx","07","Retail Trade","1990","4070","29975","14754","442248412","283.73"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1990","2310","11407","21345","243475065","410.49"
"36","005","Bronx","09","Services","1990","4009","101864","24828","2529037177","477.45"
"36","005","Bronx","10","Public Administration","1990","14","5263","34078","179351707","655.34"
"36","005","Bronx","00","All Industries","1989","13811","203686","23089","4702907926","444.02"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1989","284","949","14730","13981651","283.28"
"36","005","Bronx","03","Construction","1989","1117","12743","35275","449506801","678.37"
"36","005","Bronx","04","Manufacturing","1989","713","18937","21468","406537185","412.85"
"36","005","Bronx","05","Transportation & Public Utilities","1989","432","11291","30520","344587335","586.92"
"36","005","Bronx","06","Wholesale Trade","1989","913","12160","27738","337300520","533.42"
"36","005","Bronx","07","Retail Trade","1989","4138","31367","14373","450836736","276.40"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1989","2207","11412","21493","245281165","413.33"
"36","005","Bronx","09","Services","1989","3993","99316","22973","2281619817","441.79"
"36","005","Bronx","10","Public Administration","1989","14","5510","31442","173256716","604.65"
"36","005","Bronx","00","All Industries","1988","13747","203129","21836","4435572512","419.93"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1988","311","858","14703","12611820","282.76"
"36","005","Bronx","03","Construction","1988","1087","13294","31737","421905007","610.32"
"36","005","Bronx","04","Manufacturing","1988","750","19635","20242","397440602","389.26"
"36","005","Bronx","05","Transportation & Public Utilities","1988","432","11447","30819","352791428","592.67"
"36","005","Bronx","06","Wholesale Trade","1988","917","12139","26824","325605207","515.85"
"36","005","Bronx","07","Retail Trade","1988","4093","32094","13661","438452709","262.72"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1988","2173","10798","20377","220028111","391.86"
"36","005","Bronx","09","Services","1988","3970","97255","21618","2102439284","415.73"
"36","005","Bronx","10","Public Administration","1988","14","5610","29285","164298344","563.17"
"36","005","Bronx","00","All Industries","1987","13659","200437","20636","4136140881","396.84"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1987","384","1162","13051","15164606","250.99"
"36","005","Bronx","03","Construction","1987","1023","13611","30025","408662767","577.41"
"36","005","Bronx","04","Manufacturing","1987","772","19748","19579","386645972","376.52"
"36","005","Bronx","05","Transportation & Public Utilities","1987","438","11085","29676","328943044","570.69"
"36","005","Bronx","06","Wholesale Trade","1987","910","11924","25294","301592021","486.41"
"36","005","Bronx","07","Retail Trade","1987","4042","31731","12922","410035498","248.51"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1987","2181","10672","18900","201701127","363.46"
"36","005","Bronx","09","Services","1987","3895","95114","20351","1935695828","391.37"
"36","005","Bronx","10","Public Administration","1987","14","5392","27395","147700018","526.83"
"36","005","Bronx","00","All Industries","1986","13559","200255","19800","3965106391","380.77"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1986","279","933","12924","12058402","248.54"
"36","005","Bronx","03","Construction","1986","1007","13541","29731","402588415","571.75"
"36","005","Bronx","04","Manufacturing","1986","787","21521","19011","409138713","365.60"
"36","005","Bronx","05","Transportation & Public Utilities","1986","450","10981","28045","307956285","539.32"
"36","005","Bronx","06","Wholesale Trade","1986","918","11851","23926","283544850","460.12"
"36","005","Bronx","07","Retail Trade","1986","4044","31190","12600","392980577","242.30"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1986","2215","10730","17622","189086590","338.89"
"36","005","Bronx","09","Services","1986","3846","94403","19346","1826312088","372.04"
"36","005","Bronx","10","Public Administration","1986","13","5107","27697","141440471","532.64"
"36","005","Bronx","00","All Industries","1985","13477","194297","18670","3627529804","359.04"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1985","285","1036","12301","12739213","236.57"
"36","005","Bronx","03","Construction","1985","944","12393","26494","328322696","509.49"
"36","005","Bronx","04","Manufacturing","1985","809","20961","18539","388599963","356.53"
"36","005","Bronx","05","Transportation & Public Utilities","1985","457","11110","27103","301107179","521.20"
"36","005","Bronx","06","Wholesale Trade","1985","899","11747","22886","268845254","440.12"
"36","005","Bronx","07","Retail Trade","1985","3979","30957","12027","372316295","231.28"
"36","005","Bronx","08","Finance,  Insurance & Real Estate","1985","2298","10589","16054","169992588","308.73"
"36","005","Bronx","09","Services","1985","3793","90193","18219","1643209201","350.36"
"36","005","Bronx","10","Public Administration","1985","13","5312","26808","142397415","515.54"
"36","005","Bronx","00","All Industries","1984","13346","188195","17691","3329329700","340.21"
"36","005","Bronx","01","Agriculture, Mining & Unclassified","1984","340","979","12681","12409409","243.87"
"36","005","Bronx","03","Construction","1984","901","10505","24799","260518412","476.91"
"36","005","Bronx","04","Manufacturing","1984","817","22028","17685","389557931","340.09"
"36","005","Bronx","05","Transportation & Public Utilities","1984","472","11347","25440","288660988","489.23"
"36","005","Bronx","06","Wholesale Trade","1984","887","11042","22344","246722185","429.69"
"36","005","Bronx","07","Retail Trade","1984","3945","31115","11592","360699373","222.93"
