"city","county","geographicarea","year","population","percentchng_1960","percentchng_flag","source","geometry"
"Windsor","Sonoma County","Inlandcoastaldelta","2018","28356.0",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2017","27836.0",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2016","27777.0",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2015","27623.0",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2014","27440.0",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2013","27300",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2012","27187.0",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2011","26905.0",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2010","26801.0",,"false","DOF_E5","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2009","26565.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2008","26325.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2007","26121.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2006","25710.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2005","25212.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2004","24760.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2003","24327.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2002","24048.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2001","23498.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","2000","22529.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","1999","21719.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","1998","21047.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","1997","20329.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","1996","19688.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","1995","19034.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","1994","17841.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","1993","16541.0",,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
"Windsor","Sonoma County","Inlandcoastaldelta","1992",,,"false","DOF_E8","POINT (-122.80628492240092 38.542492020000054)"
