"msa","metro","year","month","medprice","medprice_ia","percentchngprice","percentchngpriceia","source"
"Bay Area","Bay Area","2003","9","489987","712400","1.10","0.71","Zillow"
"Bay Area","Bay Area","2003","10","494548","719000","1.12","0.73","Zillow"
"Bay Area","Bay Area","2003","11","499896","726800","1.14","0.75","Zillow"
"Bay Area","Bay Area","2003","12","506108","735800","1.17","0.77","Zillow"
"Bay Area","Bay Area","2004","1","512744","736500","1.20","0.77","Zillow"
"Bay Area","Bay Area","2004","2","520285","747300","1.23","0.80","Zillow"
"Bay Area","Bay Area","2004","3","528509","759100","1.27","0.83","Zillow"
"Bay Area","Bay Area","2004","4","537459","772000","1.30","0.86","Zillow"
"Bay Area","Bay Area","2004","5","546761","785400","1.34","0.89","Zillow"
"Bay Area","Bay Area","2004","6","556484","799300","1.38","0.92","Zillow"
"Bay Area","Bay Area","2004","7","566300","813400","1.43","0.96","Zillow"
"Bay Area","Bay Area","2004","8","575921","827200","1.47","0.99","Zillow"
"Bay Area","Bay Area","2004","9","585500","841000","1.51","1.02","Zillow"
"Bay Area","Bay Area","2004","10","595259","855000","1.55","1.06","Zillow"
"Bay Area","Bay Area","2004","11","605079","869100","1.59","1.09","Zillow"
"Bay Area","Bay Area","2004","12","615204","883700","1.64","1.13","Zillow"
"Bay Area","Bay Area","2005","1","625088","880600","1.68","1.12","Zillow"
"Bay Area","Bay Area","2005","2","634642","894000","1.72","1.15","Zillow"
"Bay Area","Bay Area","2005","3","644138","907400","1.76","1.18","Zillow"
"Bay Area","Bay Area","2005","4","653406","920500","1.80","1.22","Zillow"
"Bay Area","Bay Area","2005","5","661803","932300","1.84","1.24","Zillow"
"Bay Area","Bay Area","2005","6","669337","942900","1.87","1.27","Zillow"
"Bay Area","Bay Area","2005","7","675574","951700","1.90","1.29","Zillow"
"Bay Area","Bay Area","2005","8","680350","958400","1.92","1.31","Zillow"
"Bay Area","Bay Area","2005","9","683992","963600","1.93","1.32","Zillow"
"Bay Area","Bay Area","2005","10","686632","967300","1.94","1.33","Zillow"
"Bay Area","Bay Area","2005","11","688184","969500","1.95","1.33","Zillow"
"Bay Area","Bay Area","2005","12","688780","970300","1.95","1.34","Zillow"
"Bay Area","Bay Area","2006","1","688750","940100","1.95","1.26","Zillow"
"Bay Area","Bay Area","2006","2","688233","939400","1.95","1.26","Zillow"
"Bay Area","Bay Area","2006","3","687567","938500","1.95","1.26","Zillow"
"Bay Area","Bay Area","2006","4","686677","937300","1.94","1.26","Zillow"
"Bay Area","Bay Area","2006","5","685689","935900","1.94","1.25","Zillow"
"Bay Area","Bay Area","2006","6","684677","934600","1.93","1.25","Zillow"
"Bay Area","Bay Area","2006","7","683298","932700","1.93","1.25","Zillow"
"Bay Area","Bay Area","2006","8","681542","930300","1.92","1.24","Zillow"
"Bay Area","Bay Area","2006","9","680030","928200","1.91","1.23","Zillow"
"Bay Area","Bay Area","2006","10","679080","926900","1.91","1.23","Zillow"
"Bay Area","Bay Area","2006","11","678606","926300","1.91","1.23","Zillow"
"Bay Area","Bay Area","2006","12","678886","926700","1.91","1.23","Zillow"
"Bay Area","Bay Area","2007","1","679564","898400","1.91","1.16","Zillow"
"Bay Area","Bay Area","2007","2","679562","898400","1.91","1.16","Zillow"
"Bay Area","Bay Area","2007","3","678811","897400","1.91","1.16","Zillow"
"Bay Area","Bay Area","2007","4","677480","895600","1.90","1.16","Zillow"
"Bay Area","Bay Area","2007","5","675637","893200","1.90","1.15","Zillow"
"Bay Area","Bay Area","2007","6","673421","890300","1.89","1.14","Zillow"
"Bay Area","Bay Area","2007","7","670448","886300","1.87","1.13","Zillow"
"Bay Area","Bay Area","2007","8","666338","880900","1.86","1.12","Zillow"
"Bay Area","Bay Area","2007","9","661194","874100","1.83","1.10","Zillow"
"Bay Area","Bay Area","2007","10","655063","866000","1.81","1.08","Zillow"
"Bay Area","Bay Area","2007","11","647955","856600","1.78","1.06","Zillow"
"Bay Area","Bay Area","2007","12","640364","846600","1.74","1.04","Zillow"
"Bay Area","Bay Area","2008","1","632760","811000","1.71","0.95","Zillow"
"Bay Area","Bay Area","2008","2","624552","800500","1.68","0.93","Zillow"
"Bay Area","Bay Area","2008","3","615574","788900","1.64","0.90","Zillow"
"Bay Area","Bay Area","2008","4","605782","776400","1.60","0.87","Zillow"
"Bay Area","Bay Area","2008","5","595765","763600","1.55","0.84","Zillow"
"Bay Area","Bay Area","2008","6","586049","751100","1.51","0.81","Zillow"
"Bay Area","Bay Area","2008","7","577583","740300","1.48","0.78","Zillow"
"Bay Area","Bay Area","2008","8","570470","731100","1.44","0.76","Zillow"
"Bay Area","Bay Area","2008","9","564454","723400","1.42","0.74","Zillow"
"Bay Area","Bay Area","2008","10","558710","716100","1.39","0.72","Zillow"
"Bay Area","Bay Area","2008","11","553249","709100","1.37","0.71","Zillow"
"Bay Area","Bay Area","2008","12","548371","702800","1.35","0.69","Zillow"
"Bay Area","Bay Area","2009","1","543890","692100","1.33","0.67","Zillow"
"Bay Area","Bay Area","2009","2","538538","685300","1.31","0.65","Zillow"
"Bay Area","Bay Area","2009","3","531891","676800","1.28","0.63","Zillow"
"Bay Area","Bay Area","2009","4","524359","667300","1.25","0.61","Zillow"
"Bay Area","Bay Area","2009","5","516547","657300","1.21","0.58","Zillow"
"Bay Area","Bay Area","2009","6","510021","649000","1.19","0.56","Zillow"
"Bay Area","Bay Area","2009","7","506089","644000","1.17","0.55","Zillow"
"Bay Area","Bay Area","2009","8","504310","641700","1.16","0.54","Zillow"
"Bay Area","Bay Area","2009","9","503937","641300","1.16","0.54","Zillow"
"Bay Area","Bay Area","2009","10","504488","642000","1.16","0.55","Zillow"
"Bay Area","Bay Area","2009","11","505770","643600","1.17","0.55","Zillow"
"Bay Area","Bay Area","2009","12","507684","646000","1.18","0.56","Zillow"
"Bay Area","Bay Area","2010","1","510282","640500","1.19","0.54","Zillow"
"Bay Area","Bay Area","2010","2","511350","641800","1.19","0.55","Zillow"
"Bay Area","Bay Area","2010","3","510824","641200","1.19","0.54","Zillow"
"Bay Area","Bay Area","2010","4","511146","641600","1.19","0.54","Zillow"
"Bay Area","Bay Area","2010","5","513030","643900","1.20","0.55","Zillow"
"Bay Area","Bay Area","2010","6","513592","644600","1.20","0.55","Zillow"
"Bay Area","Bay Area","2010","7","512244","643000","1.20","0.55","Zillow"
"Bay Area","Bay Area","2010","8","510288","640500","1.19","0.54","Zillow"
"Bay Area","Bay Area","2010","9","507776","637300","1.18","0.53","Zillow"
"Bay Area","Bay Area","2010","10","504564","633300","1.16","0.52","Zillow"
"Bay Area","Bay Area","2010","11","501073","628900","1.15","0.51","Zillow"
"Bay Area","Bay Area","2010","12","496873","623700","1.13","0.50","Zillow"
"Bay Area","Bay Area","2011","1","491559","601400","1.11","0.45","Zillow"
"Bay Area","Bay Area","2011","2","486324","595000","1.08","0.43","Zillow"
"Bay Area","Bay Area","2011","3","482817","590700","1.07","0.42","Zillow"
"Bay Area","Bay Area","2011","4","480006","587300","1.06","0.41","Zillow"
"Bay Area","Bay Area","2011","5","476972","583500","1.04","0.40","Zillow"
"Bay Area","Bay Area","2011","6","474416","580400","1.03","0.40","Zillow"
"Bay Area","Bay Area","2011","7","472505","578100","1.03","0.39","Zillow"
"Bay Area","Bay Area","2011","8","471176","576500","1.02","0.39","Zillow"
"Bay Area","Bay Area","2011","9","469490","574400","1.01","0.38","Zillow"
"Bay Area","Bay Area","2011","10","468224","572800","1.01","0.38","Zillow"
"Bay Area","Bay Area","2011","11","467964","572500","1.01","0.38","Zillow"
"Bay Area","Bay Area","2011","12","467219","571600","1.00","0.38","Zillow"
"Bay Area","Bay Area","2012","1","466576","555800","1.00","0.34","Zillow"
"Bay Area","Bay Area","2012","2","468546","558200","1.01","0.34","Zillow"
"Bay Area","Bay Area","2012","3","472966","563400","1.03","0.36","Zillow"
"Bay Area","Bay Area","2012","4","477781","569200","1.05","0.37","Zillow"
"Bay Area","Bay Area","2012","5","483117","575500","1.07","0.39","Zillow"
"Bay Area","Bay Area","2012","6","489539","583200","1.10","0.40","Zillow"
"Bay Area","Bay Area","2012","7","496697","591700","1.13","0.42","Zillow"
"Bay Area","Bay Area","2012","8","503951","600300","1.16","0.45","Zillow"
"Bay Area","Bay Area","2012","9","511325","609100","1.19","0.47","Zillow"
"Bay Area","Bay Area","2012","10","519111","618400","1.22","0.49","Zillow"
"Bay Area","Bay Area","2012","11","526426","627100","1.26","0.51","Zillow"
"Bay Area","Bay Area","2012","12","533219","635200","1.29","0.53","Zillow"
"Bay Area","Bay Area","2013","1","540270","629700","1.32","0.52","Zillow"
"Bay Area","Bay Area","2013","2","548504","639300","1.35","0.54","Zillow"
"Bay Area","Bay Area","2013","3","558512","651000","1.39","0.57","Zillow"
"Bay Area","Bay Area","2013","4","570379","664800","1.44","0.60","Zillow"
"Bay Area","Bay Area","2013","5","582741","679200","1.50","0.64","Zillow"
"Bay Area","Bay Area","2013","6","594557","693000","1.55","0.67","Zillow"
"Bay Area","Bay Area","2013","7","604168","704200","1.59","0.70","Zillow"
"Bay Area","Bay Area","2013","8","611505","712700","1.62","0.72","Zillow"
"Bay Area","Bay Area","2013","9","617916","720200","1.65","0.73","Zillow"
"Bay Area","Bay Area","2013","10","623768","727000","1.67","0.75","Zillow"
"Bay Area","Bay Area","2013","11","628876","733000","1.70","0.76","Zillow"
"Bay Area","Bay Area","2013","12","634491","739500","1.72","0.78","Zillow"
"Bay Area","Bay Area","2014","1","640824","726200","1.75","0.75","Zillow"
"Bay Area","Bay Area","2014","2","646226","732300","1.77","0.76","Zillow"
"Bay Area","Bay Area","2014","3","650973","737700","1.79","0.78","Zillow"
"Bay Area","Bay Area","2014","4","655722","743100","1.81","0.79","Zillow"
"Bay Area","Bay Area","2014","5","659903","747800","1.83","0.80","Zillow"
"Bay Area","Bay Area","2014","6","663935","752400","1.85","0.81","Zillow"
"Bay Area","Bay Area","2014","7","668712","757800","1.87","0.82","Zillow"
"Bay Area","Bay Area","2014","8","674338","764200","1.89","0.84","Zillow"
"Bay Area","Bay Area","2014","9","680249","770900","1.92","0.86","Zillow"
"Bay Area","Bay Area","2014","10","686534","778000","1.94","0.87","Zillow"
"Bay Area","Bay Area","2014","11","692932","785200","1.97","0.89","Zillow"
"Bay Area","Bay Area","2014","12","699609","792800","2.00","0.91","Zillow"
"Bay Area","Bay Area","2015","1","706836","780600","2.03","0.88","Zillow"
"Bay Area","Bay Area","2015","2","716196","790900","2.07","0.90","Zillow"
"Bay Area","Bay Area","2015","3","726928","802800","2.12","0.93","Zillow"
"Bay Area","Bay Area","2015","4","737300","814200","2.16","0.96","Zillow"
"Bay Area","Bay Area","2015","5","747251","825200","2.20","0.99","Zillow"
"Bay Area","Bay Area","2015","6","756795","835800","2.24","1.01","Zillow"
"Bay Area","Bay Area","2015","7","764677","844500","2.28","1.03","Zillow"
"Bay Area","Bay Area","2015","8","771742","852300","2.31","1.05","Zillow"
"Bay Area","Bay Area","2015","9","778071","859300","2.33","1.07","Zillow"
"Bay Area","Bay Area","2015","10","782003","863600","2.35","1.08","Zillow"
"Bay Area","Bay Area","2015","11","785147","867100","2.37","1.09","Zillow"
"Bay Area","Bay Area","2015","12","788968","871300","2.38","1.10","Zillow"
"Bay Area","Bay Area","2016","1","793102","850300","2.40","1.05","Zillow"
"Bay Area","Bay Area","2016","2","796850","854300","2.42","1.06","Zillow"
"Bay Area","Bay Area","2016","3","800374","858100","2.43","1.07","Zillow"
"Bay Area","Bay Area","2016","4","803543","861500","2.44","1.07","Zillow"
"Bay Area","Bay Area","2016","5","806235","864400","2.46","1.08","Zillow"
"Bay Area","Bay Area","2016","6","808256","866500","2.46","1.09","Zillow"
"Bay Area","Bay Area","2016","7","810853","869300","2.48","1.09","Zillow"
"Bay Area","Bay Area","2016","8","814670","873400","2.49","1.10","Zillow"
"Bay Area","Bay Area","2016","9","819957","879100","2.51","1.12","Zillow"
"Bay Area","Bay Area","2016","10","825955","885500","2.54","1.13","Zillow"
"Bay Area","Bay Area","2016","11","832705","892800","2.57","1.15","Zillow"
"Bay Area","Bay Area","2016","12","841066","901700","2.60","1.17","Zillow"
"Bay Area","Bay Area","2017","1","849604","882400","2.64","1.12","Zillow"
"Bay Area","Bay Area","2017","2","857070","890200","2.67","1.14","Zillow"
"Bay Area","Bay Area","2017","3","864171","897600","2.70","1.16","Zillow"
"Bay Area","Bay Area","2017","4","870743","904400","2.73","1.18","Zillow"
"Bay Area","Bay Area","2017","5","876721","910600","2.76","1.19","Zillow"
"Bay Area","Bay Area","2017","6","882789","916900","2.78","1.21","Zillow"
"Bay Area","Bay Area","2017","7","889283","923700","2.81","1.22","Zillow"
"Bay Area","Bay Area","2017","8","896995","931700","2.84","1.24","Zillow"
"Bay Area","Bay Area","2017","9","906966","942000","2.89","1.27","Zillow"
"Bay Area","Bay Area","2017","10","918617","954100","2.94","1.30","Zillow"
"Bay Area","Bay Area","2017","11","930664","966600","2.99","1.33","Zillow"
"Bay Area","Bay Area","2017","12","940965","977300","3.03","1.35","Zillow"
"Bay Area","Bay Area","2018","1","953802","953800","3.09","1.30","Zillow"
"Bay Area","Bay Area","2018","2","968795","968800","3.15","1.33","Zillow"
"Bay Area","Bay Area","2018","3","979722","979700","3.20","1.36","Zillow"
"Bay Area","Bay Area","2018","4","986381","986400","3.23","1.37","Zillow"
"Bay Area","Bay Area","2018","5","994340","994300","3.26","1.39","Zillow"
"Bay Area","Bay Area","2018","6","1000964","1001000","3.29","1.41","Zillow"
"Bay Area","Bay Area","2018","7","1003578","1003600","3.30","1.42","Zillow"
"Bay Area","Bay Area","2018","8","1006549","1006500","3.31","1.42","Zillow"
"Bay Area","Bay Area","2018","9","1012715","1012700","3.34","1.44","Zillow"
"Bay Area","Bay Area","2018","10","1017162","1017200","3.36","1.45","Zillow"
"Bay Area","Bay Area","2018","11","1015046","1015000","3.35","1.44","Zillow"
"Bay Area","Bay Area","2018","12","1011032","1011000","3.33","1.43","Zillow"
"Chicago, IL","Chicago","1997","1","135300","198900","0.00","0.00","Zillow"
"Chicago, IL","Chicago","1997","2","134300","197400","-0.01","-0.01","Zillow"
"Chicago, IL","Chicago","1997","3","133200","195800","-0.02","-0.02","Zillow"
"Chicago, IL","Chicago","1997","4","132200","194300","-0.02","-0.02","Zillow"
"Chicago, IL","Chicago","1997","5","131200","192900","-0.03","-0.03","Zillow"
"Chicago, IL","Chicago","1997","6","130100","191300","-0.04","-0.04","Zillow"
"Chicago, IL","Chicago","1997","7","129100","189800","-0.05","-0.05","Zillow"
"Chicago, IL","Chicago","1997","8","128100","188300","-0.05","-0.05","Zillow"
"Chicago, IL","Chicago","1997","9","127400","187300","-0.06","-0.06","Zillow"
"Chicago, IL","Chicago","1997","10","127100","186800","-0.06","-0.06","Zillow"
"Chicago, IL","Chicago","1997","11","127400","187300","-0.06","-0.06","Zillow"
"Chicago, IL","Chicago","1997","12","128400","188800","-0.05","-0.05","Zillow"
"Chicago, IL","Chicago","1998","1","129900","187100","-0.04","-0.06","Zillow"
"Chicago, IL","Chicago","1998","2","131300","189200","-0.03","-0.05","Zillow"
"Chicago, IL","Chicago","1998","3","132700","191200","-0.02","-0.04","Zillow"
"Chicago, IL","Chicago","1998","4","134100","193200","-0.01","-0.03","Zillow"
"Chicago, IL","Chicago","1998","5","135600","195400","0.00","-0.02","Zillow"
"Chicago, IL","Chicago","1998","6","137100","197500","0.01","-0.01","Zillow"
"Chicago, IL","Chicago","1998","7","138700","199800","0.03","0.00","Zillow"
"Chicago, IL","Chicago","1998","8","140200","202000","0.04","0.02","Zillow"
"Chicago, IL","Chicago","1998","9","141800","204300","0.05","0.03","Zillow"
"Chicago, IL","Chicago","1998","10","143100","206200","0.06","0.04","Zillow"
"Chicago, IL","Chicago","1998","11","144300","207900","0.07","0.05","Zillow"
"Chicago, IL","Chicago","1998","12","145200","209200","0.07","0.05","Zillow"
"Chicago, IL","Chicago","1999","1","146000","206100","0.08","0.04","Zillow"
"Chicago, IL","Chicago","1999","2","146400","206700","0.08","0.04","Zillow"
"Chicago, IL","Chicago","1999","3","146400","206700","0.08","0.04","Zillow"
"Chicago, IL","Chicago","1999","4","146500","206800","0.08","0.04","Zillow"
"Chicago, IL","Chicago","1999","5","146600","206900","0.08","0.04","Zillow"
"Chicago, IL","Chicago","1999","6","146800","207200","0.08","0.04","Zillow"
"Chicago, IL","Chicago","1999","7","147100","207600","0.09","0.04","Zillow"
"Chicago, IL","Chicago","1999","8","147500","208200","0.09","0.05","Zillow"
"Chicago, IL","Chicago","1999","9","148000","208900","0.09","0.05","Zillow"
"Chicago, IL","Chicago","1999","10","148800","210000","0.10","0.06","Zillow"
"Chicago, IL","Chicago","1999","11","149600","211200","0.11","0.06","Zillow"
"Chicago, IL","Chicago","1999","12","150800","212900","0.11","0.07","Zillow"
"Chicago, IL","Chicago","2000","1","152200","208200","0.12","0.05","Zillow"
"Chicago, IL","Chicago","2000","2","153700","210200","0.14","0.06","Zillow"
"Chicago, IL","Chicago","2000","3","155100","212100","0.15","0.07","Zillow"
"Chicago, IL","Chicago","2000","4","156600","214200","0.16","0.08","Zillow"
"Chicago, IL","Chicago","2000","5","158000","216100","0.17","0.09","Zillow"
"Chicago, IL","Chicago","2000","6","159500","218100","0.18","0.10","Zillow"
"Chicago, IL","Chicago","2000","7","160800","219900","0.19","0.11","Zillow"
"Chicago, IL","Chicago","2000","8","162200","221800","0.20","0.12","Zillow"
"Chicago, IL","Chicago","2000","9","163500","223600","0.21","0.12","Zillow"
"Chicago, IL","Chicago","2000","10","164700","225300","0.22","0.13","Zillow"
"Chicago, IL","Chicago","2000","11","165700","226600","0.22","0.14","Zillow"
"Chicago, IL","Chicago","2000","12","166800","228100","0.23","0.15","Zillow"
"Chicago, IL","Chicago","2001","1","167900","223800","0.24","0.13","Zillow"
"Chicago, IL","Chicago","2001","2","168800","225000","0.25","0.13","Zillow"
"Chicago, IL","Chicago","2001","3","169600","226100","0.25","0.14","Zillow"
"Chicago, IL","Chicago","2001","4","170400","227200","0.26","0.14","Zillow"
"Chicago, IL","Chicago","2001","5","171200","228200","0.27","0.15","Zillow"
"Chicago, IL","Chicago","2001","6","172000","229300","0.27","0.15","Zillow"
"Chicago, IL","Chicago","2001","7","173000","230600","0.28","0.16","Zillow"
"Chicago, IL","Chicago","2001","8","174000","232000","0.29","0.17","Zillow"
"Chicago, IL","Chicago","2001","9","175200","233600","0.29","0.17","Zillow"
"Chicago, IL","Chicago","2001","10","176300","235000","0.30","0.18","Zillow"
"Chicago, IL","Chicago","2001","11","177400","236500","0.31","0.19","Zillow"
"Chicago, IL","Chicago","2001","12","178500","238000","0.32","0.20","Zillow"
"Chicago, IL","Chicago","2002","1","179700","235700","0.33","0.19","Zillow"
"Chicago, IL","Chicago","2002","2","180800","237200","0.34","0.19","Zillow"
"Chicago, IL","Chicago","2002","3","181900","238600","0.34","0.20","Zillow"
"Chicago, IL","Chicago","2002","4","182900","239900","0.35","0.21","Zillow"
"Chicago, IL","Chicago","2002","5","184000","241400","0.36","0.21","Zillow"
"Chicago, IL","Chicago","2002","6","185000","242700","0.37","0.22","Zillow"
"Chicago, IL","Chicago","2002","7","186000","244000","0.37","0.23","Zillow"
"Chicago, IL","Chicago","2002","8","187000","245300","0.38","0.23","Zillow"
"Chicago, IL","Chicago","2002","9","187900","246500","0.39","0.24","Zillow"
"Chicago, IL","Chicago","2002","10","188800","247700","0.40","0.25","Zillow"
"Chicago, IL","Chicago","2002","11","189700","248900","0.40","0.25","Zillow"
"Chicago, IL","Chicago","2002","12","190500","249900","0.41","0.26","Zillow"
"Chicago, IL","Chicago","2003","1","191300","246500","0.41","0.24","Zillow"
"Chicago, IL","Chicago","2003","2","192200","247600","0.42","0.24","Zillow"
"Chicago, IL","Chicago","2003","3","193100","248800","0.43","0.25","Zillow"
"Chicago, IL","Chicago","2003","4","194000","249900","0.43","0.26","Zillow"
"Chicago, IL","Chicago","2003","5","195000","251200","0.44","0.26","Zillow"
"Chicago, IL","Chicago","2003","6","196200","252800","0.45","0.27","Zillow"
"Chicago, IL","Chicago","2003","7","197400","254300","0.46","0.28","Zillow"
"Chicago, IL","Chicago","2003","8","198800","256100","0.47","0.29","Zillow"
"Chicago, IL","Chicago","2003","9","200200","257900","0.48","0.30","Zillow"
"Chicago, IL","Chicago","2003","10","201700","259900","0.49","0.31","Zillow"
"Chicago, IL","Chicago","2003","11","203300","261900","0.50","0.32","Zillow"
"Chicago, IL","Chicago","2003","12","204900","264000","0.51","0.33","Zillow"
"Chicago, IL","Chicago","2004","1","206500","260300","0.53","0.31","Zillow"
"Chicago, IL","Chicago","2004","2","208100","262300","0.54","0.32","Zillow"
"Chicago, IL","Chicago","2004","3","209800","264400","0.55","0.33","Zillow"
"Chicago, IL","Chicago","2004","4","211600","266700","0.56","0.34","Zillow"
"Chicago, IL","Chicago","2004","5","213300","268800","0.58","0.35","Zillow"
"Chicago, IL","Chicago","2004","6","215200","271200","0.59","0.36","Zillow"
"Chicago, IL","Chicago","2004","7","217000","273500","0.60","0.38","Zillow"
"Chicago, IL","Chicago","2004","8","218800","275800","0.62","0.39","Zillow"
"Chicago, IL","Chicago","2004","9","220500","277900","0.63","0.40","Zillow"
"Chicago, IL","Chicago","2004","10","222200","280100","0.64","0.41","Zillow"
"Chicago, IL","Chicago","2004","11","223800","282100","0.65","0.42","Zillow"
"Chicago, IL","Chicago","2004","12","225600","284300","0.67","0.43","Zillow"
"Chicago, IL","Chicago","2005","1","227300","278100","0.68","0.40","Zillow"
"Chicago, IL","Chicago","2005","2","228900","280000","0.69","0.41","Zillow"
"Chicago, IL","Chicago","2005","3","230600","282100","0.70","0.42","Zillow"
"Chicago, IL","Chicago","2005","4","232500","284400","0.72","0.43","Zillow"
"Chicago, IL","Chicago","2005","5","234400","286800","0.73","0.44","Zillow"
"Chicago, IL","Chicago","2005","6","236200","289000","0.75","0.45","Zillow"
"Chicago, IL","Chicago","2005","7","238100","291300","0.76","0.46","Zillow"
"Chicago, IL","Chicago","2005","8","240000","293600","0.77","0.48","Zillow"
"Chicago, IL","Chicago","2005","9","241800","295800","0.79","0.49","Zillow"
"Chicago, IL","Chicago","2005","10","243600","298000","0.80","0.50","Zillow"
"Chicago, IL","Chicago","2005","11","245200","300000","0.81","0.51","Zillow"
"Chicago, IL","Chicago","2005","12","246600","301700","0.82","0.52","Zillow"
"Chicago, IL","Chicago","2006","1","247700","296900","0.83","0.49","Zillow"
"Chicago, IL","Chicago","2006","2","248800","298200","0.84","0.50","Zillow"
"Chicago, IL","Chicago","2006","3","249800","299400","0.85","0.51","Zillow"
"Chicago, IL","Chicago","2006","4","250800","300600","0.85","0.51","Zillow"
"Chicago, IL","Chicago","2006","5","251600","301600","0.86","0.52","Zillow"
"Chicago, IL","Chicago","2006","6","252100","302200","0.86","0.52","Zillow"
"Chicago, IL","Chicago","2006","7","252600","302800","0.87","0.52","Zillow"
"Chicago, IL","Chicago","2006","8","253000","303300","0.87","0.52","Zillow"
"Chicago, IL","Chicago","2006","9","253400","303800","0.87","0.53","Zillow"
"Chicago, IL","Chicago","2006","10","253700","304100","0.88","0.53","Zillow"
"Chicago, IL","Chicago","2006","11","253800","304200","0.88","0.53","Zillow"
"Chicago, IL","Chicago","2006","12","254000","304500","0.88","0.53","Zillow"
"Chicago, IL","Chicago","2007","1","254100","294900","0.88","0.48","Zillow"
"Chicago, IL","Chicago","2007","2","254100","294900","0.88","0.48","Zillow"
"Chicago, IL","Chicago","2007","3","254000","294800","0.88","0.48","Zillow"
"Chicago, IL","Chicago","2007","4","253900","294700","0.88","0.48","Zillow"
"Chicago, IL","Chicago","2007","5","253300","294000","0.87","0.48","Zillow"
"Chicago, IL","Chicago","2007","6","252500","293100","0.87","0.47","Zillow"
"Chicago, IL","Chicago","2007","7","251600","292000","0.86","0.47","Zillow"
"Chicago, IL","Chicago","2007","8","250600","290900","0.85","0.46","Zillow"
"Chicago, IL","Chicago","2007","9","249800","289900","0.85","0.46","Zillow"
"Chicago, IL","Chicago","2007","10","249000","289000","0.84","0.45","Zillow"
"Chicago, IL","Chicago","2007","11","247900","287700","0.83","0.45","Zillow"
"Chicago, IL","Chicago","2007","12","246600","286200","0.82","0.44","Zillow"
"Chicago, IL","Chicago","2008","1","245000","274100","0.81","0.38","Zillow"
"Chicago, IL","Chicago","2008","2","243000","271800","0.80","0.37","Zillow"
"Chicago, IL","Chicago","2008","3","241200","269800","0.78","0.36","Zillow"
"Chicago, IL","Chicago","2008","4","239500","267900","0.77","0.35","Zillow"
"Chicago, IL","Chicago","2008","5","237500","265700","0.76","0.34","Zillow"
"Chicago, IL","Chicago","2008","6","235200","263100","0.74","0.32","Zillow"
"Chicago, IL","Chicago","2008","7","232800","260400","0.72","0.31","Zillow"
"Chicago, IL","Chicago","2008","8","230200","257500","0.70","0.29","Zillow"
"Chicago, IL","Chicago","2008","9","227800","254800","0.68","0.28","Zillow"
"Chicago, IL","Chicago","2008","10","225700","252500","0.67","0.27","Zillow"
"Chicago, IL","Chicago","2008","11","223600","250100","0.65","0.26","Zillow"
"Chicago, IL","Chicago","2008","12","221300","247600","0.64","0.24","Zillow"
"Chicago, IL","Chicago","2009","1","219200","248100","0.62","0.25","Zillow"
"Chicago, IL","Chicago","2009","2","216900","245500","0.60","0.23","Zillow"
"Chicago, IL","Chicago","2009","3","214600","242900","0.59","0.22","Zillow"
"Chicago, IL","Chicago","2009","4","212100","240100","0.57","0.21","Zillow"
"Chicago, IL","Chicago","2009","5","209200","236800","0.55","0.19","Zillow"
"Chicago, IL","Chicago","2009","6","206200","233400","0.52","0.17","Zillow"
"Chicago, IL","Chicago","2009","7","203800","230700","0.51","0.16","Zillow"
"Chicago, IL","Chicago","2009","8","201800","228400","0.49","0.15","Zillow"
"Chicago, IL","Chicago","2009","9","200300","226700","0.48","0.14","Zillow"
"Chicago, IL","Chicago","2009","10","199200","225500","0.47","0.13","Zillow"
"Chicago, IL","Chicago","2009","11","198500","224700","0.47","0.13","Zillow"
"Chicago, IL","Chicago","2009","12","198200","224300","0.46","0.13","Zillow"
"Chicago, IL","Chicago","2010","1","198200","221300","0.46","0.11","Zillow"
"Chicago, IL","Chicago","2010","2","198700","221900","0.47","0.12","Zillow"
"Chicago, IL","Chicago","2010","3","197300","220300","0.46","0.11","Zillow"
"Chicago, IL","Chicago","2010","4","194700","217400","0.44","0.09","Zillow"
"Chicago, IL","Chicago","2010","5","193200","215700","0.43","0.08","Zillow"
"Chicago, IL","Chicago","2010","6","192500","214900","0.42","0.08","Zillow"
"Chicago, IL","Chicago","2010","7","190900","213100","0.41","0.07","Zillow"
"Chicago, IL","Chicago","2010","8","189100","211100","0.40","0.06","Zillow"
"Chicago, IL","Chicago","2010","9","187100","208900","0.38","0.05","Zillow"
"Chicago, IL","Chicago","2010","10","184700","206200","0.37","0.04","Zillow"
"Chicago, IL","Chicago","2010","11","182700","204000","0.35","0.03","Zillow"
"Chicago, IL","Chicago","2010","12","180800","201900","0.34","0.02","Zillow"
"Chicago, IL","Chicago","2011","1","179100","194700","0.32","-0.02","Zillow"
"Chicago, IL","Chicago","2011","2","177800","193300","0.31","-0.03","Zillow"
"Chicago, IL","Chicago","2011","3","176800","192200","0.31","-0.03","Zillow"
"Chicago, IL","Chicago","2011","4","175300","190500","0.30","-0.04","Zillow"
"Chicago, IL","Chicago","2011","5","173200","188300","0.28","-0.05","Zillow"
"Chicago, IL","Chicago","2011","6","171100","186000","0.26","-0.06","Zillow"
"Chicago, IL","Chicago","2011","7","169800","184600","0.25","-0.07","Zillow"
"Chicago, IL","Chicago","2011","8","168800","183500","0.25","-0.08","Zillow"
"Chicago, IL","Chicago","2011","9","167400","181900","0.24","-0.09","Zillow"
