"region","geographicarea","year","population","popshare","source"
"Bay Area","BigThree","1960","1312060","0.36056114158550062","Census"
"Bay Area","BigThree","1970","1537148","0.33183156409518005","DOF_E6"
"Bay Area","BigThree","1971","1546300","0.33059671177816263","DOF_E6"
"Bay Area","BigThree","1972","1556700","0.32865346451040833","DOF_E6"
"Bay Area","BigThree","1973","1562800","0.32695928699945603","DOF_E6"
"Bay Area","BigThree","1974","1573600","0.32620908393623416","DOF_E6"
"Bay Area","BigThree","1975","1587700","0.32602312162467401","DOF_E6"
"Bay Area","BigThree","1976","1599800","0.32465450412971569","DOF_E6"
"Bay Area","BigThree","1977","1613600","0.32345748306137995","DOF_E6"
"Bay Area","BigThree","1978","1621100","0.32099718823016909","DOF_E6"
"Bay Area","BigThree","1979","1635700","0.32076951738473908","Census"
"Bay Area","BigThree","1980","1647842","0.31812948184711948","DOF_E4"
"Bay Area","BigThree","1981","1675900","0.32010925621728997","DOF_E4"
"Bay Area","BigThree","1982","1706100","0.32136600802426113","DOF_E4"
"Bay Area","BigThree","1983","1733600","0.32156106247217686","DOF_E4"
"Bay Area","BigThree","1984","1763200","0.3222634474439347","DOF_E4"
"Bay Area","BigThree","1985","1794900","0.32356281434211237","DOF_E4"
"Bay Area","BigThree","1986","1822500","0.32348816982907047","DOF_E4"
"Bay Area","BigThree","1987","1841500","0.32269652682858446","DOF_E4"
"Bay Area","BigThree","1988","1850900","0.31950078541713417","DOF_E4"
"Bay Area","BigThree","1989","1862800","0.31616286766577845","Census"
"Bay Area","BigThree","1990","1878449","0.31202709834161857","DOF_E4"
"Bay Area","BigThree","1991","1885635","0.31095928069078643","DOF_E4"
"Bay Area","BigThree","1992","1901158","0.30911102602186358","DOF_E4"
"Bay Area","BigThree","1993","1924986","0.30865843721168285","DOF_E4"
"Bay Area","BigThree","1994","1941735","0.30837534369406261","DOF_E4"
"Bay Area","BigThree","1995","1945910","0.30740617753859578","DOF_E4"
"Bay Area","BigThree","1996","1957863","0.30707395447960967","DOF_E4"
"Bay Area","BigThree","1997","1983768","0.30694831849550502","DOF_E4"
"Bay Area","BigThree","1998","2012836","0.30652295309968991","DOF_E4"
"Bay Area","BigThree","1999","2036504","0.30582725546970185","Census"
"Bay Area","BigThree","2000","2064117","0.30546068822429961","DOF_E8"
"Bay Area","BigThree","2001","2077774","0.30405146550308726","DOF_E8"
"Bay Area","BigThree","2002","2081857","0.30307212796869493","DOF_E8"
"Bay Area","BigThree","2003","2079200","0.30205305133579879","DOF_E8"
"Bay Area","BigThree","2004","2074374","0.30082574395266548","DOF_E8"
"Bay Area","BigThree","2005","2071283","0.30015975417796881","DOF_E8"
"Bay Area","BigThree","2006","2072489","0.29967139357119393","DOF_E8"
"Bay Area","BigThree","2007","2086319","0.29957064277513351","DOF_E8"
"Bay Area","BigThree","2008","2106047","0.29943831687004369","DOF_E8"
"Bay Area","BigThree","2009","2128117","0.29995071099773374","DOF_E8"
"Bay Area","BigThree","2010","2141901","0.2995356144309001","DOF_E5"
"Bay Area","BigThree","2011","2173208","0.30097987062566661","DOF_E5"
"Bay Area","BigThree","2012","2207159","0.30234665471430916","DOF_E5"
"Bay Area","BigThree","2013","2247114","0.30375263489001253","DOF_E5"
"Bay Area","BigThree","2014","2276246","0.3041581922021252","DOF_E5"
"Bay Area","BigThree","2015","2307100","0.30471661592458993","DOF_E5"
"Bay Area","BigThree","2016","2331533","0.30479288691579193","DOF_E5"
"Bay Area","Bayside","1960","1296469","0.35627665096886757","Census"
"Bay Area","Bayside","1970","1758918","0.3797061252756182","DOF_E6"
"Bay Area","Bayside","1971","1774555","0.37939730186218545","DOF_E6"
"Bay Area","Bayside","1972","1804465","0.3809620825064392","DOF_E6"
"Bay Area","Bayside","1973","1814880","0.37969789530942716","DOF_E6"
"Bay Area","Bayside","1974","1824815","0.37828624142291506","DOF_E6"
"Bay Area","Bayside","1975","1834155","0.37663093698022548","DOF_E6"
"Bay Area","Bayside","1976","1853615","0.37616230695862168","DOF_E6"
"Bay Area","Bayside","1977","1857805","0.37241009501663791","DOF_E6"
