"geo_name","year","industry","difference_1990","percentchange_1990","source"
"Alameda","1990","Total","0","0.00","EDD_CES"
"Alameda","1991","Total","3200","0.0053","EDD_CES"
"Alameda","1992","Total","-6600","-0.0109","EDD_CES"
"Alameda","1993","Total","-4900","-0.0081","EDD_CES"
"Alameda","1994","Total","-6800","-0.0113","EDD_CES"
"Alameda","1995","Total","9700","0.016","EDD_CES"
"Alameda","1996","Total","24200","0.04","EDD_CES"
"Alameda","1997","Total","42500","0.0703","EDD_CES"
"Alameda","1998","Total","63200","0.1046","EDD_CES"
"Alameda","1999","Total","85200","0.141","EDD_CES"
"Alameda","2000","Total","111700","0.1848","EDD_CES"
"Alameda","2001","Total","120200","0.1989","EDD_CES"
"Alameda","2002","Total","101000","0.1671","EDD_CES"
"Alameda","2003","Total","97600","0.1615","EDD_CES"
"Alameda","2004","Total","92700","0.1534","EDD_CES"
"Alameda","2005","Total","98500","0.163","EDD_CES"
"Alameda","2006","Total","107700","0.1782","EDD_CES"
"Alameda","2007","Total","110000","0.182","EDD_CES"
"Alameda","2008","Total","102900","0.1703","EDD_CES"
"Alameda","2009","Total","59300","0.0981","EDD_CES"
"Alameda","2010","Total","49100","0.0812","EDD_CES"
"Alameda","2011","Total","58000","0.096","EDD_CES"
"Alameda","2012","Total","78600","0.13","EDD_CES"
"Alameda","2013","Total","97400","0.1612","EDD_CES"
"Alameda","2014","Total","116400","0.1926","EDD_CES"
"Alameda","2015","Total","145300","0.2404","EDD_CES"
"Alameda","2016","Total","172000","0.2846","EDD_CES"
"Alameda","2017","Total","190200","0.3147","EDD_CES"
"Contra Costa","1990","Total","0","0.00","EDD_CES"
"Contra Costa","1991","Total","-800","-0.0028","EDD_CES"
"Contra Costa","1992","Total","300","0.001","EDD_CES"
"Contra Costa","1993","Total","1500","0.0052","EDD_CES"
"Contra Costa","1994","Total","5500","0.0192","EDD_CES"
"Contra Costa","1995","Total","9200","0.0321","EDD_CES"
"Contra Costa","1996","Total","14000","0.0489","EDD_CES"
"Contra Costa","1997","Total","27200","0.0949","EDD_CES"
"Contra Costa","1998","Total","33900","0.1183","EDD_CES"
"Contra Costa","1999","Total","42600","0.1487","EDD_CES"
"Contra Costa","2000","Total","52500","0.1832","EDD_CES"
"Contra Costa","2001","Total","54100","0.1888","EDD_CES"
"Contra Costa","2002","Total","59000","0.2059","EDD_CES"
"Contra Costa","2003","Total","50900","0.1777","EDD_CES"
"Contra Costa","2004","Total","54500","0.1902","EDD_CES"
"Contra Costa","2005","Total","57800","0.2017","EDD_CES"
"Contra Costa","2006","Total","62800","0.2192","EDD_CES"
"Contra Costa","2007","Total","64800","0.2262","EDD_CES"
"Contra Costa","2008","Total","58100","0.2028","EDD_CES"
"Contra Costa","2009","Total","41400","0.1445","EDD_CES"
"Contra Costa","2010","Total","31600","0.1103","EDD_CES"
"Contra Costa","2011","Total","32700","0.1141","EDD_CES"
"Contra Costa","2012","Total","40900","0.1428","EDD_CES"
"Contra Costa","2013","Total","51300","0.1791","EDD_CES"
"Contra Costa","2014","Total","57800","0.2017","EDD_CES"
"Contra Costa","2015","Total","64400","0.2248","EDD_CES"
"Contra Costa","2016","Total","76000","0.2653","EDD_CES"
"Contra Costa","2017","Total","83800","0.2925","EDD_CES"
"Marin","1990","Total","0","0.00","EDD_CES"
"Marin","1991","Total","1700","0.0191","EDD_CES"
"Marin","1992","Total","900","0.0101","EDD_CES"
"Marin","1993","Total","1400","0.0157","EDD_CES"
"Marin","1994","Total","3000","0.0337","EDD_CES"
"Marin","1995","Total","4800","0.0539","EDD_CES"
"Marin","1996","Total","7500","0.0842","EDD_CES"
"Marin","1997","Total","11700","0.1313","EDD_CES"
"Marin","1998","Total","15000","0.1684","EDD_CES"
"Marin","1999","Total","18100","0.2031","EDD_CES"
"Marin","2000","Total","18400","0.2065","EDD_CES"
"Marin","2001","Total","18800","0.211","EDD_CES"
"Marin","2002","Total","18000","0.202","EDD_CES"
"Marin","2003","Total","17500","0.1964","EDD_CES"
"Marin","2004","Total","16800","0.1886","EDD_CES"
"Marin","2005","Total","16000","0.1796","EDD_CES"
"Marin","2006","Total","17000","0.1908","EDD_CES"
"Marin","2007","Total","18100","0.2031","EDD_CES"
"Marin","2008","Total","18800","0.211","EDD_CES"
"Marin","2009","Total","12200","0.1369","EDD_CES"
"Marin","2010","Total","11700","0.1313","EDD_CES"
"Marin","2011","Total","13700","0.1538","EDD_CES"
"Marin","2012","Total","16800","0.1886","EDD_CES"
"Marin","2013","Total","20600","0.2312","EDD_CES"
"Marin","2014","Total","21900","0.2458","EDD_CES"
"Marin","2015","Total","23300","0.2615","EDD_CES"
"Marin","2016","Total","25500","0.2862","EDD_CES"
"Marin","2017","Total","27100","0.3042","EDD_CES"
"Napa","1990","Total","0","0.00","EDD_CES"
"Napa","1991","Total","900","0.02","EDD_CES"
"Napa","1992","Total","1600","0.0355","EDD_CES"
"Napa","1993","Total","1700","0.0377","EDD_CES"
"Napa","1994","Total","2000","0.0443","EDD_CES"
"Napa","1995","Total","3800","0.0843","EDD_CES"
"Napa","1996","Total","7100","0.1574","EDD_CES"
"Napa","1997","Total","9400","0.2084","EDD_CES"
"Napa","1998","Total","12500","0.2772","EDD_CES"
"Napa","1999","Total","15400","0.3415","EDD_CES"
"Napa","2000","Total","17300","0.3836","EDD_CES"
"Napa","2001","Total","21300","0.4723","EDD_CES"
"Napa","2002","Total","20900","0.4634","EDD_CES"
"Napa","2003","Total","20500","0.4545","EDD_CES"
"Napa","2004","Total","20900","0.4634","EDD_CES"
"Napa","2005","Total","21600","0.4789","EDD_CES"
"Napa","2006","Total","22900","0.5078","EDD_CES"
"Napa","2007","Total","24500","0.5432","EDD_CES"
"Napa","2008","Total","25400","0.5632","EDD_CES"
"Napa","2009","Total","21500","0.4767","EDD_CES"
"Napa","2010","Total","20600","0.4568","EDD_CES"
"Napa","2011","Total","21300","0.4723","EDD_CES"
"Napa","2012","Total","23500","0.5211","EDD_CES"
"Napa","2013","Total","26400","0.5854","EDD_CES"
"Napa","2014","Total","28600","0.6341","EDD_CES"
"Napa","2015","Total","30400","0.6741","EDD_CES"
"Napa","2016","Total","30800","0.6829","EDD_CES"
"Napa","2017","Total","32400","0.7184","EDD_CES"
"San Francisco","1990","Total","0","0.00","EDD_CES"
"San Francisco","1991","Total","-5700","-0.0101","EDD_CES"
"San Francisco","1992","Total","-22700","-0.0403","EDD_CES"
"San Francisco","1993","Total","-28800","-0.0511","EDD_CES"
"San Francisco","1994","Total","-38900","-0.069","EDD_CES"
"San Francisco","1995","Total","-38000","-0.0674","EDD_CES"
"San Francisco","1996","Total","-21600","-0.0383","EDD_CES"
"San Francisco","1997","Total","-2700","-0.0048","EDD_CES"
"San Francisco","1998","Total","15600","0.0277","EDD_CES"
"San Francisco","1999","Total","26300","0.0467","EDD_CES"
"San Francisco","2000","Total","45400","0.0806","EDD_CES"
"San Francisco","2001","Total","22000","0.039","EDD_CES"
"San Francisco","2002","Total","-17400","-0.0309","EDD_CES"
"San Francisco","2003","Total","-36700","-0.0651","EDD_CES"
"San Francisco","2004","Total","-43200","-0.0767","EDD_CES"
"San Francisco","2005","Total","-34600","-0.0614","EDD_CES"
"San Francisco","2006","Total","-21300","-0.0378","EDD_CES"
"San Francisco","2007","Total","-5400","-0.0096","EDD_CES"
"San Francisco","2008","Total","6100","0.0108","EDD_CES"
"San Francisco","2009","Total","-18500","-0.0328","EDD_CES"
"San Francisco","2010","Total","-19800","-0.0351","EDD_CES"
"San Francisco","2011","Total","-6000","-0.0106","EDD_CES"
"San Francisco","2012","Total","22900","0.0406","EDD_CES"
"San Francisco","2013","Total","43700","0.0775","EDD_CES"
"San Francisco","2014","Total","70100","0.1244","EDD_CES"
