"geo_name","year","industry","difference_1990","percentchange_1990","source"
"Bay Area","1990","Total","0","0.00","EDD_CES"
"Bay Area","1991","Total","-3200","-0.0011","EDD_CES"
"Bay Area","1992","Total","-48500","-0.0164","EDD_CES"
"Bay Area","1993","Total","-46100","-0.0155","EDD_CES"
"Bay Area","1994","Total","-46500","-0.0157","EDD_CES"
"Bay Area","1995","Total","23000","0.0078","EDD_CES"
"Bay Area","1996","Total","133200","0.0449","EDD_CES"
"Bay Area","1997","Total","261700","0.0882","EDD_CES"
"Bay Area","1998","Total","367300","0.1238","EDD_CES"
"Bay Area","1999","Total","452400","0.1525","EDD_CES"
"Bay Area","2000","Total","597500","0.2014","EDD_CES"
"Bay Area","2001","Total","560800","0.1891","EDD_CES"
"Bay Area","2002","Total","379200","0.1278","EDD_CES"
"Bay Area","2003","Total","287100","0.0968","EDD_CES"
"Bay Area","2004","Total","274600","0.0926","EDD_CES"
"Bay Area","2005","Total","305700","0.1031","EDD_CES"
"Bay Area","2006","Total","365900","0.1234","EDD_CES"
"Bay Area","2007","Total","416400","0.1404","EDD_CES"
"Bay Area","2008","Total","415700","0.1401","EDD_CES"
"Bay Area","2009","Total","228000","0.0769","EDD_CES"
"Bay Area","2010","Total","189200","0.0638","EDD_CES"
"Bay Area","2011","Total","246500","0.0831","EDD_CES"
"Bay Area","2012","Total","361300","0.1218","EDD_CES"
"Bay Area","2013","Total","480300","0.1619","EDD_CES"
"Bay Area","2014","Total","604900","0.2039","EDD_CES"
"Bay Area","2015","Total","740300","0.2496","EDD_CES"
"Bay Area","2016","Total","864400","0.2914","EDD_CES"
"Bay Area","2017","Total","950900","0.3206","EDD_CES"
"Bay Area","1990","Farm","0","0.00","EDD_CES"
"Bay Area","1991","Farm","0","0.00","EDD_CES"
"Bay Area","1992","Farm","100","0.0045","EDD_CES"
"Bay Area","1993","Farm","900","0.0404","EDD_CES"
"Bay Area","1994","Farm","100","0.0045","EDD_CES"
"Bay Area","1995","Farm","-1200","-0.0538","EDD_CES"
"Bay Area","1996","Farm","100","0.0045","EDD_CES"
"Bay Area","1997","Farm","1000","0.0448","EDD_CES"
"Bay Area","1998","Farm","1600","0.0717","EDD_CES"
"Bay Area","1999","Farm","1900","0.0852","EDD_CES"
"Bay Area","2000","Farm","3500","0.157","EDD_CES"
"Bay Area","2001","Farm","3400","0.1525","EDD_CES"
"Bay Area","2002","Farm","2400","0.1076","EDD_CES"
"Bay Area","2003","Farm","700","0.0314","EDD_CES"
"Bay Area","2004","Farm","-1100","-0.0493","EDD_CES"
"Bay Area","2005","Farm","-1700","-0.0762","EDD_CES"
"Bay Area","2006","Farm","-2100","-0.0942","EDD_CES"
"Bay Area","2007","Farm","-1900","-0.0852","EDD_CES"
"Bay Area","2008","Farm","-2200","-0.0987","EDD_CES"
"Bay Area","2009","Farm","-2500","-0.1121","EDD_CES"
"Bay Area","2010","Farm","-3100","-0.139","EDD_CES"
"Bay Area","2011","Farm","-3200","-0.1435","EDD_CES"
"Bay Area","2012","Farm","-3100","-0.139","EDD_CES"
"Bay Area","2013","Farm","-2400","-0.1076","EDD_CES"
"Bay Area","2014","Farm","-2300","-0.1031","EDD_CES"
"Bay Area","2015","Farm","-2300","-0.1031","EDD_CES"
"Bay Area","2016","Farm","-1900","-0.0852","EDD_CES"
"Bay Area","2017","Farm","-2000","-0.0897","EDD_CES"
"Bay Area","1990","MLC","0","0.00","EDD_CES"
"Bay Area","1991","MLC","-8900","-0.0648","EDD_CES"
"Bay Area","1992","MLC","-18100","-0.1318","EDD_CES"
"Bay Area","1993","MLC","-22800","-0.1661","EDD_CES"
"Bay Area","1994","MLC","-22600","-0.1646","EDD_CES"
"Bay Area","1995","MLC","-15800","-0.1151","EDD_CES"
"Bay Area","1996","MLC","-3600","-0.0262","EDD_CES"
"Bay Area","1997","MLC","9800","0.0714","EDD_CES"
"Bay Area","1998","MLC","23500","0.1712","EDD_CES"
"Bay Area","1999","MLC","40000","0.2913","EDD_CES"
"Bay Area","2000","MLC","53000","0.386","EDD_CES"
"Bay Area","2001","MLC","60400","0.4399","EDD_CES"
"Bay Area","2002","MLC","48200","0.3511","EDD_CES"
"Bay Area","2003","MLC","44100","0.3212","EDD_CES"
"Bay Area","2004","MLC","48600","0.354","EDD_CES"
