"city","county","year","median_contract_rent","median_contract_rent_ia","median_contract_rent_perchg1970","median_contract_rent_ia_perchg1970","source"
"Fairfax","Marin County","1990","698","1453","3.98","0.42","Census_1990"
"Fairfax","Marin County","2000","1046","1596","6.46","0.56","Census_2000"
"Fairfax","Marin County","2009","1595","1954","10.37","0.91","ACS_5YR"
"Fairfax","Marin County","2010","1559","1884","10.11","0.84","ACS_5YR"
"Fairfax","Marin County","2011","1560","1838","10.12","0.8","ACS_5YR"
"Fairfax","Marin County","2012","1553","1782","10.07","0.74","ACS_5YR"
"Fairfax","Marin County","2013","1510","1694","9.76","0.66","ACS_5YR"
"Fairfax","Marin County","2014","1487","1622","9.6","0.59","ACS_5YR"
"Fairfax","Marin County","2015","1610","1712","10.48","0.67","ACS_5YR"
"Fairfax","Marin County","2016","1568","1619","10.18","0.58","ACS_5YR"
"Fairfax","Marin County","2017","1755","1755","11.51","0.72","ACS_5YR"
"Fairfield","Solano County","1970","124","907","0","0","Census_1970_imputed"
"Fairfield","Solano County","1980","221","756","0.78","-0.17","Census_1980"
"Fairfield","Solano County","1990","501","1043","3.03","0.15","Census_1990"
"Fairfield","Solano County","2000","693","1057","4.57","0.17","Census_2000"
"Fairfield","Solano County","2009","1032","1264","7.3","0.39","ACS_5YR"
"Fairfield","Solano County","2010","1042","1259","7.38","0.39","ACS_5YR"
"Fairfield","Solano County","2011","1091","1285","7.77","0.42","ACS_5YR"
"Fairfield","Solano County","2012","1132","1299","8.1","0.43","ACS_5YR"
"Fairfield","Solano County","2013","1146","1286","8.21","0.42","ACS_5YR"
"Fairfield","Solano County","2014","1174","1281","8.44","0.41","ACS_5YR"
"Fairfield","Solano County","2015","1177","1251","8.46","0.38","ACS_5YR"
"Fairfield","Solano County","2016","1224","1263","8.84","0.39","ACS_5YR"
"Fairfield","Solano County","2017","1282","1282","9.31","0.41","ACS_5YR"
"Foster City","San Mateo County","1970","233","1701","0","0","Census_1970_imputed"
"Foster City","San Mateo County","1980","399","1364","0.71","-0.2","Census_1980"
"Foster City","San Mateo County","1990","947","1971","3.06","0.16","Census_1990"
"Foster City","San Mateo County","2000","1556","2374","5.67","0.4","Census_2000"
"Foster City","San Mateo County","2009","1740","2132","6.46","0.25","ACS_5YR"
"Foster City","San Mateo County","2010","1816","2195","6.79","0.29","ACS_5YR"
"Foster City","San Mateo County","2011","1865","2197","7","0.29","ACS_5YR"
"Foster City","San Mateo County","2012","1897","2176","7.13","0.28","ACS_5YR"
"Foster City","San Mateo County","2013","1938","2175","7.31","0.28","ACS_5YR"
"Foster City","San Mateo County","2014","2001","2183","7.58","0.28","ACS_5YR"
"Foster City","San Mateo County","2015","2216","2356","8.5","0.39","ACS_5YR"
"Foster City","San Mateo County","2016","2431","2509","9.42","0.48","ACS_5YR"
"Foster City","San Mateo County","2017","2652","2652","10.37","0.56","ACS_5YR"
"Fremont","Alameda County","1970","155","1132","0","0","Census_1970_imputed"
"Fremont","Alameda County","1980","310","1060","1","-0.06","Census_1980"
"Fremont","Alameda County","1990","732","1523","3.71","0.35","Census_1990"
"Fremont","Alameda County","2000","1119","1707","6.21","0.51","Census_2000"
"Fremont","Alameda County","2009","1353","1658","7.71","0.46","ACS_5YR"
"Fremont","Alameda County","2010","1373","1659","7.84","0.47","ACS_5YR"
"Fremont","Alameda County","2011","1416","1668","8.12","0.47","ACS_5YR"
"Fremont","Alameda County","2012","1429","1639","8.2","0.45","ACS_5YR"
"Fremont","Alameda County","2013","1467","1646","8.45","0.45","ACS_5YR"
"Fremont","Alameda County","2014","1556","1698","9.02","0.5","ACS_5YR"
"Fremont","Alameda County","2015","1651","1755","9.63","0.55","ACS_5YR"
"Fremont","Alameda County","2016","1773","1830","10.42","0.62","ACS_5YR"
"Fremont","Alameda County","2017","1908","1908","11.29","0.69","ACS_5YR"
"Gilroy","Santa Clara County","1970","86","627","0","0","Census_1970_imputed"
"Gilroy","Santa Clara County","1980","240","821","1.79","0.31","Census_1980"
"Gilroy","Santa Clara County","1990","604","1257","6.03","1.01","Census_1990"
"Gilroy","Santa Clara County","2000","852","1300","8.92","1.07","Census_2000"
"Gilroy","Santa Clara County","2009","1116","1367","11.99","1.18","ACS_5YR"
"Gilroy","Santa Clara County","2010","1094","1322","11.73","1.11","ACS_5YR"
"Gilroy","Santa Clara County","2011","1154","1359","12.43","1.17","ACS_5YR"
"Gilroy","Santa Clara County","2012","1209","1387","13.07","1.21","ACS_5YR"
"Gilroy","Santa Clara County","2013","1236","1387","13.38","1.21","ACS_5YR"
"Gilroy","Santa Clara County","2014","1266","1381","13.73","1.2","ACS_5YR"
"Gilroy","Santa Clara County","2015","1338","1423","14.57","1.27","ACS_5YR"
"Gilroy","Santa Clara County","2016","1402","1447","15.32","1.31","ACS_5YR"
"Gilroy","Santa Clara County","2017","1480","1480","16.22","1.36","ACS_5YR"
"Half Moon Bay","San Mateo County","1970","103","753","0","0","Census_1970_imputed"
"Half Moon Bay","San Mateo County","1980","330","1128","2.2","0.5","Census_1980"
"Half Moon Bay","San Mateo County","1990","811","1688","6.85","1.24","Census_1990"
"Half Moon Bay","San Mateo County","2000","1135","1732","9.99","1.3","Census_2000"
"Half Moon Bay","San Mateo County","2009","1436","1759","12.91","1.34","ACS_5YR"
"Half Moon Bay","San Mateo County","2010","1392","1682","12.48","1.23","ACS_5YR"
"Half Moon Bay","San Mateo County","2011","1470","1732","13.23","1.3","ACS_5YR"
"Half Moon Bay","San Mateo County","2012","1474","1691","13.27","1.25","ACS_5YR"
"Half Moon Bay","San Mateo County","2013","1506","1690","13.58","1.24","ACS_5YR"
"Half Moon Bay","San Mateo County","2014","1775","1937","16.19","1.57","ACS_5YR"
"Half Moon Bay","San Mateo County","2015","1835","1951","16.77","1.59","ACS_5YR"
"Half Moon Bay","San Mateo County","2016","1875","1935","17.16","1.57","ACS_5YR"
"Half Moon Bay","San Mateo County","2017","1800","1800","16.43","1.39","ACS_5YR"
"Hayward","Alameda County","1970","141","1025","0","0","Census_1970_imputed"
"Hayward","Alameda County","1980","273","934","0.94","-0.09","Census_1980"
"Hayward","Alameda County","1990","629","1309","3.47","0.28","Census_1990"
"Hayward","Alameda County","2000","849","1295","5.04","0.26","Census_2000"
"Hayward","Alameda County","2009","1126","1380","7.01","0.35","ACS_5YR"
"Hayward","Alameda County","2010","1138","1375","7.09","0.34","ACS_5YR"
"Hayward","Alameda County","2011","1164","1371","7.28","0.34","ACS_5YR"
"Hayward","Alameda County","2012","1183","1357","7.41","0.32","ACS_5YR"
"Hayward","Alameda County","2013","1203","1350","7.56","0.32","ACS_5YR"
"Hayward","Alameda County","2014","1226","1338","7.72","0.3","ACS_5YR"
"Hayward","Alameda County","2015","1262","1342","7.98","0.31","ACS_5YR"
"Hayward","Alameda County","2016","1338","1381","8.52","0.35","ACS_5YR"
"Hayward","Alameda County","2017","1457","1457","9.36","0.42","ACS_5YR"
"Healdsburg","Sonoma County","1970","80","583","0","0","Census_1970_imputed"
"Healdsburg","Sonoma County","1980","250","855","2.13","0.47","Census_1980"
"Healdsburg","Sonoma County","1990","539","1122","5.74","0.92","Census_1990"
"Healdsburg","Sonoma County","2000","740","1129","8.25","0.94","Census_2000"
"Healdsburg","Sonoma County","2009","1046","1282","12.08","1.2","ACS_5YR"
"Healdsburg","Sonoma County","2010","1005","1215","11.56","1.08","ACS_5YR"
"Healdsburg","Sonoma County","2011","1076","1267","12.45","1.17","ACS_5YR"
"Healdsburg","Sonoma County","2012","1103","1265","12.79","1.17","ACS_5YR"
"Healdsburg","Sonoma County","2013","1134","1272","13.18","1.18","ACS_5YR"
"Healdsburg","Sonoma County","2014","1184","1292","13.8","1.21","ACS_5YR"
"Healdsburg","Sonoma County","2015","1221","1298","14.26","1.23","ACS_5YR"
"Healdsburg","Sonoma County","2016","1270","1311","14.88","1.25","ACS_5YR"
"Healdsburg","Sonoma County","2017","1350","1350","15.88","1.31","ACS_5YR"
"Hercules","Contra Costa County","1970",,,,,"Census_1970_imputed"
"Hercules","Contra Costa County","1980","478","1634",,,"Census_1980"
"Hercules","Contra Costa County","1990","880","1831",,,"Census_1990"
"Hercules","Contra Costa County","2000","987","1506",,,"Census_2000"
"Hercules","Contra Costa County","2009","1401","1716",,,"ACS_5YR"
"Hercules","Contra Costa County","2010","1383","1672",,,"ACS_5YR"
"Hercules","Contra Costa County","2011","1375","1620",,,"ACS_5YR"
"Hercules","Contra Costa County","2012","1490","1709",,,"ACS_5YR"
"Hercules","Contra Costa County","2013","1437","1612",,,"ACS_5YR"
"Hercules","Contra Costa County","2014","1445","1577",,,"ACS_5YR"
"Hercules","Contra Costa County","2015","1481","1575",,,"ACS_5YR"
"Hercules","Contra Costa County","2016","1603","1655",,,"ACS_5YR"
"Hercules","Contra Costa County","2017","1704","1704",,,"ACS_5YR"
"Hillsborough","San Mateo County","1970","270","1969","0","0","Census_1970_imputed"
"Hillsborough","San Mateo County","1980","501","1713","0.86","-0.13","Census_1980"
"Hillsborough","San Mateo County","1990","1001","2083","2.71","0.06","Census_1990"
"Hillsborough","San Mateo County","2000","2001","3053","6.41","0.55","Census_2000"
"Hillsborough","San Mateo County","2009","2001","2452","6.41","0.25","ACS_5YR"
"Hillsborough","San Mateo County","2010","2001","2418","6.41","0.23","ACS_5YR"
"Hillsborough","San Mateo County","2011","2001","2357","6.41","0.2","ACS_5YR"
"Hillsborough","San Mateo County","2012","2001","2296","6.41","0.17","ACS_5YR"
"Hillsborough","San Mateo County","2013","2001","2245","6.41","0.14","ACS_5YR"
"Hillsborough","San Mateo County","2014","2001","2183","6.41","0.11","ACS_5YR"
"Hillsborough","San Mateo County","2015","2500","2658","8.26","0.35","ACS_5YR"
"Hillsborough","San Mateo County","2016","2297","2371","7.51","0.2","ACS_5YR"
"Hillsborough","San Mateo County","2017","2639","2639","8.77","0.34","ACS_5YR"
"Lafayette","Contra Costa County","1970","159","1160","0","0","Census_1970_imputed"
"Lafayette","Contra Costa County","1980","312","1067","0.96","-0.08","Census_1980"
"Lafayette","Contra Costa County","1990","714","1486","3.49","0.28","Census_1990"
"Lafayette","Contra Costa County","2000","1000","1526","5.28","0.31","Census_2000"
"Lafayette","Contra Costa County","2009","1379","1690","7.67","0.46","ACS_5YR"
"Lafayette","Contra Costa County","2010","1370","1656","7.61","0.43","ACS_5YR"
"Lafayette","Contra Costa County","2011","1433","1688","8.01","0.45","ACS_5YR"
"Lafayette","Contra Costa County","2012","1508","1730","8.48","0.49","ACS_5YR"
"Lafayette","Contra Costa County","2013","1502","1685","8.44","0.45","ACS_5YR"
"Lafayette","Contra Costa County","2014","1598","1743","9.04","0.5","ACS_5YR"
"Lafayette","Contra Costa County","2015","1681","1787","9.56","0.54","ACS_5YR"
"Lafayette","Contra Costa County","2016","1731","1787","9.88","0.54","ACS_5YR"
"Lafayette","Contra Costa County","2017","1805","1805","10.34","0.56","ACS_5YR"
"Larkspur","Marin County","1970","184","1342","0","0","Census_1970_imputed"
"Larkspur","Marin County","1980","380","1299","1.07","-0.03","Census_1980"
"Larkspur","Marin County","1990","842","1752","3.58","0.31","Census_1990"
"Larkspur","Marin County","2000","1266","1931","5.88","0.44","Census_2000"
"Larkspur","Marin County","2009","1474","1806","7.01","0.35","ACS_5YR"
"Larkspur","Marin County","2010","1502","1815","7.16","0.35","ACS_5YR"
"Larkspur","Marin County","2011","1633","1924","7.88","0.43","ACS_5YR"
"Larkspur","Marin County","2012","1671","1917","8.08","0.43","ACS_5YR"
"Larkspur","Marin County","2013","1750","1964","8.51","0.46","ACS_5YR"
"Larkspur","Marin County","2014","1765","1926","8.59","0.44","ACS_5YR"
"Larkspur","Marin County","2015","1771","1883","8.63","0.4","ACS_5YR"
"Larkspur","Marin County","2016","1824","1883","8.91","0.4","ACS_5YR"
"Larkspur","Marin County","2017","1932","1932","9.5","0.44","ACS_5YR"
"Livermore","Alameda County","1970","137","995","0","0","Census_1970_imputed"
"Livermore","Alameda County","1980","291","995","1.13","0","Census_1980"
"Livermore","Alameda County","1990","680","1415","3.98","0.42","Census_1990"
"Livermore","Alameda County","2000","949","1448","5.95","0.45","Census_2000"
"Livermore","Alameda County","2009","1172","1436","7.59","0.44","ACS_5YR"
"Livermore","Alameda County","2010","1185","1432","7.68","0.44","ACS_5YR"
"Livermore","Alameda County","2011","1235","1455","8.05","0.46","ACS_5YR"
"Livermore","Alameda County","2012","1274","1462","8.33","0.47","ACS_5YR"
"Livermore","Alameda County","2013","1309","1469","8.59","0.48","ACS_5YR"
"Livermore","Alameda County","2014","1381","1507","9.12","0.51","ACS_5YR"
"Livermore","Alameda County","2015","1460","1552","9.7","0.56","ACS_5YR"
"Livermore","Alameda County","2016","1534","1583","10.24","0.59","ACS_5YR"
"Livermore","Alameda County","2017","1641","1641","11.02","0.65","ACS_5YR"
"Los Altos","Santa Clara County","1970","192","1399","0","0","Census_1970_imputed"
"Los Altos","Santa Clara County","1980","428","1464","1.23","0.05","Census_1980"
"Los Altos","Santa Clara County","1990","1001","2083","4.22","0.49","Census_1990"
"Los Altos","Santa Clara County","2000","1673","2552","7.72","0.82","Census_2000"
"Los Altos","Santa Clara County","2009","1980","2426","9.32","0.73","ACS_5YR"
"Los Altos","Santa Clara County","2010","1954","2362","9.18","0.69","ACS_5YR"
"Los Altos","Santa Clara County","2011","1973","2324","9.28","0.66","ACS_5YR"
"Los Altos","Santa Clara County","2012","2001","2296","9.43","0.64","ACS_5YR"
"Los Altos","Santa Clara County","2013","1996","2240","9.4","0.6","ACS_5YR"
"Los Altos","Santa Clara County","2014","1998","2180","9.41","0.56","ACS_5YR"
"Los Altos","Santa Clara County","2015","2223","2364","10.58","0.69","ACS_5YR"
"Los Altos","Santa Clara County","2016","2517","2598","12.12","0.86","ACS_5YR"
"Los Altos","Santa Clara County","2017","2822","2822","13.7","1.02","ACS_5YR"
"Los Altos Hills","Santa Clara County","1970","181","1320","0","0","Census_1970_imputed"
"Los Altos Hills","Santa Clara County","1980","381","1303","1.11","-0.01","Census_1980"
"Los Altos Hills","Santa Clara County","1990","1001","2083","4.53","0.58","Census_1990"
"Los Altos Hills","Santa Clara County","2000","1646","2511","8.09","0.9","Census_2000"
"Los Altos Hills","Santa Clara County","2009","1932","2367","9.67","0.79","ACS_5YR"
"Los Altos Hills","Santa Clara County","2010","1938","2342","9.71","0.77","ACS_5YR"
"Los Altos Hills","Santa Clara County","2011","2001","2357","10.06","0.79","ACS_5YR"
"Los Altos Hills","Santa Clara County","2012","2001","2296","10.06","0.74","ACS_5YR"
"Los Altos Hills","Santa Clara County","2013","2001","2245","10.06","0.7","ACS_5YR"
"Los Altos Hills","Santa Clara County","2014","2001","2183","10.06","0.65","ACS_5YR"
"Los Altos Hills","Santa Clara County","2015","2491","2649","12.76","1.01","ACS_5YR"
"Los Altos Hills","Santa Clara County","2016","1856","1916","9.25","0.45","ACS_5YR"
"Los Altos Hills","Santa Clara County","2017","2160","2160","10.93","0.64","ACS_5YR"
"Los Gatos","Santa Clara County","1970","154","1121","0","0","Census_1970_imputed"
"Los Gatos","Santa Clara County","1980","352","1204","1.29","0.07","Census_1980"
"Los Gatos","Santa Clara County","1990","800","1665","4.2","0.49","Census_1990"
"Los Gatos","Santa Clara County","2000","1225","1869","6.97","0.67","Census_2000"
"Los Gatos","Santa Clara County","2009","1413","1731","8.19","0.54","ACS_5YR"
"Los Gatos","Santa Clara County","2010","1504","1818","8.78","0.62","ACS_5YR"
"Los Gatos","Santa Clara County","2011","1665","1961","9.83","0.75","ACS_5YR"
"Los Gatos","Santa Clara County","2012","1677","1924","9.91","0.72","ACS_5YR"
"Los Gatos","Santa Clara County","2013","1637","1837","9.65","0.64","ACS_5YR"
"Los Gatos","Santa Clara County","2014","1705","1860","10.09","0.66","ACS_5YR"
"Los Gatos","Santa Clara County","2015","1723","1832","10.21","0.63","ACS_5YR"
"Los Gatos","Santa Clara County","2016","1806","1864","10.75","0.66","ACS_5YR"
"Los Gatos","Santa Clara County","2017","1961","1961","11.76","0.75","ACS_5YR"
"Martinez","Contra Costa County","1970","83","605","0","0","Census_1970_imputed"
"Martinez","Contra Costa County","1980","244","834","1.94","0.38","Census_1980"
"Martinez","Contra Costa County","1990","603","1255","6.27","1.07","Census_1990"
"Martinez","Contra Costa County","2000","810","1236","8.76","1.04","Census_2000"
"Martinez","Contra Costa County","2009","1095","1342","12.19","1.22","ACS_5YR"
"Martinez","Contra Costa County","2010","1141","1379","12.75","1.28","ACS_5YR"
"Martinez","Contra Costa County","2011","1200","1414","13.46","1.34","ACS_5YR"
"Martinez","Contra Costa County","2012","1233","1414","13.86","1.34","ACS_5YR"
"Martinez","Contra Costa County","2013","1300","1459","14.66","1.41","ACS_5YR"
"Martinez","Contra Costa County","2014","1345","1467","15.2","1.42","ACS_5YR"
"Martinez","Contra Costa County","2015","1355","1441","15.33","1.38","ACS_5YR"
"Martinez","Contra Costa County","2016","1428","1474","16.2","1.44","ACS_5YR"
"Martinez","Contra Costa County","2017","1537","1537","17.52","1.54","ACS_5YR"
"Menlo Park","San Mateo County","1970","157","1148","0","0","Census_1970_imputed"
"Menlo Park","San Mateo County","1980","330","1128","1.1","-0.02","Census_1980"
"Menlo Park","San Mateo County","1990","803","1671","4.1","0.46","Census_1990"
"Menlo Park","San Mateo County","2000","1247","1902","6.92","0.66","Census_2000"
"Menlo Park","San Mateo County","2009","1576","1931","9.02","0.68","ACS_5YR"
"Menlo Park","San Mateo County","2010","1637","1979","9.4","0.72","ACS_5YR"
"Menlo Park","San Mateo County","2011","1673","1971","9.63","0.72","ACS_5YR"
"Menlo Park","San Mateo County","2012","1652","1895","9.5","0.65","ACS_5YR"
"Menlo Park","San Mateo County","2013","1725","1936","9.96","0.69","ACS_5YR"
"Menlo Park","San Mateo County","2014","1770","1931","10.25","0.68","ACS_5YR"
"Menlo Park","San Mateo County","2015","1817","1932","10.55","0.68","ACS_5YR"
"Menlo Park","San Mateo County","2016","1874","1934","10.91","0.69","ACS_5YR"
"Menlo Park","San Mateo County","2017","1993","1993","11.67","0.74","ACS_5YR"
"Mill Valley","Marin County","1970","167","1217","0","0","Census_1970_imputed"
"Mill Valley","Marin County","1980","374","1279","1.24","0.05","Census_1980"
"Mill Valley","Marin County","1990","836","1740","4.01","0.43","Census_1990"
"Mill Valley","Marin County","2000","1189","1814","6.13","0.49","Census_2000"
"Mill Valley","Marin County","2009","1535","1881","8.2","0.55","ACS_5YR"
"Mill Valley","Marin County","2010","1627","1966","8.75","0.62","ACS_5YR"
"Mill Valley","Marin County","2011","1789","2107","9.72","0.73","ACS_5YR"
"Mill Valley","Marin County","2012","1755","2013","9.52","0.65","ACS_5YR"
"Mill Valley","Marin County","2013","1738","1950","9.42","0.6","ACS_5YR"
"Mill Valley","Marin County","2014","1931","2107","10.57","0.73","ACS_5YR"
"Mill Valley","Marin County","2015","1802","1916","9.8","0.57","ACS_5YR"
"Mill Valley","Marin County","2016","1931","1993","10.57","0.64","ACS_5YR"
"Mill Valley","Marin County","2017","2006","2006","11.02","0.65","ACS_5YR"
"Millbrae","San Mateo County","1970","171","1249","0","0","Census_1970_imputed"
"Millbrae","San Mateo County","1980","330","1128","0.93","-0.1","Census_1980"
"Millbrae","San Mateo County","1990","770","1603","3.5","0.28","Census_1990"
"Millbrae","San Mateo County","2000","1115","1701","5.51","0.36","Census_2000"
"Millbrae","San Mateo County","2009","1318","1615","6.7","0.29","ACS_5YR"
"Millbrae","San Mateo County","2010","1350","1632","6.88","0.31","ACS_5YR"
"Millbrae","San Mateo County","2011","1466","1727","7.56","0.38","ACS_5YR"
"Millbrae","San Mateo County","2012","1538","1764","7.98","0.41","ACS_5YR"
"Millbrae","San Mateo County","2013","1636","1836","8.55","0.47","ACS_5YR"
"Millbrae","San Mateo County","2014","1680","1833","8.81","0.47","ACS_5YR"
"Millbrae","San Mateo County","2015","1762","1873","9.29","0.5","ACS_5YR"
"Millbrae","San Mateo County","2016","1857","1917","9.85","0.54","ACS_5YR"
"Millbrae","San Mateo County","2017","2002","2002","10.69","0.6","ACS_5YR"
"Milpitas","Santa Clara County","1970","152","1109","0","0","Census_1970_imputed"
"Milpitas","Santa Clara County","1980","349","1193","1.29","0.08","Census_1980"
"Milpitas","Santa Clara County","1990","802","1669","4.27","0.5","Census_1990"
"Milpitas","Santa Clara County","2000","1193","1820","6.84","0.64","Census_2000"
"Milpitas","Santa Clara County","2009","1405","1721","8.24","0.55","ACS_5YR"
"Milpitas","Santa Clara County","2010","1445","1746","8.5","0.57","ACS_5YR"
"Milpitas","Santa Clara County","2011","1527","1799","9.04","0.62","ACS_5YR"
"Milpitas","Santa Clara County","2012","1589","1823","9.45","0.64","ACS_5YR"
"Milpitas","Santa Clara County","2013","1620","1818","9.65","0.64","ACS_5YR"
"Milpitas","Santa Clara County","2014","1696","1850","10.15","0.67","ACS_5YR"
"Milpitas","Santa Clara County","2015","1762","1873","10.58","0.69","ACS_5YR"
"Milpitas","Santa Clara County","2016","1884","1945","11.39","0.75","ACS_5YR"
"Milpitas","Santa Clara County","2017","2016","2016","12.25","0.82","ACS_5YR"
"Monte Sereno","Santa Clara County","1970","145","1061","0","0","Census_1970_imputed"
"Monte Sereno","Santa Clara County","1980","419","1433","1.88","0.35","Census_1980"
"Monte Sereno","Santa Clara County","1990","991","2062","5.81","0.94","Census_1990"
"Monte Sereno","Santa Clara County","2000","1483","2263","9.19","1.13","Census_2000"
"Monte Sereno","Santa Clara County","2009","2001","2452","12.75","1.31","ACS_5YR"
"Monte Sereno","Santa Clara County","2010","2001","2418","12.75","1.28","ACS_5YR"
"Monte Sereno","Santa Clara County","2011","2001","2357","12.75","1.22","ACS_5YR"
"Monte Sereno","Santa Clara County","2012","1878","2154","11.91","1.03","ACS_5YR"
"Monte Sereno","Santa Clara County","2013","1849","2075","11.71","0.96","ACS_5YR"
"Monte Sereno","Santa Clara County","2014","1873","2044","11.87","0.93","ACS_5YR"
"Monte Sereno","Santa Clara County","2015","1938","2061","12.32","0.94","ACS_5YR"
"Monte Sereno","Santa Clara County","2016","1868","1928","11.84","0.82","ACS_5YR"
"Monte Sereno","Santa Clara County","2017","1911","1911","12.13","0.8","ACS_5YR"
"Moraga","Contra Costa County","1970","199","1451","0","0","Census_1970_imputed"
"Moraga","Contra Costa County","1980","393","1344","0.97","-0.07","Census_1980"
"Moraga","Contra Costa County","1990","833","1734","3.19","0.19","Census_1990"
"Moraga","Contra Costa County","2000","1084","1654","4.45","0.14","Census_2000"
"Moraga","Contra Costa County","2009","1672","2048","7.4","0.41","ACS_5YR"
"Moraga","Contra Costa County","2010","1610","1946","7.09","0.34","ACS_5YR"
"Moraga","Contra Costa County","2011","1656","1951","7.32","0.34","ACS_5YR"
"Moraga","Contra Costa County","2012","1622","1861","7.15","0.28","ACS_5YR"
"Moraga","Contra Costa County","2013","1711","1920","7.6","0.32","ACS_5YR"
"Moraga","Contra Costa County","2014","1792","1955","8","0.35","ACS_5YR"
"Moraga","Contra Costa County","2015","1734","1844","7.71","0.27","ACS_5YR"
"Moraga","Contra Costa County","2016","1829","1888","8.19","0.3","ACS_5YR"
"Moraga","Contra Costa County","2017","1844","1844","8.27","0.27","ACS_5YR"
"Morgan Hill","Santa Clara County","1970","108","786","0","0","Census_1970_imputed"
"Morgan Hill","Santa Clara County","1980","279","954","1.59","0.21","Census_1980"
"Morgan Hill","Santa Clara County","1990","718","1494","5.66","0.9","Census_1990"
"Morgan Hill","Santa Clara County","2000","1025","1564","8.51","0.99","Census_2000"
"Morgan Hill","Santa Clara County","2009","1229","1506","10.4","0.92","ACS_5YR"
"Morgan Hill","Santa Clara County","2010","1275","1541","10.83","0.96","ACS_5YR"
"Morgan Hill","Santa Clara County","2011","1333","1570","11.37","1","ACS_5YR"
"Morgan Hill","Santa Clara County","2012","1415","1623","12.13","1.07","ACS_5YR"
"Morgan Hill","Santa Clara County","2013","1458","1636","12.53","1.08","ACS_5YR"
"Morgan Hill","Santa Clara County","2014","1523","1662","13.13","1.11","ACS_5YR"
"Morgan Hill","Santa Clara County","2015","1542","1640","13.31","1.09","ACS_5YR"
"Morgan Hill","Santa Clara County","2016","1560","1610","13.48","1.05","ACS_5YR"
"Morgan Hill","Santa Clara County","2017","1571","1571","13.58","1","ACS_5YR"
"Mountain View","Santa Clara County","1970","158","1153","0","0","Census_1970_imputed"
"Mountain View","Santa Clara County","1980","312","1067","0.97","-0.07","Census_1980"
"Mountain View","Santa Clara County","1990","715","1488","3.52","0.29","Census_1990"
"Mountain View","Santa Clara County","2000","786","1199","3.97","0.04","Census_2000"
"Mountain View","Santa Clara County","2009","1328","1627","7.4","0.41","ACS_5YR"
"Mountain View","Santa Clara County","2010","1354","1636","7.56","0.42","ACS_5YR"
"Mountain View","Santa Clara County","2011","1407","1657","7.9","0.44","ACS_5YR"
"Mountain View","Santa Clara County","2012","1463","1678","8.25","0.46","ACS_5YR"
"Mountain View","Santa Clara County","2013","1539","1727","8.73","0.5","ACS_5YR"
"Mountain View","Santa Clara County","2014","1625","1773","9.28","0.54","ACS_5YR"
"Mountain View","Santa Clara County","2015","1724","1833","9.91","0.59","ACS_5YR"
"Mountain View","Santa Clara County","2016","1845","1904","10.67","0.65","ACS_5YR"
"Mountain View","Santa Clara County","2017","2005","2005","11.68","0.74","ACS_5YR"
"Napa","Napa County","1970","114","832","0","0","Census_1970_imputed"
"Napa","Napa County","1980","261","892","1.29","0.07","Census_1980"
"Napa","Napa County","1990","572","1190","4.01","0.43","Census_1990"
"Napa","Napa County","2000","754","1150","5.61","0.38","Census_2000"
"Napa","Napa County","2009","1074","1316","8.41","0.58","ACS_5YR"
"Napa","Napa County","2010","1093","1321","8.58","0.59","ACS_5YR"
"Napa","Napa County","2011","1149","1353","9.07","0.63","ACS_5YR"
"Napa","Napa County","2012","1174","1347","9.29","0.62","ACS_5YR"
"Napa","Napa County","2013","1206","1353","9.57","0.63","ACS_5YR"
"Napa","Napa County","2014","1242","1355","9.88","0.63","ACS_5YR"
"Napa","Napa County","2015","1301","1383","10.4","0.66","ACS_5YR"
"Napa","Napa County","2016","1326","1369","10.62","0.64","ACS_5YR"
"Napa","Napa County","2017","1409","1409","11.35","0.69","ACS_5YR"
"Newark","Alameda County","1970","140","1020","0","0","Census_1970_imputed"
"Newark","Alameda County","1980","317","1084","1.27","0.06","Census_1980"
"Newark","Alameda County","1990","728","1515","4.2","0.49","Census_1990"
"Newark","Alameda County","2000","1018","1553","6.28","0.52","Census_2000"
"Newark","Alameda County","2009","1315","1611","8.4","0.58","ACS_5YR"
"Newark","Alameda County","2010","1292","1562","8.24","0.53","ACS_5YR"
"Newark","Alameda County","2011","1363","1606","8.74","0.57","ACS_5YR"
"Newark","Alameda County","2012","1442","1654","9.31","0.62","ACS_5YR"
"Newark","Alameda County","2013","1474","1654","9.54","0.62","ACS_5YR"
"Newark","Alameda County","2014","1515","1653","9.83","0.62","ACS_5YR"
"Newark","Alameda County","2015","1571","1670","10.23","0.64","ACS_5YR"
"Newark","Alameda County","2016","1664","1718","10.9","0.68","ACS_5YR"
"Newark","Alameda County","2017","1804","1804","11.9","0.77","ACS_5YR"
"Novato","Marin County","1970","141","1028","0","0","Census_1970_imputed"
"Novato","Marin County","1980","333","1139","1.36","0.11","Census_1980"
"Novato","Marin County","1990","742","1544","4.26","0.5","Census_1990"
"Novato","Marin County","2000","1093","1668","6.75","0.62","Census_2000"
"Novato","Marin County","2009","1347","1650","8.55","0.6","ACS_5YR"
"Novato","Marin County","2010","1386","1675","8.83","0.63","ACS_5YR"
"Novato","Marin County","2011","1411","1662","9","0.62","ACS_5YR"
"Novato","Marin County","2012","1428","1638","9.13","0.59","ACS_5YR"
"Novato","Marin County","2013","1438","1613","9.2","0.57","ACS_5YR"
