"service_request","request_type","request_reason","date_created","date_modified","case_close_date","request_status","responsible_agency","final_address","address_councildis","status","contractor","contractor_action","rowid","final_x","final_y","longitude","latitude","geocoded_column"
"2021-775770","Property Maintenance","Property Maintenance","2021-05-12T13:44:02.000","2021-06-04T16:22:00.000","2021-06-04T11:22:00.000","Closed","Department of Code Enforcement","242 Leboeuf St","C","Resolved",,,"775770","3689922.61622","530787.959938","-90.04150087986085","29.9532244073317","(29.9532244073317, -90.04150087986085)"
"2021-775768","Property Maintenance","Property Maintenance","2021-05-12T13:43:18.000","2021-06-04T16:05:30.000","2021-06-04T11:05:30.000","Closed","Department of Code Enforcement","2922 Audubon St","B","Resolved",,,"775768","3667795.79617","531552.858819","-90.11134230410654","29.955995011113593","(29.955995011113593, -90.11134230410654)"
"2021-775721","Property Maintenance","Property Maintenance","2021-05-12T12:27:41.000","2021-06-04T16:02:21.000","2021-06-04T11:02:21.000","Closed","Department of Code Enforcement","1485 Lauradale Dr","C","Resolved",,,"775721","3692726.68048","525506.793917","-90.03283615648354","29.938615798836715","(29.938615798836715, -90.03283615648354)"
"2021-775718","Property Maintenance","Property Maintenance","2021-05-12T12:24:05.000","2021-06-04T15:35:52.000","2021-06-04T10:35:52.000","Closed","Department of Code Enforcement","4967 N Rampart St","E","Resolved",,,"775718","3695802.50192","533895.995461","-90.02282259427349","29.961586825108164","(29.961586825108164, -90.02282259427349)"
"2021-775717","Property Maintenance","Property Maintenance","2021-05-12T12:23:05.000","2021-06-04T15:20:49.000","2021-06-04T10:20:49.000","Closed","Department of Code Enforcement","5541 Providence Pl","D","Resolved",,,"775717","3688391.04156","553784.676183","-90.04552081099665","30.01650456468238","(30.01650456468238, -90.04552081099665)"
"2021-775709","Property Maintenance","Property Maintenance","2021-05-12T12:14:11.000","2021-06-04T14:06:18.000","2021-06-04T09:06:18.000","Closed","Department of Code Enforcement","7627 Burke Ave","E","Resolved",,,"775709","3705475.70884","562988.212704","-89.99120042044672","30.041271664271633","(30.041271664271633, -89.99120042044672)"
"2021-775696","Property Maintenance","Property Maintenance","2021-05-12T11:58:34.000","2021-06-04T14:01:39.000","2021-06-04T09:01:39.000","Closed","Department of Code Enforcement","7516 Woodbine Dr","E","Resolved",,,"775696","3702035.75959","561015.068126","-90.00214425363176","30.035956629371434","(30.035956629371434, -90.00214425363176)"
"2021-775695","Traffic Signals/Signs/Striping/Streetlights","Street Light Outage/Malfunction","2021-05-12T11:58:27.000","2021-06-04T10:14:11.000","2021-06-04T05:14:11.000","Closed","Department of Public Works","7531 Anne Marie Ct","E","Resolved","Royal Engineering",,"775695","3718356.8158","570845.847335","-89.9501922837457","30.06245577384913","(30.06245577384913, -89.9501922837457)"
"2021-777860","Traffic Signals/Signs/Striping/Streetlights","Street Light Outage/Malfunction","2021-05-19T12:51:27.000","2021-10-20T05:44:10.000","2021-06-04T05:00:08.000","Closed","Department of Public Works","6423 General Diaz St","A","Resolved","Royal Engineering",,"777860","3669838.2715","550149.114644","-90.10426299365677","30.00706834389824","(30.00706834389824, -90.10426299365677)"
"2021-777839","Abandoned Vehicles","Abandoned/Junk Vehicles","2021-05-19T12:21:30.000","2021-10-20T05:44:25.000","2021-06-04T00:39:00.000","Closed","Department of Public Works","2929 Banks St","B","Resolved","Richards Disposal",,"777839","3673717.87054","534917.360774","-90.0925273570839","29.965071278101945","(29.965071278101945, -90.0925273570839)"
"2021-776965","Traffic Signals/Signs/Striping/Streetlights","Street Light Outage/Malfunction","2021-05-17T09:53:28.000","2021-10-20T05:53:39.000","2021-06-04T03:58:21.000","Closed","Department of Public Works","909 Semmes St","C","Resolved","Royal Engineering",,"776965","3688528.59747","524025.1831","-90.04614245762163","29.934672215766103","(29.934672215766103, -90.04614245762163)"
"2021-775811","Property Maintenance","Property Maintenance","2021-05-12T14:52:52.000","2021-10-20T06:04:10.000","2021-06-03T19:00:00.000","Closed","Department of Code Enforcement","4826 Chrysler St","E","Resolved",,,"775811","3715189.4821","557187.682011","-89.96072138147561","30.025006104656494","(30.025006104656494, -89.96072138147561)"
"2021-775661","Property Maintenance","Property Maintenance","2021-05-12T11:16:47.000","2021-06-04T13:59:58.000","2021-06-04T08:59:58.000","Closed","Department of Code Enforcement","133 16Th St","A","Resolved",,,"775661","3665773.99546","548442.797778","-90.11716041704506","30.00249580746328","(30.00249580746328, -90.11716041704506)"
"2021-775659","Property Maintenance","Property Maintenance","2021-05-12T11:15:56.000","2021-06-04T13:56:08.000","2021-06-04T08:56:08.000","Closed","Department of Code Enforcement","206 16Th St","A","Resolved",,,"775659","3665639.34855","548355.272722","-90.11758871927012","30.002259072630313","(30.002259072630313, -90.11758871927012)"
"2021-775635","Property Maintenance","Property Maintenance","2021-05-12T10:49:55.000","2021-06-04T11:53:29.000","2021-06-04T06:53:29.000","Closed","Department of Code Enforcement","816 Lizardi St","E","Resolved",,,"775635","3696215.64087","533155.881732","-90.02154473379403","29.959538775125345","(29.959538775125345, -90.02154473379403)"
"2021-775619","Property Maintenance","Property Maintenance","2021-05-12T10:29:16.000","2021-06-04T11:51:40.000","2021-06-04T06:51:40.000","Closed","Department of Code Enforcement","2326 Mexico St","D","Resolved",,,"775619","3684617.455","556189.783322","-90.0573590863192","30.023233800019053","(30.023233800019053, -90.0573590863192)"
"2021-775576","Property Maintenance","Property Maintenance","2021-05-12T09:28:48.000","2021-06-04T10:05:16.000","2021-06-04T05:05:16.000","Closed","Department of Code Enforcement","8611 Forshey St","A","Resolved",,,"775576","3665648.47879","535205.791878","-90.11800047761372","29.966102171330768","(29.966102171330768, -90.11800047761372)"
"2021-775538","Property Maintenance","Property Maintenance","2021-05-12T08:05:38.000","2021-06-04T10:00:15.000","2021-06-04T05:00:15.000","Closed","Department of Code Enforcement","N GALVEZ ST & FRANCE ST","D","Resolved",,,"775538","3693326.9","538922.08","-90.03045963026317","29.975484398106364","(29.975484398106364, -90.03045963026317)"
"2021-775532","Property Maintenance","Property Maintenance","2021-05-12T07:55:48.000","2021-06-04T09:42:36.000","2021-06-04T04:42:36.000","Closed","Department of Code Enforcement","1937 St Ann St","D","Resolved",,,"775532","3679243.69864","535591.551174","-90.07505372781881","29.96675938053113","(29.96675938053113, -90.07505372781881)"
"2021-775519","Property Maintenance","Property Maintenance","2021-05-12T07:29:02.000","2021-06-04T09:39:50.000","2021-06-04T04:39:50.000","Closed","Department of Code Enforcement","3001 St Anthony Ave","D","Resolved",,,"775519","3683001.29877","543601.943758","-90.06290678162284","29.988671169184496","(29.988671169184496, -90.06290678162284)"
"2021-846006","Traffic Signals/Signs/Striping/Streetlights","Request for Traffic Calming due to Speeding","2021-12-05T21:21:08.000","2021-12-05T21:21:08.000",,"Pending","Department of Public Works","2362 N Claiborne Ave","C","Pending",,,"846006","3686156.119","538210.110985","-90.053131985384","29.973748977520344","(29.973748977520344, -90.053131985384)"
"2021-774825","Roads/Drainage","Street Subsidence (Sinking)","2021-05-10T11:53:24.000","2021-06-04T14:44:37.000",,"Pending","Department of Public Works","100 BLK N Roman St","B","Inspected",,,"774825","3677962.99738","533422.26398","-90.07917316135237","29.960833185238297","(29.960833185238297, -90.07917316135237)"
"2021-774696","Roads/Drainage","Catch Basin - Clogged","2021-05-10T08:50:15.000","2021-06-04T11:54:41.000","2021-06-04T06:54:41.000","Closed","Department of Public Works","2618 Magazine St Unit A","B","Duplicate Case",,,"774696","3677435.47816","521017.442809","-90.08126700245877","29.926739902535243","(29.926739902535243, -90.08126700245877)"
"2021-774402","Roads/Drainage","Catch Basin - Broken/Damage","2021-05-07T12:34:25.000","2021-06-04T13:18:58.000","2021-06-04T08:18:58.000","Closed","Department of Public Works","1838 Napoleon Ave","B","Resolved",,,"774402","3670664.88283","521896.164666","-90.10261020678146","29.9293577984954","(29.9293577984954, -90.10261020678146)"
"2021-774343","Roads/Drainage","Accessibility Ramps, Curbs and Sidewalk Repair","2021-05-07T10:44:04.000","2021-06-04T12:58:08.000","2021-06-04T07:58:08.000","Closed","Department of Public Works","2521 Carondelet St","B","Resolved",,,"774343","3676307.6635","523300.032443","-90.08474869605244","29.933050119607515","(29.933050119607515, -90.08474869605244)"
"2021-774168","Tax and Revenue","Occupational License Tax","2021-05-06T15:08:55.000","2021-06-04T09:49:18.000","2021-06-04T04:49:18.000","Closed","Bureau of Revenue","721 Pacific Ave","C","Resolved",,,"774168","3688416.6694","528881.328256","-90.04632361628387","29.948028422693117","(29.948028422693117, -90.04632361628387)"
"2021-846010","Property Maintenance","Property Maintenance","2021-12-05T22:30:00.000","2021-12-05T22:30:00.000",,"Pending","Department of Code Enforcement","4401 S Claiborne Ave","B","Pending",,,"846010","3670179.75175","525957.600509","-90.1040041251433","29.940539757842572","(29.940539757842572, -90.1040041251433)"
"2021-845972","Trash/Recycling","Illegal Dumping","2021-12-05T13:26:05.000","2022-06-06T11:25:20.000","2022-06-06T06:25:20.000","Closed","Department of Sanitation","2555 N Derbigny St","D","Invalid Request",,,"845972","3687462.127","538757.137289","-90.04898797384737","29.975212921354764","(29.975212921354764, -90.04898797384737)"
"2021-775574","Property Maintenance","Property Maintenance","2021-05-12T09:25:09.000","2021-10-19T16:40:01.000","2021-06-04T05:03:29.000","Closed","Department of Code Enforcement","2002 St Andrew St","B","Resolved",,,"775574","3677175.29915","525435.747901","-90.08193599532034","29.938896611416606","(29.938896611416606, -90.08193599532034)"
"2021-774909","Tax and Revenue","Hotel/Motel","2021-05-10T13:49:42.000","2021-10-19T19:25:32.000","2021-06-04T08:02:27.000","Closed","Bureau of Revenue","430 Bermuda St","C","Resolved",,,"774909","3686685.19945","530283.176513","-90.05174104745765","29.951936388458474","(29.951936388458474, -90.05174104745765)"
"2021-845958","Abandoned Vehicles","Abandoned/Junk Vehicles","2021-12-05T11:02:07.000","2022-07-29T11:15:46.000","2022-07-29T06:15:46.000","Pending","Department of Public Works","3071 Chartres St, New Orleans, Louisiana, 70117","C","Inspected",,,"845958","3688513.52918","534186.075525","-90.04582959212405","29.962611656060318","(29.962611656060318, -90.04582959212405)"
"2021-770520","Tax and Revenue","Sales Tax Question","2021-04-23T10:44:19.000","2021-06-04T08:56:22.000","2021-06-04T03:56:22.000","Closed","Bureau of Revenue","11621 Old Gentilly Rd","E","Question Answered.",,,"770520","3718723.69516","553920.876951","-89.94967862032865","30.01590680877802","(30.01590680877802, -89.94967862032865)"
"2021-770988","Trash/Recycling","Request a Large Item Pick Up","2021-04-26T10:00:06.000","2021-07-07T15:10:34.000","2021-07-07T10:10:34.000","Closed","Department of Sanitation","719 Independence St","C","Resolved","Metro Disposal",,"770988","3690694.71068","534156.603141","-90.0389427908874","29.962463047164025","(29.962463047164025, -90.0389427908874)"
"2021-774834","Roads/Drainage","Catch Basin - Clogged","2021-05-10T12:08:15.000","2021-10-20T06:12:21.000",,"Pending","Department of Public Works","1944 Philip St","B","Inspected",,,"774834","3676350.84789","524488.519228","-90.08457147605607","29.93631677564815","(29.93631677564815, -90.08457147605607)"
"2021-845959","Property Maintenance","Property Maintenance","2021-12-05T11:04:30.000","2021-12-05T11:04:30.000",,"Pending","Department of Code Enforcement","2044 Allen St","D","Pending",,,"845959","3682451.68559","539776.73889","-90.06477660404909","29.9781699422678","(29.9781699422678, -90.06477660404909)"
"2021-768837","Roads/Drainage","Catch Basin - Clogged","2021-04-19T07:51:17.000","2021-06-04T12:49:04.000",,"Pending","Department of Public Works","2824 Carondelet St","B","Inspected",,,"768837","3675535.22741","522704.100602","-90.08720768501283","29.93143462232989","(29.93143462232989, -90.08720768501283)"
"2021-756147","Law Enforcement Services","Off Duty Officer for Hire","2021-03-02T09:26:50.000","2021-06-04T15:28:11.000","2021-06-04T10:28:11.000","Closed","Office of Police Secondary Employment",,,"Closed",,,"756147",,,"0.0","0.0","(0.0, 0.0)"
"2021-748775","Law Enforcement Services","Off Duty Officer for Hire","2021-01-27T12:39:47.000","2021-06-04T15:33:38.000","2021-06-04T10:33:38.000","Closed","Office of Police Secondary Employment",,,"Closed",,,"748775",,,"0.0","0.0","(0.0, 0.0)"
"2020-737036","Law Enforcement Services","Off Duty Officer for Hire","2020-12-07T12:34:25.000","2021-06-04T15:24:30.000","2021-06-04T10:24:30.000","Closed","Office of Police Secondary Employment","1100 Elysian Fields Ave","C","Closed",,,"737036","3684785.76418","536405.767751","-90.0575233054216","29.96882968875892","(29.96882968875892, -90.0575233054216)"
"2020-723846","Law Enforcement Services","Off Duty Officer for Hire","2020-10-26T08:23:57.000","2021-06-04T15:21:55.000","2021-06-04T10:21:55.000","Closed","Office of Police Secondary Employment","1800 Touro St","D","Closed",,,"723846","3683993.68226","538848.144265","-90.05993902750407","29.975569601106034","(29.975569601106034, -90.05993902750407)"
"2020-710965","Law Enforcement Services","Off Duty Officer for Hire","2020-09-08T13:04:20.000","2021-06-04T15:10:28.000","2021-06-04T10:10:28.000","Closed","Office of Police Secondary Employment","1100 Elysian Fields Ave","C","Closed",,,"710965","3684785.76418","536405.767751","-90.0575233054216","29.96882968875892","(29.96882968875892, -90.0575233054216)"
"2020-710206","Roads/Drainage","Street Subsidence (Sinking)","2020-09-04T11:57:51.000","2021-06-04T11:53:58.000",,"Pending","Department of Public Works","4315 Lotus St","D","Reviewed",,,"710206","3687739.85238","548594.315667","-90.04776227571656","30.00225308190391","(30.00225308190391, -90.04776227571656)"
"2020-679256","Law Enforcement Services","Off Duty Officer for Hire","2020-07-02T06:53:12.000","2021-06-04T15:06:36.000","2021-06-04T10:06:36.000","Closed","Office of Police Secondary Employment",,,"Closed",,,"679256",,,"0.0","0.0","(0.0, 0.0)"
"101000254214","General Services","Historical Lagan Ticket","2019-01-02T15:01:26.000","2020-03-23T21:59:30.000","2014-06-23T19:00:00.000","Closed",,"Pedroso, Lisbeth NEW ORLEANS LOUISIANA",,,,,"526616",,,"0.0","0.0","(0.0, 0.0)"
"2020-656238","Law Enforcement Services","Off Duty Officer for Hire","2020-04-04T09:33:18.000","2021-06-04T12:44:04.000","2021-06-04T07:44:03.000","Closed","Office of Police Secondary Employment","611 Lizardi St","E","Closed",,,"656238","3696079.37226","532395.996867","-90.02200249712216","29.957453648594868","(29.957453648594868, -90.02200249712216)"
"2019-635286","Roads/Drainage","Pothole","2019-12-02T10:33:41.000","2021-06-04T12:03:36.000","2021-06-04T07:03:36.000","Closed","Department of Public Works","4942 Eastern St","D","Resolved",,,"635286","3687907.98492","551391.107605","-90.047131949311","30.009938051135265","(30.009938051135265, -90.047131949311)"
"2021-845957","Property Maintenance","Property Maintenance","2021-12-05T10:59:13.000","2021-12-05T10:59:13.000",,"Pending","Department of Code Enforcement","3335 N Claiborne Ave","D","Pending",,,"845957","3690526.72668","537634.708808","-90.03934922527468","29.97203183266565","(29.97203183266565, -90.03934922527468)"
"2021-753843","Tax and Revenue","General Tax Question","2021-02-19T13:24:30.000","2021-12-08T10:18:23.000","2021-12-08T04:18:23.000","Closed","Bureau of Revenue","2204 General Taylor St","B","Resolved",,,"753843","3672085.75015","523208.613243","-90.09808012009199","29.932924569294983","(29.932924569294983, -90.09808012009199)"
"2021-782938","Trash/Recycling","Illegal Dumping","2021-06-04T15:59:39.000","2022-01-18T13:53:59.000","2022-01-18T07:53:59.000","Closed","Department of Sanitation","2606 Orleans Ave","D","Resolved",,,"782938","3677115.46798","536684.533703","-90.08173697460856","29.969828800238524","(29.969828800238524, -90.08173697460856)"
"2021-783048","Trash/Recycling","Replace Trash Cart","2021-06-04T22:24:57.000","2021-10-19T18:39:37.000","2021-06-25T05:13:32.000","Closed","Department of Sanitation","3335 Pittari Pl","C","Resolved","Richards Disposal",,"783048","3709613.29285","518363.958774","-89.97979022160489","29.918437728070707","(29.918437728070707, -89.97979022160489)"
"2021-782915","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T15:30:27.000","2021-10-19T18:44:10.000","2021-06-15T03:22:26.000","Closed","Department of Sanitation","1003 Pelican Ave","C","Resolved","Richards Disposal",,"782915","3688587.56636","530698.497346","-90.04571955287436","29.95301973496292","(29.95301973496292, -90.04571955287436)"
"2021-845994","Traffic Signals/Signs/Striping/Streetlights","Street Light Outage/Malfunction","2021-12-05T17:53:10.000","2022-08-11T10:30:38.000",,"Pending","Department of Public Works","2200 Soniat St","B","Pending","Legacy Professional Services",,"845994","3668445.44948","523611.371195","-90.10955873683822","29.934139429919075","(29.934139429919075, -90.10955873683822)"
"2021-753880","Tax and Revenue","Sales Tax Question","2021-02-19T15:22:11.000","2021-10-19T16:21:38.000","2021-06-03T19:00:00.000","Closed","Bureau of Revenue","1735 St Charles Ave","B","Question Answered.",,,"753880","3678639.17051","524748.987004","-90.07733815081768","29.936964204791312","(29.936964204791312, -90.07733815081768)"
"2021-782933","Roads/Drainage","Alley Way","2021-06-04T15:51:25.000","2021-10-20T13:28:48.000","2021-10-20T08:28:48.000","Closed","Department of Public Works","994 Bragg St","A","Resolved",,,"782933","3671066.30094","549770.276372","-90.10039618274963","30.00599039537567","(30.00599039537567, -90.10039618274963)"
"2021-769010","Roads/Drainage","Pothole","2021-04-19T11:44:20.000","2021-06-08T08:58:24.000",,"Pending","Department of Public Works","3320 Conti St","B","Reviewed",,,"769010","3674085.34516","537491.350472","-90.09127878090418","29.97213793283873","(29.97213793283873, -90.09127878090418)"
"2021-782984","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T17:11:59.000","2021-06-15T15:16:43.000","2021-06-15T10:16:43.000","Closed","Department of Sanitation","1120 Clouet St","C","Resolved","Metro Disposal",,"782984","3689031.31273","536252.269447","-90.04412109490472","29.968276960008634","(29.968276960008634, -90.04412109490472)"
"2021-783053","Safety & Permits","Licenses & Permits","2021-06-04T22:48:47.000","2021-10-01T15:14:45.000",,"Pending","Safety and Permits","700 Delery St","E",,,,"783053","3699839.12778","531563.399043","-90.01016074585192","29.955045453328218","(29.955045453328218, -90.01016074585192)"
"2021-783007","Traffic Signals/Signs/Striping/Streetlights","Street Light Outage/Malfunction","2021-06-04T18:11:28.000","2022-08-11T10:37:42.000",,"Pending","Department of Public Works","109 Lark St","D","Pending","Legacy Professional Services",,"783007","3674864.29409","556196.748954","-90.08817677621316","30.023547979881883","(30.023547979881883, -90.08817677621316)"
"2021-783011","Property Maintenance","Property Maintenance","2021-06-04T18:24:47.000","2021-10-01T15:09:51.000","2021-10-01T10:09:51.000","Closed","Department of Code Enforcement","4664 Ray Ave","E","Referred to Code Enforcement",,,"783011","3698709.6065","554038.415832","-90.01290952586089","30.016879339667696","(30.016879339667696, -90.01290952586089)"
"2021-782928","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T15:47:16.000","2021-10-19T21:10:35.000","2021-06-17T09:02:09.000","Closed","Department of Sanitation","1426 Clouet St","C","Resolved","Metro Disposal",,"782928","3689308.30198","537347.924616","-90.04320739500945","29.9712810547572","(29.9712810547572, -90.04320739500945)"
"2021-782910","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T15:23:06.000","2021-10-19T17:54:06.000","2021-07-29T10:34:20.000","Closed","Department of Sanitation","1520 Arts St","C","Resolved","Metro Disposal",,"782910","3687037.13244","538145.275465","-90.05035185264467","29.97354360776205","(29.97354360776205, -90.05035185264467)"
"2021-782866","Trash/Recycling","Replace Trash Cart","2021-06-04T14:20:46.000","2021-10-20T05:04:38.000","2021-07-13T09:51:12.000","Closed","Department of Sanitation","3610 Live Oak St","A","Resolved","Richards Disposal",,"782866","3664384.84372","537944.873545","-90.12189957248366","29.97367053261257","(29.97367053261257, -90.12189957248366)"
"2021-845971","Roads/Drainage","Pothole","2021-12-05T13:23:27.000","2021-12-08T09:27:20.000","2021-12-08T03:27:20.000","Closed","Department of Public Works","8640 Oak St, New Orleans, Louisiana, 70118","A","Duplicate Case",,,"845971","3660396.07706","529738.489025","-90.13476812734157","29.951220992138218","(29.951220992138218, -90.13476812734157)"
"2021-782849","Property Maintenance","Property Maintenance","2021-06-04T14:00:35.000","2021-10-20T05:04:43.000","2021-10-01T06:51:36.000","Closed","Department of Code Enforcement","2308 Feliciana St","D","Referred to Code Enforcement",,,"782849","3689813.59248","540694.627723","-90.04149246170351","29.980467650313468","(29.980467650313468, -90.04149246170351)"
"2021-846001","Safety & Permits","Licenses & Permits","2021-12-05T19:47:49.000","2021-12-16T14:31:00.000",,"Pending","Safety and Permits","2825 Amelia St","B",,,,"846001","3672055.17883","525620.074621","-90.09809456408547","29.939556212815248","(29.939556212815248, -90.09809456408547)"
"2021-782867","Trash/Recycling","Illegal Dumping","2021-06-04T14:22:07.000","2021-06-04T14:22:07.000",,"Pending","Department of Code Enforcement","9301 Airline Hwy","A","Pending",,,"782867","3664275.14247","537463.271368","-90.12226211010041","29.972349475057285","(29.972349475057285, -90.12226211010041)"
"2021-845996","Trash/Recycling","Request a Large Item Pick Up","2021-12-05T18:37:31.000","2022-01-05T12:42:14.000","2022-01-05T06:42:14.000","Closed","Department of Sanitation","6109 Marshal Foch St","A","Resolved","Metro Disposal",,"845996","3669966.38766","547892.216658","-90.10393473982091","30.000858883133258","(30.000858883133258, -90.10393473982091)"
"2021-782943","Trash/Recycling","Illegal Dumping","2021-06-04T16:07:49.000","2022-01-18T13:53:21.000","2022-01-18T07:53:21.000","Closed","Department of Sanitation","BEHRMAN HWY & BEHRMAN PL","C","Resolved",,,"782943","3697572.8","516509.18","-90.01786264684245","29.913723309954605","(29.913723309954605, -90.01786264684245)"
"2021-845966","Trash/Recycling","Missed Trash Pick-Up","2021-12-05T12:14:12.000","2022-02-22T12:13:20.000","2022-02-22T06:13:20.000","Closed","Department of Sanitation","2505 Octavia St, New Orleans, Louisiana, 70115","A","Resolved","Richards Disposal",,"845966","3667799.05268","524811.67846","-90.11155899092616","29.937458857135002","(29.937458857135002, -90.11155899092616)"
"2021-783033","Health Related Questions","Noise Ordinance Complaint","2021-06-04T20:20:27.000","2021-06-09T13:34:57.000","2021-06-09T08:34:57.000","Closed","Health Department","700 Frenchmen St","C","Resolved",,,"783033","3684674.15349","534862.19559","-90.05793003716528","29.964588816083072","(29.964588816083072, -90.05793003716528)"
"2021-783039","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T20:47:37.000","2021-06-11T17:02:16.000","2021-06-11T12:02:16.000","Closed","Department of Sanitation","2126 Lafreniere St","D","Resolved","Metro Disposal",,"783039","3683709.62626","545421.301712","-90.06060556608467","29.993652144242663","(29.993652144242663, -90.06060556608467)"
"2021-783029","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T19:40:32.000","2021-06-14T16:48:11.000","2021-06-14T11:48:11.000","Closed","Department of Sanitation","4433 Allen St","D","Resolved","Metro Disposal",,"783029","3681811.31631","548948.177171","-90.06647885861494","30.00340763433988","(30.00340763433988, -90.06647885861494)"
"2021-782997","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T17:53:03.000","2021-06-15T08:26:35.000","2021-06-15T03:26:35.000","Closed","Department of Sanitation","2222 Felicity St","B","Resolved","Richards Disposal",,"782997","3676491.91637","526508.438462","-90.08405659174089","29.94186666141937","(29.94186666141937, -90.08405659174089)"
"2021-782960","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T16:34:34.000","2021-06-17T13:34:51.000","2021-06-17T08:34:51.000","Closed","Department of Sanitation","1529 Harrison Ave","D","Resolved","Metro Disposal",,"782960","3678947.91144","547726.670802","-90.07556716252726","30.000135663994023","(30.000135663994023, -90.07556716252726)"
"2021-783001","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T17:57:23.000","2021-06-18T10:47:06.000","2021-06-18T05:47:06.000","Closed","Department of Sanitation","1316 Pauline St","D","Resolved","Metro Disposal",,"783001","3691400.28022","536353.445703","-90.03663620264618","29.9684816576169","(29.9684816576169, -90.03663620264618)"
"2021-782899","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T15:01:44.000","2021-06-18T09:36:57.000","2021-06-18T04:36:57.000","Closed","Department of Sanitation","2465 N Galvez St","D","Resolved","Metro Disposal",,"782899","3686777.2479","540183.626507","-90.05110058282597","29.97915635485941","(29.97915635485941, -90.05110058282597)"
"101000878343","General Services","Historical Lagan Ticket","2019-01-02T01:30:22.000","2020-03-23T21:59:19.000","2018-10-30T19:00:00.000","Closed",,"owen, ms NEW ORLEANS LOUISIANA",,,,,"429080",,,"0.0","0.0","(0.0, 0.0)"
"2021-783043","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T21:48:36.000","2021-07-29T14:29:16.000","2021-07-29T09:29:16.000","Closed","Department of Sanitation","1432 Chartres St","C","Resolved","Metro Disposal",,"783043","3684565.83516","534395.091845","-90.0582885121374","29.96330775661264","(29.96330775661264, -90.0582885121374)"
"2021-845952","Abandoned Vehicles","Abandoned/Junk Vehicles","2021-12-05T10:15:45.000","2021-12-05T10:15:45.000",,"Pending","Department of Public Works","401 N Cortez St","A","Pending",,,"845952","3672815.35643","538854.864329","-90.09524309560808","29.97592492493999","(29.97592492493999, -90.09524309560808)"
"2021-845989","Property Maintenance","Property Maintenance","2021-12-05T16:51:38.000","2021-12-05T16:51:38.000",,"Pending","Department of Code Enforcement","4919 Magazine St","B","Pending",,,"845989","3668795.43508","518639.690679","-90.10862159926621","29.920458607640075","(29.920458607640075, -90.10862159926621)"
"2021-782900","Property Maintenance","Property Maintenance","2021-06-04T15:02:39.000","2021-10-01T14:34:26.000","2021-10-01T09:34:26.000","Closed","Department of Code Enforcement","5101 Pontchartrain Blvd","A","Referred to Code Enforcement",,,"782900","3666960.42535","540842.146571","-90.11366790453161","29.98156193537586","(29.98156193537586, -90.11366790453161)"
"2021-782845","Property Maintenance","Property Maintenance","2021-06-04T13:58:46.000","2021-10-01T11:50:02.000","2021-10-01T06:50:02.000","Closed","Department of Code Enforcement","2200 BLK N Derbigny St","D","Referred to Code Enforcement",,,"782845","3685065.05208","538531.803958","-90.05656648529671","29.974666994106624","(29.974666994106624, -90.05656648529671)"
"2021-782835","Safety & Permits","Licenses & Permits","2021-06-04T13:53:17.000","2021-06-04T13:53:17.000",,"Pending","Safety and Permits","1715 Mandeville St","D","Pending",,,"782835","3685620.58146","538720.759177","-90.05480533122548","29.975169522596165","(29.975169522596165, -90.05480533122548)"
"2021-845986","Law Enforcement Services","Off Duty Officer for Hire","2021-12-05T15:51:34.000","2021-12-06T13:29:23.000","2021-12-06T07:29:23.000","Closed","Office of Police Secondary Employment",,,"Closed",,,"845986",,,"0.0","0.0","(0.0, 0.0)"
"2021-782920","Roads/Drainage","Street Flooding / Drainage","2021-06-04T15:40:45.000","2021-10-19T16:54:00.000","2021-06-08T03:18:24.000","Closed","Department of Public Works","918 Foucher St Apt 1","B","Referred to Property Owner",,,"782920","3674303.09294","518765.083511","-90.09123218649236","29.92064038184057","(29.92064038184057, -90.09123218649236)"
"2021-782947","Trash/Recycling","Illegal Dumping","2021-06-04T16:09:30.000","2022-01-18T13:52:45.000","2022-01-18T07:52:45.000","Closed","Department of Sanitation","3901 Behrman Pl","C","Resolved",,,"782947","3697455.07088","518885.254135","-90.0181481552705","29.920260425259542","(29.920260425259542, -90.0181481552705)"
"2021-782823","Trash/Recycling","Order Recycling Cart","2021-06-04T13:33:00.000","2021-10-19T19:14:16.000","2021-06-28T06:58:16.000","Closed","Department of Sanitation","1026 Dumaine St Apt 2A","C","Resolved",,,"782823","3681944.08898","533821.938693","-90.06658769304912","29.961811738935552","(29.961811738935552, -90.06658769304912)"
"2021-782996","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T17:52:33.000","2021-10-20T05:03:36.000","2021-06-14T12:47:49.000","Closed","Department of Sanitation","5793 Vermillion Blvd","D","Resolved","Metro Disposal",,"782996","3683239.58204","554609.179096","-90.06176828648198","30.018929836536074","(30.018929836536074, -90.06176828648198)"
