"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0295918","67A","AUTO THEFT","1B","67A","AUTO THEFT","1B","3679781","535946","2018-01-03T11:38:20.000","2018-01-03T12:02:50.000","2018-01-03T12:06:55.000","2018-01-03T13:17:40.000","RTF","REPORT TO FOLLOW","N","1J01","019XX Saint Philip St","70116","1","(29.96771817, -90.07334185)"
"A0320718","21Q","QUALITY OF LIFE ISSUE","1H","21Q","QUALITY OF LIFE ISSUE","1H","3683695","532768","2018-01-03T15:31:33.000",,"2018-01-03T15:31:33.000","2018-01-03T15:35:01.000","NAT","Necessary Action Taken","Y","8E04","009XX Decatur St","70116","8","(29.9588612, -90.06109311)"
"A0279018","100","HIT & RUN","1E","20","AUTO ACCIDENT","2A","3676085","529743","2018-01-03T08:41:49.000","2018-01-03T12:01:10.000","2018-01-03T12:09:13.000","2018-01-03T13:06:14.000","RTF","REPORT TO FOLLOW","N","1G01","Us 90B E & S Claiborne Ave","70113","1","(29.95077496, -90.08522995)"
"A0305018","56","SIMPLE CRIMINAL DAMAGE","0A","56","SIMPLE CRIMINAL DAMAGE","0A","3686548","539806","2018-01-03T13:01:28.000","2018-01-03T16:18:04.000","2018-01-03T16:39:57.000","2018-01-03T16:54:44.000","GOA","GONE ON ARRIVAL","N","5G02","024XX N Johnson St","70117","5","(29.9781273, -90.05183753)"
"A0318818","67","THEFT","1E","67","THEFT","1E","3677098","546936","2018-01-03T15:21:19.000","2018-01-04T01:37:47.000",,"2018-01-04T01:46:53.000","GOA","GONE ON ARRIVAL","N","3M01","040XX Cadillac St","70122","3","(29.99802001, -90.0814363)"
"A0306718","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3661161","529097","2018-01-03T13:27:09.000","2018-01-03T13:27:09.000","2018-01-03T13:27:14.000","2018-01-03T13:51:22.000","NAT","Necessary Action Taken","N","2K01","Oak St & Cambronne St","70118","2","(29.94943518, -90.13237399)"
"A0332418","100","HIT & RUN","1E","100","HIT & RUN","1E","3719420","556918","2018-01-03T16:57:11.000","2018-01-03T21:41:11.000",,"2018-01-03T21:41:19.000","RTF","REPORT TO FOLLOW","N","7J01","Bullard Ave & Chef Menteur Hwy","70129","7","(30.02412591, -89.94736127)"
"A0347118","103D","DOMESTIC DISTURBANCE","2B","103F","FIGHT","2B","3671283","528195","2018-01-03T19:24:23.000","2018-01-03T19:25:26.000","2018-01-03T19:29:04.000","2018-01-03T21:01:04.000","RTF","REPORT TO FOLLOW","N","2R01","036XX Delachaise St","70125","2","(29.94666024, -90.10044252)"
"A0260118","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3699574","561750","2018-01-03T01:53:59.000",,,"2018-01-03T01:54:10.000","NAT","Necessary Action Taken","N","7O02","073XX Hayne Blvd","70126","7","(30.03805597, -90.00989469)"
"A0271818","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3702899","557280","2018-01-03T05:30:32.000",,"2018-01-03T05:30:32.000","2018-01-03T05:34:17.000","NAT","Necessary Action Taken","Y","7Q03","Parc Brittany Blvd & S Coronet Ct","70126","7","(30.02565916, -89.99955354)"
"A0329118","62C","SIMPLE BURGLARY VEHICLE","1E","67C","THEFT FROM EXTERIOR","1E","3662806","529890","2018-01-03T16:31:39.000",,,"2018-01-03T21:35:36.000","VOI","VOID","N","2K03","016XX Dublin St","70118","2","(29.95156995, -90.12715362)"
"A0334218","22R","RESIDENCE CHECK","1I","22R","RESIDENCE CHECK","1I","3672426","540439","2018-01-03T17:13:03.000","2018-01-03T17:13:13.000","2018-01-03T17:14:20.000","2018-01-03T17:21:37.000","NAT","Necessary Action Taken","N","3H02","041XX Orleans Ave","70119","3","(29.98029459, -90.09641831)"
"A0290118","21P","LOST PROPERTY","0E","21P","LOST PROPERTY","0E","3681262","531441","2018-01-03T10:45:18.000","2018-01-03T10:47:43.000","2018-01-03T10:47:49.000","2018-01-03T11:48:50.000","RTF","REPORT TO FOLLOW","N","8D04","002XX Bourbon St","70112","8","(29.95528634, -90.06882261)"
"A0273718","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3687417","536393","2018-01-03T07:09:30.000","2018-01-03T07:30:02.000","2018-01-03T07:39:27.000","2018-01-03T08:47:04.000","NAT","Necessary Action Taken","N","5C02","Saint Claude Ave & Port St","70117","5","(29.96871619, -90.04921315)"
"A0288618","21","COMPLAINT OTHER","1H","24","MEDICAL","2B","3669881","525691","2018-01-03T10:21:49.000",,"2018-01-03T10:24:11.000","2018-01-03T10:33:00.000","NAT","Necessary Action Taken","N","2N03","045XX S Claiborne Ave","70115","2","(29.93981682, -90.1049535)"
"A0305518","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3692978","529591","2018-01-03T13:05:49.000",,"2018-01-03T13:05:49.000","2018-01-03T13:32:18.000","NAT","Necessary Action Taken","Y","4H02","024XX Sanctuary Dr","70114","4","(29.94983828, -90.03189416)"
"A0261918","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3685303","550821","2018-01-03T02:26:56.000",,"2018-01-03T02:26:56.000","2018-01-03T02:35:09.000","NAT","Necessary Action Taken","Y","3T01","Saint Roch Ave & Mirabeau Ave","70122","3","(30.00845127, -90.05537931)"
"A0362118","21","COMPLAINT OTHER","1H","35","SIMPLE BATTERY","2A","3696161","560428","2018-01-03T22:36:49.000","2018-01-04T00:20:15.000","2018-01-04T00:27:08.000","2018-01-04T00:47:18.000","NAT","Necessary Action Taken","N","7D02","063XX Hayne Blvd","70126","7","(30.03452951, -90.02072763)"
"A0324318","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3666970","533203","2018-01-03T15:56:42.000","2018-01-03T15:56:42.000",,"2018-01-03T15:56:51.000","NAT","Necessary Action Taken","N","2U04","Earhart Blvd & Short St","70125","2","(29.96055718, -90.1138918)"
"A0359818","67S","SHOPLIFTING","2A","67","THEFT","2A","3684722","537889","2018-01-03T22:07:42.000","2018-01-03T22:21:02.000","2018-01-03T22:21:06.000","2018-01-03T22:38:11.000","RTF","REPORT TO FOLLOW","N","5A04","021XX N Claiborne Ave","70116","5","(29.97291146, -90.05767217)"
"A0332918","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3673760","537216","2018-01-03T17:03:53.000","2018-01-03T17:03:53.000","2018-01-03T17:03:59.000","2018-01-03T17:21:47.000","NAT","Necessary Action Taken","N","1M04","033XX Bienville St","70119","1","(29.97139258, -90.09231478)"
"A0361018","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3681958","543846","2018-01-03T22:23:33.000","2018-01-03T22:23:33.000",,"2018-01-03T22:24:47.000","NAT","Necessary Action Taken","N","3X01","N Broad St & Treasure St","70122","3","(29.98937503, -90.06619223)"
"A0285418","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3670573","535627","2018-01-03T09:48:48.000",,"2018-01-03T09:48:48.000","2018-01-03T11:50:00.000","NAT","Necessary Action Taken","Y","1K02","Tulane Ave & S Cortez St","70119","1","(29.96711709, -90.10243241)"
"A0345518","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3676261","525468","2018-01-03T19:11:51.000",,"2018-01-03T19:11:51.000","2018-01-03T19:17:53.000","NAT","Necessary Action Taken","Y","6F03","Jackson Ave & Simon Bolivar Ave","70113","6","(29.93901275, -90.08482023)"
"A0350618","21","COMPLAINT OTHER","1H","21P","LOST PROPERTY","0E","3682657","531132","2018-01-03T20:09:39.000",,"2018-01-03T20:09:39.000","2018-01-03T21:36:43.000","RTF","REPORT TO FOLLOW","Y","8B02","004XX N Peters St","70130","8","(29.95439507, -90.06442893)"
"A0343918","103","DISTURBANCE (OTHER)","1A","63","PROWLER","2C","3705437","558030","2018-01-03T18:42:12.000","2018-01-03T18:46:42.000","2018-01-03T18:51:13.000","2018-01-03T19:37:15.000","NAT","Necessary Action Taken","N","7R02","057XX Crowder Blvd","70127","7","(30.02764174, -89.99150365)"
"A0327618","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3676619","536685","2018-01-03T16:14:51.000","2018-01-03T16:14:51.000","2018-01-03T16:15:19.000","2018-01-03T16:29:35.000","NAT","Necessary Action Taken","N","1I03","006XX N Broad St","70119","1","(29.96984572, -90.08330399)"
"A0364618","67C","THEFT FROM EXTERIOR","1E","67C","THEFT FROM EXTERIOR","1E","3674062","532502","2018-01-03T23:11:10.000",,,"2018-01-03T23:16:25.000","DUP","DUPLICATE","N","1G02","026XX Poydras St","70119","1","(29.95841967, -90.09152112)"
"A0336318","63","PROWLER","2C","63","PROWLER","2C","3700463","535334","2018-01-03T17:30:20.000",,,"2018-01-03T17:39:20.000","VOI","VOID","N","5I06","061XX N Derbigny St","70117","5","(29.96539395, -90.0080523)"
"A0357118","62L","BURGLAR ALARM, LOCAL","1A","62L","BURGLAR ALARM, LOCAL","2B","3678948","539035","2018-01-03T21:25:41.000","2018-01-03T21:54:34.000","2018-01-03T22:03:26.000","2018-01-03T22:18:48.000","NAT","Necessary Action Taken","N","1C01","014XX N Dorgenois St","70119","1","(29.97623762, -90.07586615)"
"A0330818","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3725229","570883","2018-01-03T16:43:13.000","2018-01-03T21:26:27.000",,"2018-01-03T21:38:01.000","GOA","GONE ON ARRIVAL","N","7L05","Michoud Blvd & Adventure Ave","70129","7","(30.06232855, -89.92846627)"
"A0359318","103F","FIGHT","1A","103F","FIGHT","2B","3685283","548158","2018-01-03T21:55:43.000","2018-01-04T01:55:01.000","2018-01-04T01:57:19.000","2018-01-04T01:59:03.000","GOA","GONE ON ARRIVAL","N","3Y03","023XX Wisteria St","70122","3","(30.00112968, -90.0555389)"
"A0350118","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3673162","526889","2018-01-03T20:01:59.000","2018-01-03T20:11:58.000","2018-01-03T20:18:45.000","2018-01-03T21:11:03.000","NAT","Necessary Action Taken","N","6K01","027XX S Claiborne Ave","70125","6","(29.94301248, -90.09455382)"
"A0282218","58R","RECOVERY OF REPORTED STOLEN VEHICLE","1G","58R","RECOVERY OF REPORTED STOLEN VEHICLE","1G","3738066","565380","2018-01-03T09:18:48.000","2018-01-03T10:15:48.000","2018-01-03T10:38:17.000","2018-01-03T11:27:03.000","NAT","Necessary Action Taken","N","7M03","162XX Chef Menteur Hwy","70129","7","(30.04676016, -89.888108)"
"A0277718","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3699729","551934","2018-01-03T08:25:12.000","2018-01-03T08:25:12.000","2018-01-03T08:26:33.000","2018-01-03T08:40:09.000","NAT","Necessary Action Taken","N","7C02","Dale St & Chef Menteur Hwy","70126","7","(30.01106212, -90.00976376)"
"A0340418","63","PROWLER","2C","63","PROWLER","2C","3698863","520809","2018-01-03T18:03:34.000",,,"2018-01-03T18:04:24.000","DUP","DUPLICATE","N","4D03","028XX Holiday Dr","70131","4","(29.92550623, -90.01363158)"
"A0286918","17F","FUGITIVE ATTACHMENT","1G","17F","FUGITIVE ATTACHMENT","1G","3699714","533641","2018-01-03T10:04:14.000",,"2018-01-03T10:04:14.000","2018-01-03T11:08:18.000","RTF","REPORT TO FOLLOW","Y","5E03","061XX Marais St","70117","5","(29.96076348, -90.01047929)"
"A0254418","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3674487","538581","2018-01-03T00:42:58.000",,"2018-01-03T00:42:58.000","2018-01-03T00:55:56.000","NAT","Necessary Action Taken","Y","1M04","007XX Moss St","70119","1","(29.97512263, -90.08997265)"
"A0255418","103D","DOMESTIC DISTURBANCE","2B","35","SIMPLE BATTERY","1D","3682956","528730","2018-01-03T00:58:59.000","2018-01-03T01:11:37.000","2018-01-03T01:14:27.000","2018-01-03T02:23:28.000","RTF","REPORT TO FOLLOW","N","8A02","X Poydras St","70130","8","(29.94778222, -90.06356741)"
"A0312018","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3687228","530709","2018-01-03T14:10:49.000","2018-01-03T14:25:34.000","2018-01-03T14:33:33.000","2018-01-03T14:40:37.000","NAT","Necessary Action Taken","N","4F02","003XX Olivier St","70114","4","(29.95309326, -90.05001106)"
"A0267718","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3674491","537130","2018-01-03T03:53:51.000",,"2018-01-03T03:53:51.000","2018-01-03T04:14:36.000","NAT","Necessary Action Taken","Y","1M04","032XX Conti St","70119","1","(29.97113291, -90.09000802)"
"A0335618","64A","HOLD UP ALARM","2B","64A","HOLD UP ALARM","2B","3716353","558058","2018-01-03T17:24:46.000",,,"2018-01-03T17:26:22.000","VOI","VOID","N","7J03","049XX Nottingham Dr","70128","7","(30.02736103, -89.95700872)"
"A0308318","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3711079","555024","2018-01-03T13:33:15.000",,"2018-01-03T13:33:15.000","2018-01-03T13:45:33.000","NAT","Necessary Action Taken","Y","7H03","046XX Donna Dr","70127","7","(30.01919218, -89.97378849)"
"A0291218","35D","SIMPLE BATTERY DOMESTIC","2B","35","SIMPLE BATTERY","1D","3673438","527333","2018-01-03T10:59:34.000","2018-01-03T11:02:13.000","2018-01-03T11:09:32.000","2018-01-03T11:36:35.000","GOA","GONE ON ARRIVAL","N","6K01","026XX S Derbigny St","70125","6","(29.94422693, -90.09366919)"
"A0281718","100","HIT & RUN","1E","100","HIT & RUN","1E","3686161","536035","2018-01-03T09:11:05.000","2018-01-03T11:55:19.000",,"2018-01-03T12:10:58.000","GOA","GONE ON ARRIVAL","N","5B01","N Rampart St & Spain St","70117","5","(29.96776922, -90.05319129)"
"A0258618","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3697981","551700","2018-01-03T01:23:31.000",,"2018-01-03T01:23:31.000","2018-01-03T01:37:19.000","NAT","Necessary Action Taken","Y","7C01","Chef Menteur Hwy & Majestic Oaks Dr","70126","7","(30.01047329, -90.01529488)"
"A0294418","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3705353","519390","2018-01-03T11:26:13.000","2018-01-03T11:29:02.000","2018-01-03T11:33:48.000","2018-01-03T11:44:25.000","NAT","Necessary Action Taken","N","4D04","058XX Rhodes Ave","70131","4","(29.92139796, -89.99319751)"
"A0270918","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3679188","525559","2018-01-03T05:13:01.000","2018-01-03T05:13:01.000","2018-01-03T05:13:33.000","2018-01-03T06:17:53.000","NAT","Necessary Action Taken","N","6G02","Martin Luther King Jr Blvd & Saint Charles Ave","70130","6","(29.93917695, -90.07557462)"
"A0292718","67A","AUTO THEFT","1B","67A","AUTO THEFT","1B","3682550","539715","2018-01-03T11:14:49.000","2018-01-03T12:09:53.000","2018-01-03T12:10:12.000","2018-01-03T13:17:10.000","RTF","REPORT TO FOLLOW","N","5A03","020XX Allen St","70116","5","(29.97799807, -90.06446587)"
"A0322218","103M","MENTAL PATIENT","1A","103M","MENTAL PATIENT","1A","37369000","3513814","2018-01-03T15:44:09.000","2018-01-03T19:49:46.000",,"2018-01-03T21:40:14.000","NAT","Necessary Action Taken","N","7I01","101XX Dwyer Rd","70127","7","(0.0, 0.0)"
"A0315418","62C","SIMPLE BURGLARY VEHICLE","1E","62","SIMPLE BURGLARY","1E","3698718","532506","2018-01-03T14:45:28.000","2018-01-04T01:09:06.000","2018-01-04T01:16:10.000","2018-01-04T01:20:48.000","GOA","GONE ON ARRIVAL","N","5E04","008XX Gordon St","70117","5","(29.95767307, -90.01366609)"
"A0294918","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3679774","521602","2018-01-03T11:30:49.000",,,"2018-01-03T11:34:45.000","VOI","VOID","N","6B02","008XX Josephine St","70130","6","(29.92827942, -90.07386393)"
"A0279518","21M","MISSING ADULT","1A","21M","MISSING ADULT","1A","3706080","554868","2018-01-03T08:49:00.000",,,"2018-01-03T09:11:18.000","VOI","VOID","N","7F02","046XX Flake Ave","70126","7","(30.01892515, -89.98958929)"
"A0331918","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3679789","534508","2018-01-03T16:53:46.000","2018-01-03T16:59:20.000","2018-01-03T16:59:42.000","2018-01-03T18:13:07.000","RTF","REPORT TO FOLLOW","N","1E03","N Claiborne Ave & Saint Peter St","70116","1","(29.96376606, -90.07336631)"
"A0253718","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3699250","518093","2018-01-03T00:31:09.000","2018-01-03T00:31:09.000","2018-01-03T00:31:31.000","2018-01-03T04:27:22.000","NAT","Necessary Action Taken","N","4D05","Yellowstone Dr & Park Timbers Dr","70131","4","(29.91802667, -90.01250892)"
"A0265418","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3681870","529049","2018-01-03T03:05:09.000",,"2018-01-03T03:05:09.000","2018-01-03T03:54:32.000","NAT","Necessary Action Taken","Y","8G02","Poydras St & Tchoupitoulas St","70130","8","(29.9486915, -90.06698809)"
"A0268218","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3671141","553805","2018-01-03T04:00:41.000",,"2018-01-03T04:00:41.000","2018-01-03T04:30:14.000","NAT","Necessary Action Taken","Y","3J04","Walker St & General Haig St","70124","3","(30.01708285, -90.10002208)"
"A0334918","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3677748","526324","2018-01-03T17:19:43.000","2018-01-03T18:06:26.000","2018-01-03T17:19:43.000","2018-01-03T21:36:18.000","NAT","Necessary Action Taken","Y","6H02","019XX Mlk Blvd","70113","6","(29.94132428, -90.08009571)"
"A0325818","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3689916","522876","2018-01-03T16:04:06.000",,"2018-01-03T16:04:06.000","2018-01-03T16:21:37.000","NAT","Necessary Action Taken","Y","4A04","L B Landry Ave & Hendee St","70114","4","(29.93147121, -90.04180202)"
"A0254918","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3679445","524030","2018-01-03T00:54:20.000",,"2018-01-03T00:54:20.000","2018-01-03T01:23:28.000","NAT","Necessary Action Taken","Y","6E02","Coliseum St & Race St","70130","6","(29.93496479, -90.07481672)"
"A0260818","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3684057","547592","2018-01-03T02:09:08.000",,"2018-01-03T02:09:08.000","2018-01-03T02:12:36.000","NAT","Necessary Action Taken","Y","3Q04","Gentilly Blvd & Elysian Fields Ave","70122","3","(29.99961078, -90.05943049)"
"A0346118","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3693211","535209","2018-01-03T19:15:35.000","2018-01-03T19:15:35.000","2018-01-03T19:15:40.000","2018-01-03T19:52:02.000","NAT","Necessary Action Taken","N","5D04","011XX Poland Ave","70117","5","(29.96527879, -90.03095684)"
"A0298718","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3667458","552146","2018-01-03T12:06:22.000","2018-01-03T12:06:36.000","2018-01-03T12:06:42.000","2018-01-03T12:40:12.000","NAT","Necessary Action Taken","N","3F01","Filmore Ave & Milne Blvd","70124","3","(30.0126306, -90.11171301)"
"A0274618","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3667934","549386","2018-01-03T07:34:03.000","2018-01-03T07:34:03.000","2018-01-03T07:34:06.000","2018-01-03T08:16:03.000","NAT","Necessary Action Taken","N","3F01","Harrison Ave & Louisville St","70124","3","(30.00502618, -90.11030475)"
"A0338818","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3686138","535843","2018-01-03T17:52:39.000","2018-01-03T20:59:10.000","2018-01-03T20:58:15.000","2018-01-03T22:01:04.000","NAT","Necessary Action Taken","N","5B01","009XX Spain St","70117","5","(29.96724166, -90.05327181)"
"A0308818","21","COMPLAINT OTHER","1H","107","SUSPICIOUS PERSON","2A","3724641","566011","2018-01-03T13:41:48.000","2018-01-03T13:42:32.000","2018-01-03T13:50:20.000","2018-01-03T14:57:40.000","RTF","REPORT TO FOLLOW","N","7L01","Michoud Blvd & Lake Forest Blvd","70129","7","(30.0489545, -89.93051501)"
"A0300418","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1H","3677320","545043","2018-01-03T12:18:00.000","2018-01-03T12:32:15.000","2018-01-03T12:47:20.000","2018-01-03T12:54:56.000","GOA","GONE ON ARRIVAL","N","3L01","I-610 E & St Bernard Ave Exit","70122","3","(29.99280649, -90.08080123)"
"A0358318","21","COMPLAINT OTHER","1H","62R","RESIDENCE BURGLARY","2B","3694271","540326","2018-01-03T21:39:41.000","2018-01-03T21:42:01.000","2018-01-03T21:46:35.000","2018-01-03T22:56:52.000","NAT","Necessary Action Taken","N","5H04","045XX N Dorgenois St","70117","5","(29.97931555, -90.02742546)"
"A0276918","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3672544","535700","2018-01-03T08:11:37.000",,"2018-01-03T08:11:37.000","2018-01-03T08:40:53.000","NAT","Necessary Action Taken","Y","1L02","S Jefferson Davis Pkwy & Banks St","70119","1","(29.96726058, -90.09620693)"
"A0271418","103","DISTURBANCE (OTHER)","1A","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","3671148","518750","2018-01-03T05:18:50.000","2018-01-03T05:19:50.000","2018-01-03T05:20:19.000","2018-01-03T06:37:43.000","NAT","Necessary Action Taken","N","6O02","043XX Magazine St","70115","6","(29.92069343, -90.10119124)"
"A0288118","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3677748","526324","2018-01-03T10:17:17.000","2018-01-03T10:17:17.000","2018-01-03T10:17:26.000","2018-01-03T11:03:02.000","NAT","Necessary Action Taken","N","6H02","019XX Mlk Blvd","70113","6","(29.94132428, -90.08009571)"
"A0258118","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3664053","519387","2018-01-03T01:22:24.000","2018-01-03T01:22:24.000","2018-01-03T01:22:49.000","2018-01-03T01:42:50.000","NAT","Necessary Action Taken","N","2A03","061XX Magazine St","70118","2","(29.92265437, -90.1235657)"
"A0314718","58R","RECOVERY OF REPORTED STOLEN VEHICLE","1G","58R","RECOVERY OF REPORTED STOLEN VEHICLE","1G","3681215","524661","2018-01-03T14:39:19.000","2018-01-03T14:39:19.000","2018-01-03T14:39:23.000","2018-01-03T17:11:23.000","NAT","Necessary Action Taken","N","6C01","009XX Melpomene St","70130","6","(29.93664503, -90.06920684)"
"A0342318","62C","SIMPLE BURGLARY VEHICLE","1E","67C","THEFT FROM EXTERIOR","1E","3699835","526018","2018-01-03T18:25:37.000","2018-01-03T20:46:59.000","2018-01-03T20:56:23.000","2018-01-03T21:57:11.000","RTF","REPORT TO FOLLOW","N","4K02","014XX De Battista Pl","70131","4","(29.93979811, -90.01037304)"
"A0339318","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3675346","531061","2018-01-03T17:56:15.000","2018-01-03T19:08:58.000",,"2018-01-03T19:09:06.000","GOA","GONE ON ARRIVAL","N","1G01","I-10 E","70113","1","(29.95442141, -90.08751642)"
"A0295518","21","COMPLAINT OTHER","1H","67","THEFT","1E","3689057","551922","2018-01-03T11:35:35.000","2018-01-03T12:36:48.000","2018-01-03T12:36:51.000","2018-01-03T13:00:11.000","NAT","Necessary Action Taken","N","3U03","050XX Saint Ferdinand Dr","70126","3","(30.01136312, -90.04347995)"
"A0261318","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3704911","552976","2018-01-03T02:13:05.000",,"2018-01-03T02:13:05.000","2018-01-03T02:36:31.000","NAT","Necessary Action Taken","Y","7E01","079XX Chef Menteur Hwy","70126","7","(30.01376171, -89.99335207)"
"A0284918","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3724599","564193","2018-01-03T09:46:59.000","2018-01-03T11:23:10.000","2018-01-03T11:33:06.000","2018-01-03T12:53:50.000","NAT","Necessary Action Taken","N","7L01","Michoud Blvd & Willowbrook Dr","70129","7","(30.04395716, -89.93071809)"
"A0319318","20I","AUTO ACCIDENT WITH INJURY","2B","20I","AUTO ACCIDENT WITH INJURY","2B","3722090","550599","2018-01-03T15:25:02.000","2018-01-03T15:26:37.000","2018-01-03T15:44:22.000","2018-01-03T17:20:13.000","RTF","REPORT TO FOLLOW","N","7G05","036XX Paris Rd","70129","7","(30.00666152, -89.9391685)"
"A0719818","24","MEDICAL","2B","103F","FIGHT","2B","37369000","3513814","2018-01-06T23:22:05.000","2018-01-06T23:25:10.000","2018-01-06T23:30:14.000","2018-01-06T23:54:09.000","NAT","Necessary Action Taken","N","8D01","Canal St & Bourbon St","70112","8","(0.0, 0.0)"
"A0310518","18","TRAFFIC INCIDENT","2A","18","TRAFFIC INCIDENT","2A","3669644","545762","2018-01-03T14:00:17.000","2018-01-03T14:06:02.000","2018-01-03T14:12:02.000","2018-01-03T14:31:09.000","NAT","Necessary Action Taken","N","3I04","I-610 W & Canal Blvd Exit","70124","3","(29.99501204, -90.10502511)"
"A0304318","67","THEFT","1E","67","THEFT","1E","3711959","563345","2018-01-03T12:54:33.000","2018-01-03T13:07:42.000","2018-01-03T13:17:01.000","2018-01-03T14:57:25.000","RTF","REPORT TO FOLLOW","N","7I07","109XX Roger Dr","70127","7","(30.04204253, -89.97069642)"
"A0337018","62C","SIMPLE BURGLARY VEHICLE","1E","67C","THEFT FROM EXTERIOR","1E","3698014","518799","2018-01-03T17:34:22.000","2018-01-03T19:36:33.000","2018-01-03T19:46:28.000","2018-01-03T19:56:53.000","GOA","GONE ON ARRIVAL","N","4C02","035XX Holiday Dr","70114","4","(29.92000563, -90.01638662)"
"A0343418","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3668289","545880","2018-01-03T18:38:33.000",,"2018-01-03T18:38:33.000","2018-01-03T19:00:10.000","DUP","DUPLICATE","N","3E02","Canal Blvd & I-610 W","70124","3","(29.99537641, -90.10930129)"
"A0298118","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3669254","538202","2018-01-03T12:01:30.000","2018-01-03T12:01:30.000","2018-01-03T12:01:36.000","2018-01-03T12:35:39.000","NAT","Necessary Action Taken","N","3D02","Banks St & S Alexander St","70119","3","(29.97423697, -90.10651171)"
"A0301318","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3668141","532463","2018-01-03T12:26:10.000",,"2018-01-03T12:26:10.000","2018-01-03T12:34:31.000","NAT","Necessary Action Taken","Y","2U04","Broadway St & Earhart Blvd","70125","2","(29.95848976, -90.110221)"
"A0363418","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3694405","549533","2018-01-03T22:50:33.000","2018-01-03T22:50:33.000","2018-01-03T22:50:40.000","2018-01-03T23:01:41.000","NAT","Necessary Action Taken","N","3U02","I-10 E & Highrise","70126","3","(30.00462887, -90.02667245)"
"A0357718","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3670904","535953","2018-01-03T21:32:15.000","2018-01-03T21:32:15.000","2018-01-03T21:34:54.000","2018-01-03T21:45:23.000","NAT","Necessary Action Taken","N","1L03","006XX S Cortez St","70119","1","(29.96800401, -90.10137798)"
