"the_geom","objectid","businessaddress","businessname","businessstartdate","businesstype","city","locationx","locationy","state","suite","zip"
"POINT (-90.06597019845 29.965586088596)","178","1211 GOVERNOR NICHOLLS ST","PENELOPE B B","2019-05-01","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3682126.22677","535194.644486","LA",,"70116"
"POINT (-90.076989294557 29.951922709288)","154","2036-38 IBERVILLE ST","2036-38 IBERVILLE","2017-12-04","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70112"
"POINT (-90.116104108943 29.955590611054)","230","43 FONTAINEBLEAU DR","KATHERINE B SENTER","1995-08-17","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3666291.31751","531387.804931","LA",,"70125"
"POINT (-90.071979806472 29.943710181206)","139","936 SAINT CHARLES AVE","THE HOTEL MODERN","2016-06-22","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680311.02203","527218.761855","LA",,"70130"
"POINT (-90.061359183222 29.960779726326)","82","616 URSULINES AVE","HOTEL VILLA CONVENTO","1984-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3683605.57532","533463.050756","LA",,"70116"
"POINT (-90.090818037712 29.980316616753)","7","3626 DELGADO DR","THE LAUREL GUEST HOME","2001-03-02","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3674200.76731","540465.066571","LA",,"70119"
"POINT (-90.070448759559 29.955525345495)","133","910 IBERVILLE ST","COURTYARD NEW ORLEANS DOWNTOWN/IBERVILLE","2012-09-19","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680748.53819","531520.528643","LA",,"70130"
"POINT (-89.986561309846 30.014255960337)","314","8542 CHEF MENTEUR HWY","BUDGET INN EXPRESS","2020-04-28","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3707060.68638","553179.547799","LA",,"70127"
"POINT (-90.096151786999 29.927383990404)","167","3811 ST CHARLES AVE","COLUMNS HOTEL","2020-04-07","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3672720.05832","521198.497913","LA",,"70115"
"POINT (-90.099774818634 29.973262690926)","96","120 S PIERCE ST","1896 O'MALLEY HOUSE","2005-04-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3671392.88167","537869.347913","LA",,"70119-6033"
"POINT (-90.035151775419 29.963496063549)","214","906 MAZANT ST","MAZANT HOLDING","2017-03-08","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3691892.60329","534543.874757","LA",,"70117"
"POINT (-90.065951746785 29.961692416766)","336","911 BURGUNDY ST","HOTEL ST PIERRE","2013-03-27","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682147.72936","533778.825413","LA",,"70116"
"POINT (-90.074928252848 29.937062593321)","245","1618 PRYTANIA ST","THE PRYTANIA OAKS HOTEL","2007-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679403.82242","524791.190844","LA",,"70130"
"POINT (-90.067321926293 29.951344003058)","50","114 MAGAZINE ST","BEST WEST ST CHRIS HOTEL","2004-06-22","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681755.46101","530010.965505","LA",,"70130"
"POINT (-90.072047361399 29.94877189273)","353","546 CARONDELET ST","MAISON DE LA LUZ","2019-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680269.36738","529059.14944","LA",,"70130"
"POINT (-90.032025155602 29.96221617807)","13","833 POLAND AVE","LOOKOUT INN NEW ORLEANS","2013-06-05","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3692887.86205","534089.692165","LA",,"70117"
"POINT (-90.092466916716 29.982864906202)","243","1172 CITY PARK AVE","OAKVIEW BED & BREAKFAST","2009-02-16","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3673668.7371","541386.067468","LA",,"70119"
"POINT (-90.064408146445 29.960117530793)","325","835 BOURBON ST","BON MAISON GUEST HOUSE","1999-01-01","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3682642.82792","533211.5481","LA",,"70116"
"POINT (-90.074005985047 29.971173356974)","151","1210 N GALVEZ ST","TREME BLUE HOUSE EFILE","2021-02-01","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3679559.59151","537198.333448","LA",,"70119"
"POINT (-90.074806737681 29.954144572852)","149","212 LOYOLA AVE","SONESTA ES SUITES NEW OLEANS","2019-12-09","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679374.08296","531003.245378","LA",,"70112"
"POINT (-90.052607810288 29.967722051008)","191","2460 N RAMPART ST","AULD SWEET OLIVE BED & BREAKFAST","2022-01-24","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3686348.36412","536018.401287","LA",,"70117"
"POINT (-90.11484827792 30.020573735103)","42","7214 PONTCHARTRAIN BLVD","ROSE MANOR","1998-05-20","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3666437.69677","555022.501785","LA",,"70124"
"POINT (-90.063549252453 29.961286309335)","255","1003 BOURBON ST","LAFITTE GUEST HOUSE","2017-08-30","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682910.07733","533639.572101","LA",,"70116"
"POINT (-90.065324971827 29.967351659245)","209","1247 ESPLANADE AVE","STATELY HOME GUEST HOUSE","2015-05-08","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3682323.41461","535838.931975","LA",,"70116"
"POINT (-90.060376964851 29.965264034992)","120","1830 DAUPHINE ST","1830 DAUPHINE HOUSE","1999-07-21","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3683898.46607","535097.164806","LA",,"70116"
"POINT (-89.977041720886 30.015817209788)","334","9300 CHEF MENTEUR HWY","WEBBER'S MOTEL","2012-08-06","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3710066.57937","553782.809815","LA",,"70127"
"POINT (-90.072842234853 29.950295825755)","294","833 POYDRAS ST","LE PAVILLON HOTEL HOTEL TAX","2015-07-24","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680011.55458","529610.537345","LA",,"70112"
"POINT (-90.076989294557 29.951922709288)","153","4180 OLD GENTILLY ROAD","DAYS INN","2021-11-10","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70126"
"POINT (-90.070691096182 29.953145256777)","173","131 CARONDELET ST","SONDER USA, INC.","2021-11-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680681.33877","530654.194882","LA",,"70112"
"POINT (-90.053854942016 29.963463640565)","310","527 MANDEVILLE ST","CHATEAU MANAGEMENT","2018-07-10","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3685970.79548","534465.475141","LA",,"70117"
"POINT (-90.0570064503 29.967243655989)","21","930 ELYSIAN FIELDS AVE","ELYSAIN FIELDS INN","2015-08-03","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684957.62831","535828.899655","LA",,"70117"
"POINT (-90.075070082075 29.95317032065)","79","330 LOYOLA AVE","HOLIDAY INN DTN SUPERDOME HTM","1968-04-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679294.58299","530648.055362","LA",,"70112"
"POINT (-90.018175352561 30.010844644036)","20","6061 CHEF MENTEUR HWY","MONTE CARLO MOTEL","2015-09-02","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3697070.17898","551822.851414","LA",,"70125"
"POINT (-90.07430720618 29.937809986205)","89","1518 PRYTANIA ST","FAIRCHILD HOUSE","1994-04-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679597.52936","525065.130621","LA",,"70130-4416"
"POINT (-90.073981624158 29.938764903539)","327","1415 PRYTANIA ST","1415 CREOLE GARDENS","2001-10-26","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679696.82831","525413.506301","LA",,"70130"
"POINT (-90.070167028852 29.951453096874)","181","301 ST CHARLES AVE","SONDER USA, INC","2020-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680854.07381","530040.692737","LA",,"70130"
"POINT (-90.069007171369 29.950060234587)","22","344 CAMP ST","QUEEN & CRESCENT HOTEL","2015-12-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681226.95074","529538.247873","LA",,"70130"
"POINT (-90.06474426314 29.940016342494)","313","1201 CONVENTION CENTER BLVD","HAMPTON INN & SUITES NEW ORLEANS-CONVENTION CENTER","2020-04-24","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682617.3261","525900.845757","LA",,"70130"
"POINT (-90.063293825977 29.94773526893)","340","2 POYDRAS ST","HILTON NEW ORLEANS RIVERSIDE","2015-04-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3683045.57205","528712.8144","LA",,"70130"
"POINT (-90.068488049798 29.938455963278)","104","1216 ANNUNCIATION ST","FLEUR DE LIS MANSION","2013-02-15","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3681437.92149","525320.328189","LA",,"70130"
"POINT (-90.066551578805 29.962331954846)","240","914 N RAMPART ST","THE VICTORIAN HOUSE","2006-04-11","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3681955.23093","534009.285125","LA",,"70116"
"POINT (-90.072292620639 29.934558485498)","185","1476 MAGAZINE ST","TRAVELERS NEW ORLEANS","2021-04-05","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3680248.58127","523889.78438","LA",,"70130"
"POINT (-90.068224572429 29.950856927403)","330","523 GRAVIER ST","LOFT 523","2002-04-24","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681471.57871","529830.689857","LA",,"70130"
"POINT (-90.075811565894 29.935892183324)","269","1748 PRYTANIA ST","ST CHARLES GUEST HOUSE","1981-06-15","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3679128.7373","524362.516348","LA",,"70130"
"POINT (-90.067772010578 29.949769669811)","103","330 MAGAZINE ST","VOCO ST. JAMES HOTEL","2012-07-11","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681619.25736","529436.905921","LA",,"70130"
"POINT (-90.067245405749 29.961203430632)","122","1031 ST ANN ST","THE GENTRY HOUSE","2004-01-01","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3681740.07759","533596.483717","LA",,"70116"
"POINT (-90.072506677991 29.972343207163)","195","2023 ESPLANADE AVE","ASHTON'S BED & BREAKFAST","1998-10-20","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680029.59739","537628.955528","LA",,"70116"
"POINT (-90.03647228161 29.965177117934)","138","1025 ALVAR ST","BY H20 BEAUTY","2015-09-10","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3691467.57654","535150.43239","LA",,"70117"
"POINT (-90.100213945326 29.965966774467)","343","3522 TULANE AVE","THE DRIFTER HOTEL","2016-10-25","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3671282.40641","535214.774342","LA",,"70119"
"POINT (-90.063535343893 29.963545434334)","97","924 GOVERNOR NICHOLLS ST","BOUGAINVILLEA HOUSE","2006-05-04","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3682905.37749","534461.121989","LA",,"70116"
"POINT (-90.070278403843 29.950244964209)","105","444 ST CHARLES AVE","INTER - CONTINENTAL ROOMS","2013-02-26","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680823.64776","529600.982337","LA",,"70130"
"POINT (-90.065547194647 29.956227745827)","3","621 ST LOUIS ST","ROYAL ORLEANS HOTEL","1987-12-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682297.81064","531793.086915","LA",,"70130"
"POINT (-90.049282182934 29.964734559496)","196","715 ST FERDINAND ST","KATE & DAVES BED & BREAKFAST","2001-04-18","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3687413.4799","534943.823942","LA",,"70117-7367"
"POINT (-90.038145855578 29.961732566323)","296","3810 ROYAL ST","ROYAL SUNSHINE","2015-11-04","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3690951.844","533891.875653","LA",,"70117"
"POINT (-90.076989294557 29.951922709288)","304","334 O KEEFE AVE","HOLIDAY INN EXPRESS","2017-12-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70112"
"POINT (-90.059184708731 29.964351198401)","175","1911 ROYAL ST","MASON D'OR","2018-07-24","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684279.65218","534769.419334","LA",,"70116"
"POINT (-90.076410588933 29.949541801152)","159","601 LOYOLA AVE","HYATT REGENCY NEW ORLEANS","2019-05-07","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678884.56987","529323.933185","LA",,"70113"
"POINT (-90.063491708353 29.95865458849)","84","625 ST ANN ST","PLACE D'ARMES HOTEL","1985-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682938.90351","532682.783108","LA",,"70116-3212"
"POINT (-90.066265825827 29.943192763607)","48","301 ST JOSEPH ST","SPRINGHILL SUITES BY MARRIOTT H/P","2001-09-04","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682122.67036","527050.575294","LA",,"70130"
"POINT (-90.030879904079 30.00775986906)","83","5035 CHEF MENTEUR HWY","NEW ORLEANS INN","1986-03-17","4704 - TRAVELER ACCOMMODATION, ALL OTH","NEW ORLEANS","3693062.23427","550655.183572","LA",,"70126"
"POINT (-90.057555478266 29.962324169705)","171","417 FRENCHMEN ST","FRENCHMEN HOTEL","2022-02-15","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3684803.71516","534038.056773","LA",,"70116"
"POINT (-90.067696338741 29.950876130951)","179","209 MAGAZINE ST","WYNDHAM LA BELLE MAISON","2019-07-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681638.77653","529839.520257","LA",,"70130"
"POINT (-90.076862132305 29.950725039864)","341","1250 POYDRAS ST","HYATT HOUSE NEW ORLEANS DOWNTOWN","2015-10-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678736.86037","529752.634305","LA",,"70113"
"POINT (-90.076989294557 29.951922709288)","95","712-14 SPAIN ST","PIERRE COULON GUEST HOUSE","2002-05-13","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70117"
"POINT (-90.068943897336 29.951191437217)","45","221 CAMP ST","INTERNATIONAL HOUSE HOTEL","2002-04-24","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681242.44879","529949.815745","LA",,"70130"
"POINT (-90.075458867169 29.936345013228)","221","1726 PRYTANIA ST","PARISIAN COURTYARD INN","2018-11-07","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3679238.63496","524528.407612","LA",,"70130"
"POINT (-90.07194136475 29.954729067405)","322","108 UNIVERSITY PL","HOTEL MAISON PIERRE LAFITTE   LTD","1996-06-18","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680279.08687","531225.76621","LA",,"70112"
"POINT (-90.073004188613 29.953819786659)","224","925  COMMON ST","925 COMMON","2019-11-27","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679946.17397","530891.414786","LA",,"70112"
"POINT (-90.074979457547 29.928365002148)","67","2125 LAUREL ST","OLD LA LA'S CREOLE COTTAGE","2015-09-30","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3679422.33858","521628.256313","LA",,"70130"
"POINT (-90.095314065257 29.967998037854)","88","300 S NORMAN C FRANCIS PKWY","ENTROPY ROOMS","1992-04-12","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3672825.83284","535970.148551","LA",,"70119-6232"
"POINT (-90.068511035872 29.950972201932)","257","535 GRAVIER ST","ROYAL CRESCENT HOTEL","2018-05-11","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681380.40188","529871.606401","LA",,"70130"
"POINT (-90.051969783282 29.964942085969)","200","2483 ROYAL ST","SCHIRO'S GUEST HOUSE","2003-01-02","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3686561.67721","535009.762054","LA",,"70117"
"POINT (-90.07721943643 29.958353588649)","74","1600 CANAL ST","SPRINGHILL SUITES BY MARRIOTT","2018-03-02","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678593.30325","532525.416708","LA",,"70112"
"POINT (-90.076989294557 29.951922709288)","112","1509 SAINT CHARLES AVE","HISTORIC STREETCAR INN","2017-02-03","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70130"
"POINT (-90.075864004842 29.942401267575)","306","1730 CLIO ST","THE SYD","2021-03-19","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679086.15368","526729.273022","LA",,"70113"
"POINT (-90.038905800909 30.002426282839)","32","4200 OLD GENTILLY RD","MOTEL 6","2020-12-09","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3690544.05321","548686.902995","LA",,"70126"
"POINT (-90.072405222504 29.955106311948)","150","1016 CANAL ST","SONDER USA","2020-10-02","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680130.69384","531361.329858","LA",,"70112"
"POINT (-90.059725621492 29.961903957193)","266","1234 CHARTRES ST","LE RICHELIEU","2019-11-19","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3684118.27682","533877.608325","LA",,"70116"
"POINT (-90.068396761335 29.956554025357)","273","830 CONTI ST","PRINCE CONTI HOTEL","1987-08-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681394.18178","531901.761859","LA","B","70112-3440"
"POINT (-90.067145256808 29.950388146544)","262","427 GRAVIER ST","GRAVIER","2019-02-04","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681815.24776","529663.999105","LA",,"70130"
"POINT (-90.03215560337 30.006416353297)","233","4940 CHEF MENTEUR HWY","ECONO LODGE","2001-10-10","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3692664.04035","550162.042772","LA",,"70126-5016"
"POINT (-90.103116106041 29.929717704704)","155","4417 DRYADES ST","BLUE LAGOON NOLA","2018-02-15","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3670505.04142","522023.371578","LA",,"70115"
"POINT (-90.071579680425 29.971695983053)","44","1923 ESPLANADE AVE","H H WHITNEY HOUSE","1998-01-12","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3680325.67701","537396.8306","LA",,"70116"
"POINT (-90.073202680273 29.950427931497)","331","901 POYDRAS ST","HOMEWOOD SUITES - NEW ORLEANS","2006-12-14","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679896.88411","529657.320385","LA",,"70112"
"POINT (-90.052833571213 29.969713129618)","31","2360 MARAIS ST","MAISON MARAIS","2019-12-02","8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS","NEW ORLEANS","3686268.79369","536741.632007","LA",,"70117"
"POINT (-90.074135917856 29.952934605727)","163","300 S RAMPART ST","SONDER","2019-10-18","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679591.33845","530565.590402","LA",,"70112"
"POINT (-90.076012485804 29.94290593822)","315","1130 BARONNE ST","1130 BARONNE","2021-02-11","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679037.1165","526912.273726","LA",,"70113"
"POINT (-90.014990454149 30.011025253479)","29","6303 CHEF MENTEUR HWY","NOLA10LLC","2019-02-19","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3698077.36887","551900.110806","LA",,"70126"
"POINT (-90.055947070016 29.966525689758)","264","2222 BURGUNDY ST","MAISON GRACE","2019-03-27","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3685295.95573","535571.558086","LA",,"70117"
"POINT (-90.066044601603 29.964027748539)","292","1118 URSULINES AVE","NEW ORLEANS GUEST HOUSE","2014-02-03","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682108.93615","534627.713606","LA",,"70116"
"POINT (-90.07758573091 29.938505008465)","337","1628 CARONDELET ST","AUBERGE NOUVELLE ORLEANS","2013-11-20","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3678556.41762","525306.471549","LA",,"70130"
"POINT (-90.070003145272 29.97060378515)","300","1731 ESPLANADE AVE","FIVE CONTINENTS","2016-07-27","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3680829.19087","537005.166344","LA",,"70116"
"POINT (-90.079398308989 29.973102399781)","43","2624 URSULINES AVE","CKW INC","1993-05-06","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3677844.68245","537881.083721","LA",,"70119"
"POINT (-90.075243150609 29.97358462261)","75","2306 ESPLANADE AVE","DEGAS HOUSE","2021-09-30","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679158.27259","538070.858377","LA",,"70119"
"POINT (-90.06620206928 29.948956531355)","152","333 POYDRAS ST","LE MERIDIEN","2021-05-12","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682119.68354","529146.713216","LA","70130","70130"
"POINT (-90.064803889299 29.943255523782)","201","859 CONVENTION CENTER BLVD","NEW ORLEANS MARRIOTT AT THE CONVENTION CENTER-[H/P","2005-07-06","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682585.40232","527078.519806","LA",,"70130"
"POINT (-90.073301739977 29.948987394393)","35","550 BARONNE ST","VIRGIN HOTELS NEW ORLEANS","2021-07-19","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679871.27515","529133.143296","LA",,"70113"
"POINT (-90.067224893359 29.950961661234)","183","444 COMMON ST","THE PELHAM HOTEL","2020-12-10","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681787.72476","529872.271553","LA",,"70130"
"POINT (-90.075691489886 29.957371259234)","160","1500 CANAL ST","THE JUNG HOTELS & RESIDENCES-HOTEL","2019-04-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679081.04053","532173.512067","LA",,"70112"
"POINT (-90.079849838051 29.962266921188)","87","2011 IBERVILLE ST","JEFF DAVIS","1991-04-05","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3677744.83253","533939.329925","LA",,"70112"
"POINT (-90.076989294557 29.951922709288)","57","740 HEBERT DR","FEDERAL CITY INN & SUITES","2011-08-11","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70114"
"POINT (-90.063998189889 29.960033338236)","113","730 DUMAINE ST","FRENCH QUARTER MANSION BOUTIQUE HOTEL","2017-02-03","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682772.97532","533182.370372","LA",,"70116"
"POINT (-90.057889355726 29.964159031905)","58","628 FRENCHMEN ST","SUITE JAZZ ON FRENCHMEN","2012-10-03","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684690.57161","534704.103686","LA",,"70116"
"POINT (-90.059064815249 29.966881003432)","68","919 TOURO ST","FLEUR DE MARIGNY","2016-01-01","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684307.38325","535689.772039","LA",,"70116"
"POINT (-90.076989294557 29.951922709288)","253","634 N. WHITE ST","CAMPECHE","2017-03-30","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70119"
"POINT (-90.063293825977 29.94773526893)","236","2 POYDRAS ST","HILTON N O RIVERSIDE HOTEL","2004-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3683045.57205","528712.8144","LA","2ND FL","70130"
"POINT (-90.062371823393 29.960555544893)","207","1006 ROYAL ST","HOTEL ROYAL","2013-07-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3683285.8404","533377.97242","LA",,"70116"
"POINT (-90.071037002089 29.957912645397)","344","317 N RAMPART ST","HOMEWOOD SUITES NEW ORLEANS FRENCH QUARTER","2017-04-04","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680552.70562","532386.586755","LA",,"70112"
"POINT (-90.071999254562 29.95685453015)","319","201 N RAMPART ST","SONDER USA, INC.","2021-12-17","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680252.24763","531998.461507","LA",,"70112"
"POINT (-90.067237009774 29.956051771703)","177","717 CONTI ST","HOTEL LE MARAIS","2018-12-18","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681763.43541","531723.179843","LA",,"70130"
"POINT (-90.065978482518 29.945567180836)","219","727 S PETERS ST","THE MERCHANTILE HOTEL","2018-05-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682204.11989","527915.005567","LA",,"70130"
"POINT (-90.067318764507 29.947885908781)","208","535 TCHOUPITOULAS ST","THE OLD NO. 77 HOTEL & CHANDLERY - MAIN","2013-07-31","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681770.35599","528753.487296","LA",,"70130"
"POINT (-90.035045746223 30.02507255295)","140","6001 FRANCE RD","PONTCHARTRAIN LANDING","2016-11-09","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3691672.46832","556935.786202","LA",,"70126"
"POINT (-90.104090820769 29.96743478511)","26","3900 TULANE AVE","TULANE HOTEL GROUP INC","2017-07-26","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3670049.17703","535735.410695","LA",,"70119"
"POINT (-90.069369135422 29.966299058961)","247","1520 URSULINES AVE","HISTORIC URSULINES COTTAGE","2014-10-23","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3681047.18939","535442.019974","LA",,"70116"
"POINT (-90.066382683685 29.962467739016)","2","920 N RAMPART ST","BEST WESTERN FRENCH QUARTER   LANDMARK HOTEL","1981-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682008.16271","534059.252613","LA",,"70116-3011"
"POINT (-90.018299176046 30.008809254214)","107","6042 CHEF MENTEUR HWY","BEST WAY INN & SUITES & TRAILOR PARK","2014-04-15","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3697039.48599","551082.256597","LA",,"70126"
"POINT (-90.093834455632 29.930791726449)","355","3435 DRYADES ST","GLADSTONE HOTEL LLC","2020-08-07","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3673440.65396","522445.607482","LA",,"70115"
"POINT (-90.05876614998 29.962824379334)","323","547 ESPLANADE AVE","LANAUX MANSION","1997-06-01","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684418.35465","534215.685573","LA",,"70116"
