"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0077421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3696114","518534","2021-01-01T14:58:58.563","2021-01-01T14:58:58.563","2021-01-01T14:58:58.563","2021-01-01T17:33:09.397","NAT","Necessary Action Taken","Y","4C02","035XX Blk Garden Oaks Dr","70114","4","POINT (-90.02239328 29.91933776)"
"A0077521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3689700","523378","2021-01-01T15:01:39.360","2021-01-01T15:01:39.360","2021-01-01T15:01:39.360","2021-01-01T16:19:16.177","NAT","Necessary Action Taken","Y","4A04","020XX Le Boeuf St","70114","4","POINT (-90.04246434 29.93285896)"
"A0077621","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3665492","529390","2021-01-01T15:03:15.873","2021-01-01T15:32:59.247",,"2021-01-01T15:33:02.960","GOA","GONE ON ARRIVAL","N","2L04","073XX Panola St","70118","2","POINT (-90.11868851 29.95011611)"
"A0077721","56","SIMPLE CRIMINAL DAMAGE","1F","56","SIMPLE CRIMINAL DAMAGE","1F","3683344","553232","2021-01-01T15:03:39.153","2021-01-01T16:18:09.067","2021-01-01T17:16:43.170","2021-01-01T18:41:29.813","DUP","DUPLICATE","N","3R02","055XX Vermillion Blvd","70122","3","POINT (-90.06148418 30.01513989)"
"A0077821","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3680900","532917","2021-01-01T15:05:53.947","2021-01-01T15:05:53.947","2021-01-01T15:05:53.947","2021-01-01T15:49:37.227","NAT","Necessary Action Taken","Y","1E03","005XX N Rampart St","70112","1","POINT (-90.06991538 29.95935566)"
"A0077921","67","THEFT","1G","103","DISTURBANCE (OTHER)","1C","3669110","532254","2021-01-01T15:06:37.397","2021-01-01T16:28:05.483","2021-01-01T16:39:35.230","2021-01-01T16:44:31.940","GOA","GONE ON ARRIVAL","N","2V03","013XX S Telemachus St","70125","2","POINT (-90.10716877 29.9578856)"
"A0078021","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3676013","538746","2021-01-01T15:06:55.010","2021-01-01T15:49:41.967","2021-01-01T15:52:41.330","2021-01-01T16:12:33.977","NAT","Necessary Action Taken","N","1N03","009XX N Salcedo St","70119","1","POINT (-90.08514635 29.97553062)"
"A0078121","94","DISCHARGING FIREARM","2D","94","DISCHARGING FIREARM","2D","3694198","559742","2021-01-01T15:07:38.987","2021-01-01T15:08:13.853","2021-01-01T15:15:25.590","2021-01-01T15:25:12.620","DUP","DUPLICATE","N","7A05","Downman Rd & Hayne Blvd","70126","7","POINT (-90.0269583 30.03270567)"
"A0078221","62C","SIMPLE BURGLARY VEHICLE","1G","62C","SIMPLE BURGLARY VEHICLE","1G","3671561","523091","2021-01-01T15:07:58.330","2021-01-01T15:15:29.820","2021-01-01T15:22:07.797","2021-01-01T16:28:42.273","RTF","REPORT TO FOLLOW","N","6Q01","041XX Blk Loyola Ave","70115","6","POINT (-90.09973781 29.93261699)"
"A0078321","21N","NOISE COMPLAINT","1A","21N","NOISE COMPLAINT","1G","3705819","521710","2021-01-01T15:08:31.293","2021-01-01T16:39:26.677","2021-01-01T16:39:38.743","2021-01-01T16:59:35.607","NAT","Necessary Action Taken","N","4E02","001XX Woodland Pl","70131","4","POINT (-89.99164197 29.92776238)"
"A0078521","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3728894","555804","2021-01-01T15:08:53.800","2021-01-01T16:14:06.197","2021-01-01T16:19:23.583","2021-01-01T16:48:07.420","RTF","REPORT TO FOLLOW","N","7M03","046XX Venus Dr","70129","7","POINT (-89.91747028 30.02074442)"
"A0078721","24","MEDICAL","1A","24","MEDICAL","2D","37369000","3513814","2021-01-01T15:09:38.480",,,"2021-01-01T15:37:43.230","VOI","VOID","N","8C03","Royal St & Saint Peter St","70130","8","POINT (0 0)"
"A0078821","63","PROWLER","2E","63","PROWLER","2E","3691505","549609","2021-01-01T15:09:52.077","2021-01-01T15:19:10.307","2021-01-01T15:26:14.593","2021-01-01T21:18:56.343","RTF","REPORT TO FOLLOW","N","3U02","045XX Chef Menteur Hwy","70126","3","POINT (-90.03583128 30.00492825)"
"A0079021","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1C","3689563","538246","2021-01-01T15:11:43.543","2021-01-01T16:01:43.653",,"2021-01-01T16:01:49.140","GOA","GONE ON ARRIVAL","N","5G04","Clouet St & N Derbigny St","70117","5","POINT (-90.04237076 29.97374285)"
"A0079121","22B","BUSINESS CHECK","1K","21P","LOST PROPERTY","0G","3680101","541348","2021-01-01T15:13:36.650","2021-01-01T15:13:36.650","2021-01-01T15:13:36.650","2021-01-01T16:18:47.143","NAT","Necessary Action Taken","Y","1C02","018XX N Broad St","70119","1","POINT (-90.07214495 29.98256201)"
"A0079221","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3679220","549840","2021-01-01T15:13:44.497","2021-01-01T15:13:44.497","2021-01-01T15:13:44.497","2021-01-01T15:18:40.773","NAT","Necessary Action Taken","Y","3M04","Approx Loc: 047XX Paris Ave","70122","3","POINT (-90.07463333 30.00594)"
"A0079321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3667785","551459","2021-01-01T15:15:56.430","2021-01-01T15:15:56.430","2021-01-01T15:15:56.430","2021-01-01T15:24:11.080","NAT","Necessary Action Taken","Y","3F01","Colbert St & Porteous St","70124","3","POINT (-90.11070274 30.01073138)"
"A0079421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T15:16:35.100","2021-01-01T15:16:35.100","2021-01-01T15:16:35.100","2021-01-01T15:23:50.863","NAT","Necessary Action Taken","Y","None","General Haig & Filmore","None","0","POINT (0 0)"
"A0079521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3674349","524903","2021-01-01T15:16:36.447","2021-01-01T15:16:36.447","2021-01-01T15:16:36.447","2021-01-01T15:39:39.640","NAT","Necessary Action Taken","Y","6F02","Washington Ave & La Salle St","70115","6","POINT (-90.09087429 29.9375179)"
"A0079621","20","AUTO ACCIDENT","1A","20","AUTO ACCIDENT","1E","3702867","511887","2021-01-01T15:17:54.853","2021-01-01T15:39:20.497","2021-01-01T16:09:04.860","2021-01-01T16:33:34.740","RTF","REPORT TO FOLLOW","N","4D05","Tullis Dr & Tall Spruce Dr","70131","4","POINT (-90.00131919 29.90084714)"
"A0079721","62C","SIMPLE BURGLARY VEHICLE","1G","62C","SIMPLE BURGLARY VEHICLE","1G","3682823","543649","2021-01-01T15:18:51.713","2021-01-01T17:18:01.593","2021-01-01T17:23:14.667","2021-01-01T19:45:30.270","RTF","REPORT TO FOLLOW","N","3X01","030XX Saint Anthony Ave","70122","3","POINT (-90.06346776 29.9888076)"
"A0079821","56","SIMPLE CRIMINAL DAMAGE","1F","100","HIT & RUN","1G","3667891","527646","2021-01-01T15:19:01.947","2021-01-01T16:21:19.423","2021-01-01T16:37:44.927","2021-01-01T18:47:15.630","RTF","REPORT TO FOLLOW","N","2Q01","032XX Blk Nashville Ave","70125","2","POINT (-90.11117294 29.94525197)"
"A0079921","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3666083","551682","2021-01-01T15:20:02.770","2021-01-01T15:23:56.613","2021-01-01T15:28:44.390","2021-01-01T15:33:35.797","NAT","Necessary Action Taken","N","3C02","065XX Avenue A","70124","3","POINT (-90.11607376 30.01139458)"
"A0080021","20","AUTO ACCIDENT","1E","20","AUTO ACCIDENT","1E","3715233","564452","2021-01-01T15:20:12.443","2021-01-01T16:44:37.757","2021-01-01T16:56:29.750","2021-01-01T18:14:05.627","RTF","REPORT TO FOLLOW","N","7I09","Bullard Ave & S I-10 Service Rd","70128","7","POINT (-89.96030738 30.04498121)"
"A0080121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3707875","520051","2021-01-01T15:21:00.620","2021-01-01T15:21:00.620","2021-01-01T15:21:00.620","2021-01-01T16:00:15.920","NAT","Necessary Action Taken","Y","4E04","Sullen Pl & Brighton Pl","70131","4","POINT (-89.98521388 29.92313503)"
"A0080221","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3694901","524472","2021-01-01T15:21:19.767","2021-01-01T15:22:43.257","2021-01-01T15:26:01.500","2021-01-01T16:00:38.793","NAT","Necessary Action Taken","N","4I04","018XX Jo Ann Pl","70114","4","POINT (-90.02600757 29.93570494)"
"A0080321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3682868","535366","2021-01-01T15:21:39.053","2021-01-01T15:21:39.053","2021-01-01T15:21:39.053","2021-01-01T16:07:56.840","NAT","Necessary Action Taken","Y","1A01","N Rampart St & Esplanade Ave","70116","1","POINT (-90.06361383 29.96602949)"
"A0080521","103D","DOMESTIC DISTURBANCE","2C","103","DISTURBANCE (OTHER)","1C","3707784","514362","2021-01-01T15:23:32.387","2021-01-01T16:42:29.857","2021-01-01T16:47:42.777","2021-01-01T17:41:37.950","RTF","REPORT TO FOLLOW","N","4E04","044XX Joycelyn Dr","70131","4","POINT (-89.98571032 29.90749574)"
"A0080621","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3669039","536691","2021-01-01T15:26:29.590","2021-01-01T15:36:41.117","2021-01-01T15:48:11.477","2021-01-01T16:13:28.913","GOA","GONE ON ARRIVAL","N","3D01","007XX Blk S Solomon St","70119","3","POINT (-90.10724236 29.97008754)"
"A0080821","103D","DOMESTIC DISTURBANCE","2C","103D","DOMESTIC DISTURBANCE","2C","3682215","547341","2021-01-01T15:28:34.670","2021-01-01T15:34:21.850","2021-01-01T15:36:48.863","2021-01-01T16:03:23.663","RTF","REPORT TO FOLLOW","N","3Q01","002XX Warrington Dr","70122","3","POINT (-90.06525667 29.99897837)"
"A0080921","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1J","3669644","545762","2021-01-01T15:29:51.493","2021-01-01T15:31:52.063",,"2021-01-01T15:39:49.527","NAT","Necessary Action Taken","N","3I04","I-610 W & Canal Blvd Exit","70124","3","POINT (-90.10502511 29.99501204)"
"A0081021","37D","AGGRAVATED ASSAULT DOMESTIC","2C","21","COMPLAINT OTHER","1J","3730673","562965","2021-01-01T15:30:04.297","2021-01-01T15:30:04.297","2021-01-01T15:30:04.297","2021-01-01T17:57:22.390","RTF","REPORT TO FOLLOW","Y","7L04","049XX Oled Dr","70129","7","POINT (-89.91156935 30.04037227)"
"A0081121","62C","SIMPLE BURGLARY VEHICLE","1A","62C","SIMPLE BURGLARY VEHICLE","1G","3676138","554860","2021-01-01T15:30:14.043","2021-01-02T08:43:20.960","2021-01-02T10:00:12.733","2021-01-02T12:18:07.963","RTF","REPORT TO FOLLOW","N","3J04","059XX Blk Wisner Blvd","70124","3","POINT (-90.08419686 30.01983542)"
"A0081221","966","DRUG VIOLATIONS","1I","966","DRUG VIOLATIONS","1I","3691465","549684","2021-01-01T15:31:08.353","2021-01-01T15:31:08.353","2021-01-01T15:31:08.353","2021-01-01T22:12:08.363","RTF","REPORT TO FOLLOW","Y","3U02","045XX Chef Menteur Hwy","70126","3","POINT (-90.03595244 30.00513458)"
"A0081321","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2021-01-01T15:31:29.140","2021-01-01T15:31:29.140","2021-01-01T15:31:29.140","2021-01-01T18:02:23.163","NAT","Necessary Action Taken","Y","8G04","005XX Canal St","70130","8","POINT (0 0)"
"A0081421","21","COMPLAINT OTHER","1J","107","SUSPICIOUS PERSON","2C","3713502","557461","2021-01-01T15:31:47.877","2021-01-01T16:12:35.157","2021-01-01T16:19:37.833","2021-01-01T16:30:03.993","NAT","Necessary Action Taken","N","7J02","049XX Cardenas Dr","70127","7","POINT (-89.96604074 30.02581387)"
"A0081521","20I","AUTO ACCIDENT WITH INJURY","2D","20I","AUTO ACCIDENT WITH INJURY","2D","3683680","552222","2021-01-01T15:32:14.127","2021-01-01T15:33:07.867","2021-01-01T15:36:39.957","2021-01-01T17:13:31.473","RTF","REPORT TO FOLLOW","N","3Q02","Filmore Ave & Elysian Fields Ave","70122","3","POINT (-90.06045849 30.01235336)"
"A0081621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3665708","551673","2021-01-01T15:33:47.357","2021-01-01T15:33:47.357","2021-01-01T15:33:47.357","2021-01-01T15:58:02.420","NAT","Necessary Action Taken","Y","3C02","Avenue B & Portland St","70124","3","POINT (-90.11725995 30.01138183)"
"A0081721","34S","AGGRAVATED BATTERY BY SHOOTING","2C","34S","AGGRAVATED BATTERY BY SHOOTING","2C","3698622","561457","2021-01-01T15:34:15.723",,,"2021-01-01T15:41:05.200","DUP","DUPLICATE","N","7D08","Hayne Blvd & Mullet St","70126","7","POINT (-90.01291354 30.03728185)"
"A0081921","63","PROWLER","2E","63","PROWLER","2E","3679922","527055","2021-01-01T15:36:12.390","2021-01-01T15:39:30.403","2021-01-01T15:43:23.563","2021-01-01T16:04:42.200","NAT","Necessary Action Taken","N","6G04","007XX Howard Ave","70130","6","POINT (-90.07320678 29.94326883)"
"A0082021","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3682933","533562","2021-01-01T15:36:34.763","2021-01-01T15:48:00.020","2021-01-01T15:54:35.183","2021-01-01T15:57:34.050","NAT","Necessary Action Taken","N","8E01","Saint Philip St & Bourbon St","70116","8","POINT (-90.0634728 29.96106695)"
"A0082121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T15:37:11.477","2021-01-01T15:37:11.477","2021-01-01T15:37:11.477","2021-01-01T16:27:34.710","NAT","Necessary Action Taken","Y","3I01","Pontalba St & Canal Blvd","None","0","POINT (0 0)"
"A0082221","21","COMPLAINT OTHER","1C","21","COMPLAINT OTHER","1J","3711784","557232","2021-01-01T15:38:16.260",,,"2021-01-02T00:59:04.310","VOI","VOID","N","7J02","049XX Lurline St","70127","7","POINT (-89.97147727 30.02524074)"
"A0082321","34S","AGGRAVATED BATTERY BY SHOOTING","2C","34S","AGGRAVATED BATTERY BY SHOOTING","2C","3687450","538764","2021-01-01T15:38:59.113","2021-01-01T15:39:45.247","2021-01-01T15:42:31.397","2021-01-01T18:41:10.983","RTF","REPORT TO FOLLOW","N","5G02","025XX N Derbigny St","70117","5","POINT (-90.04902454 29.97523272)"
"A0082421","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1C","3699030","558200","2021-01-01T15:39:46.087","2021-01-02T07:17:27.153",,"2021-01-02T07:17:58.507","GOA","GONE ON ARRIVAL","N","7D06","071XX Martin Dr","70126","7","POINT (-90.01174386 30.0283139)"
"A0082521","103F","FIGHT","2D","103F","FIGHT","2D","3715690","564993","2021-01-01T15:41:20.237","2021-01-01T15:46:33.723","2021-01-01T16:08:26.537","2021-01-01T16:12:27.163","GOA","GONE ON ARRIVAL","N","7K01","121XX S I-10 Service Rd","70128","7","POINT (-89.95884377 30.0464525)"
"A0082621","21","COMPLAINT OTHER","1A","107","SUSPICIOUS PERSON","2C","3692195","543218","2021-01-01T15:43:26.283","2021-01-01T19:55:21.457","2021-01-01T19:57:43.587","2021-01-01T21:41:52.167","RTF","REPORT TO FOLLOW","N","5Q02","034XX Blk Abundance St","70126","5","POINT (-90.03387789 29.98733212)"
"A0082721","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2021-01-01T15:44:27.327","2021-01-01T15:44:27.327","2021-01-01T15:44:27.327","2021-01-01T16:47:51.073","NAT","Necessary Action Taken","Y","8B02","007XX Blk Decatur St","70116","8","POINT (0 0)"
"A0082821","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3698542","519147","2021-01-01T15:45:15.880","2021-01-01T15:45:15.880","2021-01-01T15:45:15.880","2021-01-01T16:27:40.443","NAT","Necessary Action Taken","Y","4C02","General De Gaulle Dr & Holiday Dr","70114","4","POINT (-90.01470707 29.92094682)"
"A0082921","103M","MENTAL PATIENT","2C","21","COMPLAINT OTHER","1J","37369000","3513814","2021-01-01T15:45:23.453","2021-01-01T15:48:51.890","2021-01-01T15:51:43.097","2021-01-01T17:24:51.867","NAT","Necessary Action Taken","N","8B01","Canal St & Decatur St","70130","8","POINT (0 0)"
"A0083021","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3678882","530567","2021-01-01T15:45:41.897","2021-01-01T16:31:00.133","2021-01-01T16:37:03.973","2021-01-01T17:22:41.993","GOA","GONE ON ARRIVAL","N","8J02","003XX Loyola Ave","70112","8","POINT (-90.07636795 29.95295457)"
"A0083121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3664781","535671","2021-01-01T15:47:00.090","2021-01-01T15:47:00.090","2021-01-01T15:47:00.090","2021-01-01T16:19:19.850","NAT","Necessary Action Taken","Y","2S02","Approx Loc: 032XX General Ogden St","70118","2","POINT (-90.12072167 29.96740833)"
"A0083221","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3669074","540065","2021-01-01T15:48:07.103","2021-01-01T15:48:07.103","2021-01-01T15:48:07.103","2021-01-01T15:57:37.553","NAT","Necessary Action Taken","Y","3H01","047XX Canal St","70119","3","POINT (-90.10701633 29.97936493)"
"A0083321","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3682309","531760","2021-01-01T15:48:09.040","2021-01-01T17:50:22.383","2021-01-01T18:56:27.413","2021-01-01T19:10:27.617","GOA","GONE ON ARRIVAL","N","8C03","006XX Saint Louis St","70130","8","POINT (-90.06550655 29.95613216)"
"A0083421","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3683278","532131","2021-01-01T15:50:25.920","2021-01-01T15:50:25.920","2021-01-01T15:50:25.920","2021-01-01T16:46:41.537","NAT","Necessary Action Taken","Y","8B02","007XX Blk Decatur St","70116","8","POINT (-90.06243324 29.95712261)"
"A0083521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3661784","531864","2021-01-01T15:50:35.447","2021-01-01T15:50:35.447","2021-01-01T15:50:35.447","2021-01-01T16:54:31.513","NAT","Necessary Action Taken","Y","2K02","Eagle St & Cohn St","70118","2","POINT (-90.13031358 29.95702611)"
"A0083621","21","COMPLAINT OTHER","1J","67A","AUTO THEFT","1D","3681649","530441","2021-01-01T15:51:35.733","2021-01-02T17:16:40.530","2021-01-02T17:45:41.637","2021-01-02T18:13:13.530","NAT","Necessary Action Taken","N","8C01","005XX Canal St","70130","8","POINT (-90.06763618 29.952527)"
"A0083721","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3715875","562190","2021-01-01T15:51:38.257",,,"2021-01-01T15:51:38.257","NAT","Necessary Action Taken","N","7I09","057XX Louis Prima Dr W","70128","7","POINT (-89.95836508 30.0387383)"
"A0083821","22D","DIRECTED PATROL","1J","22D","DIRECTED PATROL","1J","3664399","536293","2021-01-01T15:52:16.687","2021-01-01T15:52:16.687","2021-01-01T15:52:16.687","2021-01-01T16:16:41.690","NAT","Necessary Action Taken","Y","2S01","Forshey St & Hamilton St","70118","2","POINT (-90.12190874 29.96913025)"
"A0084021","94F","FIREWORKS","1A","103","DISTURBANCE (OTHER)","1C","3670392","550614","2021-01-01T15:53:15.647","2021-01-01T15:58:08.280",,"2021-01-01T16:06:09.007","GOA","GONE ON ARRIVAL","N","3J01","065XX Argonne Blvd","70124","3","POINT (-90.10249767 30.0083315)"
"A0084121","66","EXTORTION (THREATS)","1H","66","EXTORTION (THREATS)","1H","3682103","540354","2021-01-01T15:53:17.123","2021-01-01T16:22:26.130","2021-01-01T16:51:30.393","2021-01-01T16:53:20.970","GOA","GONE ON ARRIVAL","N","5K02","022XX New Orleans St","70119","5","POINT (-90.06585749 29.97976846)"
"A0084221","21","COMPLAINT OTHER","1J","62R","RESIDENCE BURGLARY","1E","3703593","511134","2021-01-01T15:53:27.650",,,"2021-01-01T16:40:05.053","VOI","VOID","N","4D05","052XX Timber Crest Dr","70131","4","POINT (-89.99905552 29.89875457)"
"A0084321","94F","FIREWORKS","1A","103","DISTURBANCE (OTHER)","1C","3690981","551826","2021-01-01T15:54:12.843","2021-01-01T16:49:09.793","2021-01-01T16:55:56.810","2021-01-01T17:05:32.183","GOA","GONE ON ARRIVAL","N","3U03","046XX Mirabeau Ave","70126","3","POINT (-90.03740556 30.01104032)"
"A0084421","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3675513","535163","2021-01-01T15:54:23.283","2021-01-01T15:54:23.283","2021-01-01T15:54:23.283","2021-01-01T16:16:05.453","NAT","Necessary Action Taken","Y","1I03","026XX Canal St","70119","1","POINT (-90.08684728 29.96569481)"
"A0084521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3673958","538435","2021-01-01T15:57:49.693","2021-01-01T15:57:49.693","2021-01-01T15:57:49.693","2021-01-01T16:14:40.880","NAT","Necessary Action Taken","Y","1M03","Toulouse St & Moss St","70119","1","POINT (-90.0916475 29.97473735)"
"A0084621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3678703","527299","2021-01-01T16:02:27.503","2021-01-01T16:02:27.503","2021-01-01T16:02:27.503","2021-01-01T16:43:33.047","NAT","Necessary Action Taken","Y","6G03","Oretha Castle Haley Blvd & Calliope St","70113","6","POINT (-90.07704695 29.94397519)"
"A0084721","24","MEDICAL","2D","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","37369000","3513814","2021-01-01T16:03:44.700","2021-01-01T16:05:32.390","2021-01-01T16:10:22.157","2021-01-01T16:38:25.463","NAT","Necessary Action Taken","N","6P01","014XX General Taylor St","70115","6","POINT (0 0)"
"A0084821","62C","SIMPLE BURGLARY VEHICLE","1G","62C","SIMPLE BURGLARY VEHICLE","1G","3686058","552362","2021-01-01T16:04:40.417","2021-01-01T17:14:10.970","2021-01-01T17:24:25.997","2021-01-01T18:46:02.223","RTF","REPORT TO FOLLOW","N","3T02","053XX Blk Painters St","70122","3","POINT (-90.05294031 30.0126672)"
"A0084921","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3683338","532064","2021-01-01T16:05:30.227","2021-01-01T16:05:30.227","2021-01-01T16:05:30.227","2021-01-01T17:41:46.777","RTF","REPORT TO FOLLOW","Y","8B02","007XX Decatur St","70116","8","POINT (-90.06224454 29.95693726)"
"A0085021","94F","FIREWORKS","1A","103","DISTURBANCE (OTHER)","1C","3689480","538125","2021-01-01T16:06:28.947","2021-01-01T16:19:12.257",,"2021-01-01T16:19:17.067","GOA","GONE ON ARRIVAL","N","5G04","016XX Clouet St","70117","5","POINT (-90.0426375 29.97341277)"
"A0085121","103","DISTURBANCE (OTHER)","1B","103","DISTURBANCE (OTHER)","1C","3706140","564946","2021-01-01T16:07:03.930","2021-01-02T02:08:54.387","2021-01-02T02:30:11.150","2021-01-02T02:34:42.990","GOA","GONE ON ARRIVAL","N","7P04","095XX Hayne Blvd","70127","7","POINT (-89.98902813 30.04663604)"
"A0085221","58","RETURN FOR ADDITIONAL INFO","1I","58","RETURN FOR ADDITIONAL INFO","1I","3667105","533357","2021-01-01T16:09:23.367","2021-01-01T16:55:13.957","2021-01-01T17:02:15.440","2021-01-01T17:02:22.843","GOA","GONE ON ARRIVAL","N","2U04","Oleander St & Short St","70125","2","POINT (-90.11346244 29.96097727)"
"A0085321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670350","549080","2021-01-01T16:10:29.197","2021-01-01T16:10:29.197","2021-01-01T16:10:29.197","2021-01-01T16:44:06.423","NAT","Necessary Action Taken","Y","3I04","Argonne Blvd & Harrison Ave","70124","3","POINT (-90.10268056 30.00411603)"
"A0085421","94F","FIREWORKS","2J","94","DISCHARGING FIREARM","2D","3670334","550020","2021-01-01T16:10:43.333","2021-01-01T16:11:29.393",,"2021-01-01T16:11:46.163","NAT","Necessary Action Taken","N","3J01","064XX Argonne Blvd","70124","3","POINT (-90.10270056 30.00670095)"
"A0085521","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1C","3702016","518571","2021-01-01T16:10:49.853","2021-01-01T16:19:29.333","2021-01-01T16:26:25.153","2021-01-01T16:39:22.863","NAT","Necessary Action Taken","N","4D02","048XX Ken Ct","70131","4","POINT (-90.00376204 29.91925369)"
"A0085621","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3675854","535580","2021-01-01T16:12:42.150","2021-01-01T16:12:42.150","2021-01-01T16:12:42.150","2021-01-01T17:11:59.187","NAT","Necessary Action Taken","Y","1I03","002XX N Broad St","70119","1","POINT (-90.08575804 29.96683186)"
"A0085721","18","TRAFFIC INCIDENT","1C","18","TRAFFIC INCIDENT","1J","3716797","561999","2021-01-01T16:12:49.823","2021-01-02T00:39:13.717","2021-01-02T00:42:44.130","2021-01-02T00:57:07.663","GOA","GONE ON ARRIVAL","N","7I02","056XX Bullard Ave","70128","7","POINT (-89.95545666 30.03818394)"
"A0085821","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3708649","518420","2021-01-01T16:13:03.173","2021-01-01T16:13:03.173","2021-01-01T16:13:03.173","2021-01-01T18:35:07.490","NAT","Necessary Action Taken","Y","None","033XX Preston Pl","70131","4","POINT (-89.98283018 29.91862409)"
"A0085921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3666228","522133","2021-01-01T16:13:17.393","2021-01-01T16:13:17.393","2021-01-01T16:13:17.393","2021-01-01T16:37:48.213","NAT","Necessary Action Taken","Y","2F02","Saint Charles Ave & Nashville Ave","70115","2","POINT (-90.11660741 29.93014055)"
"A0086021","99","RECKLESS DRIVING","1F","99","RECKLESS DRIVING","1F","3682146","537844","2021-01-01T16:17:09.087","2021-01-01T16:18:00.370","2021-01-01T16:23:15.480","2021-01-01T16:23:41.583","GOA","GONE ON ARRIVAL","N","1B01","N Claiborne Ave & Saint Bernard Ave","70116","1","POINT (-90.06580829 29.97286525)"
"A0086121","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3672012","539168","2021-01-01T16:17:10.707","2021-01-01T16:17:10.707","2021-01-01T16:17:10.707","2021-01-01T16:30:22.773","NAT","Necessary Action Taken","Y","1M02","004XX N Carrollton Ave","70119","1","POINT (-90.09776962 29.97681162)"
"A0086221","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3672394","539505","2021-01-01T16:19:20.847","2021-01-01T16:19:20.847","2021-01-01T16:19:20.847","2021-01-01T16:38:14.073","NAT","Necessary Action Taken","Y","1M02","005XX N Carrollton Ave","70119","1","POINT (-90.09655141 29.97772716)"
"A0086321","63","PROWLER","2E","63","PROWLER","2E","3679922","527055","2021-01-01T16:19:34.943","2021-01-01T16:24:00.567","2021-01-01T16:26:57.423","2021-01-01T16:43:55.513","GOA","GONE ON ARRIVAL","N","6G04","007XX Howard Ave","70130","6","POINT (-90.07320678 29.94326883)"
"A0086421","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3706974","565040","2021-01-01T16:19:48.587","2021-01-01T16:25:19.907","2021-01-01T16:28:45.307","2021-01-01T17:02:20.880","GOA","GONE ON ARRIVAL","N","7P07","096XX Hayne Blvd","70127","7","POINT (-89.98638668 30.04686504)"
"A0086521","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3681764","543524","2021-01-01T16:20:24.903","2021-01-01T16:41:27.690","2021-01-01T16:44:29.470","2021-01-01T17:08:24.297","GOA","GONE ON ARRIVAL","N","3X01","023XX N Broad St","70119","3","POINT (-90.06681541 29.9884945)"
