"o_c","casenumber","propertyaddress","casehistory","hearingdate","hearingtime","judgment","prevhearing","prevhearingstat","caseestablished","inspected","inspectionresult","councildistrict","geoaddress","city","state","zip","geopin","xpos","ypos","caseid","hashid","lastupload"
"Open","20-22079-MPM","2428 HYMAN PL","Initial Hearing","2022-03-30T09:00:00.000","2022-03-30T09:00:00.000","Guilty",,,"2020-10-14T11:55:26.000","2020-11-08T00:00:00.000","Violation: No WIP","C","2428 Hyman Pl","New Orleans","LA","70131","41140125","3701129.47","522136.16","262699","66b9f6658be8574b1802d114116a156e","2022-04-25T23:18:13.000"
"Open","22-00842-MPM","716 BROADWAY ST","Initial Hearing","2022-05-25T10:00:15.000","2022-05-25T10:00:15.000","Reset: Owner Legal Issue",,,"2022-02-28T10:53:20.000","2022-03-04T09:30:00.000","Violation: No WIP","A","716 Broadway St","New Orleans","LA","70118","41141339","3663252.81","525220.98","274078","39c5fd7b7c2d6688c79bfe942fd39678","2022-07-18T23:18:51.000"
"Closed","15-00524-MPM","4201 - 4203 GENERAL OGDEN ST","Initial Hearing","2015-07-21T13:30:00.000","2015-07-21T13:30:00.000","Guilty",,,"2015-01-23T14:32:20.000","2015-03-25T00:00:00.000","Violation: No WIP","A","8825 Pear St","New Orleans","LA","70118","51001913","3667111.08515","538139.73453","196728","5f7deb756bc7b08d16b3a413b7df898c","2020-08-27T23:18:14.000"
"Open","19-05558-MPM","2230 MANDEVILLE ST","Reset Hearing","2022-05-24T10:00:10.000","2022-05-24T10:00:10.000","Reset: Owner Legal Issue","2019-11-19T09:15:00.000","Guilty","2019-05-29T08:06:32.000","2019-05-29T08:07:00.000","Violation: No WIP","D","2230 Mandeville St","New Orleans","LA","70117","41068739","3685392.25","540681.26","254233","d7aaf955671542e2548beb13204e788a","2022-07-18T23:18:51.000"
"Open","19-10356-MPM","2516 UPPERLINE ST","Reset Hearing","2022-05-24T09:30:00.000","2022-05-24T09:30:00.000","Reset: Owner Legal Issue","2021-04-12T09:00:00.000","Guilty","2019-10-17T12:00:45.000","2019-10-23T09:30:00.000","Violation: No WIP","B","2516 Upperline St","New Orleans","LA","70115","41056465","3669122.19","524073.23","259031","5858042be838bb12dce9ca49f20a75bb","2022-07-18T23:18:51.000"
"Open","12-11317-PNBL","1124 MUSIC ST ","Reset Hearing","2013-07-30T09:30:00.000","2013-07-30T09:30:00.000","Guilty: Public Nuisance","2013-05-30T10:00:00.000","Reset: Work In Progress","2012-10-26T15:50:40.000","2013-03-18T00:00:00.000","Violation: No WIP","C","1124 Music St","New Orleans","LA","70117","41059946","3686764.24","536734.01","171231","b160d9e5f1c6fdab6d4089369d123049","2020-08-27T23:18:14.000"
"Closed","12-11809-PNBL","4201-4203 GENERAL OGDEN ST","Initial Hearing","2013-06-11T10:15:00.000","2013-06-11T10:15:00.000","Guilty: Public Nuisance Blight",,,"2012-11-07T15:04:55.000","2013-01-29T00:00:00.000","Violation: No WIP","A","8825 Pear St","New Orleans","LA","70118","51001913","3667111.03807","538136.95814","171723","61efb2f9e18a0ddc7efa40833d70c54c","2020-08-27T23:18:14.000"
"Open","19-05608-MPM","5429-5531 URQUHART ST","Reset Hearing","2022-05-24T09:00:19.000","2022-05-24T09:00:19.000","Reset: Owner Legal Issue","2019-08-27T09:45:00.000","Guilty","2019-05-30T14:03:06.000","2019-07-02T00:00:00.000","Violation: No WIP","E","5429 Urquhart St","New Orleans","LA","70117","41120493","3697624.08","534669.21","254283","14c2e51a361b16037110ae1bb15dd5d6","2022-07-18T23:18:51.000"
"Closed","ENVHADJ-20031485HB","4836 LAUREL ST.","Initial Hearing","2012-05-12T11:05:34.000","2012-05-12T11:05:34.000","Result Pending",,,"2009-04-10T15:52:46.000","2003-01-10T00:00:00.000","Complete"," ","4836 Laurel St","New Orleans","LA","70115","41055673","3669420.45587","517799.25246","50694","31f719fc544c9309e17aa41c8cbfea28","2020-08-27T23:18:14.000"
"Closed","ENVHADJ-10-01658","3325 CALHOUN ST","Initial Hearing","2011-02-09T00:00:00.000","2011-02-09T00:00:00.000","Dismissed",,,"2010-04-21T12:59:02.000","2010-03-25T13:00:00.000","Vacant Lot"," ","3325 Calhoun St","New Orleans","LA","70125","51002304","3667582.11168","528973.94021","110962","6daefd34d483e67ad3195574ea7b6e92","2020-08-27T23:18:14.000"
"Closed","ENVHADJ-974402","4836 LAUREL ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1997-09-26T00:00:00.000","Complete"," ","4836 Laurel St","New Orleans","LA","70115","41055673","3669420.45587","517799.25246","22937","60ee7a2ce51e3a6ab7e607b409423175","2020-08-27T23:18:14.000"
"Closed","ENVHADJ-983812SN","4836 LAUREL ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1998-07-17T00:00:00.000","Complete"," ","4836 Laurel St","New Orleans","LA","70115","41055673","3669420.45587","517799.25246","27305","1e76a384a31cc965ad3d605a77537096","2020-08-27T23:18:14.000"
"Closed","ENVHADJ-20014921HB","4836 LAUREL ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2001-05-14T00:00:00.000","Complete"," ","4836 Laurel St","New Orleans","LA","70115","41055673","3669420.45587","517799.25246","43606","b20593fac215ed7b7566573dfeb3aa3b","2020-08-27T23:18:14.000"
"Closed","ENVHADJ-20021333EH","4836 LAUREL ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2002-02-20T00:00:00.000","Complete","B","4836 Laurel St","New Orleans","LA","70115","41055673","3669420.45587","517799.25246","45794","8368501f5ea9485796473f783bbbdd4e","2020-08-27T23:18:14.000"
"Closed","ENVHADJ-20021354SN","4836 LAUREL ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2002-01-11T00:00:00.000","Complete"," ","4836 Laurel St","New Orleans","LA","70115","41055673","3669420.45587","517799.25246","45817","b3e9e8b35c3254a8b11fbfb76540d585","2020-08-27T23:18:14.000"
"Open","21-06970-MPM","9305 BELFAST ST","Initial Hearing","2022-05-19T14:45:33.000","2022-05-19T14:45:33.000","Reset: Owner Legal Issue",,,"2021-08-24T11:32:58.000","2021-08-24T11:30:00.000","Violation: No WIP","A","9305 Belfast St","New Orleans","LA","70118","41028388","3662437.15","535282.28","271274","c77bc134225996b63b04522abc790830","2022-07-18T23:18:51.000"
"Open","16-09230-MPM","2221 WILLOW ST","Initial Hearing","2017-02-14T10:30:00.000","2017-02-14T10:30:00.000","Guilty: Abated",,,"2016-08-30T16:03:35.000","2016-08-30T00:00:00.000","Violation: No WIP","B","2221 Willow St","New Orleans","LA","70125","41039662","3674650.16926","527260.57341","216591","5e1d86395e71227b7c56de21cd9fbe8a","2017-03-22T23:57:55.000"
"Closed","18-00307-MPM","416 WALLACE DR","Initial Hearing","2018-10-02T10:15:00.000","2018-10-02T10:15:00.000","Guilty: Abated",,,"2018-01-16T09:59:10.000","2018-02-16T00:00:00.000","Violation: No WIP","D","416 Wallace Dr","New Orleans","LA","70122","41109328","3681652.43","548411.19","236382","a186c2f1ca5b287e0230ecac235c6c95","2020-10-22T23:17:54.000"
"Open","19-04356-MPM","2400 BENTON ST","Initial Hearing","2022-05-19T14:15:01.000","2022-05-19T14:15:01.000","Reset: Owner Legal Issue",,,"2019-05-07T10:42:51.000","2019-04-18T00:00:00.000","Violation: No WIP","E","2400 Benton St","New Orleans","LA","70117","41120713","3700676.63","538270.86","253031","dc0039b4f99257ba9dd8508b0721c65c","2022-07-18T23:18:51.000"
"Closed","13-06290-PNBL","2843 BOYD ST","Reset Hearing","2014-01-13T08:00:00.000","2014-01-13T08:00:00.000","Guilty","2013-10-15T14:00:00.000","Reset: Owner Legal Issue","2013-08-05T12:45:12.000","2013-08-06T10:53:00.000","Violation: No WIP","C","2843 Boyd St","New Orleans","LA","70131","41139057","3708096.75","519744.98","179155","08c91ad15cb0d9df03a98b5510534db4","2020-10-22T23:17:54.000"
"Open","19-06424-MPM","1916-1918 POLAND AVE","Initial Hearing","2022-05-19T10:30:06.000","2022-05-19T10:30:06.000","Reset: Owner Legal Issue",,,"2019-06-13T12:56:41.000","2019-06-12T00:00:00.000","Violation: No WIP","D","1918 Poland Ave","New Orleans","LA","70117","41071652","3693445.54","538272.82","255099","000554ae86f3eaa076e1bc90cef00388","2022-07-18T23:18:51.000"
"Closed","13-05042-PNBL","3709 ALFRED ST","Initial Hearing","2013-10-10T09:30:00.000","2013-10-10T09:30:00.000","Guilty: Public Nuisance Blight",,,"2013-07-03T10:07:48.000","2013-06-25T00:00:00.000","Violation: No WIP","A","3709 Alfred St","New Orleans","LA","70122","41108354","3677835.65","545817.01","177907","f7db38dfe45be189912eaef4f4f09c19","2021-02-22T23:18:15.000"
"Open","19-04382-MPM","1728 MAZANT ST","Initial Hearing","2022-05-19T09:30:56.000","2022-05-19T09:30:56.000","Reset: Owner Legal Issue",,,"2019-05-07T15:19:19.000","2019-06-11T00:00:00.000","Violation: No WIP","D","1728 Mazant St","New Orleans","LA","70117","41071622","3692695.49","537745.42","253057","8b187a5f36e7c8e2dfad67b3bff5e6c1","2022-07-18T23:18:51.000"
"Closed","17-00168-MPM","4143-4145 ULLOA ST","Initial Hearing","2017-03-07T13:15:00.000","2017-03-07T13:15:00.000","Guilty: Abated",,,"2017-01-09T12:39:59.000","2017-02-03T00:00:00.000","Violation: No WIP","A","4143 Ulloa St","New Orleans","LA","70119","41036489","3669236.77748","536879.49592","220901","ca7ec4efb30eda2f843ea806e410de57","2017-04-07T23:13:26.000"
"Closed","ENVHADJ-20021328EH","1811 CARONDELET ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2002-02-20T00:00:00.000","Complete","B","1813 Carondelet St","New Orleans","LA","70113","41037798","3678065.09716","524822.53106","45788","3bb5de74cb99fcab48487891613e4d98","2021-02-22T23:18:15.000"
"Closed","ENVHADJ-93726","1811 CARONDELET ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000",,""," ","1813 Carondelet St","New Orleans","LA","70113","41037798","3678065.09716","524822.53106","75187","eb12f9ad7b27c7544e656335fa81b8db","2021-02-22T23:18:15.000"
"Closed","ENVHADJ-941138N","1811 CARONDELET ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1994-05-09T00:00:00.000","Complete"," ","1813 Carondelet St","New Orleans","LA","70113","41037798","3678065.09716","524822.53106","75641","bae4536e73dec5dfd7c3e4a38bdea14b","2021-02-22T23:18:15.000"
"Closed","ENVHADJ-941139N","1815 CARONDELET ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1994-05-09T00:00:00.000","Complete"," ","1817 Carondelet St","New Orleans","LA","70113","41037800","3678042.9721","524802.25099","75642","7be9ec6c0b2a311d5fc5eca204937cee","2021-02-22T23:18:15.000"
"Closed","ENVHADJ-941140N","1819 CARONDELET ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1994-05-09T00:00:00.000","Complete"," ","1821 Carondelet St","New Orleans","LA","70113","41037802","3678023.22196","524782.12607","75644","41c11275d934e58467acae544d9fa8b6","2021-02-22T23:18:15.000"
"Closed","ENVHADJ-94179","1815 CARONDELET ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Dismissed",,,"2009-04-10T15:52:46.000","1993-11-11T00:00:00.000","Complete"," ","1817 Carondelet St","New Orleans","LA","70113","41037800","3678042.9721","524802.25099","76364","6235ec4a17771cfd37014f239cf04063","2021-02-22T23:18:15.000"
"Closed","20-20962-MPM","7001-7005 LAWRENCE RD","Initial Hearing","2020-10-22T13:45:00.000","2020-10-22T13:45:00.000","Guilty: Abated",,,"2020-07-10T10:04:36.000","2020-10-12T00:00:00.000","Violation: No WIP","E","7005 Lawrence Rd","New Orleans","LA","70127","41097557","3703932.22","558943.93","261582","61b927ee23502880f17941d1fce6f672","2022-07-18T23:18:51.000"
"Open","21-07991-MPM","1758 L B LANDRY AVE","Initial Hearing","2022-04-26T14:15:00.000","2022-04-26T14:15:00.000","Reset: Work In Progress",,,"2021-10-19T15:08:01.000","2021-11-13T00:00:00.000","Violation: No WIP","C","1758 L B Landry Ave","New Orleans","LA","70114","41004164","3690082.43","524408.91","272295","82cbb9aa5c32085fed9a66075dd67cdb","2022-04-26T23:18:55.000"
"Open","19-02654-MPM","3201 THIRD ST","Reset Hearing","2022-01-06T13:45:00.000","2022-01-06T13:45:00.000","Guilty","2021-11-02T09:00:00.000","Reset: Not Re-Inspected","2019-04-16T08:35:37.000","2019-04-15T08:36:00.000","Violation: No WIP","B","3201 Third St","New Orleans","LA","70125","41040327","3673280.66","527701.74","251329","f4e25ffbee928add7a7e18ea95dd3943","2022-01-08T23:18:58.000"
"Open","19-10214-MPM","2408-2410 ST CLAUDE AVE","Reset Hearing","2022-01-06T11:00:00.000","2022-01-06T11:00:00.000","Guilty","2021-10-25T13:45:00.000","Reset: Owner Legal Issue","2019-10-11T14:27:44.000","2019-10-11T14:28:00.000","Violation: No WIP","C","2410 St Claude Ave","New Orleans","LA","70117","41069216","3686610.47","536397.69","258889","f3628f0fccc8a0a17d282e674fb2eb97","2022-01-08T23:18:58.000"
"Open","20-21052-MPM","7019 PRITCHARD PL","Reset Hearing","2022-01-06T10:00:00.000","2022-01-06T10:00:00.000","Guilty","2021-10-25T10:30:00.000","Reset: Work In Progress","2020-07-21T14:37:37.000","2020-09-23T00:00:00.000","Violation: No WIP","B","7019 Pritchard Pl","New Orleans","LA","70125","41045096","3667919.03","531238.89","261672","d18fbb0b30a7c3fb5a7e73f7f6ca63bb","2022-01-08T23:18:58.000"
"Open","14-01236-MPM","1709 JOURDAN AVE \ 3 JOURDAN AVE","Initial Hearing","2014-05-13T13:30:00.000","2014-05-13T13:30:00.000","Guilty",,,"2014-03-03T09:18:46.000","2014-03-03T09:15:00.000","Violation: No WIP","E","1709 Jourdan Ave","New Orleans","LA","70117","41120423","3695790.35","536863.39","184852","d02ffd294801e18e85a93b05878e3f83","2022-01-08T23:18:58.000"
"Closed","19-00372-MPM","3412 JACKSON AVE","Reset Hearing","2020-10-22T11:30:00.000","2020-10-22T11:30:00.000","Guilty: Abated","2020-09-24T11:00:00.000","Reset: Confirm Correct Location","2019-01-17T13:53:03.000","2019-01-17T11:21:00.000","Violation: No WIP","B","3412 Jackson Ave","New Orleans","LA","70125","41185642","3673613.04","528817.65","249047","b76c52b2374615b4ea3ebfe6a64e004a","2020-10-23T23:17:57.000"
"Closed","ENVHADJ-2000126PB","2315 LOUISA ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1999-11-05T00:00:00.000","Complete"," ","2315 Louisa St","New Orleans","LA","70117","41068368","3690764.29794","540512.47462","26261","ec1eb845ed47a9748f6c07c1bd886ed3","2022-07-18T23:18:51.000"
"Closed","16-07591-MPM","3511 - 3513 DANNEEL ST","Reset Hearing","2017-02-13T09:00:00.000","2017-02-13T09:00:00.000","Guilty","2016-10-18T10:15:00.000","Reset: Work In Progress","2016-08-04T14:50:19.000","2016-08-04T00:00:00.000","Violation: No WIP","B","3511 Danneel St","New Orleans","LA","70115","41052656","3673127.60124","522758.72183","214951","911960cc3193c8afaa8d7bf5b98b5a06","2017-03-22T23:57:55.000"
"Closed","18-01226-MPM","715 BELLECASTLE ST","Initial Hearing","2020-09-24T09:30:00.000","2020-09-24T09:30:00.000","Guilty",,,"2018-02-23T12:26:17.000","2018-03-20T00:00:00.000","Violation: No WIP","B","715 Bellecastle St","New Orleans","LA","70115","41054195","3667721.51","518034.83","237302","7794ebc0afd514e079f6ac8ba1496a23","2020-10-23T23:17:57.000"
"Closed","14-01209-MPM","1719 JOURDAN AVE","Initial Hearing","2014-05-13T10:00:00.000","2014-05-13T10:00:00.000","Guilty",,,"2014-03-03T11:01:55.000","2014-03-03T11:00:00.000","Violation: No WIP","E","1719 Jourdan Ave","New Orleans","LA","70117","41120425","3695801.18","536901.93","184825","b826c76c304d5a0bd2b379830feeb664","2022-01-08T23:18:58.000"
"Closed","ENVHADJ-983319HB","1234 LOUISA ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Dismissed",,,"2009-04-10T15:52:46.000","1998-05-12T00:00:00.000","Complete"," ","1234 Louisa St","New Orleans","LA","70117","41067178","3689643.48923","536517.59897","26758","cd5221218d1ab2e35a81f2cef5ae9fdb","2022-07-18T23:18:51.000"
"Closed","ENVHADJ-20003884P","2315 LOUISA ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2000-05-26T00:00:00.000","Complete"," ","2315 Louisa St","New Orleans","LA","70117","41068368","3690764.29794","540512.47462","36566","dd9b6caf14603f58b7f3a9dd0c149670","2022-07-18T23:18:51.000"
"Closed","ENVHADJ-974187","1719 JORDAN AVE.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1997-09-26T00:00:00.000","Complete"," ","1719 Jourdan Ave","New Orleans","LA","70117","41120425","3695801.17988","536901.92967","22697","84b36b2a94d07050873882cd5f17b56f","2022-01-08T23:18:58.000"
"Closed","ENVHADJ-20011746P","1232 LOUISA ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2000-10-18T00:00:00.000","Complete","C","1234 Louisa St","New Orleans","LA","70117","41067178","3689643.48923","536517.59897","40096","23ea5b18570c8d4adf013f4f395e114b","2022-07-18T23:18:51.000"
"Closed","ENVHADJ-983186P","1719 JOURDAN AVE.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1998-04-13T00:00:00.000","Complete"," ","1719 Jourdan Ave","New Orleans","LA","70117","41120425","3695801.17833","536901.92819","26614","1b65ce5d326d2337ae2392b94ffa22ed","2022-01-08T23:18:58.000"
"Closed","ENVHADJ-20005645HN","6110 BACCICH ST. (ACC.BLDG.)","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2000-08-15T00:00:00.000","Complete"," ","6112 Baccich St","New Orleans","LA","70122","41073035","3687378.36425","555746.7241","38515","f5522ae530905f27c2f5948a25a0f973","2022-01-08T23:18:58.000"
"Closed","ENVHADJ-2005386P","1232 LOUISA ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2004-11-12T00:00:00.000","Complete"," ","1234 Louisa St","New Orleans","LA","70117","41067178","3689643.48923","536517.59897","63083","b340e5d3d1788b83e22c5d6b19fa6a29","2022-07-18T23:18:51.000"
"Closed","19-00991-MPM","5232 BASINVIEW DR","Reset Hearing","2020-08-13T10:00:00.000","2020-08-13T10:00:00.000","Guilty: Abated","2020-01-07T10:00:00.000","Reset: Office Closure","2019-02-11T08:55:20.000","2019-02-11T08:56:00.000","Violation: No WIP","E","5232 Basinview Dr","New Orleans","LA","70126","41092544","3698857.22","556917.65","249666","f6bf8d3c26f3c1e3f405cad2767c446f","2020-09-03T23:18:20.000"
"Closed","16-04188-MPM","51 CHRISTY LN","Reset Hearing","2020-08-11T10:00:00.000","2020-08-11T10:00:00.000","Guilty: Abated","2020-01-07T09:00:00.000","Reset: Office Closure","2016-05-23T10:35:47.000","2016-08-25T14:15:00.000","Violation: No WIP","E","51 Christy Ln","New Orleans","LA","70127","41099461","3707813.58","557705.49","211546","9b14d28b411b3271492bd684f34f3b6d","2020-09-03T23:18:20.000"
"Closed","19-10256-MPM","2459 MEXICO ST","Reset Hearing","2020-08-04T13:45:00.000","2020-08-04T13:45:00.000","Guilty: Abated","2019-12-17T09:30:00.000","Reset: Office Closure","2019-10-14T12:04:34.000","2019-11-15T00:00:00.000","Violation: No WIP","D","2459 Mexico St","New Orleans","LA","70122","41072538","3685444.76","556371.46","258931","104c29cbb96fbb14032d620505084bdb","2020-09-03T23:18:20.000"
"Closed","19-00032-MPM","4918 CROWDER BLVD","Reset Hearing","2020-08-04T13:15:00.000","2020-08-04T13:15:00.000","Guilty: Abated","2019-12-17T09:30:00.000","Reset: Office Closure","2019-01-03T13:17:16.000","2019-01-03T13:18:00.000","Violation: No WIP","E","4918 Crowder Blvd","New Orleans","LA","70127","41101275","3706252.08","556409.2","248702","88e997fef8f4871122b08c9ba85af154","2020-09-03T23:18:20.000"
"Closed","19-04884-MPM","6336 PRATT DR","Reset Hearing","2020-07-30T11:15:00.000","2020-07-30T11:15:00.000","Guilty: Abated","2019-12-16T10:00:00.000","Reset: Office Closure","2019-05-15T14:22:52.000","2019-05-29T00:00:00.000","Violation: No WIP","D","6336 Pratt Dr","New Orleans","LA","70122","41082841","3679476.75","557181.66","253559","eafe9fe7c4ae828b4798ab77faa21341","2020-09-03T23:18:20.000"
"Closed","ENVHADJ-953991","1232 LOUISA ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1995-11-08T00:00:00.000","Complete"," ","1234 Louisa St","New Orleans","LA","70117","41067178","3689643.48923","536517.59897","82587","62615aab0772a21db569cb52d7e2f916","2022-07-18T23:18:51.000"
"Closed","ENVHADJ-2001675HB","6110 BACCICH ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","2000-06-30T00:00:00.000","Complete"," ","6112 Baccich St","New Orleans","LA","70122","41073035","3687378.36411","555746.72283","45059","fd642d1be72a6508558ff09f132ab24d","2022-01-08T23:18:58.000"
"Closed","ENVHADJ-963316","1232 LOUISA ST.","Initial Hearing","2009-04-10T16:00:39.000","2009-04-10T16:00:39.000","Found Guilty",,,"2009-04-10T15:52:46.000","1996-08-05T00:00:00.000","Complete"," ","1234 Louisa St","New Orleans","LA","70117","41067178","3689643.48923","536517.59897","85913","53db00f5aa9ae72a31309dfb1853440e","2022-07-18T23:18:51.000"
"Open","22-00441-MPM","4139-4141 GIBSON ST","Initial Hearing","2022-04-25T14:45:00.000","2022-04-25T14:45:00.000","Guilty",,,"2022-02-02T10:44:43.000","2022-02-27T00:00:00.000","Violation: No WIP","D","4139 Gibson St","New Orleans","LA","70122","41109439","3678786.0","547613.19","273676","eaa5b03e318f1246f71dba1c47428c89","2022-04-26T23:18:55.000"
"Open","19-04521-MPM","2528 CLIO ST","Initial Hearing","2022-03-30T15:30:00.000","2022-03-30T15:30:00.000","Reset: Office Closure",,,"2019-05-09T08:06:43.000","2019-05-08T10:38:00.000","Violation: No WIP","B","2528 Clio St","New Orleans","LA","70113","41031772","3676420.08","528346.49","253196","0ba97a1afcad32070c2cb4efd24e81c7","2022-04-26T23:18:55.000"
"Closed","19-01405-MPM","2208-10 ST ROCH AVE","Reset Hearing","2019-12-16T10:15:00.000","2019-12-16T10:15:00.000","Reset: Office Closure","2019-11-12T09:00:00.000","Reset: Work In Progress","2019-02-27T14:48:30.000","2019-02-27T14:49:00.000","Violation: No WIP","D","2208 St Roch Ave","New Orleans","LA","70117","41071894","3686081.18","540546.53","250080","39f0d8407505a4039ead3fbae679b4d0","2020-09-03T23:18:20.000"
"Closed","16-06737-MPM","2337 CANAL ST, 100 N TONTI ST","Initial Hearing","2016-09-13T10:45:00.000","2016-09-13T10:45:00.000","Guilty: Abated",,,"2016-07-14T14:49:18.000","2016-07-14T00:00:00.000","Violation: No WIP","B","100 N Tonti St","New Orleans","LA","70119","41017398","3676534.83701","534381.04397","214097","f73b633add0e5a065a5a453e27fca4b4","2022-04-26T23:18:55.000"
"Closed","15-01891-MPM","2700 JACKSON AVE","Initial Hearing","2016-05-12T09:15:00.000","2016-05-12T09:15:00.000","Guilty",,,"2015-03-18T14:57:52.000","2015-04-14T00:00:00.000","Violation: No WIP","B","2700 Jackson Ave","New Orleans","LA","70113","41040558","3674965.14","527051.55","198100","df962c9ef4d6bda3a19f486902581eae","2022-04-26T23:18:55.000"
"Closed","14-05059-MPM","2700 JACKSON AVE","Initial Hearing","2014-09-30T14:00:00.000","2014-09-30T14:00:00.000","Guilty",,,"2014-06-20T15:30:22.000","2014-07-31T00:00:00.000","Violation: No WIP","B","2700 Jackson Ave","New Orleans","LA","70113","41040558","3674965.14","527051.55","188675","119aa6decf4c841687cffc87eeaeffab","2022-04-26T23:18:55.000"
"Closed","14-11666-MPM","4315 - 4317 MARAIS ST","Initial Hearing","2015-06-16T13:30:00.000","2015-06-16T13:30:00.000","Guilty",,,"2014-11-21T16:36:13.000","2015-01-29T00:00:00.000","Violation: No WIP","D","4315 Marais St","New Orleans","LA","70117","41068006","3692952.2708","535477.1927","195283","ddbbffc05fda3ff915ca62fc2f494a25","2020-09-03T23:18:20.000"
"Closed","14-01780-MPM","5507 WARRINGTON DR","Initial Hearing","2014-05-27T11:00:00.000","2014-05-27T11:00:00.000","Dismissed Wrong Location",,,"2014-03-24T14:50:35.000","2014-04-28T00:00:00.000","Violation: No WIP","D","5507 Warrington Dr","New Orleans","LA","70122","41084771","3680942.59","553030.15","185396","25c05cbebd77e59aba0836cb34f2c370","2020-09-03T23:18:20.000"
"Closed","13-04717-PNBL","4315-4317 MARAIS ST","Initial Hearing","2013-10-10T13:45:00.000","2013-10-10T13:45:00.000","Guilty: Public Nuisance Blight",,,"2013-06-25T10:12:31.000","2013-08-06T00:00:00.000","Violation: No WIP","D","4315 Marais St","New Orleans","LA","70117","41068006","3692952.2708","535477.1927","177582","02c33db6bbccb3c75bdfcd3a03207cd1","2020-09-03T23:18:20.000"
"Closed","CEHB-11-3435","4524-4526 N ROBERTSON ST","Initial Hearing","2013-08-08T11:00:00.000","2013-08-08T11:00:00.000","Guilty: Public Nuisance Blight",,,"2011-05-25T10:40:01.000","2011-05-25T10:39:00.000","Violation Unoccupied","D","4524 N Robertson St","New Orleans","LA","70117","41061954","3693895.60648","536277.25644","146504","2f5e40c57a3da5f2bbb840723399fa26","2020-09-03T23:18:20.000"
"Closed","12-12804-PNBL","1417-1419 PAULINE ST","Initial Hearing","2013-05-07T09:45:00.000","2013-05-07T09:45:00.000","Dismissed Wrong Owner",,,"2012-12-18T12:00:13.000","2013-02-19T00:00:00.000","Violation: No WIP","C","1417 Pauline St","New Orleans","LA","70117","41060499","3691613.44","536700.21","172719","6e8bbb24101f858b507f0baac729e68a","2020-09-03T23:18:20.000"
"Closed","CEHB-11-5176","2719 A P TUREAUD AVE","Reset Hearing","2012-05-15T09:00:00.000","2012-05-15T09:00:00.000","Guilty: Public Nuisance","2012-03-15T09:00:00.000","Reset: Work in Progress","2011-07-11T14:46:49.000","2011-07-11T14:45:00.000","Violation Unoccupied","D","2719 Ap Tureaud Ave","New Orleans","LA","70119","41076023","3681601.82","542486.91","150494","c4e49a11984f89fd9260a36136125ca4","2022-04-26T23:18:55.000"
