"nopd_item","type_","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0089613","62A","BURGLAR ALARM, SILEN","2C","3698306.00000000","559095.00000000","2013-01-01T12:40:41.000","2013-01-01T12:42:01.000",,"2013-01-01T12:43:17.000","VOI","VOID","073XX Perth St","70126","7","(30.030795798803, -90.014000789652)"
"A0089713","21","COMPLAINT OTHER","1C","3681726.00000000","529321.00000000","2013-01-01T12:42:02.000","2013-01-01T13:14:34.000","2013-01-01T13:34:54.000","2013-01-01T13:45:21.000","NAT","NECESSARY ACTION TAKEN","004XX Natchez St","70130","8","(29.949442312476, -90.067433407402)"
"A0089813","103","DISTURBANCE (OTHER)","1C","3676980.00000000","533946.00000000","2013-01-01T12:44:40.000","2013-01-01T12:46:08.000","2013-01-01T12:52:41.000","2013-01-01T13:21:07.000","NAT","NECESSARY ACTION TAKEN","022XX Canal St","70119","1","(29.962302830072, -90.082259223719)"
"A0089913","20","AUTO ACCIDENT","1C","3677467.00000000","545037.00000000","2013-01-01T12:44:34.000","2013-01-01T13:07:43.000","2013-01-01T13:18:39.000","2013-01-01T14:18:26.000","RTF","REPORT TO FOLLOW","I-610 E & St Bernard Exit","70122","3","(29.992784630619, -90.080338356781)"
"A0090013","62A","BURGLAR ALARM, SILEN","2C","3672322.00000000","534812.00000000","2013-01-01T12:44:56.000","2013-01-01T12:47:03.000",,"2013-01-01T12:52:05.000","VOI","VOID","033XX Tulane Ave","70119","1","(29.964823060181, -90.09693903585)"
"A0090113","18","TRAFFIC INCIDENT","1H","3685517.00000000","534912.00000000","2013-01-01T12:47:25.000","2013-01-01T12:47:25.000",,"2013-01-01T12:53:31.000","NAT","NECESSARY ACTION TAKEN","007XX Marigny St","70117","8","(29.964699938173, -90.055266639715)"
"A0090213","21","COMPLAINT OTHER","2C","3687558.00000000","547239.00000000","2013-01-01T12:44:30.000","2013-01-01T13:01:20.000","2013-01-01T13:07:47.000","2013-01-01T14:37:27.000","RTF","REPORT TO FOLLOW","026XX Jonquil St","70122","3","(29.998532063583, -90.048384781744)"
"A0090313","21","COMPLAINT OTHER","1A","3675352.00000000","525672.00000000","2013-01-01T12:42:06.000","2013-01-01T13:16:41.000","2013-01-01T13:19:20.000","2013-01-01T13:28:52.000","NAT","NECESSARY ACTION TAKEN","024XX 1st St","70113","6","(29.939600854503, -90.087684258234)"
"A0090413","18","TRAFFIC INCIDENT","1H","3700652.00000000","511987.00000000","2013-01-01T12:51:22.000","2013-01-01T12:51:22.000","2013-01-01T12:51:25.000","2013-01-01T12:57:20.000","NAT","NECESSARY ACTION TAKEN","Eugenie Ct & Tullis Dr","70131","4","(29.901191282339, -90.008308829277)"
"A0090513","18","TRAFFIC INCIDENT","1H","3682037.00000000","524503.00000000","2013-01-01T12:51:43.000","2013-01-01T12:51:44.000","2013-01-01T12:51:53.000","2013-01-01T13:10:10.000","NAT","NECESSARY ACTION TAKEN","Melpomene St & Tchoupitoulas St","70130","6","(29.936184974137, -90.066619615163)"
"A0090613","21","COMPLAINT OTHER","1H","3675707.00000000","522856.00000000","2013-01-01T12:52:12.000","2013-01-01T12:52:12.000",,"2013-01-01T13:07:02.000","NAT","NECESSARY ACTION TAKEN","Carondelet St & Washington Ave","70115","6","(29.931847158571, -90.086660201939)"
"A0090713","20I","AUTO ACCIDENT WITH I","2B","3680491.00000000","544928.00000000","2013-01-01T12:52:17.000","2013-01-01T12:54:00.000","2013-01-01T13:05:10.000","2013-01-01T14:20:33.000","RTF","REPORT TO FOLLOW","034XX Republic St","70122","3","(29.99239364735, -90.07078988197)"
"A0090813","21","COMPLAINT OTHER","1H","3701849.00000000","523359.00000000","2013-01-01T12:54:25.000","2013-01-01T12:54:25.000","2013-01-01T12:54:34.000","2013-01-01T13:20:06.000","NAT","NECESSARY ACTION TAKEN","048XX General Meyer Ave","70131","4","(29.932422274206, -90.004114889901)"
"A0090913","103","DISTURBANCE (OTHER)","2C","3673541.00000000","528345.00000000","2013-01-01T12:51:44.000","2013-01-01T12:55:33.000","2013-01-01T13:00:02.000","2013-01-01T13:16:30.000","NAT","NECESSARY ACTION TAKEN","033XX 1st St","70125","6","(29.94700473787, -90.093310516332)"
"A0091013","21","COMPLAINT OTHER","1B","3668371.00000000","533224.00000000","2013-01-01T12:54:03.000","2013-01-01T13:02:05.000","2013-01-01T13:22:47.000","2013-01-01T13:34:20.000","NAT","NECESSARY ACTION TAKEN","034XX Pine St","70125","2","(29.960573219147, -90.109469640475)"
"A0091113","18","TRAFFIC INCIDENT","1H","3685969.00000000","538244.00000000","2013-01-01T12:56:41.000","2013-01-01T12:56:42.000","2013-01-01T12:56:45.000","2013-01-01T13:06:47.000","NAT","NECESSARY ACTION TAKEN","016XX Spain St","70117","5","(29.973847907564, -90.053721751437)"
"A0091213","62A","BURGLAR ALARM, SILEN","2C","3672252.00000000","534748.00000000","2013-01-01T12:56:49.000","2013-01-01T12:58:01.000","2013-01-01T13:00:34.000","2013-01-01T13:09:47.000","NAT","NECESSARY ACTION TAKEN","033XX Tulane Ave","70119","1","(29.964649158309, -90.097162272174)"
"A0091313","18","TRAFFIC INCIDENT","1H","3686711.00000000","551584.00000000","2013-01-01T12:57:24.000","2013-01-01T12:57:25.000","2013-01-01T12:57:27.000","2013-01-01T13:01:14.000","NAT","NECESSARY ACTION TAKEN","Franklin Ave & Selma St","70122","3","(30.010505324807, -90.050906830453)"
"A0091413","21L","LOST OR STOLEN","0A","3683416.00000000","532302.00000000","2013-01-01T12:57:36.000","2013-01-01T12:57:38.000","2013-01-01T12:58:36.000","2013-01-01T14:05:50.000","RTF","REPORT TO FOLLOW","Decatur St & Saint Ann St","70116","8","(29.957587602651, -90.061992894011)"
"A0091513","21L","LOST OR STOLEN","0A","3681588.00000000","529770.00000000","2013-01-01T12:58:43.000","2013-01-01T15:02:50.000","2013-01-01T15:02:56.000","2013-01-01T15:38:32.000","RTF","REPORT TO FOLLOW","005XX Gravier St","70130","8","(29.950681102526, -90.067853477782)"
"A0091613","18","TRAFFIC INCIDENT","1H","3666663.00000000","535652.00000000","2013-01-01T12:59:10.000","2013-01-01T12:59:10.000","2013-01-01T12:59:16.000","2013-01-01T13:40:13.000","NAT","NECESSARY ACTION TAKEN","Joliet St & Palm St","70118","2","(29.967299469142, -90.114781647145)"
"A0091713","103","DISTURBANCE (OTHER)","1C","3682289.00000000","530835.00000000","2013-01-01T12:59:39.000","2013-01-01T12:59:41.000","2013-01-01T12:59:51.000","2013-01-01T13:04:59.000","NAT","NECESSARY ACTION TAKEN","003XX Decatur St","70130","8","(29.953588185756, -90.065602876712)"
"A0091813","56","SIMPLE CRIMINAL DAMA","1A","3677226.00000000","542941.00000000","2013-01-01T12:59:49.000","2013-01-01T16:00:40.000","2013-01-01T16:07:26.000","2013-01-01T17:10:25.000","RTF","REPORT TO FOLLOW","034XX Derby Pl","70119","3","(29.987028606714, -90.081171985226)"
"A0091913","100","HIT & RUN","1E","3684767.00000000","534077.00000000","2013-01-01T12:58:55.000","2013-01-01T13:19:44.000","2013-01-01T13:30:44.000","2013-01-01T14:32:32.000","RTF","REPORT TO FOLLOW","Decatur St & Frenchmen St","70116","8","(29.962426957086, -90.057664440472)"
"A0092013","67","THEFT","1E","3711333.00000000","518728.00000000","2013-01-01T13:00:12.000","2013-01-01T13:01:53.000","2013-01-01T13:15:49.000","2013-01-01T14:26:42.000","RTF","REPORT TO FOLLOW","031XX Thomas St","70131","4","(29.919382743841, -89.974348447972)"
"A0092113","21","COMPLAINT OTHER","1H","37369000","3513814","2013-01-01T13:03:19.000","2013-01-01T13:03:19.000","2013-01-01T13:03:55.000","2013-01-01T13:12:57.000","NAT","NECESSARY ACTION TAKEN","023XX St Claude Ave",,"0","(9.235500543E-7, -0.0000022929847665)"
"A0092213","21L","LOST OR STOLEN","0A","3682121.00000000","532460.00000000","2013-01-01T13:02:39.000","2013-01-01T16:02:09.000",,"2013-01-01T16:02:18.000","UNF","UNFOUNDED","006XX Bourbon St","70112","8","(29.958061493458, -90.06607660194)"
"A0092313","21L","LOST OR STOLEN","1E","3687886.00000000","548972.00000000","2013-01-01T13:02:15.000",,,"2013-01-01T15:43:23.000","VOI","VOID","044XX Baccich St","70122","3","(30.003287067131, -90.047287187631)"
"A0092413","20I","AUTO ACCIDENT WITH I","2B","3671555.00000000","549053.00000000","2013-01-01T13:03:50.000","2013-01-01T13:05:49.000","2013-01-01T13:18:44.000","2013-01-01T14:33:34.000","RTF","REPORT TO FOLLOW","Harrison Ave & Marconi Dr","70124","3","(30.004003669072, -90.098876675344)"
"A0092513","94F","FIREWORKS","1H","3709702.00000000","518513.00000000","2013-01-01T13:04:47.000","2013-01-01T13:04:47.000","2013-01-01T13:04:51.000","2013-01-01T13:20:46.000","NAT","NECESSARY ACTION TAKEN","033XX Pittari Pl","70131","4","(29.9188446577, -89.979504664674)"
"A0092613","18","TRAFFIC INCIDENT","1H","3704146.00000000","511893.00000000","2013-01-01T13:05:38.000","2013-01-01T13:05:38.000","2013-01-01T13:05:40.000","2013-01-01T13:10:44.000","NAT","NECESSARY ACTION TAKEN","Timber Ridge Ct & Tullis Dr","70131","4","(29.900821254465, -89.997285580453)"
"A0092713","94F","FIREWORKS","1H","3665900.00000000","519355.00000000","2013-01-01T13:06:24.000","2013-01-01T13:08:16.000","2013-01-01T13:13:48.000","2013-01-01T13:26:58.000","UNF","UNFOUNDED","009XX Arabella St","70115","2","(29.922510261614, -90.117737214427)"
"A0092813","103","DISTURBANCE (OTHER)","1C","3681956.00000000","530003.00000000","2013-01-01T13:09:12.000","2013-01-01T13:09:14.000","2013-01-01T13:09:51.000","2013-01-01T13:35:50.000","NAT","NECESSARY ACTION TAKEN","004XX Canal St","70130","8","(29.951310593418, -90.066683390718)"
"A0092913","103F","FIGHT","2B","3680816.00000000","542989.00000000","2013-01-01T13:10:35.000","2013-01-01T13:12:27.000","2013-01-01T13:24:08.000","2013-01-01T13:37:10.000","UNF","UNFOUNDED","017XX Agriculture St","70119","3","(29.987052229588, -90.069830808654)"
"A0093013","21","COMPLAINT OTHER","1A","3680472.00000000","532207.00000000","2013-01-01T13:09:31.000","2013-01-01T13:16:40.000","2013-01-01T13:37:30.000","2013-01-01T13:48:35.000","UNF","UNFOUNDED","Bienville St & N Rampart St","70112","1","(29.957415872686, -90.071292481227)"
"A0093113","20I","AUTO ACCIDENT WITH I","2B","3664892.00000000","531423.00000000","2013-01-01T13:12:25.000","2013-01-01T13:13:50.000","2013-01-01T13:34:22.000","2013-01-01T15:48:13.000","RTF","REPORT TO FOLLOW","S Carrollton Ave & S Claiborne A","70125","2","(29.95572277322, -90.12051587183)"
"A0093313","62A","BURGLAR ALARM, SILEN","2C","3692108.00000000","534118.00000000","2013-01-01T13:15:19.000","2013-01-01T13:17:07.000","2013-01-01T13:39:56.000","2013-01-01T13:48:27.000","NAT","NECESSARY ACTION TAKEN","008XX France St","70117","5","(29.96231292778, -90.034481220073)"
"A0093413","62A","BURGLAR ALARM, SILEN","2C","3710722.00000000","519077.00000000","2013-01-01T13:18:37.000","2013-01-01T13:20:21.000","2013-01-01T13:21:17.000","2013-01-01T13:40:29.000","NAT","NECESSARY ACTION TAKEN","031XX Adrian St","70131","4","(29.920362282717, -89.976264002036)"
"A0093513","103","DISTURBANCE (OTHER)","1C","3680600.00000000","531212.00000000","2013-01-01T13:20:44.000","2013-01-01T13:20:49.000","2013-01-01T13:20:57.000","2013-01-01T13:46:53.000","NAT","NECESSARY ACTION TAKEN","009XX Canal St","70112","8","(29.954676082424, -90.070922911195)"
"A0093613","107","SUSPICIOUS PERSON","2B","3706145.00000000","563277.00000000","2013-01-01T13:20:52.000","2013-01-01T13:22:26.000","2013-01-01T13:31:42.000","2013-01-01T13:34:30.000","UNF","UNFOUNDED","076XX Hickman St","70127","7","(30.042044142295, -89.989074532674)"
"A0093713","18","TRAFFIC INCIDENT","1H","3679627.00000000","531022.00000000","2013-01-01T13:21:53.000","2013-01-01T13:21:55.000","2013-01-01T13:22:13.000","2013-01-01T13:40:03.000","NAT","NECESSARY ACTION TAKEN","S Rampart St & Tulane Ave","70112","8","(29.954183086618, -90.074001862886)"
"A0093813","21","COMPLAINT OTHER","2H","3676113.00000000","526279.00000000","2013-01-01T13:22:32.000","2013-01-01T13:24:08.000","2013-01-01T13:28:18.000","2013-01-01T13:53:24.000","NAT","NECESSARY ACTION TAKEN","Josephine St & La Salle St","70113","6","(29.941247135249, -90.085260801076)"
"A0093913","62A","BURGLAR ALARM, SILEN","2C","3690183.00000000","527072.00000000","2013-01-01T13:22:38.000","2013-01-01T13:23:45.000",,"2013-01-01T13:23:55.000","VOI","VOID","012XX L B Landry Ave","70114","4","(29.942998719925, -90.040811057136)"
"A0094013","18","TRAFFIC INCIDENT","1H","3705854.00000000","513350.00000000","2013-01-01T13:24:25.000","2013-01-01T13:24:25.000","2013-01-01T13:24:27.000","2013-01-01T13:38:44.000","NAT","NECESSARY ACTION TAKEN","059XX Tullis Dr","70131","4","(29.904772636677, -89.991841496744)"
"A0094113","58","RETURN FOR ADD'L INF","1G","3668102.00000000","543983.00000000","2013-01-01T13:25:12.000","2013-01-01T13:25:14.000","2013-01-01T13:25:17.000","2013-01-01T14:04:02.000","NAT","NECESSARY ACTION TAKEN","055XX Canal Blvd","70124","3","(29.990164753051, -90.109956353468)"
"A0094213","18","TRAFFIC INCIDENT","1H","3703550.00000000","556836.00000000","2013-01-01T13:25:42.000","2013-01-01T13:25:45.000","2013-01-01T13:25:55.000","2013-01-01T13:48:28.000","NAT","NECESSARY ACTION TAKEN","Lake Forest Blvd & Samovar Dr","70126","7","(30.024417360059, -89.997512968383)"
"A0094313","35D","SIMPLE BATTERY DOMES","2B","3666667.00000000","518428.00000000","2013-01-01T13:24:26.000","2013-01-01T13:27:21.000","2013-01-01T13:31:02.000","2013-01-01T14:49:02.000","RTF","REPORT TO FOLLOW","008XX Jefferson Ave","70115","2","(29.919938906717, -90.115347199921)"
"A0094413","62C","SIMPLE BURGLARY VEHI","1E","3696815.00000000","555815.00000000","2013-01-01T13:26:05.000","2013-01-01T17:20:06.000","2013-01-01T17:30:09.000","2013-01-01T17:35:54.000","VOI","VOID","067XX Foch Rd","70126","7","(30.021824169872, -90.018831265369)"
"A0094513","18","TRAFFIC INCIDENT","1H","3671130.00000000","538271.00000000","2013-01-01T13:27:55.000","2013-01-01T13:27:59.000","2013-01-01T13:28:01.000","2013-01-01T13:39:55.000","NAT","NECESSARY ACTION TAKEN","Canal St & S Carrollton Ave","70119","1","(29.974369460271, -90.100585785583)"
"A0094613","21L","LOST OR STOLEN","0A","3683068.00000000","531830.00000000","2013-01-01T13:28:11.000","2013-01-01T13:28:13.000","2013-01-01T13:28:16.000","2013-01-01T14:23:13.000","RTF","REPORT TO FOLLOW","006XX Decatur St","70130","8","(29.956300375853, -90.063108296726)"
"A0094713","21","COMPLAINT OTHER","1H","3699020.00000000","526692.00000000","2013-01-01T13:29:23.000","2013-01-01T13:29:25.000","2013-01-01T13:29:50.000","2013-01-01T13:37:03.000","NAT","NECESSARY ACTION TAKEN","Holiday Pl & Patterson","70131","4","(29.941676801081, -90.012924483587)"
"A0094813","21","COMPLAINT OTHER","2H","3683767.00000000","534698.00000000","2013-01-01T13:28:06.000",,,"2013-01-01T13:31:53.000","DUP","DUPLICATE","008XX Esplanade Ave","70116","8","(29.964165067633, -90.060800516759)"
"A0094913","29U","UNCLASSIFIED DEATH","1B","3683721.00000000","534610.00000000","2013-01-01T13:30:44.000","2013-01-01T13:30:44.000","2013-01-01T13:47:09.000","2013-01-01T15:34:12.000","RTF","REPORT TO FOLLOW","008XX Esplanade Ave","70116","8","(29.96392450254, -90.06094886648)"
"A0095013","107","SUSPICIOUS PERSON","2B","3706427.00000000","563283.00000000","2013-01-01T13:31:17.000","2013-01-01T13:33:41.000","2013-01-01T13:40:12.000","2013-01-01T14:59:47.000","RTF","REPORT TO FOLLOW","076XX Brevard Ave","70127","7","(30.042051540271, -89.988183090292)"
"A0095113","21","COMPLAINT OTHER","1H","3674641.00000000","534100.00000000","2013-01-01T13:32:08.000","2013-01-01T13:32:08.000","2013-01-01T13:34:02.000","2013-01-01T14:50:38.000","NAT","NECESSARY ACTION TAKEN","Banks St & S Broad St","70119","1","(29.962796292223, -90.089640179015)"
"A0095213","103F","FIGHT","2B","3669899.00000000","535968.00000000","2013-01-01T13:30:16.000","2013-01-01T13:33:02.000","2013-01-01T14:06:56.000","2013-01-01T14:32:23.000","RTF","REPORT TO FOLLOW","S Pierce St & Tulane Ave","70119","1","(29.968073341387, -90.104551585549)"
"A0095313","18","TRAFFIC INCIDENT","1H","3667180.00000000","535182.00000000","2013-01-01T13:34:31.000","2013-01-01T13:34:33.000","2013-01-01T13:34:40.000","2013-01-01T14:37:59.000","NAT","NECESSARY ACTION TAKEN","Dante St & Palm St","70118","2","(29.965991997047, -90.113164753839)"
"A0095413","103","DISTURBANCE (OTHER)","1C","3681947.00000000","551202.00000000","2013-01-01T13:34:48.000","2013-01-01T13:44:40.000","2013-01-01T13:53:42.000","2013-01-01T14:17:22.000","NAT","NECESSARY ACTION TAKEN","050XX Wilton Dr","70122","3","(30.009600709986, -90.065971459911)"
"A0095513","62A","BURGLAR ALARM, SILEN","2C","3684021.00000000","545142.00000000","2013-01-01T13:34:24.000","2013-01-01T13:40:38.000","2013-01-01T13:51:33.000","2013-01-01T14:03:15.000","NAT","NECESSARY ACTION TAKEN","021XX Pleasure St","70122","3","(29.992874650593, -90.059631792524)"
"A0095613","62A","BURGLAR ALARM, SILEN","2C","3674578.00000000","525654.00000000","2013-01-01T13:34:35.000","2013-01-01T13:36:14.000","2013-01-01T13:38:53.000","2013-01-01T13:51:23.000","NAT","NECESSARY ACTION TAKEN","025XX 3rd St","70113","6","(29.939574473957, -90.090128502286)"
"A0095713","21","COMPLAINT OTHER","1H","3699758.00000000","534422.00000000","2013-01-01T13:34:52.000","2013-01-01T14:56:45.000",,"2013-01-01T15:15:55.000","UNF","UNFOUNDED","Strand Ct & N Villere St","70117","5","(29.962908163873, -90.01031269426)"
"A0095813","24","MEDICAL","2B","37369000","3513814","2013-01-01T13:37:32.000","2013-01-01T13:37:35.000","2013-01-01T13:37:39.000","2013-01-01T13:57:39.000","NAT","NECESSARY ACTION TAKEN","017XX Agriculture St","70119","0","(9.235500543E-7, -0.0000022929847665)"
"A0095913","21","COMPLAINT OTHER","1H","3680857.00000000","530844.00000000","2013-01-01T13:42:14.000","2013-01-01T13:42:14.000",,"2013-01-01T13:52:54.000","NAT","NECESSARY ACTION TAKEN","008XX Canal St","70112","8","(29.953656418774, -90.070124215069)"
"A0096013","20","AUTO ACCIDENT","1A","3682321.00000000","532161.00000000","2013-01-01T13:42:15.000","2013-01-01T13:44:00.000","2013-01-01T13:57:14.000","2013-01-01T15:40:32.000","RTF","REPORT TO FOLLOW","Royal St & Toulouse St","70130","8","(29.957233261735, -90.065455505475)"
"A0096113","18","TRAFFIC INCIDENT","1H","3674069.00000000","533295.00000000","2013-01-01T13:43:13.000","2013-01-01T13:43:13.000","2013-01-01T13:43:17.000","2013-01-01T13:57:19.000","RTF","REPORT TO FOLLOW","006XX S Broad St","70119","1","(29.960599870967, -90.09147403506)"
"A0096213","67","THEFT","1E","3683017.00000000","533103.00000000","2013-01-01T13:42:30.000","2013-01-01T13:44:04.000","2013-01-01T14:06:40.000","2013-01-01T14:12:51.000","UNF","UNFOUNDED","009XX Royal St","70116","8","(29.959802245788, -90.063224780977)"
"A0096313","103","DISTURBANCE (OTHER)","1A","3684941.00000000","538165.00000000","2013-01-01T13:43:11.000","2013-01-01T13:46:40.000","2013-01-01T13:47:02.000","2013-01-01T14:00:32.000","NAT","NECESSARY ACTION TAKEN","016XX Elysian Fields Ave","70117","5","(29.973662211507, -90.056971175829)"
"A0096413","21","COMPLAINT OTHER","2H","3682995.00000000","556108.00000000","2013-01-01T13:45:25.000",,,"2013-01-01T13:46:34.000","DUP","DUPLICATE","Mexico St & Vermillion Blvd","70122","3","(30.023058504331, -90.06248855495)"
"A0096513","21","COMPLAINT OTHER","1F","3672688.00000000","522931.00000000","2013-01-01T13:45:46.000","2013-01-01T15:24:02.000","2013-01-01T15:40:47.000","2013-01-01T15:56:25.000","NAT","NECESSARY ACTION TAKEN","037XX S Saratoga St","70115","6","(29.932143356754, -90.09618832063)"
"A0096613","21","COMPLAINT OTHER","2H","3710239.00000000","563977.00000000","2013-01-01T13:44:25.000","2013-01-01T13:48:31.000","2013-01-01T14:21:12.000","2013-01-01T14:36:18.000","NAT","NECESSARY ACTION TAKEN","074XX Restgate Rd","70127","7","(30.043836163889, -89.976109856451)"
"A0096713","21","COMPLAINT OTHER","1H","3680773.00000000","532885.00000000","2013-01-01T13:49:59.000","2013-01-01T13:50:16.000","2013-01-01T13:52:33.000","2013-01-01T14:05:01.000","NAT","NECESSARY ACTION TAKEN","005XX Basin St","70116","1","(29.959271023223, -90.070318415255)"
"A0096813","103","DISTURBANCE (OTHER)","1A","3699888.00000000","559661.00000000","2013-01-01T13:46:05.000","2013-01-01T14:23:27.000","2013-01-01T17:40:27.000","2013-01-01T17:50:30.000","NAT","NECESSARY ACTION TAKEN","074XX Crestmont Rd","70126","7","(30.032301899907, -90.00898099124)"
