"nopd_item","type_","typetext","mapx","mapy","timecreate","timedispatch","timeclosed","disposition","dispositiontext","block_address","zip"
"A1833714","107","SUSPICIOUS PERSON","3675890","540758","2014-01-15T07:05:48.000","2014-01-15T07:05:48.000","2014-01-15T08:30:03.000","NAT","Necessary Action Taken","Maurepas St & Esplanade Ave","70119"
"A1840014","107","SUSPICIOUS PERSON","3697431","533448","2014-01-15T08:25:59.000","2014-01-15T08:27:33.000","2014-01-15T08:38:03.000","GOA","GONE ON ARRIVAL","N Rampart St & St Claude Ct","70117"
"A1841314","107","SUSPICIOUS PERSON","3675076","536283","2014-01-15T08:39:23.000",,"2014-01-15T08:41:32.000","NAT","Necessary Action Taken","029XX Bienville St","70119"
"A1841614","107","SUSPICIOUS PERSON","3676960","534432","2014-01-15T08:42:55.000","2014-01-15T08:43:27.000","2014-01-15T08:58:54.000","NAT","Necessary Action Taken","Iberville St & N Miro St","70119"
"A1841714","107","SUSPICIOUS PERSON","3692171","527729","2014-01-15T08:43:24.000","2014-01-15T08:51:35.000","2014-01-15T08:56:37.000","GOA","GONE ON ARRIVAL","010XX Casa Calvo St","70114"
"A1845814","107","SUSPICIOUS PERSON","3681504","555418","2014-01-15T09:21:10.000","2014-01-15T09:23:25.000","2014-01-15T09:37:33.000","GOA","GONE ON ARRIVAL","060XX Wildair Dr","70122"
"A1847814","107","SUSPICIOUS PERSON","3685255","534597","2014-01-15T09:44:11.000","2014-01-15T09:45:51.000","2014-01-15T10:20:58.000","NAT","Necessary Action Taken","006XX Elysian Fields Ave","70117"
"A1849414","107","SUSPICIOUS PERSON","3707244","559344","2014-01-15T10:03:40.000","2014-01-15T10:21:14.000","2014-01-15T10:40:38.000","NAT","Necessary Action Taken","068XX Tara Ln","70127"
"A1851114","107","SUSPICIOUS PERSON","3665952","537416","2014-01-15T10:19:28.000","2014-01-15T10:22:16.000","2014-01-15T10:52:02.000","UNF","UNFOUNDED","038XX Hollygrove St","70118"
"A1855714","107","SUSPICIOUS PERSON","3705688","562497","2014-01-15T10:59:25.000","2014-01-15T11:01:01.000","2014-01-15T11:25:10.000","GOA","GONE ON ARRIVAL","Burke Rd & Adele St","70127"
"A1860314","21","COMPLAINT OTHER","3669071","526250","2014-01-15T11:33:12.000","2014-01-15T11:33:59.000","2014-01-15T11:53:39.000","NAT","Necessary Action Taken","049XX S Derbigny St","70125"
"A1861514","107","SUSPICIOUS PERSON","3669852","526859","2014-01-15T11:44:35.000","2014-01-15T11:46:30.000","2014-01-15T11:50:11.000","NAT","Necessary Action Taken","S Prieur St & Jena St","70125"
"A1863014","107","SUSPICIOUS PERSON","3690785","528680","2014-01-15T11:55:20.000","2014-01-15T11:55:57.000","2014-01-15T11:59:26.000","NAT","Necessary Action Taken","007XX Hendee St","70114"
"A1866914","107","SUSPICIOUS PERSON","3707445","558332","2014-01-15T12:23:27.000","2014-01-15T12:23:43.000","2014-01-15T12:43:01.000","NAT","Necessary Action Taken","090XX Lake Forest Blvd","70127"
"A1867514","107","SUSPICIOUS PERSON","3667862","541068","2014-01-15T12:26:56.000","2014-01-15T12:27:16.000","2014-01-15T12:40:56.000","NAT","Necessary Action Taken","City Park Ave & Canal Blvd",
"A1870014","107","SUSPICIOUS PERSON","3669151","539880","2014-01-15T12:41:03.000",,"2014-01-15T12:49:25.000","NAT","Necessary Action Taken","047XX Canal St","70119"
"A1870214","107","SUSPICIOUS PERSON","3708808","553636","2014-01-15T12:41:59.000",,"2014-01-15T12:42:02.000","NAT","Necessary Action Taken","090XX Chef Menteur Hwy","70127"
"A1874914","107","SUSPICIOUS PERSON","3678963","530138","2014-01-15T13:22:41.000","2014-01-15T17:24:34.000","2014-01-15T20:57:00.000","UNF","UNFOUNDED","004XX Loyola Ave","70112"
"A1876414","107","SUSPICIOUS PERSON","3676562","525694","2014-01-15T13:33:31.000",,"2014-01-15T14:13:23.000","NAT","Necessary Action Taken","Simon Bolivar Ave & Josephine St","70113"
"A1883714","67","THEFT","3678791","529357","2014-01-15T14:36:15.000","2014-01-15T15:44:03.000","2014-01-15T17:24:03.000","RTF","REPORT TO FOLLOW","006XX Loyola Ave","70113"
"A1884114","107","SUSPICIOUS PERSON","3669178","524259","2014-01-15T14:38:02.000","2014-01-15T14:40:31.000","2014-01-15T14:52:25.000","NAT","Necessary Action Taken","Upperline St & S Robertson St","70115"
"A1886314","107","SUSPICIOUS PERSON","3676773","536990","2014-01-15T15:00:40.000","2014-01-15T15:01:49.000","2014-01-15T15:48:02.000","GOA","GONE ON ARRIVAL","Orleans Ave & N Broad Ave","70119"
"A1886614","107","SUSPICIOUS PERSON","3676996","540480","2014-01-15T15:11:35.000","2014-01-15T15:12:24.000","2014-01-15T16:32:36.000","NAT","Necessary Action Taken","030XX Ponce De Leon St","70119"
"A1889514","107","SUSPICIOUS PERSON","3680495","528652","2014-01-15T15:31:28.000","2014-01-15T15:37:31.000","2014-01-15T15:58:35.000","NAT","Necessary Action Taken","006XX Saint Charles Ave","70130"
"A1889814","107","SUSPICIOUS PERSON","3675218","526827","2014-01-15T15:32:55.000",,"2014-01-15T15:42:01.000","NAT","Necessary Action Taken","Magnolia St & Jackson Ave","70113"
"A1892014","67S","SHOPLIFTING","3674520","527889","2014-01-15T15:46:39.000","2014-01-15T15:47:56.000","2014-01-15T19:44:08.000","RTF","REPORT TO FOLLOW","021XX S Claiborne Ave","70125"
"A1894614","107","SUSPICIOUS PERSON","3673426","528552","2014-01-15T16:05:56.000",,"2014-01-15T17:09:51.000","NAT","Necessary Action Taken","S Johnson St & 1st St","70125"
"A1895814","107","SUSPICIOUS PERSON","3687340","541271","2014-01-15T16:16:57.000","2014-01-15T16:27:52.000","2014-01-15T16:37:57.000","UNF","UNFOUNDED","027XX N Rocheblave St","70117"
"A1898314","107","SUSPICIOUS PERSON","3680927","530925","2014-01-15T16:33:08.000","2014-01-15T16:33:14.000","2014-01-15T17:38:17.000","NAT","Necessary Action Taken","Carondelet St & Canal St","70112"
"A1900114","107","SUSPICIOUS PERSON","3687340","541271","2014-01-15T16:49:57.000","2014-01-15T17:05:05.000","2014-01-15T17:07:04.000","UNF","UNFOUNDED","027XX N Rocheblave St","70117"
"A1905314","107","SUSPICIOUS PERSON","3677866","527098","2014-01-15T17:28:14.000","2014-01-15T17:37:08.000","2014-01-15T18:33:00.000","DUP","DUPLICATE","S Saratoga St & Erato St","70113"
"A1907914","107","SUSPICIOUS PERSON","3664916","535820","2014-01-15T17:42:45.000",,"2014-01-15T17:48:40.000","NAT","Necessary Action Taken","Forshey St & Gen Ogden St","70118"
"A1914314","107","SUSPICIOUS PERSON","3704311","559689","2014-01-15T18:35:08.000","2014-01-15T18:37:45.000","2014-01-15T18:50:31.000","GOA","GONE ON ARRIVAL","Crowder Blvd & Huntington Park Dr","70127"
"A1919214","107","SUSPICIOUS PERSON","3671122","538384","2014-01-15T19:19:52.000","2014-01-15T19:30:01.000","2014-01-15T19:45:29.000","UNF","UNFOUNDED","Canal St & N Carrollton Ave","70119"
"A1919714","107","SUSPICIOUS PERSON","3685119","539176","2014-01-15T19:24:55.000","2014-01-15T19:25:31.000","2014-01-15T19:34:35.000","GOA","GONE ON ARRIVAL","018XX Marigny St","70117"
"A1920614","107","SUSPICIOUS PERSON","3683113","532537","2014-01-15T19:32:56.000","2014-01-15T19:33:26.000","2014-01-15T19:46:33.000","GOA","GONE ON ARRIVAL","008XX Chartres St","70116"
"A1921414","107","SUSPICIOUS PERSON","3688596","540024","2014-01-15T19:40:29.000","2014-01-15T19:41:58.000","2014-01-15T19:59:22.000","NAT","Necessary Action Taken","020XX Saint Ferdinand St","70117"
"A1922414","107","SUSPICIOUS PERSON","3673852","538179","2014-01-15T19:51:14.000","2014-01-15T19:55:31.000","2014-01-15T20:01:09.000","NAT","Necessary Action Taken","005XX N Jeff Davis Pkwy","70119"
"A1923014","107","SUSPICIOUS PERSON","3685119","539176","2014-01-15T19:56:09.000","2014-01-15T19:57:07.000","2014-01-15T20:11:22.000","UNF","UNFOUNDED","018XX Marigny St","70117"
"A1927214","107","SUSPICIOUS PERSON","3680185","546238","2014-01-15T20:32:23.000","2014-01-15T20:33:32.000","2014-01-15T20:44:28.000","GOA","GONE ON ARRIVAL","016XX Milton St","70122"
"A1929614","107","SUSPICIOUS PERSON","3678240","536692","2014-01-15T21:03:09.000","2014-01-15T21:06:13.000","2014-01-15T21:14:32.000","UNF","UNFOUNDED","N Tonti St & Dumaine St","70119"
"A1937314","107","SUSPICIOUS PERSON","3705003","558437","2014-01-15T22:34:32.000",,"2014-01-15T22:43:13.000","NAT","Necessary Action Taken","057XX Crowder Blvd","70127"
"A1938114","107","SUSPICIOUS PERSON","3690733","530852","2014-01-15T22:43:22.000",,"2014-01-15T23:27:36.000","NAT","Necessary Action Taken","017XX Patterson Dr","70114"
"A1940014","107","SUSPICIOUS PERSON","3692987","523176","2014-01-15T23:09:29.000","2014-01-15T23:12:52.000","2014-01-15T23:15:37.000","DUP","DUPLICATE","Vespasian Blvd & Shirley Dr",
"A1941314","107","SUSPICIOUS PERSON","3679375","535405","2014-01-15T23:26:34.000","2014-01-15T23:44:54.000","2014-01-16T00:01:51.000","GOA","GONE ON ARRIVAL","019XX Saint Ann St","70116"
"A1944014","107","SUSPICIOUS PERSON","3682256","537244","2014-01-15T23:51:50.000",,"2014-01-16T00:16:42.000","NAT","Necessary Action Taken","Laharpe St & N Robertson St","70116"
"A1945814","107","SUSPICIOUS PERSON","3685601","538575","2014-01-16T00:16:54.000","2014-01-16T00:17:52.000","2014-01-16T01:04:15.000","NAT","Necessary Action Taken","Mandeville St & N Derbigny St","70117"
"A1946914","107","SUSPICIOUS PERSON","3674226","527339","2014-01-16T00:24:30.000","2014-01-16T00:25:38.000","2014-01-16T01:25:00.000","NAT","Necessary Action Taken","1st St & S Claiborne Ave","70125"
"A1951514","107","SUSPICIOUS PERSON","3701789","558057","2014-01-16T01:36:22.000","2014-01-16T01:36:22.000","2014-01-16T01:48:04.000","NAT","Necessary Action Taken","Mayo Blvd & N I-10 Service Rd","70126"
"A1952714","107","SUSPICIOUS PERSON","3696840","521698","2014-01-16T01:57:09.000",,"2014-01-16T02:10:30.000","NAT","Necessary Action Taken","Westbend Pkwy & Westpark Dr",
"A1956514","107","SUSPICIOUS PERSON","3680341","531877","2014-01-16T02:49:22.000",,"2014-01-16T02:54:58.000","NAT","Necessary Action Taken","002XX N Rampart St","70112"
"A1965514","21","COMPLAINT OTHER","3677103","535595","2014-01-16T06:06:00.000","2014-01-16T06:06:26.000","2014-01-16T06:53:35.000","NAT","Necessary Action Taken","024XX Saint Louis St","70119"
"A1970114","107","SUSPICIOUS PERSON","3684654","539279","2014-01-16T07:29:28.000","2014-01-16T07:29:54.000","2014-01-16T07:56:44.000","NAT","Necessary Action Taken","019XX Elysian Fields Ave","70116"
"A1970214","107","SUSPICIOUS PERSON","3666908","540682","2014-01-16T07:29:58.000","2014-01-16T07:29:58.000","2014-01-16T07:41:32.000","NAT","Necessary Action Taken","I10 E & City Park Ave","70124"
"A1972614","62C","SIMPLE BURGLARY VEHICLE","3673356","535575","2014-01-16T07:50:52.000","2014-01-16T07:53:05.000","2014-01-16T10:18:01.000","RTF","REPORT TO FOLLOW","032XX Palmyra St","70119"
"A1984514","107","SUSPICIOUS PERSON","3698062","536078","2014-01-16T09:35:03.000","2014-01-16T10:50:49.000","2014-01-16T11:16:59.000","GOA","GONE ON ARRIVAL","054XX N Derbigny St","70117"
"A1985314","107","SUSPICIOUS PERSON","3701041","520095","2014-01-16T09:41:47.000","2014-01-16T09:42:49.000","2014-01-16T09:54:57.000","GOA","GONE ON ARRIVAL","030XX Hyman Pl","70131"
"A1988014","107","SUSPICIOUS PERSON","3690841","536361","2014-01-16T10:06:21.000","2014-01-16T10:09:05.000","2014-01-16T10:33:08.000","GOA","GONE ON ARRIVAL","013XX Congress St","70117"
"A1989314","107","SUSPICIOUS PERSON","3685262","539493","2014-01-16T10:17:20.000","2014-01-16T11:32:42.000","2014-01-16T12:01:26.000","UNF","UNFOUNDED","019XX Marigny St","70117"
"A1992614","107","SUSPICIOUS PERSON","3682859","532222","2014-01-16T10:51:04.000","2014-01-16T10:51:04.000","2014-01-16T11:35:08.000","NAT","Necessary Action Taken","007XX Place Jean Paul Deux","70116"
"A1995714","107","SUSPICIOUS PERSON","3675038","527061","2014-01-16T11:20:23.000","2014-01-16T11:21:20.000","2014-01-16T12:11:39.000","NAT","Necessary Action Taken","Jackson Ave & Clara St","70113"
"A2000414","107","SUSPICIOUS PERSON","3675888","525161","2014-01-16T11:48:32.000",,"2014-01-16T12:10:52.000","NAT","Necessary Action Taken","022XX Philip St","70113"
"A2002714","107","SUSPICIOUS PERSON","3676157","524413","2014-01-16T12:09:59.000","2014-01-16T12:10:25.000","2014-01-16T12:18:46.000","GOA","GONE ON ARRIVAL","First St & Danneel St","70113"
"A2004614","107","SUSPICIOUS PERSON","3678585","524474","2014-01-16T12:25:36.000","2014-01-16T12:25:43.000","2014-01-16T12:55:39.000","NAT","Necessary Action Taken","Felicity St & St Charles Ave","70130"
"A2005414","107","SUSPICIOUS PERSON","3676686","537003","2014-01-16T12:29:52.000","2014-01-16T12:29:52.000","2014-01-16T14:16:50.000","NAT","Necessary Action Taken","027XX Orleans Ave","70119"
"A2006614","21","COMPLAINT OTHER","3675250","527191","2014-01-16T12:37:30.000","2014-01-16T12:38:07.000","2014-01-16T13:38:36.000","RTF","REPORT TO FOLLOW","021XX Clara St","70113"
"A2012914","107","SUSPICIOUS PERSON","3671207","529762","2014-01-16T13:28:45.000","2014-01-16T13:29:55.000","2014-01-16T13:36:37.000","GOA","GONE ON ARRIVAL","S Broad Ave & Washington Ave","70125"
"A2013014","107","SUSPICIOUS PERSON","3665287","545875","2014-01-16T13:28:58.000","2014-01-16T13:28:58.000","2014-01-16T13:45:15.000","NAT","Necessary Action Taken","Canal Blvd Exit & I-610 E","70124"
"A2013814","107","SUSPICIOUS PERSON","3705191","512608","2014-01-16T13:36:11.000","2014-01-16T14:02:51.000","2014-01-16T14:11:11.000","NAT","Necessary Action Taken","057XX Tullis Dr","70131"
"A2015414","107","SUSPICIOUS PERSON","3679874","531733","2014-01-16T13:46:41.000","2014-01-16T13:46:41.000","2014-01-16T14:02:14.000","NAT","Necessary Action Taken","Canal St & Elk Pl","70112"
"A2019314","107","SUSPICIOUS PERSON","3695936","551592","2014-01-16T14:28:36.000","2014-01-16T15:07:27.000","2014-01-16T15:58:20.000","NAT","Necessary Action Taken","058XX Chef Menteur Hwy","70126"
"A2020414","107","SUSPICIOUS PERSON","3664599","537445","2014-01-16T14:34:06.000","2014-01-16T14:34:06.000","2014-01-16T15:11:31.000","NAT","Necessary Action Taken","092XX Airline Hwy","70118"
"A2023614","107","SUSPICIOUS PERSON","3673880","527863","2014-01-16T14:59:49.000",,"2014-01-16T15:08:49.000","NAT","Necessary Action Taken","1st St & Rex Pl","70125"
"A2024814","107","SUSPICIOUS PERSON","3673611","528277","2014-01-16T15:10:53.000",,"2014-01-16T16:25:35.000","NAT","Necessary Action Taken","1st St & S Prieur St",
"A2025614","107","SUSPICIOUS PERSON","3673657","526536","2014-01-16T15:20:13.000",,"2014-01-16T15:44:43.000","NAT","Necessary Action Taken","4th St & Willow St",
"A2031014","107","SUSPICIOUS PERSON","3682034","532448","2014-01-16T16:08:56.000",,"2014-01-16T16:30:31.000","NAT","Necessary Action Taken","006XX Bourbon St","70112"
"A2033414","107","SUSPICIOUS PERSON","3718476","572446","2014-01-16T16:26:19.000","2014-01-16T16:37:58.000","2014-01-16T16:46:15.000","GOA","GONE ON ARRIVAL","140XX Linden St","70128"
"A2033614","107","SUSPICIOUS PERSON","3679820","531659","2014-01-16T16:27:46.000","2014-01-16T16:28:21.000","2014-01-16T17:29:57.000","NAT","Necessary Action Taken","Canal S & Elk Pl811B",
"A2034614","107","SUSPICIOUS PERSON","3674889","538768","2014-01-16T16:35:10.000",,"2014-01-16T16:55:56.000","NAT","Necessary Action Taken","033XX Saint Ann St","70119"
"A2035014","107","SUSPICIOUS PERSON","3675723","536568","2014-01-16T16:35:40.000",,"2014-01-16T16:49:32.000","NAT","Necessary Action Taken","Saint Louis St & N White St","70119"
"A2041214","107","SUSPICIOUS PERSON","3681161","531233","2014-01-16T17:25:30.000","2014-01-16T17:26:17.000","2014-01-16T17:39:54.000","NAT","Necessary Action Taken","Bourbon St & Iberville St","70112"
"A2041314","107","SUSPICIOUS PERSON","3685616","533894","2014-01-16T17:27:15.000","2014-01-16T17:35:03.000","2014-01-16T17:59:35.000","NAT","Necessary Action Taken","023XX N Peters St","70117"
"A2043614","107","SUSPICIOUS PERSON","3681835","536174","2014-01-16T17:47:08.000",,"2014-01-16T17:57:01.000","NAT","Necessary Action Taken","Esplanade Ave & N Villere St","70116"
"A2044014","67S","SHOPLIFTING","3692157","549956","2014-01-16T17:51:53.000","2014-01-16T17:52:33.000","2014-01-16T20:38:57.000","RTF","REPORT TO FOLLOW","048XX Chef Menteur Hwy","70126"
"A2045314","21","COMPLAINT OTHER","3675624","527005","2014-01-16T18:01:46.000","2014-01-16T18:03:00.000","2014-01-16T19:11:06.000","NAT","Necessary Action Taken","026XX Josephine St","70113"
"A2046514","107","SUSPICIOUS PERSON","3687516","528660","2014-01-16T18:18:04.000","2014-01-16T18:19:08.000","2014-01-16T18:39:24.000","GOA","GONE ON ARRIVAL","008XX Vallette St","70114"
"A2046814","107","SUSPICIOUS PERSON","3686484","533992","2014-01-16T18:19:32.000",,"2014-01-16T20:26:58.000","NAT","Necessary Action Taken","N Peters St & Franklin Ave","70117"
"A2048614","107","SUSPICIOUS PERSON","3705803","563311","2014-01-16T18:32:21.000","2014-01-16T18:36:15.000","2014-01-16T18:59:54.000","UNF","UNFOUNDED","Fulton St & Vanderkloot Ave","70127"
"A2051514","107","SUSPICIOUS PERSON","3663693","533892","2014-01-16T18:58:32.000","2014-01-16T18:59:34.000","2014-01-16T19:22:55.000","GOA","GONE ON ARRIVAL","026XX Eagle St","70118"
"A2054914","107","SUSPICIOUS PERSON","3697020","525582","2014-01-16T19:34:29.000","2014-01-16T19:39:26.000","2014-01-16T20:02:01.000","GOA","GONE ON ARRIVAL","035XX General Meyer Ave","70114"
"A2059514","107","SUSPICIOUS PERSON","3675290","527194","2014-01-16T20:15:52.000","2014-01-16T20:18:14.000","2014-01-16T21:07:54.000","NAT","Necessary Action Taken","021XX Clara St","70113"
"A2060314","107","SUSPICIOUS PERSON","3692440","544768","2014-01-16T20:25:15.000","2014-01-16T20:30:50.000","2014-01-16T20:31:04.000","NAT","Necessary Action Taken","Pleasure St & Oliver White Ave","70126"
"A2060414","107","SUSPICIOUS PERSON","3681567","532290","2014-01-16T20:27:04.000",,"2014-01-16T20:55:22.000","NAT","Necessary Action Taken","005XX Dauphine St","70112"
"A2065614","107","SUSPICIOUS PERSON","3720832","574298","2014-01-16T21:12:30.000",,"2014-01-16T21:16:32.000","NAT","Necessary Action Taken","078XX Venice Blvd","70128"
"A2068814","107","SUSPICIOUS PERSON","3679903","528739","2014-01-16T21:44:29.000","2014-01-16T21:48:23.000","2014-01-16T22:00:36.000","GOA","GONE ON ARRIVAL","008XX Girod St","70113"
"A2069714","107","SUSPICIOUS PERSON","3674748","525746","2014-01-16T21:55:57.000","2014-01-16T21:56:31.000","2014-01-16T22:19:02.000","UNF","UNFOUNDED","025XX Freret St","70113"
"A2070514","107","SUSPICIOUS PERSON","3700627","518290","2014-01-16T22:09:26.000",,"2014-01-16T22:21:28.000","NAT","Necessary Action Taken","Berkley Dr & Kabel Dr","70131"
"A2071514","107","SUSPICIOUS PERSON","3677142","523547","2014-01-16T22:23:29.000","2014-01-16T22:25:27.000","2014-01-16T22:43:13.000","NAT","Necessary Action Taken","022XX Saint Charles Ave","70130"
"A2072514","107","SUSPICIOUS PERSON","3682256","537244","2014-01-16T22:44:51.000",,"2014-01-16T23:58:37.000","NAT","Necessary Action Taken","Laharpe St & N Robertson St","70116"
"A2072614","107","SUSPICIOUS PERSON","3670399","525796","2014-01-16T22:45:41.000","2014-01-16T23:07:42.000","2014-01-16T23:48:50.000","NAT","Necessary Action Taken","Napoleon Ave & S Claiborne Ave","70125"
"A2072714","107","SUSPICIOUS PERSON","3687140","548169","2014-01-16T22:46:09.000","2014-01-16T22:48:13.000","2014-01-16T23:08:54.000","GOA","GONE ON ARRIVAL","026XX Jasmine St","70122"
"A2076114","107","SUSPICIOUS PERSON","3676774","525959","2014-01-16T23:33:10.000",,"2014-01-16T23:40:07.000","NAT","Necessary Action Taken","022XX Saint Andrew St","70113"
"A2076614","107","SUSPICIOUS PERSON","3690640","523988","2014-01-16T23:41:14.000",,"2014-01-16T23:41:27.000","NAT","Necessary Action Taken","019XX Hendee St","70114"
"A2079014","107","SUSPICIOUS PERSON","3703627","511859","2014-01-17T00:07:37.000","2014-01-17T00:08:33.000","2014-01-17T00:15:30.000","UNF","UNFOUNDED","005XX Blk Tullis Dr","70131"
"A2080614","107","SUSPICIOUS PERSON","3697545","515563","2014-01-17T00:21:28.000","2014-01-17T00:21:46.000","2014-01-17T00:25:24.000","NAT","Necessary Action Taken","040XX Behrman Pl","70114"
"A2082414","107","SUSPICIOUS PERSON","3712731","563711","2014-01-17T00:42:45.000","2014-01-17T00:44:36.000","2014-01-17T01:31:30.000","GOA","GONE ON ARRIVAL","070XX Lake Barrington Dr","70128"
"A2086114","107","SUSPICIOUS PERSON","3672843","535474","2014-01-17T01:30:05.000",,"2014-01-17T01:39:04.000","NAT","Necessary Action Taken","S Rendon St & Banks St","70119"
"A2088314","107","SUSPICIOUS PERSON","3683806","536598","2014-01-17T02:05:28.000","2014-01-17T02:06:38.000","2014-01-17T02:45:27.000","UNF","UNFOUNDED","019XX Pauger St","70116"
"A2089614","107","SUSPICIOUS PERSON","3664514","551714","2014-01-17T02:27:17.000","2014-01-17T02:27:17.000","2014-01-17T04:05:25.000","NAT","Necessary Action Taken","Bellaire Dr & 35th St","70124"
"A2090814","107","SUSPICIOUS PERSON","3680005","531064","2014-01-17T02:49:28.000","2014-01-17T02:50:49.000","2014-01-17T02:59:20.000","GOA","GONE ON ARRIVAL","001XX University Pl","70112"
"A2092314","62B","BUSINESS BUGLARY","3679609","529858","2014-01-17T03:21:50.000","2014-01-17T03:22:23.000","2014-01-17T07:25:15.000","RTF","REPORT TO FOLLOW","004XX Blk O'Keefe Ave","70112"
"A2095514","107","SUSPICIOUS PERSON","3675397","535134","2014-01-17T04:17:44.000",,"2014-01-17T04:41:21.000","NAT","Necessary Action Taken","N Broad St & Canal St",
"A2095814","103","DISTURBANCE (OTHER)","3681813","532089","2014-01-17T04:24:54.000","2014-01-17T04:25:25.000","2014-01-17T04:34:33.000","DUP","DUPLICATE","St Louis St & Bourbon St","70112"
"A2099114","107","SUSPICIOUS PERSON","3672839","540103","2014-01-17T05:21:41.000",,"2014-01-17T05:29:48.000","NAT","Necessary Action Taken","008XX N Carrollton Ave","70119"
"A2109814","107","SUSPICIOUS PERSON","3666908","540682","2014-01-17T07:53:26.000","2014-01-17T07:53:36.000","2014-01-17T08:01:24.000","NAT","Necessary Action Taken","I-10 E & City Park Ave",
"A2110014","107","SUSPICIOUS PERSON","3671078","540601","2014-01-17T07:59:22.000","2014-01-17T08:01:17.000","2014-01-17T08:08:49.000","UNF","UNFOUNDED","N Alexander St & Toulouse St","70119"
"A2112814","107","SUSPICIOUS PERSON","3661615","528272","2014-01-17T08:28:01.000","2014-01-17T08:28:50.000","2014-01-17T09:33:06.000","NAT","Necessary Action Taken","081XX Zimple St","70118"
"A2113014","107","SUSPICIOUS PERSON","3678152","534840","2014-01-17T08:31:00.000","2014-01-17T08:31:06.000","2014-01-17T09:31:03.000","NAT","Necessary Action Taken","Saint Louis St & N Johnson St","70112"
"A2113514","107","SUSPICIOUS PERSON","3686518","550276","2014-01-17T08:32:34.000","2014-01-17T08:34:05.000","2014-01-17T08:46:32.000","NAT","Necessary Action Taken","Venus St & Carnot St","70122"
"A2123114","107","SUSPICIOUS PERSON","3671254","522748","2014-01-17T09:56:46.000","2014-01-17T09:58:19.000","2014-01-17T10:28:21.000","UNF","UNFOUNDED","042XX S Saratoga St","70115"
"A2123514","107","SUSPICIOUS PERSON","3699467","516695","2014-01-17T10:00:22.000","2014-01-17T10:02:47.000","2014-01-17T10:17:49.000","GOA","GONE ON ARRIVAL","Park Timbers Dr & Grand Canyon Dr","70131"
"A2125614","107","SUSPICIOUS PERSON","3696079","528025","2014-01-17T10:17:47.000","2014-01-17T10:18:32.000","2014-01-17T10:26:46.000","GOA","GONE ON ARRIVAL","032XX Luna St","70114"
"A2125714","107","SUSPICIOUS PERSON","3677991","519345","2014-01-17T10:18:33.000","2014-01-17T10:19:28.000","2014-01-17T10:45:00.000","NAT","Necessary Action Taken","006XX Washington Ave","70115"
"A2127314","107","SUSPICIOUS PERSON","3692608","520772","2014-01-17T10:36:10.000","2014-01-17T10:36:49.000","2014-01-17T11:02:49.000","UNF","UNFOUNDED","026XX Behrman Hwy","70114"
"A2138714","107","SUSPICIOUS PERSON","3684177","533050","2014-01-17T12:33:54.000",,"2014-01-17T13:03:15.000","NAT","Necessary Action Taken","004XX Ursulines Ave","70116"
"A2140114","107","SUSPICIOUS PERSON","3667277","534146","2014-01-17T12:44:23.000","2014-01-17T12:44:50.000","2014-01-17T13:04:24.000","NAT","Necessary Action Taken","S Carrollton Ave & Olive St","70118"
"A2143914","56D","CRIMINAL DAMAGE DOMESTIC","3696636","552923","2014-01-17T13:08:14.000","2014-01-17T21:14:27.000","2014-01-18T03:48:26.000","RTF","REPORT TO FOLLOW","060XX Boeing St","70126"
"A2147014","67F","THEFT BY FRAUD","3683836","547575","2014-01-17T13:27:13.000","2014-01-17T13:31:09.000","2014-01-17T18:03:22.000","RTF","REPORT TO FOLLOW","031XX Gentilly Blvd","70122"
"A2154714","107","SUSPICIOUS PERSON","3677980","538839","2014-01-17T14:46:37.000","2014-01-17T15:03:19.000","2014-01-17T16:46:54.000","NAT","Necessary Action Taken","012XX N Broad St","70119"
"A2156014","107","SUSPICIOUS PERSON","3677095","534670","2014-01-17T14:51:55.000","2014-01-17T15:10:01.000","2014-01-17T15:17:50.000","UNF","UNFOUNDED","023XX Bienville St","70119"
"A2161914","72","FORGERY","3673457","526784","2014-01-17T15:36:54.000","2014-01-17T15:41:32.000","2014-01-17T16:49:31.000","RTF","REPORT TO FOLLOW","027XX S Claiborne Ave","70113"
"A2163114","107","SUSPICIOUS PERSON","3674092","526423","2014-01-17T15:48:52.000",,"2014-01-17T16:00:36.000","NAT","Necessary Action Taken","Clara St & 3rd St","70113"
"A2164114","107","SUSPICIOUS PERSON","3676955","534481","2014-01-17T15:57:58.000","2014-01-17T16:04:46.000","2014-01-17T16:17:23.000","UNF","UNFOUNDED","023XX Iberville St","70119"
"A2164614","107","SUSPICIOUS PERSON","3673124","537350","2014-01-17T16:02:31.000",,"2014-01-17T16:40:35.000","NAT","Necessary Action Taken","Iberville St & N Clark St","70119"
"A2166014","107","SUSPICIOUS PERSON","3673631","521174","2014-01-17T16:12:06.000",,"2014-01-17T16:50:40.000","GOA","GONE ON ARRIVAL","035XX Saint Charles Ave","70115"
"A2167514","67F","THEFT BY FRAUD","3673631","521174","2014-01-17T16:27:15.000","2014-01-17T16:50:21.000","2014-01-17T16:58:34.000","RTF","REPORT TO FOLLOW","035XX Saint Charles Ave","70115"
"A2168214","56","SIMPLE CRIMINAL DAMAGE","3674862","521763","2014-01-17T16:30:30.000","2014-01-17T16:59:25.000","2014-01-17T19:43:34.000","RTF","REPORT TO FOLLOW","032XX Saint Charles Ave","70115"
