"o_c","caseno","location","stage","keystatus","statdate","casefiled","initinspection","initinspresult","prevhearingdate","prevhearingresult","nexthearingdate","lastpermit","permitfiling","permittype","permitstatus","unpaidfees","geoaddress","city","state","zipcode","geopin","xpos","ypos","longitude","latitude","caseid","pointlocation"
"Open","22-02377-MPM","7251 Lake Barrington Dr","1 - Inspection","The case was filed on 06/01/2022 and the property is awaiting inspection to proceed further.","2022-06-01T09:58:19.000","2022-06-01T09:58:19.000",,,,,,"19-36946-DEMO","2019-11-19T11:08:56.000","Demolition","Application Submitted","0.0","7251 Lake Barrington Dr","New Orleans","LA","70128","41113613","3712241.55","564678.28","-89.9697546131306","30.045699028644208","275617",
"Open","22-04450-MPM","4000 Davey St","1 - Inspection","The case was filed on 08/12/2022 and the property is awaiting inspection to proceed further.","2022-08-12T10:53:55.000","2022-08-12T10:53:55.000",,,,,,"15-07629-ERPR","2015-03-13T12:11:33.000","Electrical Repair / Replacement / Addition","Permit Issued","0.0","4000 Davey St","New Orleans","LA","70122","41107309","3676149.65","546926.17","-90.084434589604","29.99801872987845","280690",
"Open","22-04874-MPM","4801 Deanne St","1 - Inspection","The case was filed on 08/24/2022 and the property is awaiting inspection to proceed further.","2022-08-24T18:12:27.000","2022-08-24T18:12:27.000",,,,,,"22-20325-MOWN","2022-07-07T13:05:50.000","Mow to Own Program","Permit Denied","0.0","4801 Deanne St","New Orleans","LA","70126","41093486","3696381.01","554406.51","-90.02025355379065","30.017965037551253","281114",
"Open","22-00353-MPM","219-221 N Dorgenois St","1 - Inspection","The case was filed on 01/26/2022 and the property is awaiting inspection to proceed further.","2022-01-26T10:30:39.000","2022-01-26T10:30:39.000",,,,,,"11BLD-05238","2011-07-18T00:00:00.000","Demolition","Certificate of Occupancy - Issued No Meter","0.0","221 N Dorgenois St","New Orleans","LA","70119","41017591","3676126.42","535286.51","-90.08490858713411","29.966014377996466","273587",
"Open","22-02502-MPM","1846 Industry St","1 - Inspection","The case was filed on 06/03/2022 and the property is awaiting inspection to proceed further.","2022-06-03T11:24:43.000","2022-06-03T11:24:43.000",,,,,,"M03006930","2003-11-12T00:00:00.000","Mechanical - SPIN","Permit Issued","0.0","1846 Industry St","New Orleans","LA","70119","41076512","3681948.29","542694.84","-90.06626459108404","29.98620901343689","275742",
"Open","22-00188-MPM","2935-2937 Dryades St","1 - Inspection","The case was filed on 01/13/2022 and the property is awaiting inspection to proceed further.","2022-01-13T11:35:43.000","2022-01-13T11:35:43.000",,,,,,"21-14895-DEMO","2021-05-21T14:02:27.000","City IDC Demolition","Permit Issued","0.0","2935 Dryades St","New Orleans","LA","70115","41038468","3674659.32","523041.21","-90.08996127431777","29.932387727182615","273419",
"Open","22-02456-MPM","1542 N Johnson St","1 - Inspection","The case was filed on 06/02/2022 and the property is awaiting inspection to proceed further.","2022-06-02T10:31:52.000","2022-06-02T10:31:52.000",,,,,,"21-21677-HVAC","2021-07-27T13:11:09.000","Mechanical HVAC","Permit Issued","0.0","1542 N Johnson St","New Orleans","LA","70116","51002296","3680875.26","538357.31","-90.06980495227698","29.97431489926048","275696",
"Open","22-00972-MPM","4966-4968 Music St","1 - Inspection","The case was filed on 03/11/2022 and the property is awaiting inspection to proceed further.","2022-03-11T10:58:12.000","2022-03-11T10:58:12.000",,,,,,,,,,"0.0","4968 Music St","New Orleans","LA","70122","41087702","3685511.98","551389.28","-90.05470184957997","30.01000675996852","274208",
"Open","21-07807-MPM","48710 N Galvez St ","1 - Inspection","The case was filed on 10/11/2021 and the property is awaiting inspection to proceed further.","2021-10-11T08:56:19.000","2021-10-11T08:56:19.000",,,,,,,,,,"0.0",,,,,,"3697119.3","538096.57","-90.01851218070428","29.97309542894148","272111","POINT (-90.01851218070428 29.97309542894148)"
"Open","22-00432-MPM","2330 Farragut St","1 - Inspection","The case was filed on 02/01/2022 and the property is awaiting inspection to proceed further.","2022-02-01T18:59:41.000","2022-02-01T18:59:41.000",,,,,,,,,,"0.0","2330 Farragut St","New Orleans","LA","70114","41003905","3691757.13","521769.85","-90.03603069237144","29.928370694013495","273666",
"Open","22-01116-MPM","4324 Annunciation St","1 - Inspection","The case was filed on 03/18/2022 and the property is awaiting inspection to proceed further.","2022-03-18T14:18:49.000","2022-03-18T14:18:49.000",,,,,,"M03004351","2003-07-02T00:00:00.000","Mechanical - SPIN","Permit Issued","0.0","4324 Annunciation St","New Orleans","LA","70115","41047860","3671367.1","517735.73","-90.1005347376601","29.91789717231762","274352",
"Open","22-00433-MPM","2300 Behrman Hwy","1 - Inspection","The case was filed on 02/01/2022 and the property is awaiting inspection to proceed further.","2022-02-01T19:03:35.000","2022-02-01T19:03:35.000",,,,,,,,,,"0.0","2300 Behrman Hwy","New Orleans","LA","70114","41003835","3691780.26","521720.53","-90.03595943910919","29.928234360579992","273667",
"Open","22-00008-MPM","2524 Behrman Hwy","1 - Inspection","The case was filed on 01/04/2022 and the property is awaiting inspection to proceed further.","2022-01-04T10:54:12.000","2022-01-04T10:54:12.000",,,,,,,,,,"0.0","2524 Behrman Hwy","New Orleans","LA","70114","41003907","3692639.7","520964.47","-90.03327346879097","29.926128666182564","273232",
"Open","22-00009-MPM","2530 Behrman Hwy","1 - Inspection","The case was filed on 01/04/2022 and the property is awaiting inspection to proceed further.","2022-01-04T10:57:52.000","2022-01-04T10:57:52.000",,,,,,,,,,"0.0","2530 Behrman Hwy","New Orleans","LA","70114","41003908","3692703.71","520938.98","-90.03307232164381","29.92605658018298","273233",
"Open","22-00010-MPM","2600 Behrman Hwy","1 - Inspection","The case was filed on 01/04/2022 and the property is awaiting inspection to proceed further.","2022-01-04T10:59:08.000","2022-01-04T10:59:08.000",,,,,,,,,,"0.0","2600 Behrman Hwy","New Orleans","LA","70114","41003906","3692756.88","520896.47","-90.03290600309667","29.92593803290349","273234",
"Open","22-00210-MPM","2731 Bennett St","1 - Inspection","The case was filed on 01/14/2022 and the property is awaiting inspection to proceed further.","2022-01-14T10:31:16.000","2022-01-14T10:31:16.000",,,,,,"06BLD-07175","2006-10-01T00:00:00.000","Emergency Permit","Application Acceptance - Approved No Review","0.0","2731 Bennett St","New Orleans","LA","70131","41194429","3710495.7","519400.92","-89.97696621427123","29.921260316521554","273441",
"Open","22-03331-MPM","5447 Douglass St","1 - Inspection","The case was filed on 07/07/2022 and the property is awaiting inspection to proceed further.","2022-07-07T10:23:00.000","2022-07-07T10:23:00.000",,,,,,"12ELC-06435","2012-06-11T00:00:00.000","Electrical Service / Circuit / Feeder","Permit Issuance - Active","0.0","5447 Douglass St","New Orleans","LA","70117","41125437","3696929.52","531780.28","-90.01934029439589","29.95573386466803","278570",
"Open","22-03901-MPM","4661 Dreux Ave","1 - Inspection","The case was filed on 07/27/2022 and the property is awaiting inspection to proceed further.","2022-07-27T11:40:42.000","2022-07-27T11:40:42.000",,,,,,"11BLD-02033","2011-03-07T00:00:00.000","Demolition","Certificate of Occupancy - Issued No Meter","0.0","4661 Dreux Ave","New Orleans","LA","70126","41087065","3691021.87","553193.23","-90.0372296883989","30.01479674411069","279140",
"Open","22-04863-MPM","4709 Eastview Dr","1 - Inspection","The case was filed on 08/24/2022 and the property is awaiting inspection to proceed further.","2022-08-24T13:42:41.000","2022-08-24T13:42:41.000",,,,,,"14-04820-SERV","2014-02-13T00:00:00.000","Electrical Service / Circuit / Feeder","Permit Issued","0.0","4709 Eastview Dr","New Orleans","LA","70126","41099680","3705235.35","555100.46","-89.99225178946614","30.019591164710164","281103",
"Open","21-08892-MPM","1300 Perdido St, 1300 Perdido St ELEVATOR, 1227 Poydras St, 1229 Poydr","1 - Inspection","The case was filed on 12/29/2021 and the property is awaiting inspection to proceed further.","2021-12-29T10:25:30.000","2021-12-29T10:25:30.000",,,,,,"18-20713-SPMA","2018-06-21T19:14:18.000","Special Event - Master","Permit Approved","0.0","1429 Poydras St","New Orleans","LA","70112","41032325","-10027326.73","3497385.02","-134.87731550223646","31.079015267264158","273196",
"Open","22-00208-MPM","3339-3341 N Rampart St","1 - Inspection","The case was filed on 01/14/2022 and the property is awaiting inspection to proceed further.","2022-01-14T10:26:35.000","2022-01-14T10:26:35.000",,,,,,,,,,"0.0","3339 N Rampart St","New Orleans","LA","70117","41185608","-10023310.36","3499133.72","-134.86747384643064","31.087574087018247","273439",
"Open","21-08565-MPM","2713-2715 N Roman St","1 - Inspection","The case was filed on 11/29/2021 and the property is awaiting inspection to proceed further.","2021-11-29T09:08:29.000","2021-11-29T09:08:29.000",,,,,,,,,,"0.0","2713 N Roman St","New Orleans","LA","70117","41062071","-10023942.57","3500452.43","-134.870911291546","31.0902960401758","272869",
"Open","22-03337-MPM","7010 Edgefield Dr","1 - Inspection","The case was filed on 07/07/2022 and the property is awaiting inspection to proceed further.","2022-07-07T11:43:35.000","2022-07-07T11:43:35.000",,,,,,"07MCH-08020","2007-06-30T00:00:00.000","General Mechanical","Application Acceptance - Approved","0.0","7010 Edgefield Dr","New Orleans","LA","70128","41116126","3718830.32","568957.4","-89.94876767343919","30.057247605751517","278576",
"Open","22-00536-MPM","2761 Bienville Ave","1 - Inspection","The case was filed on 02/08/2022 and the property is awaiting inspection to proceed further.","2022-02-08T10:56:21.000","2022-02-08T10:56:21.000",,,,,,"17-15981-HVAC","2017-05-08T00:00:00.000","Mechanical HVAC","Certificate of Completion","0.0","2761 Bienville Ave","New Orleans","LA","70119","41020233","3675453.31","536140.91","-90.08700490460063","29.968383836755578","273771",
"Open","21-08496-MPM","1118 Cadiz St","1 - Inspection","The case was filed on 11/22/2021 and the property is awaiting inspection to proceed further.","2021-11-22T11:09:23.000","2021-11-22T11:09:23.000",,,,,,"15-00466-MECH","2015-01-07T15:01:06.000","General Mechanical","Certificate of Completion","0.0","1118 Cadiz St","New Orleans","LA","70115","41054388","3670121.16","519605.52","-90.1044041977761","29.92307530296117","272800",
"Open","21-08422-MPM","4923 Camp St","1 - Inspection","The case was filed on 11/18/2021 and the property is awaiting inspection to proceed further.","2021-11-18T09:48:23.000","2021-11-18T09:48:23.000",,,,,,,,,,"0.0","4923 Camp St","New Orleans","LA","70115","41051457","3668773.63","519005.19","-90.10867809723116","29.921464256142126","272726",
"Open","22-00581-MPM","16 Carriage Ln","1 - Inspection","The case was filed on 02/09/2022 and the property is awaiting inspection to proceed further.","2022-02-09T10:21:19.000","2022-02-09T10:21:19.000",,,,,,"19-00596-FGAS","2019-01-08T06:19:30.000","Mechanical Fuel Gas","Certificate of Completion","0.0","16 Carriage Ln","New Orleans","LA","70114","41004746","3695886.1","519915.56","-90.02306343748202","29.92314284147825","273816",
"Open","22-03650-MPM","8729-8731 Edinburgh St","1 - Inspection","The case was filed on 07/20/2022 and the property is awaiting inspection to proceed further.","2022-07-20T11:22:48.000","2022-07-20T11:22:48.000",,,,,,,,,,"0.0","8729 Edinburgh St","New Orleans","LA","70118","41029588","3665749.72","536062.53","-90.11765205437021","29.968454964805957","278889",
"Open","22-03671-MPM","3318 Elysian Fields Ave","1 - Inspection","The case was filed on 07/20/2022 and the property is awaiting inspection to proceed further.","2022-07-20T14:20:39.000","2022-07-20T14:20:39.000",,,,,,"12-22864-LOOP","2012-08-22T00:00:00.000","Construction Loop","Permit Issued","0.0","3318 Elysian Fields Ave","New Orleans","LA","70122","41078845","3684172.0","544978.91","-90.05916053966983","29.99242159504033","278910",
"Open","22-03641-MPM","2322 Baronne St, 1737 First St, 1739 First St","1 - Inspection","The case was filed on 07/20/2022 and the property is awaiting inspection to proceed further.","2022-07-20T08:58:33.000","2022-07-20T08:58:33.000",,,,,,,,,,"0.0","1739 First St","New Orleans","LA","70113","41037762","3676614.56","523827.26","-90.08376169359016","29.93449062416003","278880",
"Open","22-03862-MPM","7701 Gannon Rd","1 - Inspection","The case was filed on 07/26/2022 and the property is awaiting inspection to proceed further.","2022-07-26T09:29:35.000","2022-07-26T09:29:35.000",,,,,,"22-01304-DEMO","2022-01-13T14:48:30.000","City IDC Demolition","Application Submitted","0.0","7701 Gannon Rd","New Orleans","LA","70128","41116262","3716197.97","570288.95","-89.95703751957002","30.060996013492314","279101",
"Open","22-04111-MPM","1910 First St","1 - Inspection","The case was filed on 08/03/2022 and the property is awaiting inspection to proceed further.","2022-08-03T13:29:40.000","2022-08-03T13:29:40.000",,,,,,"05MCH-00815","2005-03-05T00:00:00.000","General Mechanical","Inspection - Completed","0.0","1910 First St","New Orleans","LA","70113","41037771","3676263.78","524182.31","-90.08485688555743","29.935477409351915","280351",
"Open","22-04931-MPM","2037 First St","1 - Inspection","The case was filed on 08/26/2022 and the property is awaiting inspection to proceed further.","2022-08-26T14:24:36.000","2022-08-26T14:24:36.000",,,,,,"17-09030-HDLC","2017-03-22T16:25:05.000","HDLC COA","Permit Issued","0.0","2037 First St","New Orleans","LA","70113","41037136","3676020.4","524683.31","-90.08560801559122","29.93686228472349","281171",
"Open","22-03214-MPM","2409-2411 First St","1 - Inspection","The case was filed on 07/05/2022 and the property is awaiting inspection to proceed further.","2022-07-05T10:52:12.000","2022-07-05T10:52:12.000",,,,,,"09BLD-03476","2009-07-08T00:00:00.000","Demolition","Inspection - Completed No Requirements","0.0","2409 First St","New Orleans","LA","70113","41039690","3675333.36","525734.13","-90.08774097504472","29.939772248793453","276455",
"Open","22-00271-MPM","1934 Second St","1 - Inspection","The case was filed on 01/21/2022 and the property is awaiting inspection to proceed further.","2022-01-21T11:07:07.000","2022-01-21T11:07:07.000",,,,,,,,,,"0.0","1934 Second St","New Orleans","LA","70113","41189763","3675911.42","524176.04","-90.08596950499934","29.93547072078641","273504",
"Open","22-00583-MPM","18 Carriage Ln","1 - Inspection","The case was filed on 02/09/2022 and the property is awaiting inspection to proceed further.","2022-02-09T10:26:29.000","2022-02-09T10:26:29.000",,,,,,,,,,"0.0","18 Carriage Ln","New Orleans","LA","70114","41004748","3695856.47","519930.56","-90.02315642614994","29.92318501799626","273818",
"Open","22-00570-MPM","6 Carriage Ln","1 - Inspection","The case was filed on 02/09/2022 and the property is awaiting inspection to proceed further.","2022-02-09T10:08:01.000","2022-02-09T10:08:01.000",,,,,,,,,,"0.0","6 Carriage Ln","New Orleans","LA","70114","41004736","3696024.6","519848.67","-90.02262866361423","29.922954561170553","273805",
"Open","21-08584-MPM","9701 Lake Forest Blvd Ste 130","1 - Inspection","The case was filed on 11/29/2021 and the property is awaiting inspection to proceed further.","2021-11-29T14:26:16.000","2021-11-29T14:26:16.000",,,,,,,,,,"0.0","9701 Lake Forest Blvd","New Orleans","LA","70127","41180899","3709012.2","559199.57","-89.9801653517632","30.03074002666908","272888",
"Open","22-00571-MPM","8 Carriage Ln","1 - Inspection","The case was filed on 02/09/2022 and the property is awaiting inspection to proceed further.","2022-02-09T10:14:35.000","2022-02-09T10:14:35.000",,,,,,,,,,"0.0","8 Carriage Ln","New Orleans","LA","70114","41004738","3695996.47","519862.44","-90.0227169614393","29.9229933087382","273806",
"Open","22-01338-MPM","4801 Charmes Ct","1 - Inspection","The case was filed on 04/06/2022 and the property is awaiting inspection to proceed further.","2022-04-06T15:38:50.000","2022-04-06T15:38:50.000",,,,,,,,,,"0.0","4801 Charmes Ct","New Orleans","LA","70129","41117091","3726506.32","561201.9","-89.92480659680125","30.035665949850248","274574",
"Open","21-08681-MPM","4401 S Claiborne Ave","1 - Inspection","The case was filed on 12/08/2021 and the property is awaiting inspection to proceed further.","2021-12-08T09:13:20.000","2021-12-08T09:13:20.000",,,,,,"21-18806-SATT","2021-06-29T13:31:23.000","Attached Sign","Permit Issued","0.0","4401 S Claiborne Ave","New Orleans","LA","70125","41192698","3670179.75","525957.6","-90.10400413068555","29.940539756494616","272985",
"Open","22-00349-MPM","329 N Diamond St, 327 S Diamond St","1 - Inspection","The case was filed on 01/26/2022 and the property is awaiting inspection to proceed further.","2022-01-26T09:58:33.000","2022-01-26T09:58:33.000",,,,,,,,,,"0.0","327 S Diamond St","New Orleans","LA","70130","41142280","3682035.69","526881.66","-90.06654072906225","29.942725535693047","273583",
"Open","21-08438-MPM","1734 Seventh St","1 - Inspection","The case was filed on 11/18/2021 and the property is awaiting inspection to proceed further.","2021-11-18T11:07:45.000","2021-11-18T11:07:45.000",,,,,,"11ELC-08580","2011-08-15T00:00:00.000","Electrical Repair / Replacement / Addition","Permit Issuance - Active","0.0","1734 Seventh St","New Orleans","LA","70115","41038327","3674828.47","522654.59","-90.08944053215069","29.931319599681785","272742",
"Open","22-00700-MPM","4557 N Rampart St, 4600 St Claude Ave","1 - Inspection","The case was filed on 02/16/2022 and the property is awaiting inspection to proceed further.","2022-02-16T08:41:33.000","2022-02-16T08:41:33.000",,,,,,"21-12119-RSTC","2021-04-28T13:48:24.000","Street Cut","Permit Issued","0.0","4557 N Rampart St","New Orleans","LA","70117","41072198","3693724.05","534586.74","-90.02936114545754","29.963551329046208","273936",
"Open","22-05152-MPM","3015 First St","1 - Inspection","The case was filed on 09/02/2022 and the property is awaiting inspection to proceed further.","2022-09-02T15:31:37.000","2022-09-02T15:31:37.000",,,,,,,,,,"0.0","3015 First St","New Orleans","LA","70125","41039827","3674112.22","527569.81","-90.09153348532612","29.944856210641632","281392",
"Open","22-03296-MPM","2070 Florida Ave","1 - Inspection","The case was filed on 07/06/2022 and the property is awaiting inspection to proceed further.","2022-07-06T11:26:44.000","2022-07-06T11:26:44.000",,,,,,"08BLD-07987","2008-12-06T00:00:00.000","Demolition","Inspection - Completed No Requirements","0.0","2070 Florida Ave","New Orleans","LA","70119","41077763","3683566.72","542687.71","-90.06115285547976","29.986140099871257","278535",
"Open","22-03915-MPM","11301 N Forest Park Ct","1 - Inspection","The case was filed on 07/27/2022 and the property is awaiting inspection to proceed further.","2022-07-27T13:53:58.000","2022-07-27T13:53:58.000",,,,,,,,,,"0.0","11301 N Forest Park Ct","New Orleans","LA","70128","41172855","3717027.62","558962.45","-89.95484576222849","30.02982533426506","280153",
"Open","21-08571-MPM","2427 Laurel St","1 - Inspection","The case was filed on 11/29/2021 and the property is awaiting inspection to proceed further.","2021-11-29T09:34:53.000","2021-11-29T09:34:53.000",,,,,,"21-19888-HDLC","2021-07-12T13:24:29.000","HDLC COA","Permit Issued","0.0","2427 Laurel St","New Orleans","LA","70130","41043001","3678277.6","520783.89","-90.07861672335272","29.92607237923631","272875",
"Open","22-00547-MPM","3022 Laurel St","1 - Inspection","The case was filed on 02/08/2022 and the property is awaiting inspection to proceed further.","2022-02-08T11:49:21.000","2022-02-08T11:49:21.000",,,,,,"20-44462-FGAS","2020-10-21T15:06:23.000","Mechanical Fuel Gas","Certificate of Completion","0.0","3022 Laurel St","New Orleans","LA","70115","41041934","3676626.96","519622.62","-90.08386729101566","29.92292885913766","273782",
"Open","22-00151-MPM","507 Elmira Ave","1 - Inspection","The case was filed on 01/12/2022 and the property is awaiting inspection to proceed further.","2022-01-12T10:44:17.000","2022-01-12T10:44:17.000",,,,,,"17-10685-HDLC","2017-03-29T09:44:29.000","HDLC COA","Permit Issued","0.0","507 Elmira Ave","New Orleans","LA","70114","41132291","3688148.41","529823.8","-90.04713721450918","29.950628179605335","273379",
"Open","22-03318-MPM","1806 Frenchmen St","1 - Inspection","The case was filed on 07/06/2022 and the property is awaiting inspection to proceed further.","2022-07-06T16:18:12.000","2022-07-06T16:18:12.000",,,,,,"08ELC-02331","2008-02-25T00:00:00.000","Electrical Service / Circuit / Feeder","Application Acceptance - Approved","0.0","1806 Frenchmen St","New Orleans","LA","70116","41185089","3684334.62","538913.17","-90.05885996974146","29.975737976576358","278557",
"Open","22-03682-MPM","4751 Galahad Dr","1 - Inspection","The case was filed on 07/20/2022 and the property is awaiting inspection to proceed further.","2022-07-20T15:21:55.000","2022-07-20T15:21:55.000",,,,,,"08MCH-17753","2009-01-15T00:00:00.000","General Mechanical","Application Acceptance - Approved","0.0","4751 Galahad Dr","New Orleans","LA","70127","41100594","3707277.34","555535.84","-89.98578365506131","30.020722418625862","278921",
"Open","22-02348-MPM","3834 General Meyer Ave","1 - Inspection","The case was filed on 05/31/2022 and the property is awaiting inspection to proceed further.","2022-05-31T14:47:42.000","2022-05-31T14:47:42.000",,,,,,"14-23039-MECH","2014-07-24T00:00:00.000","General Mechanical","Certificate of Completion","0.0","3834 General Meyer Ave","New Orleans","LA","70114","41006666","3698256.84","525219.86","-90.01538737961856","29.937653086769874","275588",
"Open","22-01357-MPM","5050 Par Four Dr","1 - Inspection","The case was filed on 04/07/2022 and the property is awaiting inspection to proceed further.","2022-04-07T14:53:40.000","2022-04-07T14:53:40.000",,,,,,,,,,"0.0","5050 Par Four Dr","New Orleans","LA","70128","41186527","3719384.73","559858.1","-89.94736317155038","30.032209828893677","274595",
"Open","22-04952-MPM","1738-1740 General Ogden St","1 - Inspection","The case was filed on 08/26/2022 and the property is awaiting inspection to proceed further.","2022-08-26T16:29:01.000","2022-08-26T16:29:01.000",,,,,,"16-17632-DEMO","2016-05-26T10:46:21.000","Demolition","Certificate of Completion","0.0","1738 General Ogden St","New Orleans","LA","70118","41133255","3661229.6","531836.96","-90.13206679630109","29.95696711154405","281192",
"Open","22-04947-MPM","1800-1804 General Ogden St","1 - Inspection","The case was filed on 08/26/2022 and the property is awaiting inspection to proceed further.","2022-08-26T16:17:14.000","2022-08-26T16:17:14.000",,,,,,"06ELC-10807","2006-03-26T00:00:00.000","Construction Loop","Application Acceptance - Approved","0.0","1800 General Ogden St","New Orleans","LA","70118","41133256","3661294.3","531905.7","-90.13186021692088","29.95715425907941","281187",
"Open","22-05160-MPM","4109 General Ogden St","1 - Inspection","The case was filed on 09/06/2022 and the property is awaiting inspection to proceed further.","2022-09-06T09:30:48.000","2022-09-06T09:30:48.000",,,,,,"07BLD-10925","2007-11-24T00:00:00.000","Emergency Permit","Application Acceptance - Approved No Review","0.0","4109 General Ogden St","New Orleans","LA","70118","41024339","3666894.49","537933.98","-90.11397390678918","29.973567383340363","281400",
"Open","22-01061-MPM","13658 Granville St","1 - Inspection","The case was filed on 03/16/2022 and the property is awaiting inspection to proceed further.","2022-03-16T15:25:52.000","2022-03-16T15:25:52.000",,,,,,"13-46967-MECH","2013-12-09T00:00:00.000","General Mechanical","Certificate of Completion","0.0","13658 Granville St","New Orleans","LA","70129","41117863","3726712.18","562499.89","-89.92410560506896","30.03922792621635","274297",
"Open","21-07011-MPM","3401-3403 Audubon Ct.","1 - Inspection","The case was filed on 08/25/2021 and the property is awaiting inspection to proceed further.","2021-08-25T14:02:53.000","2021-08-25T14:02:53.000",,,,,,,,,,"0.0",,,,,,"-1.0","-1.0","-101.51779913517808","28.09889070681073","271315","POINT (-101.51779913517808 28.09889070681073)"
"Open","22-03879-MPM","922 Gordon St","1 - Inspection","The case was filed on 07/26/2022 and the property is awaiting inspection to proceed further.","2022-07-26T14:38:54.000","2022-07-26T14:38:54.000",,,,,,"15-27773-EVAC","2015-09-16T10:09:25.000","Electrical Vacancy","Certificate of Completion","0.0","922 Gordon St","New Orleans","LA","70117","41183980","3698889.19","532892.35","-90.01311192601028","29.95872972558525","279118",
"Open","22-00420-MPM","6316 Law St","1 - Inspection","The case was filed on 02/01/2022 and the property is awaiting inspection to proceed further.","2022-02-01T10:47:06.000","2022-02-01T10:47:06.000",,,,,,"06BLD-05296","2006-08-26T00:00:00.000","Demolition","Certificate of Occupancy - Issued No Meter","0.0","6316 Law St","New Orleans","LA","70117","41122663","3702438.87","538315.15","-90.00170403042775","29.973527531692035","273654",
"Open","22-03347-MPM","5544 Grand Bayou Dr","1 - Inspection","The case was filed on 07/07/2022 and the property is awaiting inspection to proceed further.","2022-07-07T14:34:04.000","2022-07-07T14:34:04.000",,,,,,"10ELC-07979","2010-08-08T00:00:00.000","Electrical Service / Circuit / Feeder","Permit Issuance - Active","0.0","5544 Grand Bayou Dr","New Orleans","LA","70129","41117591","3725031.44","564080.16","-89.9293559637248","30.043629744755403","278586",
"Open","22-01517-MPM","5923 Urquhart St","1 - Inspection","The case was filed on 04/20/2022 and the property is awaiting inspection to proceed further.","2022-04-20T10:50:58.000","2022-04-20T10:50:58.000",,,,,,"06BLD-09809","2006-11-16T00:00:00.000","Demolition","Certificate of Occupancy - Issued No Meter","0.0","5923 Urquhart St","New Orleans","LA","70117","41124563","3699314.07","534246.15","-90.01172096568048","29.9624387257264","274755",
"Open","22-01466-MPM","3026 Feliciana St","1 - Inspection","The case was filed on 04/18/2022 and the property is awaiting inspection to proceed further.","2022-04-18T14:26:25.000","2022-04-18T14:26:25.000",,,,,,"07MCH-14614","2007-10-19T00:00:00.000","General Mechanical","Meter Release - Released","0.0","3026 Feliciana St","New Orleans","LA","70126","41129258","3690650.52","543829.85","-90.03873721465557","29.989062416563236","274704",
"Open","21-08391-MPM","4005 Athis Ct","1 - Inspection","The case was filed on 11/16/2021 and the property is awaiting inspection to proceed further.","2021-11-16T11:58:43.000","2021-11-16T11:58:43.000",,,,,,"08ELC-25902","2009-01-15T00:00:00.000","Electrical Service / Circuit / Feeder","Application Acceptance - Approved","0.0","4005 Athis Ct","New Orleans","LA","70126","41086182","3688447.75","554442.47","-90.04531827490105","30.01831150150797","272695",
"Open","22-00150-MPM","1920 Felicity St","1 - Inspection","The case was filed on 01/12/2022 and the property is awaiting inspection to proceed further.","2022-01-12T10:40:41.000","2022-01-12T10:40:41.000",,,,,,,,,,"0.0","1920 Felicity St","New Orleans","LA","70113","41038526","3677381.01","525547.04","-90.08128270289477","29.9391964489759","273378",
"Open","22-00662-MPM","2301 First St","1 - Inspection","The case was filed on 02/14/2022 and the property is awaiting inspection to proceed further.","2022-02-14T11:34:54.000","2022-02-14T11:34:54.000",,,,,,,,,,"0.0","2301 First St","New Orleans","LA","70113","41037788","3675591.88","525341.1","-90.08693828712924","29.938683815419047","273897",
"Open","22-01224-MPM","3300 Florence Ave","1 - Inspection","The case was filed on 03/28/2022 and the property is awaiting inspection to proceed further.","2022-03-28T16:05:50.000","2022-03-28T16:05:50.000",,,,,,"20-27142-SOLR","2020-05-03T21:38:20.000","Solar","Meter Release","0.0","3300 Florence Ave","New Orleans","LA","70114","41006298","3692912.68","521765.94","-90.03238302859933","29.928323918460233","274460",
"Open","22-00029-MPM","5163 Forest Park Ln","1 - Inspection","The case was filed on 01/06/2022 and the property is awaiting inspection to proceed further.","2022-01-06T08:49:25.000","2022-01-06T08:49:25.000",,,,,,"14-00285-SOLR","2014-01-05T00:00:00.000","Solar","Permit Issued","0.0","5163 Forest Park Ln","New Orleans","LA","70131","41143032","3703369.09","510627.01","-89.99978391923815","29.897365095127935","273255",
"Open","22-00509-MPM","1637 Foucher St","1 - Inspection","The case was filed on 02/08/2022 and the property is awaiting inspection to proceed further.","2022-02-08T08:09:16.000","2022-02-08T08:09:16.000",,,,,,,,,,"0.0","1637 Foucher St","New Orleans","LA","70115","41052750","3673462.31","521577.42","-90.09379012186258","29.92839843874674","273744",
"Open","22-01120-MPM","1521 Gordon St","1 - Inspection","The case was filed on 03/18/2022 and the property is awaiting inspection to proceed further.","2022-03-18T14:56:42.000","2022-03-18T14:56:42.000",,,,,,,,,,"0.0","1521 Gordon St","New Orleans","LA","70117","41120180","3699817.12","534987.88","-90.01010536576133","29.96446225423646","274356",
"Open","22-01520-MPM","2919 Grand Route St John St","1 - Inspection","The case was filed on 04/20/2022 and the property is awaiting inspection to proceed further.","2022-04-20T11:17:54.000","2022-04-20T11:17:54.000",,,,,,,,,,"0.0","2919 Grand Route St John St","New Orleans","LA","70119","41080185","3677539.65","540342.02","-90.08027105208848","29.979872884859862","274758",
"Open","21-06915-MPM","2310-12 Abundance","1 - Inspection","The case was filed on 08/23/2021 and the property is awaiting inspection to proceed further.","2021-08-23T13:30:42.000","2021-08-23T13:30:42.000",,,,,,,,,,"0.0",,,,,,"-1.0","-1.0","-101.51779913517808","28.09889070681073","271219","POINT (-101.51779913517808 28.09889070681073)"
