"license","license_type","last_name","first_name","middle_name","status","issue_date","expiration_date","association","association_license_number","broker_license","none"
"5474957-CN00","Real Estate Company",,,,"Active","1997-05-28T00:00:00.000",,"ASPEN LEAF REALTY, LLC","5474957-CN00","5483831-PB00",
"5476307-CN00","Real Estate Company",,,,"Active","1991-01-30T00:00:00.000",,"ASPEN REAL ESTATE & DEVELOPMENT, L.C.","5476307-CN00","5453261-PB00",
"5665865-MN00","Property Management Company",,,,"Active","2004-06-09T00:00:00.000",,"ASPEN RIDGE MANAGEMENT LLC","5665865-MN00","5451450-DB00",
"9033189-CN00","Real Estate Company",,,,"Active","2014-05-01T00:00:00.000",,"ASPEN RIDGE REAL ESTATE LLC","9033189-CN00","5521344-PB00",
"5501213-CN00","Real Estate Company",,,,"Active","2002-12-09T00:00:00.000",,"ASSET MANAGEMENT REAL ESTATE LLC","5501213-CN00","5483746-PB00",
"5949727-CN00","Real Estate Company",,,,"Active","2005-06-30T00:00:00.000",,"ASSET MANAGEMENT SOLUTIONS INC","5949727-CN00","5491426-PB00",
"7323984-CN00","Real Estate Company",,,,"Active","2009-04-09T00:00:00.000",,"ASSET REAL ESTATE LLC","7323984-CN00","5583993-PB00",
"8322914-CN00","Real Estate Company",,,,"Active","2012-05-10T00:00:00.000",,"ASSET REALTY LLC","8322914-CN00","6396118-PB00",
"7927828-CN00","Real Estate Company",,,,"Active","2011-02-22T00:00:00.000",,"ASSETS UNLIMITED INC","7927828-CN00","5451549-PB00",
"5507290-CN00","Real Estate Company",,,,"Active","2003-08-29T00:00:00.000",,"ASSIST 2 SELL BUYERS & SELLERS ADVANTAGE","5507290-CN00","5469545-PB00",
"5564229-CN00","Real Estate Company",,,,"Active","2004-01-13T00:00:00.000",,"ASSIST 2 SELL BUYERS & SELLERS PREFERRED CHOICE","5564229-CN00","5488311-PB00",
"5466728-CN00","Real Estate Company",,,,"Active","2000-01-14T00:00:00.000",,"ASSIST 2 SELL BUYERS 1ST CHOICE REALTY LLC","5466728-CN00","5486614-PB00",
"5912895-CN00","Real Estate Company",,,,"Active","2005-05-11T00:00:00.000",,"ASSIST 2 SELL PROFESSIONALS FOR BUYERS & SELLERS","5912895-CN00","5460406-PB00",
"5466726-CN00","Real Estate Company",,,,"Active","1989-06-13T00:00:00.000",,"ASSOCIATED BROKERS, INC.","5466726-CN00","5492296-PB00",
"7201380-CN00","Real Estate Company",,,,"Active","2008-12-01T00:00:00.000",,"ASSOCIATED REALTY","7201380-CN00","5465389-PB00",
"5508021-CN00","Real Estate Company",,,,"Active","2003-10-06T00:00:00.000",,"ASSOCIATES REFERRAL GROUP","5508021-CN00","5465904-PB00",
"7967512-CN00","Real Estate Company",,,,"Active","2011-04-11T00:00:00.000",,"ASSURANCE REAL ESTATE INC","7967512-CN00","6647561-PB00",
"5484692-CN00","Real Estate Company",,,,"Active","1998-11-23T00:00:00.000",,"ASTLE & COMPANY, LC","5484692-CN00","5458727-PB00",
"5497600-CN00","Real Estate Company",,,,"Active","2002-04-22T00:00:00.000",,"ASTRO REAL ESTATE","5497600-CN00","5451578-PB00",
"6526500-CN00","Real Estate Company",,,,"Active","2007-03-12T00:00:00.000",,"AT PROPERTY SALES & MANAGEMENT LLC","6526500-CN00","5508599-PB00",
"7470424-CN00","Real Estate Company",,,,"Active","2009-09-17T00:00:00.000",,"ATLAS REALTY LLC","7470424-CN00","5493002-PB00",
"8411851-CN00","Real Estate Company",,,,"Active","2012-07-26T00:00:00.000",,"ATSAH-EAGLE REALTY","8411851-CN00","8360326-PB00",
"8863202-CN00","Real Estate Company",,,,"Active","2013-11-20T00:00:00.000",,"AUBREY AND ASSOCIATES REALTY","8863202-CN00","5480458-PB00",
"9129294-BO00","Branch Office",,,,"Active","2014-08-13T00:00:00.000",,"AUBREY AND ASSOCIATES REALTY - PARK CITY","9129294-BO00","8863202-CN00",
"9129294-BO00","Branch Office",,,,"Active","2014-08-13T00:00:00.000",,"AUBREY AND ASSOCIATES REALTY - PARK CITY","9129294-BO00","5480458-PB00",
"9129294-BO00","Branch Office",,,,"Active","2014-08-13T00:00:00.000",,"AUBREY AND ASSOCIATES REALTY - PARK CITY","9129294-BO00","7548239-BB00",
"5494345-CN00","Real Estate Company",,,,"Active","2001-10-11T00:00:00.000",,"AUBURN DEVELOPMENT","5494345-CN00","5470757-PB00",
"7923219-CN00","Real Estate Company",,,,"Active","2011-02-15T00:00:00.000",,"AUCTION.COM, LLC","7923219-CN00","9103386-PB00",
"5470438-CN00","Real Estate Company",,,,"Active","1999-03-24T00:00:00.000",,"AVALON REALTY, LC","5470438-CN00","5485361-PB00",
"8837363-CN00","Real Estate Company",,,,"Active","2013-10-21T00:00:00.000",,"AVENUES PROPERTY MANAGEMENT & REAL ESTATE GROUP LLC","8837363-CN00","6964038-PB00",
"6459390-CN00","Real Estate Company",,,,"Active","2007-05-17T00:00:00.000",,"AWESOME RESULTS REFERRAL NETWORK","6459390-CN00","5451983-PB00",
"8675534-CN00","Real Estate Company",,,,"Active","2013-05-13T00:00:00.000",,"AXIOM PROPERTIES & DEVELOPMENT, INC.","8675534-CN00","8646796-PB00",
"6194374-CN00","Real Estate Company",,,,"Active","2006-04-11T00:00:00.000",,"AXIS REALTY INC","6194374-CN00","5506802-PB00",
"7320274-CN00","Real Estate Company",,,,"Active","2009-04-08T00:00:00.000",,"B & B REAL ESTATE GROUP LLC","7320274-CN00","5468376-PB00",
"6581107-CN00","Real Estate Company",,,,"Active","2007-04-23T00:00:00.000",,"B & G REAL ESTATE OF UTAH LLC","6581107-CN00","5482865-PB00",
"5487932-CN00","Real Estate Company",,,,"Active","2000-09-01T00:00:00.000",,"B.A.H. REAL ESTATE & PROPTY MGMT","5487932-CN00","5478205-PB00",
"7689159-CN00","Real Estate Company",,,,"Active","2010-05-24T00:00:00.000",,"B2 AND COMPANY EXPONENTIAL RESULTS INC","7689159-CN00","5487402-PB00",
"8094937-CN00","Real Estate Company",,,,"Active","2011-09-07T00:00:00.000",,"B2 AND COMPANY REAL ESTATE LLC","8094937-CN00","5478858-PB00",
"8425011-CN00","Real Estate Company",,,,"Active","2012-08-27T00:00:00.000",,"B3 LLC","8425011-CN00","5487733-PB00",
"5473437-CN00","Real Estate Company",,,,"Active","2007-03-09T00:00:00.000",,"BACH PROPERTY MANAGEMENT SERVICES LLC","5473437-CN00","5454200-PB00",
"5499056-CN00","Real Estate Company",,,,"Active","2002-08-01T00:00:00.000",,"BACH REALTY, LLC","5499056-CN00","5499974-PB00",
"5478181-CN00","Real Estate Company",,,,"Active","1993-08-26T00:00:00.000",,"BADGER REALTY","5478181-CN00","5480952-PB00",
"7537816-CN00","Real Estate Company",,,,"Active","2009-12-09T00:00:00.000",,"BAILEY GROUP REAL ESTATE PLLC / THE","7537816-CN00","5490937-PB00",
"5478012-CN00","Real Estate Company",,,,"Active","1992-04-06T00:00:00.000",,"BALD EAGLE REALTY, INC.","5478012-CN00","5452501-PB00",
"5455199-CN00","Real Estate Company",,,,"Active","1986-08-12T00:00:00.000",,"BALLARD REALTY","5455199-CN00","5488142-PB00",
"5464836-CN00","Real Estate Company",,,,"Active","2000-01-14T00:00:00.000",,"BANDANA REALTY, INC","5464836-CN00","5451452-PB00",
"5472243-CN00","Real Estate Company",,,,"Active","1986-03-19T00:00:00.000",,"BANGERTER BROTHERS REALTY, LLC","5472243-CN00","5457256-PB00",
"5475033-CN00","Real Estate Company",,,,"Active","1990-05-11T00:00:00.000",,"BANKERS REALTY REAL ESTATE SERVICES","5475033-CN00","5462467-PB00",
"8209659-CN00","Real Estate Company",,,,"Active","2012-01-19T00:00:00.000",,"BAR TWENTY PROPERTIES","8209659-CN00","5485000-PB00",
"5463478-CN00","Real Estate Company",,,,"Active","1996-07-25T00:00:00.000",,"BARLOW REALTY, LLC","5463478-CN00","5468445-PB00",
"5487577-CN00","Real Estate Company",,,,"Active","2000-06-13T00:00:00.000",,"BARNES REALTY, INC","5487577-CN00","5480750-PB00",
"6529768-CN00","Real Estate Company",,,,"Active","2007-03-14T00:00:00.000",,"BARR COMPANY LLC / THE","6529768-CN00","5473406-PB00",
"5471133-CN00","Real Estate Company",,,,"Active","1988-07-29T00:00:00.000",,"BARRIE REAL ESTATE INC/VEDA","5471133-CN00","5450416-PB00",
"5477858-CN00","Real Estate Company",,,,"Active","1992-03-10T00:00:00.000",,"BASIN REALTY","5477858-CN00","5463610-PB00",
"5484372-CN00","Real Estate Company",,,,"Active","1998-09-29T00:00:00.000",,"BASSETT REAL ESTATE","5484372-CN00","5464660-PB00",
"7893391-CN00","Real Estate Company",,,,"Active","2011-01-20T00:00:00.000",,"BASSO GROUP REALTY","7893391-CN00","5454359-PB00",
"5466833-CN00","Real Estate Company",,,,"Active","1989-06-12T00:00:00.000",,"BASTIAN REALTY LLC","5466833-CN00","5459937-PB00",
"6445591-CN00","Real Estate Company",,,,"Active","2007-01-09T00:00:00.000",,"BATEMAN REALTY INC","6445591-CN00","5452634-PB00",
"5473363-CN00","Real Estate Company",,,,"Active","1987-03-24T00:00:00.000",,"BATES LAND CONSORTIUM, INC.","5473363-CN00","5469640-PB00",
"5495800-CN00","Real Estate Company",,,,"Active","2002-01-15T00:00:00.000",,"BATH REALTORS, LLC/EVA","5495800-CN00","5451434-PB00",
"5458530-CN00","Real Estate Company",,,,"Active","1994-04-27T00:00:00.000",,"BC PROPERTIES","5458530-CN00","5458510-PB00",
"8134479-CN00","Real Estate Company",,,,"Active","2011-10-24T00:00:00.000",,"BDRE COMMERCIAL REAL ESTATE SERVICES","8134479-CN00","5466975-PB00",
"9151021-CN00","Real Estate Company",,,,"Active","2014-09-04T00:00:00.000",,"BE AT HOME UTAH LLC","9151021-CN00","5451789-PB00",
"5472728-CN00","Real Estate Company",,,,"Active","1990-04-02T00:00:00.000",,"BEACON HILL REALTY","5472728-CN00","5471159-PB00",
"5471901-CN00","Real Estate Company",,,,"Active","1983-07-01T00:00:00.000",,"BEAR LAKE REALTY INC","5471901-CN00","5459815-PB00",
"8292816-CN00","Real Estate Company",,,,"Active","2012-04-10T00:00:00.000",,"BEAR LAKE VIEW REALTY LLC","8292816-CN00","6277498-PB00",
"8641704-CN00","Real Estate Company",,,,"Active","2013-03-27T00:00:00.000",,"BEAR REALTY*","8641704-CN00","5452273-PB00",
"6334382-CN00","Real Estate Company",,,,"Active","2006-09-22T00:00:00.000",,"BEAR RIVER VALLEY REALTY LLC","6334382-CN00","5485753-PB00",
"5474879-CN00","Real Estate Company",,,,"Active","1988-04-28T00:00:00.000",,"BECKSTEAD REAL ESTATE CO.","5474879-CN00","5455108-PB00",
"5457111-CN00","Real Estate Company",,,,"Active","1999-10-26T00:00:00.000",,"BECKSTRAND & ASSOCIATES,  LLC","5457111-CN00","5486432-PB00",
"5740661-CN00","Real Estate Company",,,,"Active","2004-09-30T00:00:00.000",,"BEECH PROPERTIES","5740661-CN00","5485096-PB00",
"5481906-CN00","Real Estate Company",,,,"Active","1997-05-27T00:00:00.000",,"BEEHIVE BROKERS INC","5481906-CN00","5481907-PB00",
"8891223-CN00","Real Estate Company",,,,"Active","2013-12-20T00:00:00.000",,"BEEHIVE PROPERTY MANAGEMENT & REALTY","8891223-CN00","6425101-PB00",
"5931725-CN00","Real Estate Company",,,,"Active","2005-05-27T00:00:00.000",,"BEEHIVE REAL ESTATE INC","5931725-CN00","5500259-PB00",
"6773045-CN00","Real Estate Company",,,,"Active","2007-10-04T00:00:00.000",,"BELDEN REAL ESTATE MANAGEMENT LLC","6773045-CN00","5499549-PB00",
"5481286-CN00","Real Estate Company",,,,"Active","1993-10-05T00:00:00.000",,"BELL REALTY","5481286-CN00","5476208-PB00",
"5468959-MN00","Property Management Company",,,,"Active","1999-08-25T00:00:00.000",,"BELLAMY COMMERCIAL PROPERTY MANAGEMENT, INC","5468959-MN00","223483-DB00",
"5477569-CN00","Real Estate Company",,,,"Active","2000-10-25T00:00:00.000",,"BELLAMY PROPERTIES PC","5477569-CN00","5488257-PB00",
"5705020-CN00","Real Estate Company",,,,"Active","2004-08-02T00:00:00.000",,"BELLE REAL ESTATE CO","5705020-CN00","5466713-PB00",
"5459835-CN00","Real Estate Company",,,,"Active","1986-08-21T00:00:00.000",,"BENCHMARK REAL ESTATE COMPANY","5459835-CN00","5459834-PB00",
"5464658-CN00","Real Estate Company",,,,"Active","1986-06-06T00:00:00.000",,"BENEFICIAL REALTY SERVICES","5464658-CN00","5451444-PB00",
"7291918-CN00","Real Estate Company",,,,"Active","2009-03-10T00:00:00.000",,"BENNETT REALTY GROUP","7291918-CN00","5506304-PB00",
"5455475-CN00","Real Estate Company",,,,"Active","1986-05-20T00:00:00.000",,"BENSON REALTORS","5455475-CN00","5455474-PB00",
"5453229-CN00","Real Estate Company",,,,"Active","1983-07-15T00:00:00.000",,"BERE REGIS REALTY","5453229-CN00","5453228-PB00",
"5462205-CN00","Real Estate Company",,,,"Active","1989-11-30T00:00:00.000",,"BERGER, INC./KAY","5462205-CN00","5470294-PB00",
"7527361-CN00","Real Estate Company",,,,"Active","2009-11-24T00:00:00.000",,"BERGSTEDT REAL  ESTATE LLC","7527361-CN00","5488431-PB00",
"8744901-CN00","Real Estate Company",,,,"Active","2013-07-19T00:00:00.000",,"BERKADIA REAL ESTATE ADVISORS LLC","8744901-CN00","5495289-PB00",
"7663541-CN00","Real Estate Company",,,,"Active","2010-04-22T00:00:00.000",,"BERKELEY REALTY LLC","7663541-CN00","5468252-PB00",
"5491119-CN00","Real Estate Company",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES","5491119-CN00","5461845-PB00",
"5507611-BO00","Branch Office",,,,"Active","2003-09-12T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES ( SUNDIAL)","5507611-BO00","5491119-CN00",
"5507611-BO00","Branch Office",,,,"Active","2003-09-12T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES ( SUNDIAL)","5507611-BO00","5461845-PB00",
"5507611-BO00","Branch Office",,,,"Active","2003-09-12T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES ( SUNDIAL)","5507611-BO00","5504272-BB00",
"5491113-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (1030 PARK AVE)","5491113-BO00","5453532-BB00",
"5491113-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (1030 PARK AVE)","5491113-BO00","5491119-CN00",
"5491113-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (1030 PARK AVE)","5491113-BO00","5461845-PB00",
"6071292-BO00","Branch Office",,,,"Active","2005-12-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (354 MAIN)","6071292-BO00","5450472-BB00",
"6071292-BO00","Branch Office",,,,"Active","2005-12-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (354 MAIN)","6071292-BO00","5491119-CN00",
"6071292-BO00","Branch Office",,,,"Active","2005-12-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (354 MAIN)","6071292-BO00","5461845-PB00",
"5603459-BO00","Branch Office",,,,"Active","2004-01-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (900 MAIN)","5603459-BO00","5491119-CN00",
"5603459-BO00","Branch Office",,,,"Active","2004-01-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (900 MAIN)","5603459-BO00","5525826-BB00",
"5603459-BO00","Branch Office",,,,"Active","2004-01-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (900 MAIN)","5603459-BO00","5461845-PB00",
"5766208-BO00","Branch Office",,,,"Active","2004-10-29T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (BOUNTIFUL BRANCH)","5766208-BO00","5472679-BB00",
"5766208-BO00","Branch Office",,,,"Active","2004-10-29T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (BOUNTIFUL BRANCH)","5766208-BO00","5461845-PB00",
"5766208-BO00","Branch Office",,,,"Active","2004-10-29T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (BOUNTIFUL BRANCH)","5766208-BO00","5491119-CN00",
"5689839-BO00","Branch Office",,,,"Active","2004-07-08T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (COLONY OFFICE)","5689839-BO00","5466624-BB00",
"5689839-BO00","Branch Office",,,,"Active","2004-07-08T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (COLONY OFFICE)","5689839-BO00","5491119-CN00",
"5689839-BO00","Branch Office",,,,"Active","2004-07-08T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (COLONY OFFICE)","5689839-BO00","5461845-PB00",
"6914866-BO00","Branch Office",,,,"Active","2008-02-19T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (EDEN)","6914866-BO00","5461845-PB00",
"6914866-BO00","Branch Office",,,,"Active","2008-02-19T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (EDEN)","6914866-BO00","5491119-CN00",
"6914866-BO00","Branch Office",,,,"Active","2008-02-19T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (EDEN)","6914866-BO00","6409902-BB00",
"5491114-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (FT UNION)","5491114-BO00","5461845-PB00",
"5491114-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (FT UNION)","5491114-BO00","5478443-BB00",
"5491114-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (FT UNION)","5491114-BO00","5491119-CN00",
"5603300-BO00","Branch Office",,,,"Active","2004-01-15T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (PARK CITY RESORT OFFICE)","5603300-BO00","5454647-BB00",
"5603300-BO00","Branch Office",,,,"Active","2004-01-15T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (PARK CITY RESORT OFFICE)","5603300-BO00","5491119-CN00",
"5603300-BO00","Branch Office",,,,"Active","2004-01-15T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (PARK CITY RESORT OFFICE)","5603300-BO00","5461845-PB00",
"5453439-BO00","Branch Office",,,,"Active","2001-08-15T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (PARLEY'S WAY)","5453439-BO00","5461845-PB00",
"5453439-BO00","Branch Office",,,,"Active","2001-08-15T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (PARLEY'S WAY)","5453439-BO00","5491119-CN00",
"5453439-BO00","Branch Office",,,,"Active","2001-08-15T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (PARLEY'S WAY)","5453439-BO00","5471254-BB00",
"6021274-BO00","Branch Office",,,,"Active","2005-09-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (REDSTONE BRANCH)","6021274-BO00","5456101-BB00",
"6021274-BO00","Branch Office",,,,"Active","2005-09-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (REDSTONE BRANCH)","6021274-BO00","5461845-PB00",
"6021274-BO00","Branch Office",,,,"Active","2005-09-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (REDSTONE BRANCH)","6021274-BO00","5491119-CN00",
"5491112-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (SADDLEVIEW)","5491112-BO00","5461845-PB00",
"5491112-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (SADDLEVIEW)","5491112-BO00","5491119-CN00",
"5491112-BO00","Branch Office",,,,"Active","2001-04-06T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (SADDLEVIEW)","5491112-BO00","5471268-BB00",
"5831570-BO00","Branch Office",,,,"Active","2005-01-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (SO OGDEN)","5831570-BO00","5487390-BB00",
"5831570-BO00","Branch Office",,,,"Active","2005-01-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (SO OGDEN)","5831570-BO00","5461845-PB00",
"5831570-BO00","Branch Office",,,,"Active","2005-01-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (SO OGDEN)","5831570-BO00","5491119-CN00",
"7799791-BO00","Branch Office",,,,"Active","2010-09-29T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (TOWNLIFT)","7799791-BO00","5461845-PB00",
"7799791-BO00","Branch Office",,,,"Active","2010-09-29T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (TOWNLIFT)","7799791-BO00","5491119-CN00",
"7799791-BO00","Branch Office",,,,"Active","2010-09-29T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES (TOWNLIFT)","7799791-BO00","5454899-BB00",
"5493992-BO00","Branch Office",,,,"Active","2001-09-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES(HEBER BRANCH)","5493992-BO00","5461845-PB00",
"5493992-BO00","Branch Office",,,,"Active","2001-09-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES(HEBER BRANCH)","5493992-BO00","5491119-CN00",
"5493992-BO00","Branch Office",,,,"Active","2001-09-26T00:00:00.000",,"BERKSHIRE HATHAWAY HOME SERVICES UTAH PROPERTIES(HEBER BRANCH)","5493992-BO00","5479020-BB00",
"5472825-CN00","Real Estate Company",,,,"Active","1992-06-22T00:00:00.000",,"BERRETT REALTY SERVICES","5472825-CN00","5451729-PB00",
"8038120-BO00","Branch Office",,,,"Active","2011-06-23T00:00:00.000",,"BESST REALTY GROUP  (BRIGHAM CITY)","8038120-BO00","5506081-PB00",
"8038120-BO00","Branch Office",,,,"Active","2011-06-23T00:00:00.000",,"BESST REALTY GROUP  (BRIGHAM CITY)","8038120-BO00","5461093-BB00",
"8038120-BO00","Branch Office",,,,"Active","2011-06-23T00:00:00.000",,"BESST REALTY GROUP  (BRIGHAM CITY)","8038120-BO00","7096289-CN00",
"7096289-CN00","Real Estate Company",,,,"Active","2008-08-07T00:00:00.000",,"BESST REALTY GROUP LLC","7096289-CN00","5506081-PB00",
"7031597-CN00","Real Estate Company",,,,"Active","2008-06-03T00:00:00.000",,"BEST HOMES REALTY LLC","7031597-CN00","5483945-PB00",
"5460102-CN00","Real Estate Company",,,,"Active","1999-12-20T00:00:00.000",,"BEST USA REALTY","5460102-CN00","5452304-PB00",
"7955160-CN00","Real Estate Company",,,,"Active","2011-03-24T00:00:00.000",,"BEST UTAH REAL ESTATE LLC","7955160-CN00","5848424-PB00",
"5469097-CN00","Real Estate Company",,,,"Active","1982-11-08T00:00:00.000",,"BEST WESTERN REALTY CORPORATION","5469097-CN00","5475882-PB00",
"5473521-CN00","Real Estate Company",,,,"Active","1987-04-17T00:00:00.000",,"BETTILYON REALTY COMPANY","5473521-CN00","5473577-PB00",
"5474764-CN00","Real Estate Company",,,,"Active","1988-03-17T00:00:00.000",,"BEVAN REAL ESTATE/CRAIG","5474764-CN00","5461348-PB00",
"8836208-CN00","Real Estate Company",,,,"Active","2013-10-24T00:00:00.000",,"BEYOND REALTY, LLC","8836208-CN00","5640287-PB00",
"5463520-CN00","Real Estate Company",,,,"Active","1995-03-08T00:00:00.000",,"BFA REAL ESTATE, LLC","5463520-CN00","5467999-PB00",
"5472562-CN00","Real Estate Company",,,,"Active","1986-06-11T00:00:00.000",,"BIESINGER & ASSOCIATES, LLC","5472562-CN00","5470365-PB00",
"5489706-CN00","Real Estate Company",,,,"Active","2001-02-02T00:00:00.000",,"BIG CEDAR REALTY","5489706-CN00","5450134-PB00",
"5464742-CN00","Real Estate Company",,,,"Active","1984-08-31T00:00:00.000",,"BIG SKY REALTY","5464742-CN00","5451449-PB00",
"7386300-CN00","Real Estate Company",,,,"Active","2009-06-16T00:00:00.000",,"BIG T REAL ESTATE PC","7386300-CN00","5926232-PB00",
"5461404-CN00","Real Estate Company",,,,"Active","2003-02-07T00:00:00.000",,"BILLINGS REALTY LLC","5461404-CN00","5502295-PB00",
"5888742-CN00","Real Estate Company",,,,"Active","2005-04-20T00:00:00.000",,"BINGHAM / BRUCE  B","5888742-CN00","5667601-PB00",
"5460312-CN00","Real Estate Company",,,,"Active","1990-02-20T00:00:00.000",,"BINSWANGER OF COLORADO, INC.","5460312-CN00","5460607-PB00",
"8589884-CN00","Real Estate Company",,,,"Active","2013-02-19T00:00:00.000",,"BIZ REAL ESTATE","8589884-CN00","6822111-PB00",
"8687821-CN00","Real Estate Company",,,,"Active","2013-06-11T00:00:00.000",,"BLACK DIAMOND REAL ESTATE , LLC","8687821-CN00","5481140-PB00",
"5453492-CN00","Real Estate Company",,,,"Active","1984-04-04T00:00:00.000",,"BLACK REALTY/STEVE","5453492-CN00","5453491-PB00",
"5478723-CN00","Real Estate Company",,,,"Active","1992-08-04T00:00:00.000",,"BLACKHAWK REALTY INC","5478723-CN00","5469470-PB00",
"6143776-CN00","Real Estate Company",,,,"Active","2006-03-08T00:00:00.000",,"BLACKROCK REALTY GROUP LLC","6143776-CN00","6030593-PB00",
"7039527-CN00","Real Estate Company",,,,"Active","2008-06-09T00:00:00.000",,"BLACKSTONE REAL ESTATE LC","7039527-CN00","5460823-PB00",
"8994673-CN00","Real Estate Company",,,,"Active","2014-03-31T00:00:00.000",,"BLAK REALTY PLLC","8994673-CN00","5495240-PB00",
"6833770-CN00","Real Estate Company",,,,"Active","2007-12-03T00:00:00.000",,"BLAKELY SUMMERFIELD","6833770-CN00","5469456-PB00",
"8609248-MN00","Property Management Company",,,,"Active","2013-03-13T00:00:00.000",,"BLAKEMORE PROPERTY MANAGEMENT, LLC","8609248-MN00","5483556-DB00",
"5487770-CN00","Real Estate Company",,,,"Active","2000-07-21T00:00:00.000",,"BLAKEMORE REAL ESTATE LLC","5487770-CN00","5483556-PB00",
"5984112-BO00","Branch Office",,,,"Active","2005-08-15T00:00:00.000",,"BLAKEMORE REAL ESTATE LLC  (PARK CITY)","5984112-BO00","5483556-PB00",
"5984112-BO00","Branch Office",,,,"Active","2005-08-15T00:00:00.000",,"BLAKEMORE REAL ESTATE LLC  (PARK CITY)","5984112-BO00","5487770-CN00",
"5984112-BO00","Branch Office",,,,"Active","2005-08-15T00:00:00.000",,"BLAKEMORE REAL ESTATE LLC  (PARK CITY)","5984112-BO00","5578813-BB00",
