"grid_address","watts","fixture_style","bulb_type","bridge_indicator","pole_material","lumens","latitude","longitude","geocoded_column","street_address","work_order_number","work_order_status","entered_date","entered_by_user","number_of_lights_out","resolution","date_completed","number_of_days_out","light_outage"
"N0619EI2000","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9068","-76.2425","(36.9067856324575, -76.2424760323093)",,,,,,,,,,
"N0720AM8100","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9331","-76.2066","(36.9331298514045, -76.2065848326575)",,,,,,,,,,
"N0419VO7700","400","ULTR","High Pressure Sodium","No","Wood","42000","36.9162","-76.2954","(36.9161819688313, -76.2953940525138)",,,,,,,,,,
"N0517IF9200","150","COLN","High Pressure Sodium","No","Fiberglass","14000","36.8616","-76.2765","(36.8616372540976, -76.2764714303377)",,,,,,,,,,
"N0516KI0301","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8454","-76.2745","(36.8454415677291, -76.2744797278661)",,,,,,,,,,
"N0418LI5400","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8866","-76.3135","(36.8866404493681, -76.3135054249263)",,,,,,,,,,
"N0516HO9100","150","ENFL","High Pressure Sodium","No","Concrete","14000","36.853","-76.2779","(36.8530412931995, -76.2779026298462)",,,,,,,,,,
"N0417WA0200","150","ENCL","High Pressure Sodium","No","Wood","14000","36.8746","-76.2957","(36.8746129800474, -76.2957383027951)",,,,,,,,,,
"N0518OK4700","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8899","-76.2668","(36.8899399120219, -76.2667761133666)",,,,,,,,,,
"N0521TD4300","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9421","-76.2579","(36.9420651582568, -76.2578641410263)",,,,,,,,,,
"N0621FH6300","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9477","-76.2401","(36.9476674215267, -76.2401089295973)",,,,,,,,,,
"N0617EO1200","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8736","-76.2424","(36.873572733594, -76.2424050509047)",,,,,,,,,,
"N0517MF5700","70","ENFL","High Pressure Sodium","No","Wood","5000","36.862","-76.2698","(36.8619772292507, -76.2698296464688)",,,,,,,,,,
"N0518BG3200","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8837","-76.2891","(36.8837399083731, -76.2890902080278)",,,,,,,,,,
"N0716CH5400","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8436","-76.2035","(36.8436335694519, -76.203495832719)",,,,,,,,,,
"N0619FH8800","100","ENFL","High Pressure Sodium","No","Fiberglass","8000","36.907","-76.2394","(36.9069886130652, -76.2394179934316)",,,,,,,,,,
"N0519QA7700","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8965","-76.2625","(36.8965297086229, -76.2625020709236)",,,,,,,,,,
"N0418PJ0800","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8884","-76.3067","(36.8883877877812, -76.3067271833597)",,,,,,,,,,
"N0617LN1700","400","ULTR","High Pressure Sodium","No","Wood","42000","36.873","-76.2309","(36.8730347589988, -76.2308542575467)",,,,,,,,,,
"N0616XD2600","400","INT","High Pressure Sodium","No","Steel","42000","36.8385","-76.2102","(36.8384514087702, -76.2101542916528)",,,,,,,,,,
"N0619EC2500","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8986","-76.2424","(36.8985898828342, -76.2423769325247)",,,,,,,,,,
"N0720CB5400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9184","-76.204","(36.9184305428112, -76.2039678766387)",,,,,,,,,,
"N0515HM2400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8296","-76.279","(36.8296121120734, -76.2790209817488)",,,,,,,,,,
"N0517CF4800","100","COLN","High Pressure Sodium","No","Fiberglass","8000","36.8625","-76.2873","(36.8624831712847, -76.2873033578219)",,,,,,,,,,
"N0618KF3600","70","ENFL","High Pressure Sodium","No","Wood","5000","36.883","-76.232","(36.8830204845288, -76.2319626410353)",,,,,,,,,,
"N0616IL3900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.85","-76.2358","(36.8499778685012, -76.2358290857957)",,,,,,,,,,
"N0517PH6100","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8642","-76.2645","(36.8641902110331, -76.2645195572776)",,,,,,,,,,
"N0517OB2900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8568","-76.2672","(36.8568321147841, -76.2672322139975)",,,,,,,,,,
"N0619HK8700","100","ENFL","High Pressure Sodium","No","Concrete","8000","36.9103","-76.2364","(36.9103304179704, -76.2363638024287)","7400 Oakmont Dr","33443600","CLOSED","2022-08-29T12:57:16.000","Dominion","1","REPL ST OR AREA LT BULB & EYE","2022-09-05T00:00:00.000","7","Light Outage"
"N0418MJ7600","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8882","-76.3117","(36.8882279309024, -76.3117084677155)",,,,,,,,,,
"N0620JB2700","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9193","-76.2338","(36.919252522237, -76.2337545825546)",,,,,,,,,,
"N0520PA3600","250","ENFL","High Pressure Sodium","No","Wood","23000","36.9178","-76.2653","(36.9177627451836, -76.2653360425773)",,,,,,,,,,
"N0418RF1000","150","CTMP","High Pressure Sodium","No","Concrete","14000","36.8821","-76.3038","(36.8820968874667, -76.3038005184858)",,,,,,,,,,
"N0517HG4600","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8634","-76.2786","(36.8634218123726, -76.2786021511618)",,,,,,,,,,
"N0519DM2700","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9136","-76.2858","(36.9135865385878, -76.2857974475373)",,,,,,,,,,
"N0417VL0200","70","TRAD","High Pressure Sodium","No","Aluminum","5000","36.8699","-76.2969","(36.8698863191722, -76.2969107246647)",,,,,,,,,,
"N0518AJ6900","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8888","-76.2902","(36.8887685344, -76.2902354839419)",,,,,,,,,,
"N0417QB3200","150","ENCL","High Pressure Sodium","No","Wood","14000","36.856","-76.3049","(36.8560173938771, -76.3049419086436)",,,,,,,,,,
"N0516GO6900","250","SBBA","LED","No","Aluminum","5","36.8539","-76.2799","(36.8539351105999, -76.2798570958026)",,,,,,,,,,
"N0519YE2500","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9023","-76.2501","(36.9022960690584, -76.2501053963099)",,,,,,,,,,
"N0417QJ6300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.867","-76.3047","(36.8670141163338, -76.3047057839628)",,,,,,,,,,
"N0619SF4300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9031","-76.2188","(36.9031491501267, -76.2188383001874)",,,,,,,,,,
"N0720LG8500","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.9252","-76.1875","(36.9252486691135, -76.1875171263155)",,,,,,,,,,
"N0516LL2100","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8488","-76.2725","(36.8487808219325, -76.2725081015307)",,,,,,,,,,
"N0520QA4200","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9172","-76.2636","(36.9171861814967, -76.2635756868805)",,,,,,,,,,
"N0618SI5700","400","ULTR","High Pressure Sodium","No","Wood","42000","36.8872","-76.2182","(36.8871508235793, -76.2182335078709)",,,,,,,,,,
"N0618UF4700","400","ENFL","High Pressure Sodium","No","Fiberglass","42000","36.8828","-76.2151","(36.882829027345, -76.2150837241757)",,,,,,,,,,
"N0620JJ1400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9296","-76.2339","(36.9296227279, -76.2338564983729)",,,,,,,,,,
"N0719GN5700","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9149","-76.1968","(36.9149136479951, -76.1967881990136)",,,,,,,,,,
"N0517DO0300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8742","-76.2862","(36.8741884138622, -76.2861550049166)",,,,,,,,,,
"N0618EM3500","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8926","-76.2428","(36.8925737740819, -76.2428475517629)",,,,,,,,,,
"N0518SH0100","150","ENCL","High Pressure Sodium","No","Wood","14000","36.885","-76.2606","(36.8849886176168, -76.2606362452426)","3518 Tidewater Dr","33415764","CLOSED","2022-08-02T11:35:27.000","Dominion","1","REPL ST OR AREA LT BULB & EYE","2022-08-05T00:00:00.000","3","Light Outage"
"N0617QC8000","100","ENFL","High Pressure Sodium","No","Aluminum","8000","36.857","-76.2209","(36.8569618147215, -76.2209157972686)",,,,,,,,,,
"N0619EG6800","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9055","-76.2414","(36.9054540205357, -76.2413917232467)",,,,,,,,,,
"N0620WK6600","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9313","-76.2112","(36.9313354595184, -76.2111803295935)",,,,,,,,,,
"N0518FD3200","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8796","-76.2822","(36.8796268800769, -76.2821947258058)",,,,,,,,,,
"N0517HD9900","400","SBBA","LED","No","Fiberglass","7","36.8598","-76.2779","(36.8598223633188, -76.2779229455465)",,,,,,,,,,
"N0519IF5500","150","ENCL","High Pressure Sodium","No","Wood","14000","36.9034","-76.2774","(36.9034271548276, -76.2773508111211)",,,,,,,,,,
"N0617KP0000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8749","-76.2324","(36.8749124611485, -76.2323573638851)",,,,,,,,,,
"N0618MO6000","150","ENCL","High Pressure Sodium","No","Concrete","14000","36.8943","-76.2282","(36.8942949009184, -76.2281809896517)",,,,,,,,,,
"N0416XK4900","150","ACBA","LED","No","Aluminum","3","36.8486","-76.293","(36.848575963722, -76.2929786383085)",,,,,,,,,,
"N0519FA9400","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8965","-76.2813","(36.8965158463822, -76.281333283753)",,,,,,,,,,
"N0516RO5700","100","COXX","LED","No","Concrete","2","36.8538","-76.2614","(36.8538086875892, -76.2613557613604)",,,,,,,,,,
"N0621FE9000","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9431","-76.2395","(36.9430832861811, -76.2394780052112)",,,,,,,,,,
"N0617QF4200","100","ENFL","High Pressure Sodium","No","Aluminum","8000","36.8614","-76.2217","(36.8614439192912, -76.2216718957703)",,,,,,,,,,
"N0419TO5500","400","ENFL","High Pressure Sodium","No","Wood","42000","36.916","-76.2997","(36.9160427684821, -76.2996974963624)",,,,,,,,,,
"N0515EL3000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8286","-76.2836","(36.8285798789762, -76.2835692671302)",,,,,,,,,,
"N0616AK7100","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8472","-76.2493","(36.8471778682937, -76.2492618680177)","3090 N Lakebridge Dr","33385466","CLOSED","2022-07-08T10:08:23.000","Dominion","1","REPL ST OR AREA LT BULB & EYE","2022-07-11T00:00:00.000","3","Light Outage"
"N0516UN1000","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8514","-76.257","(36.8514118732556, -76.2570127479102)",,,,,,,,,,
"N0419SP6100","100","COXX","LED","No","Wood","2","36.9168","-76.3013","(36.916766318873, -76.301345151673)",,,,,,,,,,
"N0516FL8700","250","ENCL","High Pressure Sodium","No","Wood","23000","36.8495","-76.2814","(36.8495443909834, -76.2813777739768)",,,,,,,,,,
"N0619OG3400","100","COLN","High Pressure Sodium","No","Fiberglass","8000","36.9044","-76.2254","(36.9044236249886, -76.2253593388044)",,,,,,,,,,
"N0519SL5000","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9111","-76.26","(36.9110862004706, -76.2599511159279)",,,,,,,,,,
"N0517KN7400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8725","-76.273","(36.8724704235541, -76.2729597177756)",,,,,,,,,,
"N0518DB6900","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8777","-76.2852","(36.8776821429818, -76.2852391891498)",,,,,,,,,,
"N0518BG1800","70","TRAD","High Pressure Sodium","No","Concrete","5000","36.8846","-76.2893","(36.8845823521537, -76.2893095310956)",,,,,,,,,,
"N0519HD1000","150","ENCL","High Pressure Sodium","No","Wood","14000","36.9001","-76.2792","(36.9000739070647, -76.2791629661408)",,,,,,,,,,
"N0418PD1800","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8804","-76.3072","(36.8804209624047, -76.3071937748393)",,,,,,,,,,
"N0618PO2000","400","ULTR","High Pressure Sodium","No","Concrete","42000","36.8944","-76.2236","(36.8944330618203, -76.2235724914236)",,,,,,,,,,
"N0416XJ7300","150","ACBA","LED","No","Aluminum","3","36.8464","-76.2924","(36.846415667907, -76.2924287425245)",,,,,,,,,,
"N0515IM4300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8294","-76.2769","(36.8293624038893, -76.2769390873403)",,,,,,,,,,
"N0519JE8600","100","ENFL","High Pressure Sodium","No","Wood","8000","36.902","-76.2748","(36.9019892355606, -76.2748272861771)",,,,,,,,,,
"N0616DH7100","150","ENCL","High Pressure Sodium","No","Wood","14000","36.8431","-76.2431","(36.8431369987804, -76.2431448171229)",,,,,,,,,,
"N0617TD5600","150","ENCL","High Pressure Sodium","No","Wood","14000","36.8594","-76.2165","(36.8593764191002, -76.2165113106536)",,,,,,,,,,
"N0418RJ7600","400","COXX","LED","No","Aluminum","7","36.8883","-76.3028","(36.8883086202023, -76.3027521045488)",,,,,,,,,,
"N0517GK4700","100","COXX","LED","No","Wood","2","36.8689","-76.2805","(36.868940145551, -76.2805025549305)",,,,,,,,,,
"N0518GE5200","70","ENFL","High Pressure Sodium","No","Concrete","5000","36.8811","-76.2801","(36.8810917555085, -76.2800988028022)",,,,,,,,,,
"N0517PL2800","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8706","-76.2652","(36.8705601128211, -76.2651989337048)",,,,,,,,,,
"N0717AB8100","400","ENFL","High Pressure Sodium","No","Concrete","42000","36.8555","-76.2069","(36.8554842990901, -76.2068574112917)",,,,,,,,,,
"N0417RC0500","100","ACRN","High Pressure Sodium","No","Fiberglass","8000","36.8578","-76.3042","(36.8577514744646, -76.3042286965639)",,,,,,,,,,
"N0516RN7600","400","SBBA","LED","No","Concrete","7","36.8521","-76.261","(36.8521309026014, -76.2610410862748)",,,,,,,,,,
"N0516QN0200","400","ULFL","High Pressure Sodium","No","Concrete","42000","36.8519","-76.2637","(36.851858765351, -76.2637274398644)",,,,,,,,,,
"N0619IE5700","70","ENFL","High Pressure Sodium","No","Concrete","5000","36.9025","-76.2352","(36.902456064789, -76.2352056246437)",,,,,,,,,,
"N0521TA4100","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9377","-76.2576","(36.9377131378622, -76.2575965646069)",,,,,,,,,,
"N0515GJ7400","100","COXX","LED","No","Concrete","2","36.8255","-76.2795","(36.8254886587213, -76.2795117868473)",,,,,,,,,,
"N0417RH2800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8651","-76.3036","(36.865121756931, -76.303560411618)",,,,,,,,,,
"N0517VO1900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8748","-76.2553","(36.8748180702802, -76.2553111817286)",,,,,,,,,,
"N0616WD9200","400","INT","High Pressure Sodium","No","Steel","42000","36.8379","-76.2107","(36.8379025972512, -76.2107208602433)",,,,,,,,,,
"N0519TM0400","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9128","-76.2589","(36.912815465558, -76.258945909722)",,,,,,,,,,
"N0621IA4000","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9377","-76.2353","(36.9376620192694, -76.2353033683827)",,,,,,,,,,
"N0419WL8800","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9122","-76.2939","(36.91217931376, -76.2938983346298)",,,,,,,,,,
"N0619PE5000","100","COXX","LED","No","Wood","2","36.9015","-76.2233","(36.901483183051, -76.2233026120577)",,,,,,,,,,
"N0720PH7000","70","ENCL","High Pressure Sodium","No","Concrete","5000","36.926","-76.1814","(36.9259592757524, -76.181382719851)",,,,,,,,,,
"N0516BH2700","400","ENCL","High Pressure Sodium","No","Steel","42000","36.8442","-76.2889","(36.8442186000564, -76.28893187028)",,,,,,,,,,
"N0521WA6300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9381","-76.2527","(36.9380728515823, -76.2527496656665)",,,,,,,,,,
"N0418LN2000","70","ENCL","High Pressure Sodium","No","Wood","5000","36.893","-76.3138","(36.8929751497291, -76.3138428773785)","5343 Studeley Ave","33438595","OPEN","2022-08-23T09:28:22.000","Dominion","1","",,"15","Light Outage"
"N0522FF5500","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9661","-76.282","(36.9660560968002, -76.2819676382934)",,,,,,,,,,
"N0516IJ1000","250","ENFL","High Pressure Sodium","No","Aluminum","23000","36.846","-76.2774","(36.845958033453, -76.2773733181086)",,,,,,,,,,
"N0619CK0100","150","ENFL","High Pressure Sodium","No","Concrete","14000","36.9098","-76.2463","(36.9097717313546, -76.2462962969565)",,,,,,,,,,
"N0417UH7800","100","COLN","High Pressure Sodium","No","Fiberglass","8000","36.8655","-76.2984","(36.8654621382442, -76.2983976789055)",,,,,,,,,,
"N0518GE9200","70","CLTC","LED","No","Concrete","2","36.8811","-76.2793","(36.8810898953763, -76.2793419152301)","210 La Valette Ave","33163857","Follow-up","2021-12-09T08:46:32.000","Dominion","1","REPAIR LIGHT CONDUCTOR-UG",,"272","Light Outage"
"N0619NI4900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9081","-76.2268","(36.9080762281405, -76.2268131931819)",,,,,,,,,,
"N0720HA8900","250","ENFL","High Pressure Sodium","No","Wood","23000","36.9179","-76.1939","(36.91793430488, -76.1939192039552)",,,,,,,,,,
"N0516CK4200","150","ULTR","High Pressure Sodium","No","Steel","14000","36.8477","-76.2871","(36.8476530798731, -76.2870777526018)",,,,,,,,,,
"N0618AJ2800","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8888","-76.2493","(36.8887851727225, -76.2493305006552)",,,,,,,,,,
"N0418XI0900","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8873","-76.2934","(36.8873196975051, -76.2934056588729)",,,,,,,,,,
"N0417PK2800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8692","-76.3071","(36.8691799604726, -76.3070747669627)",,,,,,,,,,
"N0716BA3500","100","ENFL","High Pressure Sodium","No","Wood","8000","36.8343","-76.2059","(36.8342986520797, -76.2059197931304)",,,,,,,,,,
"N0520CC0500","250","ENCL","High Pressure Sodium","No","Concrete","23000","36.9202","-76.2881","(36.9201556921553, -76.2881202792596)",,,,,,,,,,
"N0618EJ2100","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8875","-76.2423","(36.8875115884508, -76.2422591687508)",,,,,,,,,,
"N0617HL3000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8694","-76.237","(36.869377379679, -76.2369601663832)",,,,,,,,,,
"N0521VE0700","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9441","-76.2556","(36.9441097344722, -76.255587688199)",,,,,,,,,,
"N0617WB8800","400","ULFL","High Pressure Sodium","No","Aluminum","42000","36.8565","-76.2104","(36.8565274405488, -76.210375469013)",,,,,,,,,,
"N0515FL2700","100","ENCL","High Pressure Sodium","No","Concrete","8000","36.8287","-76.2823","(36.828652890952, -76.2822800644921)",,,,,,,,,,
"N0720NJ9200","70","CLTC","LED","No","Fiberglass","2","36.929","-76.1841","(36.9289533814053, -76.1840893452467)",,,,,,,,,,
"N0619JF3400","70","ENCL","High Pressure Sodium","No","Concrete","5000","36.9035","-76.2339","(36.9035193382689, -76.2338618256927)",,,,,,,,,,
"N0617TP4700","250","ENFL","High Pressure Sodium","No","Wood","23000","36.8749","-76.2167","(36.8748941625175, -76.2166575151093)",,,,,,,,,,
"N0516DG9700","400","ULTR","High Pressure Sodium","No","Concrete","42000","36.8431","-76.285","(36.8430759406938, -76.2850410567517)",,,,,,,,,,
"N0516RN4800","150","COXX","LED","No","Concrete","3","36.8527","-76.2617","(36.8527234049898, -76.2616788264193)",,,,,,,,,,
"N0519WB8000","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8975","-76.2526","(36.8974763159877, -76.2526463782165)",,,,,,,,,,
"N0516VH2000","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8432","-76.2551","(36.8431624602716, -76.2550518677245)",,,,,,,,,,
"N0716JF7600","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8411","-76.1917","(36.8411124099535, -76.1917346868357)",,,,,,,,,,
"N0717GA6500","250","ULTR","High Pressure Sodium","No","Wood","23000","36.8551","-76.1967","(36.8550847927991, -76.1966641075499)",,,,,,,,,,
"N0720JE1600","150","COLN","High Pressure Sodium","No","Fiberglass","14000","36.9227","-76.1925","(36.9227261746934, -76.1925479569562)",,,,,,,,,,
"N0521RG3600","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9466","-76.2619","(36.9466045400043, -76.2618787089092)",,,,,,,,,,
"N0617LO3100","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8732","-76.2309","(36.8732481914739, -76.2308514272576)",,,,,,,,,,
"N0518XJ3200","100","ENCL","High Pressure Sodium","No","Wood","8000","36.888","-76.2508","(36.8879641891224, -76.2507976257095)",,,,,,,,,,
"N0617DO3700","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8747","-76.2439","(36.8747129348508, -76.243944720393)",,,,,,,,,,
"N0521QB2200","100","ENFL","High Pressure Sodium","No","Wood","8000","36.9393","-76.264","(36.939341315495, -76.2640477169058)",,,,,,,,,,
"N0515FK1000","250","ENFL","High Pressure Sodium","No","Concrete","23000","36.8262","-76.2824","(36.8261766560922, -76.2824412930663)",,,,,,,,,,
"N0519WO8900","100","ENFL","High Pressure Sodium","No","Wood","8000","36.916","-76.2518","(36.9159907341426, -76.2517723181885)",,,,,,,,,,
"N0517GA9800","250","SBBA","LED","No","Aluminum","5","36.8555","-76.2795","(36.8555238314361, -76.2795352072065)",,,,,,,,,,
"N0619IP1900","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9082","-76.2243","(36.90820266519, -76.2242605772504)",,,,,,,,,,
"N0720LG4300","150","ENFL","High Pressure Sodium","No","Fiberglass","14000","36.9254","-76.1887","(36.925438533255, -76.1886690122114)",,,,,,,,,,
"N0517LK4500","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8687","-76.2714","(36.8687271579438, -76.2713658168546)",,,,,,,,,,
"N0418MK8000","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8889","-76.311","(36.8888818732918, -76.3109747511702)",,,,,,,,,,
"N0516XG3200","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.8418","-76.2514","(36.8418169233776, -76.2514311789187)",,,,,,,,,,
"N0515FK7100","100","ENCL","High Pressure Sodium","No","Concrete","8000","36.8264","-76.2815","(36.8264227226935, -76.2814652390494)",,,,,,,,,,
"N0620UH1500","70","COXX","LED","No","Wood","1","36.9273","-76.2154","(36.9273280917052, -76.2153738935467)",,,,,,,,,,
"N0618HN6300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8933","-76.2366","(36.8932811444203, -76.2365559985112)","6255 Alexander St","33381003","CLOSED","2022-07-04T20:16:37.000","Dominion","1","REPL ST OR AREA LT BULB & EYE","2022-07-11T00:00:00.000","7","Light Outage"
"N0516DA4700","400","ULTR","High Pressure Sodium","No","Fiberglass","42000","36.8333","-76.2857","(36.8333170230307, -76.2856866030541)",,,,,,,,,,
"N0517QO2600","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8742","-76.2638","(36.8741777020732, -76.2638181493818)",,,,,,,,,,
"N0521SD3300","150","ENFL","High Pressure Sodium","No","Wood","14000","36.9422","-76.2601","(36.9422293532583, -76.2600651398233)",,,,,,,,,,
"N0617DG0200","400","ENFL","High Pressure Sodium","No","Wood","42000","36.8627","-76.2447","(36.8626884248317, -76.2446917553439)",,,,,,,,,,
"N0617UO9300","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8738","-76.2136","(36.8738253564782, -76.2135593062921)",,,,,,,,,,
"N0517TM3700","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8716","-76.2584","(36.8715789965203, -76.2584360390473)","2841 Lens Ave","33433315","CLOSED","2022-08-16T17:11:16.000","Dominion","1","REPL ST OR AREA LT BULB & EYE","2022-08-17T00:00:00.000","1","Light Outage"
"N0620EF1800","150","ULTR","High Pressure Sodium","No","Wood","14000","36.9248","-76.2429","(36.9248328674227, -76.2429326100991)",,,,,,,,,,
"N0619DG1000","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9041","-76.2444","(36.9040516984159, -76.2443743691777)",,,,,,,,,,
"N0516LM0000","100","ENCL","High Pressure Sodium","No","Wood","8000","36.85","-76.2725","(36.8500307661282, -76.2725021636038)",,,,,,,,,,
"N0417TH5600","150","ENFL","High Pressure Sodium","No","Fiberglass","14000","36.865","-76.2995","(36.8649600733173, -76.2995078423347)",,,,,,,,,,
"N0720AL6600","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9326","-76.2067","(36.9325970900623, -76.2067006856944)",,,,,,,,,,
"N0417UF8000","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8615","-76.2973","(36.8614512410798, -76.2973333329731)",,,,,,,,,,
"N0620PN7500","70","ENCL","High Pressure Sodium","No","Wood","5000","36.9355","-76.2225","(36.9354808846985, -76.2224966229643)",,,,,,,,,,
"N0520TD2400","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9215","-76.2587","(36.9214880015955, -76.2587239359485)",,,,,,,,,,
"N0416YL0200","100","ACRN","High Pressure Sodium","No","Fiberglass","8000","36.8488","-76.2922","(36.8487833836779, -76.2921743829531)",,,,,,,,,,
"N0418YC3100","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8781","-76.2914","(36.8781097376503, -76.2913667969607)",,,,,,,,,,
"N0717AB4200","400","ENFL","High Pressure Sodium","No","Concrete","42000","36.8559","-76.208","(36.8559015970025, -76.2080492040569)",,,,,,,,,,
"N0518AJ9900","70","TRAD","High Pressure Sodium","No","Fiberglass","5000","36.8887","-76.2898","(36.8886918286222, -76.2897784411672)",,,,,,,,,,
"N0517TN5300","70","ENCL","High Pressure Sodium","No","Wood","5000","36.8726","-76.258","(36.8725724717791, -76.2580476478435)",,,,,,,,,,
"N0420VB9900","250","ENCL","High Pressure Sodium","No","Concrete","23000","36.9193","-76.2958","(36.9193193175649, -76.2958462179187)",,,,,,,,,,
"N0618FL1100","70","ENFL","High Pressure Sodium","No","Wood","5000","36.8905","-76.2398","(36.8904953685991, -76.2397633560008)",,,,,,,,,,
"N0620DB0300","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9187","-76.2446","(36.9186620893401, -76.2445963088119)",,,,,,,,,,
"N0517GC8900","100","TRAD","High Pressure Sodium","No","Fiberglass","8000","36.859","-76.2803","(36.8590465212501, -76.2803349936731)",,,,,,,,,,
"N0618HF5600","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8829","-76.2364","(36.8828895218566, -76.2364263567761)",,,,,,,,,,
"N0620WC2800","100","ENCL","High Pressure Sodium","No","Wood","8000","36.9207","-76.2118","(36.9206822087532, -76.2118478919017)",,,,,,,,,,
"N0416XK4300","150","ULTR","High Pressure Sodium","No","Fiberglass","14000","36.8475","-76.2928","(36.8475438813565, -76.2928108406838)","132 W Plume St","33434641","Follow-up","2022-08-18T09:35:04.000","Dominion","1","MISC STREET/AREA LIGHT TROUBLE",,"20","Light Outage"
"N0620QB7700","70","ENFL","High Pressure Sodium","No","Wood","5000","36.9192","-76.2208","(36.9192260828475, -76.2208168304479)",,,,,,,,,,
"N0616GM3500","100","ENCL","High Pressure Sodium","No","Wood","8000","36.8509","-76.2384","(36.8508708021939, -76.2383971835746)",,,,,,,,,,
