"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"Metropolitan Area","Salinas MSA","2022-07-01T00:00:00.000","2022","July","N","Preliminary","221800","212300","9500","0.043"
"Metropolitan Area","Salinas MSA","2022-06-01T00:00:00.000","2022","June","N","Final","220900","211000","9900","0.045"
"Metropolitan Area","Salinas MSA","2022-05-01T00:00:00.000","2022","May","N","Final","217800","208100","9700","0.045"
"Metropolitan Area","Salinas MSA","2022-04-01T00:00:00.000","2022","April","N","Final","215200","202700","12600","0.058"
"Metropolitan Area","Salinas MSA","2022-03-01T00:00:00.000","2022","March","N","Final","207600","191600","16000","0.077"
"Metropolitan Area","Salinas MSA","2022-02-01T00:00:00.000","2022","February","N","Final","206800","188400","18400","0.089"
"Metropolitan Area","Salinas MSA","2022-01-01T00:00:00.000","2022","January","N","Final","201600","182900","18700","0.093"
"Metropolitan Area","Salinas MSA","2021-12-01T00:00:00.000","2021","December","N","Final","201200","186400","14800","0.073"
"Metropolitan Area","Salinas MSA","2021-11-01T00:00:00.000","2021","November","N","Final","211800","199800","12100","0.057"
"Metropolitan Area","Salinas MSA","2021-10-01T00:00:00.000","2021","October","N","Final","216900","204900","12000","0.055"
"Metropolitan Area","Salinas MSA","2021-09-01T00:00:00.000","2021","September","N","Final","220500","208300","12200","0.055"
"Metropolitan Area","Salinas MSA","2021-08-01T00:00:00.000","2021","August","N","Final","221900","207500","14400","0.065"
"Metropolitan Area","Salinas MSA","2021-07-01T00:00:00.000","2021","July","N","Final","223400","207600","15800","0.071"
"Metropolitan Area","Salinas MSA","2021-06-01T00:00:00.000","2021","June","N","Final","220300","202900","17400","0.079"
"Metropolitan Area","Salinas MSA","2021-05-01T00:00:00.000","2021","May","N","Final","216300","199400","16900","0.078"
"Metropolitan Area","Salinas MSA","2021-04-01T00:00:00.000","2021","April","N","Final","213300","192900","20400","0.096"
"Metropolitan Area","Salinas MSA","2021-03-01T00:00:00.000","2021","March","N","Final","200600","176400","24200","0.121"
"Metropolitan Area","Salinas MSA","2021-02-01T00:00:00.000","2021","February","N","Final","199900","174700","25200","0.126"
"Metropolitan Area","Salinas MSA","2021-01-01T00:00:00.000","2021","January","N","Final","196300","171100","25200","0.128"
"Metropolitan Area","Salinas MSA","2020-12-01T00:00:00.000","2020","December","N","Final","195400","173800","21600","0.111"
"Metropolitan Area","Salinas MSA","2020-11-01T00:00:00.000","2020","November","N","Final","203900","187100","16800","0.082"
"Metropolitan Area","Salinas MSA","2020-10-01T00:00:00.000","2020","October","N","Final","210600","195000","15700","0.074"
"Metropolitan Area","Salinas MSA","2020-09-01T00:00:00.000","2020","September","N","Final","215500","198200","17300","0.08"
"Metropolitan Area","Salinas MSA","2020-08-01T00:00:00.000","2020","August","N","Final","219400","200600","18800","0.086"
"Metropolitan Area","Salinas MSA","2020-07-01T00:00:00.000","2020","July","N","Final","221800","198100","23700","0.107"
"Metropolitan Area","Salinas MSA","2020-06-01T00:00:00.000","2020","June","N","Final","223600","196100","27500","0.123"
"Metropolitan Area","Salinas MSA","2020-05-01T00:00:00.000","2020","May","N","Final","216000","182600","33400","0.155"
"Metropolitan Area","Salinas MSA","2020-04-01T00:00:00.000","2020","April","N","Final","214900","174400","40500","0.188"
"Metropolitan Area","Salinas MSA","2020-03-01T00:00:00.000","2020","March","N","Final","219400","189400","30100","0.137"
"Metropolitan Area","Salinas MSA","2020-02-01T00:00:00.000","2020","February","N","Final","214600","192900","21700","0.101"
"Metropolitan Area","Salinas MSA","2020-01-01T00:00:00.000","2020","January","N","Final","210900","189700","21200","0.101"
"Metropolitan Area","Salinas MSA","2019-12-01T00:00:00.000","2019","December","N","Final","209000","192500","16400","0.079"
"Metropolitan Area","Salinas MSA","2019-11-01T00:00:00.000","2019","November","N","Final","217900","207100","10800","0.049"
"Metropolitan Area","Salinas MSA","2019-10-01T00:00:00.000","2019","October","N","Final","224200","215000","9200","0.041"
"Metropolitan Area","Salinas MSA","2019-09-01T00:00:00.000","2019","September","N","Final","227600","219200","8400","0.037"
"Metropolitan Area","Salinas MSA","2019-08-01T00:00:00.000","2019","August","N","Final","228000","218200","9900","0.043"
"Metropolitan Area","Salinas MSA","2019-07-01T00:00:00.000","2019","July","N","Final","230600","219700","10900","0.047"
"Metropolitan Area","Salinas MSA","2019-06-01T00:00:00.000","2019","June","N","Final","230500","219300","11200","0.048"
"Metropolitan Area","Salinas MSA","2019-05-01T00:00:00.000","2019","May","N","Final","228300","217000","11300","0.049"
"Metropolitan Area","Salinas MSA","2019-04-01T00:00:00.000","2019","April","N","Final","223300","207300","16000","0.071"
"Metropolitan Area","Salinas MSA","2019-03-01T00:00:00.000","2019","March","N","Final","215200","193900","21300","0.099"
"Metropolitan Area","Salinas MSA","2019-02-01T00:00:00.000","2019","February","N","Final","213900","191800","22100","0.103"
"Metropolitan Area","Salinas MSA","2019-01-01T00:00:00.000","2019","January","N","Final","210100","188500","21600","0.103"
"Metropolitan Area","Salinas MSA","2018-12-01T00:00:00.000","2018","December","N","Final","210700","193200","17600","0.083"
"Metropolitan Area","Salinas MSA","2018-11-01T00:00:00.000","2018","November","N","Final","217900","207100","10900","0.05"
"Metropolitan Area","Salinas MSA","2018-10-01T00:00:00.000","2018","October","N","Final","223800","214400","9400","0.042"
"Metropolitan Area","Salinas MSA","2018-09-01T00:00:00.000","2018","September","N","Final","227700","218800","8900","0.039"
"Metropolitan Area","Salinas MSA","2018-08-01T00:00:00.000","2018","August","N","Final","227900","217800","10100","0.044"
