"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"County","Santa Cruz County","2022-07-01T00:00:00.000","2022","July","N","Preliminary","137600","132600","5000","0.037"
"County","Santa Cruz County","2022-06-01T00:00:00.000","2022","June","N","Final","136500","131300","5300","0.038"
"County","Santa Cruz County","2022-05-01T00:00:00.000","2022","May","N","Final","134900","130000","4900","0.036"
"County","Santa Cruz County","2022-04-01T00:00:00.000","2022","April","N","Final","133500","127500","6100","0.045"
"County","Santa Cruz County","2022-03-01T00:00:00.000","2022","March","N","Final","134800","127600","7100","0.053"
"County","Santa Cruz County","2022-02-01T00:00:00.000","2022","February","N","Final","134000","125800","8100","0.061"
"County","Santa Cruz County","2022-01-01T00:00:00.000","2022","January","N","Final","132300","123900","8400","0.063"
"County","Santa Cruz County","2021-12-01T00:00:00.000","2021","December","N","Final","132000","125100","6900","0.052"
"County","Santa Cruz County","2021-11-01T00:00:00.000","2021","November","N","Final","134200","127600","6600","0.049"
"County","Santa Cruz County","2021-10-01T00:00:00.000","2021","October","N","Final","135800","129100","6700","0.049"
"County","Santa Cruz County","2021-09-01T00:00:00.000","2021","September","N","Final","135000","128200","6900","0.051"
"County","Santa Cruz County","2021-08-01T00:00:00.000","2021","August","N","Final","135400","127200","8200","0.061"
"County","Santa Cruz County","2021-07-01T00:00:00.000","2021","July","N","Final","136300","127400","8900","0.065"
"County","Santa Cruz County","2021-06-01T00:00:00.000","2021","June","N","Final","135500","125800","9700","0.072"
"County","Santa Cruz County","2021-05-01T00:00:00.000","2021","May","N","Final","133200","123900","9300","0.07"
"County","Santa Cruz County","2021-04-01T00:00:00.000","2021","April","N","Final","131700","120800","10900","0.083"
"County","Santa Cruz County","2021-03-01T00:00:00.000","2021","March","N","Final","131800","119900","11800","0.09"
"County","Santa Cruz County","2021-02-01T00:00:00.000","2021","February","N","Final","130600","118400","12200","0.094"
"County","Santa Cruz County","2021-01-01T00:00:00.000","2021","January","N","Final","128800","116700","12100","0.094"
"County","Santa Cruz County","2020-12-01T00:00:00.000","2020","December","N","Final","129200","118300","10900","0.084"
"County","Santa Cruz County","2020-11-01T00:00:00.000","2020","November","N","Final","130800","120700","10100","0.077"
"County","Santa Cruz County","2020-10-01T00:00:00.000","2020","October","N","Final","132600","122800","9800","0.074"
"County","Santa Cruz County","2020-09-01T00:00:00.000","2020","September","N","Final","133100","122100","10900","0.082"
"County","Santa Cruz County","2020-08-01T00:00:00.000","2020","August","N","Final","133700","121800","11900","0.089"
"County","Santa Cruz County","2020-07-01T00:00:00.000","2020","July","N","Final","135900","121100","14800","0.109"
"County","Santa Cruz County","2020-06-01T00:00:00.000","2020","June","N","Final","136700","120000","16700","0.122"
"County","Santa Cruz County","2020-05-01T00:00:00.000","2020","May","N","Final","131600","112000","19600","0.149"
