"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"Metropolitan Area","San Rafael MD","2022-07-01T00:00:00.000","2022","July","N","Preliminary","131200","128400","2800","0.021"
"Metropolitan Area","San Rafael MD","2022-06-01T00:00:00.000","2022","June","N","Final","129700","126800","2900","0.022"
"Metropolitan Area","San Rafael MD","2022-05-01T00:00:00.000","2022","May","N","Final","129800","127500","2300","0.018"
"Metropolitan Area","San Rafael MD","2022-04-01T00:00:00.000","2022","April","N","Final","129200","126500","2700","0.021"
"Metropolitan Area","San Rafael MD","2022-03-01T00:00:00.000","2022","March","N","Final","131600","128500","3100","0.024"
"Metropolitan Area","San Rafael MD","2022-02-01T00:00:00.000","2022","February","N","Final","130800","127100","3600","0.028"
"Metropolitan Area","San Rafael MD","2022-01-01T00:00:00.000","2022","January","N","Final","129800","125800","4100","0.031"
"Metropolitan Area","San Rafael MD","2021-12-01T00:00:00.000","2021","December","N","Final","129500","126000","3500","0.027"
"Metropolitan Area","San Rafael MD","2021-11-01T00:00:00.000","2021","November","N","Final","131000","127100","3900","0.03"
"Metropolitan Area","San Rafael MD","2021-10-01T00:00:00.000","2021","October","N","Final","131000","126500","4500","0.034"
"Metropolitan Area","San Rafael MD","2021-09-01T00:00:00.000","2021","September","N","Final","130100","125500","4700","0.036"
"Metropolitan Area","San Rafael MD","2021-08-01T00:00:00.000","2021","August","N","Final","130000","124200","5800","0.045"
"Metropolitan Area","San Rafael MD","2021-07-01T00:00:00.000","2021","July","N","Final","131000","124900","6200","0.047"
"Metropolitan Area","San Rafael MD","2021-06-01T00:00:00.000","2021","June","N","Final","128700","122100","6600","0.051"
"Metropolitan Area","San Rafael MD","2021-05-01T00:00:00.000","2021","May","N","Final","127300","121400","5900","0.046"
"Metropolitan Area","San Rafael MD","2021-04-01T00:00:00.000","2021","April","N","Final","126900","120400","6500","0.051"
"Metropolitan Area","San Rafael MD","2021-03-01T00:00:00.000","2021","March","N","Final","128100","121200","6900","0.054"
"Metropolitan Area","San Rafael MD","2021-02-01T00:00:00.000","2021","February","N","Final","127100","119900","7100","0.056"
"Metropolitan Area","San Rafael MD","2021-01-01T00:00:00.000","2021","January","N","Final","126200","118800","7400","0.059"
"Metropolitan Area","San Rafael MD","2020-12-01T00:00:00.000","2020","December","N","Final","127400","120000","7400","0.058"
"Metropolitan Area","San Rafael MD","2020-11-01T00:00:00.000","2020","November","N","Final","127600","120200","7400","0.058"
"Metropolitan Area","San Rafael MD","2020-10-01T00:00:00.000","2020","October","N","Final","128900","121200","7700","0.06"
"Metropolitan Area","San Rafael MD","2020-09-01T00:00:00.000","2020","September","N","Final","129000","119900","9000","0.07"
"Metropolitan Area","San Rafael MD","2020-08-01T00:00:00.000","2020","August","N","Final","129600","119700","9800","0.076"
"Metropolitan Area","San Rafael MD","2020-07-01T00:00:00.000","2020","July","N","Final","130400","118200","12200","0.094"
"Metropolitan Area","San Rafael MD","2020-06-01T00:00:00.000","2020","June","N","Final","129600","116400","13200","0.102"
"Metropolitan Area","San Rafael MD","2020-05-01T00:00:00.000","2020","May","N","Final","124100","109900","14300","0.115"
"Metropolitan Area","San Rafael MD","2020-04-01T00:00:00.000","2020","April","N","Final","123400","108800","14700","0.119"
"Metropolitan Area","San Rafael MD","2020-03-01T00:00:00.000","2020","March","N","Final","136700","131800","4800","0.035"
"Metropolitan Area","San Rafael MD","2020-02-01T00:00:00.000","2020","February","N","Final","139400","136100","3300","0.024"
"Metropolitan Area","San Rafael MD","2020-01-01T00:00:00.000","2020","January","N","Final","138800","135400","3400","0.025"
"Metropolitan Area","San Rafael MD","2019-12-01T00:00:00.000","2019","December","N","Final","138800","135800","3000","0.021"
"Metropolitan Area","San Rafael MD","2019-11-01T00:00:00.000","2019","November","N","Final","139000","136000","3100","0.022"
"Metropolitan Area","San Rafael MD","2019-10-01T00:00:00.000","2019","October","N","Final","139600","136500","3100","0.022"
"Metropolitan Area","San Rafael MD","2019-09-01T00:00:00.000","2019","September","N","Final","139500","136600","3000","0.021"
"Metropolitan Area","San Rafael MD","2019-08-01T00:00:00.000","2019","August","N","Final","139400","135900","3500","0.025"
"Metropolitan Area","San Rafael MD","2019-07-01T00:00:00.000","2019","July","N","Final","140400","136700","3600","0.026"
"Metropolitan Area","San Rafael MD","2019-06-01T00:00:00.000","2019","June","N","Final","138200","134700","3400","0.025"
"Metropolitan Area","San Rafael MD","2019-05-01T00:00:00.000","2019","May","N","Final","137500","134800","2800","0.02"
"Metropolitan Area","San Rafael MD","2019-04-01T00:00:00.000","2019","April","N","Final","137100","134100","2900","0.021"
"Metropolitan Area","San Rafael MD","2019-03-01T00:00:00.000","2019","March","N","Final","139100","135500","3500","0.025"
"Metropolitan Area","San Rafael MD","2019-02-01T00:00:00.000","2019","February","N","Final","138900","135400","3400","0.025"
"Metropolitan Area","San Rafael MD","2019-01-01T00:00:00.000","2019","January","N","Final","138400","134500","3900","0.028"
"Metropolitan Area","San Rafael MD","2018-12-01T00:00:00.000","2018","December","N","Final","139500","136300","3300","0.024"
"Metropolitan Area","San Rafael MD","2018-11-01T00:00:00.000","2018","November","N","Final","140300","137000","3300","0.023"
"Metropolitan Area","San Rafael MD","2018-10-01T00:00:00.000","2018","October","N","Final","140700","137300","3400","0.024"
"Metropolitan Area","San Rafael MD","2018-09-01T00:00:00.000","2018","September","N","Final","140300","137100","3300","0.023"
"Metropolitan Area","San Rafael MD","2018-08-01T00:00:00.000","2018","August","N","Final","139800","136200","3600","0.026"
"Metropolitan Area","San Rafael MD","2018-07-01T00:00:00.000","2018","July","N","Final","141600","137900","3700","0.026"
"Metropolitan Area","San Rafael MD","2018-06-01T00:00:00.000","2018","June","N","Final","139600","135900","3700","0.027"
"Metropolitan Area","San Rafael MD","2018-05-01T00:00:00.000","2018","May","N","Final","139100","136200","2900","0.021"
"Metropolitan Area","San Rafael MD","2018-04-01T00:00:00.000","2018","April","N","Final","138400","135200","3200","0.023"
"Metropolitan Area","San Rafael MD","2018-03-01T00:00:00.000","2018","March","N","Final","139200","135800","3400","0.025"
"Metropolitan Area","San Rafael MD","2018-02-01T00:00:00.000","2018","February","N","Final","139400","135700","3600","0.026"
"Metropolitan Area","San Rafael MD","2018-01-01T00:00:00.000","2018","January","N","Final","138300","134500","3700","0.027"
"Metropolitan Area","San Rafael MD","2017-12-01T00:00:00.000","2017","December","N","Final","138700","135400","3300","0.024"
"Metropolitan Area","San Rafael MD","2017-11-01T00:00:00.000","2017","November","N","Final","139300","135800","3500","0.025"
"Metropolitan Area","San Rafael MD","2017-10-01T00:00:00.000","2017","October","N","Final","139500","135900","3700","0.026"
"Metropolitan Area","San Rafael MD","2017-09-01T00:00:00.000","2017","September","N","Final","140200","136400","3800","0.027"
"Metropolitan Area","San Rafael MD","2017-08-01T00:00:00.000","2017","August","N","Final","140200","135700","4400","0.032"
"Metropolitan Area","San Rafael MD","2017-07-01T00:00:00.000","2017","July","N","Final","141500","137000","4600","0.032"
"Metropolitan Area","San Rafael MD","2017-06-01T00:00:00.000","2017","June","N","Final","140100","135800","4300","0.031"
"Metropolitan Area","San Rafael MD","2017-05-01T00:00:00.000","2017","May","N","Final","139200","135400","3700","0.027"
"Metropolitan Area","San Rafael MD","2017-04-01T00:00:00.000","2017","April","N","Final","138600","134700","3900","0.028"
"Metropolitan Area","San Rafael MD","2017-03-01T00:00:00.000","2017","March","N","Final","139900","135700","4200","0.03"
"Metropolitan Area","San Rafael MD","2017-02-01T00:00:00.000","2017","February","N","Final","139800","135300","4500","0.032"
"Metropolitan Area","San Rafael MD","2017-01-01T00:00:00.000","2017","January","N","Final","138600","133900","4700","0.034"
"Metropolitan Area","San Rafael MD","2016-12-01T00:00:00.000","2016","December","N","Final","139100","135000","4200","0.03"
"Metropolitan Area","San Rafael MD","2016-11-01T00:00:00.000","2016","November","N","Final","139300","134900","4300","0.031"
"Metropolitan Area","San Rafael MD","2016-10-01T00:00:00.000","2016","October","N","Final","140100","135400","4700","0.033"
"Metropolitan Area","San Rafael MD","2016-09-01T00:00:00.000","2016","September","N","Final","140200","135600","4600","0.033"
"Metropolitan Area","San Rafael MD","2016-08-01T00:00:00.000","2016","August","N","Final","140900","136000","4900","0.035"
"Metropolitan Area","San Rafael MD","2016-07-01T00:00:00.000","2016","July","N","Final","141700","136600","5000","0.035"
"Metropolitan Area","San Rafael MD","2016-06-01T00:00:00.000","2016","June","N","Final","139900","135000","4900","0.035"
"Metropolitan Area","San Rafael MD","2016-05-01T00:00:00.000","2016","May","N","Final","139100","135100","4000","0.029"
"Metropolitan Area","San Rafael MD","2016-04-01T00:00:00.000","2016","April","N","Final","138400","134000","4400","0.032"
"Metropolitan Area","San Rafael MD","2016-03-01T00:00:00.000","2016","March","N","Final","139600","134800","4800","0.034"
"Metropolitan Area","San Rafael MD","2016-02-01T00:00:00.000","2016","February","N","Final","139300","134700","4700","0.033"
"Metropolitan Area","San Rafael MD","2016-01-01T00:00:00.000","2016","January","N","Final","138100","133400","4700","0.034"
"Metropolitan Area","San Rafael MD","2015-12-01T00:00:00.000","2015","December","N","Final","138000","133600","4400","0.032"
"Metropolitan Area","San Rafael MD","2015-11-01T00:00:00.000","2015","November","N","Final","138400","133800","4600","0.033"
"Metropolitan Area","San Rafael MD","2015-10-01T00:00:00.000","2015","October","N","Final","139000","134200","4800","0.034"
"Metropolitan Area","San Rafael MD","2015-09-01T00:00:00.000","2015","September","N","Final","138700","134000","4600","0.033"
"Metropolitan Area","San Rafael MD","2015-08-01T00:00:00.000","2015","August","N","Final","139800","134700","5100","0.036"
"Metropolitan Area","San Rafael MD","2015-07-01T00:00:00.000","2015","July","N","Final","140200","134800","5400","0.039"
"Metropolitan Area","San Rafael MD","2015-06-01T00:00:00.000","2015","June","N","Final","139000","133900","5100","0.037"
"Metropolitan Area","San Rafael MD","2015-05-01T00:00:00.000","2015","May","N","Final","139100","134300","4800","0.034"
"Metropolitan Area","San Rafael MD","2015-04-01T00:00:00.000","2015","April","N","Final","138100","133300","4800","0.035"
"Metropolitan Area","San Rafael MD","2015-03-01T00:00:00.000","2015","March","N","Final","138400","133200","5200","0.037"
"Metropolitan Area","San Rafael MD","2015-02-01T00:00:00.000","2015","February","N","Final","137700","132500","5300","0.038"
"Metropolitan Area","San Rafael MD","2015-01-01T00:00:00.000","2015","January","N","Final","137800","132200","5600","0.041"
"Metropolitan Area","San Rafael MD","2014-12-01T00:00:00.000","2014","December","N","Final","137700","132700","5000","0.036"
"Metropolitan Area","San Rafael MD","2014-11-01T00:00:00.000","2014","November","N","Final","139000","133400","5600","0.04"
"Metropolitan Area","San Rafael MD","2014-10-01T00:00:00.000","2014","October","N","Final","139300","133600","5700","0.041"
"Metropolitan Area","San Rafael MD","2014-09-01T00:00:00.000","2014","September","N","Final","138800","133100","5700","0.041"
"Metropolitan Area","San Rafael MD","2014-08-01T00:00:00.000","2014","August","N","Final","139600","133300","6300","0.045"
"Metropolitan Area","San Rafael MD","2014-07-01T00:00:00.000","2014","July","N","Final","140800","134300","6600","0.047"
"Metropolitan Area","San Rafael MD","2014-06-01T00:00:00.000","2014","June","N","Final","138400","132400","6000","0.044"
