"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"County","Contra Costa County","2022-07-01T00:00:00.000","2022","July","N","Preliminary","553800","536600","17200","0.031"
"County","Contra Costa County","2022-06-01T00:00:00.000","2022","June","N","Final","549200","531600","17600","0.032"
"County","Contra Costa County","2022-05-01T00:00:00.000","2022","May","N","Final","549800","534800","14900","0.027"
"County","Contra Costa County","2022-04-01T00:00:00.000","2022","April","N","Final","548900","532000","16900","0.031"
"County","Contra Costa County","2022-03-01T00:00:00.000","2022","March","N","Final","557000","537600","19400","0.035"
"County","Contra Costa County","2022-02-01T00:00:00.000","2022","February","N","Final","554000","531200","22800","0.041"
"County","Contra Costa County","2022-01-01T00:00:00.000","2022","January","N","Final","548200","522400","25800","0.047"
"County","Contra Costa County","2021-12-01T00:00:00.000","2021","December","N","Final","549500","527100","22500","0.041"
"County","Contra Costa County","2021-11-01T00:00:00.000","2021","November","N","Final","548400","523600","24800","0.045"
"County","Contra Costa County","2021-10-01T00:00:00.000","2021","October","N","Final","547400","519300","28200","0.051"
"County","Contra Costa County","2021-09-01T00:00:00.000","2021","September","N","Final","545600","516500","29200","0.053"
"County","Contra Costa County","2021-08-01T00:00:00.000","2021","August","N","Final","543600","508900","34600","0.064"
"County","Contra Costa County","2021-07-01T00:00:00.000","2021","July","N","Final","546600","509400","37100","0.068"
"County","Contra Costa County","2021-06-01T00:00:00.000","2021","June","N","Final","541400","502000","39400","0.073"
"County","Contra Costa County","2021-05-01T00:00:00.000","2021","May","N","Final","537300","502100","35200","0.066"
"County","Contra Costa County","2021-04-01T00:00:00.000","2021","April","N","Final","535800","497200","38600","0.072"
"County","Contra Costa County","2021-03-01T00:00:00.000","2021","March","N","Final","539400","499300","40100","0.074"
"County","Contra Costa County","2021-02-01T00:00:00.000","2021","February","N","Final","538000","496500","41500","0.077"
"County","Contra Costa County","2021-01-01T00:00:00.000","2021","January","N","Final","535200","492600","42700","0.08"
"County","Contra Costa County","2020-12-01T00:00:00.000","2020","December","N","Final","535000","492100","43000","0.08"
"County","Contra Costa County","2020-11-01T00:00:00.000","2020","November","N","Final","536300","493100","43300","0.081"
"County","Contra Costa County","2020-10-01T00:00:00.000","2020","October","N","Final","539500","494200","45300","0.084"
"County","Contra Costa County","2020-09-01T00:00:00.000","2020","September","N","Final","540100","488700","51400","0.095"
"County","Contra Costa County","2020-08-01T00:00:00.000","2020","August","N","Final","542100","487000","55100","0.102"
"County","Contra Costa County","2020-07-01T00:00:00.000","2020","July","N","Final","548300","481200","67000","0.122"
"County","Contra Costa County","2020-06-01T00:00:00.000","2020","June","N","Final","547300","475900","71400","0.13"
"County","Contra Costa County","2020-05-01T00:00:00.000","2020","May","N","Final","533000","455500","77500","0.145"
"County","Contra Costa County","2020-04-01T00:00:00.000","2020","April","N","Final","534200","454900","79200","0.148"
"County","Contra Costa County","2020-03-01T00:00:00.000","2020","March","N","Final","559400","533900","25500","0.046"
"County","Contra Costa County","2020-02-01T00:00:00.000","2020","February","N","Final","567300","549800","17500","0.031"
"County","Contra Costa County","2020-01-01T00:00:00.000","2020","January","N","Final","562900","544400","18400","0.033"
"County","Contra Costa County","2019-12-01T00:00:00.000","2019","December","N","Final","562000","546000","16100","0.029"
"County","Contra Costa County","2019-11-01T00:00:00.000","2019","November","N","Final","561800","545400","16400","0.029"
"County","Contra Costa County","2019-10-01T00:00:00.000","2019","October","N","Final","561800","545000","16800","0.03"
"County","Contra Costa County","2019-09-01T00:00:00.000","2019","September","N","Final","562200","546300","15900","0.028"
"County","Contra Costa County","2019-08-01T00:00:00.000","2019","August","N","Final","560900","542400","18500","0.033"
"County","Contra Costa County","2019-07-01T00:00:00.000","2019","July","N","Final","564300","544800","19500","0.035"
"County","Contra Costa County","2019-06-01T00:00:00.000","2019","June","N","Final","557900","539600","18300","0.033"
"County","Contra Costa County","2019-05-01T00:00:00.000","2019","May","N","Final","556500","541200","15300","0.028"
"County","Contra Costa County","2019-04-01T00:00:00.000","2019","April","N","Final","555200","539300","15800","0.028"
"County","Contra Costa County","2019-03-01T00:00:00.000","2019","March","N","Final","563000","544000","19000","0.034"
"County","Contra Costa County","2019-02-01T00:00:00.000","2019","February","N","Final","563100","544300","18800","0.033"
"County","Contra Costa County","2019-01-01T00:00:00.000","2019","January","N","Final","559800","538900","20900","0.037"
"County","Contra Costa County","2018-12-01T00:00:00.000","2018","December","N","Final","561700","543900","17800","0.032"
"County","Contra Costa County","2018-11-01T00:00:00.000","2018","November","N","Final","562000","544900","17000","0.03"
"County","Contra Costa County","2018-10-01T00:00:00.000","2018","October","N","Final","562200","544600","17600","0.031"
"County","Contra Costa County","2018-09-01T00:00:00.000","2018","September","N","Final","561300","544400","17000","0.03"
"County","Contra Costa County","2018-08-01T00:00:00.000","2018","August","N","Final","559300","540500","18800","0.034"
"County","Contra Costa County","2018-07-01T00:00:00.000","2018","July","N","Final","564500","545200","19300","0.034"
"County","Contra Costa County","2018-06-01T00:00:00.000","2018","June","N","Final","559700","540400","19300","0.035"
"County","Contra Costa County","2018-05-01T00:00:00.000","2018","May","N","Final","558700","543200","15500","0.028"
"County","Contra Costa County","2018-04-01T00:00:00.000","2018","April","N","Final","556500","539600","16900","0.03"
"County","Contra Costa County","2018-03-01T00:00:00.000","2018","March","N","Final","561000","542400","18700","0.033"
"County","Contra Costa County","2018-02-01T00:00:00.000","2018","February","N","Final","560400","540900","19400","0.035"
"County","Contra Costa County","2018-01-01T00:00:00.000","2018","January","N","Final","555600","535300","20300","0.037"
"County","Contra Costa County","2017-12-01T00:00:00.000","2017","December","N","Final","556700","538600","18100","0.033"
"County","Contra Costa County","2017-11-01T00:00:00.000","2017","November","N","Final","558400","539500","18800","0.034"
"County","Contra Costa County","2017-10-01T00:00:00.000","2017","October","N","Final","559000","539600","19400","0.035"
"County","Contra Costa County","2017-09-01T00:00:00.000","2017","September","N","Final","561000","540800","20200","0.036"
"County","Contra Costa County","2017-08-01T00:00:00.000","2017","August","N","Final","558500","535300","23200","0.042"
"County","Contra Costa County","2017-07-01T00:00:00.000","2017","July","N","Final","562200","538300","23900","0.042"
"County","Contra Costa County","2017-06-01T00:00:00.000","2017","June","N","Final","556800","533900","22900","0.041"
"County","Contra Costa County","2017-05-01T00:00:00.000","2017","May","N","Final","555000","535200","19800","0.036"
"County","Contra Costa County","2017-04-01T00:00:00.000","2017","April","N","Final","553700","533000","20700","0.037"
"County","Contra Costa County","2017-03-01T00:00:00.000","2017","March","N","Final","559700","536900","22800","0.041"
"County","Contra Costa County","2017-02-01T00:00:00.000","2017","February","N","Final","558200","534200","23900","0.043"
"County","Contra Costa County","2017-01-01T00:00:00.000","2017","January","N","Final","555300","530400","25000","0.045"
"County","Contra Costa County","2016-12-01T00:00:00.000","2016","December","N","Final","554100","531800","22300","0.04"
"County","Contra Costa County","2016-11-01T00:00:00.000","2016","November","N","Final","555900","532900","23000","0.041"
"County","Contra Costa County","2016-10-01T00:00:00.000","2016","October","N","Final","556700","532300","24400","0.044"
"County","Contra Costa County","2016-09-01T00:00:00.000","2016","September","N","Final","556600","532000","24600","0.044"
"County","Contra Costa County","2016-08-01T00:00:00.000","2016","August","N","Final","554800","528700","26100","0.047"
"County","Contra Costa County","2016-07-01T00:00:00.000","2016","July","N","Final","557100","530300","26800","0.048"
"County","Contra Costa County","2016-06-01T00:00:00.000","2016","June","N","Final","552300","526000","26300","0.048"
"County","Contra Costa County","2016-05-01T00:00:00.000","2016","May","N","Final","549900","527600","22300","0.041"
"County","Contra Costa County","2016-04-01T00:00:00.000","2016","April","N","Final","549200","524900","24200","0.044"
"County","Contra Costa County","2016-03-01T00:00:00.000","2016","March","N","Final","553300","527100","26300","0.048"
"County","Contra Costa County","2016-02-01T00:00:00.000","2016","February","N","Final","551100","525500","25500","0.046"
"County","Contra Costa County","2016-01-01T00:00:00.000","2016","January","N","Final","547700","521800","25900","0.047"
"County","Contra Costa County","2015-12-01T00:00:00.000","2015","December","N","Final","547100","522900","24200","0.044"
"County","Contra Costa County","2015-11-01T00:00:00.000","2015","November","N","Final","547100","521800","25300","0.046"
"County","Contra Costa County","2015-10-01T00:00:00.000","2015","October","N","Final","546200","520400","25900","0.047"
"County","Contra Costa County","2015-09-01T00:00:00.000","2015","September","N","Final","545000","519600","25400","0.047"
"County","Contra Costa County","2015-08-01T00:00:00.000","2015","August","N","Final","546400","518800","27700","0.051"
"County","Contra Costa County","2015-07-01T00:00:00.000","2015","July","N","Final","548500","518900","29600","0.054"
"County","Contra Costa County","2015-06-01T00:00:00.000","2015","June","N","Final","544700","516000","28700","0.053"
"County","Contra Costa County","2015-05-01T00:00:00.000","2015","May","N","Final","544700","517700","26900","0.049"
"County","Contra Costa County","2015-04-01T00:00:00.000","2015","April","N","Final","541200","514400","26900","0.05"
"County","Contra Costa County","2015-03-01T00:00:00.000","2015","March","N","Final","542800","513600","29200","0.054"
"County","Contra Costa County","2015-02-01T00:00:00.000","2015","February","N","Final","541400","511500","29900","0.055"
"County","Contra Costa County","2015-01-01T00:00:00.000","2015","January","N","Final","540400","509200","31200","0.058"
"County","Contra Costa County","2014-12-01T00:00:00.000","2014","December","N","Final","540100","511900","28300","0.052"
"County","Contra Costa County","2014-11-01T00:00:00.000","2014","November","N","Final","543300","512600","30700","0.057"
"County","Contra Costa County","2014-10-01T00:00:00.000","2014","October","N","Final","542400","511000","31400","0.058"
"County","Contra Costa County","2014-09-01T00:00:00.000","2014","September","N","Final","540300","508400","31900","0.059"
"County","Contra Costa County","2014-08-01T00:00:00.000","2014","August","N","Final","540000","505100","34900","0.065"
"County","Contra Costa County","2014-07-01T00:00:00.000","2014","July","N","Final","543100","506800","36300","0.067"
"County","Contra Costa County","2014-06-01T00:00:00.000","2014","June","N","Final","538400","504100","34300","0.064"
"County","Contra Costa County","2014-05-01T00:00:00.000","2014","May","N","Final","535900","503800","32100","0.06"
"County","Contra Costa County","2014-04-01T00:00:00.000","2014","April","N","Final","532500","500600","31900","0.06"
"County","Contra Costa County","2014-03-01T00:00:00.000","2014","March","N","Final","537500","500100","37300","0.069"
"County","Contra Costa County","2014-02-01T00:00:00.000","2014","February","N","Final","535700","498300","37400","0.07"
"County","Contra Costa County","2014-01-01T00:00:00.000","2014","January","N","Final","532400","495300","37100","0.07"
"County","Contra Costa County","2013-12-01T00:00:00.000","2013","December","N","Final","533300","498300","35000","0.066"
"County","Contra Costa County","2013-11-01T00:00:00.000","2013","November","N","Final","536100","499000","37100","0.069"
"County","Contra Costa County","2013-10-01T00:00:00.000","2013","October","N","Final","534900","495900","39000","0.073"
"County","Contra Costa County","2013-09-01T00:00:00.000","2013","September","N","Final","538000","498900","39100","0.073"
"County","Contra Costa County","2013-08-01T00:00:00.000","2013","August","N","Final","537200","496200","41000","0.076"
"County","Contra Costa County","2013-07-01T00:00:00.000","2013","July","N","Final","541300","498200","43100","0.08"
"County","Contra Costa County","2013-06-01T00:00:00.000","2013","June","N","Final","536300","493300","42900","0.08"
"County","Contra Costa County","2013-05-01T00:00:00.000","2013","May","N","Final","534900","495900","39000","0.073"
"County","Contra Costa County","2013-04-01T00:00:00.000","2013","April","N","Final","533200","494000","39200","0.073"
"County","Contra Costa County","2013-03-01T00:00:00.000","2013","March","N","Final","535200","492600","42600","0.08"
"County","Contra Costa County","2013-02-01T00:00:00.000","2013","February","N","Final","535700","491600","44100","0.082"
"County","Contra Costa County","2013-01-01T00:00:00.000","2013","January","N","Final","536300","489600","46700","0.087"
"County","Contra Costa County","2012-12-01T00:00:00.000","2012","December","N","Final","538200","494500","43800","0.081"
"County","Contra Costa County","2012-11-01T00:00:00.000","2012","November","N","Final","537000","493100","44000","0.082"
"County","Contra Costa County","2012-10-01T00:00:00.000","2012","October","N","Final","538100","492300","45800","0.085"
"County","Contra Costa County","2012-09-01T00:00:00.000","2012","September","N","Final","536800","491100","45600","0.085"
"County","Contra Costa County","2012-08-01T00:00:00.000","2012","August","N","Final","535900","486200","49600","0.093"
"County","Contra Costa County","2012-07-01T00:00:00.000","2012","July","N","Final","539100","487000","52100","0.097"
"County","Contra Costa County","2012-06-01T00:00:00.000","2012","June","N","Final","534400","483200","51200","0.096"
"County","Contra Costa County","2012-05-01T00:00:00.000","2012","May","N","Final","531600","483900","47700","0.09"
"County","Contra Costa County","2012-04-01T00:00:00.000","2012","April","N","Final","530000","482400","47700","0.09"
"County","Contra Costa County","2012-03-01T00:00:00.000","2012","March","N","Final","533000","481400","51700","0.097"
"County","Contra Costa County","2012-02-01T00:00:00.000","2012","February","N","Final","531300","479400","51800","0.098"
"County","Contra Costa County","2012-01-01T00:00:00.000","2012","January","N","Final","528800","476700","52100","0.099"
"County","Contra Costa County","2011-12-01T00:00:00.000","2011","December","N","Final","532100","481600","50500","0.095"
"County","Contra Costa County","2011-11-01T00:00:00.000","2011","November","N","Final","531600","480100","51600","0.097"
"County","Contra Costa County","2011-10-01T00:00:00.000","2011","October","N","Final","532700","479000","53700","0.101"
"County","Contra Costa County","2011-09-01T00:00:00.000","2011","September","N","Final","532000","477000","55000","0.103"
"County","Contra Costa County","2011-08-01T00:00:00.000","2011","August","N","Final","531500","474700","56800","0.107"
"County","Contra Costa County","2011-07-01T00:00:00.000","2011","July","N","Final","532300","474200","58100","0.109"
"County","Contra Costa County","2011-06-01T00:00:00.000","2011","June","N","Final","528200","470300","57900","0.11"
"County","Contra Costa County","2011-05-01T00:00:00.000","2011","May","N","Final","525100","471600","53500","0.102"
"County","Contra Costa County","2011-04-01T00:00:00.000","2011","April","N","Final","523900","470000","53900","0.103"
