"area_type","area_name","year","time_period","ownership","naics_code_level","naics_code","industry_name","establishments","avg_employment","_1st_month_emp","_2nd_month_emp","_3rd_month_emp","total_wages_all_workers","avg_weekly_wages"
"County","San Diego County","2021","4th Qtr","Federal Government","3","923","Administration of Human Resource Program","18","1257","1239","1273","1261","31682472","1938"
"County","San Diego County","2021","4th Qtr","Federal Government","3","924","Administration of Environmental Programs","11","514","526","507","509","12517061","1873"
"County","San Diego County","2021","4th Qtr","Federal Government","3","925","Community and Housing Program Admin","1","4","4","4","4","106118","2041"
"County","San Diego County","2021","4th Qtr","Federal Government","3","926","Administration of Economic Programs","22","1632","1620","1644","1634","45755275","2156"
"County","San Diego County","2021","4th Qtr","Federal Government","3","928","National Security & International Affair","16","18895","19031","18907","18748","513045451","2089"
"County","San Diego County","2021","4th Qtr","Federal Government","4","4451","Grocery Stores","5","403","409","400","401","4966420","947"
"County","San Diego County","2021","4th Qtr","Federal Government","4","4522","Department Stores","23","1050","1034","1055","1061","9664924","708"
"County","San Diego County","2021","4th Qtr","Federal Government","4","4523","General Merchandise Stores, including Warehouse Clubs and Supercenters","3","321","318","325","320","3250836","779"
"County","San Diego County","2021","4th Qtr","Federal Government","4","4542","Vending Machine Operators","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","4","4911","Postal Service","79","5213","5048","5244","5348","95996654","1416"
"County","San Diego County","2021","4th Qtr","Federal Government","4","5111","Newspaper, Book, & Directory Publishers","0","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","4","5222","Nondepository Credit Intermediation","1","3","3","3","3","97724","2506"
"County","San Diego County","2021","4th Qtr","Federal Government","4","5413","Architectural and Engineering Services","7","2314","2334","2315","2293","58173105","1934"
"County","San Diego County","2021","4th Qtr","Federal Government","4","5416","Management & Technical Consulting Svc","1","196","199","196","195","6475899","2533"
"County","San Diego County","2021","4th Qtr","Federal Government","4","5611","Office Administrative Services","1","2","2","2","2","63185","2430"
"County","San Diego County","2021","4th Qtr","Federal Government","4","5615","Travel Arrangement & Reservation Service","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","4","5617","Services to Buildings and Dwellings","0","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","4","6221","General Medical and Surgical Hospitals","5","6226","6242","6226","6212","172444410","2130"
"County","San Diego County","2021","4th Qtr","Federal Government","4","7121","Museums, Parks and Historical Sites","2","26","29","27","24","470122","1356"
"County","San Diego County","2021","4th Qtr","Federal Government","4","7139","Other Amusement & Recreation Industries","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","4","8122","Death Care Services","1","27","26","27","29","462862","1303"
"County","San Diego County","2021","4th Qtr","Federal Government","4","9211","Executive, Legislative, & Gen Government","7","2109","2138","2134","2055","32057306","1169"
"County","San Diego County","2021","4th Qtr","Federal Government","4","9221","Justice, Public Order, and Safety Activi","31","7162","7168","7196","7124","244493408","2626"
"County","San Diego County","2021","4th Qtr","Federal Government","4","9231","Administration of Human Resource Program","18","1257","1239","1273","1261","31682472","1938"
"County","San Diego County","2021","4th Qtr","Federal Government","4","9241","Administration of Environmental Programs","11","514","526","507","509","12517061","1873"
"County","San Diego County","2021","4th Qtr","Federal Government","4","9251","Community and Housing Program Admin","1","4","4","4","4","106118","2041"
"County","San Diego County","2021","4th Qtr","Federal Government","4","9261","Administration of Economic Programs","22","1632","1620","1644","1634","45755275","2156"
"County","San Diego County","2021","4th Qtr","Federal Government","4","9281","National Security & International Affair","16","18895","19031","18907","18748","513045451","2089"
"County","San Diego County","2021","4th Qtr","Federal Government","5","44511","Supermarkets and Other Grocery Stores","5","403","409","400","401","4966420","947"
"County","San Diego County","2021","4th Qtr","Federal Government","5","45221","Department Stores","23","1050","1034","1055","1061","9664924","708"
"County","San Diego County","2021","4th Qtr","Federal Government","5","45231","General Merchandise Stores, including Warehouse Clubs and Supercenters","3","321","318","325","320","3250836","779"
"County","San Diego County","2021","4th Qtr","Federal Government","5","45421","Vending Machine Operators","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","5","49111","Postal Service","79","5213","5048","5244","5348","95996654","1416"
"County","San Diego County","2021","4th Qtr","Federal Government","5","51113","Book Publishers","0","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","5","52229","Other Nondeposit Credit Intermediation","1","3","3","3","3","97724","2506"
"County","San Diego County","2021","4th Qtr","Federal Government","5","54133","Engineering Services","7","2314","2334","2315","2293","58173105","1934"
"County","San Diego County","2021","4th Qtr","Federal Government","5","54162","Environmental Consulting Services","1","196","199","196","195","6475899","2533"
"County","San Diego County","2021","4th Qtr","Federal Government","5","56111","Office Administrative Services","1","2","2","2","2","63185","2430"
"County","San Diego County","2021","4th Qtr","Federal Government","5","56159","Other Travel Arrangement Services","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","5","56172","Janitorial Services","0","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","5","62211","General Medical and Surgical Hospitals","5","6226","6242","6226","6212","172444410","2130"
"County","San Diego County","2021","4th Qtr","Federal Government","5","71219","Nature Parks & Other Similar Institution","2","26","29","27","24","470122","1356"
"County","San Diego County","2021","4th Qtr","Federal Government","5","71394","Fitness and Recreational Sports Centers","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","5","81222","Cemeteries and Crematories","1","27","26","27","29","462862","1303"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92113","Public Finance Activities","3","302","300","308","298","9336370","2378"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92119","Other General Government Support","4","1807","1838","1826","1757","22720936","967"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92211","Courts","3","547","545","546","551","13757093","1933"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92212","Police Protection","21","5742","5750","5774","5702","203323904","2724"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92213","Legal Counsel and Prosecution","3","379","377","381","381","12937706","2621"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92214","Correctional Institutions","1","219","220","220","217","5261745","1848"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92219","Other Justice and Safety Activities","3","274","276","275","273","9212960","2580"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92312","Administration of Public Health Programs","2","26","24","33","23","643794","1857"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92313","Other Human Resource Program Admin","11","347","347","349","345","8609738","1909"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92314","Administration of Veterans' Affairs","5","884","868","891","893","22428940","1952"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92411","Air, Water and Waste Program Admin","1","13","14","13","13","453786","2618"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92412","Administration of Conservation Programs","10","500","512","494","496","12063275","1853"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92512","Urban and Rural Development Admin","1","4","4","4","4","106118","2041"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92611","Administration of General Economic Prog","6","141","135","145","143","2636008","1438"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92612","Transportation Program Administration","6","1346","1340","1354","1346","38141138","2179"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92613","Utility Regulation and Administration","1","6","5","6","7","317167","4066"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92614","Agricultural Commodity/Market Regulation","3","52","53","53","52","1368577","1999"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92615","Licensing/Regulating Commercial Sectors","6","86","87","86","86","3292385","2934"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92811","National Security","14","18721","18856","18732","18575","508321116","2089"
"County","San Diego County","2021","4th Qtr","Federal Government","5","92812","International Affairs","2","174","175","175","173","4724335","2085"
"County","San Diego County","2021","4th Qtr","Federal Government","6","445110","Supermarkets and Other Grocery Stores","5","403","409","400","401","4966420","947"
"County","San Diego County","2021","4th Qtr","Federal Government","6","452210","Department Stores","23","1050","1034","1055","1061","9664924","708"
"County","San Diego County","2021","4th Qtr","Federal Government","6","452319","All Other General Merchandise Stores","3","321","318","325","320","3250836","779"
"County","San Diego County","2021","4th Qtr","Federal Government","6","454210","Vending Machine Operators","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","6","491110","Postal Service","79","5213","5048","5244","5348","95996654","1416"
"County","San Diego County","2021","4th Qtr","Federal Government","6","511130","Book Publishers","0","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","6","522298","All Other Nondeposit Credit Intermediatn","1","3","3","3","3","97724","2506"
"County","San Diego County","2021","4th Qtr","Federal Government","6","541330","Engineering Services","7","2314","2334","2315","2293","58173105","1934"
"County","San Diego County","2021","4th Qtr","Federal Government","6","541620","Environmental Consulting Services","1","196","199","196","195","6475899","2533"
"County","San Diego County","2021","4th Qtr","Federal Government","6","561110","Office Administrative Services","1","2","2","2","2","63185","2430"
"County","San Diego County","2021","4th Qtr","Federal Government","6","561599","All Other Travel Arrangement Services","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","6","561720","Janatorial Services","0","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","6","622110","General Medical and Surgical Hospitals","5","6226","6242","6226","6212","172444410","2130"
"County","San Diego County","2021","4th Qtr","Federal Government","6","712190","Nature Parks & Other Similar Institution","2","26","29","27","24","470122","1356"
"County","San Diego County","2021","4th Qtr","Federal Government","6","713940","Fitness and Recreational Sports Centers","1","0","0","0","0","0","0"
"County","San Diego County","2021","4th Qtr","Federal Government","6","812220","Cemeteries and Crematories","1","27","26","27","29","462862","1303"
"County","San Diego County","2021","4th Qtr","Federal Government","6","921130","Public Finance Activities","3","302","300","308","298","9336370","2378"
"County","San Diego County","2021","4th Qtr","Federal Government","6","921190","Other General Government Support","4","1807","1838","1826","1757","22720936","967"
"County","San Diego County","2021","4th Qtr","Federal Government","6","922110","Courts","3","547","545","546","551","13757093","1933"
"County","San Diego County","2021","4th Qtr","Federal Government","6","922120","Police Protection","21","5742","5750","5774","5702","203323904","2724"
"County","San Diego County","2021","4th Qtr","Federal Government","6","922130","Legal Counsel and Prosecution","3","379","377","381","381","12937706","2621"
"County","San Diego County","2021","4th Qtr","Federal Government","6","922140","Correctional Institutions","1","219","220","220","217","5261745","1848"
"County","San Diego County","2021","4th Qtr","Federal Government","6","922190","Other Justice and Safety Activities","3","274","276","275","273","9212960","2580"
"County","San Diego County","2021","4th Qtr","Federal Government","6","923120","Administration of Public Health Programs","2","26","24","33","23","643794","1857"
"County","San Diego County","2021","4th Qtr","Federal Government","6","923130","Other Human Resource Program Admin","11","347","347","349","345","8609738","1909"
"County","San Diego County","2021","4th Qtr","Federal Government","6","923140","Administration of Veterans' Affairs","5","884","868","891","893","22428940","1952"
"County","San Diego County","2021","4th Qtr","Federal Government","6","924110","Air, Water and Waste Program Admin","1","13","14","13","13","453786","2618"
"County","San Diego County","2021","4th Qtr","Federal Government","6","924120","Administration of Conservation Programs","10","500","512","494","496","12063275","1853"
"County","San Diego County","2021","4th Qtr","Federal Government","6","925120","Urban and Rural Development Admin","1","4","4","4","4","106118","2041"
"County","San Diego County","2021","4th Qtr","Federal Government","6","926110","Administration of General Economic Prog","6","141","135","145","143","2636008","1438"
"County","San Diego County","2021","4th Qtr","Federal Government","6","926120","Transportation Program Administration","6","1346","1340","1354","1346","38141138","2179"
"County","San Diego County","2021","4th Qtr","Federal Government","6","926130","Utility Regulation and Administration","1","6","5","6","7","317167","4066"
"County","San Diego County","2021","4th Qtr","Federal Government","6","926140","Agricultural Commodity/Market Regulation","3","52","53","53","52","1368577","1999"
"County","San Diego County","2021","4th Qtr","Federal Government","6","926150","Licensing/Regulating Commercial Sectors","6","86","87","86","86","3292385","2934"
"County","San Diego County","2021","4th Qtr","Federal Government","6","928110","National Security","14","18721","18856","18732","18575","508321116","2089"
"County","San Diego County","2021","4th Qtr","Federal Government","6","928120","International Affairs","2","174","175","175","173","4724335","2085"
"County","San Diego County","2021","4th Qtr","Local Government","0","10","Total, All Industries","1049","142229","141364","142727","142597","2666627038","1442"
"County","San Diego County","2021","4th Qtr","Local Government","1","101","Goods-Producing","4","833","833","832","836","18834148","1738"
"County","San Diego County","2021","4th Qtr","Local Government","1","102","Service-Providing","1045","141395","140531","141895","141761","2647792890","1440"
"County","San Diego County","2021","4th Qtr","Local Government","2","1012","Construction","4","833","833","832","836","18834148","1738"
"County","San Diego County","2021","4th Qtr","Local Government","2","1021","Trade, Transportation, and Utilities","59","5216","5223","5213","5213","110738431","1633"
"County","San Diego County","2021","4th Qtr","Local Government","2","1022","Information","6","1048","1050","1045","1049","14261219","1047"
"County","San Diego County","2021","4th Qtr","Local Government","2","1025","Education and Health Services","868","85064","84255","85381","85558","1415789908","1280"
"County","San Diego County","2021","4th Qtr","Local Government","2","1026","Leisure and Hospitality","20","11113","11081","11223","11036","175078471","1212"
"County","San Diego County","2021","4th Qtr","Local Government","2","1027","Other Services","8","230","230","230","231","2831293","946"
"County","San Diego County","2021","4th Qtr","Local Government","2","1028","Public Administration","74","38624","38587","38707","38578","926997185","1846"
"County","San Diego County","2021","4th Qtr","Local Government","2","23","Construction","4","833","833","832","836","18834148","1738"
"County","San Diego County","2021","4th Qtr","Local Government","2","48-49","Transportation and Warehousing","20","3315","3326","3309","3310","60556938","1405"
"County","San Diego County","2021","4th Qtr","Local Government","2","51","Information","6","1048","1050","1045","1049","14261219","1047"
"County","San Diego County","2021","4th Qtr","Local Government","2","56","Administrative and Waste Services","4","70","73","70","68","1405780","1537"
"County","San Diego County","2021","4th Qtr","Local Government","2","61","Educational Services","856","75581","74856","75750","76137","1200090518","1221"
"County","San Diego County","2021","4th Qtr","Local Government","2","62","Health Care and Social Assistance","12","9483","9399","9631","9421","215699390","1750"
"County","San Diego County","2021","4th Qtr","Local Government","2","71","Arts, Entertainment, and Recreation","12","5837","5778","5897","5837","93814619","1236"
"County","San Diego County","2021","4th Qtr","Local Government","2","72","Accommodation and Food Services","8","5276","5303","5326","5199","81263852","1185"
"County","San Diego County","2021","4th Qtr","Local Government","2","81","Other Services, Ex. Public Admin","8","230","230","230","231","2831293","946"
"County","San Diego County","2021","4th Qtr","Local Government","2","92","Public Administration","74","38624","38587","38707","38578","926997185","1846"
"County","San Diego County","2021","4th Qtr","Local Government","3","237","Heavy and Civil Engineering Construction","4","833","833","832","836","18834148","1738"
"County","San Diego County","2021","4th Qtr","Local Government","3","485","Transit and Ground Passenger Transport","12","2224","2217","2228","2227","38918265","1346"
"County","San Diego County","2021","4th Qtr","Local Government","3","519","Other Information Services","6","1048","1050","1045","1049","14261219","1047"
"County","San Diego County","2021","4th Qtr","Local Government","3","561","Administrative and Support Services","4","70","73","70","68","1405780","1537"
"County","San Diego County","2021","4th Qtr","Local Government","3","611","Educational Services","856","75581","74856","75750","76137","1200090518","1221"
"County","San Diego County","2021","4th Qtr","Local Government","3","622","Hospitals","6","9364","9278","9510","9304","213871459","1757"
"County","San Diego County","2021","4th Qtr","Local Government","3","713","Amusement, Gambling & Recreation Ind","10","5504","5444","5564","5506","88557135","1238"
"County","San Diego County","2021","4th Qtr","Local Government","3","812","Personal and Laundry Services","4","32","33","33","32","400132","942"
"County","San Diego County","2021","4th Qtr","Local Government","3","921","Executive, Legislative, & Gen Government","44","11481","11513","11474","11457","246550856","1652"
"County","San Diego County","2021","4th Qtr","Local Government","3","922","Justice, Public Order, and Safety Activi","16","13273","13238","13318","13265","394901634","2289"
"County","San Diego County","2021","4th Qtr","Local Government","3","924","Administration of Environmental Programs","8","4529","4486","4561","4540","83750602","1422"
"County","San Diego County","2021","4th Qtr","Local Government","4","2373","Highway, Street, and Bridge Construction","4","833","833","832","836","18834148","1738"
"County","San Diego County","2021","4th Qtr","Local Government","4","4851","Urban Transit Systems","4","1520","1513","1520","1527","27944666","1414"
"County","San Diego County","2021","4th Qtr","Local Government","4","5191","Other Information Services","6","1048","1050","1045","1049","14261219","1047"
"County","San Diego County","2021","4th Qtr","Local Government","4","6111","Elementary and Secondary Schools","825","65156","64374","65237","65858","1039055756","1227"
"County","San Diego County","2021","4th Qtr","Local Government","4","6112","Junior Colleges","21","10024","10082","10118","9873","153401327","1177"
"County","San Diego County","2021","4th Qtr","Local Government","4","6117","Educational Support Services","7","233","231","238","232","5573555","1835"
"County","San Diego County","2021","4th Qtr","Local Government","4","6221","General Medical and Surgical Hospitals","6","9364","9278","9510","9304","213871459","1757"
"County","San Diego County","2021","4th Qtr","Local Government","4","7132","Gambling Industries","7","5328","5274","5384","5328","86956826","1255"
"County","San Diego County","2021","4th Qtr","Local Government","4","7139","Other Amusement & Recreation Industries","3","176","170","180","178","1600309","699"
"County","San Diego County","2021","4th Qtr","Local Government","4","7211","Traveler Accommodation","5","5083","5107","5132","5012","78656757","1190"
"County","San Diego County","2021","4th Qtr","Local Government","4","8122","Death Care Services","4","32","33","33","32","400132","942"
"County","San Diego County","2021","4th Qtr","Local Government","4","9211","Executive, Legislative, & Gen Government","44","11481","11513","11474","11457","246550856","1652"
"County","San Diego County","2021","4th Qtr","Local Government","4","9221","Justice, Public Order, and Safety Activi","16","13273","13238","13318","13265","394901634","2289"
"County","San Diego County","2021","4th Qtr","Local Government","4","9241","Administration of Environmental Programs","8","4529","4486","4561","4540","83750602","1422"
"County","San Diego County","2021","4th Qtr","Local Government","5","22131","Water Supply and Irrigation Systems","35","1741","1744","1743","1736","46581027","2058"
"County","San Diego County","2021","4th Qtr","Local Government","5","23731","Highway, Street, and Bridge Construction","4","833","833","832","836","18834148","1738"
"County","San Diego County","2021","4th Qtr","Local Government","5","48511","Urban Transit Systems","4","1520","1513","1520","1527","27944666","1414"
"County","San Diego County","2021","4th Qtr","Local Government","5","51912","Libraries and Archives","6","1048","1050","1045","1049","14261219","1047"
"County","San Diego County","2021","4th Qtr","Local Government","5","61111","Elementary and Secondary Schools","825","65156","64374","65237","65858","1039055756","1227"
"County","San Diego County","2021","4th Qtr","Local Government","5","61121","Junior Colleges","21","10024","10082","10118","9873","153401327","1177"
"County","San Diego County","2021","4th Qtr","Local Government","5","61171","Educational Support Services","7","233","231","238","232","5573555","1835"
"County","San Diego County","2021","4th Qtr","Local Government","5","62211","General Medical and Surgical Hospitals","6","9364","9278","9510","9304","213871459","1757"
"County","San Diego County","2021","4th Qtr","Local Government","5","71321","Casinos (except Casino Hotels)","7","5328","5274","5384","5328","86956826","1255"
"County","San Diego County","2021","4th Qtr","Local Government","5","72112","Casino Hotels","5","5083","5107","5132","5012","78656757","1190"
"County","San Diego County","2021","4th Qtr","Local Government","5","81222","Cemeteries and Crematories","4","32","33","33","32","400132","942"
"County","San Diego County","2021","4th Qtr","Local Government","5","92114","Executive & Legislative Offices Combined","22","8901","8923","8890","8892","195024841","1685"
"County","San Diego County","2021","4th Qtr","Local Government","5","92115","Tribal Governments","16","911","918","908","907","14152324","1195"
"County","San Diego County","2021","4th Qtr","Local Government","5","92216","Fire Protection","10","509","509","509","509","14900875","2252"
"County","San Diego County","2021","4th Qtr","Local Government","5","92219","Other Justice and Safety Activities","6","12764","12729","12809","12756","380000759","2290"
"County","San Diego County","2021","4th Qtr","Local Government","6","221310","Water Supply and Irrigation Systems","35","1741","1744","1743","1736","46581027","2058"
"County","San Diego County","2021","4th Qtr","Local Government","6","237310","Highway, Street, and Bridge Construction","4","833","833","832","836","18834148","1738"
"County","San Diego County","2021","4th Qtr","Local Government","6","519120","Libraries and Archives","6","1048","1050","1045","1049","14261219","1047"
"County","San Diego County","2021","4th Qtr","Local Government","6","611110","Elementary and Secondary Schools","825","65156","64374","65237","65858","1039055756","1227"
"County","San Diego County","2021","4th Qtr","Local Government","6","611210","Junior Colleges","21","10024","10082","10118","9873","153401327","1177"
"County","San Diego County","2021","4th Qtr","Local Government","6","611710","Educational Support Services","7","233","231","238","232","5573555","1835"
"County","San Diego County","2021","4th Qtr","Local Government","6","622110","General Medical and Surgical Hospitals","6","9364","9278","9510","9304","213871459","1757"
"County","San Diego County","2021","4th Qtr","Local Government","6","713210","Casinos (except Casino Hotels)","7","5328","5274","5384","5328","86956826","1255"
"County","San Diego County","2021","4th Qtr","Local Government","6","721120","Casino Hotels","5","5083","5107","5132","5012","78656757","1190"
"County","San Diego County","2021","4th Qtr","Local Government","6","812220","Cemeteries and Crematories","4","32","33","33","32","400132","942"
"County","San Diego County","2021","4th Qtr","Local Government","6","921140","Executive & Legislative Offices Combined","22","8901","8923","8890","8892","195024841","1685"
"County","San Diego County","2021","4th Qtr","Local Government","6","921150","Tribal Governments","16","911","918","908","907","14152324","1195"
"County","San Diego County","2021","4th Qtr","Local Government","6","922160","Fire Protection","10","509","509","509","509","14900875","2252"
"County","San Diego County","2021","4th Qtr","Local Government","6","922190","Other Justice and Safety Activities","6","12764","12729","12809","12756","380000759","2290"
"County","San Diego County","2021","4th Qtr","Private","0","10","Total, All Industries","121422","1248309","1239776","1252708","1252444","26094432701","1608"
"County","San Diego County","2021","4th Qtr","Private","1","101","Goods-Producing","12789","210975","210506","211480","210940","5019357399","1830"
"County","San Diego County","2021","4th Qtr","Private","1","102","Service-Providing","108633","1037334","1029270","1041228","1041504","21075075302","1563"
"County","San Diego County","2021","4th Qtr","Private","2","1011","Natural Resources and Mining","693","8975","9177","9205","8544","116942358","1002"
"County","San Diego County","2021","4th Qtr","Private","2","1012","Construction","8449","86025","85878","86369","85829","1768601275","1581"
"County","San Diego County","2021","4th Qtr","Private","2","1013","Manufacturing","3647","115974","115451","115906","116567","3133813766","2079"
"County","San Diego County","2021","4th Qtr","Private","2","1021","Trade, Transportation, and Utilities","15672","223838","219093","225258","227164","3402442970","1169"
"County","San Diego County","2021","4th Qtr","Private","2","1022","Information","1508","22180","22108","22148","22286","854269821","2963"
"County","San Diego County","2021","4th Qtr","Private","2","1023","Financial Activities","12108","77326","77170","77301","77507","2163249231","2152"
"County","San Diego County","2021","4th Qtr","Private","2","1024","Professional and Business Services","22885","270371","268245","271233","271635","9001207202","2561"
"County","San Diego County","2021","4th Qtr","Private","2","1025","Education and Health Services","37953","213722","213539","214530","213098","3491489409","1257"
"County","San Diego County","2021","4th Qtr","Private","2","1026","Leisure and Hospitality","9395","180980","180478","181907","180556","1595814035","678"
"County","San Diego County","2021","4th Qtr","Private","2","1027","Other Services","8628","48592","48416","48548","48813","551897254","874"
"County","San Diego County","2021","4th Qtr","Private","2","1029","Unclassified","484","323","221","303","445","14705380","3502"
"County","San Diego County","2021","4th Qtr","Private","2","11","Agriculture, Forestry, Fishing & Hunting","653","8593","8796","8821","8164","108414464","970"
"County","San Diego County","2021","4th Qtr","Private","2","21","Mining","40","381","381","384","380","8527894","1719"
"County","San Diego County","2021","4th Qtr","Private","2","22","Utilities","116","5062","5044","5080","5062","182872887","2779"
"County","San Diego County","2021","4th Qtr","Private","2","23","Construction","8449","86025","85878","86369","85829","1768601275","1581"
"County","San Diego County","2021","4th Qtr","Private","2","31-33","Manufacturing","3647","115974","115451","115906","116567","3133813766","2079"
"County","San Diego County","2021","4th Qtr","Private","2","42","Wholesale Trade","4342","41964","41858","42104","41930","1092030688","2002"
"County","San Diego County","2021","4th Qtr","Private","2","44-45","Retail Trade","9148","141632","138766","142645","143486","1595660101","867"
"County","San Diego County","2021","4th Qtr","Private","2","48-49","Transportation and Warehousing","2066","35180","33425","35429","36686","531879294","1163"
"County","San Diego County","2021","4th Qtr","Private","2","51","Information","1508","22180","22108","22148","22286","854269821","2963"
