"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"County","Glenn County","2022-07-01T00:00:00.000","2022","July","N","Preliminary","12730","12140","590","0.047"
"County","Glenn County","2022-06-01T00:00:00.000","2022","June","N","Final","12610","12000","600","0.048"
"County","Glenn County","2022-05-01T00:00:00.000","2022","May","N","Final","12620","12100","520","0.041"
"County","Glenn County","2022-04-01T00:00:00.000","2022","April","N","Final","12590","12010","580","0.046"
"County","Glenn County","2022-03-01T00:00:00.000","2022","March","N","Final","12700","12050","650","0.051"
"County","Glenn County","2022-02-01T00:00:00.000","2022","February","N","Final","12720","11980","740","0.058"
"County","Glenn County","2022-01-01T00:00:00.000","2022","January","N","Final","12460","11650","820","0.065"
"County","Glenn County","2021-12-01T00:00:00.000","2021","December","N","Final","12430","11790","640","0.051"
"County","Glenn County","2021-11-01T00:00:00.000","2021","November","N","Final","12460","11820","640","0.052"
"County","Glenn County","2021-10-01T00:00:00.000","2021","October","N","Final","12780","12090","680","0.054"
"County","Glenn County","2021-09-01T00:00:00.000","2021","September","N","Final","12840","12120","710","0.056"
"County","Glenn County","2021-08-01T00:00:00.000","2021","August","N","Final","12520","11650","870","0.07"
"County","Glenn County","2021-07-01T00:00:00.000","2021","July","N","Final","12450","11530","920","0.074"
"County","Glenn County","2021-06-01T00:00:00.000","2021","June","N","Final","12580","11600","980","0.078"
"County","Glenn County","2021-05-01T00:00:00.000","2021","May","N","Final","12520","11630","880","0.071"
"County","Glenn County","2021-04-01T00:00:00.000","2021","April","N","Final","12520","11540","980","0.078"
"County","Glenn County","2021-03-01T00:00:00.000","2021","March","N","Final","12970","11900","1060","0.082"
"County","Glenn County","2021-02-01T00:00:00.000","2021","February","N","Final","12730","11650","1090","0.085"
"County","Glenn County","2021-01-01T00:00:00.000","2021","January","N","Final","12610","11550","1060","0.084"
"County","Glenn County","2020-12-01T00:00:00.000","2020","December","N","Final","12700","11740","970","0.076"
"County","Glenn County","2020-11-01T00:00:00.000","2020","November","N","Final","12480","11600","880","0.07"
"County","Glenn County","2020-10-01T00:00:00.000","2020","October","N","Final","12750","11900","850","0.067"
"County","Glenn County","2020-09-01T00:00:00.000","2020","September","N","Final","12610","11680","940","0.074"
"County","Glenn County","2020-08-01T00:00:00.000","2020","August","N","Final","12470","11430","1040","0.083"
"County","Glenn County","2020-07-01T00:00:00.000","2020","July","N","Final","12440","11150","1290","0.103"
"County","Glenn County","2020-06-01T00:00:00.000","2020","June","N","Final","12690","11330","1350","0.107"
"County","Glenn County","2020-05-01T00:00:00.000","2020","May","N","Final","12550","11020","1530","0.122"
"County","Glenn County","2020-04-01T00:00:00.000","2020","April","N","Final","12630","10840","1790","0.142"
"County","Glenn County","2020-03-01T00:00:00.000","2020","March","N","Final","13360","12030","1330","0.099"
"County","Glenn County","2020-02-01T00:00:00.000","2020","February","N","Final","13250","12320","930","0.07"
"County","Glenn County","2020-01-01T00:00:00.000","2020","January","N","Final","12930","11950","990","0.076"
"County","Glenn County","2019-12-01T00:00:00.000","2019","December","N","Final","12780","12030","750","0.059"
"County","Glenn County","2019-11-01T00:00:00.000","2019","November","N","Final","12830","12190","640","0.05"
"County","Glenn County","2019-10-01T00:00:00.000","2019","October","N","Final","13390","12770","620","0.046"
"County","Glenn County","2019-09-01T00:00:00.000","2019","September","N","Final","13300","12680","630","0.047"
"County","Glenn County","2019-08-01T00:00:00.000","2019","August","N","Final","12970","12190","790","0.061"
"County","Glenn County","2019-07-01T00:00:00.000","2019","July","N","Final","12930","12100","840","0.065"
"County","Glenn County","2019-06-01T00:00:00.000","2019","June","N","Final","12930","12120","810","0.063"
"County","Glenn County","2019-05-01T00:00:00.000","2019","May","N","Final","12910","12170","740","0.058"
"County","Glenn County","2019-04-01T00:00:00.000","2019","April","N","Final","12920","12090","830","0.064"
"County","Glenn County","2019-03-01T00:00:00.000","2019","March","N","Final","13040","12040","1000","0.077"
"County","Glenn County","2019-02-01T00:00:00.000","2019","February","N","Final","13120","12110","1020","0.077"
"County","Glenn County","2019-01-01T00:00:00.000","2019","January","N","Final","12940","11880","1060","0.082"
"County","Glenn County","2018-12-01T00:00:00.000","2018","December","N","Final","12830","11950","880","0.068"
"County","Glenn County","2018-11-01T00:00:00.000","2018","November","N","Final","12660","11950","700","0.056"
"County","Glenn County","2018-10-01T00:00:00.000","2018","October","N","Final","13140","12490","660","0.05"
