"area_type","area_name","year","quarter","industry_name","standard_occupational_code","occupational_title","wage_type","number_of_employed","mean_wage","_10th_percentile_wage","_25th_percentile_wage","_50th_percentile_median_wage","_75th_percentile_wage","_90th_percentile_wage","mean_relative_standard_error_for_wage"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","132011","Accountants and Auditors","Annual wage or salary","620","96914.39","61921.82","66772.17","83568.19","107552.21","147765.86","2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","132011","Accountants and Auditors","Hourly wage","620","46.6","29.77","32.1","40.18","51.71","71.04","2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","113012","Administrative Services Managers","Annual wage or salary","230","104874.73","49059.63","63384.13","97120.35","130228.39","169412.24","1.7"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","113012","Administrative Services Managers","Hourly wage","230","50.42","23.58","30.47","46.69","62.61","81.45","1.7"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","413011","Advertising Sales Agents","Annual wage or salary","20","57456.76","31363.73","35019.88","45592.51","63810.76","108924.11","7.9"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","413011","Advertising Sales Agents","Hourly wage","20","27.62","15.08","16.83","21.92","30.68","52.36","7.9"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","493011","Aircraft Mechanics and Service Technicians","Annual wage or salary","10","74550","49792.99","62367.82","79891.98","84675.99","101332.2","3.6"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","493011","Aircraft Mechanics and Service Technicians","Hourly wage","10","35.84","23.94","29.99","38.41","40.71","48.72","3.6"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","393091","Amusement and Recreation Attendants","Annual wage or salary","400","34508.24","31544.6","32631.98","32962.46","37279.99","37279.99","1.4"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","393091","Amusement and Recreation Attendants","Hourly wage","400","16.59","15.16","15.68","15.85","17.92","17.92","1.4"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","392021","Animal Caretakers","Annual wage or salary","210","38484.63","31725.83","32173.58","33015.76","39017.66","49454.35","1.8"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","392021","Animal Caretakers","Hourly wage","210","18.51","15.26","15.47","15.87","18.76","23.77","1.8"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","193091","Anthropologists and Archeologists","Annual wage or salary","40","82164.49","52037.85","52182.89","66541.74","106727.85","132596.56","11.4"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","193091","Anthropologists and Archeologists","Hourly wage","40","39.5","25.02","25.09","31.99","51.31","63.75","11.4"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","171011","Architects, Except Landscape and Naval","Annual wage or salary","30","83065.8","50608.19","62729.29","78932.19","99828.14","130296.65","6.5"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","171011","Architects, Except Landscape and Naval","Hourly wage","30","39.94","24.34","30.16","37.95","48","62.65","6.5"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","173011","Architectural and Civil Drafters","Annual wage or salary","40","72778.41","41501.82","63879.24","71214.06","81926.21","104500.47","4.2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","173011","Architectural and Civil Drafters","Hourly wage","40","34.99","19.95","30.72","34.24","39.39","50.25","4.2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","119041","Architectural and Engineering Managers","Annual wage or salary","110","175385.07","91878.67","134955.16","168948.83",,,"3.1"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","119041","Architectural and Engineering Managers","Hourly wage","110","84.32","44.17","64.89","81.23",,,"3.1"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","170000","Architecture and Engineering Occupations","Annual wage or salary","1150","107680.96","56938.09","77937.64","102915.4","131684.88","168628.34","1.3"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","170000","Architecture and Engineering Occupations","Hourly wage","1150","51.77","27.37","37.47","49.48","63.31","81.08","1.3"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","271011","Art Directors","Annual wage or salary","20","110457.42","63091.88","102915.4","102915.4","127054","168628.34","4.1"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","271011","Art Directors","Hourly wage","20","53.1","30.33","49.48","49.48","61.08","81.08","4.1"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","270000","Arts, Design, Entertainment, Sports, and Media Occupations","Annual wage or salary","1100","70934.34","32778.77","39740.64","62832.89","83604.52","108302.55","1.6"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","270000","Arts, Design, Entertainment, Sports, and Media Occupations","Hourly wage","1100","34.1","15.76","19.1","30.21","40.2","52.07","1.6"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","274011","Audio and Video Technicians","Annual wage or salary","20","50805.02","32219.34","35720.99","49634.35","53529.68","64407.59","11"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","274011","Audio and Video Technicians","Hourly wage","20","24.43","15.49","17.18","23.86","25.73","30.97","11"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","536031","Automotive and Watercraft Service Attendants","Annual wage or salary","20","35258.37","31802.9","31802.9","32422.57","37873.6","40152.74","2.3"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","536031","Automotive and Watercraft Service Attendants","Hourly wage","20","16.95","15.29","15.29","15.59","18.21","19.3","2.3"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","493021","Automotive Body and Related Repairers","Annual wage or salary","80","61985.51","38778.4","48666.74","63225.43","64155.36","83828.71","3.5"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","493021","Automotive Body and Related Repairers","Hourly wage","80","29.8","18.64","23.4","30.4","30.84","40.31","3.5"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","493023","Automotive Service Technicians and Mechanics","Annual wage or salary","380","56622.87","38137.78","39698","50526.61","64630.67","79509.67","2.1"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","493023","Automotive Service Technicians and Mechanics","Hourly wage","380","27.23","18.33","19.08","24.29","31.07","38.22","2.1"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","513011","Bakers","Annual wage or salary","230","38815.67","30960.98","32708.78","38077.02","39845.62","48709.45","1.4"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","513011","Bakers","Hourly wage","230","18.66","14.89","15.73","18.31","19.16","23.42","1.4"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","353011","Bartenders","Annual wage or salary","300","39998.43","31523.28","32130.94","33324.92","39241.53","51661.09","5.8"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","353011","Bartenders","Hourly wage","300","19.23","15.15","15.45","16.02","18.87","24.84","5.8"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","493091","Bicycle Repairers","Annual wage or salary","50","40462.62","30553.62","33178.11","36195.24","45029.65","60745.59","2.9"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","493091","Bicycle Repairers","Hourly wage","50","19.46","14.69","15.95","17.4","21.65","29.2","2.9"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","433011","Bill and Account Collectors","Annual wage or salary","120","51003.35","34526.15","39824.25","49639.79","56197.37","64847.12","3.2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","433011","Bill and Account Collectors","Hourly wage","120","24.52","16.6","19.15","23.87","27.02","31.17","3.2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","433021","Billing and Posting Clerks","Annual wage or salary","350","50930.49","38283.74","40896.36","49650.2","53751.29","67095.43","1.3"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","433021","Billing and Posting Clerks","Hourly wage","350","24.49","18.4","19.66","23.88","25.85","32.26","1.3"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","191021","Biochemists and Biophysicists","Annual wage or salary","40","107618.8","67090.81","85282.82","100677.66","123583.43","155958.17","5.2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","191021","Biochemists and Biophysicists","Hourly wage","40","51.74","32.25","41","48.4","59.41","74.99","5.2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","191029","Biological Scientists, All Other","Annual wage or salary","130","94907.18","53291.4","68251.12","85376.06","107194.04","144955.94","6.3"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","191029","Biological Scientists, All Other","Hourly wage","130","45.63","25.62","32.81","41.05","51.54","69.69","6.3"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","194021","Biological Technicians","Annual wage or salary","50","56306.14","45055.27","46277.74","50183.43","62138.77","75461.62","3.2"
"Metropolitan Area","Santa Cruz-Watsonville MSA","2022","1st Qrt","Total, All Industries","194021","Biological Technicians","Hourly wage","50","27.07","21.66","22.25","24.13","29.88","36.28","3.2"
