"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"Metropolitan Area","Fresno MSA","2022-07-01T00:00:00.000","2022","July","N","Preliminary","455900","430200","25700","0.056"
"Metropolitan Area","Fresno MSA","2022-06-01T00:00:00.000","2022","June","N","Final","452400","425900","26500","0.059"
"Metropolitan Area","Fresno MSA","2022-05-01T00:00:00.000","2022","May","N","Final","454700","430800","23900","0.053"
"Metropolitan Area","Fresno MSA","2022-04-01T00:00:00.000","2022","April","N","Final","453600","426000","27600","0.061"
"Metropolitan Area","Fresno MSA","2022-03-01T00:00:00.000","2022","March","N","Final","453900","422500","31400","0.069"
"Metropolitan Area","Fresno MSA","2022-02-01T00:00:00.000","2022","February","N","Final","455700","420700","35000","0.077"
"Metropolitan Area","Fresno MSA","2022-01-01T00:00:00.000","2022","January","N","Final","450000","413400","36700","0.081"
"Metropolitan Area","Fresno MSA","2021-12-01T00:00:00.000","2021","December","N","Final","443800","413100","30700","0.069"
"Metropolitan Area","Fresno MSA","2021-11-01T00:00:00.000","2021","November","N","Final","444000","412500","31500","0.071"
"Metropolitan Area","Fresno MSA","2021-10-01T00:00:00.000","2021","October","N","Final","443900","410500","33400","0.075"
"Metropolitan Area","Fresno MSA","2021-09-01T00:00:00.000","2021","September","N","Final","447100","413300","33800","0.076"
"Metropolitan Area","Fresno MSA","2021-08-01T00:00:00.000","2021","August","N","Final","444900","405900","39000","0.088"
"Metropolitan Area","Fresno MSA","2021-07-01T00:00:00.000","2021","July","N","Final","447500","405300","42200","0.094"
"Metropolitan Area","Fresno MSA","2021-06-01T00:00:00.000","2021","June","N","Final","447800","403000","44700","0.1"
"Metropolitan Area","Fresno MSA","2021-05-01T00:00:00.000","2021","May","N","Final","445400","404200","41200","0.093"
"Metropolitan Area","Fresno MSA","2021-04-01T00:00:00.000","2021","April","N","Final","441000","395000","46000","0.104"
"Metropolitan Area","Fresno MSA","2021-03-01T00:00:00.000","2021","March","N","Final","438200","389200","49000","0.112"
"Metropolitan Area","Fresno MSA","2021-02-01T00:00:00.000","2021","February","N","Final","440300","391000","49300","0.112"
"Metropolitan Area","Fresno MSA","2021-01-01T00:00:00.000","2021","January","N","Final","436800","388700","48100","0.11"
"Metropolitan Area","Fresno MSA","2020-12-01T00:00:00.000","2020","December","N","Final","432900","386900","46000","0.106"
"Metropolitan Area","Fresno MSA","2020-11-01T00:00:00.000","2020","November","N","Final","433000","389300","43700","0.101"
"Metropolitan Area","Fresno MSA","2020-10-01T00:00:00.000","2020","October","N","Final","435700","393100","42700","0.098"
"Metropolitan Area","Fresno MSA","2020-09-01T00:00:00.000","2020","September","N","Final","441200","394800","46400","0.105"
"Metropolitan Area","Fresno MSA","2020-08-01T00:00:00.000","2020","August","N","Final","441200","391600","49600","0.112"
"Metropolitan Area","Fresno MSA","2020-07-01T00:00:00.000","2020","July","N","Final","444000","384300","59700","0.134"
"Metropolitan Area","Fresno MSA","2020-06-01T00:00:00.000","2020","June","N","Final","451200","389400","61800","0.137"
"Metropolitan Area","Fresno MSA","2020-05-01T00:00:00.000","2020","May","N","Final","441800","371400","70300","0.159"
"Metropolitan Area","Fresno MSA","2020-04-01T00:00:00.000","2020","April","N","Final","442400","367400","75000","0.17"
