"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2022-07-01T00:00:00.000","2022","July","N","Preliminary","2169500","2084000","85500","0.039"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2022-06-01T00:00:00.000","2022","June","N","Final","2151100","2065200","85900","0.04"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2022-05-01T00:00:00.000","2022","May","N","Final","2153900","2081100","72800","0.034"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2022-04-01T00:00:00.000","2022","April","N","Final","2160000","2078200","81800","0.038"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2022-03-01T00:00:00.000","2022","March","N","Final","2186500","2092500","94100","0.043"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2022-02-01T00:00:00.000","2022","February","N","Final","2180300","2071400","108900","0.05"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2022-01-01T00:00:00.000","2022","January","N","Final","2165300","2042500","122800","0.057"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-12-01T00:00:00.000","2021","December","N","Final","2155000","2048300","106700","0.05"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-11-01T00:00:00.000","2021","November","N","Final","2156200","2040600","115600","0.054"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-10-01T00:00:00.000","2021","October","N","Final","2138800","2008400","130400","0.061"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-09-01T00:00:00.000","2021","September","N","Final","2117000","1981200","135800","0.064"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-08-01T00:00:00.000","2021","August","N","Final","2112600","1954300","158300","0.075"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-07-01T00:00:00.000","2021","July","N","Final","2122900","1953300","169600","0.08"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-06-01T00:00:00.000","2021","June","N","Final","2107300","1930000","177300","0.084"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-05-01T00:00:00.000","2021","May","N","Final","2097800","1939700","158000","0.075"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-04-01T00:00:00.000","2021","April","N","Final","2091900","1920200","171700","0.082"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-03-01T00:00:00.000","2021","March","N","Final","2108000","1929100","178900","0.085"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-02-01T00:00:00.000","2021","February","N","Final","2112800","1928100","184700","0.087"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2021-01-01T00:00:00.000","2021","January","N","Final","2097900","1908500","189400","0.09"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-12-01T00:00:00.000","2020","December","N","Final","2104500","1914900","189600","0.09"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-11-01T00:00:00.000","2020","November","N","Final","2106500","1917000","189500","0.09"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-10-01T00:00:00.000","2020","October","N","Final","2099300","1903500","195700","0.093"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-09-01T00:00:00.000","2020","September","N","Final","2082500","1864600","217900","0.105"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-08-01T00:00:00.000","2020","August","N","Final","2081000","1848600","232400","0.112"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-07-01T00:00:00.000","2020","July","N","Final","2099800","1820600","279200","0.133"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-06-01T00:00:00.000","2020","June","N","Final","2103000","1818800","284200","0.135"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-05-01T00:00:00.000","2020","May","N","Final","2025600","1709900","315700","0.156"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-04-01T00:00:00.000","2020","April","N","Final","2021500","1719000","302500","0.15"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-03-01T00:00:00.000","2020","March","N","Final","2103300","1982300","121000","0.058"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-02-01T00:00:00.000","2020","February","N","Final","2123800","2041000","82900","0.039"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2020-01-01T00:00:00.000","2020","January","N","Final","2112900","2026100","86800","0.041"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-12-01T00:00:00.000","2019","December","N","Final","2113600","2035800","77800","0.037"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-11-01T00:00:00.000","2019","November","N","Final","2113300","2033100","80300","0.038"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-10-01T00:00:00.000","2019","October","N","Final","2094200","2010800","83400","0.04"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-09-01T00:00:00.000","2019","September","N","Final","2070900","1990800","80100","0.039"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-08-01T00:00:00.000","2019","August","N","Final","2061800","1969900","91800","0.045"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-07-01T00:00:00.000","2019","July","N","Final","2072300","1977000","95300","0.046"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-06-01T00:00:00.000","2019","June","N","Final","2055300","1966900","88400","0.043"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-05-01T00:00:00.000","2019","May","N","Final","2047900","1974700","73300","0.036"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-04-01T00:00:00.000","2019","April","N","Final","2047600","1973000","74700","0.036"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-03-01T00:00:00.000","2019","March","N","Final","2072200","1984000","88200","0.043"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-02-01T00:00:00.000","2019","February","N","Final","2071900","1984700","87300","0.042"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2019-01-01T00:00:00.000","2019","January","N","Final","2072800","1975600","97100","0.047"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-12-01T00:00:00.000","2018","December","N","Final","2070900","1985600","85300","0.041"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-11-01T00:00:00.000","2018","November","N","Final","2072900","1989600","83300","0.04"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-10-01T00:00:00.000","2018","October","N","Final","2058500","1971300","87200","0.042"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-09-01T00:00:00.000","2018","September","N","Final","2043600","1958300","85300","0.042"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-08-01T00:00:00.000","2018","August","N","Final","2027600","1933200","94400","0.047"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-07-01T00:00:00.000","2018","July","N","Final","2048700","1952300","96400","0.047"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-06-01T00:00:00.000","2018","June","N","Final","2037900","1944000","93900","0.046"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-05-01T00:00:00.000","2018","May","N","Final","2030000","1955400","74500","0.037"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-04-01T00:00:00.000","2018","April","N","Final","2026400","1946100","80300","0.04"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-03-01T00:00:00.000","2018","March","N","Final","2044600","1955600","89000","0.044"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-02-01T00:00:00.000","2018","February","N","Final","2044100","1951400","92600","0.045"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2018-01-01T00:00:00.000","2018","January","N","Final","2035200","1939300","95900","0.047"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-12-01T00:00:00.000","2017","December","N","Final","2031500","1943800","87700","0.043"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-11-01T00:00:00.000","2017","November","N","Final","2041800","1949700","92200","0.045"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-10-01T00:00:00.000","2017","October","N","Final","2023500","1927500","96000","0.047"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-09-01T00:00:00.000","2017","September","N","Final","2023600","1923200","100400","0.05"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-08-01T00:00:00.000","2017","August","N","Final","2007400","1894600","112800","0.056"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-07-01T00:00:00.000","2017","July","N","Final","2012700","1898000","114700","0.057"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-06-01T00:00:00.000","2017","June","N","Final","1999500","1890800","108800","0.054"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-05-01T00:00:00.000","2017","May","N","Final","1993600","1900100","93400","0.047"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-04-01T00:00:00.000","2017","April","N","Final","1991500","1893700","97800","0.049"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-03-01T00:00:00.000","2017","March","N","Final","2013800","1905900","107900","0.054"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-02-01T00:00:00.000","2017","February","N","Final","2007300","1895100","112200","0.056"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2017-01-01T00:00:00.000","2017","January","N","Final","2008900","1891600","117300","0.058"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-12-01T00:00:00.000","2016","December","N","Final","1998000","1892300","105800","0.053"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-11-01T00:00:00.000","2016","November","N","Final","2002800","1892600","110200","0.055"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-10-01T00:00:00.000","2016","October","N","Final","1995000","1876000","119000","0.06"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-09-01T00:00:00.000","2016","September","N","Final","1986400","1864400","122100","0.061"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-08-01T00:00:00.000","2016","August","N","Final","1976000","1847700","128200","0.065"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-07-01T00:00:00.000","2016","July","N","Final","1979200","1847500","131700","0.067"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-06-01T00:00:00.000","2016","June","N","Final","1972100","1845500","126600","0.064"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-05-01T00:00:00.000","2016","May","N","Final","1965200","1859200","105900","0.054"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-04-01T00:00:00.000","2016","April","N","Final","1966400","1853600","112800","0.057"
"Metropolitan Area","Riverside-San Bernardino-Ontario MSA","2016-03-01T00:00:00.000","2016","March","N","Final","1986000","1865600","120400","0.061"
