"area_type","area_name","year","month","date","series_code","industry_title","seasonally_adjusted","current_employment"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","0","Total Nonfarm","N","7650"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","1000000","Total Wage and Salary","N","9750"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","5000000","Total Private","N","5470"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","6000000","Goods Producing","N","1180"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","7000000","Service Providing","N","6470"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","8000000","Private Service Providing","N","4290"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","11000000","Total Farm","N","2100"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","15000000","Natural Resources, Mining and Constructi","N","370"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","30000000","Manufacturing","N","820"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","31000000","Durable Goods","N","560"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","32000000","Nondurable Goods","N","260"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","40000000","Trade, Transportation and Utilities","N","1910"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","41000000","Wholesale Trade","N","350"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","42000000","Retail Trade","N","990"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","43000000","Transportation, Warehousing and Utilitie","N","570"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","55000000","Financial Activities","N","150"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","60000000","Professional and Business Services","N","240"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","65000000","Educational and Health Services","N","1020"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","70000000","Leisure and Hospitality","N","810"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","90000000","Government","N","2180"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","90910000","Federal Government","N","180"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","90920000","State Government","N","60"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","90930000","Local Government","N","1940"
"County","Glenn County","2022","July","2022-07-01T00:00:00.000","90940000","State and Local Government","N","2000"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","0","Total Nonfarm","N","7600"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","1000000","Total Wage and Salary","N","9700"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","5000000","Total Private","N","5420"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","6000000","Goods Producing","N","1170"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","7000000","Service Providing","N","6430"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","8000000","Private Service Providing","N","4250"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","11000000","Total Farm","N","2100"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","15000000","Natural Resources, Mining and Constructi","N","370"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","30000000","Manufacturing","N","800"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","31000000","Durable Goods","N","540"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","32000000","Nondurable Goods","N","270"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","40000000","Trade, Transportation and Utilities","N","1910"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","41000000","Wholesale Trade","N","360"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","42000000","Retail Trade","N","1000"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","43000000","Transportation, Warehousing and Utilitie","N","560"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","55000000","Financial Activities","N","150"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","60000000","Professional and Business Services","N","240"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","65000000","Educational and Health Services","N","1000"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","70000000","Leisure and Hospitality","N","810"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","90000000","Government","N","2180"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","90910000","Federal Government","N","180"
"County","Glenn County","2022","June","2022-06-01T00:00:00.000","90920000","State Government","N","60"
