"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"County","Imperial County","2022-07-01T00:00:00.000","2022","July","N","Preliminary","67700","58100","9600","0.142"
"County","Imperial County","2022-06-01T00:00:00.000","2022","June","N","Final","69100","59900","9200","0.133"
"County","Imperial County","2022-05-01T00:00:00.000","2022","May","N","Final","68800","60800","7900","0.115"
"County","Imperial County","2022-04-01T00:00:00.000","2022","April","N","Final","67700","59700","8000","0.118"
"County","Imperial County","2022-03-01T00:00:00.000","2022","March","N","Final","69400","60700","8700","0.126"
"County","Imperial County","2022-02-01T00:00:00.000","2022","February","N","Final","70700","60700","9900","0.141"
"County","Imperial County","2022-01-01T00:00:00.000","2022","January","N","Final","70900","59900","11000","0.156"
"County","Imperial County","2021-12-01T00:00:00.000","2021","December","N","Final","69500","59800","9700","0.14"
"County","Imperial County","2021-11-01T00:00:00.000","2021","November","N","Final","69800","59300","10500","0.151"
"County","Imperial County","2021-10-01T00:00:00.000","2021","October","N","Final","70200","58300","11800","0.169"
"County","Imperial County","2021-09-01T00:00:00.000","2021","September","N","Final","69900","57600","12300","0.176"
"County","Imperial County","2021-08-01T00:00:00.000","2021","August","N","Final","69800","56300","13600","0.194"
"County","Imperial County","2021-07-01T00:00:00.000","2021","July","N","Final","69100","55300","13800","0.199"
"County","Imperial County","2021-06-01T00:00:00.000","2021","June","N","Final","70200","57000","13200","0.188"
"County","Imperial County","2021-05-01T00:00:00.000","2021","May","N","Final","68500","56900","11700","0.17"
"County","Imperial County","2021-04-01T00:00:00.000","2021","April","N","Final","67800","55900","11900","0.176"
"County","Imperial County","2021-03-01T00:00:00.000","2021","March","N","Final","68000","56300","11700","0.172"
"County","Imperial County","2021-02-01T00:00:00.000","2021","February","N","Final","68200","56300","11900","0.174"
"County","Imperial County","2021-01-01T00:00:00.000","2021","January","N","Final","67900","56200","11800","0.173"
"County","Imperial County","2020-12-01T00:00:00.000","2020","December","N","Final","67200","55200","12100","0.18"
"County","Imperial County","2020-11-01T00:00:00.000","2020","November","N","Final","68100","55400","12600","0.186"
"County","Imperial County","2020-10-01T00:00:00.000","2020","October","N","Final","67900","54500","13400","0.197"
"County","Imperial County","2020-09-01T00:00:00.000","2020","September","N","Final","69300","54300","15000","0.217"
"County","Imperial County","2020-08-01T00:00:00.000","2020","August","N","Final","69900","53300","16600","0.238"
"County","Imperial County","2020-07-01T00:00:00.000","2020","July","N","Final","71200","51600","19600","0.276"
"County","Imperial County","2020-06-01T00:00:00.000","2020","June","N","Final","73300","53900","19300","0.264"
"County","Imperial County","2020-05-01T00:00:00.000","2020","May","N","Final","73400","52800","20600","0.281"
"County","Imperial County","2020-04-01T00:00:00.000","2020","April","N","Final","73700","53200","20500","0.278"
"County","Imperial County","2020-03-01T00:00:00.000","2020","March","N","Final","76900","58600","18300","0.238"
"County","Imperial County","2020-02-01T00:00:00.000","2020","February","N","Final","73500","60400","13100","0.179"
"County","Imperial County","2020-01-01T00:00:00.000","2020","January","N","Final","74000","59500","14500","0.196"
"County","Imperial County","2019-12-01T00:00:00.000","2019","December","N","Final","74600","59100","15600","0.208"
"County","Imperial County","2019-11-01T00:00:00.000","2019","November","N","Final","75600","58900","16700","0.22"
"County","Imperial County","2019-10-01T00:00:00.000","2019","October","N","Final","75400","58000","17400","0.231"
"County","Imperial County","2019-09-01T00:00:00.000","2019","September","N","Final","74800","57900","16800","0.225"
"County","Imperial County","2019-08-01T00:00:00.000","2019","August","N","Final","75500","56600","18900","0.251"
"County","Imperial County","2019-07-01T00:00:00.000","2019","July","N","Final","72800","56300","16500","0.227"
"County","Imperial County","2019-06-01T00:00:00.000","2019","June","N","Final","74300","58900","15400","0.207"
"County","Imperial County","2019-05-01T00:00:00.000","2019","May","N","Final","72800","59000","13700","0.189"
"County","Imperial County","2019-04-01T00:00:00.000","2019","April","N","Final","70400","58100","12300","0.175"
"County","Imperial County","2019-03-01T00:00:00.000","2019","March","N","Final","72600","59500","13200","0.181"
"County","Imperial County","2019-02-01T00:00:00.000","2019","February","N","Final","72700","59200","13400","0.185"
"County","Imperial County","2019-01-01T00:00:00.000","2019","January","N","Final","73600","58800","14800","0.201"
"County","Imperial County","2018-12-01T00:00:00.000","2018","December","N","Final","71700","58200","13500","0.188"
"County","Imperial County","2018-11-01T00:00:00.000","2018","November","N","Final","72200","58400","13900","0.192"
"County","Imperial County","2018-10-01T00:00:00.000","2018","October","N","Final","71900","57300","14600","0.203"
"County","Imperial County","2018-09-01T00:00:00.000","2018","September","N","Final","71100","56400","14600","0.206"
"County","Imperial County","2018-08-01T00:00:00.000","2018","August","N","Final","72000","56100","15900","0.221"
"County","Imperial County","2018-07-01T00:00:00.000","2018","July","N","Final","70200","55600","14500","0.207"
"County","Imperial County","2018-06-01T00:00:00.000","2018","June","N","Final","72100","58600","13500","0.188"
"County","Imperial County","2018-05-01T00:00:00.000","2018","May","N","Final","70500","58600","11900","0.169"
"County","Imperial County","2018-04-01T00:00:00.000","2018","April","N","Final","68900","57700","11300","0.164"
"County","Imperial County","2018-03-01T00:00:00.000","2018","March","N","Final","70700","58400","12200","0.173"
"County","Imperial County","2018-02-01T00:00:00.000","2018","February","N","Final","71100","58800","12400","0.174"
"County","Imperial County","2018-01-01T00:00:00.000","2018","January","N","Final","71400","58600","12800","0.179"
"County","Imperial County","2017-12-01T00:00:00.000","2017","December","N","Final","71000","58600","12500","0.176"
"County","Imperial County","2017-11-01T00:00:00.000","2017","November","N","Final","71600","57900","13600","0.191"
"County","Imperial County","2017-10-01T00:00:00.000","2017","October","N","Final","72100","57700","14300","0.199"
"County","Imperial County","2017-09-01T00:00:00.000","2017","September","N","Final","72000","56800","15200","0.211"
"County","Imperial County","2017-08-01T00:00:00.000","2017","August","N","Final","72000","55600","16400","0.227"
"County","Imperial County","2017-07-01T00:00:00.000","2017","July","N","Final","70400","55400","15000","0.213"
"County","Imperial County","2017-06-01T00:00:00.000","2017","June","N","Final","72300","58200","14200","0.196"
"County","Imperial County","2017-05-01T00:00:00.000","2017","May","N","Final","72100","58900","13200","0.183"
"County","Imperial County","2017-04-01T00:00:00.000","2017","April","N","Final","70900","58000","12800","0.181"
"County","Imperial County","2017-03-01T00:00:00.000","2017","March","N","Final","72400","58700","13700","0.189"
"County","Imperial County","2017-02-01T00:00:00.000","2017","February","N","Final","73400","59400","14000","0.191"
"County","Imperial County","2017-01-01T00:00:00.000","2017","January","N","Final","74500","59400","15100","0.203"
"County","Imperial County","2016-12-01T00:00:00.000","2016","December","N","Final","74600","58600","16000","0.215"
"County","Imperial County","2016-11-01T00:00:00.000","2016","November","N","Final","75700","58100","17600","0.233"
"County","Imperial County","2016-10-01T00:00:00.000","2016","October","N","Final","76400","57100","19300","0.253"
"County","Imperial County","2016-09-01T00:00:00.000","2016","September","N","Final","76600","56300","20300","0.265"
"County","Imperial County","2016-08-01T00:00:00.000","2016","August","N","Final","76100","54900","21200","0.279"
"County","Imperial County","2016-07-01T00:00:00.000","2016","July","N","Final","75500","54500","21100","0.279"
