"area_type","area_name","date","year","month","seasonally_adjusted_y_n","status_preliminary_final","labor_force","employment","unemployment","unemployment_rate"
"County","San Bernardino County","2022-07-01T00:00:00.000","2022","July","N","Preliminary","1012000","972400","39700","0.039"
"County","San Bernardino County","2022-06-01T00:00:00.000","2022","June","N","Final","1003000","962900","40100","0.04"
"County","San Bernardino County","2022-05-01T00:00:00.000","2022","May","N","Final","1005200","971000","34100","0.034"
"County","San Bernardino County","2022-04-01T00:00:00.000","2022","April","N","Final","1008500","970100","38400","0.038"
"County","San Bernardino County","2022-03-01T00:00:00.000","2022","March","N","Final","1020500","976200","44300","0.043"
"County","San Bernardino County","2022-02-01T00:00:00.000","2022","February","N","Final","1017800","966400","51300","0.05"
"County","San Bernardino County","2022-01-01T00:00:00.000","2022","January","N","Final","1010600","952700","57900","0.057"
"County","San Bernardino County","2021-12-01T00:00:00.000","2021","December","N","Final","1006000","955700","50300","0.05"
"County","San Bernardino County","2021-11-01T00:00:00.000","2021","November","N","Final","1006200","951800","54500","0.054"
"County","San Bernardino County","2021-10-01T00:00:00.000","2021","October","N","Final","997800","936600","61300","0.061"
"County","San Bernardino County","2021-09-01T00:00:00.000","2021","September","N","Final","987700","924100","63600","0.064"
"County","San Bernardino County","2021-08-01T00:00:00.000","2021","August","N","Final","985800","911900","73900","0.075"
"County","San Bernardino County","2021-07-01T00:00:00.000","2021","July","N","Final","990600","911100","79500","0.08"
"County","San Bernardino County","2021-06-01T00:00:00.000","2021","June","N","Final","983500","900000","83500","0.085"
"County","San Bernardino County","2021-05-01T00:00:00.000","2021","May","N","Final","979500","904900","74700","0.076"
"County","San Bernardino County","2021-04-01T00:00:00.000","2021","April","N","Final","976800","895900","80900","0.083"
"County","San Bernardino County","2021-03-01T00:00:00.000","2021","March","N","Final","984200","899700","84500","0.086"
"County","San Bernardino County","2021-02-01T00:00:00.000","2021","February","N","Final","986400","899500","87000","0.088"
"County","San Bernardino County","2021-01-01T00:00:00.000","2021","January","N","Final","978600","890000","88600","0.091"
"County","San Bernardino County","2020-12-01T00:00:00.000","2020","December","N","Final","983000","893400","89600","0.091"
"County","San Bernardino County","2020-11-01T00:00:00.000","2020","November","N","Final","983900","894200","89700","0.091"
"County","San Bernardino County","2020-10-01T00:00:00.000","2020","October","N","Final","979900","887800","92100","0.094"
"County","San Bernardino County","2020-09-01T00:00:00.000","2020","September","N","Final","970700","869800","100900","0.104"
"County","San Bernardino County","2020-08-01T00:00:00.000","2020","August","N","Final","969200","862400","106800","0.11"
"County","San Bernardino County","2020-07-01T00:00:00.000","2020","July","N","Final","975800","848500","127300","0.13"
"County","San Bernardino County","2020-06-01T00:00:00.000","2020","June","N","Final","975700","847500","128200","0.131"
"County","San Bernardino County","2020-05-01T00:00:00.000","2020","May","N","Final","934500","797100","137400","0.147"
"County","San Bernardino County","2020-04-01T00:00:00.000","2020","April","N","Final","932700","801900","130800","0.14"
"County","San Bernardino County","2020-03-01T00:00:00.000","2020","March","N","Final","979000","924700","54300","0.055"
"County","San Bernardino County","2020-02-01T00:00:00.000","2020","February","N","Final","989000","952000","37000","0.037"
"County","San Bernardino County","2020-01-01T00:00:00.000","2020","January","N","Final","983400","944600","38800","0.039"
"County","San Bernardino County","2019-12-01T00:00:00.000","2019","December","N","Final","985500","951000","34500","0.035"
"County","San Bernardino County","2019-11-01T00:00:00.000","2019","November","N","Final","985000","949500","35500","0.036"
"County","San Bernardino County","2019-10-01T00:00:00.000","2019","October","N","Final","975500","939200","36400","0.037"
"County","San Bernardino County","2019-09-01T00:00:00.000","2019","September","N","Final","964900","930200","34700","0.036"
"County","San Bernardino County","2019-08-01T00:00:00.000","2019","August","N","Final","960500","920500","40000","0.042"
"County","San Bernardino County","2019-07-01T00:00:00.000","2019","July","N","Final","965400","922600","42900","0.044"
"County","San Bernardino County","2019-06-01T00:00:00.000","2019","June","N","Final","957500","917500","39900","0.042"
"County","San Bernardino County","2019-05-01T00:00:00.000","2019","May","N","Final","954800","921800","33000","0.035"
"County","San Bernardino County","2019-04-01T00:00:00.000","2019","April","N","Final","954800","921400","33500","0.035"
"County","San Bernardino County","2019-03-01T00:00:00.000","2019","March","N","Final","965700","926100","39600","0.041"
"County","San Bernardino County","2019-02-01T00:00:00.000","2019","February","N","Final","965800","926700","39100","0.04"
"County","San Bernardino County","2019-01-01T00:00:00.000","2019","January","N","Final","965700","922200","43500","0.045"
