"the_geom","type","longitude","latitude"
"MULTIPOLYGON (((-113.140425245291 53.559835469079474, -113.14040600312741 53.55983913464605, -113.1403676537315 53.55983980977655, -113.14031174549447 53.55983988332505, -113.14018149625771 53.559843227222, -113.1401575688628 53.55984162821274, -113.14014802488586 53.55983965812789, -113.14014091437863 53.55983580226282, -113.14014101078273 53.559831048367215, -113.14015074758156 53.55982350976291, -113.14017244399328 53.55981700876721, -113.140192503753 53.55981239747875, -113.1402212706019 53.559811653524214, -113.14024998926308 53.559813286061384, -113.14027320512376 53.5598105998197, -113.14031474917218 53.55980994768072, -113.14038019018734 53.55981232038514, -113.14040890885552 53.55981395288419, -113.14042082030045 53.55981736696753, -113.14042864238623 53.55982550714916, -113.1404293346534 53.55983074298019, -113.140425245291 53.559835469079474)))","Shrub Bed","-113.14028512451603","53.559826587451354"
"MULTIPOLYGON (((-113.29607047642305 53.54644195945279, -113.29604640369337 53.5464492357897, -113.29603842145738 53.54643409664466, -113.29602774045931 53.54641620264916, -113.29601536662177 53.546395034935216, -113.29600551787317 53.546372086660156, -113.29600163983751 53.546356748815995, -113.29600081298165 53.54633629427275, -113.29600033108031 53.54630514470219, -113.29600021942122 53.54627041365272, -113.29600348870652 53.54625378973451, -113.29601053285495 53.54625026461472, -113.29601854612024 53.54624852894066, -113.29603821013049 53.546250160643424, -113.29603956824297 53.54631024972675, -113.29603804907165 53.546351974047084, -113.29604112578734 53.54638477975311, -113.29607047642305 53.54644195945279)))","Shrub Bed","-113.29603534792213","53.54634888236518"
"MULTIPOLYGON (((-113.31916641560503 53.54062721823135, -113.31917699507837 53.54066436858546, -113.31919073742341 53.54070343930147, -113.3191806400563 53.540735716498304, -113.31915150416579 53.54074732151611, -113.31914179023079 53.54077487959604, -113.31910710058334 53.54080024934163, -113.31908307092985 53.54082521968506, -113.31907157283375 53.54084531632718, -113.31905301464174 53.540853750147505, -113.31903382148928 53.54090419305784, -113.31900907166616 53.54091828880159, -113.31896287019663 53.54092304803386, -113.31891817000106 53.5409103108775, -113.31887779483807 53.540890908186896, -113.3188229015268 53.540879183183826, -113.31872154300808 53.540877654179255, -113.31866268017036 53.54087845557626, -113.31857278526863 53.5408838867906, -113.3185016847319 53.54089953080845, -113.31840390838123 53.540911380683376, -113.31823645847624 53.54094102925225, -113.31817199636102 53.540955963275536, -113.31809596104499 53.540959210450275, -113.31802013863992 53.54094442279076, -113.31792773152779 53.54095709187526, -113.31786945828529 53.540970758049006, -113.31769934441303 53.5409754937846, -113.3173490264954 53.54097581300012, -113.31671743748585 53.54097184929951, -113.31626953639413 53.54097535227366, -113.31611752179384 53.54097797146761, -113.31581361981391 53.54097737443006, -113.3155085492843 53.54097599173546, -113.31483155133284 53.54097635455037, -113.31404386393226 53.54097183903574, -113.31377406527726 53.54097496755614, -113.31207946292278 53.54096608710453, -113.3109670502105 53.54096789265279, -113.31096741128582 53.54092410365461, -113.31206942744453 53.540926468059496, -113.31211203234204 53.54092455557038, -113.31239630989509 53.54092433568663, -113.3126028636026 53.540926339966255, -113.31271321837055 53.540935096769125, -113.3137712371993 53.54092605525271, -113.31404336108473 53.54092390338691, -113.31482673786763 53.54092578374775, -113.31515023047017 53.540925698417716, -113.31550725909987 53.54092560647263, -113.31594069372738 53.540923891816966, -113.31625054241692 53.54092541035954, -113.3167037756716 53.54092529063823, -113.31735295425803 53.5409251205695, -113.31760796157867 53.54091095360786, -113.31797669624547 53.54089089646158, -113.31832607412646 53.540853545524264, -113.31864547749385 53.540778228158146, -113.31898893097998 53.54067603019118, -113.31914471934377 53.54059656174222, -113.31916641560503 53.54062721823135)))","Shrub Bed","-113.31507889381695","53.540787266604916"
"MULTIPOLYGON (((-113.27088135388448 53.5568789335169, -113.27088688423068 53.556766270720466, -113.27089414516944 53.556762034900736, -113.27090855515867 53.556759983148176, -113.27092166890993 53.5567636296678, -113.27093909210032 53.556865020027445, -113.27093054868361 53.55687424071114, -113.27091604056322 53.55688199804324, -113.27088135388448 53.5568789335169)))","Shrub Bed","-113.2709102229924","53.55682099059571"
"MULTIPOLYGON (((-113.29943943679464 53.526967984559434, -113.29943915381813 53.526979283859255, -113.29915444452648 53.52697968762739, -113.29915465547084 53.526966909687346, -113.29943943679464 53.526967984559434)))","Shrub Bed","-113.29929694066055","53.52697329865737"
"MULTIPOLYGON (((-113.30099748756416 53.526442814595605, -113.30100469678376 53.52643920477665, -113.30106521553641 53.52643940668105, -113.30107107139533 53.52644050576705, -113.30107120203563 53.52644228039283, -113.30099856671697 53.52648196358977, -113.30094069631451 53.526479916107526, -113.30099748756416 53.526442814595605)))","Shrub Bed","-113.30100594917508","53.52646058418321"
"MULTIPOLYGON (((-113.31930731833235 53.521833319246575, -113.31929898802613 53.52182733738278, -113.3192996625915 53.52181714556322, -113.31930079798177 53.521810000867106, -113.3193037045339 53.52180393021187, -113.31930785981037 53.52179954167976, -113.31931558759123 53.52179532445282, -113.31945239822625 53.52180052441371, -113.31947471843505 53.52180390263611, -113.31948509078536 53.52181438108621, -113.31948542315979 53.52182478531869, -113.31947922880462 53.52183164511815, -113.31946401099685 53.52183512509674, -113.31944243897843 53.52183690377637, -113.3194149207016 53.52183627177447, -113.31931646094114 53.52183641399849, -113.31930731833235 53.521833319246575)))","Shrub Bed","-113.31939220559296","53.52181611411459"
"MULTIPOLYGON (((-113.28082274166943 53.54351052272723, -113.28081593713104 53.54352006819654, -113.28080690473229 53.543525491815316, -113.28079453670537 53.54352815191229, -113.28077378083016 53.54352802708867, -113.2807498812656 53.54352503026276, -113.28072293474402 53.54351345583047, -113.2806737476927 53.54349509070617, -113.28062756076079 53.543488155976, -113.28057818181188 53.54348120112742, -113.28051598177358 53.54347702311627, -113.28045049142922 53.543478531460224, -113.2803721169767 53.54348661915621, -113.28030815848987 53.54350223585724, -113.2802358143229 53.54352098673519, -113.28017646901901 53.543536797373385, -113.28013628052727 53.54355272239593, -113.28009940000186 53.543562011301, -113.28008501510638 53.543562875439726, -113.28007443211173 53.54355689257722, -113.28006832257988 53.543550008377686, -113.28005873914064 53.54353606533834, -113.28009204612827 53.54352487683587, -113.2801498276949 53.543507154466106, -113.28021745894038 53.54348848131102, -113.28027014797942 53.5434736415322, -113.28031424827671 53.543462346288955, -113.28035353931422 53.543452270261504, -113.28039859360345 53.5434453902154, -113.28044004133628 53.543441759399094, -113.28048548908296 53.54343952211838, -113.28052617370676 53.54344094496622, -113.28058080594055 53.543444156370605, -113.28062343224235 53.54344913858456, -113.28067121515399 53.54345608291607, -113.28072525621744 53.54347067341249, -113.28077295875921 53.54348841314029, -113.28082274166943 53.54351052272723)))","Shrub Bed","-113.28044074040503","53.543501198779055"
"MULTIPOLYGON (((-113.2645618578662 53.52659222594638, -113.26490184170967 53.52652029407558, -113.26491467085215 53.52655278779045, -113.26484416148348 53.526592179120826, -113.26475903001845 53.52661186552851, -113.26469313832368 53.5266150260449, -113.2646301765535 53.526621772046376, -113.26458306444017 53.526612429643805, -113.2645618578662 53.52659222594638)))","Shrub Bed","-113.26473826435918","53.526571033060975"
"MULTIPOLYGON (((-113.26546464906836 53.51651243034766, -113.26536917445897 53.516527036642756, -113.26536191866205 53.51651059859654, -113.26537679227661 53.51650833830938, -113.2654132919485 53.51650150214704, -113.26546590014277 53.5164927484465, -113.26549477785042 53.51648637045382, -113.26551441910772 53.516475901821714, -113.26552938980102 53.51646192415199, -113.2655356323403 53.516446983461854, -113.26553346445102 53.51643389347572, -113.26552693011364 53.51641958779553, -113.26551438760552 53.51640667130906, -113.26549585898194 53.51639395617879, -113.26547688562863 53.51638385418613, -113.26545223783224 53.516378947275776, -113.26543280521548 53.516381539008115, -113.26540077623818 53.51638818967369, -113.26536392606711 53.51639690268568, -113.26534595343729 53.51640268897079, -113.265322657443 53.51640967184877, -113.26529607938326 53.516417075774015, -113.26524865396334 53.51643241396337, -113.26523502310188 53.51643787735277, -113.2651652410295 53.51646114948332, -113.26513717414574 53.51646954887589, -113.26508955462691 53.516483376133415, -113.26506685230216 53.51649133401549, -113.26505874105273 53.516503862090666, -113.26505254012034 53.51651996043017, -113.26506243030478 53.51653514943736, -113.26507835564695 53.51654382013419, -113.26510280253582 53.516549013443694, -113.26513410415244 53.51654920584519, -113.26517312518178 53.51654339440008, -113.26519603613076 53.51653950042562, -113.26524016800305 53.516531703874456, -113.26528770029411 53.5165229190572, -113.26536067499781 53.51651076079317, -113.26536756765702 53.51652762165374, -113.26526438671667 53.51654267924485, -113.26517522412651 53.5165602015458, -113.2651460355438 53.51656406322153, -113.26511767885026 53.516566029429455, -113.26509614284267 53.51656565891874, -113.26507945656722 53.51656175250507, -113.26506121904389 53.5165552206804, -113.26504738087698 53.51654800329419, -113.26503955246305 53.516539394948865, -113.26503096205003 53.51652864321118, -113.26502873671676 53.51651888133836, -113.2650301723479 53.51650509999368, -113.26503555585141 53.516493720657635, -113.26504169008217 53.5164849618092, -113.26505579563958 53.516476726431804, -113.26511829264516 53.516457888291114, -113.26521913988024 53.51642668541738, -113.26533057591551 53.51639207077913, -113.26540973372306 53.51636482226993, -113.26547690699849 53.51634556875793, -113.2655074499336 53.51634071336469, -113.26553369287991 53.516339866336345, -113.265559857357 53.51634355683399, -113.26558427804062 53.516350262256076, -113.2656069723679 53.51635897446305, -113.26562833890614 53.5163686166655, -113.26564214659834 53.51637986588994, -113.26565284784067 53.51639707632549, -113.26565668572248 53.51641979266273, -113.26565476605485 53.51643289168739, -113.26564604556083 53.516447966333715, -113.26563563206591 53.51646303058036, -113.2656005623762 53.51648500380413, -113.26555386721824 53.51649429801198, -113.26546464906836 53.51651243034766)))","Shrub Bed","-113.26534271121962","53.5164529478829"
