"parkid","park_name","purpose","athletic_park","baseball","bmx_skate","campground","cross_country_skiing","day_use","football","golf","nature_appreciation","off_leash","outdoor_rink","playground","rugby","soccer","tennis","tot_playground","volleyball","water_recreation","wilderness_trail","x_coord","y_coord","longitude","latitude","location"
"175","Costco Retention Pond","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","45514.8701999998","5935159.4313","-113.315199121639","53.5474663845218","
,  
(53.5474663845218, -113.315399210628)"
"16","Broadmoor Public Golf Course","Recreation","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","46018.4297000002","5933423.8388","-113.31382738879","53.5274048829718","
,  
(53.5282715384644, -113.307829079445)"
"184","Abbey Park","Recreation",,,,,,,,,,,,,,,,,,,,"47535.4362000003","5936704.9386","-113.283377141019","53.5606647256758","
,  
(53.5618714582928, -113.28337714103)"
"13","Big Willow Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","45372.9030999998","5931555.9272","-113.316846143603","53.5151571285484","
,  
(53.5151571285484, -113.31662241564)"
"61","F.R. Haythorne Junior High School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO",,"NO","NO","NO","48723.8902000003","5933403.6088","-113.265606248894","53.5299014755663","
,  
(53.5299014755663, -113.265671007062)"
"109","Strathcona Athletic Park","School","YES","YES","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","YES","NO",,"NO","NO","NO","48393.8047000002","5932597.0077","-113.266093402968","53.5265325611674","
,  
(53.5265325611726, -113.265758209325)"
"42","Crystal Heights Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","46932.1063999999","5935301.6246","-113.292239859534","53.548336607979","
,  
(53.5483366079928, -113.29199771729)"
"80","Cooking Lake Sail Park","Recreation","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","60038.4177999999","5919504.3609","-113.093812401566","53.4040720059569","
,  
(53.4040720059569, -113.093756573979)"
"12","Big Cypress Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","45924.0220999997","5932347.147","-113.306780683336","53.5219169572126","
,  
(53.5219169572126, -113.306442232637)"
"150","Deermound Dog Off Leash Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO",,"NO","NO","YES","49881.2966","5927975.7227","-113.252689204811","53.4783785773675","
,  
(53.4783785773674, -113.253838337891)"
"125","Whitecroft Community Hall","Community Hall or Centre","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","YES","NO","47135.8004999999","5930005.7556","-113.289730820986","53.5016022237624","
,  
(53.5016022237624, -113.289708517223)"
"127","Ball Lake Stream","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","47943.2198999999","5932067.3796","-113.276644832825","53.517046795338","
,  
(53.5179583951989, -113.276644832825)"
"29","Clarkdale Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","49529.7182999998","5935831.8643","-113.251646462834","53.5527037078836","
,  
(53.5527037078836, -113.25161125718)"
"134","Malvern Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","45675.7333000004","5934379.9267","-113.309644183146","53.5404151165026","
,  
(53.5404151165043, -113.309512122111)"
"158","Ecole Our Lady of Perpetual Help Catholic School","School","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","46203.1091999998","5931958.2854","-113.304353344259","53.5176852420895","
,  
(53.5176852420895, -113.304439391388)"
"17","Broadmoor Retention Pond","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","44253.5729","5934381.0468","-113.331754560625","53.5397836209333","
,  
(53.5398184354923, -113.331754560625)"
"186","Ambleside Park","Recreation",,,,,,,,,,,,,,,,,,,,"47296.6973999999","5936184.5437","-113.285184616195","53.5574421584683","
,  
(53.5574421584683, -113.285177926276)"
"161","Broadmoor Tennis Courts","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES",,"NO","NO","NO","45900.7323000003","5933090.1364","-113.306852426538","53.5294911577072","
,  
(53.5294911577057, -113.306843710857)"
"166","Summerwood Creek","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","48314.5394000001","5936384.5555","-113.271673543708","53.5571410701594","
,  
(53.5571410701575, -113.271917862822)"
"119","Uncas Elementary School","School","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","YES","YES","NO","YES","NO",,"NO","NO","NO","64052.8344999999","5931380.2749","-113.029937644848","53.5084204962869","
,  
(53.5084210898089, -113.029937644848)"
"102","Sandpiper Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","47068.6893999996","5932993.3126","-113.29314043263","53.5260494612483","
,  
(53.5260494612478, -113.293046555237)"
"22","Centennial Park","Recreation","YES","YES","NO","NO","NO","YES","NO","NO","YES","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","46664.1698000003","5936321.7217","-113.301767277082","53.557708263955","
,  
(53.5577082639515, -113.301734671854)"
"69","Good Hope Community Hall","Community Hall or Centre","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","67729.5813999996","5947776.0986","-112.974638904405","53.6579262367554","
,  
(53.6579262367553, -112.974638911322)"
"104","Sherwood Park Natural Area","Recreation","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","47586.0127999997","5927200.3206","-113.277099241998","53.4720040674112","
,  
(53.4720040674114, -113.278023783026)"
"176","Alta Link ROW","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48313.4886999996","5935317.1831","-113.272068091058","53.5454326610331","
,  
(53.5452317085, -113.276922629922)"
"30","Clover Bar Junior High School","School","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","YES",,"NO","NO","NO","45849.7548000002","5933805.7443","-113.31014361354","53.535929920456","
,  
(53.535929920456, -113.310415003456)"
"177","Campbell Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","47585.9802000001","5936114.4051","-113.279552976792","53.5547366129289","
,  
(53.5547366129289, -113.279842158441)"
"106","South Cooking Lake Community Hall","Community Hall or Centre","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","58750.2564000003","5920106.4544","-113.117618288633","53.4105985880285","
,  
(53.4105985880281, -113.117216961147)"
"157","Volunteer Plaza","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","46533.3449999997","5932895.756","-113.298042100293","53.5270149574119","
,  
(53.5270149574119, -113.298028741119)"
"58","Fountain Creek Retention Pond","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","44692.784","5929366.53","-113.327655255624","53.4951338969496","
,  
(53.4951338969497, -113.32741185491)"
"136","Ypres Valley Park","Recreation","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","62895.6952","5942900.836","-113.048675129275","53.6145961247384","
,  
(53.6145961247735, -113.048675139386)"
"153","Ridge North Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","49484.9720999999","5932030.9754","-113.255652393663","53.5181035540767","
,  
(53.517219803741, -113.255652393663)"
"79","Lakeland Ridge Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","47698.3158","5934793.0533","-113.280788274118","53.5436069171832","
,  
(53.5436069171832, -113.280683110636)"
"49","Ecole Campbelltown School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","45393.1448999997","5931951.2614","-113.31360157036","53.5189196653997","
,  
(53.5189196653997, -113.313544565931)"
"174","Old Glen Allan PUL","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48320.6335000005","5933701.9588","-113.271399021016","53.5371384829277","
,  
(53.547245928902, -113.271006381358)"
"87","Merryvale Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","46459.9188000001","5933972.7674","-113.299242847301","53.5372285167246","
,  
(53.5372285167247, -113.299419364339)"
"18","Broadmoor Village Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","45324.7026000004","5932989.236","-113.316143966311","53.5279960913553","
,  
(53.5279960913553, -113.31609594489)"
"32","Clover Bar Ranch Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO",,"NO","YES","NO","47431.6365999999","5935510.6003","-113.28546496237","53.5504544145958","
,  
(53.5504544145942, -113.285994045123)"
"57","Fountain Creek Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","44711.7609000001","5929432.9355","-113.326539296432","53.4964089878709","
,  
(53.4964017491141, -113.326539296432)"
"168","South Cooking Lake Passive Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","58711.6226000004","5920156.5088","-113.116702226064","53.4114066332041","
,  
(53.4114066332035, -113.116702267141)"
"3","St. Theresa Catholic School","School","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO",,"NO","NO","NO","46683.4400000004","5933070.8741","-113.29767711488","53.5290899195357","
,  
(53.5290899195359, -113.297677494844)"
"92","Parker Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","44318.6157999998","5932486.7601","-113.332041612751","53.5230805384676","
,  
(53.5230805384677, -113.331757610786)"
"51","Estates of Sherwood Park North Retention Pond","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","47174.1414999999","5931187.7484","-113.288204795455","53.5114232032378","
,  
(53.5114232032372, -113.288326827983)"
"33","Colchester Community Hall","Community Hall or Centre","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","46396.5481000002","5924767.3322","-113.300068100917","53.453063793094","
,  
(53.4530637930918, -113.300068173547)"
"70","Granada Natural Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48545.2489","5932230.7723","-113.26847438474","53.5211560895242","
,  
(53.5211560895242, -113.268424276571)"
"178","Ash Street Storm Water Management Facility","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","45587.8378999997","5931111.4431","-113.311230423438","53.5103935701814","
,  
(53.5103935701475, -113.312494654759)"
"120","Viewpoint Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48063.4386","5932478.8934","-113.274699270119","53.5230887352021","
,  
(53.5230887352021, -113.274765103036)"
"67","Gilmore Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","47024.9504000004","5934306.4486","-113.289224700184","53.5391663302539","
,  
(53.5391663302537, -113.28934046151)"
"15","Broadmoor Lake Park","Recreation","YES","YES","NO","NO","NO","YES","YES","NO","YES","NO","YES","YES","NO","YES","NO",,"YES","YES","NO","46194.4446","5933010.4077","-113.305269449511","53.5284710282392","
,  
(53.5269152320566, -113.305269449511)"
"5","Ardrossan Second Avenue Natural Park (East)","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","57021.1454999996","5935707.3309","-113.137508917156","53.5499731207867","
,  
(53.5499731207867, -113.138017820898)"
"103","Shadow Ridge Estates Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","51162.1502","5935073.6246","-113.228336798541","53.545209693235","
,  
(53.545209693235, -113.228760093213)"
"185","Armitage Park","Recreation",,,,,,,,,,,,,,,,,,,,"47731.5171999997","5936756.9633","-113.280265487922","53.5611376123934","
,  
(53.5601079893436, -113.280265487922)"
"146","Mills Haven Elementary School","School","NO","YES","NO","NO","NO","NO","YES","NO","NO","YES","YES","YES","NO","YES","NO",,"NO","NO","NO","46215.9885999998","5933963.232","-113.3048347204","53.5374674776281","
,  
(53.5374674776276, -113.304761156179)"
"167","Strathcona Wilderness Centre","Recreation","NO","NO","NO","YES","YES","YES","NO","NO","YES","NO","NO","YES","NO","NO","NO",,"NO","NO","YES","66277.5486000003","5933720.8922","-112.994441886026","53.5363701998623","
,  
(53.5363701998622, -112.994439701657)"
"130","Ecole Pere Kenneth Kearns Catholic School","School","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","46818.6798","5932547.615","-113.29327133561","53.5243128870326","
,  
(53.5243128870326, -113.292992121594)"
"65","Gateway Retention Pond","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES",,"NO","NO","NO","46712.3717","5934365.553","-113.294122798573","53.5404452112498","
,  
(53.5404452112498, -113.293465932905)"
"88","Millennium Place Athletic Park","Recreation","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","45304.7359999996","5936551.9569","-113.312009409212","53.5587729746214","
,  
(53.5587729746254, -113.312009037869)"
"182","15th Street Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","42125.3518000003","5932139.0793","-113.36197907994","53.521465477649","
,  
(53.5214654776482, -113.3631491014)"
"162","Upper Nottingham Lake Park West","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48013.9638","5931583.1631","-113.275528870557","53.5151694702456","
,  
(53.5151694702456, -113.275815892594)"
"138","Woodbridge Ravine","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","44600.2324000001","5933652.2243","-113.326716136096","53.5338446823521","
,  
(53.5338446823521, -113.327923713181)"
"14","Brentwood Elementary School","School","NO","YES","NO","NO","NO","NO","YES","NO","YES","NO","YES","YES","NO","YES","YES",,"NO","YES","NO","47298.7199999997","5932100.8956","-113.289004600286","53.5196506169602","
,  
(53.5196506169609, -113.289007637506)"
"66","Gillies Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","44422.2856999999","5932311.8993","-113.328960623027","53.5212783966526","
,  
(53.5212783966521, -113.328987341159)"
"98","Regency Park","Recreation","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","48551.3108000001","5931702.854","-113.268395323388","53.5166106010689","
,  
(53.5166106010689, -113.268313427588)"
"145","Ministik School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO",,"NO","NO","NO","65409.5960999997","5918562.5172","-113.014707297143","53.396710200131","
,  
(53.3967102001365, -113.014707265331)"
"40","Cranford Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","46877.5517999996","5934931.8218","-113.292220051064","53.5455057444552","
,  
(53.5455057444552, -113.291963564765)"
"26","Circlewood Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","47501.3745999997","5931768.346","-113.285253397682","53.5163702454471","
,  
(53.5163702454471, -113.285144387048)"
"81","Little Cypress Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","46115.1200000001","5932226.3875","-113.305165181905","53.5210824429722","
,  
(53.5212144857727, -113.305165181905)"
"97","Rainbow Park","Recreation","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO",,"NO","NO","NO","47706.3614999997","5931864.2396","-113.278806135439","53.5163910843447","
,  
(53.5163910843447, -113.278910074766)"
"139","Woodbridge Lake Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO",,"NO","YES","NO","44630.9607999995","5933520.5988","-113.324746956894","53.5319155643663","
,  
(53.531915564367, -113.325542606456)"
"128","Strathcona County Bike Skills Park","Recreation","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","45891.6639999999","5935057.8984","-113.306817643678","53.5474094463989","
,  
(53.5474094075678, -113.306817643677)"
"100","Ridge South Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","49482.0502000004","5931503.8515","-113.255355427028","53.514307883904","
,  
(53.514307883904, -113.25407441756)"
"170","Sherwood Hills Estates East Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","49864.2392999996","5931051.6582","-113.24901993916","53.5074032492436","
,  
(53.5074032492436, -113.248951035786)"
"108","New Horizons School","School","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","44960.0828999998","5932079.4171","-113.321107130665","53.5202183405334","
,  
(53.5202183405338, -113.321176399126)"
"115","Suncrest Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","48973.6436000001","5936368.3359","-113.261486184886","53.5573103196415","
,  
(53.5573103196415, -113.26148024509)"
"152","Cascade Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48014.3332000002","5935132.0027","-113.277062478441","53.5475915996753","
,  
(53.5480817257628, -113.27707248908)"
"165","Heritage Hills Wetland","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",,"NO","NO","YES","49824.0891000004","5932894.7974","-113.25358065242","53.5293762605345","
,  
(53.5293762605345, -113.252782336946)"
"191","Amesbury Park","Recreation",,,,,,,,,,,,,,,,,,,,"46054.6794999996","5930743.3308","-113.305433116201","53.5075475844433","
,  
(53.5075475844433, -113.304958589901)"
"132","Josephburg Park","Recreation","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO",,"NO","NO","NO","61322.9151999997","5953920.6141","-113.071901165446","53.7128880950817","
,  
(53.7128880950817, -113.071675164562)"
"180","Brassie Point Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","45648.3164999997","5930224.3173","-113.310599478321","53.5029101628995","
,  
(53.5029101628988, -113.310536886539)"
"123","Village on the Lake Sports Grounds","Recreation","NO","NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","YES","YES",,"NO","NO","NO","45071.2792999996","5932046.3912","-113.321959838756","53.5187835119239","
,  
(53.5187835119239, -113.322148575644)"
"39","Craigavon Park","Recreation","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO",,"NO","NO","NO","48665.1009999998","5934110.1469","-113.267004524833","53.5374164197923","
,  
(53.5374164197923, -113.267250773393)"
"31","Clover Bar Ranch Lake Park","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO",,"NO","NO","NO","47202.3417999996","5936048.2613","-113.288252577375","53.5534542659836","
,  
(53.5537833411458, -113.288252577375)"
"78","Kinsmen/Westboro Park","Recreation","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","YES","YES","NO","NO","NO",,"NO","YES","NO","44743.4813000001","5932418.4493","-113.32427347979","53.5224456804608","
,  
(53.5224456804611, -113.32519004459)"
"45","Davidson Creek Retention Pond","Storm Water Management Facilit","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",,"NO","NO","NO","48475.1752000004","5936017.5059","-113.269181190501","53.5536233923251","
,  
(53.553837138679, -113.269240671384)"
