"responseid","location","age_gp","gender","identity","q1_at_the_present_time_how","q3_to_what_extent_do_you","q5_do_you_own_or_operate","q4_a_mandatory_mask_bylaw","q2_1_i_don_t_experience_any","q2_2_affordability_purchasing","q2_3_access_getting_to","q2_4_i_have_a_disability","q2_5_i_feel_silly","q2_6_general_discomfort","q2_7_i_can_t_get_my_child","q2_8_i_just_don_t_like_it","q2_9_i_don_t_believe_wearing","q2_10_i_feel_judged_by_others"
"4572","4","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"4606","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"4739","4","5","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"4749","4","5","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"4808","4","5","1",,"2","1","2",,"1","0","0","0","0","0","0","0","0","0"
"4820","4","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"4888","4","2","2",,"1","1","2",,"0","1","1","0","0","0","0","0","0","0"
"4891","4","2","2",,"2","3","2",,"0","0","0","0","0","1","0","1","0","0"
"4892","4","2","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"4906","4","1","1",,"4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"4911","4","2","1",,"2","2","2",,"1","0","0","0","0","0","0","0","0","0"
"4940","4","4","1",,"2","4","1","2","0","0","0","0","0","1","0","0","0","0"
"4965","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5049","4","1","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5099","4","6","2",,"1","1","2",,"0","1","0","0","0","1","0","0","0","1"
"5139","4","3","2",,"2","2","1","3","0","1","1","0","0","0","1","0","0","0"
"5142","4","1","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5143","4","2","2",,"4","4","2",,"0","1","1","0","0","1","0","1","0","0"
"5162","4","2","1",,"2","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5237","4","4","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"5316","4","3","2",,"1","1","2",,"0","0","0","0","0","0","0","0","0","1"
"5317","4","1","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5329","4","5","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5401","4","4","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"5417","4","2","1",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"5428","4","4","2",,"4","4","2",,"0","0","0","0","0","0","0","1","1","0"
"5450","4","2","2",,"1","1","2",,"0","1","0","0","0","1","1","0","0","0"
"5472","4","2","2",,"2","5","2",,"0","1","1","0","0","1","0","0","0","0"
"5607","4","6","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5625","4","2","1",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"5648","4","3","1",,"4","4","2",,"0","0","0","0","0","0","0","1","0","0"
"5705","4","2","1",,"1","1","2",,"0","1","0","1","0","0","0","0","0","0"
"5737","4","2","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"5835","4","5","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5909","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5939","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"5940","4","5","2",,"2","1","2",,"0","0","0","0","0","1","0","0","0","0"
"6009","4","2","2",,"1","1","2",,"0","1","0","0","0","1","1","0","0","1"
"6019","4","4","2",,"4","4","2",,"0","0","0","0","0","1","0","0","0","0"
"6024","4","2","2",,"4","4","2",,"0","1","1","0","0","1","1","1","1","1"
"6026","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"6067","4","2","1",,"2","1","2",,"1","0","0","0","0","0","0","0","0","0"
"6109","4","2","1",,"1","1","2",,"0","0","0","0","0","0","0","0","0","1"
"6188","4","3","1",,"4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"6291","4","1","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"6326","4","2","1",,"4","4","2",,"0","0","0","1","0","1","0","1","1","0"
"6345","4","1","2",,"4","4","2",,"0","0","0","0","0","0","0","1","1","0"
"6356","4","3","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"6392","4","2","2",,"4","1","2",,"0","0","0","0","1","0","0","0","0","1"
"6396","4","3","2",,"4","4","2",,"0","1","0","0","1","1","1","1","1","1"
"6402","4","6","2",,"4","2","2",,"1","0","0","0","0","0","0","0","0","0"
"6408","4","2","2",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"6507","4","6","2",,"4","4","2",,"0","0","0","1","0","1","0","1","1","0"
"6520","4","5","2",,"4","4","2",,"0","0","0","0","0","1","0","0","0","0"
"6524","4","2","1",,"4","4","2",,"0","0","0","1","1","1","0","1","1","1"
"6539","4","4","2",,"4","4","2",,"0","1","0","1","0","1","0","0","1","0"
"6596","4","5","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"6616","4","2","1",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"6629","4","5","1",,"4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"6654","4","3","2",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"6667","4","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"6698","4","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"6712","4","2","2",,"4","3","2",,"0","0","1","0","0","1","0","1","0","0"
"6732","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"6782","4","5","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"6801","4","6","2",,"4","4","2",,"0","0","0","0","0","0","0","1","0","0"
"6845","4","6","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"6846","4","6","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"6877","4","2","2",,"1","1","2",,"0","0","0","0","0","0","1","0","0","0"
"6906","4","3","1",,"4","4","2",,"0","0","0","1","0","1","0","1","1","0"
"6916","4","3","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"6927","4","6","2",,"3","2","2",,"0","0","0","1","0","0","0","0","0","0"
"6936","4","4","1",,"2","4","2",,"0","0","0","0","0","0","0","0","1","0"
"6944","4","98","1",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"6951","4","3","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"6967","4","6","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"7011","4","3","2",,"4","4","2",,"0","0","0","1","0","1","0","1","1","0"
"7019","4","3","2",,"4","4","2",,"0","1","0","0","0","1","0","1","1","0"
"7073","4","2","2",,"1","1","2",,"0","0","0","0","0","1","0","1","0","1"
"7091","4","6","1",,"2","3","2",,"0","0","0","1","0","0","0","0","0","0"
"7100","4","3","1",,"4","4","2",,"0","0","0","0","0","1","0","0","1","0"
"7110","4","2","2",,"4","4","2",,"0","0","0","0","0","1","1","1","1","0"
"7117","4","2","1",,"4","3","2",,"0","0","0","0","0","0","0","0","1","0"
"7123","4","4","2",,"4","4","2",,"0","0","0","1","0","0","0","1","1","0"
"7126","4","4","2",,"3","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7127","4","3","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7132","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7135","4","1","2",,"4","3","2",,"0","0","0","0","0","1","1","0","0","0"
"7142","4","3","2",,"4","4","2",,"0","0","0","0","0","0","0","1","0","0"
"7213","4","2","2",,"1","1","2",,"0","0","0","0","0","0","1","0","0","0"
"7227","4","2","2",,"2","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7257","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7272","4","5","2",,"4","4","2",,"0","0","0","1","0","1","0","1","1","0"
"7289","4","3","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7291","4","2","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7309","4","2","2",,"2","2","2",,"1","0","0","0","0","0","0","0","0","0"
"7321","4","2","2",,"4","4","2",,"0","0","0","0","0","1","0","0","0","0"
"7334","4","5","2",,"4","4","2",,"0","0","0","1","1","1","0","1","1","0"
"7387","4","6","1",,"4","4","2",,"0","0","0","0","1","1","0","0","0","0"
"7393","4","5","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7424","4","2","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7431","4","2","2",,"2","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7450","4","4","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7479","4","3","1",,"2","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7483","4","2","1",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"7528","4","1","1",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7651","4","3","98","Meat popsicle","4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"7658","4","4","2",,"1","1","2",,"0","0","0","0","0","1","0","0","0","0"
"7670","4","4","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7740","4","6","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7760","4","6","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7769","4","2","2",,"2","5","2",,"0","0","0","0","0","1","0","1","0","0"
"7793","4","3","2",,"1","1","2",,"0","0","0","0","0","0","0","0","0","1"
"7797","4","1","98","Non-Binary","1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7798","4","5","98",,"4","4","2",,"0","0","0","0","0","1","0","1","0","0"
"7882","4","4","2",,"3","1","2",,"1","0","0","0","0","0","0","0","0","0"
"7893","4","3","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7915","4","2","1",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"7928","4","2","2",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"7937","4","98","2",,"1","1","2",,"0","0","0","0","0","0","0","0","0","1"
"7947","4","4","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"7965","4","3","1",,"4","4","2",,"0","0","0","0","0","1","0","0","0","0"
"7967","4","3","2",,"1","1","2",,"0","0","0","0","0","0","0","0","0","1"
"7971","4","5","2",,"4","2","2",,"0","0","0","1","0","1","1","1","0","0"
"8002","4","2","2",,"2","1","1","1","1","0","0","0","0","0","0","0","0","0"
"8036","4","3","2",,"1","1","2",,"0","1","0","0","0","0","0","0","0","1"
"8068","4","3","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8071","4","3","2",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"8088","4","5","2",,"4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"8093","4","2","2",,"4","4","2",,"0","1","1","0","0","1","1","0","1","0"
"8098","4","7","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"8099","4","3","2",,"4","4","2",,"0","1","0","0","0","1","0","0","1","0"
"8100","4","3","1",,"4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"8108","4","6","2",,"2","1","2",,"0","0","0","1","0","1","0","0","0","0"
"8178","4","3","2",,"2","4","2",,"0","1","0","1","0","0","0","0","0","0"
"8190","4","3","2",,"2","2","2",,"1","0","0","0","0","0","0","0","0","0"
"8243","4","2","2",,"2","2","2",,"1","0","0","0","0","0","0","0","0","0"
"8247","4","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8252","4","2","2",,"4","4","2",,"0","0","0","0","0","0","1","0","1","0"
"8294","4","2","1",,"1","1","2",,"0","0","1","0","0","0","1","0","0","0"
"8334","4","4","2",,"3","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8347","4","6","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8365","4","6","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8423","4","6","98",,"1","1","2",,"0","0","0","0","0","1","0","0","0","0"
"8442","4","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8492","4","6","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8502","4","4","1",,"4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"8528","4","5","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8566","4","2","2",,"2","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8570","4","3","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8582","4","5","1",,"4","4","2",,"0","0","0","0","1","1","0","1","1","0"
"8622","4","5","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8630","4","1","1",,"2","3","2",,"0","0","0","0","0","1","0","0","0","0"
"8641","4","3","2",,"1","1","1","1","1","0","0","0","0","0","0","0","0","0"
"8655","4","98","98","Me","2","4","2",,"0","0","0","0","0","1","1","0","0","0"
"8666","4","2","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"8688","4","4","1",,"4","2","2",,"0","0","0","0","0","1","0","0","0","1"
"8707","4","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8708","4","6","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8716","4","2","2",,"1","1","2",,"0","0","0","0","0","0","0","0","0","1"
"8725","4","2","2",,"4","4","2",,"0","0","0","0","1","1","0","1","1","0"
"8727","4","2","98",,"4","3","2",,"0","1","1","0","1","0","0","0","0","1"
"8732","4","4","2",,"1","1","2",,"0","1","0","0","1","1","0","1","0","1"
"8763","4","2","2",,"2","3","2",,"0","0","1","0","0","1","1","1","0","0"
"8765","4","4","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"8787","4","4","2",,"3","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8798","4","1","2",,"4","4","2",,"0","1","0","0","1","0","1","1","1","0"
"8819","4","3","1",,"4","3","2",,"1","0","0","0","0","0","0","0","0","0"
"8880","4","4","1",,"4","4","2",,"0","0","0","1","0","0","0","1","0","0"
"8935","4","1","2",,"4","4","2",,"0","1","1","0","0","1","0","1","1","0"
"8939","4","4","1",,"4","4","2",,"0","0","0","1","0","0","0","1","1","0"
"8946","4","3","2",,"4","4","2",,"0","1","1","0","0","1","0","1","1","0"
"8951","4","3","2",,"4","4","1","2","0","0","0","0","0","1","0","1","1","0"
"8963","4","6","1",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"8981","4","3","1",,"2","1","2",,"1","0","0","0","0","0","0","0","0","0"
"8984","4","2","1",,"4","4","2",,"0","0","0","0","1","1","0","1","1","0"
"8988","4","3","2",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"9015","4","6","1",,"2","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9040","4","3","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9050","4","1","2",,"4","4","2",,"0","0","0","0","0","1","1","1","1","0"
"9098","4","4","1",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"9102","4","3","1",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"9164","4","98","2",,"4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"9186","4","4","2",,"4","1","2",,"0","0","0","0","0","1","1","1","0","0"
"9198","4","4","2",,"3","2","2",,"1","0","0","0","0","0","0","0","0","0"
"9200","4","3","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"9231","4","5","2",,"4","4","2",,"0","0","0","0","0","1","0","1","0","0"
"9241","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9261","4","3","2",,"4","4","2",,"0","1","1","0","1","1","1","0","1","0"
"9270","4","2","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9272","4","3","2",,"2","3","2",,"0","0","0","0","0","1","0","0","0","0"
"9284","4","3","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9287","4","2","2",,"1","3","2",,"0","0","0","0","0","0","0","1","0","0"
"9310","4","2","2",,"2","3","2",,"0","1","0","0","0","0","1","1","0","0"
"9323","4","5","1",,"2","4","2",,"0","0","0","0","0","0","0","0","1","0"
"9334","4","3","1",,"2","2","1","2","0","1","1","0","0","1","0","0","0","0"
"9351","4","1","2",,"4","2","2",,"0","0","1","0","0","0","1","0","0","0"
"9354","4","3","1",,"2","1","2",,"0","0","0","0","0","1","0","0","0","0"
"9356","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9361","4","6","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9364","4","2","2",,"3","1","2",,"0","1","1","0","0","0","1","0","0","0"
"9375","4","3","2",,"2","4","2",,"0","0","0","0","0","1","1","0","1","1"
"9376","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9377","4","3","2",,"2","5","2",,"0","0","0","0","0","0","0","0","1","0"
"9394","4","3","2",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"9395","4","1","1",,"1","1","2",,"0","0","0","0","0","1","0","0","0","0"
"9396","4","5","2",,"1","2","1","1","0","0","0","0","0","1","0","0","0","0"
"9411","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9435","4","2","2",,"2","1","2",,"0","1","0","0","0","0","0","0","0","0"
"9444","4","4","2",,"4","4","2",,"0","0","0","1","0","0","0","1","0","0"
"9448","4","2","2",,"4","4","2",,"0","0","0","0","0","1","0","0","0","0"
"9493","4","3","2",,"1","1","1","1","1","0","0","0","0","0","0","0","0","0"
"9525","4","6","1",,"4","3","1","3","0","0","1","0","0","0","0","0","1","0"
"9530","4","4","2",,"2","4","2",,"0","0","0","0","0","1","0","0","0","0"
"9536","4","4","2",,"2","2","2",,"0","0","0","1","0","0","0","0","0","0"
"9584","4","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9588","4","2","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"9608","4","3","2",,"1","1","1","1","1","0","0","0","0","0","0","0","0","0"
"9689","4","4","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9719","4","4","2",,"4","4","2",,"0","0","0","1","0","1","1","0","1","0"
"9731","4","2","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9733","4","5","2","Female","4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"9745","4","5","1",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"9748","4","3","2",,"2","2","2",,"0","0","0","0","1","1","0","0","0","0"
"9769","4","3","2",,"4","4","2",,"0","0","0","1","0","0","0","0","0","0"
"9770","4","2","2",,"4","4","2",,"0","1","1","1","0","1","0","0","1","0"
"9776","4","2","2",,"1","1","1","1","0","0","0","0","0","1","0","0","0","0"
"9783","4","5","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"9798","4","5","2",,"4","4","2",,"0","0","0","1","1","1","0","1","1","0"
"9820","4","5","2",,"3","4","2",,"0","1","1","0","0","1","0","0","1","0"
"9821","4","4","2",,"4","3","2",,"0","0","0","0","0","1","0","1","0","0"
"9847","4","3","2",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"9851","4","5","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"9860","4","5","1",,"1","1","2",,"0","1","0","0","0","0","0","0","0","0"
"9872","4","98","98","attack helicopter","2","4","2",,"0","1","1","1","1","1","1","1","1","1"
"9878","4","4","2",,"4","4","2",,"1","0","0","0","0","0","0","0","0","0"
"9904","4","6","1",,"4","4","1","2","1","0","0","0","0","0","0","0","0","0"
"9918","4","4","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"9979","4","6","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"171","3","3","1",,"1","1","3","0","1","0","0","0","0","0","0","0","0",
"173","3","3","2",,"1","2","2","0","0","0","1","0","0","0","0","0","0",
"205","3","5","2",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"242","3","3","2",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"245","3","2","2",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"283","3","3","1",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"489","3","2","2",,"3","3","2","0","0","0","0","0","0","0","0","0","1",
"490","3","3","2",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"582","3","2","1",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"1124","3","3","1",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"1529","3","3","2",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"1568","3","3","1",,"1","2","2","0","0","0","0","0","1","1","0","0","0",
"1626","3","4","1",,"1","1","2","0","0","0","1","0","0","0","0","0","0",
"1627","3","3","2",,"2","1","2","0","0","0","0","0","0","1","0","0","0",
"1633","3","2","1",,"3","1","2","0","1","0","0","0","0","0","0","0","0",
"1639","3","2","1",,"3","1","2","0","1","0","0","0","0","0","0","0","0",
"1661","3","6","2",,"3","4","2","0","0","0","0","0","0","0","0","1","0",
"1665","3","3","2",,"4","4","2","0","0","0","0","0","0","1","0","0","0",
"1670","3","2","2",,"1","1","2","0","0","0","0","0","0","1","0","0","0",
"1870","3","2","3",,"2","1","2","0","0","1","1","0","0","0","0","0","0",
"1908","3","2","2",,"1","1","2","0","0","0","0","0","0","1","0","0","0",
"1917","3","4","2",,"1","1","2","0","0","0","0","0","0","1","0","0","0",
"1990","3","4","2",,"4","4","2","0","0","0","0","1","0","0","0","0","0",
"2003","3","6","2",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"2058","3","4","2",,"2","2","2","0","0","0","0","1","0","0","0","0","0",
"2087","3","3","2",,"1","1","2","0","0","1","1","0","0","0","0","0","0",
"2232","3","3","2",,"4","3","2","0","0","0","0","0","0","0","0","0","0",
"2283","3","2","2",,"2","1","2","0","0","0","0","0","0","1","0","0","0",
"2642","3","2","2",,"3","2","2","0","0","1","0","0","0","1","0","1","0",
"2817","3","3","2",,"4","4","2","0","0","0","0","0","0","1","0","1","0",
"2885","3","3","1",,"1","1","2","0","1","0","0","0","0","0","0","0","0",
"2902","3","98","1",,"3","4","2","0","0","0","0","0","0","1","0","1","1",
"2904","3","4","98",,"4","4","3","0","0","1","0","0","0","1","0","0","1",
"3027","3","2","1",,"2","1","1","1","1","0","0","0","0","0","0","0","0","0"
"3030","3","2","2",,"4","4","2",,"0","0","0","1","0","1","0","1","1","0"
"3144","3","5","2",,"4","4","2",,"0","0","0","0","0","0","0","0","1","0"
"3190","3","2","2",,"2","3","2",,"0","0","0","0","0","1","0","0","0","0"
"3192","3","4","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"3229","3","2","1",,"1","1","2",,"0","0","0","0","0","0","0","0","0","1"
"3251","3","3","2",,"1","1","2",,"0","0","0","0","0","0","1","0","0","0"
"3278","3","2","1",,"4","4","2",,"0","0","0","1","0","1","0","1","1","0"
"3307","3","2","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"3405","3","4","1",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"3409","3","3","1",,"4","4","2",,"0","0","0","0","0","1","0","1","1","0"
"3439","3","2","2",,"3","1","2",,"0","0","0","0","0","1","0","0","0","0"
"3498","3","3","1",,"1","1","1","3","0","0","0","0","0","1","0","0","0","1"
"3504","3","2","2",,"4","4","2",,"0","0","0","0","1","1","1","1","1","0"
"3530","3","3","2",,"4","3","2",,"0","1","0","0","0","1","0","1","0","0"
"3540","3","3","2",,"1","1","2",,"1","0","0","0","0","0","0","0","0","0"
"3552","3","3","1",,"2","2","1","1","0","0","0","0","0","0","1","0","0","0"
"3570","3","1","2",,"2","2","2",,"0","1","1","1","0","0","1","0","0","0"
"3585","3","3","1",,"4","3","1","3","0","0","0","0","0","1","0","1","0","0"
