"year","color","cat","cow","dog","ferret","guard_dog","rabbit","unknown","totals"
"2011","APRICOT","14","0","890","0","0","0","15","919"
"2011","AUBURN","0","0","32","0","0","0","0","32"
"2011","BEIGE","148","0","784","0","0","0","14","946"
"2011","BELTON","0","0","1","0","0","0","0","1"
"2011","BI-COLOR","7","0","39","0","0","0","5","51"
"2011","BLACK","5783","0","14410","0","97","0","495","20785"
"2011","BLACK & BEIGE","1","0","4","0","0","0","0","5"
"2011","BLACK & BROWN","408","0","4572","0","12","0","184","5176"
"2011","BLACK & FAWN","1","0","5","0","0","0","0","6"
"2011","BLACK & GREY","138","0","213","0","0","0","8","359"
"2011","BLACK & SILVER","5","0","41","0","0","0","1","47"
"2011","BLACK & TAN","82","0","4771","0","0","0","62","4915"
"2011","BLACK & WHITE","3010","0","6860","2","0","0","366","10238"
"2011","BLACK/BROWN/WHI","156","0","1088","0","0","0","3","1247"
"2011","BLONDE","38","0","864","0","0","0","31","933"
"2011","BLUE","215","0","662","0","0","0","14","891"
"2011","BLUE & GOLD","0","0","85","0","0","0","0","85"
"2011","BLUE AND WHITE","17","0","61","0","0","0","4","82"
"2011","BLUE CREAM","9","0","2","0","0","0","0","11"
"2011","BLUE MERLE","0","0","276","0","0","0","7","283"
"2011","BLUE POINT","130","0","1","0","0","0","0","131"
"2011","BRINDLE","18","0","2531","0","0","0","54","2603"
"2011","BRINDLE/WHITE","1","0","91","0","0","0","4","96"
"2011","BROWN","911","0","7733","11","2","0","170","8827"
"2011","BROWN & BLACK","48","0","417","0","0","0","10","475"
"2011","BROWN & TAN","10","0","258","1","0","0","20","289"
"2011","BROWN & WHITE","353","0","3843","4","0","0","114","4314"
"2011","BROWN TABBY","868","0","5","0","0","0","18","891"
"2011","BUFF","76","0","677","1","0","0","24","778"
"2011","CALICO","1907","0","3","0","0","0","46","1956"
"2011","CARMEL","15","0","77","0","0","0","5","97"
"2011","CHAMPAGNE","56","0","48","1","0","0","2","107"
"2011","CHARCOAL","9","0","32","0","0","0","1","42"
"2011","CHESTNUT","1","0","13","0","0","0","0","14"
"2011","CHOCOLATE","84","0","1715","0","0","0","69","1868"
"2011","CHOCOLATE POINT","66","0","4","0","0","0","0","70"
"2011","COCOA","0","0","8","0","0","0","0","8"
"2011","COPPER","0","0","33","0","0","0","1","34"
"2011","CREAM","212","0","1410","2","0","0","47","1671"
"2011","CREAM & BLACK","1","0","1","0","0","0","1","3"
"2011","DARK","4","0","12","1","0","0","0","17"
"2011","FAWN","16","0","2311","0","0","0","31","2358"
