"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","product_type","product_orientation_vertical_chest","product_description","defrost_type","number_of_glass_doors","number_of_solid_doors","number_of_doors","door_opening_orientation_hinged_sliding","total_volume_cu_ft","mixed_door_cabinet_glass_door_volume_cu_ft","mixed_door_cabinet_solid_door_volume_cu_ft","height_in","width_in","depth_in","energy_use_daily_energy_consumption_kwh_day","refrigerant_type","refrigerant_with_gwp","date_available_on_market","date_qualified","markets","energy_star_model_identifier"
"2344829","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRPS2HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","46.9","0","46.9","78.5","52","30","2.51","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRPS2HC***S********_08022019114402_2275338"
"2344833","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRPS3HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","3","0","3","Hinged","71.52","71.52","0","78.5","78","30","3.77","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRPS3HC***G********_08022019114543_9133248"
"2344837","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRPS3HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","3","3","Hinged","71.52","0","71.52","78.5","78","30","2.6","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRPS3HC***S********_08022019114726_6368508"
"2345924","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRS1HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","2","0","2","Hinged","22.28","22.28","0","78.5","26","30","2.15","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRS1HC***G********_08292019171622_7364770"
"2344816","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRS1HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","21.17","0","21.17","78.5","26","30","1.68","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRS1HC***S********_08022019113823_6281205"
"2344849","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRS1WHC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","30.76","30.76","0","78.5","35","30","2.33","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRS1WHC***G********_08022019115254_5147629"
"2344820","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRS1WHC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","1","1","Hinged","30.76","0","30.76","78.5","35","30","2.02","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRS1WHC***S********_08022019120039_1795274"
"2344824","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRS2HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","46.9","46.9","0","78.5","52","30","3.38","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRS2HC***G********_08022019114227_3797227"
"2344830","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRS2HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","46.9","0","46.9","78.5","52","30","2.51","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRS2HC***S********_08022019114402_7770920"
"2344834","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRS3HC***G********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","3","0","3","Hinged","71.52","71.52","0","78.5","78","30","3.77","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRS3HC***G********_08022019114543_1291276"
"2344838","Beverage-Air Corp.","Beverage-Air","Horizon Series Top Mount Refrigerator","HRS3HC***S********","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","3","3","Hinged","71.52","0","71.52","78.5","78","30","2.6","R-290","R-290 (GWP:3 | Lower GWP)","2019-04-01T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_HRS3HC***S********_08022019114726_5929337"
"2344796","Beverage-Air Corp.","Beverage-Air","Lumavue Glass Door Merchandiser","LV10HC**","","","Vertical Transparent Door Refrigerator","Vertical","Merchandiser","Automatic","1","0","1","Hinged","9.6","9.6","0","54","24","24","1.31","R-290","R-290 (GWP:3 | Lower GWP)","2016-09-15T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_LV10HC**_08012019152044_7391626"
"2344928","Beverage-Air Corp.","Beverage-Air","Lumavue Glass Door Merchandiser","LV12HC**********","","","Vertical Transparent Door Refrigerator","Vertical","Merchandiser","Automatic","1","0","1","Hinged","12.06","12.06","0","62","24","24","1.47","R-290","R-290 (GWP:3 | Lower GWP)","2017-11-07T00:00:00.000","2019-08-20T00:00:00.000","United States, Canada","ES_42829_LV12HC**********_08192019164049_4863550"
"2344797","Beverage-Air Corp.","Beverage-Air","Lumavue Glass Door Merchandiser","LV17HC**********","","","Vertical Transparent Door Refrigerator","Vertical","Merchandiser","Automatic","2","0","2","Sliding","18.49","18.49","0","66","36","24","1.84","R-290","R-290 (GWP:3 | Lower GWP)","2017-03-20T00:00:00.000","2019-08-19T00:00:00.000","United States, Canada","ES_42829_LV17HC**********_08012019152615_3222467"
"2366217","Beverage-Air Corp.","Beverage-Air","Lumavue Glass Door Merchandiser","LV19HC**********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","17.95","17.95","0","78","27.25","24","1.76","R-290","R-290 (GWP:3 | Lower GWP)","2020-08-31T00:00:00.000","2020-09-24T00:00:00.000","United States, Canada","ES_42829_LV19HC**********_09212020162812_3605576"
"2345113","Beverage-Air Corp.","Beverage-Air","Lumavue Glass Door Merchandiser","LV23HC*","","","Vertical Transparent Door Refrigerator","Vertical","Merchandiser","Automatic","1","0","1","Hinged","23.1","23.1","0","78","27.25","30","2.04","R-290","R-290 (GWP:3 | Lower GWP)","2016-09-15T00:00:00.000","2019-08-21T00:00:00.000","United States, Canada","ES_42829_LV23HC*_08192019173511_902978"
"2345133","Beverage-Air Corp.","Beverage-Air","Lumavue Glass Door Merchandiser","LV27HC**********","","","Vertical Transparent Door Refrigerator","Vertical","Merchandiser","Automatic","1","0","1","Hinged","26.17","26.17","0","78","30","32.5","2.05","R-290","R-290 (GWP:3 | Lower GWP)","2017-11-07T00:00:00.000","2019-08-21T00:00:00.000","United States, Canada","ES_42829_LV27HC**********_08012019153558_2323572"
"2366224","Beverage-Air Corp.","Beverage-Air","Lumavue Glass Door Merchandiser","LV35HC**********","","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","2","0","2","Hinged","35.55","35.55","0","78","39.5","30","2.64","R-290","R-290 (GWP:3 | Lower GWP)","2020-09-05T00:00:00.000","2020-09-24T00:00:00.000","United States, Canada","ES_42829_LV35HC**********_09212020163127_1501084"
"2354941","Continental Refrigerator","Continental","1RXNHD","1RXNHD",",1RXNSAHD,; ,1RXNSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","28.36","0","28.36","77","52","32","1.74","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-02-18T00:00:00.000","United States, Canada","ES_3317_1RXNHD_01062020164721_527917"
"2347298","Continental Refrigerator","Continental","2FEN","2FEN",",2FENSA,; ,2FENSS,","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","48.64","0","48.64","77","57","32","9.45","R-290","R-290 (GWP:3 | Lower GWP)","2019-10-01T00:00:00.000","2019-09-27T00:00:00.000","United States, Canada","ES_3317_2FEN_09262019131619_6932641"
"2347295","Continental Refrigerator","Continental","2FENHD","2FENHD",",2FENSAHD,; ,2FENSSHD,","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","4","4","Hinged","48.33","0","48.33","77","57","32","9.82","R-290","R-290 (GWP:3 | Lower GWP)","2019-10-01T00:00:00.000","2019-09-27T00:00:00.000","United States, Canada","ES_3317_2FENHD_09262019114729_5048639"
"2347293","Continental Refrigerator","Continental","2FN","2FN",",2FNSA,; ,2FNSS,","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","2","2","Hinged","43.45","0","43.45","77","52","32","8.85","R-290","R-290 (GWP:3 | Lower GWP)","2019-10-01T00:00:00.000","2019-09-27T00:00:00.000","United States, Canada","ES_3317_2FN_09262019112755_989648"
"2347294","Continental Refrigerator","Continental","2FNHD","2FNHD",",2FNSAHD,; ,2FNSSHD,","","Vertical Solid Door Freezer","Vertical","Reach-in","Automatic","0","4","4","Hinged","43.03","0","43.03","77","52","32","9.17","R-290","R-290 (GWP:3 | Lower GWP)","2019-10-01T00:00:00.000","2019-09-27T00:00:00.000","United States, Canada","ES_3317_2FNHD_09262019113907_8189050"
"2333149","Continental Refrigerator","Continental","2REN","2REN",",2RENSA,; ,2RENSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","48.64","0","48.64","59.22","51","26.5","2.06","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-01T00:00:00.000","2019-02-06T00:00:00.000","United States, Canada","ES_3317_2REN_01312019144002_1626703"
"2354632","Continental Refrigerator","Continental","2RENGD","2RENGD",",2RENGD,; ,2RENSAGD,; ,2RENSSGD,","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","48.8","48.8","0","65.25","78","32","3.34","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-02-11T00:00:00.000","United States, Canada","ES_3317_2RENGD_01102020101611_7545740"
"2354638","Continental Refrigerator","Continental","2RENGDHD","2RENGDHD",",2RENSAGDHD,; ,2RENSSGDHD,","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","48.8","0","48.8","65.25","0","32","3.45","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-02-11T00:00:00.000","United States, Canada","ES_3317_2RENGDHD_01252020095214_7981531"
"2333150","Continental Refrigerator","Continental","2RENHD","2RENHD",",2RENSAHD,; ,2RENSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","4","4","Hinged","48.33","0","48.33","59.22","51","26.5","2.25","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-01T00:00:00.000","2019-02-06T00:00:00.000","United States, Canada","ES_3317_2RENHD_01312019143833_6108972"
"2333147","Continental Refrigerator","Continental","2RN","2RN",",2RNSA,; ,2RNSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","43.45","0","43.45","59.25","46","26.5","2.13","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-01T00:00:00.000","2019-02-06T00:00:00.000","United States, Canada","ES_3317_2RN_01312019144249_5293390"
"2354636","Continental Refrigerator","Continental","2RNGD","2RNGD",",2RNSAGD,; ,2RNSSGD,","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","1","0","1","Hinged","43.7","43.7","0","77","52","32","3.14","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-02-11T00:00:00.000","United States, Canada","ES_3317_2RNGD_01082020121404_558740"
"2354637","Continental Refrigerator","Continental","2RNGDHD","2RNGDHD",",2RNSAGDHD,; ,2RSNSGDHD,","","Vertical Transparent Door Refrigerator","Vertical","Reach-in","Automatic","2","0","2","Hinged","42.6","42.6","0","77","52","32","3.21","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-02-11T00:00:00.000","United States, Canada","ES_3317_2RNGDHD_01092020113611_4035760"
"2333148","Continental Refrigerator","Continental","2RNHD","2RNHD",",2RNSAHD,; ,2RNSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","4","4","Hinged","43.03","0","43.03","59.25","46","26.5","2.15","R-290","R-290 (GWP:3 | Lower GWP)","2019-01-01T00:00:00.000","2019-02-06T00:00:00.000","United States, Canada","ES_3317_2RNHD_01312019144130_6180383"
"2357117","Continental Refrigerator","Continental","2RSN","2RSN",",2RSNSA,; ,2RSNSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","36.45","0","36.45","65.25","52","29","1.88","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-03-24T00:00:00.000","United States, Canada","ES_3317_2RSN_01252020095827_6817132"
"2357134","Continental Refrigerator","Continental","2RSNHD","2RSNHD",",2RSNSAHD,; ,2RSNSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","4","4","Hinged","36.02","0","36.02","65.25","52","29","1.96","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-03-24T00:00:00.000","United States, Canada","ES_3317_2RSNHD_02112020151042_2618219"
"2347297","Continental Refrigerator","Continental","3REN","3REN",",3RENSA,; ,3RENSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","3","3","Hinged","76.12","0","76.12","65.25","85","32","3.04","R-290","R-290 (GWP:3 | Lower GWP)","2019-10-01T00:00:00.000","2019-09-27T00:00:00.000","United States, Canada","ES_3317_3REN_09262019125058_1527673"
"2347299","Continental Refrigerator","Continental","3RENHD","3RENHD",",3RENSAHD,; ,3RENSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","6","6","Hinged","75.7","0","75.7","65.25","78","32","3.13","R-290","R-290 (GWP:3 | Lower GWP)","2019-10-01T00:00:00.000","2019-09-27T00:00:00.000","United States, Canada","ES_3317_3RENHD_09262019125848_7716485"
"2347296","Continental Refrigerator","Continental","3RN","3RN",",3RNSA,; ,3RNSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","3","3","Hinged","68.4","0","68.4","65.25","78","32","2.98","R-290","R-290 (GWP:3 | Lower GWP)","2019-10-01T00:00:00.000","2019-09-27T00:00:00.000","United States, Canada","ES_3317_3RN_09262019120346_6250879"
"2348567","Continental Refrigerator","Continental","3RNHD","3RNHD",",3RNSAHD,; ,D3RNSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","6","6","Hinged","67.6","0","67.6","65.25","78","32","3.1","R-290","R-290 (GWP:3 | Lower GWP)","2019-10-01T00:00:00.000","2019-10-16T00:00:00.000","United States, Canada","ES_3317_3RNHD_09262019125530_5305139"
"2334064","Continental Refrigerator","Continental","D1REN","D1REN",",D1RENSA,; ,D1RENSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","1","1","Hinged","21.8","0","21.8","59.22","22.38","27.38","1.54","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D1REN_02272019100650_3231317"
"2334066","Continental Refrigerator","Continental","D1RENHD","D1RENHD",",D1RENSAHD,; ,D1RENSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","2","2","Hinged","21.51","0","21.51","59.22","22.38","27.38","1.66","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D1RENHD_02272019100930_3768274"
"2334079","Continental Refrigerator","Continental","D1RENPT","D1RENPT",",1RENPTHD,; ,1RENSAPT,; ,1RENSSPT,; ,D1RENSAPT,; ,D1RENSSPT,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","1","1","Hinged","23.79","0","23.79","59.22","22.38","27.38","1.86","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D1RENPT_02272019145837_3800927"
"2334076","Continental Refrigerator","Continental","D1RENPTHD","D1RENPTHD",",1RENPT,; ,1RNSAPTHD,; ,1RNSSPTHD,; ,D1RENSAPTHD,; ,D1RENSSPTHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","1","1","Hinged","23.96","0","23.96","59.22","22.38","27.38","1.88","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D1RENPTHD_02272019101350_5232354"
"2338701","Continental Refrigerator","Continental","D1RIN","D1RIN","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","1","1","Hinged","31.91","0","31.91","67","29.25","29","2.08","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2019-05-23T00:00:00.000","United States, Canada","ES_3317_D1RIN_05222019112531_8161584"
"2338699","Continental Refrigerator","Continental","D1RINE","D1RINE","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","1","1","Hinged","34.95","0","34.95","76","35","32","2.18","R-290","R-290 (GWP:3 | Lower GWP)","2019-05-01T00:00:00.000","2019-05-23T00:00:00.000","United States, Canada","ES_3317_D1RINE_05222019112359_4717218"
"2334075","Continental Refrigerator","Continental","D1RN","D1RN",",D1RNSA,; ,D1RNSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","1","1","Hinged","19.3","0","19.3","59.22","19.88","27.38","1.39","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D1RN_02272019100245_7185327"
"2334067","Continental Refrigerator","Continental","D1RNHD","D1RNHD",",D1RNSAHD,; ,D1RNSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","2","2","Hinged","19.25","0","19.25","59.22","19.88","27.38","1.42","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D1RNHD_02272019130538_2794153"
"2334069","Continental Refrigerator","Continental","D1RNPT","D1RNPT",",1RNPT,; ,1RNSAPT,; ,1RNSSPT,; ,D1RNSAPT,; ,D1RNSSPT,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","1","1","Hinged","22.03","0","22.03","59.22","19.88","27.38","1.54","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D1RNPT_02272019141745_3887597"
"2334077","Continental Refrigerator","Continental","D1RNPTHD","D1RNPTHD",",1RNPTHD,; ,1RNSAPTHD,; ,1RNSSPTHD,; ,D1RNSAPTHD,; ,D1RNSSPTHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","2","2","Hinged","21.49","0","21.49","59.22","19.88","27.38","1.61","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D1RNPTHD_02272019144103_9477044"
"2334085","Continental Refrigerator","Continental","D2REN","D2REN",",D2RENSA,; ,D2RENSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","2","2","Hinged","49.1","0","49.1","59","50.88","27.38","2.42","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D2REN_02282019113239_6598626"
"2334050","Continental Refrigerator","Continental","D2RENHD","D2RENHD",",D2RENSAHD,; ,D2RENSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","4","4","Hinged","48.7","0","48.7","59","50.88","27.38","2.51","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D2RENHD_02272019200628_5413324"
"2334051","Continental Refrigerator","Continental","D2RENPT","D2RENPT",",2RENPT,; ,2RENSAPT,; ,2RENSSPT,; ,D2RENSAPT,; ,D2RENSSPT,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","2","2","Hinged","53.34","0","53.34","59","50.88","27.38","2.7","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D2RENPT_02282019072629_7393609"
"2334052","Continental Refrigerator","Continental","D2RENPTHD","D2RENPTHD",",2RENPTHD,; ,2RENSAPTHD,; ,2RENSSPTHD,; ,D2RENSAPTHD,; ,D2RENSSPTHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","4","4","Hinged","53.8","0","53.8","59","50.88","27.38","2.88","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D2RENPTHD_02282019074910_2378656"
"2362259","Continental Refrigerator","Continental","D2RIN","D2RIN","","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","64.22","0","64.22","86","68.5","35.38","3.22","R-290","R-290 (GWP:3 | Lower GWP)","2020-07-01T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_3317_D2RIN_06242020113808_2975885"
"2334081","Continental Refrigerator","Continental","D2RN","D2RN",",D2RNSA,; ,D2RNSS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","1","1","Hinged","44.1","0","44.1","59.22","46","27.38","2.16","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D2RN_02282019105722_9595910"
"2334126","Continental Refrigerator","Continental","D2RNHD","D2RNHD",",D2RNSAHD,; ,D2RNSSHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","4","4","Hinged","43.7","0","43.7","59.25","46","27.38","2.23","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-03-01T00:00:00.000","United States, Canada","ES_3317_D2RNHD_02282019080701_1534082"
"2334080","Continental Refrigerator","Continental","D2RNPT","D2RNPT",",2RNPT,; ,2RNSAPT,; ,2RNSSPT,; ,D2RNSAPT,; ,D2RNSSPT,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","4","4","Hinged","47.2","0","47.2","59.25","46","27.38","2.61","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-02-28T00:00:00.000","United States, Canada","ES_3317_D2RNPT_02282019083121_4212762"
"2334127","Continental Refrigerator","Continental","D2RNPTHD","D2RNPTHD",",2RNPTHD,; ,2RNSAPTHD,; ,2RNSSPTHD,; ,D2RNSAPTHD,; ,D2RNSSPTHD,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Manual","0","4","4","Hinged","46.3","0","46.3","59.22","46","27.38","2.7","R-290","R-290 (GWP:3 | Lower GWP)","2019-02-01T00:00:00.000","2019-03-01T00:00:00.000","United States, Canada","ES_3317_D2RNPTHD_02282019085238_3899957"
"2362203","Continental Refrigerator","Continental","MC3NDCW","MC3NDCW","","","Vertical Solid Door Refrigerator","Vertical","Milk Cooler","Automatic","0","4","4","Hinged","13.36","0","13.36","41.5","34","33","1.2","R-290","R-290 (GWP:3 | Lower GWP)","2020-07-01T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_3317_MC3NDCW_06242020121005_1235010"
"2362215","Continental Refrigerator","Continental","MC3NSCW","MC3NSCW","","","Vertical Solid Door Refrigerator","Vertical","Milk Cooler","Automatic","0","2","2","Hinged","13","0","13","41.5","34","33","1.16","R-290","R-290 (GWP:3 | Lower GWP)","2020-07-01T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_3317_MC3NSCW_06242020125204_1784021"
"2362204","Continental Refrigerator","Continental","MC4NDCW","MC4NDCW","","","Vertical Solid Door Refrigerator","Vertical","Milk Cooler","Automatic","0","4","4","Hinged","18.7","0","18.7","41.5","49","33","1.39","R-290","R-290 (GWP:3 | Lower GWP)","2020-07-01T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_3317_MC4NDCW_06242020122233_9228479"
"2362216","Continental Refrigerator","Continental","MC4NSCW","MC4NSCW","","","Vertical Solid Door Refrigerator","Vertical","Milk Cooler","Automatic","0","2","2","Hinged","18.2","0","18.2","41.5","49","33","1.25","R-290","R-290 (GWP:3 | Lower GWP)","2020-07-01T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_3317_MC4NSCW_06242020115016_4206659"
"2362217","Continental Refrigerator","Continental","MC5NDCW","MC5NDCW","","","Vertical Solid Door Refrigerator","Vertical","Milk Cooler","Automatic","0","4","4","Hinged","24.29","0","24.29","41.5","58","33","1.6","R-290","R-290 (GWP:3 | Lower GWP)","2020-07-01T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_3317_MC5NDCW_06242020114709_912439"
"2362218","Continental Refrigerator","Continental","MC5NS","MC5NS","","","Vertical Solid Door Refrigerator","Vertical","Milk Cooler","Automatic","0","2","2","Hinged","23.27","0","23.27","47","58","33","1.77","R-290","R-290 (GWP:3 | Lower GWP)","2020-07-01T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_3317_MC5NS_06252020090203_6902887"
"2362222","Continental Refrigerator","Continental","MC5NSCW","MC5NSCW","","","Vertical Solid Door Refrigerator","Vertical","Milk Cooler","Automatic","0","2","2","Hinged","23.6","0","23.6","41.5","58","33","1.36","R-290","R-290 (GWP:3 | Lower GWP)","2020-07-01T00:00:00.000","2020-06-29T00:00:00.000","United States, Canada","ES_3317_MC5NSCW_06242020114900_978509"
"2357198","Continental Refrigerator","Continental","RA118N","RA118N",",RA118NBS,; ,RA118NSS,; ,RA118NSSBS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","4","4","Hinged","43.9","0","43.9","35","118","32","1.91","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-03-25T00:00:00.000","United States, Canada","ES_3317_RA118N_02112020155214_9180261"
"2357196","Continental Refrigerator","Continental","RA43N","RA43N",",RA43NBS,; ,RA43NSS,; ,RA43NSSBS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","2","2","Hinged","12.35","0","12.35","35","43","32","1.05","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-03-25T00:00:00.000","United States, Canada","ES_3317_RA43N_02112020151718_888482"
"2357197","Continental Refrigerator","Continental","RA60N","RA60N",",RA60NBS,; ,RA60NSS,; ,RA60NSSBS,","","Vertical Solid Door Refrigerator","Vertical","Reach-in","Automatic","0","3","3","Hinged","19.27","0","19.27","35","60","32","1.4","R-290","R-290 (GWP:3 | Lower GWP)","2020-01-01T00:00:00.000","2020-03-25T00:00:00.000","United States, Canada","ES_3317_RA60N_02252020094541_6695978"
