"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","product_type","cop_rating","eer_rating","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2274781","Carrier Corporation","Bryant","GZ","GZ024******1*X1","","","Open Loop Water-to-Air","4.6","25.9","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_3676718","Yes"
"2274782","Carrier Corporation","Bryant","GZ","GZ024******1*X1","","","Closed Loop Water-to-Air","4","20.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_7602154","Yes"
"2274775","Carrier Corporation","Bryant","GZ","GZ036******1**1","","","Closed Loop Water-to-Air","4.2","21.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172429_3361204","Yes"
"2274776","Carrier Corporation","Bryant","GZ","GZ036******1**1","","","Open Loop Water-to-Air","5","25.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172429_7447522","Yes"
"2274785","Carrier Corporation","Bryant","GZ","GZ036******1*X1","","","Closed Loop Water-to-Air","3.7","20.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_7486915","Yes"
"2274786","Carrier Corporation","Bryant","GZ","GZ036******1*X1","","","Open Loop Water-to-Air","4.3","24.7","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_8217945","Yes"
"2274789","Carrier Corporation","Bryant","GZ","GZ036******1*X1","","","Closed Loop Water-to-Air","3.9","19.6","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_5185932","Yes"
"2274790","Carrier Corporation","Bryant","GZ","GZ036******1*X1","","","Open Loop Water-to-Air","4.6","24.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_9388647","Yes"
"2275082","Carrier Corporation","Bryant","GZ","GZ036**1*X1","","","Open Loop Water-to-Air","4.3","23.1","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_9795947","Yes"
"2275083","Carrier Corporation","Bryant","GZ","GZ036**1*X1","","","Closed Loop Water-to-Air","3.7","17.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_6943460","Yes"
"2274793","Carrier Corporation","Bryant","GZ","GZ048******1*X1","","","Open Loop Water-to-Air","4.3","24.5","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_2421653","Yes"
"2274794","Carrier Corporation","Bryant","GZ","GZ048******1*X1","","","Closed Loop Water-to-Air","3.7","20.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_4542292","Yes"
"2274797","Carrier Corporation","Bryant","GZ","GZ048******1*X1","","","Open Loop Water-to-Air","4.4","23.7","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_9957680","Yes"
"2274798","Carrier Corporation","Bryant","GZ","GZ048******1*X1","","","Closed Loop Water-to-Air","3.8","19.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_5887766","Yes"
"2275088","Carrier Corporation","Bryant","GZ","GZ048**1*X1","","","Open Loop Water-to-Air","4.3","22.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_8589919","Yes"
"2275089","Carrier Corporation","Bryant","GZ","GZ048**1*X1","","","Closed Loop Water-to-Air","3.7","18.7","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_1822663","Yes"
"2274801","Carrier Corporation","Bryant","GZ","GZ060******1*X1","","","Open Loop Water-to-Air","4.5","23.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_6122295","Yes"
"2274802","Carrier Corporation","Bryant","GZ","GZ060******1*X1","","","Closed Loop Water-to-Air","3.9","20.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_4151240","Yes"
"2274805","Carrier Corporation","Bryant","GZ","GZ060******1*X1","","","Open Loop Water-to-Air","4.1","23.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_3131426","Yes"
"2274806","Carrier Corporation","Bryant","GZ","GZ060******1*X1","","","Closed Loop Water-to-Air","3.6","19.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_1675935","Yes"
"2275092","Carrier Corporation","Bryant","GZ","GZ060**1*X1","","","Open Loop Water-to-Air","4.5","25.5","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_8110820","Yes"
"2275093","Carrier Corporation","Bryant","GZ","GZ060**1*X1","","","Closed Loop Water-to-Air","3.9","21.1","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_1181231","Yes"
"2275003","Carrier Corporation","Carrier","GC","GC036C/H/V******1**1 + UI","","","Open Loop Water-to-Air","5.1","32.5","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_6400607","Yes"
"2275004","Carrier Corporation","Carrier","GC","GC036C/H/V******1**1 + UI","","","Closed Loop Water-to-Air","4.5","27","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_2068859","Yes"
"2275007","Carrier Corporation","Carrier","GC","GC048C/H/V******1**1 + UI","","","Open Loop Water-to-Air","4.9","29.5","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_4970319","Yes"
"2275008","Carrier Corporation","Carrier","GC","GC048C/H/V******1**1 + UI","","","Closed Loop Water-to-Air","4.2","23.5","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_6701963","Yes"
"2275011","Carrier Corporation","Carrier","GC","GC060C/H/V******1**1 + UI","","","Open Loop Water-to-Air","4.7","27.8","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_9156710","Yes"
"2275012","Carrier Corporation","Carrier","GC","GC060C/H/V******1**1 + UI","","","Closed Loop Water-to-Air","4.1","22.7","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_3635513","Yes"
"2275015","Carrier Corporation","Carrier","GC","GC072C/H/V******1**1 + UI","","","Open Loop Water-to-Air","4.6","25.8","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_5952994","Yes"
"2275016","Carrier Corporation","Carrier","GC","GC072C/H/V******1**1 + UI","","","Closed Loop Water-to-Air","4","21.9","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_2567468","Yes"
"2274809","Carrier Corporation","Bryant","GZ","GZ072******1*X1","","","Open Loop Water-to-Air","4.3","22.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_6730901","Yes"
"2275077","Carrier Corporation","Bryant","GZ","GZ072******1*X1","","","Closed Loop Water-to-Air","3.8","18.6","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_9903974","Yes"
"2275096","Carrier Corporation","Bryant","GZ","GZ072**1*X1","","","Open Loop Water-to-Air","4.3","24.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_5214707","Yes"
"2275097","Carrier Corporation","Bryant","GZ","GZ072**1*X1","","","Closed Loop Water-to-Air","3.8","20.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_4364489","Yes"
"2274999","Carrier Corporation","Carrier","GC","GC024C/H/V******1**1 + UI","","","Open Loop Water-to-Air","5","30","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_9613799","Yes"
"2275000","Carrier Corporation","Carrier","GC","GC024C/H/V******1**1 + UI","","","Closed Loop Water-to-Air","4.2","24","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_7917653","Yes"
"2275005","Carrier Corporation","Bryant","GC","GC048C/H/V******1*X1 + UI","","","Open Loop Water-to-Air","4.9","29.5","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_3198050","Yes"
"2275006","Carrier Corporation","Bryant","GC","GC048C/H/V******1*X1 + UI","","","Closed Loop Water-to-Air","4.2","23.5","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_6157481","Yes"
"2275009","Carrier Corporation","Bryant","GC","GC060C/H/V******1*X1 + UI","","","Open Loop Water-to-Air","4.7","27.8","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_9594924","Yes"
"2275010","Carrier Corporation","Bryant","GC","GC060C/H/V******1*X1 + UI","","","Closed Loop Water-to-Air","4.1","22.7","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_4160242","Yes"
"2275013","Carrier Corporation","Bryant","GC","GC072C/H/V******1*X1 + UI","","","Open Loop Water-to-Air","4.6","25.8","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_1145014","Yes"
"2275014","Carrier Corporation","Bryant","GC","GC072C/H/V******1*X1 + UI","","","Closed Loop Water-to-Air","4","21.9","2016-04-13T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172441_7294787","Yes"
"2274791","Carrier Corporation","Carrier","GZ","GZ048******1**1","","","Open Loop Water-to-Air","4.3","24.5","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_6341415","Yes"
"2274792","Carrier Corporation","Carrier","GZ","GZ048******1**1","","","Closed Loop Water-to-Air","3.7","20.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_9705179","Yes"
"2274795","Carrier Corporation","Carrier","GZ","GZ048******1**1","","","Open Loop Water-to-Air","4.4","23.7","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_8390025","Yes"
"2274796","Carrier Corporation","Carrier","GZ","GZ048******1**1","","","Closed Loop Water-to-Air","3.8","19.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_3550150","Yes"
"2275086","Carrier Corporation","Carrier","GZ","GZ048**1**1","","","Open Loop Water-to-Air","4.3","22.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_4322703","Yes"
"2275087","Carrier Corporation","Carrier","GZ","GZ048**1**1","","","Closed Loop Water-to-Air","3.7","18.7","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_1442705","Yes"
"2274799","Carrier Corporation","Carrier","GZ","GZ060******1**1","","","Open Loop Water-to-Air","4.5","23.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_7758377","Yes"
"2274800","Carrier Corporation","Carrier","GZ","GZ060******1**1","","","Closed Loop Water-to-Air","3.9","20.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_2265146","Yes"
"2274803","Carrier Corporation","Carrier","GZ","GZ060******1**1","","","Open Loop Water-to-Air","4.1","23.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_1860944","Yes"
"2274804","Carrier Corporation","Carrier","GZ","GZ060******1**1","","","Closed Loop Water-to-Air","3.6","19.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_1152750","Yes"
"2275090","Carrier Corporation","Carrier","GZ","GZ060**1**1","","","Open Loop Water-to-Air","4.5","25.5","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_7234760","Yes"
"2275091","Carrier Corporation","Carrier","GZ","GZ060**1**1","","","Closed Loop Water-to-Air","3.9","21.1","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_7190914","Yes"
"2275094","Carrier Corporation","Carrier","GZ","GZ072**1**1","","","Open Loop Water-to-Air","4.3","24.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_5607904","Yes"
"2275095","Carrier Corporation","Carrier","GZ","GZ072**1**1","","","Closed Loop Water-to-Air","3.8","20.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_4412206","Yes"
"2275098","Carrier Corporation","Carrier","GZ","GZ024*******1**1","","","Open Loop Water-to-Air","4.3","25.9","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_7419841","Yes"
"2275099","Carrier Corporation","Carrier","GZ","GZ024*******1**1","","","Closed Loop Water-to-Air","3.7","21","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_3889279","Yes"
"2275104","Carrier Corporation","Carrier","GZ","GZ024*******1**1","","","Open Loop Water-to-Air","4.3","26.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_5701531","Yes"
"2275105","Carrier Corporation","Carrier","GZ","GZ024*******1**1","","","Closed Loop Water-to-Air","3.9","21.3","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_4726976","Yes"
"2275106","Carrier Corporation","Carrier","GZ","GZ024*******1**1","","","Open Loop Water-to-Air","4.2","24.3","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172432_8976789","Yes"
"2275107","Carrier Corporation","Carrier","GZ","GZ024*******1**1","","","Closed Loop Water-to-Air","3.6","20.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172432_7831183","Yes"
"2274779","Carrier Corporation","Carrier","GZ","GZ024******1**1","","","Open Loop Water-to-Air","4.6","25.9","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172429_9897486","Yes"
"2274780","Carrier Corporation","Carrier","GZ","GZ024******1**1","","","Closed Loop Water-to-Air","4","20.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172429_9049936","Yes"
"2274783","Carrier Corporation","Carrier","GZ","GZ036******1**1","","","Closed Loop Water-to-Air","3.7","20.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_9309921","Yes"
"2274784","Carrier Corporation","Carrier","GZ","GZ036******1**1","","","Open Loop Water-to-Air","4.3","24.7","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_5699356","Yes"
"2274787","Carrier Corporation","Carrier","GZ","GZ036******1**1","","","Closed Loop Water-to-Air","3.9","19.6","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_9518867","Yes"
"2274788","Carrier Corporation","Carrier","GZ","GZ036******1**1","","","Open Loop Water-to-Air","4.6","24.2","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172430_1208026","Yes"
"2275084","Carrier Corporation","Carrier","GZ","GZ036**1**1","","","Open Loop Water-to-Air","4.3","23.1","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_7286041","Yes"
"2275085","Carrier Corporation","Carrier","GZ","GZ036**1**1","","","Closed Loop Water-to-Air","3.7","17.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172431_3168440","Yes"
"2274777","Carrier Corporation","Carrier","GZ","GZ036******1*X1","","","Closed Loop Water-to-Air","4.2","21.4","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172429_4259886","Yes"
"2274778","Carrier Corporation","Carrier","GZ","GZ036******1*X1","","","Open Loop Water-to-Air","5","25.8","2016-03-31T00:00:00.000","2016-08-12T00:00:00.000","United States, Canada","ES_1020846_08122016172429_4649317","Yes"
"2214393","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QED0930","","","Closed Loop Water-to-Air","4.3","33.7","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114048_7342834","Yes"
"2214398","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QED0930","","","Open Loop Water-to-Air","5.3","56.9","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114049_8304661","Yes"
"2214399","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QED1860","","","Closed Loop Water-to-Air","4.2","33.3","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114049_6134113","Yes"
"2214404","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QED1860","","","Open Loop Water-to-Air","5.2","48.8","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114049_4694665","Yes"
"2214394","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QEH0930","","","Closed Loop Water-to-Air","4.3","33.7","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114048_8268951","Yes"
"2214397","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QEH0930","","","Open Loop Water-to-Air","5.3","56.9","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114049_1155540","Yes"
"2214400","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QEH1860","","","Closed Loop Water-to-Air","4.2","33.3","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114049_1121881","Yes"
"2290995","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TED064B","","","Open Loop Water-to-Air","4.9","28.4","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_4470789","Yes"
"2291000","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TED072B","","","Closed Loop Water-to-Air","3.8","20.1","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_9242362","Yes"
"2291001","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TED072B","","","Open Loop Water-to-Air","4.5","25.6","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162531_9755814","Yes"
"2290974","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TEH026B","","","Closed Loop Water-to-Air","4.6","24","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162529_5816162","Yes"
"2290975","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TEH026B","","","Open Loop Water-to-Air","5.6","30.3","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_8018577","Yes"
"2290986","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TEH049B","","","Closed Loop Water-to-Air","4.2","23.4","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_2282166","Yes"
"2290987","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TEH049B","","","Open Loop Water-to-Air","4.8","29.1","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_2609288","Yes"
"2290992","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TEH064B","","","Closed Loop Water-to-Air","4.2","22.8","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_6371038","Yes"
"2290993","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TEH064B","","","Open Loop Water-to-Air","4.9","28.4","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_4015803","Yes"
"2290998","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TEH072B","","","Closed Loop Water-to-Air","3.8","20.1","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_1556578","Yes"
"2290999","ClimateMaster Inc.","Climatemaster","Tranquility 30 Digital","TEH072B","","","Open Loop Water-to-Air","4.5","25.6","2012-12-03T00:00:00.000","2017-01-05T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01052017162530_6909168","Yes"
"2170235","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TEP026A","","","Closed Loop Water-to-Air","4.3","22.7","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150218_3253865","Yes"
"2170237","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TEP026A","","","Open Loop Water-to-Air","5.2","29.2","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150218_2252228","Yes"
"2170243","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TEP038A","","","Closed Loop Water-to-Air","4.3","22.4","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150219_8833889","Yes"
"2170245","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TEP038A","","","Open Loop Water-to-Air","4.9","28.8","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150219_3369363","Yes"
"2170251","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TEP049A","","","Closed Loop Water-to-Air","4.1","20.5","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150219_2161205","Yes"
"2170253","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TEP049A","","","Open Loop Water-to-Air","4.9","26.7","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150219_9722912","Yes"
"2170259","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TEP064A","","","Closed Loop Water-to-Air","3.9","19.8","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150219_2156250","Yes"
"2170261","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TEP064A","","","Open Loop Water-to-Air","4.5","24.7","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150219_8717882","Yes"
"2170233","ClimateMaster Inc.","Climatemaster","Tranquility 27 Split Digital","TES026A","","","Open Loop Water-to-Air","5.2","29.2","2012-12-03T00:00:00.000","2013-01-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_01252013150218_5166664","Yes"
"2214403","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QEH1860","","","Open Loop Water-to-Air","5.2","48.8","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114049_6651922","Yes"
"2214395","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QEV0930","","","Closed Loop Water-to-Air","4.3","33.7","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114048_7367460","Yes"
"2214396","ClimateMaster Inc.","Climatemaster","Trilogy 40 Q-Mode","QEV0930","","","Open Loop Water-to-Air","5.3","56.9","2014-06-02T00:00:00.000","2014-06-25T00:00:00.000","United States, Switzerland, Taiwan, Japan, Canada","ES_22828_06252014114049_8680015","Yes"
