"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","indoor_outdoor","product_type","ceiling_fan_size_diameters_in_inches","ceiling_fan_efficiency_cfm_w","fan_power_consumption_low_speed_w","fan_power_consumption_high_speed_w","fan_power_consumption_standby_w","ceiling_fan_features","ceiling_fan_components_warranty_years","shipped_with_energy_star_lamp_s_formula","energy_star_lamp_pd_id","energy_star_lamp_alternate_pd_ids","lamp_manufacturer","lamp_model_number","lighting_technology","light_output_lumens","total_input_power_watts","energy_efficiency_measured_outside_the_fixture_lm_w","lighting_efficiency_measured_at_the_source_lm_w","power_factor","correlated_color_temperature_kelvin","color_quality_cri","light_source_life_hours","light_sources_per_light_kit","light_source_connection_base_type","light_kit_dimmability","special_features_dimming_motion_sensing_etc","light_kit_warranty","connected_functionality","communication_standard_media_network_layer","notes","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2391579","WAC Lighting","MODERN FORMS","SKYLARK FLUSH","FH-W2202-54L-***/***",",,(*** stands for different colors, where each * can be a letter or a number, or blank)","790576944562;790576944579;790576944586","Indoor Ceiling Fan","Standard Fan with Light Kit","54","179.8","3.3","29.8","1.3","None","3","No",,"","WAC Lighting Co","","","1670","19.5",,,"0.89","3500K","94","50,000","","","Yes","","","No","","","2022-02-15T00:00:00.000","2022-01-11T00:00:00.000","United States, Canada","ES_22491_FH-W2202-54L-***/***_012120220320887_5023177","No"
"2391096","WAC Lighting","MODERN FORMS","TORQUE","FR-W2204-58","","","Outdoor Ceiling Fan","Standard Fan Only","58","172","4","39.2","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-03-01T00:00:00.000","2022-01-20T00:00:00.000","United States, Canada","ES_22491_FR-W2204-58_010320222110744_4258819","No"
"2391095","WAC Lighting","MODERN FORMS","TORQUE","FR-W2204-58-***",",,*** stands for different colors, where each * can be a letter or a number, or blank","790576956930","Outdoor Ceiling Fan","Standard Fan Only","58","172","4","39.2","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-03-01T00:00:00.000","2022-01-20T00:00:00.000","United States, Canada","ES_22491_FR-W2204-58-***_010320222110359_1437868","No"
"2391097","WAC Lighting","MODERN FORMS","TORQUE","FR-W2204-58-***/***",",,*** stands for different colors, where each * can be a letter or a number, or blank","790576956947;790576956954;790576956961;790576956978","Outdoor Ceiling Fan","Standard Fan Only","58","172","4","39.2","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-03-01T00:00:00.000","2022-01-20T00:00:00.000","United States, Canada","ES_22491_FR-W2204-58-***/***_010320222110526_5531142","No"
"2373593","WAC Lighting","MODERN FORMS","Twirl","FR-W2103-58L","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","58","201","5.3","30.1","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd.","","","1548","20",,,"0.89","3000K","93","54,000","","","Yes","","","No","","","2021-03-01T00:00:00.000","2021-02-08T00:00:00.000","United States, Canada","ES_22491_FR-W2103-58L_020720211952390_7225060","No"
"2386524","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-**_102520212114272_6756346","No"
"2386525","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-**_10252021211493_8746619","No"
"2386469","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-MB","","790576891002","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-MB_102520212114921_9577604","No"
"2386470","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-MB","","790576891002","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-MB_102520212115348_2159029","No"
"2386471","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-MB","","790576891002","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-MB_102520212114520_7056005","No"
"2386472","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-MW","","790576891019","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-MW_10252021211509_5165539","No"
"2386473","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-MW","","790576891019","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-MW_102520212115420_5013437","No"
"2386474","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-MW","","790576891019","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-MW_102520212115184_2113635","No"
"2386789","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-**_102720212209311_4807441","No"
"2386792","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-**_102720212208320_2900586","No"
"2386793","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-**_102720212209538_9431621","No"
"2386533","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-MB","","790576890944","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-MW_100920210035201_4196838","No"
"2386787","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-MB","","790576890944","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-MB_102720212209749_6516413","No"
"2386790","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-MB","","790576890944","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-MB_102720212210457_8524688","No"
"2386803","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-MB","","790576890944","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-MB_102720212226245_1868654","No"
"2386786","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-MW","","790576890951","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-MW_102720212211616_7068669","No"
"2386788","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-MW","","790576890951","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-MW_102720212210323_2358411","No"
"2386791","WAC Lighting","WAC","San Francisco 52"" downrod ceiling fan","F-081L-MW","","790576890951","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","171.6","3.5","25","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-081L-MW_102720212210245_7274913","No"
"2386794","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-**_102720212217322_9301199","No"
"2386795","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-**_102720212217182_3724745","No"
"2386801","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-**_102720212217178_9182108","No"
"2386531","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-MB","","790576890968","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-MW_100920210128604_5275595","No"
"2386799","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-MB","","790576890968","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-MB_102720212217152_3784770","No"
"2386800","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-MB","","790576890968","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-MB_102720212218967_6645901","No"
"2386802","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-MB","","790576890968","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-MB_102720212218121_6045265","No"
"2386796","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-MW","","790576890975","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-MW_102720212218686_1165888","No"
"2386797","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-MW","","790576890975","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-MW_102720212218807_9562373","No"
"2386798","WAC Lighting","WAC","San Francisco 52"" flush ceiling fan","F-082L-MW","","790576890975","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","138.2","3.3","25.3","1.4","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-20T00:00:00.000","United States, Canada","ES_22491_F-082L-MW_10272021221882_6594119","No"
"2352590","WAC Lighting","WAC Lighting","52 Disc","52WAL-L","52 Disc,52WAL-L-1,; 52 Disc,F-002L,; 52 Disc,F-033L,","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","237","3.1","25.5","0.6","None","5","No",,"","Seoul Semiconductor Co., Ltd","","","2350","25",,,"0.91","3000K","93","54,000","","","No","","","No","","","2020-03-01T00:00:00.000","2020-01-02T00:00:00.000","United States, Canada","ES_22491_52WAL-L_01072020015341_2021847","Yes"
"2391860","WAC Lighting","WAC Lighting","ATLANTIS","F-072L","","790576889054;790576889061;790576889078","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","93.6","13.4","64","0","None","3","No",,"","WAC Lighting Co","","","1800","19.5",,,"0.97","3000K","93","50,000","","","No","","","No","","","2022-02-15T00:00:00.000","2022-01-28T00:00:00.000","United States, Canada","ES_22491_F-072L_01182022205218_7051673","No"
"2391859","WAC Lighting","WAC Lighting","ATLANTIS","F-072L-***",",,(*** stands for different colors, where each * can be a letteror a number, or blank)","790576889054;790576889061;790576889078","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","93.6","13.4","64","0","None","3","No",,"","WAC Lighting Co","","","1800","19.5",,,"0.97","3000K","93","50,000","","","No","","","No","","","2022-02-15T00:00:00.000","2022-01-28T00:00:00.000","United States, Canada","ES_22491_F-072L-***_012820220227794_7856923","No"
"2391858","WAC Lighting","WAC Lighting","ATLANTIS FLUSH","F-073L","","790576889269;790576889276;790576889283","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","80.7","14.2","63.6","0","None","3","No",,"","WAC Lighting Co","","","1800","19.5",,,"0.97","3000K","93","50,000","","","No","","","No","","","2022-02-15T00:00:00.000","2022-01-28T00:00:00.000","United States, Canada","ES_22491_F-073L_011020220214445_2602678","No"
"2392699","WAC Lighting","WAC Lighting","ATLANTIS FLUSH","F-073L-***",",,(*** stands for different colors, where each * can be a letter or a number, or blank)","790576889269;790576889276;790576889283","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","80.7","14.2","63.6","0","None","3","No",,"","WAC Lighting Co","","","1800","19.5",,,"0.97","3000K","93","50,000","","","No","","","No","","","2022-02-15T00:00:00.000","2022-01-28T00:00:00.000","United States, Canada","ES_22491_F-073L-***_020620222131484_5560251","No"
"2371776","WAC Lighting","WAC Lighting","Blitzen","F-060","","","Indoor Ceiling Fan","Standard Fan Only","54","168.9","5.1","22","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-02-01T00:00:00.000","2020-12-29T00:00:00.000","United States, Canada","ES_22491_F-060_122220202031148_4875086","No"
"2371975","WAC Lighting","WAC Lighting","Blitzen","F-060L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","54","168.9","5.1","22","1.4","None","3","No",,"","WAC Lighting Co","","","1200","15",,,"0.86","3500K","94","50,000","","","Yes","","","No","","","2021-03-01T00:00:00.000","2021-01-13T00:00:00.000","United States, Canada","ES_22491_F-060L_01132021033702_5138441","No"
"2371976","WAC Lighting","WAC Lighting","Blitzen","F-060L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","54","168.9","5.1","22","1.4","None","3","No",,"","WAC Lighting Co","","","1200","15",,,"0.86","4000/4100K","94","50,000","","","Yes","","","No","","","2021-03-01T00:00:00.000","2021-01-13T00:00:00.000","United States, Canada","ES_22491_F-060L_011320210338180_4167636","No"
"2371977","WAC Lighting","WAC Lighting","Blitzen","F-060L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","54","168.9","5.1","22","1.4","None","3","No",,"","WAC Lighting Co","","","1200","15",,,"0.86","3000K","94","50,000","","","Yes","","","No","","","2021-03-01T00:00:00.000","2021-01-13T00:00:00.000","United States, Canada","ES_22491_F-060L_123120200026765_9345646","No"
"2334625","WAC Lighting","WAC Lighting","Ceiling Fan","FH-W1811-54","","","Outdoor Ceiling Fan","Standard Fan Only","54","320","3.7","22.8","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-12-31T00:00:00.000","2019-03-11T00:00:00.000","United States, Canada","ES_22491_FH-W1811-54_03122019095819_4699044","Yes"
"2334626","WAC Lighting","WAC Lighting","Ceiling Fan","FR-W1811-54","","","Outdoor Ceiling Fan","Standard Fan Only","54","368","4","20.6","0","None","5","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-12-31T00:00:00.000","2019-03-11T00:00:00.000","United States, Canada","ES_22491_FR-W1811-54_03122019095601_4561403","Yes"
"2335027","WAC Lighting","WAC Lighting","Ceiling Fan","FR-W1813-60L","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","60","375","3.5","22.2","0","None","5","No",,"","Seoul Semiconductor Co., Ltd","","","1500","20",,,"0.9","3000K","93","54,000","","","Yes","","","No","","","2019-01-01T00:00:00.000","2019-03-21T00:00:00.000","United States, Canada","ES_22491_FR-W1813-60L_03222019044008_9608760","Yes"
"2335000","WAC Lighting","WAC Lighting","Ceiling Fan","FR-W1814-60L","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","60","276","3.8","31.1","0","None","5","No",,"","Seoul Semiconductor Co., Ltd","","","1470","20",,,"0.9","3000K","94","54,000","","","Yes","","","No","","","2019-01-01T00:00:00.000","2019-03-21T00:00:00.000","United States, Canada","ES_22491_FR-W1814-60L_03212019053654_6614947","Yes"
"2371830","WAC Lighting","WAC Lighting","Eclipse","F-053L",",,3500K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","54","132.8","3.4","36.2","1.4","None","3","No",,"","WAC Lighting Co","","","1600","20",,,"0.89","3500K","93","54,000","","","Yes","","","No","","","2021-02-01T00:00:00.000","2021-01-11T00:00:00.000","United States, Canada","ES_22491_F-053L_010820210205943_8837523","No"
"2377755","WAC Lighting","MODERN FORMS","Ultra","FR-D2102-54U","","","Indoor Ceiling Fan","Standard Fan Only","54","167.7","4.2","25.8","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-07-01T00:00:00.000","2021-04-28T00:00:00.000","United States, Canada","ES_22491_FR-D2102-54U_050820210226849_9964214","No"
"2358536","WAC Lighting","MODERN FORMS","Vox Flush","FH-W1802-26L","Vox Flush,FH-W1802-26L-*,","","Outdoor Ceiling Fan","Standard Fan with Light Kit","26","110","3.6","17.4","1.4","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1050","15",,,"0.88","3000K","93","50,000","","","Yes","","","No","","","2018-08-01T00:00:00.000","2020-04-27T00:00:00.000","United States, Canada","ES_22491_FH-W1802-26L_04272020055549_6949356","No"
"2359463","WAC Lighting","MODERN FORMS","Vox Flush","FH-W1802-38L","Vox Flush,FH-W1802-38L-*,","","Outdoor Ceiling Fan","Standard Fan with Light Kit","38","121","4.8","40.7","1.5","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","2200","25",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","2018-08-01T00:00:00.000","2020-05-06T00:00:00.000","United States, Canada","ES_22491_FH-W1802-38L_05072020015742_6662561","No"
"2359806","WAC Lighting","MODERN FORMS","Wynd","FR-W1801-42L",",,""*"" can be any length of characters or blank; Wynd,FR-W1801-42L-*,","","Indoor Ceiling Fan","Standard Fan with Light Kit","42","158","4.7","27.4","1.4","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1440","20",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","2018-08-01T00:00:00.000","2020-05-19T00:00:00.000","United States","ES_22491_FR-W1801-42L_05192020085511_8511764","No"
"2359772","WAC Lighting","MODERN FORMS","Wynd","FR-W1801-52L",",,FR-W1801-52L-* (""*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","207","4.8","29.7","1.7","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1440","20",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","2018-08-01T00:00:00.000","2020-05-18T00:00:00.000","United States","ES_22491_FR-W1801-52L_05182020025102_0262813","No"
"2359773","WAC Lighting","MODERN FORMS","Wynd","FR-W1801-60L",",,FR-W1801-60L-* (""*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","184","6.5","52.4","1.4","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1440","20",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","2020-02-01T00:00:00.000","2020-05-18T00:00:00.000","United States","ES_22491_FR-W1801-60L_05182020024318_9798216","No"
"2390591","WAC Lighting","MODERN FORMS","Wyndmill","FR-W2201-65L","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","65","218","5.7","46","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1671","20",,,"0.89","3000K","94","54,000","","","Yes","","","No","","","2022-03-31T00:00:00.000","2022-01-04T00:00:00.000","United States, Canada","ES_22491_FR-W2201-65L_122820212043515_5691038","No"
"2390593","WAC Lighting","MODERN FORMS","Wyndmill","FR-W2201-65L-**",",,** stands for different colors, where each * can be a letter or a number, or blank","790576943732","Outdoor Ceiling Fan","Standard Fan with Light Kit","65","218","5.7","46","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1671","20",,,"0.89","3000K","94","54,000","","","Yes","","","No","","","2022-03-31T00:00:00.000","2022-01-04T00:00:00.000","United States, Canada","ES_22491_FR-W2201-65L-**_011820220151743_7028341","No"
"2390592","WAC Lighting","MODERN FORMS","Wyndmill","FR-W2201-65L-**/**",",,** stands for different colors, where each * can be a letter or a number, or blank","790576943725;790576943749","Outdoor Ceiling Fan","Standard Fan with Light Kit","65","218","5.7","46","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1671","20",,,"0.89","3000K","94","54,000","","","Yes","","","No","","","2022-03-31T00:00:00.000","2022-01-04T00:00:00.000","United States, Canada","ES_22491_FR-W2201-65L-**/**_011820220151629_1010967","No"
"2373167","WAC Lighting","MODERN FORMS","Wynd XL","FR-W2101-72L","Wynd XL,FR-W2101-72L-*,""*"" can be any length of characters or blank","","Outdoor Ceiling Fan","Standard Fan with Light Kit","72","266","5.3","58.9","1.4","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1440","20",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","2021-06-15T00:00:00.000","2021-01-29T00:00:00.000","United States, Canada","ES_22491_FR-W2101-72L_020220212024162_6539749","No"
"2386461","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-**_102520212035423_8123711","No"
"2386462","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-**_102520212035254_5218287","No"
"2386468","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-MW_100920210415572_1968251","No"
"2386460","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-MB","","790576890982","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-MB_102520212036235_9129719","No"
