"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","full_load_input_rate_btu_hr","reported_thermal_efficiency_te","turndown_ratio","control_type","application","date_available_on_market","date_qualified","markets","energy_star_model_identifier"
"2380534","P. B. Heat, LLC","Peerless","PureFire","PFC-460-LP","","","460","95.2","5","Multi-stage","Indoor","2015-06-01T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1115867_PFC-460-LP_06032021135518_4261997"
"2380535","P. B. Heat, LLC","Peerless","PureFire","PFC-460-NAT","","","460","95.2","5","Multi-stage","Indoor","2015-06-01T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1115867_PFC-460-NAT_06032021135517_8854117"
"2380536","P. B. Heat, LLC","Peerless","PureFire","PFC-850-LP","","","850","96.2","10","Multi-stage","Indoor","2020-09-09T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1115867_PFC-850-LP_06012021092117_5528836"
"2380537","P. B. Heat, LLC","Peerless","PureFire","PFC-850-NAT","","","850","96.2","10","Multi-stage","Indoor","2020-09-09T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1115867_PFC-850-NAT_06012021092117_1845546"
"2380538","P. B. Heat, LLC","Peerless","PureFire","PFC-750-LP","","","750","98","5","Multi-stage","Indoor","2021-05-01T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_19344_PFC-750-LP_03012021013201_3769004"
"2380539","P. B. Heat, LLC","Peerless","PureFire","PFC-750-N","","","750","98","5","Multi-stage","Indoor","2021-05-01T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_19344_PFC-750-N_03012021013158_2396061"
"2380540","P. B. Heat, LLC","Peerless","PureFire","PFC-625-N","","","625","97.9","5","Multi-stage","Indoor","2021-05-01T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_19344_PFC-625-N_03012021013157_8619036"
"2380541","P. B. Heat, LLC","Peerless","PureFire","PFC-625-LP","","","625","97.9","5","Multi-stage","Indoor","2021-05-01T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_19344_PFC-625-LP_03012021013157_8663285"
"2348949","Raypak Inc.","Raypak","XFIIRE","H7-400B*","","","399","96","7","Multi-stage","Indoor","2019-08-29T00:00:00.000","2021-11-08T00:00:00.000","United States","ES_1088187_H7-400B*_10242019134217_9315645"
"2348950","Raypak Inc.","Raypak","XFIIRE","H7-500B*","","","500","96","6","Multi-stage","Indoor","2019-08-29T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1088187_H7-500B*_10242019134223_4320182"
"2348951","Raypak Inc.","Raypak","XFIIRE","H7-650B*","","","650","96","7","Multi-stage","Indoor","2019-08-29T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1088187_H7-650B*_10242019134227_7515357"
"2348952","Raypak Inc.","Raypak","XFIIRE","H7-800B*","","","800","96","6","Multi-stage","Indoor","2019-08-29T00:00:00.000","2019-10-24T00:00:00.000","United States, Canada","ES_1088187_H7-800B*_10242019134231_7471147"
"2348958","Raypak Inc.","Raypak","XFIIRE","H7-300B*","","","300","96","7","Multi-stage","Indoor","2019-08-29T00:00:00.000","2019-10-24T00:00:00.000","United States, Canada","ES_1088187_H7-300B*_10242019134238_8571205"
"2354502","Raypak Inc.","Raypak","XVers L","H7-726L*","","","725","97.3","6","Multi-stage","Indoor","2019-09-12T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1088187_H7-726L*_02062020183816_1699660"
"2354503","Raypak Inc.","Raypak","XVers L","H7-856L*","","","850","97.2","7","Multi-stage","Indoor","2019-09-12T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1088187_H7-856L*_02062020183828_9705720"
"2354507","Raypak Inc.","Raypak","XVers L","H7-406L*","","","399","98","9","Multi-stage","Indoor","2019-09-12T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1088187_H7-406L*_02062020185817_8676296"
"2354508","Raypak Inc.","Raypak","XVers L","H7-506L*","","","500","97.8","10","Multi-stage","Indoor","2019-09-12T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1088187_H7-506L*_02062020185820_8927466"
"2354509","Raypak Inc.","Raypak","XVers L","H7-606L*","","","600","97.6","7","Multi-stage","Indoor","2019-09-12T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1088187_H7-606L*_02062020185823_8273565"
"2356820","Raypak Inc.","Raypak","XFIIRE","H7-1000B*","","","1000","96","7","Multi-stage","Indoor","2019-08-29T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1088187_H7-1000B*_03162020181510_261028"
"2369075","Raypak Inc.","IBC Technologies","IFIRE 1000B","IBGWSF1-1000*","","","1000","96","11","Multi-stage","Indoor","2021-05-01T00:00:00.000","2020-11-04T00:00:00.000","United States, Canada","ES_1088187_IBGWSF1-1000*_10282020013728_1162109"
"2369076","Raypak Inc.","IBC Technologies","IFIRE 800B","IBGWSF1-0800*","","","800","96","11","Multi-stage","Indoor","2021-05-01T00:00:00.000","2020-11-04T00:00:00.000","United States, Canada","ES_1088187_IBGWSF1-0800*_10282020013728_5027229"
"2369077","Raypak Inc.","IBC Technologies","IFIRE 650B","IBGWSF1-0650*","","","650","96","11","Multi-stage","Indoor","2021-05-01T00:00:00.000","2020-11-04T00:00:00.000","United States, Canada","ES_1088187_IBGWSF1-0650*_10282020013728_4695156"
"2369078","Raypak Inc.","IBC Technologies","IFIRE 500B","IBGWSF1-0500*","","","500","96","11","Multi-stage","Indoor","2021-05-01T00:00:00.000","2020-11-04T00:00:00.000","United States, Canada","ES_1088187_IBGWSF1-0500*_10282020013728_3461630"
"2369079","Raypak Inc.","IBC Technologies","IFIRE 300B","IBGWSF1-0300*","","","300","96.5","11","Multi-stage","Indoor","2021-05-01T00:00:00.000","2020-11-04T00:00:00.000","United States, Canada","ES_1088187_IBGWSF1-0300*_10282020013728_4976155"
"2369080","Raypak Inc.","IBC Technologies","IFIRE 400B","IBGWSF1-0400*","","","399","96","11","Multi-stage","Indoor","2021-05-01T00:00:00.000","2020-11-04T00:00:00.000","United States, Canada","ES_1088187_IBGWSF1-0400*_10282020013728_222504"
"2380256","Raypak Inc.","Raypak","XVERS w/ KOR","H7-1507*","","","1500","95.1","15","Multi-stage","Indoor","2021-09-05T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1088187_H7-1507*_05182021174618_9331994"
"2380257","Raypak Inc.","Raypak","XVERS w/ KOR","H7-2007*","","","1999","95.2","9","Multi-stage","Indoor","2021-09-05T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1088187_H7-2007*_05182021174618_6243418"
"2380267","Raypak Inc.","Raypak","XVERS w/ KOR","H7-2507*","","","2499","95","8","Multi-stage","Indoor","2021-09-05T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1088187_H7-2507*_05182021174617_6805638"
"2380268","Raypak Inc.","Raypak","XVERS w/ KOR","H7-1257*","","","1250","95.7","12","Multi-stage","Indoor","2021-09-05T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1088187_H7-1257*_05182021142129_8237518"
"2380269","Raypak Inc.","Raypak","XVERS w/ KOR","H7-1007*","","","999","95.3","9","Multi-stage","Indoor","2021-09-05T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1088187_H7-1007*_05182021142128_3765770"
"2323373","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX525C","","","500","97","5","Multi-stage","Indoor","2018-06-15T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1141425_APX525C_07302018144329_8967625"
"2323374","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX625C","","","625","95","5","Multi-stage","Indoor","2018-06-15T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1141425_APX625C_07302018144331_5140378"
"2323375","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX725C","","","725","95","5","Multi-stage","Indoor","2018-06-15T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1141425_APX725C_07302018144334_0233335"
"2323376","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX825C","","","800","95","5","Multi-stage","Indoor","2018-06-15T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1141425_APX825C_07302018144336_3930852"
"2374391","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX425C","","","399","94.1","5","Multi-stage","Indoor","2018-06-15T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1141425_APX425C_03162020181510_825025"
"2318278","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","Alpine","ALP399","","","399","94","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2018-04-10T00:00:00.000","United States, Canada","ES_23449_ALP399_04102018174743_1088593"
"2318279","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","Alpine","ALP500","","","500","95","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2018-04-10T00:00:00.000","United States, Canada","ES_23449_ALP500_04102018174746_7457115"
"2318280","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","Alpine","ALP500C","","","500","97","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2018-04-10T00:00:00.000","United States, Canada","ES_23449_ALP500C_04102018174752_1033193"
"2318281","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","Alpine","ALP600C","","","625","95","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2018-04-10T00:00:00.000","United States, Canada","ES_23449_ALP600C_04102018174755_9320542"
"2318282","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","Alpine","ALP700C","","","725","95","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2018-04-10T00:00:00.000","United States, Canada","ES_23449_ALP700C_04102018174757_1544607"
"2318283","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","Alpine","ALP800C","","","800","95","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2018-04-10T00:00:00.000","United States, Canada","ES_23449_ALP800C_04102018174800_0944772"
"2318329","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","K2FT","ASPN-320","","","320","95","10","Multi-stage","Indoor","2017-08-01T00:00:00.000","2018-04-10T00:00:00.000","United States, Canada","ES_23449_ASPN-320_04102018180446_2774397"
"2318330","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","K2FT","ASPN-399","","","399","95","10","Multi-stage","Indoor","2017-08-01T00:00:00.000","2018-04-10T00:00:00.000","United States, Canada","ES_23449_ASPN-399_04102018180448_9841030"
"2371715","U.S. Boiler Company, LLC","Burnham by U.S. Boiler","Alpine","ALP399C","","","399","94.1","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_23449_ALP399C_03162020181510_814871"
"2323645","Velocity Boiler Works","Velocity Boiler Works","Alpine","PHNTM399","","","399","94.1","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1136570_PHNTM399_07312018235334_0205756"
"2323646","Velocity Boiler Works","Velocity Boiler Works","Alpine","PHNTM500C","","","500","97","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1136570_PHNTM500C_07312018235340_5201219"
"2323649","Velocity Boiler Works","Velocity Boiler Works","K2FT","RPTR399HB","","","399","95","10","Multi-stage","Indoor","2017-08-01T00:00:00.000","2018-07-31T00:00:00.000","United States, Canada","ES_1136570_RPTR399HB_07312018235713_8960851"
"2323650","Velocity Boiler Works","Velocity Boiler Works","K2FT","RPTR320HB","","","320","95","10","Multi-stage","Indoor","2017-08-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1136570_RPTR320HB_07312018235715_2974013"
"2344403","Velocity Boiler Works","Velocity Boiler Works","PHNTM","PHNTM600C","","","625","95","5","Multi-stage","Indoor","2019-05-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1136570_PHNTM600C_08122019234256_0050240"
"2344404","Velocity Boiler Works","Velocity Boiler Works","PHNTM","PHNTM700C","","","725","95","5","Multi-stage","Indoor","2019-05-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1136570_PHNTM700C_08122019234309_7467654"
"2344405","Velocity Boiler Works","Velocity Boiler Works","PHNTM","PHNTM800C","","","800","95","5","Multi-stage","Indoor","2019-05-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1136570_PHNTM800C_08122019234312_6181682"
"2374392","Velocity Boiler Works","Velocity Boiler Works","Alpine","PHNTM399C","","","399","94.1","5","Multi-stage","Indoor","2017-11-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1136570_PHNTM399C_03162020181510_912860"
"2318291","Weil-McLain","Weil-McLain","Evergreen","EVG 399","","","399","96","10","Multi-stage","Indoor","2015-11-13T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_22947_EVG 399_04102018180046_1053216"
"2331047","Weil-McLain","Weil-McLain","SVF 750","SVF 750","","","785","96.3","5","Multi-stage","Indoor","2018-06-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_22947_SVF 750_12072018160002_5238161"
"2331048","Weil-McLain","Weil-McLain","SVF 1100","SVF 1100","","","1134","97.1","5","Multi-stage","Indoor","2018-06-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_22947_SVF 1100_12072018160007_5947463"
"2340803","Weil-McLain","Weil-McLain","SVF 1500","SVF 1500","","","1500","96.5","10","Multi-stage","Indoor","2019-06-25T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_22947_SVF 1500_07032019194119_2647842"
"2340804","Weil-McLain","Weil-McLain","SVF 2000","SVF 2000","","","1999","96.2","10","Multi-stage","Indoor","2019-06-25T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_22947_SVF 2000_07032019194128_2766382"
"2340805","Weil-McLain","Weil-McLain","SVF 2500","SVF 2500","","","2499","96","10","Multi-stage","Indoor","2019-06-25T00:00:00.000","2019-07-03T00:00:00.000","United States, Canada","ES_22947_SVF 2500_07032019194133_5786834"
"2328081","Ariston Thermo USA, LLC","HTP","Elite Fire Tube","EFT-399","","","399","97.1","5","Multi-stage","Indoor","2012-07-12T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_EFT-399_10182018214518_3845066"
"2328086","Ariston Thermo USA, LLC","HTP","Elite Fire Tube","EFT-399LP","","","399","97.1","5","Multi-stage","Indoor","2012-07-12T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_EFT-399LP_10182018214532_5897308"
"2328087","Ariston Thermo USA, LLC","HTP","Elite Premier","EP-301N","","","301","96.1","10","Multi-stage","Indoor","2015-09-25T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_EP-301N_10182018214934_0555840"
"2328088","Ariston Thermo USA, LLC","HTP","Elite Premier","EP-301LP","","","301","96.1","10","Multi-stage","Indoor","2015-09-25T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_EP-301LP_10182018214937_5823520"
"2328089","Ariston Thermo USA, LLC","HTP","Elite Premier","EP-399N","","","399","96.5","10","Multi-stage","Indoor","2015-09-25T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_EP-399N_10182018214939_5343560"
"2328090","Ariston Thermo USA, LLC","HTP","Elite Premier","EP-399LP","","","399","96.5","10","Multi-stage","Indoor","2015-09-25T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_EP-399LP_10182018214942_9182780"
"2339372","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-400FBN","","","399","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-400FBN_06042019203457_8725699"
"2339373","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-400FBLP","","","399","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-400FBLP_06042019203500_0438350"
"2339374","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-500FBN","","","500","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-500FBN_06042019203502_2881348"
"2339375","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-500FBLP","","","500","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-500FBLP_06042019203503_7276194"
"2339376","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-650FBN","","","650","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-650FBN_06042019203505_5815497"
"2339377","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-650FBLP","","","650","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-650FBLP_06042019203507_6830036"
"2339378","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-800FBN","","","800","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-800FBN_06042019203509_6557036"
"2339379","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-800FBLP","","","800","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-800FBLP_06042019203510_9000034"
"2339380","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-1000FBN","","","1000","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-1000FBN_06042019203512_2174164"
"2339381","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-1000FBLP","","","1000","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-1000FBLP_06042019203514_9044244"
"2339382","Ariston Thermo USA, LLC","HTP","Elite XL","ELX-2000FBN","","","2000","97","10","Multi-stage","Indoor","2019-02-01T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_29975_ELX-2000FBN_06042019203516_4518886"
"2391720","Ariston Thermo USA, LLC","NTI","MX SERIES","HBMX800LP","","","800","97","10","Multi-stage","Indoor","2021-06-01T00:00:00.000","2022-01-27T00:00:00.000","United States, Canada","ES_29975_HBMX800LP_12212021124433_6776201"
"2391721","Ariston Thermo USA, LLC","NTI","MX SERIES","HBMX800N","","","800","97","10","Multi-stage","Indoor","2021-06-01T00:00:00.000","2022-01-27T00:00:00.000","United States, Canada","ES_29975_HBMX800N_12212021124432_7189891"
"2391722","Ariston Thermo USA, LLC","NTI","MX SERIES","HBMX650LP","","","650","97","10","Multi-stage","Indoor","2021-06-01T00:00:00.000","2022-01-27T00:00:00.000","United States, Canada","ES_29975_HBMX650LP_12212021124432_2292057"
"2391723","Ariston Thermo USA, LLC","NTI","MX SERIES","HBMX650N","","","650","97","10","Multi-stage","Indoor","2021-06-01T00:00:00.000","2022-01-27T00:00:00.000","United States, Canada","ES_29975_HBMX650N_12212021124431_1377908"
"2391724","Ariston Thermo USA, LLC","NTI","MX SERIES","HBMX500LP","","","500","97","10","Multi-stage","Indoor","2021-06-01T00:00:00.000","2022-01-27T00:00:00.000","United States, Canada","ES_29975_HBMX500LP_12212021124430_9552910"
"2391725","Ariston Thermo USA, LLC","NTI","MX SERIES","HBMX500N","","","500","97","10","Multi-stage","Indoor","2021-06-01T00:00:00.000","2022-01-27T00:00:00.000","United States, Canada","ES_29975_HBMX500N_12212021124430_5196682"
"2391726","Ariston Thermo USA, LLC","NTI","MX SERIES","HBMX400LP","","","399","97","10","Multi-stage","Indoor","2021-06-01T00:00:00.000","2022-01-27T00:00:00.000","United States, Canada","ES_29975_HBMX400LP_12212021124429_8192093"
"2391727","Ariston Thermo USA, LLC","NTI","MX SERIES","HBMX400N","","","399","97","10","Multi-stage","Indoor","2021-06-01T00:00:00.000","2022-01-27T00:00:00.000","United States, Canada","ES_29975_HBMX400N_12212021124428_8722951"
"2318284","Cleaver-Brooks, Inc.","CLEARFIRE","ClearFire-CE","CFCE-700-2000-HW","","","2000","95.5","5","Multi-stage","Indoor","2016-12-21T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1139488_CFCE-700-2000-HW_04102018180021_9333610"
"2318285","Cleaver-Brooks, Inc.","CLEARFIRE","ClearFire-CE","CFCE-700-750-HW","","","750","95.1","5","Multi-stage","Indoor","2017-04-04T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1139488_CFCE-700-750-HW_04102018180026_3433075"
"2318286","Cleaver-Brooks, Inc.","CLEARFIRE","ClearFire-CE","CFCE-700-1500-HW","","","1500","95.1","5","Multi-stage","Indoor","2017-04-04T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1139488_CFCE-700-1500-HW_04102018180029_0499709"
"2318287","Cleaver-Brooks, Inc.","CLEARFIRE","ClearFire-CE","CFCE-700-500-HW","","","500","95.1","5","Multi-stage","Indoor","2018-02-03T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1139488_CFCE-700-500-HW_04102018180031_8263670"
"2327861","Cleaver-Brooks, Inc.","CLEARFIRE","ClearFire-CE","CFCE-700-1000-HW","","","1000","96.1","5","Multi-stage","Indoor","2016-12-21T00:00:00.000","2021-11-08T00:00:00.000","United States, Canada","ES_1139488_CFCE-700-1000-HW_10122018191945_0534460"
"2364971","ECR International","Baxi","LUNA DUO-TEC 1.110","LUNA DUO-TEC 1.110","","","379","95","10","Multi-stage","Indoor","2017-03-07T00:00:00.000","2021-11-09T00:00:00.000","United States, Canada","ES_1017619_LUNA DUO-TEC 1.110_06052020120325_1619927"
"2368687","ECR International","Utica Boilers","UCS-380","UCS-380","","","379","95","10","Multi-stage","Indoor","2017-03-07T00:00:00.000","2020-10-26T00:00:00.000","United States, Canada","ES_1017619_UCS-380_10132020141822_4599334"
"2368688","ECR International","Dunkirk Boilers","DMG-380","DMG-380","","","379","95","10","Multi-stage","Indoor","2017-03-07T00:00:00.000","2021-11-09T00:00:00.000","United States","ES_1017619_DMG-380_10132020141820_825549"
"2394781","Fulton Thermal Corporation","FULTON HEATING SOLUTIONS","Endura XE","EXE-399","","","399","98","7","Multi-stage","Indoor","2022-03-17T00:00:00.000","2022-04-13T00:00:00.000","United States, Canada","ES_1147284_EXE-399_03172022141923_1841245"
"2394782","Fulton Thermal Corporation","FULTON HEATING SOLUTIONS","Endura XE","EXE-750","","","750","96","15","Multi-stage","Indoor","2022-03-17T00:00:00.000","2022-04-13T00:00:00.000","United States, Canada","ES_1147284_EXE-750_03172022141923_9879902"
"2394783","Fulton Thermal Corporation","FULTON HEATING SOLUTIONS","Endura XE","EXE-650","","","650","96.3","13","Multi-stage","Indoor","2022-03-17T00:00:00.000","2022-04-13T00:00:00.000","United States, Canada","ES_1147284_EXE-650_03172022141922_9906909"
