"pd_id","energy_star_partner","brand_name","model_name","model_number","product_type","additional_model_information","upc","tank_capacity_gal","tank_capacity_ounces","production_capacity_gal_hr","normalized_ready_to_brew_idle_energy_rate_watts_gal","measured_average_tank_temperature_in_ready_to_brew_idle","normalized_heavy_use_brew_energy_rate_watts_gal","maximum_serving_temperature_f","energy_save_mode_feature","normalized_energy_save_mode_idle_energy_rate_watts_gal","preheat_time_min","preheat_energy_wh","date_available_on_market","date_qualified","markets","energy_star_model_identifier"
"2338563","Wilbur Curtis Co., Inc.","CURTIS","G4GEMXTIFT10A3000","G4GEMXTIFT10A3000","Medium Batch Type II","","","5.2","665.6","19.01","21.87","191","203.76","197","Yes","37.34","17.38","1746.89","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4GEMXTIFT10A3000_05172019154534_7934723"
"2338564","Wilbur Curtis Co., Inc.","CURTIS","GEMTIF10A1000-001","GEMTIF10A1000-001","Medium Batch Type II","","","5.2","665.6","19.01","21.87","191","203.76","197","Yes","37.34","17.38","1746.89","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMTIF10A1000-001_05172019155347_8427743"
"2338565","Wilbur Curtis Co., Inc.","CURTIS","GEMTIF10A1000","GEMTIF10A1000","Medium Batch Type II","","","5.2","665.6","19.01","21.87","191","203.76","197","Yes","37.34","17.38","1746.89","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMTIF10A1000_05172019155319_8399877"
"2338566","Wilbur Curtis Co., Inc.","CURTIS","GEMTIF10A2000","GEMTIF10A2000","Medium Batch Type II","","","5.2","665.6","19.01","21.87","191","203.76","197","Yes","37.34","17.38","1746.89","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMTIF10A2000_05172019155452_8492737"
"2338567","Wilbur Curtis Co., Inc.","CURTIS","GEMTIF10B1000","GEMTIF10B1000","Medium Batch Type II","","","5.2","665.6","19.01","21.87","191","203.76","197","Yes","37.34","17.38","1746.89","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMTIF10B1000_05172019155517_8517900"
"2338568","Wilbur Curtis Co., Inc.","CURTIS","GEMXTIFT10A2000","GEMXTIFT10A2000","Medium Batch Type II","","","5.2","665.6","19.01","21.87","191","203.76","197","Yes","37.34","17.38","1746.89","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMXTIFT10A2000_05172019154718_8038035"
"2338569","Wilbur Curtis Co., Inc.","CURTIS","GEMXTIFT10A3000","GEMXTIFT10A3000","Medium Batch Type II","","","5.2","665.6","19.01","21.87","191","203.76","197","Yes","37.34","17.38","1746.89","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMXTIFT10A3000_05172019154744_8064236"
"2338570","Wilbur Curtis Co., Inc.","CURTIS","GEMSIF10A1000","GEMSIF10A1000","Medium Batch Type II","","","2.2","281.6","9.51","31.08","199","197.97","196","Yes","42.14","12.28","727.39","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMSIF10A1000_05172019162302_0182850"
"2338571","Wilbur Curtis Co., Inc.","CURTIS","GEMSIF10B1000","GEMSIF10B1000","Medium Batch Type II","","","2.2","281.6","9.51","31.08","199","197.97","196","Yes","42.14","12.28","727.39","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMSIF10B1000_05172019162328_0208738"
"2338572","Wilbur Curtis Co., Inc.","CURTIS","GEMXSIFT10A2000","GEMXSIFT10A2000","Medium Batch Type II","","","2.2","281.6","9.51","31.08","199","197.97","196","Yes","42.14","12.28","727.39","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMXSIFT10A2000_05172019162214_0134401"
"2338573","Wilbur Curtis Co., Inc.","CURTIS","GEMXSIFT10A3000","GEMXSIFT10A3000","Medium Batch Type II","","","2.2","281.6","9.51","31.08","199","197.97","196","Yes","42.14","12.28","727.39","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_GEMXSIFT10A3000_05172019162239_0159702"
"2338574","Wilbur Curtis Co., Inc.","CURTIS","G4TP1T10A3100","G4TP1T10A3100","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TP1T10A3100_05172019165213_1933268"
"2338575","Wilbur Curtis Co., Inc.","CURTIS","G4TP2T10A3100","G4TP2T10A3100","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TP2T10A3100_05172019164809_1689228"
"2338576","Wilbur Curtis Co., Inc.","CURTIS","G4TP2T10A3159","G4TP2T10A3159","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TP2T10A3159_05172019164902_1742148"
"2338577","Wilbur Curtis Co., Inc.","CURTIS","G4TP2T10A3500","G4TP2T10A3500","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TP2T10A3500_05172019164839_1719204"
"2338578","Wilbur Curtis Co., Inc.","CURTIS","G4TPX1T10A3100","G4TPX1T10A3100","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TPX1T10A3100_05172019165144_1904112"
"2338579","Wilbur Curtis Co., Inc.","CURTIS","G4TPX2T10A3100","G4TPX2T10A3100","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TPX2T10A3100_05172019165048_1848776"
"2338580","Wilbur Curtis Co., Inc.","CURTIS","G4TPX2T10A3500","G4TPX2T10A3500","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TPX2T10A3500_05172019165114_1874527"
"2338581","Wilbur Curtis Co., Inc.","CURTIS","TP2T10A3100","TP2T10A3100","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_TP2T10A3100_05172019165324_2004125"
"2338582","Wilbur Curtis Co., Inc.","CURTIS","TP2T10A3159","TP2T10A3159","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_TP2T10A3159_05172019165407_2047799"
"2338583","Wilbur Curtis Co., Inc.","CURTIS","TP2T10A3500","TP2T10A3500","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_TP2T10A3500_05172019165345_2025172"
"2338584","Wilbur Curtis Co., Inc.","CURTIS","TPX2T12A3100","TPX2T12A3100","Medium Batch Type II","","","6.9","883.2","19.61","20.77","196","196.33","196","Yes","30.07","22.92","2257.64","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_TPX2T12A3100_05172019165244_1964398"
"2338594","Wilbur Curtis Co., Inc.","CURTIS","G4TP2S10A3100","G4TP2S10A3100","Medium Batch Type II","","","2.9","371.2","10.36","2","200","184.98","196","Yes","41.21","15.26","886.75","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TP2S10A3100_05172019170838_2918870"
"2338595","Wilbur Curtis Co., Inc.","CURTIS","G4TP2S10A3500","G4TP2S10A3500","Medium Batch Type II","","","2.9","371.2","10.36","2","200","184.98","196","Yes","41.21","15.26","886.75","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TP2S10A3500_05172019170908_2948807"
"2338596","Wilbur Curtis Co., Inc.","CURTIS","G4TPX2S10A3100","G4TPX2S10A3100","Medium Batch Type II","","","2.9","371.2","10.36","2","200","184.98","196","Yes","41.21","15.26","886.75","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TPX2S10A3100_05172019170932_2972549"
"2338597","Wilbur Curtis Co., Inc.","CURTIS","G4TPX2S10A3500","G4TPX2S10A3500","Medium Batch Type II","","","2.9","371.2","10.36","2","200","184.98","196","Yes","41.21","15.26","886.75","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_G4TPX2S10A3500_05172019170956_2996782"
"2338598","Wilbur Curtis Co., Inc.","CURTIS","TP2S10A3100","TP2S10A3100","Medium Batch Type II","","","2.9","371.2","10.36","2","200","184.98","196","Yes","41.21","15.26","886.75","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_TP2S10A3100_05172019171936_3576161"
"2338599","Wilbur Curtis Co., Inc.","CURTIS","TP2S10A3500","TP2S10A3500","Medium Batch Type II","","","2.9","371.2","10.36","2","200","184.98","196","Yes","41.21","15.26","886.75","2014-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_TP2S10A3500_05172019172000_3600195"
"2338600","Wilbur Curtis Co., Inc.","CURTIS","TPX2S10A3500","TPX2S10A3500","Medium Batch Type II","","","2.9","371.2","10.36","2","200","184.98","196","Yes","41.21","15.26","886.75","2018-01-01T00:00:00.000","2019-05-17T00:00:00.000","United States, Canada","ES_1142493_TPX2S10A3500_05172019170819_2899046"
"2344225","Bunn-o-Matic Corporation","BUNN","ICB SH PE","ICB SH PE","Large Batch Type II","","","2.8","358.4","10","34.93","200","174.85","201","No",,"17.08","944.4","2017-02-01T00:00:00.000","2019-08-08T00:00:00.000","United States, Canada","ES_1135889_ICB SH PE_08082019141054_3454950"
"2344226","Bunn-o-Matic Corporation","BUNN","ICB Twin SH PE","ICB Twin SH PE","Large Batch Type II","","","5.7","729.6","15","29.28","199","178.79","202","No",,"22.76","937","2017-02-01T00:00:00.000","2019-08-08T00:00:00.000","United States, Canada","ES_1135889_ICB Twin SH PE_08082019141353_3633493"
"2360930","Newco Enterprises Inc","NEWCO","20:1 AP","20:1 AP","Small Batch Type II","","","1.12","143.36","4.01","65","201","350","203","Yes","37.43","7.2","369.79","2005-09-01T00:00:00.000","2020-05-29T00:00:00.000","United States, Canada","ES_1144474_20:1 AP_05292020154119_6879182"
"2360931","Newco Enterprises Inc","NEWCO","20:1 LD","20:1 LD","Small Batch Type II","","","1.12","143.36","4.01","65","201","350","203","Yes","37.43","7.2","369.79","2005-09-01T00:00:00.000","2020-05-29T00:00:00.000","United States, Canada","ES_1144474_20:1 LD_05292020151916_5556428"
"2360932","Newco Enterprises Inc","NEWCO","20:1 T","20:1 T","Small Batch Type II","","","1.12","143.36","4.01","65","201","350","203","Yes","37.43","7.2","369.79","2005-09-01T00:00:00.000","2020-05-29T00:00:00.000","United States, Canada","ES_1144474_20:1 T_05292020154454_7094085"
"2360933","Newco Enterprises Inc","NEWCO","20:1 TD","20:1 TD","Small Batch Type II","","","1.12","143.36","4.01","65","201","350","203","Yes","37.43","7.2","369.79","2005-09-01T00:00:00.000","2020-05-29T00:00:00.000","United States, Canada","ES_1144474_20:1 TD_05292020154245_6965489"
"2367543","Bunn-o-Matic Corporation","BUNN","ICB SH-DV","ICB SH-DV","Large Batch Type II",",ICB SH DV PE,; ,ICB-DV PE,; ,ICB-DV Tall PE,; ,ICB-DV Tall,; ,ICB-DV,","","2.9113","372.6464","4.62","36.51","199","337.71","188","Yes","13.26","20.78","0.59","2017-02-01T00:00:00.000","2020-10-19T00:00:00.000","United States, Canada","ES_1135889_ICB SH-DV_10192020132344_3824649"
"2382222","Bunn-o-Matic Corporation","BUNN","ICB TWIN TALL","ICB TWIN TALL","Medium Batch Type II","","072504134994","5.6439","722.4192","16.99","20.76","199","301.65","160","Yes","0.02","19.17","1.87","2019-07-30T00:00:00.000","2021-07-19T00:00:00.000","United States, Canada","ES_1135889_ICB TWIN TALL_071320211017947_8851367"
"2382223","Bunn-o-Matic Corporation","BUNN","ICB TWIN TF 1.5 GAL PE","ICB TWIN TF 1.5 GAL PE","Medium Batch Type II","","072504144412","5.6439","722.4192","16.99","20.76","199","301.65","160","Yes","0.02","19.17","1.87","2018-10-09T00:00:00.000","2021-07-19T00:00:00.000","United States, Canada","ES_1135889_ICB TWIN TF 1.5 GAL PE_07132021101792_6721608"
"2382224","Bunn-o-Matic Corporation","BUNN","ICB TWIN TALL PE","ICB TWIN TALL PE","Medium Batch Type II","","072504303901","5.6439","722.4192","16.99","20.76","199","301.65","160","Yes","0.02","19.17","1.87","2018-11-02T00:00:00.000","2021-07-19T00:00:00.000","United States, Canada","ES_1135889_ICB TWIN TALL PE_071320211017799_9678360"
"2382225","Bunn-o-Matic Corporation","BUNN","ICB TWIN PE","ICB TWIN PE","Medium Batch Type II","","07250430301","5.6439","722.4192","16.99","20.76","199","301.65","160","Yes","0.02","19.17","1.87","2018-07-27T00:00:00.000","2021-07-19T00:00:00.000","United States, Canada","ES_1135889_ICB TWIN PE_071320211017614_8271526"
"2382226","Bunn-o-Matic Corporation","BUNN","ICB TWIN","ICB TWIN","Medium Batch Type II","","072504136738","5.6439","722.4192","16.99","20.76","199","301.65","160","Yes","0.02","19.17","1.87","2019-07-30T00:00:00.000","2021-07-19T00:00:00.000","United States, Canada","ES_1135889_ICB TWIN_071320211017462_1564720"
"2382227","Bunn-o-Matic Corporation","BUNN","ICB TWIN TF 1.0 GAL PE","ICB TWIN TF 1.0 GAL PE","Medium Batch Type II","","072504144405","5.6439","722.4192","16.99","20.76","199","301.65","160","Yes","0.02","19.17","1.87","2018-10-09T00:00:00.000","2021-07-19T00:00:00.000","United States, Canada","ES_1135889_ICB TWIN TF 1.0 GAL PE_071320211017285_1598506"
"2383553","Bunn-o-Matic Corporation","BUNN","ITCB-DV PE","ITCB-DV PE","Medium Batch Type II","","072504300092","1.4321","183.3088","12.62","45.56","203","322.32","192","Yes","4.59","19.65","0.49","2018-08-28T00:00:00.000","2021-08-19T00:00:00.000","United States, Canada","ES_1135889_ITCB-DV PE_081720210418301_4886700"
"2383554","Bunn-o-Matic Corporation","BUNN","ITCB-DV","ITCB-DV","Medium Batch Type II","","072504133614","1.4321","183.3088","12.62","45.56","203","322.32","192","Yes","4.59","19.65","0.49","2018-05-26T00:00:00.000","2021-08-19T00:00:00.000","United States, Canada","ES_1135889_ITCB-DV_081720210418906_9442258"
"2383555","Bunn-o-Matic Corporation","BUNN","ITCB-DV HV","ITCB-DV HV","Large Batch Type II","","072504134710","2.8808","368.7424","14.98","27.13","200","260.28","187","Yes","5.02","36.53","0.95","2018-05-17T00:00:00.000","2021-08-19T00:00:00.000","United States, Canada","ES_1135889_ITCB-DV HV_081720210418138_6314749"
"2383556","Bunn-o-Matic Corporation","BUNN","ITCB-DV HV PE","ITCB-DV HV PE","Large Batch Type II","","072504299594","2.8808","368.7424","14.98","27.13","200","260.28","187","Yes","5.02","36.53","0.95","2018-08-28T00:00:00.000","2021-08-19T00:00:00.000","United States, Canada","ES_1135889_ITCB-DV HV PE_081720210418451_5256876"
"2383798","Bunn-o-Matic Corporation","BUNN","ITCB TWIN HV PE","ITCB TWIN HV PE","Medium Batch Type II","","072504300672","5.768","738.304","14.8","20.8","199","306.51","191","Yes","7.71","21.13","1.86","2018-09-12T00:00:00.000","2021-08-27T00:00:00.000","United States, Canada","ES_1135889_ITCB TWIN HV PE_082720210746856_3494549"
"2383799","Bunn-o-Matic Corporation","BUNN","ITCB TWIN HV","ITCB TWIN HV","Medium Batch Type II","","072504135892","5.768","738.304","14.8","20.8","199","306.51","191","Yes","7.71","21.13","1.86","2018-09-12T00:00:00.000","2021-08-27T00:00:00.000","United States, Canada","ES_1135889_ITCB TWIN HV_082720210746281_7794252"
