"case_number","status","case_request","case_subrequest","additional_subrequest","date_time_opened","date_time_closed","case_origin","oem_id","contact_type","preferred_language","state_issue","parent_case","closed_when_created","incident_address","incident_city","incident_council_district","incident_zip_code","latitude","longitude","mapped_location"
"170144","Closed","Streets, Roads & Sidewalks","Overgrowth on right of way","Roadway","2019-04-16T15:54:00.000","2019-04-18T16:06:00.000","Phone",,,,"FALSE",,"FALSE","Hailey Ave","NASHVILLE","2","37218","36.1903195","-86.8317307","(36.1903195, -86.8317307)"
"161502","Closed","Trash, Recycling & Litter","Missed Pickup - Recycle Cart Service","Recycle - Curbside/Alley Missed Pickup","2019-03-29T14:27:00.000","2019-04-03T21:29:00.000","hubNashville Community",,,,"FALSE",,"FALSE","2009 Beechwood Ave","NASHVILLE","18","37212","36.126657","-86.802857","(36.126657, -86.802857)"
"169037","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-12T21:08:00.000","2019-04-12T21:08:00.000","Phone",,,,"FALSE",,"TRUE","563 Annex Ave","NASHVILLE","20","37209","36.158487","-86.8787774","(36.158487, -86.8787774)"
"169463","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-15T15:26:00.000","2019-04-15T15:26:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"160904","Closed","Streets, Roads & Sidewalks","Request New Sign","Request New Sign","2019-03-28T15:30:00.000","2019-06-26T16:22:00.000","Phone",,,,"FALSE",,"FALSE","Ned Shelton Rd & Bell Rd","NASHVILLE","29","37217","36.10801","-86.62996","(36.10801, -86.62996)"
"163508","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash Collection Complaint","2019-04-03T06:16:00.000","2019-04-05T10:12:00.000","hubNashville Community",,,,"FALSE",,"FALSE","5927 Carl Pl","NASHVILLE","20","37209","36.1596285","-86.8611735","(36.1596285, -86.8611735)"
"159641","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-26T16:14:00.000","2019-03-26T16:14:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"173188","Closed","Trash, Recycling & Litter","Extra Cart Pickup Request","Extra Trash Cart Pickup","2019-04-22T21:53:00.000","2019-05-03T09:04:00.000","Phone",,,,"FALSE",,"FALSE","1105 Lenore St","NASHVILLE","6","37206","36.1654093","-86.7510281","(36.1654093, -86.7510281)"
"158413","Closed","Trash, Recycling & Litter","New Service/Activate Service","New Construction Residential Recycle","2019-03-22T17:45:00.000","2019-04-17T20:44:00.000","Phone",,,,"FALSE",,"FALSE","3846 Cross Creek Rd","NASHVILLE","25","37215","36.10693","-86.82215","(36.10693, -86.82215)"
"161144","Closed","Streets, Roads & Sidewalks","Traffic Light Timing","Traffic Light Timing","2019-03-28T19:19:00.000","2019-04-03T17:40:00.000","hubNashville Community",,,,"FALSE",,"FALSE","2901 Nolensville Pike","NASHVILLE","16","37211","36.11086361","-86.74516702","(36.11086361, -86.74516702)"
"164526","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-04T15:57:00.000","2019-04-04T15:57:00.000","Phone",,"Resident",,"FALSE",,"FALSE","425 Southwood Dr","NASHVILLE","16","37217","36.1171239","-86.7111017","(36.1171239, -86.7111017)"
"157805","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-21T18:41:00.000","2019-03-21T18:41:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"160919","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-03-28T15:37:00.000","2019-03-28T21:29:00.000","Phone",,,,"FALSE",,"FALSE","1711 21st Ave N","NASHVILLE","21","37208","36.1777854","-86.8115798","(36.1777854, -86.8115798)"
"159975","Closed","Streets, Roads & Sidewalks","Potholes","Roadway","2019-03-27T11:12:00.000","2019-04-01T17:23:00.000","hubNashville Community",,,,"FALSE",,"FALSE","John Hagar Rd & Peninsula Pointe Dr","HERMITAGE","12","37076","36.152937","-86.5914525","(36.152937, -86.5914525)"
"160524","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-27T20:14:00.000","2019-03-27T20:14:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"172662","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-22T13:46:00.000","2019-04-22T13:46:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"158557","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-22T19:56:00.000","2019-03-22T19:56:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"167200","Closed","Streets, Roads & Sidewalks","Traffic Light Issue","Traffic Light Issue","2019-04-10T15:31:00.000","2019-04-11T20:42:00.000","Phone",,,,"FALSE",,"FALSE","Clarksville Pike & Rosa L Parks Blvd","NASHVILLE","21","37208","36.18795","-86.82153","(36.18795, -86.82153)"
"164750","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-04T19:14:00.000","2019-04-04T19:14:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"170238","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-16T17:17:00.000","2019-04-16T17:17:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"169339","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Report a Damaged Cart","2019-04-15T13:55:00.000","2019-04-18T20:12:00.000","Phone",,,,"FALSE",,"FALSE","638 Wedgewood Ave","NASHVILLE","17","37203","36.1338197","-86.7711781","(36.1338197, -86.7711781)"
"167769","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Backdoor","2019-04-11T12:48:00.000","2019-04-17T09:23:00.000","Phone",,,,"FALSE",,"FALSE","107 bellebrook cir","NASHVILLE","34","37205","36.09417","-86.86659","(36.09417, -86.86659)"
"157677","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-03-21T17:00:00.000","2019-03-21T17:00:00.000","Phone",,"Resident",,"FALSE",,"FALSE","494 Westcrest Dr","NASHVILLE","27","37211","36.060543","-86.7344667","(36.060543, -86.7344667)"
"162754","Closed","Trash, Recycling & Litter","Missed Pickup - Recycle Cart Service","Recycle - Curbside/Alley Missed Pickup","2019-04-01T21:26:00.000","2019-04-02T21:29:00.000","Phone",,,,"FALSE",,"FALSE","411 Gregg Ct","NASHVILLE","29","37217","36.077018","-86.631482","(36.077018, -86.631482)"
"877347","Closed","Public Safety","Request Non-Emergency Police Assistance",,"2022-01-24T04:03:00.000","2022-01-24T04:55:00.000","Mobile App",,,,"FALSE",,"FALSE",,,,,,,
"169249","Closed","Property Violations","Noise Violations","Construction Noise","2019-04-15T00:37:00.000","2019-04-15T17:33:00.000","hubNashville Community",,,,"FALSE",,"FALSE","3514 Elkins Ave",,,,"36.1507788","-86.827231","(36.1507788, -86.827231)"
"165404","Closed","Property Violations","Junk and Debris","Junk and Debris","2019-04-05T19:42:00.000","2019-04-10T07:11:00.000","Phone",,,,"FALSE",,"FALSE","4929 Aquatic Rd","NASHVILLE","27","37211","36.0637","-86.71936","(36.0637, -86.71936)"
"168154","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-11T18:15:00.000","2019-04-11T18:15:00.000","Phone",,"Resident",,"FALSE",,"FALSE","109 Sterling Oaks Ct","BRENTWOOD","4","37027","36.0328849","-86.7478062","(36.0328849, -86.7478062)"
"171484","Closed","Trash, Recycling & Litter","Illegal Dumping","Roadway","2019-04-18T15:21:00.000","2019-04-25T16:03:00.000","Phone",,,,"FALSE",,"FALSE","932 30th Ave N","NASHVILLE","21","37209","36.163507","-86.821921","(36.163507, -86.821921)"
"168724","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-12T16:08:00.000","2019-04-12T16:08:00.000","Phone",,"Resident",,"FALSE",,"FALSE","1413 Porter Rd","NASHVILLE","7","37206","36.1912956","-86.7275035","(36.1912956, -86.7275035)"
"171329","Closed","Streets, Roads & Sidewalks","Street Lighting","Street Light Maintenance or Repair","2019-04-18T13:45:00.000","2019-04-23T17:01:00.000","Phone",,,,"FALSE",,"FALSE","1732 24th Ave N","NASHVILLE","21","37208","36.178648","-86.815346","(36.178648, -86.815346)"
"159937","Closed","Streets, Roads & Sidewalks","Paving Request","Request Road to be Paved","2019-03-26T22:03:00.000","2019-05-13T20:55:00.000","Phone",,,,"FALSE",,"FALSE","Lillian St & S 17th St","NASHVILLE","6","37206","36.172143","-86.739957","(36.172143, -86.739957)"
"166664","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-09T17:44:00.000","2019-04-09T17:44:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"171801","Closed","Property Violations","Residential Complaint","Residential Complaint","2019-04-18T19:51:00.000","2019-05-24T07:14:00.000","Phone",,,,"FALSE","134474","FALSE","5001 Highlander Dr","ANTIOCH","28","37013","36.0549927","-86.6604768","(36.0549927, -86.6604768)"
"162529","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Report a Damaged Cart","2019-04-01T17:19:00.000","2019-04-12T09:10:00.000","Phone",,,,"FALSE",,"FALSE","4001 ANDERSON RD 5","NASHVILLE","29","37217","36.10487","-86.60247","(36.10487, -86.60247)"
"172732","Closed","Streets, Roads & Sidewalks","Street Lighting","Report Outage","2019-04-22T14:42:00.000","2019-04-23T12:44:00.000","hubNashville Community",,,,"FALSE",,"FALSE","3301 Streamridge Ct W","ANTIOCH","32","37013","36.04418","-86.62209","(36.04418, -86.62209)"
"173308","Closed","Electric & Water General","Water Outage","Water Outage","2019-04-23T13:18:00.000","2019-04-26T04:28:00.000","Phone",,,,"FALSE",,"FALSE","Love Cir","NASHVILLE","18","37212","36.13815","-86.81636","(36.13815, -86.81636)"
"169860","Closed","Trash, Recycling & Litter","Missed Pickup - Recycle Cart Service","Recycle - Curbside/Alley Missed Pickup","2019-04-15T22:58:00.000","2019-04-18T09:03:00.000","hubNashville Community",,,,"FALSE",,"FALSE","4710 Michigan Ave","NASHVILLE","20","37209","36.15915081","-86.84457695","(36.15915081, -86.84457695)"
"162959","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-02T14:22:00.000","2019-04-02T14:22:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"161258","Closed","Trash, Recycling & Litter","Missed Pickup - Dumpster Service","Trash","2019-03-28T21:18:00.000","2019-06-10T20:34:00.000","Phone",,,,"FALSE",,"FALSE","1441 LEBANON PIKE","NASHVILLE","19","37210","36.15175019","-86.7234205","(36.15175019, -86.7234205)"
"168195","Closed","Property Violations","Tall Grass and Weeds","Tall Grass and Weeds","2019-04-11T18:55:00.000","2019-04-16T07:00:00.000","Phone",,,,"FALSE",,"FALSE","1703 17th Ave N","NASHVILLE","21","37208","36.17705","-86.8085","(36.17705, -86.8085)"
"172055","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-19T13:40:00.000","2019-04-19T13:40:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"159473","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-26T13:37:00.000","2019-03-26T13:37:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"164806","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-04T20:04:00.000","2019-04-04T20:04:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"170687","Closed","Streets, Roads & Sidewalks","Overgrowth on right of way","Roadway","2019-04-17T14:51:00.000","2019-04-25T16:08:00.000","Phone",,,,"FALSE",,"FALSE","2804 Sugartree Rd","NASHVILLE","25","37215","36.10825","-86.82255","(36.10825, -86.82255)"
"158636","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-22T21:47:00.000","2019-03-22T21:47:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"171982","Closed","Trash, Recycling & Litter","Cart Service","Trash - Request an Additional Cart","2019-04-19T13:00:00.000","2019-05-09T09:02:00.000","Phone",,,,"FALSE",,"FALSE","203 Northcrest Commons Cir","NASHVILLE","27","37211","36.0665808","-86.7212099","(36.0665808, -86.7212099)"
"162445","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-01T15:52:00.000","2019-04-01T15:52:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"170098","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-16T15:11:00.000","2019-04-16T15:11:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"164386","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-04T14:49:00.000","2019-04-04T14:49:00.000","Phone",,"Resident",,"FALSE",,"FALSE","7295 Sonya Dr","NASHVILLE","22","37209","36.1128289","-86.9184484","(36.1128289, -86.9184484)"
"166384","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-09T13:17:00.000","2019-04-09T13:17:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"171500","Closed","Property Violations","Cars Parked on Lawn","Cars Parked on Lawn","2019-04-18T15:31:00.000","2019-05-07T07:01:00.000","hubNashville Community",,,,"FALSE",,"FALSE","2153 Strombury Dr","HERMITAGE","12","37076","36.1871433","-86.5952221","(36.1871433, -86.5952221)"
"158786","Closed","Property Violations","Dilapidated Structures","Dilapidated Structures","2019-03-24T10:44:00.000","2019-08-15T07:18:00.000","hubNashville Community",,,,"FALSE",,"FALSE","3128 Union Hill Rd","JOELTON","1","37080","36.3233081","-86.86090156","(36.3233081, -86.86090156)"
"165566","Closed","Property Violations","Junk and Debris","Junk and Debris","2019-04-06T15:29:00.000","2019-05-24T07:20:00.000","Mobile App",,,,"FALSE",,"FALSE","1807 Underwood St","NASHVILLE","21","37208","36.17319039","-86.80901382","(36.17319039, -86.80901382)"
"160527","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-27T20:16:00.000","2019-03-27T20:16:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"162185","Closed","Streets, Roads & Sidewalks","Traffic Light Issue","Traffic Light Issue","2019-03-31T18:06:00.000","2019-04-01T14:56:00.000","Phone","OE-00009947_3/30/2019 19:22",,,"FALSE",,"FALSE","GALLATIN PKE S / E PALESTINE AV","MADISON","7","37115","36.2493976","-86.71941562","(36.2493976, -86.71941562)"
"162877","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-02T13:28:00.000","2019-04-02T13:28:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"167603","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-04-10T21:01:00.000","2019-04-12T09:15:00.000","Phone",,,,"FALSE",,"FALSE","2524 Gardner Ln","NASHVILLE","2","37207","36.2143869","-86.8035758","(36.2143869, -86.8035758)"
"170525","Closed","Trash, Recycling & Litter","Cart Service","Trash - Report a Damaged Cart","2019-04-17T12:54:00.000","2019-04-24T16:11:00.000","Mobile App",,,,"FALSE",,"FALSE","402 Larkway Ct","NASHVILLE","27","37211","36.05515","-86.71705","(36.05515, -86.71705)"
"172217","Closed","Streets, Roads & Sidewalks","Remove debris in roadway","Roadway","2019-04-19T16:35:00.000","2019-05-13T16:07:00.000","Phone",,,,"FALSE",,"FALSE","112 Lake Terrace Cir","NASHVILLE","29","37217","36.084872","-86.6139211","(36.084872, -86.6139211)"
"172649","Closed","Trash, Recycling & Litter","Missed Pickup - Recycle Cart Service","Recycle - Curbside/Alley Missed Pickup","2019-04-22T13:37:00.000","2019-05-03T20:09:00.000","Phone",,,,"FALSE",,"FALSE","802 Longview Ave","NASHVILLE","17","37211","36.1209036","-86.7563999","(36.1209036, -86.7563999)"
"161235","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-28T20:52:00.000","2019-03-28T20:52:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"170824","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-17T16:24:00.000","2019-04-17T16:24:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"166625","Closed","Other Metro Services and Forms","Other Metro Services and Forms","Other Metro Services and Forms","2019-04-09T17:07:00.000","2019-08-15T20:20:00.000","hubNashville Community",,,,"FALSE",,"FALSE","60 Lester Ave","NASHVILLE","17","37210","36.1423594","-86.7522997","(36.1423594, -86.7522997)"
"159662","Closed","Streets, Roads & Sidewalks","Curbing and Berms","New Curb Request","2019-03-26T16:34:00.000","2019-11-15T21:18:00.000","Phone",,,,"FALSE",,"FALSE","1923 16th Ave N","NASHVILLE","21","37208","36.182467","-86.8111581","(36.182467, -86.8111581)"
"168726","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-12T16:09:00.000","2019-04-12T16:09:00.000","Phone",,"Resident",,"FALSE",,"FALSE","906 Crescent Hill Rd","NASHVILLE","6","37206","36.1844177","-86.7225649","(36.1844177, -86.7225649)"
"158256","Closed","Trash, Recycling & Litter","Illegal Dumping","Roadway","2019-03-22T15:31:00.000","2019-03-27T21:26:00.000","Phone",,,,"FALSE",,"FALSE","39th Ave N","NASHVILLE","24","37209","36.1535285","-86.8331764","(36.1535285, -86.8331764)"
"169622","Closed","Trash, Recycling & Litter","Cart Service","Trash - Report a Damaged Cart","2019-04-15T17:34:00.000","2019-04-18T16:11:00.000","Phone",,,,"FALSE",,"FALSE","2014 Owen St","NASHVILLE","2","37208","36.18547","-86.80562","(36.18547, -86.80562)"
"173264","Closed","Streets, Roads & Sidewalks","Traffic Light Issue","Traffic Light Issue","2019-04-23T12:12:00.000","2019-04-24T11:21:00.000","Phone","OE-00012483_4/22/2019 12:45",,,"FALSE",,"FALSE","HARDING PL / SIDCO DR","NASHVILLE","16","37204","36.0821034","-86.76170384","(36.0821034, -86.76170384)"
"173088","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Moved to Home with No Cart","2019-04-22T19:49:00.000","2019-04-24T20:19:00.000","hubNashville Community",,,,"FALSE",,"FALSE","5809 Morrow Rd","NASHVILLE","20","37209","36.1611579","-86.85950708","(36.1611579, -86.85950708)"
"167284","Closed","Streets, Roads & Sidewalks","Potholes","Roadway","2019-04-10T16:42:00.000","2019-04-12T17:01:00.000","Phone",,,,"FALSE",,"FALSE","828 Fonnic Dr","NASHVILLE","3","37207","36.27818","-86.74358","(36.27818, -86.74358)"
"170458","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-04-16T21:49:00.000","2019-04-18T09:08:00.000","Phone",,,,"FALSE",,"FALSE","430 Lemont Dr","NASHVILLE","8","37216","36.2266407","-86.7443493","(36.2266407, -86.7443493)"
"162980","Closed","Streets, Roads & Sidewalks","Request New Signal","Request New Signal","2019-04-02T14:36:00.000","2019-04-02T17:41:00.000","Phone",,,,"FALSE",,"FALSE","6th Ave S & Korean Veterans Blvd","NASHVILLE","19","37203","36.155889","-86.7773115","(36.155889, -86.7773115)"
"158631","Closed","Trash, Recycling & Litter","Cart Service","Trash - Report a Damaged Cart","2019-03-22T21:43:00.000","2019-03-26T17:31:00.000","hubNashville Community",,,,"FALSE",,"FALSE","2929 Nautilus Dr","NASHVILLE","29","37217","36.0832208","-86.6080121","(36.0832208, -86.6080121)"
"167151","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-10T14:51:00.000","2019-04-10T14:51:00.000","Phone",,"Resident",,"FALSE",,"FALSE","205 Rivergate Pkwy","GOODLETTSVILLE","10","37072","36.3141058","-86.7104323","(36.3141058, -86.7104323)"
"165388","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Recycling Collection Complaint","2019-04-05T19:25:00.000","2019-04-10T09:11:00.000","hubNashville Community",,,,"FALSE",,"FALSE","132 McGavock Pk","NASHVILLE","15","37214","36.173239","-86.6797385","(36.173239, -86.6797385)"
"169669","Closed","Trash, Recycling & Litter","Missed Pickup - Recycle Cart Service","Recycle - Curbside/Alley Missed Pickup","2019-04-15T18:17:00.000","2019-04-17T09:06:00.000","Phone",,,,"FALSE",,"FALSE","4510 Price Circle Rd","NASHVILLE","24","37205","36.1312703","-86.8641226","(36.1312703, -86.8641226)"
"168883","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-12T18:30:00.000","2019-04-12T18:30:00.000","Phone",,"Resident",,"FALSE",,"FALSE","487 Oakley Dr","NASHVILLE","26","37220","36.0592648","-86.7562309","(36.0592648, -86.7562309)"
"159135","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-25T17:00:00.000","2019-03-25T17:00:00.000","Phone",,,,"FALSE",,"TRUE","2015 Sultana Ave","NASHVILLE","5","37207","36.2069039","-86.7629279","(36.2069039, -86.7629279)"
"170374","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-16T19:53:00.000","2019-04-16T19:53:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"164211","Closed","Streets, Roads & Sidewalks","Blocking the Right of Way","Blocking the Right of Way","2019-04-04T13:00:00.000","2019-04-04T13:00:00.000","Phone","OE-00010281_4/3/2019 8:27",,,"FALSE",,"TRUE","OLD HICKORY BLVD / VALLEY VIEW RD","BRENTWOOD","4","37027","36.04059539","-86.77107645","(36.04059539, -86.77107645)"
"166819","Closed","Trash, Recycling & Litter","Extra Cart Pickup Request","Extra Trash Cart Pickup","2019-04-09T20:11:00.000","2019-04-11T09:16:00.000","Phone",,,,"FALSE",,"FALSE","706 Moormans Arm Rd","NASHVILLE","2","37207","36.2171117","-86.8104813","(36.2171117, -86.8104813)"
"172339","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-19T19:03:00.000","2019-04-19T19:04:00.000","Phone",,"Resident",,"FALSE",,"FALSE","412 Bridgeton Cove Ct","ANTIOCH","33","37013","36.0861977","-86.5858372","(36.0861977, -86.5858372)"
"171375","Closed","Transit","State Routes","State Routes","2019-04-18T14:16:00.000","2019-04-19T20:03:00.000","Phone",,,,"FALSE",,"FALSE","BRILEY PKWY & KAREN DR","NASHVILLE","13","37217","36.13952","-86.70031","(36.13952, -86.70031)"
"167067","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Report a Stolen Cart","2019-04-10T13:39:00.000","2019-04-16T17:04:00.000","Phone",,,,"FALSE",,"FALSE","6428 Bresslyn Rd","NASHVILLE","23","37205","36.10621","-86.89649","(36.10621, -86.89649)"
"166745","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-09T19:12:00.000","2019-04-09T19:12:00.000","Phone",,"Resident",,"FALSE",,"FALSE","156 Oak Valley Dr","NASHVILLE","2","37207","36.231379","-86.7660099","(36.231379, -86.7660099)"
"163112","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-02T16:08:00.000","2019-04-02T16:08:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"158539","Closed","Trash, Recycling & Litter","New Service/Activate Service","New Construction Residential Recycle","2019-03-22T19:35:00.000","2019-04-10T09:08:00.000","Phone",,,,"FALSE",,"FALSE","913 Cantrell Ave","NASHVILLE","24","37215","36.11861","-86.83346","(36.11861, -86.83346)"
"162358","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Report a Damaged Cart","2019-04-01T14:34:00.000","2019-04-04T21:27:00.000","Phone",,,,"FALSE",,"FALSE","924 N 5th St","NASHVILLE","5","37207","36.1880137","-86.7631039","(36.1880137, -86.7631039)"
"163545","Closed","Streets, Roads & Sidewalks","Blocking the Right of Way","Blocking the Right of Way","2019-04-03T13:00:00.000","2019-04-03T13:00:00.000","Phone","OE-00010196_4/2/2019 10:52",,,"FALSE",,"TRUE","BRILEY PKWY / ARBOR CREEK BLVD","NASHVILLE","13","37217","36.13599708","-86.69881078","(36.13599708, -86.69881078)"
"160340","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-27T16:53:00.000","2019-03-27T16:53:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"161668","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-29T16:27:00.000","2019-03-29T16:27:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"171051","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-04-17T19:11:00.000","2019-04-19T09:06:00.000","Phone",,,,"FALSE",,"FALSE","2401 Frisco Ave","NASHVILLE","20","37209","36.1626471","-86.8732031","(36.1626471, -86.8732031)"
"165914","Closed","Trash, Recycling & Litter","New Service/Activate Service","New Construction Residential Trash","2019-04-08T15:41:00.000","2019-04-11T09:13:00.000","Phone",,,,"FALSE",,"FALSE","913 Gilmore Ave","NASHVILLE","17","37204","36.12417","-86.7847741","(36.12417, -86.7847741)"
"173056","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-22T19:18:00.000","2019-04-22T19:18:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"159991","Closed","Streets, Roads & Sidewalks","Potholes","Roadway","2019-03-27T12:27:00.000","2019-03-28T21:23:00.000","hubNashville Community",,,,"FALSE",,"FALSE","6604 Burkitt Rd","ANTIOCH","33","37013","35.9912556","-86.6425315","(35.9912556, -86.6425315)"
"166341","Closed","Streets, Roads & Sidewalks","Blocking the Right of Way","Blocking the Right of Way","2019-04-09T12:12:00.000","2019-04-09T12:12:00.000","Phone","OE-00010857_4/8/2019 17:00",,,"FALSE",,"TRUE","BRILEY PKWY E / I65 N","NASHVILLE","8","37207","36.24067791","-86.75156948","(36.24067791, -86.75156948)"
"163930","Closed","Trash, Recycling & Litter","New Service/Activate Service","New Construction Residential Trash","2019-04-03T18:13:00.000","2019-04-12T20:35:00.000","Phone",,,,"FALSE",,"FALSE","609 Vantrease Rd","MADISON","8","37115","36.2579906","-86.7302031","(36.2579906, -86.7302031)"
"164924","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Request an Additional Cart","2019-04-05T00:39:00.000","2019-04-09T20:40:00.000","hubNashville Community",,,,"FALSE",,"FALSE","511 N 17th St","NASHVILLE","6","37206","36.1818765","-86.7382781","(36.1818765, -86.7382781)"
"161162","Closed","Trash, Recycling & Litter","Illegal Dumping","Roadway","2019-03-28T19:34:00.000","2019-04-02T17:30:00.000","Phone",,,,"FALSE",,"FALSE","1105 39th Ave N","NASHVILLE","21","37209","36.1640581","-86.8341331","(36.1640581, -86.8341331)"
