"survey_year","particpant_id","sample","q1_stable_housing","q2_adults_in_home","q2a_children_in_home","q3_zip_code","zip_code_group","q4_closest_cross_street","q5_01_desktop_computer","q5_02_laptop_computer","q5_03_tablet_device","q5_04_smartphone","q5a_device_used_by_1","q5b_01_shared_devices","q5b_02_shared_devices","q5b_03_shared_devices","q5b_04_shared_devices","aggregate_of_shared_devices","q6_years_using_computer","q7_years_using_internet","q8_years_using_smartphone","q9_use_internet","q10_start_using_internet","q11_high_speed_internet_worth","q12_01_internet_connection","q12_02_concerned_about_safety","q12_03_no_time_not_interested","q12_04_someone_will_do","q12_05_no_one_to_teach_me","q12_06_language_barriers","q12_07_device_is_too_old","q12_08_internet_is_too","q13_01_low_cost_options","q13_02_low_cost_options","q13_03_low_cost_options","q13_04_low_cost_options","q13_05_low_cost_options","q13_06_low_cost_options","q13_07_low_cost_options","aggregate_of_low_cost_options","q14_sign_up_for_government","q15_01_frequency_of_use_own","q15_02_frequency_of_use_work","q15_03_frequency_of_use_retail","q15_04_frequency_of_use_public","q15_05_frequency_of_use","q15_06_frequency_of_use_public","q15_07_frequency_of_use_school","q15_08_frequenct_of_use_mobile","q16_best_source_of_reliable","q17_home_internet_connection","q18_01_internet_service_type","q18_02_internet_service_type","q18_03_internet_service_type","q18_04_internet_service_type","q18_05_internet_service_type","q18_06_internet_service_type","q18_07_internet_service_type","q18_09_internet_service_type","q18x7_internet_service_type","aggregate_of_internet_service","q19_amount_pay_monthly_for","q20_charged_extra","q21_01_freqeuncy_slow_or","q21_02_frequency_slow_access","q21_03_frequency_problems","q21_04_frequency_dropped","q21_05_frequency_slow_internet","q21_06_frequency_router","q22_01_agreement_internet","q22_02_agreement_cost_of","q22_03_agreement_always","q22_04_agreement_interested","q22_05_agreement_can_fix","q22_06_agreement_language","q22_07_agreement_lack_of","q22_08_agreement_comfortable","q22_09_agreement_enjoy","q22_10_agreement_feel_safe","q22_11_agreement_can_t_do","q22_12_agreement_disadvantaged","q22_13_agreement_disadvantaged","q22_14_agreement_have_enough","q22_15_agreement_had_negative","q22_16_agreement_government","q22_17_agreement_feeling","q22_18_agreement_financially","q22_19_agreement_have_support","q23_01_frequency_past_year","q23_02_frequency_past_year","q23_03_frequency_past_year","q23_04_frequency_past_year","q23_05_frequency_past_year","q23_06_frequency_past_year","q23_07_frequency_past_year","q23_08_frequency_past_year","q23_09_frequency_past_year","q23_10_frequency_past_year","q23_11_frequency_past_year","q23_12_frequency_past_year","q23_13_frequency_past_year","q23_14_frequency_past_year","q23_15_frequency_past_year","q24_01_capability_turn_on","q24_02_capability_get_use","q24_03_capability_computer","q24_04_capability_upload","q24_05_capability_block_spam","q24_06_capability_write_resume","q24_07_capability_protect","q24_08_capability_create","q24_09_capability_create","q24_10_capability_write_code","q24_11_capability_make_content","q24_12_capability_arrange","q24_13_capability_make_online","q25_01_want_learn_to_code","q25_02_want_start_business","q25_03_want_create_app","q25_04_want_take_classes","q25_05_want_become_influencer","q25_06_want_create_media","q25_07_want_learn_tech_policy","q25_08_want_start_tech","q25_09_want_teach_people","q26_tech_support","q27_year_born","age","age_groups","q28_years_in_nashville","years_in_nashville_groups","q29_01_race_ethnicity_american","q29_02_race_ethnicity_asian","q29_03_race_ethnicity_black","q29_04_race_ethnicity_hispanic","q29_05_race_ethnicity_middle","q29_06_race_ethnicity_native","q29_07_race_ethnicity_white","q29_08_race_ethnicity_other","q29x8_race_ethnicity_define","race_ethnicity_groups","q30_01_gender_female","q30_02_gender_male","q30_03_gender_transgender","q30_04_gender_genderqueer","q30_05_gender_agender","q30_06_gender_cisgender","q30_07_gender_gender_non","q30_08_gender_other","q30x8_gender_define_other","gender_groups","q31_01_sexual_identity","q31_02_sexual_identity","q31_03_sexual_identity","q31_04_sexual_identity_asexual","q31_05_sexual_identity_other","q31x5_sexual_identity_define","sexual_orientation_groups","q32_01_disability_ability","q32_02_disability_ability","q32_03_disability_ability","q32_04_disability_ability","q32_05_disability_ability","q32_06_disability_ability","q32_07_disability_ability","q32_08_disability_ability","q32x8_disability_ability","aggregate_of_disabity","q33_langauge_spoken_in_home","q33x8_language_define_other","q34_01_level_of_school","q34_02_level_of_school","q34_03_level_of_school","q35_total_family_income_2020"
"2021","1079","Non-Random","Yes","1","0","37214","All other zip codes","Donelson Pike","1","1","No answer","1","No",,,,,"None","25","25","20","Yes",,,,,,,,,,,,,,"Comcast Internet Essentials",,,,"Comcast Internet Essentials","Yes","Daily","Daily","Once a week","Monthly","Monthly","Access Rarely","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,"Cable modem service",,,,,,,"Cable modem service","$36-$50","No","Rarely","Rarely","Rarely","Monthly","Rarely","Rarely","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Agree","Agree","Agree","Strongly Disagree","No answer","No answer","No answer","No answer","No answer","No answer","No answer","No answer","No answer","No answer","No answer","No answer","No answer","No answer","No answer","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Online support","1977","44","40-49 Years Old","16","10-19 Years",,,,,,,"White",,,"White","Female",,,,,,,,,"Female",,,"Bisexual",,,,"Bisexual","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"Graduate or Professional Degree","Technical Certificate, 2-Year College Degree or Some College","Technical Certificate, 2-Year College Degree or Some College","$60,000 to $99,999"
"2021","1080","Non-Random","Yes","1","1","37214","All other zip codes","McGavock Pike and Two Rivers Parkway","No answer","2","No answer","1","No",,,,,"None","25","23","7","Yes",,,,,,,,,,,,,,,,"AT&T Internet Basic",,"AT&T Internet Basic","Yes","Daily","Don't have Access","Access Rarely","Access Rarely","Access Rarely","Access Rarely","Access Rarely","Daily","My own high-speed Internet or dial-up where I live","Yes",,,,,,"High-speed Internet plan for a computer or cell phone",,,,"High-speed Internet plan for a computer or cell phone","$36-$50","No","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Disagree","Strongly Disagree","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Rarely","Rarely","Monthly","Rarely","Never","Monthly","Monthly","Daily","Never","Monthly","Never","Once a Week","Once a Week","Daily","Never","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Disagree","Neutral","Agree","Agree","Strongly Disagree","Neutral","Strongly Disagree","Agree","Disagree","Agree","Disagree","Strongly Disagree","Disagree","Phone support","1977","44","40-49 Years Old","8","0-9 Years",,,,,,,"White",,,"White","Female",,,,,,,,,"Female","Heterosexual/Straight",,,,,,"Heterosexual/Straight",,,"A learning disability (e.g., ADHD, dyslexia)",,,,,,,"A learning disability (e.g., ADHD, dyslexia)","English",,"Technical Certificate, 2-Year College Degree or Some College","High School or GED/Equivalent","High School or GED/Equivalent","Under $30,000"
"2021","1081","Non-Random","Yes","1","0","37013","All other zip codes","Una Antioch and Piccadilly Row","0","0","1","1","No",,,,,"None","25","12","7","Yes",,,,,,,,,,,,,,,,,,"None","Yes","Daily","Daily","Access Rarely","Access Rarely","Don't have Access","Access Rarely","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,"Cable modem service",,,"High-speed Internet plan for a computer or cell phone",,,,"Multiple service types available","$51 or more","Yes","Once a Week","Once a Week","Several Times a Week","Several Times a Week","Several Times a Week","Rarely","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Disagree","Neutral","Strongly Agree","Neutral","Agree","Disagree","Neutral","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","No answer","Monthly","Daily","Several Times a Week","Monthly","Monthly","Monthly","Daily","Once a Week","Several Times a Week","Never","Daily","Daily","Several Times a Week","Never","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","Disagree","Agree","Strongly Disagree","Agree","Neutral","Disagree","Neutral","Online support","1984","37","30-39 Years Old","10","10-19 Years",,,,,,,"White",,,"White","Female",,,,,"Cisgender",,,,"Female","Heterosexual/Straight",,,,,,"Heterosexual/Straight",,,,"A long-term medical illness",,"A mental health disorder",,,,"Mutli-Disability","English",,"Graduate or Professional Degree","4-Year Undergraduate Degree","Technical Certificate, 2-Year College Degree or Some College","$30,000 to $59,999"
"2021","1082","Random","Yes","1","1","37211","37207, 37208, 37211","Danby and Harding","1","2","0","2","No",,,,,"None","25","25","8","Yes",,,,,,,,,,,"Lifeline",,,,,,,"Lifeline","Yes","Daily","Daily","Access Rarely","Once a week","Access Rarely","Access Rarely","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,,,,"High-speed Internet plan for a computer or cell phone",,,,"High-speed Internet plan for a computer or cell phone","$51 or more","No","Once a Week","Rarely","Several Times a Week","Once a Week","Rarely","Monthly","Strongly Agree","Disagree","No answer","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Agree","Neutral","Agree","Strongly Agree","Rarely","Monthly","Daily","Daily","Never","Several Times a Week","Monthly","Daily","Rarely","Monthly","Never","Several Times a Week","Daily","Daily","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Disagree","Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Online support","1990","31","30-39 Years Old","6","0-9 Years",,,,,,,"White",,,"White","Female",,,,,,,,,"Female","Heterosexual/Straight",,,,,,"Heterosexual/Straight","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"4-Year Undergraduate Degree","4-Year Undergraduate Degree","4-Year Undergraduate Degree","$60,000 to $99,999"
"2021","1083","Random","Yes","2","2","37206","All other zip codes","Maxwell Ave and Bailey St","0","1","1","2","Yes",,"Laptop Computer","Tablet Device",,"Multiple Devices","99","19","15","Yes",,,,,,,,,,,,,,,,,,"None","No","Daily","Daily","Daily","Access Rarely","Monthly","Access Rarely","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,,"Fiber-optic service",,"High-speed Internet plan for a computer or cell phone",,,,"Multiple service types available","$51 or more","Yes","Several Times a Week","Once a Week","Monthly","Monthly","Monthly","Rarely","Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Neutral","Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Disagree","Agree","Agree","Agree","Several Times a Week","Daily","Daily","Daily","Monthly","Monthly","Monthly","Daily","Once a Week","Once a Week","Never","Daily","Several Times a Week","Rarely","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Online support","1997","24","20-29 Years Old","21","20-29 Years",,,,,,,"White",,,"White",,"Male",,,,,,,,"Male","Heterosexual/Straight",,,,,,"Heterosexual/Straight",,,"A learning disability (e.g., ADHD, dyslexia)",,,,,,,"A learning disability (e.g., ADHD, dyslexia)","English",,"Graduate or Professional Degree","4-Year Undergraduate Degree","4-Year Undergraduate Degree","$100,000 or more"
"2021","1084","Non-Random","No","2","0","37207","37207, 37208, 37211","Ewing Lane","1","1","1","2","Yes","Desktop Computer","Laptop Computer","Tablet Device",,"Multiple Devices","23","23","21","Yes",,,,,,,,,,,,,,,,,,"None","Yes","Daily","Daily","Access Rarely","Don't have Access","Access Rarely","Access Rarely","Don't have Access","Daily","Using a data plan on my mobile device","Yes",,,"Cable modem service",,,"High-speed Internet plan for a computer or cell phone",,,,"Multiple service types available","$21-$35","No","Daily","No answer","No answer","No answer","Rarely","No answer","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Agree","No answer","No answer","Strongly Disagree","Strongly Agree","Agree","Disagree","Agree","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Daily","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Online support","1981","40","40-49 Years Old","35","30-39 Years",,,"Black/African American",,,,,,,"Black/African American",,"Male",,,,,,,,"Male","Heterosexual/Straight",,,,,,"Heterosexual/Straight","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"High School or GED/Equivalent","Graduate or Professional Degree","High School or GED/Equivalent","$30,000 to $59,999"
"2021","1085","Non-Random","Yes","2","1","No answer","All other zip codes","Antioch pike","3","2","3","3","No",,,,,"None","20","15","8","Yes",,,,,,,,,,,,,,"Comcast Internet Essentials","Verizon Fios","AT&T Internet Basic","Spectrum Internet Assist","Multiple Options","No","Daily","Daily","Daily","Daily","Several Times a Week","Several Times a Week","Daily","Daily","My own high-speed Internet or dial-up where I live","Yes","Dial-Up Service",,"Cable modem service","Fiber-optic service","Satellite Internet Service","High-speed Internet plan for a computer or cell phone",,,,"Multiple service types available","$36-$50","Yes","Once a Week","Several Times a Week","Several Times a Week","Several Times a Week","Several Times a Week","Never","Strongly Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Monthly","Several Times a Week","Daily","Daily","Monthly","Daily","Once a Week","Daily","Monthly","Monthly","Never","Daily","Daily","Daily","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Disagree","Agree","Disagree","Neutral","Strongly Disagree","Strongly Agree","Neutral","Disagree","Agree","Online support","1980","41","40-49 Years Old","10","10-19 Years",,,,,,,"White",,,"White","Female",,,,,,,,,"Female","Heterosexual/Straight",,,,,,"Heterosexual/Straight","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"Graduate or Professional Degree","High School or GED/Equivalent","Technical Certificate, 2-Year College Degree or Some College","$30,000 to $59,999"
"2021","1086","Non-Random","Yes","3","0","37076","All other zip codes","Tulip Grove","2","3","0","3","No",,,,,"None","25","25","15","Yes",,,,,,,,,,,,,,"Comcast Internet Essentials","Verizon Fios","AT&T Internet Basic",,"Multiple Options","Don't Know/No answer","Daily","Daily","Access Rarely","Access Rarely","Access Rarely","Don't have Access","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,"Cable modem service","Fiber-optic service",,"High-speed Internet plan for a computer or cell phone",,,,"Multiple service types available","$51 or more","No","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Neutral","Disagree","Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Never","Never","Daily","Daily","Rarely","Monthly","Monthly","Daily","Never","Once a Week","Never","Daily","Daily","Daily","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Disagree","Agree","Agree","Agree","Disagree","Online support","1974","47","40-49 Years Old","46","40-49 Years",,,,,,,"White",,,"White",,"Male",,,,,,,,"Male","Heterosexual/Straight",,,,,,"Heterosexual/Straight","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"4-Year Undergraduate Degree","High School or GED/Equivalent","Technical Certificate, 2-Year College Degree or Some College","$60,000 to $99,999"
"2021","1087","Non-Random","Yes","3","0","37076","All other zip codes","Stewarts Ferry","2","3","3","3","No",,,,,"None","30","30","15","Yes",,,,,,,,,,,,,,,,,,"None","Yes","Daily","Daily","Access Rarely","Access Rarely","Access Rarely","Access Rarely","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,"Cable modem service","Fiber-optic service",,,,,,"Multiple service types available","$51 or more","No","Rarely","Rarely","Never","Rarely","Never","Rarely","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","No answer","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Never","Monthly","Daily","Daily","Monthly","Once a Week","Monthly","Daily","Never","Monthly","Rarely","Daily","Daily","Several Times a Week","Rarely","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Online support","1977","44","40-49 Years Old","20","20-29 Years",,,,,,,"White",,,"White",,"Male",,,,,,,,"Male",,"Homosexual/Gay/Lesbian",,,,,"Homosexual/Gay/Lesbian","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"4-Year Undergraduate Degree","High School or GED/Equivalent","4-Year Undergraduate Degree","$100,000 or more"
"2021","1088","Non-Random","Yes","2","1","37214","All other zip codes","Fairbrook & Kimberly","0","1","4","2","Yes",,,"Tablet Device",,"Tablet Device","25","25","12","Yes",,,,,,,,,,,,,,,,,,"None","Yes","Daily","Don't have Access","Once a week","Once a week","Monthly","Access Rarely","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,,"Fiber-optic service",,,,,,"Fiber-optic service","$51 or more","No","Monthly","Monthly","No answer","Monthly","No answer","No answer","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Disagree","Neutral","Strongly Disagree","Agree","Disagree","Strongly Disagree","Neutral","Rarely","Rarely","No answer","Rarely","No answer","Rarely","Several Times a Week","Daily","Never","Monthly","Rarely","Daily","Daily","Daily","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Phone support","1991","30","30-39 Years Old","7","0-9 Years",,,,"Hispanic/Latinx/Spanish origin",,,,,,"Hispanic/Latinx/Spanish origin","Female",,,,,,,,,"Female","Heterosexual/Straight",,"Bisexual",,,,"Other","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"Graduate or Professional Degree","High School or GED/Equivalent","No answer","Under $30,000"
"2021","1089","Non-Random","Yes","3","1","37215","All other zip codes","Hillsboro Road","7","7","5","5","Yes","Desktop Computer",,,,"Desktop Computer","30","30","15","Yes",,,,,,,,,,,,,,,,,,"None","Don't Know/No answer","Daily","Daily","Monthly","Access Rarely","Monthly","Don't have Access","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,"Cable modem service",,,"High-speed Internet plan for a computer or cell phone","Other",,"Work provided cellular WiFi device","Multiple service types available","$51 or more","Yes","Daily","Never","Never","Rarely","Rarely","Rarely","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Agree","Agree","Daily","Monthly","Daily","Daily","Monthly","Several Times a Week","Several Times a Week","Daily","Never","Monthly","Rarely","Several Times a Week","Daily","Daily","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","No Answer","Strongly Agree","Strongly Disagree","No answer","Strongly Agree","Strongly Disagree","Agree","Agree","Strongly Disagree","Agree","Online support","1967","54","50-59 Years Old","22","20-29 Years",,,,,,,"White",,,"White",,"Male",,,,,,,,"Male","Heterosexual/Straight",,,,,,"Heterosexual/Straight","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"Technical Certificate, 2-Year College Degree or Some College","4-Year Undergraduate Degree","4-Year Undergraduate Degree","$100,000 or more"
"2021","1090","Non-Random","Yes","2","1","37215","All other zip codes","Belmont Park Terrace and Lone Oak Rd","1","4","3","3","No",,,,,"None","35","20","7","Yes",,,,,,,,,,,,,,,,,,"None","No","Daily","Daily","Don't have Access","Don't have Access","Don't have Access","Don't have Access","Daily","Daily","My own high-speed Internet or dial-up where I live","Yes",,,"Cable modem service",,,,,,,"Cable modem service","$51 or more","No","Once a Week","Rarely","Rarely","Rarely","Rarely","Monthly","Strongly Agree","Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Never","Rarely","Daily","Daily","Never","Rarely","Monthly","Daily","Once a Week","Monthly","Never","Daily","Daily","Daily","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Agree","Phone support","1972","49","40-49 Years Old","19","10-19 Years",,,,,,,"White",,,"White","Female",,,,,,,,,"Female","Heterosexual/Straight",,,,,,"Heterosexual/Straight","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"Graduate or Professional Degree","Graduate or Professional Degree","Graduate or Professional Degree","$100,000 or more"
"2021","1091","Non-Random","Yes","2","0","37211","37207, 37208, 37211","Old Hickory and Edmondson Pike","1","3","4","2","No",,,,,"None","30","30","20","Yes",,,,,,,,,,,,,,,,,,"None","No","Daily","Several Times a Week","Access Rarely","Access Rarely","Access Rarely","Access Rarely","Access Rarely","Daily","My own high-speed Internet or dial-up where I live","Yes",,,,"Fiber-optic service",,"High-speed Internet plan for a computer or cell phone",,,,"Multiple service types available","$51 or more","No","Never","Never","Never","Rarely","Never","Never","Strongly Agree","Neutral","Strongly Disagree","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Never","Monthly","Daily","Daily","Monthly","Daily","Monthly","Daily","Never","Never","Never","Daily","Daily","Daily","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Neutral","Neutral","Strongly Agree","Neutral","Online support","1986","35","30-39 Years Old","6","0-9 Years",,,,,,,"White",,,"White","Female",,,,,,,,,"Female","Heterosexual/Straight",,,,,,"Heterosexual/Straight",,,,"A long-term medical illness",,,,,,"A long-term medical illness","English",,"Graduate or Professional Degree","Technical Certificate, 2-Year College Degree or Some College","4-Year Undergraduate Degree","$100,000 or more"
"2021","1092","Random","Yes","1","0","37210","All other zip codes","Nolensville Pike and Glenrose","0","2","0","1","No",,,,,"None","20","20","10","Yes",,,,,,,,,,,,,,,,,,"None","Don't Know/No answer","Daily","Daily","Once a week","Don't have Access","Once a week","Access Rarely","Daily","Daily","My own high-speed Internet or dial-up where I live","Yes",,,"Cable modem service",,,,,,,"Cable modem service","$36-$50","Yes","Rarely","Rarely","Daily","Rarely","Rarely","Rarely","Strongly Agree","Neutral","Disagree","Strongly Agree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Agree","Neutral","Agree","Agree","Never","Several Times a Week","Daily","Daily","Several Times a Week","Monthly","Monthly","Daily","No answer","Monthly","Never","Daily","Daily","Daily","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Neutral","Disagree","Disagree","Neutral","No answer","1990","31","30-39 Years Old","9","0-9 Years",,,,,,,"White",,,"White","Female",,,,,,,,,"Female","Heterosexual/Straight",,,,,,"Heterosexual/Straight","I do not identify as having a disability",,,,,,,,,"I do not identify as having a disability","English",,"Graduate or Professional Degree","High School or GED/Equivalent","High School or GED/Equivalent","Under $30,000"
"2021","1093","Non-Random","Yes","2","0","37214","All other zip codes","Woodland Pointe and Bell Rd","1","0","1","1","No",,,,,"None","30","25","10","Yes",,,,,,,,,,,,,,"Comcast Internet Essentials",,"AT&T Internet Basic",,"Multiple Options","Yes","Daily","Don't have Access","Access Rarely","Access Rarely","Monthly","Don't have Access","Don't have Access","Daily","My own high-speed Internet or dial-up where I live","Yes",,,"Cable modem service",,,"High-speed Internet plan for a computer or cell phone",,,,"Multiple service types available","$51 or more","Yes","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Strongly Agree","Strongly Agree","No answer","Strongly Agree","Strongly Disagree","Agree","No answer","Neutral","Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Neutral","Strongly Agree","Never","Never","Never","Rarely","Never","Monthly","Never","Daily","Rarely","Several Times a Week","Never","Daily","Daily","Daily","Never","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","No Answer","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Online support","1950","71","70+ Years Old","63","60-69 Years",,,,,,,"White",,,"White","Female",,,,,,,,,"Female","Heterosexual/Straight",,,,,,"Heterosexual/Straight","I do not identify as having a disability","A sensory impairment (vision or hearing)",,,,,,,,"Mutli-Disability","English",,"Technical Certificate, 2-Year College Degree or Some College","High School or GED/Equivalent","High School or GED/Equivalent","Under $30,000"
