"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20220450263","2022-09-08T15:13:00.000","0","1","0",,"false","4007103","4","ANGLE","21","CLEAR","1","DAYLIGHT","12;16;34","MOTOR VEHICLE IN TRANSPORT;THROWN OR FALLING OBJECT;DITCH","JUAREZ DR & OLD HICKORY BLVD","HERMITAGE","TN","37076","9531","HERMIT","36.1983","-86.6201","POINT (-86.6201 36.1983)"
"20220450257","2022-09-08T15:10:00.000","0","2","0",,"false","151132","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVDW & HERITAGE DR","MADISON","TN","37115","1749","MADISO","36.2641","-86.7242","POINT (-86.7242 36.2641)"
"20220450210","2022-09-08T14:32:00.000","0","1","0",,"false","311799","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12;24","MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE","I40 W EXT RAMP & I 40","NASHVILLE","TN","37203","4119","CENTRA","36.1574","-86.79","POINT (-86.79 36.1574)"
"20220450128","2022-09-08T13:38:00.000","0","0","0",,"false","151132","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","E PALESTINE AV & GALLATIN PKES","MADISON","TN","37115","1507","MADISO","36.2491","-86.718","POINT (-86.718 36.2491)"
"20220450093","2022-09-08T12:58:00.000","0","0","0",,"false","580819","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","2ND AVN & MONROE ST","NASHVILLE","TN","37208","4315","CENTRA","36.1782","-86.7855","POINT (-86.7855 36.1782)"
"20220449998","2022-09-08T12:10:00.000","0","0","0",,"false","414668","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HART LN & DICKERSON PKE","NASHVILLE","TN","37207","1887","EAST","36.2217","-86.7617","POINT (-86.7617 36.2217)"
"20220449954","2022-09-08T12:00:00.000","0","2","0",,"false","212312","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ELYSIAN FIELDS RD & COVENTRY CT","NASHVILLE","TN","37211","8501","MIDTOW","36.0844","-86.738","POINT (-86.738 36.0844)"
"20220449952","2022-09-08T12:05:00.000","0","1","0","true","false","4004117","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","38;47","FENCE;FIRE HYDRANT","MT VIEW RD & TRU LONG DR","ANTIOCH","TN","37013","8977","SOUTH","36.0669","-86.5998","POINT (-86.5998 36.0669)"
"20220449947","2022-09-08T11:40:00.000","0","0","0","true","false","343522","4","ANGLE","21","CLEAR","1","DAYLIGHT","12;42","MOTOR VEHICLE IN TRANSPORT;TREE","51ST AVN & ILLINOIS AV","NASHVILLE","TN","37209","4629","WEST","36.1572","-86.8489","POINT (-86.8489 36.1572)"
"20220449915","2022-09-08T11:42:00.000","0","1","0",,"false","419983","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","12TH AVS & PINE ST","NASHVILLE","TN","37203","4015","CENTRA","36.1526","-86.7849","POINT (-86.7849 36.1526)"
"20220449911","2022-09-08T11:30:00.000","0","0","0",,"false","330416","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & RIDGELAKE PKWY","NASHVILLE","TN","37205","4903","WEST","36.0974","-86.9249","POINT (-86.9249 36.0974)"
"20220449878","2022-09-08T09:48:00.000","0","0","0",,"false","343522","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & HILLWOOD BLVD","NASHVILLE","TN","37209","5023","WEST","36.1394","-86.8802","POINT (-86.8802 36.1394)"
"20220449780","2022-09-08T10:00:00.000","0","0","0",,"true","4000155","9","UNKNOWN","21","CLEAR","1","DAYLIGHT","14","PARKED MOTOR VEHICLE","SPRUCE ST & WARNER ST","NASHVILLE","TN","37203","5335","NORTH","36.1597","-86.8055","POINT (-86.8055 36.1597)"
"20220449705","2022-09-08T09:55:00.000","0","0","0",,"false","235761","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I40 E EXT RAMP & I 40","NASHVILLE","TN","37214","8955","HERMIT","36.155","-86.6271","POINT (-86.6271 36.155)"
"20220449693","2022-09-08T09:45:00.000","0","0","0",,"false","330416","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HIGHWAY 70S & BELLEVUE VALLEY PLAZA PVTD","NASHVILLE","TN","37221","4901","WEST","36.0754","-86.9181","POINT (-86.9181 36.0754)"
"20220449657","2022-09-08T09:05:00.000","0","1","0","true","false","419989","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & HAMILTON CHURCH RD","ANTIOCH","TN","37013","8865","SOUTH","36.0649","-86.6286","POINT (-86.6286 36.0649)"
"20220449609","2022-09-08T08:55:00.000","0","2","0",,"false","343522","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HARDING PKE & HIGHWAY 100","NASHVILLE","TN","37205","6209","WEST","36.0997","-86.8714","POINT (-86.8714 36.0997)"
"20220449591","2022-09-08T08:51:00.000","0","0","0",,"false","474557","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I24 W EXT RAMP & I 24","NASHVILLE","TN","37211","8829","SOUTH","36.1074","-86.7197","POINT (-86.7197 36.1074)"
"20220449563","2022-09-08T08:30:00.000","0","0","0",,"false","330417","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 53 0 I 24","NASHVILLE","TN","37210","8302","SOUTH","36.1189","-86.7264","POINT (-86.7264 36.1189)"
"20220449561","2022-09-08T07:23:00.000","0","0","0",,"false","419989","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & PARKS RETREAT DR","ANTIOCH","TN","37013","8869","SOUTH","36.0316","-86.5941","POINT (-86.5941 36.0316)"
"20220449551","2022-09-08T08:24:00.000","0","0","0",,"false","110063","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 87 0 I 65","NASHVILLE","TN","37207","18020","EAST","36.2018","-86.7766","POINT (-86.7766 36.2018)"
"20220449535","2022-09-08T07:50:00.000","0","1","0",,"false","212312","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 78 2 I 65","NASHVILLE","TN","37204","7002","MIDTOW","36.0883","-86.763","POINT (-86.763 36.0883)"
"20220449523","2022-09-08T08:08:00.000","0","1","0",,"false","807341","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","WEDGEWOOD AV & 15TH AVS","NASHVILLE","TN","37212","6615","MIDTOW","36.136","-86.7919","POINT (-86.7919 36.136)"
"20220449491","2022-09-08T07:45:00.000","0","0","0",,"false","330416","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 192 3 I 40","NASHVILLE","TN","37221","4802","WEST","36.0768","-87.0248","POINT (-87.0248 36.0768)"
"20220449400","2022-09-08T06:50:00.000","0","0","0",,"false","4004117","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","I24 E ENT RAMP & I 24","NASHVILLE","TN","37213","1007","CENTRA","36.1662","-86.7659","POINT (-86.7659 36.1662)"
"20220449375","2022-09-08T07:05:00.000","0","1","0",,"false","419997","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE AV & 51ST AVN","NASHVILLE","TN","37209","5129","WEST","36.152","-86.8486","POINT (-86.8486 36.152)"
"20220449373","2022-09-08T06:55:00.000","0","1","0",,"false","223502","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12;14","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","JONQUIL DR & WELCH RD","NASHVILLE","TN","37211","8445","SOUTH","36.0826","-86.7184","POINT (-86.7184 36.0826)"
"20220449361","2022-09-08T00:00:00.000","0","0","0",,"false","4001562","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","71","EMBANKMENT EARTH","STATE HWY 255 & DONELSON PIKE N","NASHVILLE","TN","37214","8953","HERMIT","36.1302","-86.6651","POINT (-86.6651 36.1302)"
"20220449347","2022-09-08T06:03:00.000","0","0","0",,"false","462474","11","Front to Rear","21","CLEAR","4","DAWN","12","MOTOR VEHICLE IN TRANSPORT","WEST END AV & 19TH AVN","NASHVILLE","TN","37203","5707","MIDTOW","36.1526","-86.7968","POINT (-86.7968 36.1526)"
"20220449338","2022-09-08T06:29:00.000","0","1","0",,"false","151132","4","ANGLE","21","CLEAR","4","DAWN","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWY W EXT RAMP & BRICK CHURCH PK","NASHVILLE","TN","37207","2033","MADISO","36.2397","-86.7808","POINT (-86.7808 36.2397)"
"20220449210","2022-09-08T03:39:00.000","0","0","0",,"true","4001718","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 89 3 I 65","NASHVILLE","TN","37207","18062","EAST","36.2341","-86.7668","POINT (-86.7668 36.2341)"
"20220449174","2022-09-08T01:19:00.000","0","0","0",,"false","299248","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","KEELEY DR & PACKARD DR","ANTIOCH","TN","37013","8713","SOUTH","36.0629","-86.6971","POINT (-86.6971 36.0629)"
"20220449055","2022-09-08T01:15:00.000","0","1","0",,"true","352156","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12;24","MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE","I24 W EXT RAMP & I 24","NASHVILLE","TN","37211","8829","SOUTH","36.1074","-86.7197","POINT (-86.7197 36.1074)"
"20220448945","2022-09-07T22:54:00.000","0","0","0",,"true","110064","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","14","PARKED MOTOR VEHICLE","BART DR & TOMARAND RD","ANTIOCH","TN","37013","8713","SOUTH","36.0566","-86.6802","POINT (-86.6802 36.0566)"
"20220448707","2022-09-07T21:40:00.000","0","0","0",,"true","665896","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","55","Motor Vehicle-In-Motion Outside Trafficw","1200 BROADWAY","NASHVILLE","TN","37203","4119","CENTRA","36.1567","-86.7875","POINT (-86.7875 36.1567)"
"20220448657","2022-09-07T20:38:00.000","0","1","0","true","false","352172","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","19","BUILDING","HILLSBORO PKE & GREEN HILLS VILLAGE DR","NASHVILLE","TN","37215","6107","WEST","36.1073","-86.813","POINT (-86.813 36.1073)"
"20220448628","2022-09-07T21:11:00.000","0","0","0",,"false","4007300","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","2","DARK - NOT LIGHTED","1;42","TREE","PICCADILLY ROW & WHITE MOUNTAIN LN","ANTIOCH","TN","37013","8895","SOUTH","36.084","-86.6561","POINT (-86.6561 36.084)"
"20220448569","2022-09-07T20:20:00.000","0","0","0",,"false","352159","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","0 MYATT DR","MADISON","TN","37115","1705","MADISO","36.264","-86.6903","POINT (-86.6903 36.264)"
"20220448519","2022-09-07T19:30:00.000","0","1","0",,"false","330414","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","WOODBERRY DR & MCGAVOCK PKE","NASHVILLE","TN","37214","9119","HERMIT","36.1568","-86.6809","POINT (-86.6809 36.1568)"
"20220448499","2022-09-07T00:00:00.000","0","3","0",,"false","384451","4","ANGLE","21","CLEAR","2","DARK - NOT LIGHTED","12;34","MOTOR VEHICLE IN TRANSPORT;DITCH","CLARKSVILLE PKE & HARPER RD","JOELTON","TN","37080","3315","NORTH","36.2795","-86.8734","POINT (-86.8734 36.2795)"
"20220448461","2022-09-07T19:02:00.000","0","0","0",,"false","4007103","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","5","DUSK","34","DITCH","OLD HICKORY BLVD & JUAREZ DR PVTDR","HERMITAGE","TN","37076","9531","HERMIT","36.1919","-86.6159","POINT (-86.6159 36.1919)"
"20220448440","2022-09-07T19:00:00.000","0","1","0",,"false","4001155","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MOORMANS ARM RD & BUENA VISTA PKE","NASHVILLE","TN","37207","3015","NORTH","36.2148","-86.8176","POINT (-86.8176 36.2148)"
"20220448414","2022-09-07T00:00:00.000","0","1","0",,"false","4001146","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","SHUTE LN & LEBANON PKE","HERMITAGE","TN","37076","9535","HERMIT","36.2146","-86.6047","POINT (-86.6047 36.2146)"
"20220448384","2022-09-07T17:52:00.000","1","1","0",,"false","320601","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKE & INGLEWOOD DR","NASHVILLE","TN","37216","1503","EAST","36.2324","-86.7248","POINT (-86.7248 36.2324)"
"20220448351","2022-09-07T17:02:00.000","0","1","0",,"false","4000973","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","16TH AVS & BROADWAY","NASHVILLE","TN","37203","5701","MIDTOW","36.1543","-86.7929","POINT (-86.7929 36.1543)"
"20220448314","2022-09-07T17:10:00.000","0","1","0",,"false","384450","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HOBSON PKE & SMITH SPRINGS PKWY","ANTIOCH","TN","37013","8907","SOUTH","36.0683","-86.5858","POINT (-86.5858 36.0683)"
"20220448293","2022-09-07T16:46:00.000","0","1","0","true","true","4007105","4","ANGLE","21","CLEAR","1","DAYLIGHT","12;19","MOTOR VEHICLE IN TRANSPORT;BUILDING","28TH AVN & MEHARRY BLVD","NASHVILLE","TN","37209","4559","NORTH","36.1666","-86.8204","POINT (-86.8204 36.1666)"
"20220448272","2022-09-07T16:40:00.000","0","2","0",,"false","384442","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","1",,"BRICK CHURCH PKE & EWING LN","NASHVILLE","TN","37207","2031","MADISO","36.2326","-86.7814","POINT (-86.7814 36.2326)"
"20220448255","2022-09-07T16:31:00.000","0","1","0",,"false","4000973","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","14TH AVN & I40 E EXT RAMP","NASHVILLE","TN","37203","5425","NORTH","36.1611","-86.7937","POINT (-86.7937 36.1611)"
"20220448251","2022-09-07T16:23:00.000","0","1","0",,"false","429193","4","ANGLE","21","CLEAR","1","DAYLIGHT","12;27;41","MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST;SHRUBBERY","HARDING PK & CARNAVON PKWY","NASHVILLE","TN","37205","4903","WEST","36.0897","-86.8912","POINT (-86.8912 36.0897)"
"20220448249","2022-09-07T16:35:00.000","0","1","0",,"false","352159","4","ANGLE","21","CLEAR","1","DAYLIGHT","12;14;55","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw","NORTHSIDE FESTIVAL PVTDR & LIBERTY LN","MADISON","TN","37115","1731","MADISO","36.3047","-86.689","POINT (-86.689 36.3047)"
"20220448225","2022-09-07T15:48:00.000","0","0","0",,"false","4001484","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","9TH AVN & COMMERCE ST","NASHVILLE","TN","37203","4115","CENTRA","36.1598","-86.7836","POINT (-86.7836 36.1598)"
"20220448211","2022-09-07T15:45:00.000","0","0","0","true","false","4001155","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","1","DAYLIGHT","37","Other Traffic Barrier","12TH AVN & HERMAN ST","NASHVILLE","TN","37203","5421","NORTH","36.1672","-86.7964","POINT (-86.7964 36.1672)"
"20220448204","2022-09-07T15:41:00.000","0","0","0",,"false","4007341","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","8TH AVS & LAFAYETTE ST","NASHVILLE","TN","37203","4043","CENTRA","36.1546","-86.7792","POINT (-86.7792 36.1546)"
"20220448197","2022-09-07T15:48:00.000","0","1","0",,"false","352172","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","WEST END AV & WILSON BLVDN","NASHVILLE","TN","37205","6009","WEST","36.132","-86.8326","POINT (-86.8326 36.132)"
"20220448172","2022-09-07T15:25:00.000","0","1","0",,"false","384450","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CEDARMONT CIR & CEDARMONT DR","ANTIOCH","TN","37013","8757","SOUTH","36.0377","-86.7063","POINT (-86.7063 36.0377)"
"20220448145","2022-09-07T15:15:00.000","0","1","0",,"false","330422","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 51 1 I 24","NASHVILLE","TN","37210","81020","SOUTH","36.1315","-86.7272","POINT (-86.7272 36.1315)"
"20220448137","2022-09-07T15:07:00.000","0","1","0",,"false","4007103","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LEBANON PKE PVTDR & LEBANON PKE","HERMITAGE","TN","37076","9507","HERMIT","36.2003","-86.6186","POINT (-86.6186 36.2003)"
"20220448126","2022-09-06T14:00:00.000","0","0","0",,"true","256386","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","WADE AV & 11TH AVS","NASHVILLE","TN","37203","6911","MIDTOW","36.1361","-86.7857","POINT (-86.7857 36.1361)"
"20220448125","2022-09-07T14:16:00.000","0","0","0",,"false","320599","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ABBOTT MARTIN RD & HILLSBORO PKE","NASHVILLE","TN","37215","6111","WEST","36.106","-86.8142","POINT (-86.8142 36.106)"
"20220447975","2022-09-06T15:00:00.000","0","0","0","true","false","226217","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ALBION ST & 32ND AVN","NASHVILLE","TN","37209","4529","NORTH","36.1635","-86.8248","POINT (-86.8248 36.1635)"
"20220447940","2022-09-07T12:50:00.000","0","0","0",,"false","343522","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CHARLOTTE PKE & SUMMERLY DR","NASHVILLE","TN","37209","5021","WEST","36.1378","-86.8822","POINT (-86.8822 36.1378)"
"20220447881","2022-09-07T12:30:00.000","0","0","0","true","false","151132","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWYW & BRILEY PKWY W EXT RAMP","MADISON","TN","37115","1598","MADISO","36.2346","-86.7177","POINT (-86.7177 36.2346)"
"20220447798","2022-09-07T11:15:00.000","0","1","0",,"false","299243","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN PKES & E OLD HICKORY BLVD","MADISON","TN","37115","1771","MADISO","36.2622","-86.7122","POINT (-86.7122 36.2622)"
"20220447673","2022-09-07T10:10:00.000","0","1","0",,"false","212312","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","POWELL AV & POWELL PL","NASHVILLE","TN","37204","8525","MIDTOW","36.1081","-86.7657","POINT (-86.7657 36.1081)"
"20220447644","2022-09-07T10:02:00.000","0","1","0",,"false","343522","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","8","PEDESTRIAN","HARDING PKE & WHITE BRIDGE PKE","NASHVILLE","TN","37205","6101","WEST","36.125","-86.8476","POINT (-86.8476 36.125)"
"20220447627","2022-09-07T09:52:00.000","0","2","0",,"true","4004340","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 213 1 I 40","NASHVILLE","TN","37210","82061","HERMIT","36.14","-86.7295","POINT (-86.7295 36.14)"
"20220447572","2022-09-07T07:15:00.000","0","0","0",,"true","419997","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 200 8 I 40","NASHVILLE","TN","37209","4708","WEST","36.1281","-86.9012","POINT (-86.9012 36.1281)"
"20220447543","2022-09-07T13:45:00.000","0","0","0",,"false","887600","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 85 1 I 65","NASHVILLE","TN","37208","43023","NORTH","36.1815","-86.7999","POINT (-86.7999 36.1815)"
"20220447455","2022-09-01T10:15:00.000","0","0","0",,"true","226217","5","SIDESWIPE - SAME DIRECTION","99","UNKNOWN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","ROYAL OAKS CONDOS PVTDR & HARDING PKE","NASHVILLE","TN","37205","6101","WEST","36.124","-86.849","POINT (-86.849 36.124)"
"20220447434","2022-09-07T08:17:00.000","0","0","0",,"false","151132","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 91 1 I 65","MADISON","TN","37115","17021","MADISO","36.2485","-86.7424","POINT (-86.7424 36.2485)"
"20220447367","2022-09-07T07:30:00.000","0","0","0",,"false","235761","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 200 8 I 40","NASHVILLE","TN","37209","4708","WEST","36.1281","-86.9012","POINT (-86.9012 36.1281)"
"20220447357","2022-09-07T07:45:00.000","0","1","0",,"false","251845","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","COWAN ST & SPRING ST","NASHVILLE","TN","37207","1957","CENTRA","36.1769","-86.7762","POINT (-86.7762 36.1769)"
"20220447346","2022-09-07T03:29:00.000","0","0","0",,"true","224464","11","Front to Rear","21","CLEAR","7","Dark-Unknown Lighting","12","MOTOR VEHICLE IN TRANSPORT","SCOVEL ST & BEASLEY ST","NASHVILLE","TN","37208","4561","NORTH","36.1695","-86.8148","POINT (-86.8148 36.1695)"
"20220447298","2022-09-07T07:23:00.000","0","0","0",,"false","419997","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 200 8 I 40","NASHVILLE","TN","37209","4708","WEST","36.1281","-86.9012","POINT (-86.9012 36.1281)"
"20220447297","2022-09-07T07:14:00.000","0","0","0",,"false","4000155","4","ANGLE","8","SMOG, SMOKE","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","28TH AVN & CHARLOTTE AV","NASHVILLE","TN","37209","5341","MIDTOW","36.154","-86.8182","POINT (-86.8182 36.154)"
"20220447181","2022-09-07T06:22:00.000","0","1","0",,"false","179603","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","4","DAWN","64;71","Ran Off Road-Left;EMBANKMENT EARTH","BRILEY PKWY W EXT RAMP & DOVERSIDE CT","NASHVILLE","TN","37207","2033","MADISO","36.2389","-86.7794","POINT (-86.7794 36.2389)"
"20220447019","2022-09-07T02:59:00.000","0","0","0",,"false","109522","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","24","GUARDRAIL FACE","MM 205 7 I 40","NASHVILLE","TN","37209","45044","WEST","36.1563","-86.8262","POINT (-86.8262 36.1563)"
"20220446508","2022-09-06T17:30:00.000","0","0","0",,"true","330440","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 86 0 I 65","NASHVILLE","TN","37208","4304","CENTRA","36.1916","-86.7859","POINT (-86.7859 36.1916)"
"20220446478","2022-09-06T18:06:00.000","0","0","0",,"false","279208","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DONELSON PKE & ELM HILL PKE","NASHVILLE","TN","37214","9105","HERMIT","36.1676","-86.7787","POINT (-86.7787 36.1676)"
"20220446394","2022-09-06T21:02:00.000","0","0","0",,"false","405424","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 215 2 I 40","NASHVILLE","TN","37214","91021","HERMIT","36.144","-86.6913","POINT (-86.6913 36.144)"
"20220446364","2022-09-06T20:20:00.000","0","0","0",,"false","352155","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & I24 W EXT RAMP","ANTIOCH","TN","37013","8869","SOUTH","36.0158","-86.6201","POINT (-86.6201 36.0158)"
"20220446324","2022-09-06T18:13:00.000","0","0","0",,"true","665896","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","5","DUSK","12","MOTOR VEHICLE IN TRANSPORT","20TH AVN & CHURCH ST","NASHVILLE","TN","37203","5527","MIDTOW","36.1534","-86.8008","POINT (-86.8008 36.1534)"
"20220446207","2022-09-06T18:30:00.000","0","2","0",,"false","384398","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 59 0 I 24","ANTIOCH","TN","37013","8808","SOUTH","36.049","-86.6651","POINT (-86.6651 36.049)"
"20220446205","2022-09-06T17:41:00.000","0","0","0",,"false","330415","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","0 BELL RD","NASHVILLE","TN","37214","8989","HERMIT","36.1121","-86.6303","POINT (-86.6303 36.1121)"
"20220446177","2022-09-06T18:04:00.000","0","0","0",,"false","256383","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 54 5 I 24","NASHVILLE","TN","37211","84021","SOUTH","36.0999","-86.7113","POINT (-86.7113 36.0999)"
"20220446147","2022-09-06T00:00:00.000","0","1","0",,"false","409155","4","ANGLE","22","CLOUDY","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","GALLATIN AV & W GREENWOOD AV","NASHVILLE","TN","37206","1321","EAST","36.19","-86.7456","POINT (-86.7456 36.19)"
