"project_industry","company_name","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported","city"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2006","Approved",,"1866",,"Southfield"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2007","Approved",,"1627",,"Southfield"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2008","Approved",,"1599",,"Southfield"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2009","Approved",,"1296",,"Southfield"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2010","Approved",,"1331","14435000","Southfield"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2011","Approved",,"1400","0","Southfield"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2012","Approved",,"1437","0","Southfield"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2013","Approved",,"1446","0","Southfield"
"Automotive - Manufacturing","Federal Mogul Corporation","265","2014","Approved",,"1446",,"Southfield"
"Automotive - Manufacturing","FEV North America, Inc.","351","2008","Did Not Qualify","59",,,"Auburn Hills"
"Automotive - Manufacturing","FEV North America, Inc.","351","2009","Did Not Qualify","16",,,"Auburn Hills"
"Automotive - Manufacturing","FEV North America, Inc.","351","2010","Did Not Qualify",,,,"Auburn Hills"
"Automotive - Manufacturing","FEV North America, Inc.","351","2011","Approved","31",,,"Auburn Hills"
"Automotive - Manufacturing","Fiat Chrysler Automobiles US LLC","692","2012","Approved",,"18034","1803442255","Sterling Heights"
"Automotive - Manufacturing","Fiat Chrysler Automobiles US LLC","692","2013","Approved",,"20000","747153353","Sterling Heights"
"Automotive - Manufacturing","Ford Motor Company","129","2004","Approved",,"2315",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","129","2005","Approved",,"2763",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","129","2006","Approved",,"2594",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","129","2007","Approved",,"2863",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","129","2008","Approved",,"2925",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","129","2009","Approved",,"3080",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","129","2010","Approved",,"3262",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","221","2005","Approved",,"6692","250000000","Wayne"
"Automotive - Manufacturing","Ford Motor Company","221","2006","Approved",,"2216",,"Wayne"
"Automotive - Manufacturing","Ford Motor Company","221","2007","Approved",,"789",,"Wayne"
"Automotive - Manufacturing","Ford Motor Company","221","2009","Approved",,"2662",,"Wayne"
"Automotive - Manufacturing","Ford Motor Company","221","2010","Approved",,"3193",,"Wayne"
"Automotive - Manufacturing","Ford Motor Company","324","2007","Approved",,"13724",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","324","2008","Approved",,"12208",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","324","2009","Approved",,"10651",,"Dearborn"
"Automotive - Manufacturing","Ford Motor Company","324","2010","Approved",,"8757",,"Dearborn"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2011","Approved",,"564","21634480","Bad Axe"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2012","Approved","80",,,"Bad Axe"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2012","Approved",,"555","16404535","Bad Axe"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2013","Approved","66",,,"Bad Axe"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2013","Approved",,"559","13022018","Bad Axe"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2014","Approved","187",,,"Bad Axe"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2014","Approved",,"555","19793006","Bad Axe"
"Automotive - Manufacturing","General Motors LLC","83","2001","Approved",,"688","513589800","Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2002","Approved",,"980",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2003","Approved",,"1441",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2004","Approved",,"1865",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2005","Approved",,"1871",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2006","Approved",,"1597",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2007","Approved",,"1462",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2008","Approved",,"2041",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2009.1","Approved",,"873",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","83","2009.2","Approved",,"1290",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","112","2005","Approved",,"666","543787148","Lansing"
"Automotive - Manufacturing","General Motors LLC","112","2006","Approved",,"2273",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","112","2007","Approved",,"2800",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","112","2008","Approved",,"2800",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","112","2009.1","Approved",,"1316",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","112","2009.2","Approved",,"2376",,"Lansing"
"Automotive - Manufacturing","General Motors LLC","186","2005","Approved",,"2288","257100000","Lake Orion"
"Automotive - Manufacturing","General Motors LLC","186","2006","Approved",,"2288",,"Lake Orion"
"Automotive - Manufacturing","General Motors LLC","186","2007","Approved",,"2288",,"Lake Orion"
"Automotive - Manufacturing","General Motors LLC","186","2008","Approved",,"2288",,"Lake Orion"
"Automotive - Manufacturing","General Motors LLC","186","2009.1","Approved",,"1602",,"Lake Orion"
"Automotive - Manufacturing","General Motors LLC","186","2009.2","Approved",,"1334",,"Lake Orion"
"Automotive - Manufacturing","General Motors LLC","191","2006","Approved",,"626","250000000","Ypsilanti"
"Automotive - Manufacturing","General Motors LLC","191","2007","Approved",,"850",,"Ypsilanti"
"Automotive - Manufacturing","General Motors LLC","191","2008","Approved",,"850",,"Ypsilanti"
"Automotive - Manufacturing","General Motors LLC","191","2009.1","Approved",,"850",,"Ypsilanti"
"Automotive - Manufacturing","General Motors LLC","191","2009.2","Approved",,"516",,"Ypsilanti"
"Automotive - Manufacturing","General Motors LLC","227","2006","Approved",,"1065","290297000","Warren"
"Automotive - Manufacturing","General Motors LLC","227","2007","Approved",,"1138",,"Warren"
"Automotive - Manufacturing","General Motors LLC","227","2008","Approved",,"1145",,"Warren"
"Automotive - Manufacturing","General Motors LLC","227","2009.1","Approved",,"603",,"Warren"
"Automotive - Manufacturing","General Motors LLC","227","2009.2","Approved",,"570",,"Warren"
"Automotive - Manufacturing","General Motors LLC","264","2006","Approved",,"2678","400000000","Flint"
"Automotive - Manufacturing","General Motors LLC","264","2007","Approved",,"2834",,"Flint"
"Automotive - Manufacturing","General Motors LLC","264","2008","Approved",,"2862",,"Flint"
"Automotive - Manufacturing","General Motors LLC","264","2009.1","Approved",,"1368",,"Flint"
"Automotive - Manufacturing","General Motors LLC","264","2009.2","Approved",,"2063",,"Flint"
"Automotive - Manufacturing","General Motors LLC","355","2006","Approved",,"80",,"Troy"
"Automotive - Manufacturing","General Motors LLC","355","2007","Approved",,"103",,"Troy"
"Automotive - Manufacturing","General Motors LLC","355","2008","Approved",,"120",,"Troy"
"Automotive - Manufacturing","General Motors LLC","355","2009.1","Approved",,"106",,"Troy"
"Automotive - Manufacturing","General Motors LLC","355","2009.2","Approved",,"28",,"Troy"
"Automotive - Manufacturing","General Motors LLC","362","2008","Approved",,"880","253104458","Detroit"
"Automotive - Manufacturing","General Motors LLC","362","2009.1","Approved",,"725",,"Detroit"
"Automotive - Manufacturing","General Motors LLC","362","2009.2","Approved",,"715",,"Detroit"
"Automotive - Manufacturing","General Motors LLC","595","2010","Approved",,"19380","968995489","Detroit"
"Automotive - Manufacturing","General Motors LLC","595","2011","Approved",,"30336","681903537","Detroit"
"Automotive - Manufacturing","General Motors LLC","595","2012","Approved",,"31667","869136438","Detroit"
"Automotive - Manufacturing","General Motors LLC","595","2013","Approved",,"32412","959406796","Detroit"
"Automotive - Manufacturing","Gentex Corporation","193","2006","Approved","393",,,"Zeeland"
"Automotive - Manufacturing","Gentex Corporation","193","2007","Approved","562",,,"Zeeland"
"Automotive - Manufacturing","Gentex Corporation","193","2008","Approved","611",,,"Zeeland"
"Automotive - Manufacturing","Gentex Corporation","193","2009","Approved","284",,,"Zeeland"
"Automotive - Manufacturing","Gentex Corporation","193","2010","Approved","638",,,"Zeeland"
"Automotive - Manufacturing","Gentex Corporation","193","2011","Approved","625",,,"Zeeland"
"Automotive - Manufacturing","Gentex Corporation","193","2012","Approved","618",,,"Zeeland"
"Automotive - Manufacturing","Gentex Corporation","193","2013","Approved","631",,,"Zeeland"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2002","Approved","150",,,"Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2003","Approved","150",,,"Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2004","Approved","154",,,"Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2005","Approved","157",,,"Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2006","Approved","167",,,"Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2007","Approved","172",,,"Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2008","Approved","193",,,"Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2009","Approved","162",,"7375791","Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2010","Approved","194",,"1992875","Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2011","Approved","235",,"20536828","Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2012","Approved","251",,"35578422","Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2013","Approved","284",,,"Mason"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2014","Approved","307",,,"Mason"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2009","Approved","59",,,"Auburn Hills"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2010","Approved","60",,,"Auburn Hills"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2011","Approved","56",,"501378","Auburn Hills"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2012.1","Approved","61",,"504120","Auburn Hills"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2012.2","Approved","66",,"410533","Auburn Hills"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2013","Approved","62",,"356721","Auburn Hills"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2005","Approved","156",,,"Dundee"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2006","Approved","198",,,"Dundee"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2007","Approved","195",,,"Dundee"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2008","Approved","198",,,"Dundee"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2009","Approved","220",,,"Dundee"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2010","Approved","243",,"13218100","Dundee"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2011","Approved","208",,"0","Dundee"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","593","2010","Approved","65",,,"Dundee"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","593","2011","Approved","193",,"113346165","Dundee"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2004","Approved","107",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2005","Approved","197",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2006","Approved","186",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2007","Approved","185",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2008","Approved","178",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2009","Approved","120",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2010","Approved","128",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2011","Approved","197",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2012","Approved","275",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2013","Approved","278",,,"Marlette"
"Automotive - Manufacturing","Grupo Antolin Michigan","258","2006","Approved","13",,,"Marlette"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","1997","Approved","98",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","1998","Approved","155",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","1999","Approved","197",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2000","Approved","197",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2001","Approved","197",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2002","Approved","197",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2003","Approved","197",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2004","Approved","197",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2005","Approved","197",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2006","Approved","196",,,"Litchfield"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2003","Approved","113",,,"Hudson"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2004","Approved","162",,,"Hudson"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2005","Approved","128",,,"Hudson"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2006","Approved","132",,,"Hudson"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2007","Approved","139",,,"Hudson"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2008.1","Approved","83",,,"Hudson"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2008.2","Approved","85",,,"Hudson"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2006","Approved","76",,,"Superior Township"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2007","Approved","86",,,"Superior Township"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2008","Approved","100",,,"Superior Township"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2009","Approved","104",,,"Superior Township"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2010","Approved","94",,"28780817","Superior Township"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2011","Approved","104",,"67090489","Superior Township"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2012","Approved","121",,"34636582","Superior Township"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2013","Approved","113",,"37275668","Superior Township"
"Automotive - Manufacturing","Hyundai-Kia America Technical Center, Inc.","213","2014","Approved","112",,"32740608","Superior Township"
"Automotive - Manufacturing","IAV Automotive Engineering, Inc.","372","2008","Approved","28",,,"Northville"
"Automotive - Manufacturing","Inalfa Roof Systems","201","2005","Approved","146",,,"Holly"
"Automotive - Manufacturing","Inalfa Roof Systems","201","2006","Approved","133",,,"Holly"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","1997","Approved","150",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","1998","Approved","207",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","1999","Approved","215",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2000.1","Approved","225",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2000.2","Approved","212",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2001","Approved","198",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2002","Approved","167",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2003","Approved","185",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2004","Approved","191",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2005","Approved","190",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2006","Approved","158",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2007","Approved","163",,,"Adrian"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2008","Approved","157",,"9675739","Adrian"
"Automotive - Manufacturing","International Automotive Components","397","2010","Approved",,"1708",,"Dearborn"
"Automotive - Manufacturing","International Automotive Components","397","2011","Approved",,"2118","29755825","Dearborn"
"Automotive - Manufacturing","International Automotive Components","397","2012","Approved",,"2244","16904262","Dearborn"
"Automotive - Manufacturing","International Automotive Components","397","2013","Approved",,"2399","14181259","Dearborn"
"Automotive - Manufacturing","Inteva Products, LLC","670","2011","Approved","15",,"3056266","Troy"
"Automotive - Manufacturing","Inteva Products, LLC","670","2012","Approved","25",,,"Troy"
"Automotive - Manufacturing","JAC Products, Inc.","682","2011","Approved","68",,"2270985","Saline"
"Automotive - Manufacturing","JAC Products, Inc.","682","2012","Approved","97",,,"Saline"
"Automotive - Manufacturing","JAC Products, Inc.","682","2013","Approved","74",,,"Saline"
"Automotive - Manufacturing","Johnson Controls Interior Mfg, LLC","206","2004","Approved","153",,,"Monroe"
"Automotive - Manufacturing","Johnson Controls Interior Mfg, LLC","206","2005","Approved","305",,,"Monroe"
"Automotive - Manufacturing","Johnson Controls Interior Mfg, LLC","206","2006","Approved","643",,,"Monroe"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing","177","2003","Approved","280",,,"Romulus"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing","177","2004","Approved","400",,,"Romulus"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing","177","2005","Approved","400",,,"Romulus"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing","177","2006","Approved","400",,,"Romulus"
"Automotive - Manufacturing","Johnson Controls, Inc","89","2001","Approved","115",,,"Rockwood"
"Automotive - Manufacturing","Johnson Controls, Inc","89","2003","Approved","115",,,"Rockwood"
"Automotive - Manufacturing","Johnson Controls, Inc","89","2004","Approved","115",,,"Rockwood"
"Automotive - Manufacturing","Katcon Usa, Inc.","618","2011","Did Not Qualify","3",,,"Auburn Hills"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2008","Approved","8",,"4686518","Auburn Hills"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2009","Approved","7",,"7797323","Auburn Hills"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2010","Approved","13",,,"Auburn Hills"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2011","Approved","19",,"588189","Auburn Hills"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2012","Approved","27",,,"Auburn Hills"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2008","Approved","26",,,"Troy"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2009","Approved","19",,,"Troy"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2010","Approved","25",,,"Troy"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2011","Approved","26",,,"Troy"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2012","Approved","26",,,"Troy"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2013","Approved","50",,,"Troy"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2014","Approved","75",,,"Troy"
"Automotive - Manufacturing","Lacks Enterprises, Inc.","245","2006","Approved","135",,,"Grand Rapids"
"Automotive - Manufacturing","Lacks Enterprises, Inc.","245","2007","Approved","100",,,"Grand Rapids"
"Automotive - Manufacturing","Lear Corporation","181","2005","Approved","25",,,"Plymouth"
"Automotive - Manufacturing","Lear Corporation","181","2006","Approved","28",,,"Plymouth"
"Automotive - Manufacturing","Lear Corporation","605","2010","Did Not Qualify","3",,,"Roscommon"
"Automotive - Manufacturing","Lear Corporation","605","2010","Approved",,"521","11747433","Roscommon"
"Automotive - Manufacturing","Lear Corporation","605","2011","Approved","201",,,"Roscommon"
"Automotive - Manufacturing","Lear Corporation","605","2011","Approved",,"677","2484417","Roscommon"
"Automotive - Manufacturing","Lear Corporation","605","2012","Approved","222",,,"Roscommon"
"Automotive - Manufacturing","Lear Corporation","605","2012","Approved",,"706","3439138","Roscommon"
"Automotive - Manufacturing","Lear Corporation","605","2013","Approved","293",,,"Roscommon"
"Automotive - Manufacturing","Lear Corporation","605","2013","Approved",,"646","2998477","Roscommon"
"Automotive - Manufacturing","Link Engineering Company","673","2011","Approved","5",,"6638365","Dearborn"
"Automotive - Manufacturing","Magna Electronics","764","2012","Approved","57",,,"Holly"
"Automotive - Manufacturing","Magna Electronics","764","2013","Approved","121",,,"Holly"
"Automotive - Manufacturing","Petri, Inc.","26","1999","Approved","100",,,"Port Huron"
"Other","Rec Boat Holdings, LLC","140","2004","Approved","811",,,"Cadillac"
"Automotive - Manufacturing","Magna International of America, Mimco Inc.","766","2012","Approved","169",,,"Troy"
"Automotive - Manufacturing","Magna International of America, Mimco Inc.","766","2013","Approved","349",,,"Troy"
"Automotive - Manufacturing","Magna International of America, Mimco Inc.","766","2014","Approved","580",,,"Troy"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2000","Approved","90",,,"Eaton Rapids"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2001","Approved","91",,,"Eaton Rapids"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2002","Approved","91",,,"Eaton Rapids"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2003","Approved","91",,,"Eaton Rapids"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2004","Approved","89",,,"Eaton Rapids"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2005","Approved","77",,,"Eaton Rapids"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2006","Approved","75",,,"Eaton Rapids"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2007","Approved","81",,,"Eaton Rapids"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2008","Approved","77",,,"Eaton Rapids"
"Automotive - Manufacturing","Mando America Corporation","464","2010","Approved","6",,,"Plymouth"
"Automotive - Manufacturing","Mando America Corporation","464","2011","Approved","14",,,"Plymouth"
"Automotive - Manufacturing","Mando America Corporation","464","2012","Approved","21",,,"Plymouth"
"Automotive - Manufacturing","Martinrea Industries, Incorporated","13","1997","Approved","106",,,"Clare"
"Automotive - Manufacturing","Martinrea Industries, Incorporated","13","1998","Approved","221",,,"Clare"
"Automotive - Manufacturing","Martinrea Industries, Incorporated","13","1999","Approved","308",,,"Clare"
"Automotive - Manufacturing","Martinrea Industries, Incorporated","13","2000","Approved","142",,,"Clare"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2011","Approved","111",,,"Jonesville"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2011","Approved",,"108","21140181","Jonesville"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2012","Approved","107",,,"Jonesville"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2012","Approved",,"161",,"Jonesville"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2013","Approved","103",,,"Jonesville"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2013","Approved",,"104",,"Jonesville"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2008","Approved",,"203",,"Grand Rapids"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2009","Approved",,"204","1903891","Grand Rapids"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2010","Approved",,"259","466583","Grand Rapids"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2011","Approved",,"227","8196650","Grand Rapids"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2012","Approved",,"257","13848702","Grand Rapids"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2013","Approved",,"278","8957488","Grand Rapids"
"Automotive - Manufacturing","Mitsubishi Heavy Industries Climate Control","225","2005","Approved","8",,,"Sterling Heights"
"Automotive - Manufacturing","Mobis North America, LLC","587","2011","Approved","200",,"6005960","Detroit"
"Automotive - Manufacturing","Mobis North America, LLC","587","2012","Approved","197",,"9785353","Detroit"
"Automotive - Manufacturing","Mobis North America, LLC","587","2013","Approved","199",,"7643370","Detroit"
"Automotive - Manufacturing","Molex Incorporated","7","1996","Approved","97",,,"Auburn Hills"
"Automotive - Manufacturing","Molex Incorporated","7","1997","Approved","107",,,"Auburn Hills"
"Automotive - Manufacturing","Molex Incorporated","7","1998","Approved","200",,,"Auburn Hills"
"Automotive - Manufacturing","Molex Incorporated","7","1999","Approved","213",,,"Auburn Hills"
"Automotive - Manufacturing","Molex Incorporated","7","2000","Approved","207",,,"Auburn Hills"
"Automotive - Manufacturing","Molex Incorporated","7","2001","Approved","162",,,"Auburn Hills"
"Automotive - Manufacturing","Molex Incorporated","7","2002","Approved","81",,,"Auburn Hills"
"Automotive - Manufacturing","MS Industries Inc.","400","2010","Approved","53",,"20805280","Fowlerville"
"Automotive - Manufacturing","MS Industries Inc.","400","2011","Approved","74",,"3756460","Fowlerville"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2009","Approved","167",,,"Belleville"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2010","Approved","174",,"2212981","Belleville"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2011","Approved","175",,"3418732","Belleville"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2012","Approved","198",,"14747171","Belleville"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2013","Approved","287",,"11450413","Belleville"
"Other","Rec Boat Holdings, LLC","140","2005","Approved","769",,,"Cadillac"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2014","Approved","355",,"26744825","Belleville"
"Automotive - Manufacturing","Nexteer Automotive Corporation","594","2011","Approved",,"2430","426000000","Saginaw"
"Automotive - Manufacturing","Nexteer Automotive Corporation","594","2012","Approved",,"2740","110484179","Saginaw"
"Automotive - Manufacturing","Nexteer Automotive Corporation","594","2013","Approved",,"2865","115122730","Saginaw"
"Automotive - Manufacturing","Nicholas Plastics, Inc.","252","2006","Approved","83",,,"Allendale"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2003","Approved","183",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2004","Approved","313",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2005","Approved","390",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2006","Approved","344",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2007.1","Approved","300",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2007.2","Approved","303",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2008","Approved","300",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2009","Approved","339",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2010","Approved","327",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2011.1","Approved","249",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2011.2","Approved","248",,,"Farmington Hills"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2012","Approved","296",,,"Farmington Hills"
