"placa","clase","fecha_matricula","modelo","motor","estado","chasis","cod_marca","cod_linea","linea","cod_carroceria","servcio"
"VXE623","1","3/03/1992","1992","1JL18IR17747","V","5PC16207","143","341","CHEVETTE","114","2"
"VXE624","1","4/03/1992","1992","M860393","V","00409524","554","441","R9TAXI","114","2"
"VXE658","1","27/07/1992","1992","M860794","V","00410104","554","413","R 9","114","2"
"VXE599","1","10/02/1992","1992","1JJ23IR10407","V","5PB34810","143","341","CHEVETTE","114","2"
"VXE661","1","23/04/1992","1992","M860888","V","00410252","554","441","R9TAXI","114","2"
"VXE652","1","7/04/1992","1992","M860731","V","00410062","554","441","R9TAXI","114","2"
"VXE503","1","28/05/1991","1991","M421705","V","00408319","554","441","R9TAXI","114","2"
"VXE659","1","21/04/1992","1992","M860843","V","00410162","554","413","R 9","114","2"
"VXE668","1","22/05/1992","1992","2JB17IR26468","V","5PC18820","143","341","CHEVETTE","114","2"
"VXE642","1","19/03/1992","1992","M860427","V","00409541","554","413","R 9","114","2"
"VXE681","1","22/05/1992","1992","2JC19IR30100","V","5PC21008","143","341","CHEVETTE","114","2"
"VXE691","1","10/06/1992","1992","2JC20IR30354","V","5PC22219","143","346","CHEVETTEPTACTE","114","2"
"VXE682","1","9/06/1992","1992","2JC16IR29714","V","5PC21007","143","341","CHEVETTE","114","2"
"VXE689","29","3/06/1992","1992","TD27-465487","V","WHGE24006173","490","42","ACTUALIZARLINEA","116","2"
"VXE686","1","9/06/1992","1992","E5-590337","V","323NT306297","450","59","323 NB","114","2"
"VXE758","1","1/04/2006","1992","2JD16IR34628","V","5PC25409","143","341","CHEVETTE","114","2"
"VXE478","1","23/04/1991","1990","40213726089MK","V","2460252057","674","3","GAZ 2410","114","2"
"VXE721","1","1/07/1992","1992","E3-315710","V","323NT-3-06520","450","73","323 NT","114","2"
"VXE759","1","13/08/1992","1992","M861590","V","0041181","554","413","R 9","114","2"
"VXE710","5","9/10/1992","1992","C110643","V","ND","450","343","T 45","116","2"
"VXE763","1","13/08/1992","1992","M861442","V","00411352","554","441","R9TAXI","114","2"
"VXE701","1","6/07/1992","1992","2JC16IR29686","V","5PC21402","143","341","CHEVETTE","114","2"
"VXE756","1","5/08/1992","1992","2JD16IR34624","V","5PC25412","143","341","CHEVETTE","114","2"
"VXE767","1","27/08/1992","1992","M862043","V","00411647","554","441","R9TAXI","114","2"
"VXE671","1","18/05/1992","1992","E5-652779","V","323NT-306164","450","59","323 NB","114","2"
"VXE769","1","28/11/1992","1992","M861793","V","00411442","554","441","R9TAXI","114","2"
"VZD479","3","28/08/2007","2008","517815","V","9GDNHR5598B010417","143","990","NHRTURBO","108","2"
"VXE703","1","19/06/1992","1992","E3315626","V","323NT306485","450","59","323 NB","114","2"
"VXE742","1","28/07/1992","1992","M861478","V","00410992","554","413","R 9","114","2"
"VXE725","1","15/07/1992","1992","M861269","V","00410804","554","413","R 9","114","2"
"VXE750","1","28/07/1992","1992","2JD16IR34673","V","5PC25410","143","341","CHEVETTE","114","2"
"VXE773","1","3/09/1992","1992","2342563","V","XTA210600N2855940","404","13","2106SEDAN16","114","2"
"VXE726","1","7/07/1992","1992","2JD02IR32002","V","5PC23803","143","341","CHEVETTE","114","2"
"VXE749","1","29/07/1992","1992","2JD16IR34679","V","5PC25407","143","341","CHEVETTE","114","2"
"VXE775","1","4/09/1992","1992","E3319800","V","323NT306960","450","59","323 NB","114","2"
"VXE782","5","8/09/1992","1992","334676","V","NLB54107","143","1026","NPR 100P","116","2"
"VXE783","4","12/11/1992","1993","JS031145","V","WHE24-004715","490","454","URVAN","116","2"
"VXE785","5","9/09/1992","1992","C-110773","V","T45-01516","450","343","T 45","116","2"
"VXE748","1","29/07/1992","1992","E5-187544","V","323NT-306750","450","74","323NT15TAXI","114","2"
"VXE741","1","21/07/1992","1992","M861345","V","00411006","554","413","R 9","114","2"
"VXE794","1","29/09/1992","1992","M862338","V","00990521","554","441","R9TAXI","114","2"
"VXE747","1","29/07/1992","1992","E3-318315","V","ND","450","59","323 NB","114","2"
"VXE789","1","16/09/1992","1992","E3-319062","V","323NT-307063","450","59","323 NB","114","2"
"VXE716","1","7/07/1992","1992","2JDO1IR31806","V","ND","143","341","CHEVETTE","114","2"
"VXE684","1","23/05/1992","1992","M861021","V","00410487","554","441","R9TAXI","114","2"
"VXE746","1","27/07/1992","1992","E5256530","V","323NT-306662","450","59","323 NB","114","2"
"VXE712","1","25/06/1992","1992","2JC23IR30544","V","5PC23020","143","348","CHEVETTETAXI","114","2"
"VXE797","1","29/09/1992","1992","N862271","V","00990512","554","441","R9TAXI","114","2"
"VXE800","1","1/09/1993","1992","E3321529","V","323NT307136","450","59","323 NB","114","2"
"VXE479","1","28/03/2006","1991","M421300","V","70000088","554","440","R 9 SUPER","114","2"
"VZD266","1","10/05/2007","2007","G4HC6M983967","V","MALAB51GP7M013427","317","450","TAXIATOSPRIMEGL999CC","114","2"
"VXE805","5","16/10/1992","1992","C111327","V","T4501650","450","343","T 45","116","2"
"VXE810","1","27/10/1992","1992","M862314","V","00412190","554","413","R 9","114","2"
"VXE731","1","29/07/1992","1992","E3-315566","V","323NT-3-06454","450","59","323 NB","114","2"
"VXE690","1","4/06/1992","1992","2JB28IR28172","V","ND","143","341","CHEVETTE","114","2"
"VXE732","4","8/07/1992","1992","0446250","V","WHGE24-006221","490","454","URVAN","116","2"
"VXE822","1","17/03/2006","1993","M862840","V","00412508","554","413","R 9","114","2"
"VXE824","4","11/11/1992","1992","F2-711618","V","B2200-00961","450","226","B 2200","116","2"
"VXE645","1","5/04/1992","1992","M860641","V","00409789","554","441","R9TAXI","114","2"
"VXF021","1","9/03/1993","1993","M864189","V","00414539","554","441","R9TAXI","114","2"
"VXE962","1","19/02/1993","1993","M864208","V","00414454","554","441","R9TAXI","114","2"
"VXF025","1","13/03/1993","1993","2JK19ND74878","V","5PD22101","143","341","CHEVETTE","114","2"
"VXE930","5","15/02/2006","1993","C106724","V","T4502156","450","343","T 45","116","2"
"VXE985","1","4/03/1993","1993","2543940","V","2933635","404","13","2106SEDAN16","114","2"
"VXE647","1","3/04/1992","1992","M860328","V","0040-9359","554","441","R9TAXI","114","2"
"VXE736","1","17/07/1992","1992","E3-316954","V","323NT-3-06626","450","59","323 NB","114","2"
"VXE813","1","26/10/1992","1992","M861816","V","00411639","554","413","R 9","114","2"
"VXC244","1","23/08/1988","1988","E3207083","V","323NT00424","450","59","323 NB","114","2"
"VXE842","5","13/11/1992","1992","C111890","V","T4501859","450","343","T 45","116","2"
"VXE817","1","11/11/1992","1993","2JG22ND52184","V","5PC30810","143","348","CHEVETTETAXI","114","2"
"VXE834","4","11/11/1992","1993","JS-066655","V","DHZP13WPA-00492","466","132","L 300","116","2"
"TGZ699","1","22/08/2013","2014","G4HGDM629865","V","MALAM51BAEM359764","317","521","I 10 GL","5018","2"
"VXE843","4","17/11/1992","1993","4G63NN9434","V","DHZP13WPA00493","466","132","L 300","116","2"
"VXE835","4","11/11/1992","1993","JS-021774","V","ND","466","192","LONGBODY","116","2"
"VXE828","4","18/11/1992","1992","Z20-875987X","V","WHE24-005010","490","486","WHLF24D","116","2"
"VXE819","1","26/10/1992","1993","2JH04ND54064","V","5PC30709","143","341","CHEVETTE","114","2"
"VXE821","1","3/11/1992","1993","M862675","V","00412583","554","418","R914I","114","2"
"VXE873","1","11/12/1992","1993","2JI10ND61528","V","5PC33402","143","341","CHEVETTE","114","2"
"VXE837","4","11/11/1992","1993","F2702605","V","B220000465","450","226","B 2200","116","2"
"VXE846","4","25/11/1992","1993","JS022206","V","JADWFR12DP7100087","143","1375","WFR","116","2"
"VXE870","4","14/12/1992","1993","Z20877825X","V","WHGE24007240","490","454","URVAN","116","2"
"VXE887","4","28/03/2006","1993","4G63NS2961","V","DHZP13WPA00540","466","132","L 300","116","2"
"VXE884","1","30/12/1992","1993","M862737","V","00412596","554","441","R9TAXI","114","2"
"VXE883","4","6/01/1993","1993","KA24-016393M","V","2BJLGC120M-001719","490","479","VENETTE","116","2"
"VXE840","5","27/11/1992","1992","FD35011727","V","T4501810","450","344","T 45 B","116","2"
"VXE867","4","10/12/1992","1993","JS154289","V","P14VJLRLJPB0219","466","132","L 300","116","2"
"VXE851","4","14/12/1992","1992","TD27-140409","V","WHGE24-006820","490","454","URVAN","116","2"
"VXE833","4","10/11/1992","1993","4G63NL3674","V","DHZP13WPA00209","466","192","LONGBODY","116","2"
"VXE832","4","12/11/1992","1992","TD27-169072","V","WHGE24007045","490","454","URVAN","116","2"
"VXE947","1","11/02/1993","1993","M864296","V","00414506","554","413","R 9","114","2"
"VXE963","1","19/02/1993","1993","M864369","V","00414584","554","441","R9TAXI","114","2"
"VXE954","1","23/02/1993","1993","2591821","V","P2960645","404","11","2106","114","2"
"VXE986","1","25/01/1993","1993","027258","V","UU1R11701P2445627","169","14","1410","114","2"
"VXE968","1","25/02/1993","1993","M864469","V","00414708","554","441","R9TAXI","114","2"
"VXE987","1","3/03/1993","1993","E3-325299","V","323NT-0151493A","450","70","323 NS","114","2"
"VXF048","1","24/03/1993","1993","M864385","V","00414504","554","441","R9TAXI","114","2"
"VXF069","1","29/03/1993","1993","M865077","V","00415246","554","441","R9TAXI","114","2"
"VXF014","1","25/03/1993","1993","2608429","V","2961188","404","11","2106","114","2"
"VZD268","1","9/05/2007","2007","G4HC7M037179","V","MALAB51GP7M030488","317","450","TAXIATOSPRIMEGL999CC","114","2"
"VXF073","1","29/03/1993","1993","027236","V","RUU1R1Z01P2445609R","169","13","141","114","2"
"VXF074","1","30/03/1993","1993","3509452","V","ZFA155AS4P0382039","231","149","PREMIO","114","2"
"VXE975","1","2/03/1993","1993","M864355","V","00414589","554","441","R9TAXI","114","2"
"VXF083","1","29/03/1993","1993","M864979","V","00415393","554","413","R 9","114","2"
"VXE976","1","25/02/1993","1993","M864456","V","00414730","554","413","R 9","114","2"
"VXF054","1","25/03/1993","1993","E3326889","V","323NT308153","450","59","323 NB","114","2"
"VXF004","1","8/03/1993","1993","2JK19ND74882","V","5PD22102","143","341","CHEVETTE","114","2"
"VXF055","4","25/03/1993","1993","Z20881489","V","WHGE24008524","490","42","ACTUALIZARLINEA","116","2"
"VXF057","1","12/07/1993","1993","E3-327205","V","323NT-3-08183","450","59","323 NB","114","2"
"VXF098","1","6/04/1993","1993","M865118","V","00415282","554","413","R 9","114","2"
"VXF003","1","10/03/1993","1993","E5-681639","V","323NT-3-08067","450","59","323 NB","114","2"
"VXE909","5","19/02/1993","1992","C-111329","V","T-45-01651","450","343","T 45","116","2"
"VZD771","1","18/01/2008","2008","G4HC7M266603","V","MALAB51GP8M211385","317","450","TAXIATOSPRIMEGL999CC","5018","2"
"VXF000","1","8/03/1993","1993","M864198","V","00414552","554","413","R 9","114","2"
"VXF118","5","31/05/1993","1993","417878","V","NLC62607","143","1026","NPR 100P","116","2"
"VXF097","1","6/04/1993","1993","M865651","V","CL007819","554","441","R9TAXI","114","2"
"VXF120","1","22/04/1993","1993","3JA29ND84625","V","5PD25505","143","341","CHEVETTE","114","2"
"VXF089","1","5/04/1993","1993","025804","V","2444286","169","14","1410","114","2"
"VXE942","1","15/02/1993","1993","10214024509","V","UU1R11701P2443615","169","11","1397","114","2"
"VXF121","1","16/04/1993","1993","3JA29ND84595","V","5PD25518","143","341","CHEVETTE","114","2"
"VXF100","1","20/04/1993","1993","E5645685","V","323NT308145","450","73","323 NT","114","2"
"VXF123","1","20/04/1993","1993","032922","V","1P2449003R","169","11","1397","114","2"
"VZD705","3","18/01/2008","2008","552904","V","8LBETF1E180010607","143","834","LUVDMAXDIESEL304X4CD","150","2"
"VXF133","1","22/04/1993","1993","127A20112825743","V","ZFA155AS6PO382332","231","149","PREMIO","114","2"
"VXF134","1","22/04/1993","1993","M865487","V","CL007788","554","441","R9TAXI","114","2"
"VXF039","1","17/03/2006","1993","M864932","V","00415511","554","413","R 9","114","2"
"VXE900","4","8/01/1993","1993","4G63-NSO925","V","DHZP13WPA00532","466","132","L 300","116","2"
"VXE899","4","8/01/1993","1993","JS067199","V","DHZP13WPA00537","466","192","LONGBODY","116","2"
"VXF109","1","12/04/1993","1993","3JA29ND84626VXF109","V","5PD25509","143","341","CHEVETTE","114","2"
"VXF139","1","23/04/1993","1993","M865391","V","CL008114","554","441","R9TAXI","114","2"
"VXF146","29","27/04/1993","1993","JS141043","V","WHGE24-008627","490","460","URVAN DX STD ROOF","116","2"
"VXF147","1","23/04/1993","1993","M865844","V","CL008124","554","413","R 9","114","2"
"VXF152","1","28/04/1993","1993","2607747","V","2961167","404","11","2106","114","2"
"VXF154","1","4/05/1993","1993","3JA06ND80765","V","5PD25308","143","341","CHEVETTE","114","2"
"VXF155","5","30/04/1993","1993","407993","V","NLC62207","143","1026","NPR 100P","116","2"
"VXF156","5","30/04/1993","1993","411164","V","NLC66505","143","1026","NPR 100P","116","2"
"VXF161","1","30/04/1993","1993","M865200","V","00415375","554","441","R9TAXI","114","2"
"VXF162","1","4/05/1993","1993","3JB01ND84811","V","5PD27208","143","341","CHEVETTE","114","2"
"VXE891","4","7/01/1993","1993","4G63NS0923","V","DHZP13WPA00531","466","132","L 300","116","2"
"VXF250","1","21/05/1993","1993","VXF250","V","CL014445","554","413","R 9","114","2"
"VXF230","1","12/06/1993","1993","5JG31ND45160","V","5PD28521","143","348","CHEVETTETAXI","114","2"
"VXF086","6","22/04/1993","1993","6RA1-307661","V","PHC85705","143","383","CHR 580","116","2"
"VXF231","1","20/05/1993","1993","E3329315","V","323NT3-08657","450","73","323 NT","114","2"
"VXF180","1","4/05/1993","1993","3JB15ND86538","V","5PD28520","143","341","CHEVETTE","114","2"
"VXE994","1","4/03/1993","1993","2JK19ND74831","V","5PD22103","143","341","CHEVETTE","114","2"
"VXF181","1","7/05/1993","1993","3JB22ND87660","V","5PD27812","143","348","CHEVETTETAXI","114","2"
"VXE978","1","2/03/1993","1993","M864601","V","00414828","554","413","R 9","114","2"
"VXF233","1","19/05/1993","1993","M865443","V","CL013938","554","427","R9GTL1300","114","2"
"VXF182","1","6/05/1993","1993","3JB22ND87661","V","5PD27804","143","341","CHEVETTE","114","2"
"VXE890","4","7/01/1993","1993","JS-040164","V","DHZP13WPA00538","466","132","L 300","116","2"
"VXF247","4","23/08/1993","1993","J2012207","V","KN2FAD2A1PC025153","36","9","HITOPIC","116","2"
"VXF166","1","29/04/1993","1993","3608052","V","ZFA155AS2P0381894","231","149","PREMIO","114","2"
"VXF245","1","24/08/1993","1993","E5747623","V","323NT0069193G","450","73","323 NT","114","2"
"VXF219","1","17/05/1993","1993","3565463","V","PO382418","231","149","PREMIO","114","2"
"VXE895","1","6/01/1993","1993","E3324998","V","323NT307794","450","59","323 NB","114","2"
"VXF208","1","12/05/1993","1993","3JB15ND86573","V","5PD28523","143","341","CHEVETTE","114","2"
"VXF243","4","20/08/1993","1993","Z20-889100X","V","WHGE24-015039","490","460","URVAN DX STD ROOF","116","2"
"VXF210","1","18/05/1993","1993","M865942","V","CL008287","554","413","R 9","114","2"
"VXF111","1","13/04/1993","1993","2589013","V","2956448","404","13","2106SEDAN16","114","2"
"VXF253","1","26/05/1993","1993","M865988","V","CL014450","554","441","R9TAXI","114","2"
"VXF170","1","30/04/1993","1993","M866094","V","CL008504","554","435","R9L42","114","2"
"VZH784","7","31/07/2009","2009","D4DB8374849","V","KMFGA17BP9C100494","317","303","HD72CD","107","2"
"VXF211","1","21/05/1993","1993","3JB15ND86536","V","5PD28524","143","342","CHEVETTE16","114","2"
"VXF171","1","4/05/1993","1993","G4DJL747201","V","KMHVA21JPPU062257","317","192","EXCEL LS","114","2"
"VXF260","1","25/08/1993","1993","M867572","V","CL053116","554","441","R9TAXI","114","2"
"VXF213","1","18/05/1993","1993","M864907","V","00415295","554","230","L42KR9","114","2"
"VXF172","1","21/04/1993","1993","3JB01ND84807","V","5PD27210","143","348","CHEVETTETAXI","114","2"
"VXF214","3","14/05/1993","1993","F2747682","V","B2200-02671","450","226","B 2200","107","2"
"VXF267","1","31/05/1993","1993","2674616","V","2991017","404","13","2106SEDAN16","114","2"
"VXF174","1","3/05/1993","1993","3JB01ND84768","V","5PD27114","143","348","CHEVETTETAXI","114","2"
"VXF224","1","5/04/2006","1993","3JE11ND97551","V","5PD36819","143","341","CHEVETTE","114","2"
"VXF203","1","12/05/1994","1993","M866166","V","CL008494","554","413","R 9","114","2"
"VXF237","1","24/02/2006","1993","3JA22ND83515","V","5PD26102","143","348","CHEVETTETAXI","114","2"
"VXF238","1","26/05/1993","1993","2690540","V","XTA210600P2997189","404","11","2106","114","2"
"VXF265","4","7/10/1993","1993","181508","V","KNHTP7352PS309810","385","9","BESTA","116","2"
"VXE999","4","17/03/2006","1993","TD27712575","V","WHGE24-008537","490","454","URVAN","116","2"
"VXF270","1","4/06/1993","1993","M921782","V","CL014111","554","413","R 9","114","2"
"VXF204","1","17/05/1993","1993","M866088","V","CL013925","554","441","R9TAXI","114","2"
"VXF277","1","7/06/1993","1993","E3330392","V","323NT3-08744","450","73","323 NT","114","2"
"VXF271","1","7/06/1993","1993","M866413","V","CL014232","554","413","R 9","114","2"
"VXF316","1","17/06/1993","1993","3JD05ND92508","V","5PD33014","143","341","CHEVETTE","114","2"
"VXF299","1","22/06/1993","1993","3JA20ND82986","V","5PD26917","143","341","CHEVETTE","114","2"
"VXF317","1","17/06/1993","1993","M866674","V","CL037837","554","441","R9TAXI","114","2"
"VXF273","1","7/06/1993","1993","3JB26ND88227","V","5PD30822","143","341","CHEVETTE","114","2"
"VXF228","1","18/05/1993","1993","M866508","V","CL014225","554","441","R9TAXI","114","2"
"VXF274","4","9/06/1993","1993","JS095606","V","KNHTP7352PS306176","385","9","BESTA","116","2"
"VXF301","1","16/06/1993","1993","3JC11ND89631","V","5PD32906","143","341","CHEVETTE","114","2"
"VXF319","4","25/10/1993","1993","Z20884940","V","ND","490","454","URVAN","116","2"
"VXF302","1","16/06/1993","1993","E3-330335","V","323NT-3-08983","450","59","323 NB","114","2"
"VXF336","4","9/07/1993","1993","VN007037","V","JADWFR12FP7100444","143","1375","WFR","116","2"
"VXF276","1","7/06/1993","1993","045355","V","P2458964","169","14","1410","114","2"
"VXF339","4","16/07/1993","1993","HW134518","V","KNHTP7352PS311255","385","9","BESTA","116","2"
"VXF303","1","16/06/1993","1993","3JDO6ND92704","V","5PD31406","143","341","CHEVETTE","114","2"
"VXF352","1","12/07/1993","1993","3JE03ND96281","V","5PD35508","143","349","CHEVETTETAXI16","114","2"
"VXF313","1","16/06/1993","1993","E3-330862","V","323NT3-08830","450","73","323 NT","114","2"
"VXF395","1","11/08/1993","1993","M867894","V","CL052697","554","413","R 9","114","2"
"VXF285","4","29/07/1993","1993","TD27113456T","V","WHGE24-008828","490","454","URVAN","116","2"
"VXF310","4","10/06/1993","1993","TD27042987","V","WHGE24008466","490","454","URVAN","116","2"
"VZH796","1","19/08/2009","2010","G4HC9M774548","V","MALAB51GAAM428455","317","450","TAXIATOSPRIMEGL999CC","5018","2"
"VXF308","1","12/06/1993","1993","3JB25ND88006","V","5PD29414","143","341","CHEVETTE","114","2"
"VZD546","7","20/09/2007","2008","35194944","V","3HTWYAHT58N573411","325","73","76006X4","10015","2"
"VXF400","1","12/08/1993","1993","046500","V","2459543","169","18","1410 TX","114","2"
"VXF401","4","30/08/1993","1993","4G63PK9427","V","DHZP13WPA01553","466","132","L 300","102","2"
"VXF347","1","9/07/1993","1993","3JD 28ND95653","V","5PD34701","143","341","CHEVETTE","114","2"
"VZD315","1","14/06/2007","2007","B10S1645547KA2","V","9GAMM61037B008755","143","1199","SPARKTAXILOCALSA","114","2"
"VXF354","1","13/07/1993","1993","3JE03ND96274","V","5PD35506","143","341","CHEVETTE","114","2"
"VXF357","5","4/08/1993","1993","C-113063","V","T45-02381","450","343","T 45","116","2"
"VXF326","7","29/06/1993","1993","6BD1-741966","V","PM140550","199","100","D 600","107","2"
"VXF326","7","29/06/1993","1993","6BD1-741966","V","PM140550","199","100","D 600","108","2"
"VXF326","7","29/06/1993","1993","6BD1-741966","V","PM140550","199","100","D 600","107","2"
"VXF325","1","25/06/1993","1993","M867013","V","CL014691","554","413","R 9","114","2"
"VZS229","7","17/10/2008","2008","YZ4102ZLQB801000335","V","LVBV9JE618E006096","236","3","BJ1043V9JE61","109","2"
"VXF367","1","21/07/1993","1993","E5-745352","V","323NT5-00140","450","73","323 NT","114","2"
"VXF343","4","7/07/1993","1993","VN002296","V","KNHTP7352PS311390R","385","9","BESTA","116","2"
"VXF323","1","25/06/1993","1993","M867142","V","CL038110","554","441","R9TAXI","114","2"
"VXF381","1","4/08/1993","1993","3JE28ND00307","V","5PD36816","143","341","CHEVETTE","114","2"
"VXF368","4","21/07/1993","1993","JS099364","V","WHGE24008969","490","460","URVAN DX STD ROOF","116","2"
"VXF340","9","7/07/1993","1993","11690848","V","J616185","384","31","T800TRACTOMULA","107","2"
"VXF334","4","25/08/1993","1993","TD27148753","V","WHGE24015025","490","460","URVAN DX STD ROOF","116","2"
"VXF330","3","17/08/1993","1993","F2006023","V","B2200-02963","450","226","B 2200","107","2"
"VXF382","4","29/07/1993","1993","TD27-550153","V","WHGE24015058","490","42","ACTUALIZARLINEA","116","2"
"VXF331","3","29/06/1993","1993","238963","V","TSD54629","143","906","LUV-TFR","107","2"
"VXF333","4","27/09/1993","1993","TD27758042","V","DHZP13WPA01143","466","132","L 300","116","2"
"VXF377","4","5/08/1993","1993","TD27-758235","V","WHGE24-015036","490","454","URVAN","116","2"
"VXF385","5","2/08/1993","1993","C-112742","V","T45-02243","450","343","T 45","116","2"
"VXF335","1","8/07/1993","1993","2626537","V","2969667","404","11","2106","114","2"
"VXF386","3","4/08/1993","1993","3611687","V","RN855078779","642","271","HILUX","107","2"
"VXF387","1","4/08/1993","1993","3JE12ND97746","V","5PD36903","143","348","CHEVETTETAXI","114","2"
"VXF388","4","9/08/1993","1993","FE-167801","V","KNHTP7352PS313612","385","9","BESTA","116","2"
"VXF392","1","10/08/1993","1993","037368","V","RUU1R11701P2452061R","169","14","1410","114","2"
"VXF394","4","10/08/1993","1993","JS-094010","V","KNHTP7352PS313817","385","9","BESTA","116","2"
"VXF436","4","16/09/1993","1993","VN031663","V","KNHTP7352PS313609","385","9","BESTA","116","2"
"VXF459","1","21/09/1993","1993","M869097","V","CL068336","554","441","R9TAXI","114","2"
"VXF417","1","30/08/1993","1993","M869130","V","CL068346","554","441","R9TAXI","114","2"
"VXF460","1","23/09/1993","1993","E5749434","V","122193H","450","74","323NT15TAXI","114","2"
"VXF481","1","8/10/1993","1993","3JG20ND08543","V","5PD74920","143","341","CHEVETTE","114","2"
"VXF437","4","16/09/1993","1993","FE926554","V","KNHTP7352PS313613","385","9","BESTA","116","2"
"VXF461","7","23/09/1993","1994","362GM2U0157559","V","RH555281","325","58","47004X2","108","2"
"VXF408","1","2/09/1993","1993","3JF11ND02204","V","5PD70511","143","341","CHEVETTE","114","2"
"VXF463","1","27/09/1993","1993","M870007","V","CL087014","554","441","R9TAXI","114","2"
"VXF448","4","7/10/1993","1993","Z20-465777","V","KNHTP7352PS311762","385","9","BESTA","116","2"
"VXF428","1","9/09/1993","1993","3JG05NB05848","V","5P72901","143","341","CHEVETTE","114","2"
"VXF464","3","29/09/1993","1993","3609618","V","RN855079240","642","352","HILUX RN 85","107","2"
"VXF429","5","5/10/1993","1993","415055","V","NLC62203","143","1026","NPR 100P","116","2"
"VXF472","4","24/09/1993","1993","HW137002","V","KNHTP7352PS313656","385","9","BESTA","116","2"
"VXF409","4","26/08/1993","1993","FE647743","V","KNHTP352PS311881","385","9","BESTA","116","2"
"VXF450","1","16/09/1993","1993","M869793","V","CL086732","554","441","R9TAXI","114","2"
"VXF533","4","2/11/1993","1994","TD27199275","V","KN2FAD2A1RC000484","36","9","HITOPIC","116","2"
"VXF466","4","23/09/1993","1993","FE482347","V","KNHTP7352PS314002","385","9","BESTA","116","2"
"VXF451","4","28/03/2006","1993","VN130837","V","KNHTP-7352PS313649","385","16","BESTAD2200","116","2"
"VXF434","4","16/09/1993","1993","JS131912","V","KNHTP7352PS313617","385","9","BESTA","116","2"
"VXF491","1","11/10/1993","1993","M870207","V","CL101150","554","413","R 9","114","2"
"VXF536","4","9/11/1993","1993","NA20829135X","V","WHGE24015218","490","460","URVAN DX STD ROOF","116","2"
"VXF445","4","6/10/1993","1993","HW-134987","V","KNHTP7352PS311763","385","9","BESTA","116","2"
"VXF410","4","27/08/1993","1993","TD27091153","V","WHGE24-008846","490","485","WHGE24DURVAN","116","2"
"VXF537","7","11/11/1993","1994","458077","V","NLD99509","143","1081","NPRTURBO","107","2"
"VXF446","4","16/12/1993","1993","D4BAS952017","V","DHZP13WPA01534","466","132","L 300","116","2"
"VXF469","1","27/09/1993","1993","3JG07ND06334","V","5PD74710","143","348","CHEVETTETAXI","114","2"
"VXF452","4","21/09/1993","1993","TD27813009","V","KN2FAD2A1PC025243","36","9","HITOPIC","116","2"
"VXF493","4","8/10/1993","1993","HW-135002","V","KNHTP7352-PS311692","385","9","BESTA","116","2"
"VXF539","1","9/11/1993","1994","M819751","V","CL086947","554","441","R9TAXI","114","2"
"VXF447","4","17/09/1993","1993","Z20-886351","V","WHGE24-008860","490","460","URVAN DX STD ROOF","116","2"
"VXF541","1","17/11/1993","1994","M869585","V","CL114826","554","441","R9TAXI","114","2"
"VXF503","4","19/10/1993","1993","JS020443","V","KNHTP7352PS313664","385","9","BESTA","116","2"
"VXF413","1","7/09/1993","1993","M869126","V","CL068422","554","413","R 9","114","2"
"VXF486","32","15/10/1993","1993","SS-038777","V","KN2FAD2A1PC025193","36","9","HITOPIC","116","2"
"VXF494","1","11/10/1993","1993","E3-300775","V","04402","450","73","323 NT","114","2"
"VXF540","1","12/11/1993","1994","M869535","V","CL114852","554","413","R 9","114","2"
"VXF504","7","28/10/1993","1993","469HM2U1070102","V","PM171343","199","100","D 600","107","2"
"VXF504","7","28/10/1993","1993","469HM2U1070102","V","PM171343","199","100","D 600","173","2"
"VXF505","1","14/10/1993","1994","M870563","V","CL101617","554","441","R9TAXI","114","2"
"VXF538","4","8/11/1993","1994","J2101118","V","KNHTP7352RS318191","385","9","BESTA","116","2"
"VXF479","1","6/10/1993","1993","3JG21ND08827","V","5PD75423","143","341","CHEVETTE","114","2"
"VXF488","4","7/10/1993","1993","D4BAR888223","V","P13VJLCLMPBO349","466","132","L 300","116","2"
"VXF480","1","1/10/1993","1993","3JG20ND08544","V","5PD74919","143","341","CHEVETTE","114","2"
"VXF489","4","23/12/1993","1993","Z20-886868X","V","WHGE24-008917","490","460","URVAN DX STD ROOF","116","2"
"VXF490","4","13/01/1994","1993","J2-149360","V","KNHTP7352PS317686","385","9","BESTA","116","2"
"VXF495","4","12/10/1993","1993","JS07042","V","KNHTP7352PS313652","385","9","BESTA","116","2"
"VXF420","4","24/08/1998","1993","117542","V","KNHTP7352PS313941","385","9","BESTA","116","2"
"VXF510","32","19/10/1993","1993","QD32080362","V","P13WHLCLMPB0050","466","132","L 300","116","2"
"VXF511","4","15/10/1993","1993","TD27-080377","V","P13WHLCLPPB0112","466","132","L 300","116","2"
"VXF544","4","10/11/1993","1994","JS112764","V","KNHTP7352RS319296","385","9","BESTA","116","2"
"VXF545","4","12/11/1993","1993","4G63PN0193","V","P13WHLCLPPB0105","466","192","LONGBODY","116","2"
"VXF512","4","15/10/1993","1993","4G63PN0163","V","P13WHLCLPPB0081","466","132","L 300","116","2"
"VXF547","4","19/11/1993","1994","TD27706284","V","KN2FAD2A1RC000948","36","9","HITOPIC","116","2"
"VXF567","3","6/01/1994","1993","3675092","V","RN855089236","642","278","HILUX4X2","107","2"
