PERIODO,LINEA,SUBLINEA,VALOR,MODALIDAD,DEPA_ORIGEN,MUNICIPIO_ORIGEN,DIV_REF,ESTRATO,SEXO,NIVEL_ACADEMICO,AREA_CONOCIM,IES,IES_REF,POBLACION_VULNERABLE,GRUPO_ETNICO,AÑO_SOLICITUD
2016-2,ACCES,19-ACCES,762400,MATRICULA,19-CAUCA,19100-BOLIVAR,"(1.97084, -76.96953)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",DESPLAZADO,NO,2012
2016-2,ACCES,19-ACCES,1861526,MATRICULA,15-BOYACA,15238-DUITAMA,"(5.825992, -73.030125)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,"(5.5325925, -73.361544)",NO,NO,2012
2016-2,ACCES,19-ACCES,1216400,MATRICULA,,,,3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE ANTIOQUIA,"(6.2362956, -75.5805302)",DESPLAZADO,NO,2012
2016-2,ACCES,19-ALIANZA,750500,MATRICULA,25-CUNDINAMARCA,25120-CABRERA,"(3.98516, -74.48419)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CUNDINAMARCA-UDEC,"(4.3345364, -74.3697059)",NO,NO,2012
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,25-CUNDINAMARCA,25120-CABRERA,"(3.98516, -74.48419)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CUNDINAMARCA-UDEC,"(4.3345364, -74.3697059)",NO,NO,2012
2016-2,TRADICIONAL,17-PREGRADO MP,3349168,MATRICULA,15-BOYACA,15238-DUITAMA,"(5.825992, -73.030125)",5,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD CES,"(6.2362956, -75.5805302)",NO,NO,2012
2016-2,ACCES,19-ACCES,755300,MATRICULA,73-TOLIMA,73055-ARMERO,"(4.96462, -74.90489)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.,"(4.6017681, -74.0719324)",DESPLAZADO,NO,2012
2016-2,ACCES,19-ACCES,5592000,MATRICULA,73-TOLIMA,73055-ARMERO,"(4.96462, -74.90489)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.,"(4.6017681, -74.0719324)",DESPLAZADO,NO,2012
2016-2,ACCES,19-ALIANZA,1386000,MATRICULA,15-BOYACA,15425-MACANAL,"(4.972354, -73.319081)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,15-BOYACA,15425-MACANAL,"(4.972354, -73.319081)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,2757816,SOSTENIMIENTO,15-BOYACA,15238-DUITAMA,"(5.825992, -73.030125)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,"(5.5325925, -73.361544)",NO,NO,2013
2016-2,ACCES,19-CERES,755300,MATRICULA,15-BOYACA,15425-MACANAL,"(4.972354, -73.319081)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-CERES,1237000,MATRICULA,15-BOYACA,15425-MACANAL,"(4.972354, -73.319081)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,755300,MATRICULA,,,,1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2013
2016-2,ACCES,19-ACCES,5580000,MATRICULA,,,,1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2013
2016-2,ACCES,19-ACCES,3447270,SOSTENIMIENTO,86-PUTUMAYO,86001-MOCOA,"(1.15234, -76.651055)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CALDAS,"(5.0558487, -75.4929829)",NO,NO,2013
2016-2,ACCES,19-CERES,755300,MATRICULA,19-CAUCA,19100-BOLIVAR,"(1.97084, -76.96953)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-CERES,1108800,MATRICULA,19-CAUCA,19100-BOLIVAR,"(1.97084, -76.96953)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,2393440,MATRICULA,68-SANTANDER,68615-RIONEGRO,"(7.15364, -73.15358)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD COOPERATIVA DE COLOMBIA,"(7.1305317, -73.1096792)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,68-SANTANDER,68615-RIONEGRO,"(7.15364, -73.15358)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD COOPERATIVA DE COLOMBIA,"(7.1305317, -73.1096792)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,68-SANTANDER,68101-BOLIVAR,"(5.989655, -73.770232)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD LIBRE,"(6.4702085, -73.2615727)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,2658000,MATRICULA,68-SANTANDER,68101-BOLIVAR,"(5.989655, -73.770232)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD LIBRE,"(6.4702085, -73.2615727)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,25-CUNDINAMARCA,25245-EL COLEGIO,"(4.58473, -74.94942)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,5592000,MATRICULA,25-CUNDINAMARCA,25245-EL COLEGIO,"(4.58473, -74.94942)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-CERES,755300,MATRICULA,19-CAUCA,19100-BOLIVAR,"(1.97084, -76.96953)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-CERES,1316700,MATRICULA,19-CAUCA,19100-BOLIVAR,"(1.97084, -76.96953)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,7482000,MATRICULA,,,,2,M,UNIVERSITARIA,BELLAS ARTES,FUNDACION UNIVERSIDAD DE BOGOTA-JORGE TADEO LOZANO,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,4512600,MATRICULA,05-ANTIOQUIA,05030-AMAGA,"(6.037113, -75.702277)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA LASALLISTA,"(6.0997455, -75.6387931)",NO,NO,2013
2016-2,ACCES,19-ACCES,755300,MATRICULA,,,,2,F,TECNOLOGICA TERMINAL,BELLAS ARTES,FUNDACION UNIVERSITARIA PANAMERICANA,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,344727,MATRICULA,54-NORTE DE SANTANDER,54250-EL TARRA,"(8.57451, -73.09339)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,"(5.825992, -73.030125)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,54-NORTE DE SANTANDER,54250-EL TARRA,"(8.57451, -73.09339)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,"(5.825992, -73.030125)",NO,NO,2013
2016-2,ACCES,19-CERES,755300,MATRICULA,15-BOYACA,15425-MACANAL,"(4.972354, -73.319081)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-CERES,1178100,MATRICULA,15-BOYACA,15425-MACANAL,"(4.972354, -73.319081)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,755300,MATRICULA,73-TOLIMA,73616-RIOBLANCO,"(3.5309, -75.68053)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE LA SALLE,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,689455,MATRICULA,73-TOLIMA,73616-RIOBLANCO,"(3.5309, -75.68053)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE LA SALLE,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,1003865,MATRICULA,,,,2,F,TECNOLOGICA TERMINAL,BELLAS ARTES,FUNDACION UNIVERSITARIA PANAMERICANA,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,755300,MATRICULA,73-TOLIMA,73616-RIOBLANCO,"(3.5309, -75.68053)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE LA SALLE,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,689455,MATRICULA,73-TOLIMA,73616-RIOBLANCO,"(3.5309, -75.68053)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE LA SALLE,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,TRADICIONAL,17-PREGRADO MP,755300,MATRICULA,15-BOYACA,15238-DUITAMA,"(5.825992, -73.030125)",3,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,"(5.5325925, -73.361544)",NO,NO,2013
2016-2,ACCES,19-CERES,755300,MATRICULA,15-BOYACA,15236-CHIVOR,"(4.888109, -73.366926)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-CERES,1119200,MATRICULA,15-BOYACA,15236-CHIVOR,"(4.888109, -73.366926)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,18-CAQUETA,18460-MILAN,"(1.33546, -75.51081)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ALIANZA,873200,MATRICULA,18-CAQUETA,18460-MILAN,"(1.33546, -75.51081)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,5469000,MATRICULA,,,,2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.,"(4.6017681, -74.0719324)",NO,NO,2013
2016-2,ACCES,19-ACCES,580500,MATRICULA,68-SANTANDER,68689-SAN VICENTE DE CHUCU,"(6.698732, -73.511281)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE PAMPLONA,"(7.3769003, -72.6533228)",NO,NO,2014
2016-2,ACCES,19-ACCES,942000,MATRICULA,85-CASANARE,85263-PORE,"(5.72602, -71.99199)",1,M,TECNOLOGICA TERMINAL,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2014
2016-2,ACCES,19-ACCES,755300,MATRICULA,85-CASANARE,85263-PORE,"(5.72602, -71.99199)",1,M,TECNOLOGICA TERMINAL,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2014
2016-2,TRADICIONAL,17-PREGRADO MP,755300,MATRICULA,15-BOYACA,15425-MACANAL,"(4.972354, -73.319081)",3,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2014
2016-2,TRADICIONAL,17-PREGRADO MP,1031300,MATRICULA,15-BOYACA,15425-MACANAL,"(4.972354, -73.319081)",3,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2014
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,,,,1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,Grupo Etnico,2014
2016-2,ACCES,19-ALIANZA,1643000,MATRICULA,,,,1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,Grupo Etnico,2014
2016-2,ACCES,19-ACCES,2068362,SOSTENIMIENTO,86-PUTUMAYO,86001-MOCOA,"(1.15234, -76.651055)",2,F,TECNOLOGICA TERMINAL,AGRONOMIA VETERINARIA Y AFINES,INSTITUTO TECNOLOGICO DEL PUTUMAYO MOCOA,"(1.15234, -76.651055)",NO,Grupo Etnico,2014
2016-2,ACCES,19-ALIANZA,3447270,SOSTENIMIENTO,86-PUTUMAYO,86001-MOCOA,"(1.15234, -76.651055)",1,M,TECNOLOGICA TERMINAL,AGRONOMIA VETERINARIA Y AFINES,INSTITUTO TECNOLOGICO DEL PUTUMAYO MOCOA,"(1.15234, -76.651055)",NO,NO,2014
2016-2,ACCES,19-ACCES,755300,MATRICULA,05-ANTIOQUIA,05101-CIUDAD BOLIVAR,"(5.849243, -76.018844)",3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2014
2016-2,ACCES,19-ACCES,755300,MATRICULA,05-ANTIOQUIA,05101-CIUDAD BOLIVAR,"(5.849243, -76.018844)",3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2014
2016-2,ACCES,19-ACCES,3472000,MATRICULA,05-ANTIOQUIA,05101-CIUDAD BOLIVAR,"(5.849243, -76.018844)",3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2014
2016-2,ACCES,19-ACCES,3472000,MATRICULA,05-ANTIOQUIA,05101-CIUDAD BOLIVAR,"(5.849243, -76.018844)",3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2014
2016-2,TRADICIONAL,17-PREGRADO MP,4374100,MATRICULA,05-ANTIOQUIA,,,3,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2014
2016-2,TRADICIONAL,17-PREGRADO MP,4374100,MATRICULA,05-ANTIOQUIA,,,3,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA REMINGTON,"(6.2362956, -75.5805302)",NO,NO,2014
2016-2,ACCES,19-ACCES,4512600,MATRICULA,05-ANTIOQUIA,05034-ANDES,"(5.656421, -75.879654)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,CORPORACION UNIVERSITARIA LASALLISTA,"(6.0997455, -75.6387931)",NO,NO,2014
2016-2,ACCES,19-CERES,755300,MATRICULA,73-TOLIMA,73055-ARMERO,"(4.96462, -74.90489)",1,M,TECNOLOGICA TERMINAL,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2014
2016-2,ACCES,19-CERES,1178100,MATRICULA,73-TOLIMA,73055-ARMERO,"(4.96462, -74.90489)",1,M,TECNOLOGICA TERMINAL,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2014
2016-2,ACCES,19-ACCES,3447270,SOSTENIMIENTO,,,,3,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CALDAS,"(5.0558487, -75.4929829)",NO,NO,2014
2016-2,ACCES,19-ALIANZA,750500,MATRICULA,25-CUNDINAMARCA,25053-ARBELAEZ,"(4.271725, -74.415115)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CUNDINAMARCA-UDEC,"(4.3345364, -74.3697059)",NO,NO,2014
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,25-CUNDINAMARCA,25053-ARBELAEZ,"(4.271725, -74.415115)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CUNDINAMARCA-UDEC,"(4.3345364, -74.3697059)",NO,NO,2014
2016-2,ACCES,19-ACCES,3447270,SOSTENIMIENTO,52-NARINO,52354-IMUES,"(1.054932, -77.496113)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CALDAS,"(5.0558487, -75.4929829)",NO,NO,2014
2016-2,ACCES,19-ACCES,3447270,SOSTENIMIENTO,19-CAUCA,19100-BOLIVAR,"(1.97084, -76.96953)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DEL CAUCA,"(2.441916, -76.6063356)",NO,NO,2014
2016-2,ACCES,19-ALIANZA,755300,MATRICULA,68-SANTANDER,68524-PALMAS DEL SOCORRO,"(6.405722, -73.288416)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD LIBRE,"(6.4702085, -73.2615727)",NO,NO,2014
2016-2,ACCES,19-ALIANZA,2658000,MATRICULA,68-SANTANDER,68524-PALMAS DEL SOCORRO,"(6.405722, -73.288416)",1,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD LIBRE,"(6.4702085, -73.2615727)",NO,NO,2014
2016-2,TRADICIONAL,17-PREGRADO MP 50-50,5419000,MATRICULA,,,,2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES UDCA.,"(4.6017681, -74.0719324)",NO,NO,2014
2016-2,ACCES,19-ACCES,755300,MATRICULA,15-BOYACA,15516-PAIPA,"(5.781677, -73.11764)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,"(5.5325925, -73.361544)",NO,NO,2014
2016-2,ACCES,19-ACCES,2689000,MATRICULA,15-BOYACA,15516-PAIPA,"(5.781677, -73.11764)",2,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,"(5.5325925, -73.361544)",NO,NO,2014
2016-2,ACCES,19-ACCES,1386000,MATRICULA,73-TOLIMA,73616-RIOBLANCO,"(3.5309, -75.68053)",4,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2015
2016-2,ACCES,19-ACCES,755300,MATRICULA,15-BOYACA,15516-PAIPA,"(5.781677, -73.11764)",3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,"(5.5325925, -73.361544)",NO,NO,2014
2016-2,ACCES,19-ACCES,3792000,MATRICULA,15-BOYACA,15516-PAIPA,"(5.781677, -73.11764)",3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,"(5.5325925, -73.361544)",NO,NO,2014
2016-2,TRADICIONAL,17-PREGRADO MP 50-50,755300,MATRICULA,47-MAGDALENA,47001-SANTA MARTA,"(11.233109, -74.192919)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD LIBRE,"(6.4702085, -73.2615727)",NO,NO,2015
2016-2,TRADICIONAL,17-PREGRADO MP 50-50,2658000,MATRICULA,47-MAGDALENA,47001-SANTA MARTA,"(11.233109, -74.192919)",2,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD LIBRE,"(6.4702085, -73.2615727)",NO,NO,2015
2016-2,ACCES,19-CERES,693000,MATRICULA,73-TOLIMA,73461-MURILLO,"(3.80419, -74.94281)",3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2015
2016-2,ACCES,19-CERES,693000,MATRICULA,73-TOLIMA,73461-MURILLO,"(3.80419, -74.94281)",3,M,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,"(4.6017681, -74.0719324)",NO,NO,2015
2016-2,ACCES,19-ACCES,2068362,SOSTENIMIENTO,52-NARINO,52399-LA UNION,"(0.8747, -77.80998)",1,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD DE CALDAS,"(5.0558487, -75.4929829)",NO,NO,2015
2016-2,ACCES,19-ACCES,1861526,MATRICULA,15-BOYACA,15238-DUITAMA,"(5.825992, -73.030125)",3,F,UNIVERSITARIA,AGRONOMIA VETERINARIA Y AFINES,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,"(5.5325925, -73.361544)",NO,NO,2015
